date,ticker,fwd_ret,fold,month
2018-02-05,FTNT,0.1971253344142947,2018,2018-02
2018-02-05,LULU,0.05051021635112907,2018,2018-02
2018-02-05,NOW,0.17416374106904953,2018,2018-02
2018-02-05,STLD,0.09484176646953801,2018,2018-02
2020-06-11,CAG,0.12005033649823371,2020,2020-06
2020-06-11,NFLX,0.2348434894852902,2020,2020-06
2020-06-24,ROK,0.10320438847811197,2020,2020-06
2020-06-25,TSCO,0.09310507135261226,2020,2020-06
2020-06-26,CL,0.06483414223128037,2020,2020-06
2020-06-29,DPZ,0.04328609142772444,2020,2020-06
2020-07-13,A,0.07887090573642985,2020,2020-07
2020-07-13,ABBV,-0.041477018764620066,2020,2020-07
2020-07-13,AMAT,0.047959520526963395,2020,2020-07
2020-07-13,CDNS,0.0709703827072441,2020,2020-07
2020-07-13,CLX,-0.010446823260555127,2020,2020-07
2020-07-13,DHR,0.09648604636234093,2020,2020-07
2020-07-13,DVA,0.02714595539014275,2020,2020-07
2020-07-13,EL,0.09233699619870883,2020,2020-07
2020-07-13,EXPD,0.10954290712296633,2020,2020-07
2020-07-13,FAST,0.09844253062011576,2020,2020-07
2020-07-13,HUM,0.08877396516563962,2020,2020-07
2020-07-13,IDXX,0.11604100504577186,2020,2020-07
2020-07-13,INTC,-0.1717777186564099,2020,2020-07
2020-07-13,ITW,0.12324069409233629,2020,2020-07
2020-07-13,JBHT,0.09807060198323114,2020,2020-07
2020-07-13,KLAC,0.004860298829670429,2020,2020-07
2020-07-13,MCK,0.04366106309745077,2020,2020-07
2020-07-13,MU,-0.03437131407309879,2020,2020-07
2020-07-13,ORLY,0.08154075548616602,2020,2020-07
2020-07-13,PCAR,0.1993344559728445,2020,2020-07
2020-07-13,PG,0.08077978362085125,2020,2020-07
2020-07-13,POOL,0.14441877522570468,2020,2020-07
2020-07-13,QCOM,0.1916128884719206,2020,2020-07
2020-07-13,QRVO,0.1508702628642573,2020,2020-07
2020-07-13,STE,0.0570060277447455,2020,2020-07
2020-07-13,SWKS,0.09539802780991113,2020,2020-07
2020-07-13,TGT,0.10940794645518737,2020,2020-07
2020-07-13,TXN,0.0633167876745826,2020,2020-07
2020-07-13,ZBRA,0.09812135939028854,2020,2020-07
2020-09-03,A,0.0367917374209783,2020,2020-09
2020-09-03,ADI,-0.0044399701598382135,2020,2020-09
2020-09-03,AME,0.038044470384665185,2020,2020-09
2020-09-03,AOS,0.1320481987633375,2020,2020-09
2020-09-03,APH,0.03068136034512947,2020,2020-09
2020-09-03,AZO,-0.0307887909385407,2020,2020-09
2020-09-03,BWA,-0.03127954295521995,2020,2020-09
2020-09-03,CAG,-0.008286856192604164,2020,2020-09
2020-09-03,CAT,0.04585744504609002,2020,2020-09
2020-09-03,CHRW,0.06546463636009658,2020,2020-09
2020-09-03,CHTR,0.04255879941102725,2020,2020-09
2020-09-03,CL,0.009656146776400698,2020,2020-09
2020-09-03,CSX,0.027627486795494427,2020,2020-09
2020-09-03,DECK,0.20308713373307596,2020,2020-09
2020-09-03,DOV,0.014396587852157916,2020,2020-09
2020-09-03,DPZ,0.07114836459349139,2020,2020-09
2020-09-03,DVA,-0.009829702038519517,2020,2020-09
2020-09-03,ELV,0.03179147527101178,2020,2020-09
2020-09-03,ETN,0.02878128631093091,2020,2020-09
2020-09-03,EW,-0.06465166014338164,2020,2020-09
2020-09-03,EXPD,0.02868430604501304,2020,2020-09
2020-09-03,FCX,0.04884306622026546,2020,2020-09
2020-09-03,GS,-0.027751261478279887,2020,2020-09
2020-09-03,GWW,0.030656498586359326,2020,2020-09
2020-09-03,HCA,-0.04707163057165564,2020,2020-09
2020-09-03,HRL,-0.029221604248983568,2020,2020-09
2020-09-03,HUM,-0.0023815820650332498,2020,2020-09
2020-09-03,IQV,-0.025364125346875932,2020,2020-09
2020-09-03,IR,0.04294991306760787,2020,2020-09
2020-09-03,ISRG,-0.045724887008094295,2020,2020-09
2020-09-03,ITW,0.022139131581739413,2020,2020-09
2020-09-03,JBHT,-0.05583302701228521,2020,2020-09
2020-09-03,KMB,-0.017865426606373025,2020,2020-09
2020-09-03,LII,0.014454238422907162,2020,2020-09
2020-09-03,LLY,-0.0160382695893162,2020,2020-09
2020-09-03,MCK,-0.033307454599599606,2020,2020-09
2020-09-03,MDLZ,-0.0074850450144758884,2020,2020-09
2020-09-03,MKC,-0.04069376804274194,2020,2020-09
2020-09-03,MO,-0.06918473647527834,2020,2020-09
2020-09-03,MS,-0.07867317002373964,2020,2020-09
2020-09-03,NSC,0.021700920704355697,2020,2020-09
2020-09-03,NVR,0.04584202318609076,2020,2020-09
2020-09-03,NXPI,0.04994444352886385,2020,2020-09
2020-09-03,ODFL,-0.05163045987001902,2020,2020-09
2020-09-03,ON,0.07925402308274121,2020,2020-09
2020-09-03,ORLY,-0.02640106771109918,2020,2020-09
2020-09-03,PCAR,0.030895373605664522,2020,2020-09
2020-09-03,PFE,0.009615163822461303,2020,2020-09
2020-09-03,PG,0.008172997104625823,2020,2020-09
2020-09-03,PGR,0.028835013764009654,2020,2020-09
2020-09-03,PH,0.03310558118965079,2020,2020-09
2020-09-03,PM,-0.027842272891009823,2020,2020-09
2020-09-03,PNR,0.028730304480805824,2020,2020-09
2020-09-03,PYPL,-0.039709278792799174,2020,2020-09
2020-09-03,ROK,0.01927368136762375,2020,2020-09
2020-09-03,STE,0.08873380449295154,2020,2020-09
2020-09-03,STLD,0.031032502305134102,2020,2020-09
2020-09-03,SWK,0.0546939346207036,2020,2020-09
2020-09-03,TROW,-0.004497343878988924,2020,2020-09
2020-09-03,TTWO,-0.011044486970405054,2020,2020-09
2020-09-03,TXN,0.01701171072286889,2020,2020-09
2020-09-03,UNH,0.0102170797164014,2020,2020-09
2020-09-03,UNP,0.05652018753474897,2020,2020-09
2020-09-03,URI,0.1336661400156225,2020,2020-09
2020-09-03,VZ,-0.015674077322517466,2020,2020-09
2020-09-03,WHR,0.12491261008917465,2020,2020-09
2020-09-04,BMY,-0.029621375313853893,2020,2020-09
2020-09-08,CCI,0.048438175848128484,2020,2020-09
2020-09-08,FDX,0.21357147737754945,2020,2020-09
2020-09-08,RSG,0.0005613857916479947,2020,2020-09
2020-09-08,XYL,0.0842037063480443,2020,2020-09
2020-09-08,ZBH,0.049215186580139125,2020,2020-09
2020-10-26,ADSK,0.03949743565621189,2020,2020-10
2020-10-26,AEE,-0.0593622415624504,2020,2020-10
2020-10-26,ALB,0.4527938289867035,2020,2020-10
2020-10-26,AMAT,0.3980188352191907,2020,2020-10
2020-10-26,AMD,0.03453722755626232,2020,2020-10
2020-10-26,APD,-0.008310089489940609,2020,2020-10
2020-10-26,AVGO,0.0804035861576271,2020,2020-10
2020-10-26,BF-B,0.12451910449686365,2020,2020-10
2020-10-26,CAG,-0.05097047547184386,2020,2020-10
2020-10-26,CAT,0.08394595631657542,2020,2020-10
2020-10-26,CCI,0.027075923790400802,2020,2020-10
2020-10-26,CHD,-0.08736721699913952,2020,2020-10
2020-10-26,CL,0.07650263569931615,2020,2020-10
2020-10-26,CLX,-0.05715892802406275,2020,2020-10
2020-10-26,CMI,0.06953423720770435,2020,2020-10
2020-10-26,CNC,-0.045187528657633314,2020,2020-10
2020-10-26,CRM,0.07794052853993572,2020,2020-10
2020-10-26,CTSH,0.08617309052476241,2020,2020-10
2020-10-26,DE,0.11637141408701357,2020,2020-10
2020-10-26,DGX,0.013513459053579702,2020,2020-10
2020-10-26,DLR,-0.1314598553755324,2020,2020-10
2020-10-26,DOV,0.10999805161307252,2020,2020-10
2020-10-26,DVA,0.222494697226314,2020,2020-10
2020-10-26,EL,0.058750210486432364,2020,2020-10
2020-10-26,EQIX,-0.09818861806220358,2020,2020-10
2020-10-26,ETN,0.15532956005584286,2020,2020-10
2020-10-26,EXPD,-0.04168886938804017,2020,2020-10
2020-10-26,FCX,0.3312215731202184,2020,2020-10
2020-10-26,FDX,0.05064471549255378,2020,2020-10
2020-10-26,GIS,-0.006723641909060385,2020,2020-10
2020-10-26,GRMN,0.17139449163189746,2020,2020-10
2020-10-26,HPQ,0.19178073237415805,2020,2020-10
2020-10-26,HRL,-0.04529820810649976,2020,2020-10
2020-10-26,ICE,0.05431664354275223,2020,2020-10
2020-10-26,IDXX,0.04165888538129292,2020,2020-10
2020-10-26,IR,0.2437088947248529,2020,2020-10
2020-10-26,KLAC,0.2623853799984228,2020,2020-10
2020-10-26,KR,-0.008612672930239706,2020,2020-10
2020-10-26,LRCX,0.2842390934508068,2020,2020-10
2020-10-26,MA,0.07649519134888405,2020,2020-10
2020-10-26,MCD,-0.02033252997412205,2020,2020-10
2020-10-26,MCHP,0.22077726069054626,2020,2020-10
2020-10-26,MCK,0.1804686400848834,2020,2020-10
2020-10-26,MCO,0.011657971243663079,2020,2020-10
2020-10-26,MMM,0.07493906372264658,2020,2020-10
2020-10-26,MTD,0.07813134998229598,2020,2020-10
2020-10-26,NEM,-0.057195008438350015,2020,2020-10
2020-10-26,NKE,0.04931063831556104,2020,2020-10
2020-10-26,NOW,0.02607608481144208,2020,2020-10
2020-10-26,NSC,0.15616125119851598,2020,2020-10
2020-10-26,NVDA,-0.01396353571283837,2020,2020-10
2020-10-26,PANW,0.28300663502388224,2020,2020-10
2020-10-26,PG,-0.021161015308025277,2020,2020-10
2020-10-26,PGR,-0.055520152916488485,2020,2020-10
2020-10-26,PH,0.28466386704680313,2020,2020-10
2020-10-26,PLD,-0.01652230182590908,2020,2020-10
2020-10-26,QCOM,0.15633901907907855,2020,2020-10
2020-10-26,QRVO,0.12867239452907997,2020,2020-10
2020-10-26,RMD,0.14604659715840218,2020,2020-10
2020-10-26,RSG,0.07616095487570163,2020,2020-10
2020-10-26,SBUX,0.10153373573498303,2020,2020-10
2020-10-26,SHW,0.09884973724840318,2020,2020-10
2020-10-26,SJM,0.031117097800570148,2020,2020-10
2020-10-26,SNPS,-0.023296919167356878,2020,2020-10
2020-10-26,SPGI,0.003973793261170977,2020,2020-10
2020-10-26,SWK,0.10343625731993278,2020,2020-10
2020-10-26,TEL,0.12956637984628494,2020,2020-10
2020-10-26,TGT,0.13056423083583746,2020,2020-10
2020-10-26,TMO,-0.08886247786654056,2020,2020-10
2020-10-26,TSLA,0.3214522962628785,2020,2020-10
2020-10-26,TTWO,0.028960913001606636,2020,2020-10
2020-10-26,UPS,0.03418458836883853,2020,2020-10
2020-10-26,V,0.0876674077341335,2020,2020-10
2020-10-26,VZ,0.048953664518743834,2020,2020-10
2020-10-26,WEC,-0.052666903994850855,2020,2020-10
2020-10-26,XEL,-0.04951869559077848,2020,2020-10
2020-10-26,XYL,0.08579506233594758,2020,2020-10
2020-10-26,ZBRA,0.2655709708446998,2020,2020-10
2020-10-27,AJG,0.0994600388310043,2020,2020-10
2020-10-27,CMS,-0.0393004161771513,2020,2020-10
2020-10-27,ES,-0.03754915138294679,2020,2020-10
2020-10-27,EXR,-0.04355650122723276,2020,2020-10
2020-10-27,HSY,0.04522765968450493,2020,2020-10
2020-10-27,ISRG,0.007587739147226102,2020,2020-10
2020-10-27,LII,0.018791229488616557,2020,2020-10
2020-10-27,LNT,-0.057404354776025346,2020,2020-10
2020-10-27,SWKS,-0.059850016118731975,2020,2020-10
2020-10-29,PSA,-0.02772242283257098,2020,2020-10
2020-10-30,MU,0.33253842264721567,2020,2020-10
2020-11-02,ADI,0.1872045968253626,2020,2020-11
2020-11-02,DUK,0.0105542221868975,2020,2020-11
2020-11-03,REGN,-0.1047218544991958,2020,2020-11
2021-01-27,ABT,0.048035676592597776,2021,2021-01
2021-01-27,AMD,-0.048739243360520046,2021,2021-01
2021-01-27,BKR,0.20927010168150129,2021,2021-01
2021-01-27,CAH,-0.06818618121612563,2021,2021-01
2021-01-27,CHD,-0.10011870510274168,2021,2021-01
2021-01-27,CRM,-0.03683591550149501,2021,2021-01
2021-01-27,DGX,-0.07616672540178604,2021,2021-01
2021-01-27,DVA,-0.13338991450352122,2021,2021-01
2021-01-27,EBAY,-0.030012030652215582,2021,2021-01
2021-01-27,EMR,0.08668338500683737,2021,2021-01
2021-01-27,EW,-0.020509169482276657,2021,2021-01
2021-01-27,FDX,0.048058071876143416,2021,2021-01
2021-01-27,FTNT,0.15793447298571284,2021,2021-01
2021-01-27,GRMN,0.05719874408721681,2021,2021-01
2021-01-27,HCA,0.09559276209577838,2021,2021-01
2021-01-27,HON,0.019388888081236955,2021,2021-01
2021-01-27,HPQ,0.16579435561187283,2021,2021-01
