Date,Open,High,Low,Close,Volume
2019-04-18,65.0,66.0,60.320999,62.0,25764700.0
2019-04-22,61.0,68.900002,59.939999,65.699997,9949700.0
2019-04-23,66.870003,74.168999,65.550003,69.0,6786500.0
2019-04-24,71.400002,71.5,63.16,63.200001,4973500.0
2019-04-25,64.739998,66.849998,62.599998,65.0,3863300.0
2019-04-26,66.120003,66.989998,63.599998,66.220001,1527400.0
2019-04-29,66.529999,68.5,64.75,68.169998,1822300.0
2019-04-30,68.400002,72.519997,66.669998,72.470001,4113100.0
2019-05-01,72.720001,76.949997,70.816002,72.760002,3301900.0
2019-05-02,72.75,75.889999,69.691002,75.5,2525300.0
2019-05-03,75.0,80.25,75.0,79.18,2590300.0
2019-05-06,75.010002,80.790001,74.5,78.239998,2051800.0
2019-05-07,77.849998,78.050003,73.25,73.330002,1975200.0
2019-05-08,74.610001,78.5,74.029999,77.68,2265500.0
2019-05-09,76.849998,76.989998,74.0,75.209999,1348200.0
2019-05-10,75.790001,79.739998,74.769997,79.629997,1555100.0
2019-05-13,77.389999,77.389999,70.599998,72.540001,2873200.0
2019-05-14,74.120003,76.885002,73.110001,73.139999,1950400.0
2019-05-15,73.400002,80.0,72.209999,79.760002,2426500.0
2019-05-16,80.120003,87.550003,79.25,83.400002,4580700.0
2019-05-17,82.25,90.279999,81.879997,89.980003,3442500.0
2019-05-20,90.099998,91.459999,83.269997,84.669998,3666800.0
2019-05-21,86.629997,89.699997,84.5,85.440002,2576000.0
2019-05-22,84.629997,85.699997,82.0,82.43,1596400.0
2019-05-23,81.25,81.5,77.260002,78.760002,2856000.0
2019-05-24,80.480003,81.25,74.199997,76.25,2946800.0
2019-05-28,76.800003,79.389999,76.800003,77.769997,1641300.0
2019-05-29,77.0,77.93,73.583,75.769997,1512100.0
2019-05-30,76.68,80.970001,76.599998,80.419998,1996000.0
2019-05-31,78.769997,83.169998,77.779999,79.730003,1594300.0
2019-06-03,80.0,81.940002,75.650002,75.900002,1570500.0
2019-06-04,78.199997,78.879997,76.620003,78.739998,1134900.0
2019-06-05,80.139999,80.599998,76.239998,78.040001,1295800.0
2019-06-06,77.400002,79.75,77.029999,79.43,3024000.0
2019-06-07,93.660004,98.889999,92.5,94.050003,9487800.0
2019-06-10,98.510002,105.985001,96.0,102.0,4852800.0
2019-06-11,101.0,101.199997,91.57,94.870003,4372400.0
2019-06-12,94.599998,104.184998,94.0,102.769997,3156900.0
2019-06-13,105.099998,105.171997,98.550003,100.949997,3189100.0
2019-06-14,100.470001,104.57,99.25,100.290001,1889300.0
2019-06-17,101.0,102.446999,97.0,98.110001,2128500.0
2019-06-18,100.389999,102.0,97.510002,99.639999,2272400.0
2019-06-19,100.489998,104.445,98.629997,102.389999,2592700.0
2019-06-20,105.010002,107.339996,101.621002,102.300003,2460700.0
2019-06-21,101.419998,101.531998,97.82,100.470001,2972500.0
2019-06-24,100.849998,101.5,88.879997,89.410004,6011200.0
2019-06-25,89.43,91.5,84.629997,85.029999,3744500.0
2019-06-26,87.919998,89.080002,84.605003,86.330002,2680000.0
2019-06-27,89.699997,92.330002,87.800003,90.269997,3019500.0
2019-06-28,91.760002,92.199997,87.25,88.790001,3228300.0
2019-07-01,85.129997,87.790001,83.099998,86.860001,5306600.0
2019-07-02,86.269997,86.849998,84.0,85.129997,1866000.0
2019-07-03,85.449997,90.599998,84.510002,90.449997,2706100.0
2019-07-05,90.139999,91.970001,88.0,91.879997,2582700.0
2019-07-08,91.440002,92.790001,89.889999,90.760002,1793300.0
2019-07-09,90.269997,91.269997,89.099998,90.93,1557400.0
2019-07-10,91.760002,93.449997,91.550003,92.720001,2059300.0
2019-07-11,92.900002,93.199997,90.452003,91.400002,1784600.0
2019-07-12,93.010002,94.93,91.370003,93.300003,2689700.0
2019-07-15,94.0,100.650002,93.779999,99.800003,3835600.0
2019-07-16,100.139999,100.5,96.5,97.099998,2120100.0
2019-07-17,97.620003,101.987,97.540001,99.730003,2314100.0
2019-07-18,99.239998,99.5,95.015999,95.190002,1948800.0
2019-07-19,97.150002,97.790001,92.879997,93.379997,1747700.0
2019-07-22,94.190002,97.464996,93.504997,96.669998,1483000.0
2019-07-23,97.5,98.150002,93.519997,97.389999,2241700.0
2019-07-24,97.120003,97.879997,94.684998,95.940002,1283700.0
2019-07-25,95.839996,99.599998,95.75,97.110001,1870300.0
2019-07-26,97.949997,104.489998,97.830002,102.199997,3040700.0
2019-07-29,102.599998,102.998001,92.099998,96.470001,4230300.0
2019-07-30,95.190002,99.349998,94.029999,95.489998,1635500.0
2019-07-31,96.43,97.5,93.5,95.510002,1514700.0
2019-08-01,95.75,98.660004,93.800003,95.099998,1530400.0
2019-08-02,94.919998,96.0,92.566002,93.660004,1117100.0
2019-08-05,90.699997,91.190002,87.290001,89.690002,1774400.0
2019-08-06,91.5,92.290001,88.099998,90.43,1028700.0
2019-08-07,89.019997,93.160004,88.019997,92.449997,996100.0
2019-08-08,93.57,95.839996,93.019997,95.769997,925600.0
2019-08-09,94.790001,95.489998,93.309998,94.199997,800500.0
2019-08-12,93.050003,94.18,91.110001,92.160004,779300.0
2019-08-13,92.059998,96.223,92.059998,95.449997,1167200.0
2019-08-14,93.199997,94.522003,89.889999,92.650002,1265700.0
2019-08-15,92.769997,93.440002,89.690002,90.639999,1079800.0
2019-08-16,92.120003,95.0,92.080002,92.529999,1259300.0
2019-08-19,94.18,96.199997,92.889999,93.169998,1226000.0
2019-08-20,93.0,93.57,91.139999,91.410004,746100.0
2019-08-21,92.860001,94.181,92.353996,93.010002,760000.0
2019-08-22,93.480003,95.5,91.57,93.879997,883000.0
2019-08-23,93.139999,94.129997,90.410004,91.629997,1368400.0
2019-08-26,92.330002,93.5,91.449997,91.760002,697400.0
2019-08-27,92.599998,93.690002,90.440002,91.730003,825800.0
2019-08-28,91.160004,91.379997,88.710999,90.160004,1148300.0
2019-08-29,91.5,92.68,90.699997,90.870003,851800.0
2019-08-30,91.82,92.419998,89.019997,91.669998,1186100.0
2019-09-03,91.5,94.239998,90.75,92.459999,1538900.0
2019-09-04,93.949997,96.0,93.18,93.529999,2400700.0
2019-09-05,94.239998,94.379997,88.510002,92.690002,4991800.0
2019-09-06,92.0,96.5,84.860001,85.410004,7289700.0
2019-09-09,85.75,85.940002,77.199997,78.650002,6713800.0
2019-09-10,77.0,81.221001,76.809998,80.349998,2813200.0
2019-09-11,80.0,81.860001,78.5,80.709999,2013600.0
2019-09-12,81.449997,82.650002,79.900002,81.529999,1955100.0
2019-09-13,81.57,82.475998,78.269997,78.849998,1416800.0
2019-09-16,78.5,80.989998,78.260002,80.669998,1630100.0
2019-09-17,81.489998,84.82,79.529999,84.639999,2539900.0
2019-09-18,84.400002,86.0,83.5,84.550003,1835400.0
2019-09-19,85.199997,85.349998,83.25,84.620003,1266600.0
2019-09-20,85.0,85.349998,81.5,82.629997,2050100.0
2019-09-23,82.290001,83.599998,81.800003,82.620003,677000.0
2019-09-24,82.43,82.93,79.459999,80.019997,2145400.0
2019-09-25,79.120003,79.989998,76.080002,79.599998,1924100.0
2019-09-26,79.25,80.620003,78.614998,79.75,920000.0
2019-09-27,79.690002,79.824997,75.089996,76.040001,2347400.0
2019-09-30,76.129997,77.0,74.290001,76.199997,1356500.0
2019-10-01,76.43,77.489998,75.209999,75.809998,1378100.0
2019-10-02,74.5,75.779999,73.660004,73.849998,1388700.0
2019-10-03,73.900002,78.489998,73.389999,76.830002,2605800.0
2019-10-04,77.0,77.782997,75.279999,76.529999,1799500.0
2019-10-07,76.989998,77.43,75.0,76.989998,1432200.0
2019-10-08,76.010002,76.353996,72.580002,73.589996,3156600.0
2019-10-09,74.220001,75.059998,72.75,72.860001,1490100.0
2019-10-10,72.860001,73.779999,71.010002,71.010002,2282200.0
2019-10-11,71.370003,72.889999,70.902,71.349998,2391800.0
2019-10-14,70.459999,71.239998,69.550003,70.800003,2218100.0
2019-10-15,68.760002,71.269997,68.379997,71.110001,10576600.0
2019-10-16,69.699997,69.949997,66.510002,67.690002,6061400.0
2019-10-17,67.089996,68.0,66.760002,67.029999,3496800.0
2019-10-18,66.260002,66.93,64.529999,66.080002,4819400.0
2019-10-21,65.290001,66.5,64.157997,65.769997,3076500.0
2019-10-22,64.199997,64.599998,61.02,62.0,4584700.0
2019-10-23,61.330002,63.740002,60.967999,62.060001,3589200.0
2019-10-24,63.0,65.940002,62.759998,64.519997,3433300.0
2019-10-25,64.330002,64.989998,62.790001,63.450001,1921900.0
2019-10-28,63.959999,67.470001,62.259998,66.559998,3509300.0
2019-10-29,65.769997,67.110001,64.800003,65.489998,1825300.0
2019-10-30,65.970001,70.089996,65.660004,70.0,4670300.0
2019-10-31,69.519997,70.080002,66.599998,69.889999,3405300.0
2019-11-01,69.860001,70.550003,68.019997,70.389999,3561800.0
2019-11-04,70.809998,70.849998,69.010002,70.120003,1563100.0
2019-11-05,70.709999,70.849998,66.68,66.889999,1805900.0
2019-11-06,66.949997,67.129997,65.360001,66.830002,1327400.0
2019-11-07,67.029999,68.68,66.209999,66.809998,1128200.0
2019-11-08,66.540001,70.0,66.519997,69.849998,1472400.0
2019-11-11,69.510002,70.190002,67.760002,68.389999,1037500.0
2019-11-12,68.5,70.050003,67.559998,68.0,1911000.0
2019-11-13,68.0,68.508003,66.870003,68.010002,1987000.0
2019-11-14,67.769997,68.150002,66.709999,67.739998,932500.0
2019-11-15,68.129997,71.099998,67.910004,70.010002,2311800.0
2019-11-18,70.470001,71.139999,68.779999,70.080002,1676000.0
2019-11-19,70.190002,70.332001,68.190002,69.639999,1704700.0
2019-11-20,69.25,71.709999,68.550003,70.989998,2780700.0
2019-11-21,71.5,71.949997,69.580002,69.919998,1127000.0
2019-11-22,72.0,74.0,71.150002,73.160004,3051900.0
2019-11-25,73.800003,75.059998,72.860001,74.550003,1936400.0
2019-11-26,75.0,75.769997,74.760002,75.160004,1836500.0
2019-11-27,75.809998,75.839996,73.360001,74.080002,1355900.0
2019-11-29,74.099998,74.940002,73.860001,74.5,512600.0
2019-12-02,74.059998,74.5,68.459999,68.93,3138600.0
2019-12-03,66.720001,70.529999,66.050003,70.019997,2444200.0
2019-12-04,70.5,70.900002,69.150002,69.959999,2076500.0
2019-12-05,70.029999,70.75,69.220001,69.669998,3672600.0
2019-12-06,64.260002,65.080002,62.110001,62.740002,11253600.0
2019-12-09,62.389999,67.269997,62.330002,65.940002,5234100.0
2019-12-10,65.489998,65.830002,63.389999,64.57,3895700.0
2019-12-11,64.239998,64.449997,62.049999,63.52,3685600.0
2019-12-12,63.490002,64.230003,62.119999,62.490002,3317300.0
2019-12-13,62.5,63.75,62.02,63.540001,2489400.0
2019-12-16,63.59,66.389999,63.560001,66.349998,3282800.0
2019-12-17,66.620003,66.620003,65.400002,66.169998,2301000.0
2019-12-18,66.220001,68.139999,66.040001,67.599998,2237000.0
2019-12-19,67.75,68.459999,67.099998,68.18,1610500.0
2019-12-20,68.199997,68.480003,66.415001,66.93,2201400.0
2019-12-23,67.019997,67.5,65.93,66.150002,1663500.0
2019-12-24,66.300003,66.885002,65.739998,66.459999,562600.0
2019-12-26,66.5,68.190002,66.300003,67.449997,1387600.0
2019-12-27,67.510002,67.959999,66.510002,66.639999,955400.0
2019-12-30,66.559998,67.18,65.519997,66.790001,1162700.0
2019-12-31,66.379997,68.18,66.309998,68.040001,1351400.0
2020-01-02,68.800003,69.235001,68.019997,68.720001,1315500.0
