Date,Close,High,Low,Open,Volume,Adj Close
2010-02-11,0.2060552835464477,0.2071718890853623,0.1932027848144054,0.1938239730428476,6912000,
2010-02-12,0.206898495554924,0.2086848858810148,0.1992822763569866,0.2004484295313376,17203200,
2010-02-16,0.2149129509925842,0.2154093195562464,0.2084371605781366,0.2117622322623552,19238400,
2010-02-17,0.2185600399971008,0.2186095732127767,0.2145156366106485,0.2177911748892297,38361600,
2010-02-18,0.2227034866809845,0.2240182676002262,0.2170213360409398,0.2183370681568296,77721600,
2010-02-19,0.2227034866809845,0.2256064962603761,0.2195032210505499,0.2211895791320777,92966400,
2010-02-22,0.2211400419473648,0.2253330589360837,0.2186343343148221,0.2253330589360837,50995200,
2010-02-23,0.2125062942504882,0.221115262972863,0.2095785109017791,0.2199243363487234,82252800,
2010-02-24,0.2189325392246246,0.221438246830252,0.2150863257517902,0.2162524786868927,70617600,
2010-02-25,0.2188077419996261,0.2202968759541012,0.2076930509404609,0.2119356154542849,91238400,
2010-02-26,0.2215373367071151,0.222455780969393,0.2160047652163211,0.2181627181062859,57600000,
2010-03-01,0.2310400158166885,0.2319832196910403,0.2243412764743678,0.2243412764743678,28454400,
2010-03-02,0.2324290722608566,0.2374414526311102,0.2318088352654007,0.2330740829597795,48422400,
2010-03-03,0.2337200343608856,0.2370689136315708,0.2314620356146896,0.2350348152061978,47961600,
2010-03-04,0.2363000959157943,0.2366221115005818,0.2308913783668306,0.234538465378877,29452800,
2010-03-05,0.2467450648546219,0.2478368970038846,0.2400463382926832,0.2413363601385068,26880000,
2010-03-08,0.2480607330799102,0.2498471088137353,0.2469688728823627,0.2469688728823627,25344000,
2010-03-09,0.2524519264698028,0.256321962622328,0.2464972930068994,0.2466954542587774,46425600,
2010-03-10,0.2586295008659363,0.2601681679955994,0.2526253201824417,0.2527996589197758,40089600,
2010-03-11,0.2610113620758056,0.2613838904639256,0.2553549216960389,0.2570670190090615,53913600,
2010-03-12,0.2616068422794342,0.2638896008614437,0.2586047518162785,0.2638896008614437,36134400,
2010-03-15,0.2598451673984527,0.2616315714425483,0.2543126103295181,0.2598699552984845,42393600,
2010-03-16,0.2647585272789001,0.2655026187120233,0.2596718391933583,0.2624014332458816,46579200,
2010-03-17,0.2665944695472717,0.2703654113946918,0.2643860176019786,0.2655026375276732,39820800,
2010-03-18,0.2692983150482178,0.2701424382067464,0.2657502946802183,0.2675119109135739,52185600,
2010-03-19,0.2645346522331238,0.2722509320885053,0.2617069283224474,0.2645346522331238,40051200,
2010-03-22,0.2716802060604095,0.2748566355020354,0.2604406942785907,0.2614334598010454,58790400,
2010-03-23,0.2773623466491699,0.2779578242483842,0.2692983556093429,0.2735408921552994,55334400,
2010-03-24,0.2734169960021972,0.2759979758807925,0.271680167674121,0.2754025267665667,89241600,
2010-03-25,0.2717049717903137,0.2830187907574284,0.2714820226122809,0.280091006932352,93926400,
2010-03-26,0.2731197774410248,0.2783541424393279,0.2688267281522696,0.2755759663327579,84288000,
2010-03-29,0.2768659889698028,0.2796946781859948,0.274831904089107,0.2772385174272518,38054400,
2010-03-30,0.2797689437866211,0.2821755565249621,0.274086778863144,0.279148706774701,39897600,
2010-03-31,0.2759979963302612,0.2803644152692821,0.2740868007340492,0.2766430212947413,59558400,
2010-04-01,0.2754520773887634,0.2844088008653932,0.2692735296697058,0.2790744047067034,116620800,
2010-04-05,0.2834160923957824,0.2850786425552764,0.2754025852942959,0.2774614580184102,67584000,
