Date,Close,High,Low,Open,Volume
2022-06-30,21.031274795532227,21.056302669701605,21.006248512555814,21.056302669701605,3100
2022-07-01,21.298229217529297,21.34494663250542,21.298229217529297,21.34494663250542,700
2022-07-05,21.323261260986328,21.348289136288262,21.31074811893188,21.323261260986328,1400
2022-07-06,21.168088912963867,21.231491578863952,21.168088912963867,21.231491578863952,2300
2022-07-07,21.153078079223633,21.223154224872744,21.153078079223633,21.223154224872744,3500
2022-07-08,21.08967399597168,21.08967399597168,21.081331370921262,21.081331370921262,500
2022-07-11,21.197288513183594,21.197288513183594,21.197288513183594,21.197288513183594,100
2022-07-12,21.24817657470703,21.256519198766597,21.24817657470703,21.256519198766597,2200
2022-07-13,21.389163970947266,21.389163970947266,21.306574698732703,21.306574698732703,700
2022-07-14,21.255687713623047,21.25652149876137,21.23983624883686,21.23983624883686,71900
2022-07-15,21.41084861755371,21.41084861755371,21.331594509531183,21.331594509531183,300
2022-07-18,21.323261260986328,21.34078029633977,21.314918635885682,21.323261260986328,1000
2022-07-19,21.345781326293945,21.34828427237318,21.26485963156693,21.303234425332295,136200
2022-07-20,21.273202896118164,21.327429152955958,21.273202896118164,21.327429152955958,400
2022-07-21,21.515138626098633,21.644445338198846,21.448397624765555,21.448397624765555,8500
2022-07-22,21.728700637817383,21.807119393598143,21.6819832166027,21.6819832166027,2600
2022-07-25,21.611074447631836,21.64861546184377,21.59855971543259,21.631930213040043,22800
2022-07-26,21.589384078979492,21.640273612295147,21.589384078979492,21.640273612295147,8300
2022-07-27,21.742881774902344,21.77374932277716,21.732036205217575,21.732036205217575,1900
2022-07-28,21.928081512451172,22.124129165834447,21.894712613198685,21.915568374130558,8600
2022-07-29,22.022361755371094,22.022361755371094,21.907235738521962,21.907235738521962,23900
2022-08-01,22.070043563842773,22.070043563842773,22.003114001391438,22.003114001391438,6600
2022-08-02,21.76300621032715,21.76300621032715,21.76300621032715,21.76300621032715,400
2022-08-03,21.919450759887695,21.9278155579849,21.718660499572714,21.768858862514687,3500
2022-08-04,21.990558624267578,22.002271254297245,21.924465242360395,21.93534171188113,7900
2022-08-05,21.697744369506836,21.727025948753326,21.609899631767362,21.710294757559893,12300
