Date,Close,High,Low,Open,Volume,Adj Close
1998-12-22,11.163448333740234,11.230788430271945,11.111073202811136,11.230788430271945,55887,
1998-12-23,11.3280668258667,11.3280668258667,11.118565002261116,11.118565002261116,78784,
1998-12-24,11.402889251708984,11.402889251708984,11.290656404067024,11.32806772806136,43824,
1998-12-28,11.253236770629885,11.39539720908249,11.22330683705236,11.39539720908249,51948,
1998-12-29,11.372954368591309,11.372954368591309,11.133522720646129,11.26820295234402,100819,
1998-12-30,11.3280668258667,11.38792448975401,11.25324530817804,11.313101847724392,154614,
1998-12-31,11.223308563232422,11.34302381859468,11.223308563232422,11.328059973844535,65366,
1999-01-04,11.223308563232422,11.410363930821015,11.088629463120022,11.088629463120022,250632,
1999-01-05,11.3280668258667,11.343030679668049,11.178422666148428,11.178422666148428,47763,
1999-01-06,11.687212944030762,11.702177922345724,11.462747264034077,11.53756878258598,129871,
1999-01-07,11.866777420043944,11.866777420043944,11.537560501170333,11.567489311977024,89986,
1999-01-08,11.941604614257812,12.001463388930524,11.81440795055782,12.001463388930524,173694,
1999-01-11,11.76203441619873,11.956571244543388,11.649800463030536,11.956571244543388,62904,
1999-01-12,11.432812690734863,11.702173196906324,11.432812690734863,11.702173196906324,117437,
1999-01-13,11.283169746398926,11.43281386275671,10.87913119440322,10.87913119440322,359206,
1999-01-14,10.998845100402832,11.33554460083115,10.89409366999248,11.253240628299048,59950,
1999-01-15,11.31309700012207,11.31309700012207,11.096113904762404,11.148489057136082,96757,
1999-01-19,11.253236770629885,11.492666120189128,11.103591600102684,11.492666120189128,54903,
1999-01-20,11.335548400878906,11.5151213780607,11.26820825335052,11.372959718876997,76445,
1999-01-21,11.133526802062988,11.290653421864477,11.103597975640836,11.238278256710895,438482,
1999-01-22,11.058700561523438,11.133522033360968,10.998842934317308,11.073664406154837,109928,
1999-01-25,11.14848804473877,11.163451890769316,10.983878992360498,11.1185592283373,169632,
1999-01-26,11.155970573425291,11.215829336834808,11.073666600790512,11.193381878928555,118053,
1999-01-27,11.01381015777588,11.223311917268482,11.01381015777588,11.223311917268482,56872,
1999-01-28,11.17841339111328,11.19337723249872,10.983875582722384,10.983875582722384,47270,
1999-01-29,11.4178466796875,11.432810524784054,11.088629719819975,11.24575627720546,72998,
1999-02-01,11.223308563232422,11.462740198297212,11.223308563232422,11.462740198297212,59827,
1999-02-02,11.103596687316896,11.193383156165645,10.991363882341115,11.13352551026648,107220,
1999-02-03,11.185905456542969,11.26821059813368,10.961439750527468,11.043743767777078,69675,
1999-02-04,10.924022674560549,11.16345323459428,10.924022674560549,11.103595594585846,48625,
1999-02-05,10.834237098693848,10.953952388480278,10.759415604747629,10.901577230283864,103035,
1999-02-08,10.804309844970703,10.924025152139103,10.729488340160833,10.909061300913438,137749,
1999-02-09,10.65466594696045,10.834238911689743,10.57984444049364,10.804310084234862,264050,
1999-02-10,10.744447708129885,10.744447708129885,10.564874822306336,10.684590079522032,31883,
1999-02-11,11.17841339111328,11.19337723249872,10.78933889867151,10.78933889867151,81000,
1999-02-12,11.01381015777588,11.178419245261804,10.894094866637248,11.118561599692487,106974,
1999-02-16,11.17841339111328,11.253235971060557,11.103590811166004,11.126038259754202,463102,
1999-02-17,11.223308563232422,11.447775229206792,11.118558276960584,11.223308563232422,501140,
1999-02-18,11.335548400878906,11.40288742406643,11.193385617354338,11.283172105945232,69428,
1999-02-19,11.372954368591309,11.582456076745544,11.3505069137481,11.417847029597048,76322,
1999-02-22,11.70216941833496,11.784473366233756,11.462738934018349,11.462738934018349,89617,
1999-02-23,11.851818084716797,11.896711884431443,11.68721010922472,11.784479071655872,121623,
1999-02-24,11.462750434875488,11.91168304339417,11.41785661185298,11.896718060939572,251986,
1999-02-25,11.387916564941406,11.447774187173998,11.148486076011034,11.298130131592515,173448,
1999-02-26,11.59742259979248,11.62735142215274,11.335545685225362,11.387920843270669,116822,
1999-03-01,11.642314910888672,11.724620013087884,11.50763577660548,11.552529570926918,211486,
1999-03-02,11.672242164611816,11.83685008236443,11.597419566113135,11.732098669334338,91463,
1999-03-03,11.56000804901123,11.747063417392503,11.500150421076444,11.732098448238666,57365,
1999-03-04,11.821882247924805,11.851811055203044,11.59741675550802,11.59741675550802,50348,
1999-03-05,12.121176719665527,12.270819696834923,11.956567645834356,12.270819696834923,498432,
1999-03-08,12.038870811462402,12.151103588484986,11.979012056131303,12.121174772989608,133564,
1999-03-09,12.136138916015623,12.248372820129326,11.971530988926784,12.061316313273158,105374,
1999-03-10,12.360603332519531,12.368085816289293,12.151101657347343,12.248370573333755,91217,
1999-03-11,12.42046356201172,12.55514267644616,12.300748293918708,12.390534744988466,210993,
1999-03-12,12.442911148071287,12.540180094287702,12.345642201854876,12.465357482016458,183911,
1999-03-15,12.480328559875488,12.540186229240051,12.375577076316974,12.450399725193208,82969,
