Date,Close,High,Low,Open,Volume
2007-01-11,68.18626403808594,68.24085797399256,68.18626403808594,68.24085797399256,1100
2007-01-12,68.1930923461914,68.1930923461914,68.13849840807157,68.15896983327538,1500
2007-01-16,68.12484741210938,68.12484741210938,68.12484741210938,68.12484741210938,600
2007-01-17,68.1180191040039,68.19991000171177,68.11119356093727,68.19991000171177,700
2007-01-18,68.17943572998047,68.17943572998047,68.1316621368742,68.1316621368742,6200
2007-01-19,68.10436248779297,68.14530532701043,68.09071140381175,68.14530532701043,2000
2007-01-22,68.1385269165039,68.17264944369643,68.1385269165039,68.17264944369643,1200
2007-01-23,68.04295349121094,68.07025045700999,68.04295349121094,68.07025045700999,1200
2007-01-24,68.07030487060547,68.07030487060547,68.07030487060547,68.07030487060547,1300
2007-01-25,67.93377685546875,68.00884221647836,67.93377685546875,68.00884221647836,2100
2007-01-26,67.94060516357422,67.94060516357422,67.8860164270973,67.92013373659975,1200
2007-01-29,67.92013549804688,67.97472944230458,67.8996640705415,67.9679038976811,3100
2007-01-30,67.95428466796875,67.97475610350347,67.95428466796875,67.97475610350347,400
2007-01-31,68.13167572021484,68.13167572021484,68.01566750162061,68.01566750162061,3600
2007-02-01,68.08857727050781,68.23223786595862,68.0817347985501,68.23223786595862,1600
2007-02-02,68.12279510498047,68.1775244506799,68.10227290516261,68.10227290516261,6800
2007-02-05,68.21173095703125,68.21173095703125,68.21173095703125,68.21173095703125,7100
2007-02-06,68.3280029296875,68.3280029296875,68.18434235245829,68.18434235245829,6600
2007-02-07,68.4032974243164,68.4032974243164,68.36909548593424,68.37593274204298,2200
2007-02-08,68.43065643310547,68.43065643310547,68.37592707309616,68.389612022738,7500
2007-02-09,68.2801513671875,68.2801513671875,68.2801513671875,68.2801513671875,2000
2007-02-12,68.22534942626953,68.3142806178905,68.21166449262141,68.27323625549205,5000
2007-02-13,68.19805145263672,68.27330300345282,68.19805145263672,68.27330300345282,1900
2007-02-14,68.49219512939453,68.49903238162835,68.33484960031593,68.33484960031593,16600
2007-02-15,68.59483337402344,68.61536079671465,68.56063144142857,68.5743111706108,9900
2007-02-16,68.60165405273438,68.60849652479085,68.58797432789835,68.60849652479085,16300
2007-02-20,68.59483337402344,68.62904052589688,68.5743111706108,68.5743111706108,5400
2007-02-21,68.65644073486328,68.65644073486328,68.61539630679655,68.61539630679655,1900
2007-02-22,68.55379486083984,68.55379486083984,68.55379486083984,68.55379486083984,200
2007-02-23,68.69747924804688,68.7316864146781,68.56750349726612,68.56750349726612,13300
2007-02-26,68.81375885009766,68.83428627674863,68.77955691090521,68.78639938645554,1400
2007-02-27,69.23104858398438,69.27893546559879,68.97793444657047,68.97793444657047,12300
2007-02-28,69.10785675048828,69.23099509654351,69.07365484391853,69.23099509654351,126000
2007-03-01,69.12098693847656,69.30635080798646,69.12098693847656,69.21710231346616,48700
2007-03-02,69.31315612792969,69.31315612792969,69.23076934915545,69.28569386833827,13600
2007-03-05,69.33378601074219,69.41617283050867,69.31319061527383,69.40930595272154,8500
2007-03-06,69.26513671875,69.34752354300329,69.20335052898002,69.2376744439989,10200
2007-03-07,69.36126708984375,69.36126708984375,69.27201860598532,69.27201860598532,4600
2007-03-08,69.37495422363281,69.37495422363281,69.32002969914386,69.32689657417771,3500
2007-03-09,69.1278305053711,69.1552927800914,69.0797728340839,69.0797728340839,8400
2007-03-12,69.25138854980469,69.2719839405506,69.18273026346249,69.18273026346249,8300
2007-03-13,69.46421813964844,69.52600431506006,69.3749696958676,69.4024267263447,25200
2007-03-14,69.45044708251953,69.54656234399026,69.43671333780148,69.47790409617781,5000
2007-03-15,69.38185119628906,69.42990887021948,69.37498955565158,69.42990887021948,20500
2007-03-16,69.39551544189453,69.40924394731167,69.34059094444929,69.34059094444929,9500
2007-03-19,69.2788314819336,69.32002225192961,69.26509773334132,69.27196460763746,2000
2007-03-20,69.38870239257812,69.41616466260224,69.38183551559898,69.40929778562311,10100
2007-03-21,69.5260009765625,69.58779238689914,69.3337703451007,69.38869487920175,28000
2007-03-22,69.39551544189453,69.47789695017403,69.37492006482466,69.47789695017403,4300
2007-03-23,69.32689666748047,69.46420274099671,69.32689666748047,69.46420274099671,17400
2007-03-26,69.41617584228516,69.51229118390305,69.3131936225822,69.3131936225822,8200
2007-03-27,69.40239715576172,69.40926402940124,69.3612063897043,69.381801772733,31500
2007-03-28,69.42301177978516,69.54658934077375,69.42301177978516,69.49853169138323,2100
2007-03-29,69.34745025634766,69.3886410059971,69.3405833854435,69.3405833854435,7100
2007-03-30,69.34062194824219,69.44360411752564,69.23077290423565,69.37495108396692,27600
2007-04-02,69.34336853027344,69.40538341809629,69.27446718800896,69.40538341809629,25100
2007-04-03,69.28142547607422,69.35721860245008,69.25386386131568,69.25386386131568,8200
2007-04-04,69.44673919677734,69.47430079141,69.30893122361401,69.43984748391,19400
2007-04-05,69.32959747314453,69.41227698960513,69.28136600293051,69.41227698960513,3300
