Date,Close,High,Low,Open,Volume
2005-01-03,53.778533935546875,53.78870410436717,53.63109751791591,53.63618260232606,110100
2005-01-04,53.40736770629883,54.09370623857669,53.40736770629883,53.76324579598949,136400
2005-01-05,53.34638214111328,53.4582306987899,53.2294485002381,53.3819699659393,221400
2005-01-06,53.43284225463867,53.514188121068536,53.356581474556776,53.382003027512205,204800
2005-01-07,53.29555892944336,53.559925153325736,53.254886009220485,53.51925223310286,219600
2005-01-10,53.33115768432617,53.376911819857554,53.28031846302999,53.3718306128767,132200
2005-01-11,53.381980895996094,53.45824164446122,53.33114168994694,53.34639306388341,121700
2005-01-12,53.570091247558594,53.58534262178617,53.356560372023914,53.36164545636073,482700
2005-01-13,53.707374572753906,53.73279612373889,53.55993811036602,53.575189489443375,169500
2005-01-14,53.71247482299805,53.829404681459174,53.55995323159592,53.55995323159592,206700
2005-01-18,53.71247482299805,53.71247482299805,53.534535552219026,53.57012340637483,166300
2005-01-19,53.6616096496582,53.671775940738335,53.544675968928416,53.661609649658196,152400
2005-01-20,53.6870002746582,53.71750689009909,53.5599003668684,53.564985449238776,156600
2005-01-21,53.763267517089844,53.788689053244234,53.58532840035466,53.590413483341905,168400
2005-01-24,53.85482406616211,53.86499036174554,53.71755774246811,53.77856327353876,139800
2005-01-25,53.50906753540039,53.814106574572676,53.432806805911866,53.763267381174266,207400
2005-01-26,53.5751838684082,53.626026965043785,53.509093273079124,53.539596028033515,122100
2005-01-27,53.5599250793457,53.6107642901625,53.468412948362214,53.50908586852891,106400
2005-01-28,53.76836013793945,53.788696593957596,53.61075357349449,53.68701431386691,175800
2005-01-31,53.79886245727539,53.80394754093532,53.63617468919878,53.67176251725359,166400
2005-02-01,53.708213806152344,53.79986620061464,53.64711091493472,53.76931281264169,228600
2005-02-02,53.61656951904297,53.70312904781037,53.48418184375061,53.626751393421365,154400
2005-02-03,53.52495193481445,53.560594345421606,53.46384899460303,53.46894187747017,149800
2005-02-04,53.87115478515625,54.02390619694085,53.794777136899675,53.810051889605276,130900
2005-02-07,54.04936599731445,54.07482262324624,53.85078644529533,53.87115407687787,133700
2005-02-08,54.31413650512695,54.31413650512695,54.049365068560654,54.049365068560654,111000
2005-02-09,54.60947799682617,54.64512039117851,54.298878324014574,54.298878324014574,113100
2005-02-10,54.29378128051758,54.52291427069644,54.28869228509289,54.456718482882195,108000
2005-02-11,54.31924819946289,54.41090062939214,54.26833104610882,54.2886986843964,135000
2005-02-14,54.52293395996094,54.54330160320282,54.40582098250278,54.426188625744665,138000
2005-02-15,54.23777770996094,54.40580781248338,54.19195343730743,54.354890659069554,139000
2005-02-16,54.09521484375,54.20723492600832,53.99338052427714,54.20214204461559,142200
2005-02-17,54.029022216796875,54.10030701644012,53.94755165450161,53.967919295075426,202200
2005-02-18,53.973018646240234,53.988293407319055,53.81008138684836,53.81008138684836,172300
2005-02-22,53.820255279541016,53.91190771714421,53.77952388428525,53.88645108070062,168000
2005-02-23,53.937408447265625,53.94759033248737,53.835574056116116,53.89667313691262,150200
2005-02-24,53.820255279541016,54.07484495235764,53.789705761916665,54.04429543473328,145200
2005-02-25,53.794822692871094,53.82537222415307,53.728626862117665,53.78463692595586,122900
2005-02-28,53.51478958129883,53.810114761092265,53.41295518779294,53.7744723348919,189300
2005-03-01,53.54020309448242,53.61658076489132,53.474007300587516,53.474007300587516,100100
2005-03-02,53.6013069152832,53.68277747359787,53.55548263977873,53.58094316043457,161600
2005-03-03,53.67767333984375,53.7947862716877,53.642030949235455,53.667491464553905,181200
2005-03-04,53.89664077758789,53.94246894540323,53.64714394975535,53.70315399667928,175000
2005-03-07,54.04936599731445,54.07482262324624,53.92207121346996,53.9424388450525,226300
2005-03-08,53.906776428222656,53.94750779152271,53.825305932168426,53.85585542582523,120100
2005-03-09,53.54530334472656,53.652230544123896,53.48929330436649,53.652230544123896,196300
2005-03-10,53.438350677490234,53.56564546603569,53.23468212360043,53.509635448297395,252800
2005-03-11,53.2092170715332,53.31105133978834,53.17866756800232,53.25504132682951,132100
2005-03-14,53.31107711791992,53.32126288050767,53.15832564167548,53.15832564167548,111600
2005-03-15,53.23979949951172,53.412922524281846,53.19906809785763,53.382369117127865,136400
2005-03-16,53.438350677490234,53.51982120682908,53.285599262072886,53.3059668944076,190300
2005-03-17,53.626739501953125,53.784583770554704,53.596190000863274,53.698024260981455,383800
2005-03-18,53.54530334472656,53.636951900155516,53.514749941520016,53.591127622441036,104000
2005-03-21,53.44853973388672,53.5401921426837,53.42817210029529,53.53509926310362,122000
2005-03-22,53.09213638305664,53.59622680556781,53.0819545039441,53.55549151965628,169900
2005-03-23,52.9291877746582,53.00556544818217,52.776436312340124,52.82735346644615,287900
2005-03-24,53.10737228393555,53.12773602577033,52.990259402384,53.071729908633344,171500
2005-03-28,52.88337326049805,52.94447618753914,52.87318749695925,52.89864802107568,149300
2005-03-29,53.025962829589844,53.06669812961545,52.857932630533185,52.94449611427063,109600
2005-03-30,53.23979949951172,53.239799499511726,53.03103795506829,53.06668035947233,160000
2005-03-31,53.63186264038086,53.642044518246266,53.361998202550396,53.387454839579,222700
2005-04-01,53.701805114746094,53.880521004970944,53.466920816777105,53.849885108279324,234600
2005-04-04,53.757991790771484,53.844796124705475,53.69671997656657,53.717141317491176,408800
2005-04-05,53.615013122558594,53.717135398791704,53.517994233136555,53.66607426067515,102400
2005-04-06,53.645652770996094,53.73246099714048,53.62012414801336,53.68139595974423,186200
2005-04-07,53.43629455566406,53.74777254724174,53.359700904409486,53.63543571149701,127300
2005-04-08,53.48733901977539,53.4873390197754,53.206497017949324,53.33925904569562,266000
2005-04-11,53.63030242919922,53.69157809963936,53.4617972572736,53.48732976055192,93100
2005-04-12,53.92136764526367,53.92136764526367,53.51287476735563,53.53840338088579,142500
2005-04-13,53.87031173706055,53.997966504209984,53.79371809762802,53.972433992494366,150700
2005-04-14,53.97242736816406,53.97242736816406,53.65584607774639,53.84477261668239,148900
2005-04-15,54.27882766723633,54.278827667236335,53.9979855223092,54.12564033441868,165800
2005-04-18,54.27882766723633,54.42690382105351,54.22776262581998,54.39116062949149,144200
2005-04-19,54.58518600463867,54.58518600463867,54.38093757264072,54.40647008753352,132800
2005-04-20,54.67710494995117,54.68731561985118,54.380944878551695,54.40137011406704,161100
2005-04-21,54.2584228515625,54.52905053177876,54.25842285156251,54.47798936685974,122000
2005-04-22,54.61583709716797,54.61583709716797,54.442228413895606,54.54435071044219,99400
2005-04-25,54.53413009643555,54.63625237436324,54.49838690958934,54.61582713963466,129300
2005-04-26,54.355430603027344,54.55967913101544,54.25330828689162,54.549468457688526,73100
2005-04-27,54.355430603027344,54.47287477272841,54.2430976135647,54.42691700346568,86400
2005-04-28,54.77408981323242,54.774089813232415,54.360489734819616,54.40134018337508,142500
2005-04-29,54.58518600463867,54.866024189885394,54.53412487056789,54.73326602044432,80900
2005-05-02,54.61543273925781,54.6974512533201,54.44626442075847,54.61543273925782,113300
2005-05-03,54.59490203857422,54.641036698207735,54.44111201771046,54.59490203857422,87900
2005-05-04,54.46677017211914,54.53341045941253,54.287351005525764,54.3386130658318,125200
2005-05-05,54.523136138916016,54.55389257964973,54.37447349029839,54.45136850317549,106500
2005-05-06,54.333473205566406,54.36423356351968,54.22069435217282,54.241199953793796,102000
2005-05-09,54.359127044677734,54.35912704467774,54.23609729878504,54.28735936698657,113900
2005-05-10,54.543663024902344,54.54366302490234,54.38987293912362,54.41550592376819,126200
2005-05-11,54.60004425048828,54.74870693477048,54.56416042400939,54.625673320233915,104700
2005-05-12,54.589805603027344,54.594932982907046,54.338618743550676,54.50265970029695,145700
2005-05-13,54.60515213012695,54.74356392920838,54.44111126861602,54.692301893306706,141300
2005-05-16,54.58464813232422,54.67692135745548,54.56414253662367,54.651288385069165,112900
2005-05-17,54.70256042480469,54.85122308754471,54.66667660352559,54.707687802428325,132100
2005-05-18,54.620574951171875,54.90251831418991,54.620574951171875,54.866634471222326,97700
2005-05-19,54.56416320800781,54.64618171083988,54.492395551388256,54.51802462244155,141500
2005-05-20,54.76410675048828,54.764106750488274,54.584687547354804,54.65645522860819,80700
2005-05-23,54.830780029296875,54.95380985529244,54.8000235505599,54.8000235505599,185900
2005-05-24,54.9998779296875,55.08189640478733,54.87684826151644,55.03063436896961,114700
2005-05-25,54.799983978271484,55.071676440380024,54.79998397827149,55.02553784454461,93900
2005-05-26,54.620574951171875,54.79999416600982,54.594941958604075,54.7436047111971,86700
2005-05-27,54.75896072387695,54.82560100205017,54.594919806721045,54.62055278888827,75800
2005-05-31,54.9998779296875,55.056267342399785,54.87684826151644,54.88709910426294,119600
2005-06-01,55.53715515136719,55.53715515136719,55.16594442865808,55.16594442865808,141500
2005-06-02,55.37214279174805,55.47009828253888,55.32058664920314,55.39791889627972,118300
