Date,Open,High,Low,Close,Volume
2010-03-11,0.5844891342001619,0.6008639335632324,0.5844891342001619,0.6008639335632324,3702000
2010-03-12,0.6013188564228288,0.605260596650071,0.586005687713623,0.586005687713623,4548000
2010-03-15,0.5741794984769459,0.5803955684467406,0.5587143952895922,0.5675076842308044,534000
2010-03-16,0.5746343380448905,0.6142067655379284,0.57372458468685,0.613599956035614,1260000
2010-03-17,0.6367975609351803,0.6431655631137971,0.6242135436191556,0.6357359290122986,2610000
2010-03-18,0.6357360170739581,0.6375554697583022,0.6114776781863251,0.6202709674835205,1584000
2010-03-19,0.6125384009898717,0.6128422666746145,0.5819120584153142,0.5920699238777161,1596000
2010-03-22,0.5803955234473258,0.6371005178435181,0.5770596165828957,0.6348262429237366,3804000
2010-03-23,0.6437722783090283,0.6781893973330133,0.643468466914487,0.6757631897926331,6114000
2010-03-24,0.669244092392806,0.669244092392806,0.634978042941388,0.6383139491081238,2034000
2010-03-25,0.6659081992925683,0.6754601738345105,0.6345231788140302,0.635129988193512,2034000
2010-03-26,0.6521106881415774,0.6554465947245647,0.6126901973061394,0.6251232028007507,2322000
2010-03-29,0.6452878570327303,0.649230518793711,0.6374043228693085,0.6419528722763062,1380000
2010-03-30,0.6519599548217229,0.6610570576081958,0.63513032551135,0.6542342305183411,1920000
2010-03-31,0.6592374325814359,0.6640889262656106,0.6405883565777337,0.6440752744674683,1080000
2010-04-01,0.6621174804078263,0.6888029434837623,0.6354329391226549,0.6461975574493408,1644000
2010-04-05,0.6707598211821064,0.7035094235026118,0.6278524089985102,0.7009322047233582,1500000
2010-04-06,0.6875894277423402,0.7001743658400689,0.6797058393999951,0.6903185248374939,1998000
2010-04-07,0.6939574942561232,0.7115458613805793,0.6748535401972752,0.6971414685249329,3414000
2010-04-08,0.6845573248690909,0.6845573248690909,0.6501402610747893,0.6724281311035156,4470000
2010-04-09,0.6801607160273468,0.6906223904495667,0.6646956155961999,0.6903185248374939,1254000
2010-04-12,0.7007803312095879,0.7254944678633444,0.6924419188928377,0.7076031565666199,2400000
2010-04-13,0.7115458715368059,0.7247366455057219,0.702448771082934,0.7212488055229187,2904000
2010-04-14,0.7659765753464384,0.816617436046656,0.7659765753464384,0.8140393495559692,6504000
2010-04-15,0.8285945720265769,0.8398149345330709,0.8117648958346132,0.8210139274597168,12666000
2010-04-16,0.811158762233399,0.811158762233399,0.7536950522249829,0.7906902432441711,4452000
2010-04-19,0.7641570627689107,0.7873546881791615,0.7203390306688241,0.764005184173584,5712000
2010-04-20,0.7862930804323871,0.8066105981241305,0.7808348314100843,0.8010004162788391,2922000
2010-04-21,0.8066105938849298,0.8243499166699318,0.7405046337946509,0.7759833335876465,5772000
