Date,Close,High,Low,Open,Volume,Adj Close
2005-01-03,44.39646911621094,44.44649818173785,44.10629900936558,44.11630329568175,1168000,
2005-01-04,43.931190490722656,44.40147209262803,43.931190490722656,44.386463755030704,1935400,
2005-01-05,44.16633605957031,44.301418746474766,43.99623645914052,44.021249085511954,1094100,
2005-01-06,44.19637298583984,44.29643498808736,44.13633960146643,44.17136034800929,1057400,
2005-01-07,44.29642105102539,44.46152044005696,44.20136313304226,44.40648731037977,738700,
2005-01-10,44.36646270751953,44.38647510175615,44.261400500507726,44.34645031328291,379400,
2005-01-11,44.626590728759766,44.66661549438953,44.39645405184624,44.47650358310577,844100,
2005-01-12,44.6866455078125,44.74668267994413,44.42649206252193,44.46151279202207,722000,
2005-01-13,45.11689376831055,45.11689376831055,44.89176109542075,44.90176538038301,1876700,
2005-01-14,45.111907958984375,45.22697827592955,44.93180022105441,44.97682906402393,1043800,
2005-01-18,45.26199722290039,45.27200151151238,44.89177747267423,44.926798208277056,1251600,
2005-01-19,45.392127990722656,45.44715736672787,45.16198710171259,45.42714876653231,655800,
2005-01-20,45.48210906982422,45.53713835763942,45.20193949536884,45.23696021505424,1064200,
2005-01-21,45.53216171264648,45.55217410811614,45.28701273087375,45.32703752181307,606300,
2005-01-24,45.727272033691406,45.77730110757271,45.52715192119253,45.5721769425936,561400,
2005-01-25,45.2970085144043,45.72726535751868,45.28200017612848,45.707252967493226,1942200,
2005-01-26,45.38206481933594,45.48712701931088,45.34204003354349,45.4521062859859,709800,
2005-01-27,45.2970085144043,45.37705425753298,45.19694656427705,45.287000410905016,463900,
2005-01-28,45.75231552124024,45.82736109116588,45.6122324930997,45.63724895540032,1128000,
2005-01-31,45.88236618041992,45.90237857462012,45.67224176677878,45.69225416097897,1313900,
2005-02-01,45.80953598022461,45.95014784147186,45.72416504037962,45.92001782302913,948200,
2005-02-02,45.915016174316406,45.93008119052584,45.74427038403836,45.7995113310647,760300,
2005-02-03,45.889923095703125,45.92005697122174,45.72922314136402,45.72922314136402,505800,
