,conservative,recommended,turbo_rv
2010-07-26,-0.0023495719166149545,-0.0013925717277214246,
2010-07-27,-0.0034027184860054723,-0.0017013592430027362,
2010-07-28,-0.0011931923235030833,-0.0004876558257348254,
2010-07-29,0.00034493984920577997,6.35533194092581e-05,
2010-07-30,0.006460249860390987,0.00333906526621221,
2010-08-02,-0.0011667043871219566,-0.0006922687987546102,
2010-08-03,0.001040030729038072,0.000520015364519036,
2010-08-04,0.0008996501430242285,0.00044982507151211426,
2010-08-05,0.00038631354714968726,0.00019315677357484363,
2010-08-06,0.004511632177502043,0.0022558160887510216,
2010-08-09,-0.000418327128058681,-0.0002091635640293405,
2010-08-10,0.00034881914809207105,0.0002833499100627518,
2010-08-11,0.004953273721922354,0.0025855534661548087,
2010-08-12,0.0033858229163460534,0.0016929114581730267,
2010-08-13,0.0014316560996475488,0.0007158280498237744,
2010-08-16,0.007902848644780748,0.0038425314376834283,
2010-08-17,-0.0005240033964666737,-0.00015308509303970497,
2010-08-18,0.0002723078004939441,2.726101554002613e-05,
2010-08-19,0.0017113148926312164,0.0008556574463156082,
2010-08-20,0.000270323182270074,0.00024407819632866887,
2010-08-23,-0.0010627655390087073,-0.0006402756542112995,
2010-08-24,0.0033418072747590046,0.0016709036373795023,
2010-08-25,0.00403082652425392,0.0032286609719428113,
2010-08-26,-0.0011180340931039442,-0.0011251592128403687,
2010-08-27,-0.006592114969764373,-0.006405711137438893,
2010-08-30,0.002023148472141456,0.0015177607035373752,
2010-08-31,0.005301131869391659,0.004767765880762114,
2010-09-01,-0.004509035442417311,-0.003578745481847715,
2010-09-02,-0.002224258208739648,-0.001451345629241881,
2010-09-03,-0.003705652803831558,-0.002199528962805119,
2010-09-06,-2.24609375e-05,-3.369140625e-05,
2010-09-07,0.0063683099999042045,0.005178572722419743,
2010-09-08,-0.001889348200320472,-0.0018290638546098108,
2010-09-09,-0.007221140186983915,-0.00702367572174731,
2010-09-10,-0.0019340386681293608,-0.0017111143824537476,
2010-09-13,0.004412694784863618,0.0029123195843683337,
2010-09-14,0.004746045397618384,0.0028813829152562307,
2010-09-15,0.0009418915589186573,0.0006640633571071406,
2010-09-16,-0.0034528547179096553,-0.003299350607247153,
2010-09-17,0.001327863997716085,0.0012528997028389349,
2010-09-20,0.008673109219352836,0.008534756567123103,
2010-09-21,0.0009953767228433222,0.0006565753951653574,
2010-09-22,0.009218608035111903,0.008441939038622804,
2010-09-23,0.0007384292969893299,0.0006770309286863096,
2010-09-24,0.0033201640926353976,0.0032501917204838084,
2010-09-27,0.0020244961853155908,0.0019991347530626978,
2010-09-28,0.004581714084166944,0.00455760088921155,
2010-09-29,0.008207843333774967,0.00818878038096753,
2010-09-30,-0.0030584544065234247,-0.0030563280047811157,
2010-10-01,0.0022807784220313264,0.0022790856340259365,
2010-10-04,-0.003914447793354855,-0.003913640126299553,
2010-10-05,0.013771878660383392,0.013769946595989107,
2010-10-06,0.006511792381154835,0.006511308334422303,
2010-10-07,0.0012009567838140182,0.0012008858754848403,
2010-10-08,0.0007413426772540555,0.0007413146276978843,
2010-10-11,0.00040948156567182574,0.0004094702138867808,
2010-10-12,0.0024491642713999773,0.002449150381946931,
2010-10-13,0.004618330584691766,0.004618319272498656,
2010-10-14,0.0044719069391266865,0.004471901649746142,
2010-10-15,-0.0037390037713315198,-0.0037390025022526387,
2010-10-18,0.004118899042753407,0.004118897809255152,
2010-10-19,-0.019402543977261447,-0.01940254168889575,
2010-10-20,0.009980782987980583,0.009980782297071094,
2010-10-21,0.0013654053886072686,0.0009711711087716607,
2010-10-22,-0.0033686779636975146,-0.002392724446913521,
2010-10-25,0.008570817046404968,0.0074413627587292825,
2010-10-26,-0.005206651148755418,-0.0039050004291678515,
2010-10-27,-0.004361315398773004,-0.0028375921841353852,
2010-10-28,0.0012575201015925031,0.0005905415012683606,
2010-10-29,0.0019382657178710324,0.001123930383240489,
2010-11-01,0.007279796505978342,0.0059707798311992985,
2010-11-02,0.00221726575479664,0.0013347654949951682,
2010-11-03,0.002588102212817968,0.0016179780150339582,
2010-11-04,0.012449926982525944,0.010580366148554532,
2010-11-05,0.001198026532858751,0.0007527571648456309,
2010-11-08,0.0010350002730616767,0.0005837099253654062,
2010-11-09,0.0023725865310666545,0.0019115803085676306,
2010-11-10,-0.006487847416009356,-0.006157878641345905,
2010-11-11,0.0017950621885430792,0.0017096210736649528,
2010-11-12,-0.008825033666217853,-0.008711131975372979,
2010-11-15,-0.01078195177923696,-0.010715431110657533,
2010-11-16,-0.010269190617127118,-0.008659522206079021,
2010-11-17,-0.000237546090730557,-0.0002630982816455397,
2010-11-18,0.004339383332687091,0.0025008096275703495,
2010-11-19,0.001130043807338335,0.0006011457352051759,
2010-11-22,0.003469593253410685,0.0027838723235309717,
2010-11-23,-0.0006623593815975189,-0.0006848145832190366,
2010-11-24,0.004235630789148629,0.004079178464431918,
2010-11-25,-2.9349289834501248e-05,-4.4023934751751814e-05,
2010-11-26,-0.007343174862177573,-0.007295939784814386,
2010-11-29,0.004684733338926526,0.004663723824545311,
2010-11-30,0.0027117922032816534,0.0027049584785870926,
2010-12-01,0.004074650458402261,0.00406978749922797,
2010-12-02,0.0036326107618961227,0.003630484376712819,
2010-12-03,0.005678878375456073,0.005677396234153161,
2010-12-06,0.0015788019769237007,0.0015784812867347417,
2010-12-07,-0.0006248726877628965,-0.0006248941935882346,
2010-12-08,-0.011846889432828134,-0.01184657852779742,
2010-12-09,0.0022320124609761485,0.002231969264415594,
2010-12-10,-0.000812891744103711,-0.0008128930848198073,
2010-12-13,-0.0004996517818904778,-0.0004996535744893662,
2010-12-14,-0.0017604110246497798,-0.0017604096624913622,
2010-12-15,-0.00491862517078206,-0.004918621856048088,
2010-12-16,-0.004160435059779354,-0.004160433644425843,
2010-12-17,0.00688695004697605,0.006886948329727258,
2010-12-20,0.009048612819242902,0.009048611694213468,
2010-12-21,0.0012344055246093495,0.001234405399528816,
2010-12-22,0.0021454560742741077,0.002145455980138093,
2010-12-23,-0.004730214215857778,-0.0047302141636540555,
2010-12-24,-1.399483195996254e-11,-2.099224793994381e-11,
2010-12-27,-0.0016550480513456878,-0.001655048049053866,
2010-12-28,0.006466945345650747,0.006466945332969483,
2010-12-29,-0.004305497448386982,-0.004305497445686232,
2010-12-30,0.00417377260429865,0.004173772602131228,
2010-12-31,-0.005564629988412352,-0.005564629987461832,
2011-01-03,-0.0027564700840015076,-0.0027564700837856477,
2011-01-04,0.00047883206359337866,0.0004788320635125349,
2011-01-05,-0.00833314952414461,-0.008333149523944167,
2011-01-06,0.008253647737782465,0.008253647737655996,
2011-01-07,0.002901320692942761,0.0029013206929146135,
2011-01-10,8.695203203421774e-05,8.695203203124824e-05,
2011-01-11,0.01332211735153912,0.013322117351514656,
2011-01-12,-0.0031802719523895137,-0.003180271952387838,
2011-01-13,0.0020703405810056407,0.00207034058100433,
2011-01-14,-0.001621260983002585,-0.001621260983002452,
2011-01-17,-2.134958876354176e-16,-3.202993426043577e-16,
2011-01-18,-0.005826710954224021,-0.005826710954223764,
2011-01-19,0.0022473770415315374,0.0022473770415314563,
2011-01-20,-0.01760193190298381,-0.01760193190298359,
2011-01-21,-0.004783966549483448,-0.004783966549483425,
2011-01-24,-0.0051935058002775415,-0.005193505800277528,
2011-01-25,-0.0012041470743441882,-0.0012041470743441873,
2011-01-26,0.0031628516265943393,0.003162851626594336,
2011-01-27,0.0024895438389117316,0.0024895438389117308,
2011-01-28,0.004353810261698785,0.004353810261698784,
2011-01-31,-0.00027869468182614563,-0.0002786946818261457,
2011-02-01,0.008507799990253053,0.008507799990253053,
2011-02-02,0.008417340427315517,0.008417340427315515,
2011-02-03,-0.0008829469862591956,-0.0008829469862591957,
2011-02-04,0.006785174752722125,0.006785174752722125,
2011-02-07,0.002808626376140386,0.002808626376140386,
2011-02-08,-0.0006973160680574428,-0.0006973160680574428,
2011-02-09,0.006732039164855934,0.006732039164855934,
2011-02-10,-0.007919665193059443,-0.007919665193059443,
2011-02-11,0.00903134890368981,0.00903134890368981,
2011-02-14,0.0047774020740682386,0.0047774020740682386,
2011-02-15,0.003252771288783104,0.003252771288783104,
2011-02-16,0.0026883149686682812,0.0026883149686682812,
2011-02-17,0.006241658543347551,0.006241658543347551,
2011-02-18,0.0033556887085566256,0.0033556887085566256,
2011-02-21,0.0,0.0,
2011-02-22,0.009012153296202835,0.009012153296202835,
2011-02-23,-0.003686661963032444,-0.003686661963032444,
2011-02-24,0.0005839345916574916,0.0005839345916574916,
2011-02-25,0.006876584959441517,0.006876584959441517,
2011-02-28,0.008283167957736277,0.008283167957736277,
2011-03-01,0.0025306833569651555,0.0025306833569651555,
2011-03-02,-0.004087580247576445,-0.004087580247576445,
2011-03-03,0.0024583792673862526,0.0024583792673862526,
2011-03-04,0.004753675234643039,0.004753675234643039,
2011-03-07,0.0025196384218273316,0.0025196384218273316,
2011-03-08,-0.01259875354319506,-0.01259875354319506,
2011-03-09,-0.0003211601721470361,-0.0003211601721470361,
2011-03-10,-0.0057157345701126915,-0.0057157345701126915,
2011-03-11,-0.013170759614460167,-0.013170759614460167,
2011-03-14,0.009696156138016547,0.009696156138016547,
2011-03-15,-0.016220663465370523,-0.016220663465370523,
2011-03-16,-0.004380090085979354,-0.004380090085979354,
2011-03-17,0.015364057277483512,0.015364057277483512,
2011-03-18,0.004097974729707346,0.004097974729707346,
2011-03-21,0.01305397078221175,0.01305397078221175,
2011-03-22,0.0005274532402544898,0.0002002127794873005,
2011-03-23,0.007595699107214039,0.006997280114583554,
2011-03-24,0.003793708236691923,0.002745641417122419,
2011-03-25,-0.001711009169530504,-0.0012046112957437528,
2011-03-28,0.0020982898870164127,0.0017311728596028939,
2011-03-29,0.008068595317266778,0.00754371290801961,
2011-03-30,0.011324675823367904,0.008793315820017321,
2011-03-31,-0.001397605672141435,-0.0010867537502210012,
2011-04-01,0.0027607447204116994,0.0015851645107227178,
2011-04-04,0.0058340412902765475,0.003170077487746742,
2011-04-05,0.00199374959684415,0.0010331688572305798,
2011-04-06,0.008003589915040413,0.006552405971510494,
2011-04-07,-0.0004883526266202243,-0.00038127895521381937,
2011-04-08,-0.006765290272758031,-0.004291879521519839,
2011-04-11,-0.006654338955977815,-0.00375786203738884,
2011-04-12,-0.004133237115706107,-0.00210825117443025,
2011-04-13,0.001981967149842268,0.001014341881515805,
2011-04-14,0.0014130032830188507,0.0006065911185719732,
2011-04-15,0.006852079231681862,0.005593252688015503,
2011-04-18,0.013919603087871288,0.012848244074653023,
2011-04-19,0.0221949957545719,0.021428429207860353,
2011-04-20,0.009323618278213722,0.007349394333389654,
2011-04-21,0.006217910058769831,0.0041362096120069105,
2011-04-22,-5.475005507469177e-05,-8.212508261203766e-05,
2011-04-25,0.0032720587401072884,0.0017799216296093046,
2011-04-26,0.002669997240856861,0.0013928195063096203,
2011-04-27,0.0032469734399340508,0.002564746694404995,
2011-04-28,0.014614798966624739,0.013534214583735651,
2011-04-29,-0.0011521545878874244,-0.0010296477518733208,
2011-05-02,-0.005273862498114292,-0.003555589083568118,
2011-05-03,-0.013271862259729079,-0.007826217066364508,
2011-05-04,-0.005707907943892614,-0.002935952633314969,
2011-05-05,-0.004709898712479561,-0.002475323570062234,
2011-05-06,0.002001683837381518,0.001018392805534522,
2011-05-09,0.0034824047314187417,0.0017587331961927478,
2011-05-10,-0.003883685209996701,-0.0019547644213549716,
2011-05-11,-0.0008832130097989473,-0.0004436481668366157,
2011-05-12,-0.0043811518809622856,-0.002194180960881853,
2011-05-13,-0.005490847619692651,-0.002856681943332603,
2011-05-16,-0.0058350895118618185,-0.0029187151141262372,
2011-05-17,0.0016596225848944967,0.0008299192600739676,
2011-05-18,0.0036493552180044725,0.0017159871354008465,
2011-05-19,-0.002380939995579647,-0.0009724570276767808,
2011-05-20,-0.001456163625580875,-0.000837227603994564,
2011-05-23,-0.0021316296865258647,-0.0010658301208495314,
2011-05-24,0.008311051208425714,0.006761711612831825,
2011-05-25,0.005665007279359303,0.003871379276211023,
2011-05-26,0.008701345199753279,0.005270419638442544,
2011-05-27,0.0058733619136627216,0.0032598970380170824,
2011-05-30,-2.0026265144874824e-05,-2.5557840069802773e-05,
2011-05-31,-0.0017287547840386874,-0.000899496052666276,
2011-06-01,-0.012390475271834152,-0.010577026608210095,
2011-06-02,-0.006916883079553618,-0.0049755580941053855,
2011-06-03,0.000807792295626554,0.0004431491162089466,
2011-06-06,-0.004556858609475034,-0.0025856950249652537,
2011-06-07,-0.0009622492932346668,-0.00042430580128393247,
2011-06-08,-0.00117837345732039,-0.001146496432652615,
2011-06-09,-0.003635332132282336,-0.003471490055618842,
2011-06-10,-0.013326511637093464,-0.012936317928629322,
2011-06-13,0.0005757119299001553,0.0005489755722722607,
2011-06-14,0.0013220823890729998,0.0013065614411620326,
2011-06-15,-0.008031695552858679,-0.008005745001750211,
2011-06-16,0.01082060152265147,0.010798958563673711,
2011-06-17,-0.002110624828513359,-0.00210779086419882,
2011-06-20,0.009794520441036288,0.009799638445315484,
2011-06-21,0.003717175268695964,0.003736058753633354,
2011-06-22,-0.011721493907257576,-0.011730513961563271,
2011-06-23,-0.004269622179783225,-0.00429086876836176,
2011-06-24,-0.009098584028840437,-0.009104189439128026,
2011-06-27,0.007751318120074431,0.007746055825426652,
2011-06-28,0.009673692061049203,0.009680816075932023,
2011-06-29,0.0023290832266629926,0.002344201500982037,
2011-06-30,0.007439206108394857,0.007447916041375941,
2011-07-01,0.011273932311051896,0.011278801787280818,
2011-07-04,-8.13522610630904e-05,-8.135266278914161e-05,
2011-07-05,0.015774581781616236,0.01578949457878238,
2011-07-06,0.006268774503445125,0.006273514742199094,
2011-07-07,0.0047125740741874814,0.004712314778228634,
2011-07-08,-0.008813114204026584,-0.00880308867545965,
2011-07-11,-0.0025272408373747954,-0.0025273167575323827,
2011-07-12,0.0036815091052350237,0.003680311314468503,
2011-07-13,0.004936305176762728,0.004940643619324407,
2011-07-14,-0.004029180698084585,-0.004028786935271083,
2011-07-15,0.004574586975013225,0.004574812913443945,
2011-07-18,0.008865841619462689,0.008865993798572874,
2011-07-19,0.014895952230933861,0.014895837770912853,
2011-07-20,0.0045717152853769994,0.004571824211725817,
2011-07-21,-0.002547294138902114,-0.002547309816643775,
2011-07-22,0.005625443216205799,0.0056254578921086824,
2011-07-25,-0.0020911093953695217,-0.0020911091172937774,
2011-07-26,-0.010872185671245607,-0.010872180260764567,
2011-07-27,-0.016131050157993758,-0.01613105501255673,
2011-07-28,0.0003173622224330337,0.000317361959547832,
2011-07-29,0.019779318809926883,0.019779318736984686,
2011-08-01,0.005497638229626313,0.005497638310243722,
2011-08-02,0.010832054207036514,0.010832054271506015,
2011-08-03,-0.009270613015304041,-0.009270613046488227,
2011-08-04,0.001681022890891758,0.0016810226487719473,
2011-08-05,0.005319300862965635,0.005319300795348485,
2011-08-08,0.021828803492473223,0.021828803413690576,
2011-08-09,0.014319206384139754,0.014319206406244164,
2011-08-10,-0.009629901473399045,-0.009629901474813095,
2011-08-11,-0.0007869911161986507,-0.0007869911161334877,
2011-08-12,0.006177205578914007,0.006177205578908473,
2011-08-15,0.011422528042718675,0.01142252804320215,
2011-08-16,0.014337912834629362,0.014337912834587893,
2011-08-17,0.012685588968575925,0.01268558896867301,
2011-08-18,-0.007236825342594965,-0.007236825342645084,
2011-08-19,-0.005154971584017434,-0.005154971584016219,
2011-08-22,-0.00407610804998955,-0.004076108049978716,
2011-08-23,-0.014330957553304493,-0.01433095755331086,
2011-08-24,-0.0028388008504726383,-0.00283880085047589,
2011-08-25,0.0015716196890995862,0.0015716196890991022,
2011-08-26,0.011833661163161008,0.01183366116316127,
2011-08-29,0.010335105256833095,0.010335105256833134,
2011-08-30,0.002541321340575809,0.0025413213405759538,
2011-08-31,0.004912551989470044,0.0049125519894700894,
2011-09-01,0.010583984533814714,0.010583984533814745,
2011-09-02,-0.007801525647874909,-0.007801525647874894,
2011-09-05,-2.3314683517128286e-17,-2.3314683517128286e-17,
2011-09-06,-0.0019569575691711335,-0.001956957569171138,
2011-09-07,0.009777292203051987,0.009777292203051987,
2011-09-08,-0.001409737156564704,-0.0014097371565647034,
2011-09-09,-0.0063116413969047545,-0.0063116413969047545,
2011-09-12,-0.003403724237426044,-0.003403724237426044,
2011-09-13,-0.002711075064993043,-0.002711075064993043,
2011-09-14,-0.001436647267986855,-0.001436647267986855,
2011-09-15,0.01104738521171191,0.01104738521171191,
2011-09-16,0.005067583492595252,0.005067583492595252,
2011-09-19,0.000983964976146495,0.000983964976146495,
2011-09-20,0.01287650719782008,0.01287650719782008,
2011-09-21,-0.004031179037905298,-0.004031179037905298,
2011-09-22,-0.02056161108867606,-0.02056161108867606,
2011-09-23,-0.008976628676029698,-0.008976628676029698,
2011-09-26,0.0021800435307420996,0.0021800435307420996,
2011-09-27,-0.004141835779483672,-0.004141835779483672,
2011-09-28,-0.003742204621529005,-0.003742204621529005,
2011-09-29,0.010439250343552333,0.010439250343552333,
2011-09-30,0.011368702748504898,0.011368702748504898,
2011-10-03,-0.005514175603507962,-0.005514175603507962,
2011-10-04,-0.006068037190275723,-0.006068037190275723,
2011-10-05,-0.005030832755875674,-0.005030832755875674,
2011-10-06,-0.009883875477353078,-0.009883875477353078,
2011-10-07,-0.016204848415811837,-0.016204848415811837,
2011-10-10,0.018772892480486365,0.018772892480486365,
2011-10-11,-0.012830262829222581,-0.012830262829222581,
2011-10-12,0.007934537184652793,0.007934537184652793,
2011-10-13,-0.004690144860158079,-0.004690144860158079,
2011-10-14,0.009557704426219267,0.009557704426219267,
2011-10-17,-0.01575928557181225,-0.01575963559902285,
2011-10-18,0.009420393074685838,0.00942076812318077,
2011-10-19,-0.009361104188815993,-0.00936256854157265,
2011-10-20,0.002308174232431055,0.0023075166631590137,
2011-10-21,0.01242672472642446,0.012432517141824171,
2011-10-24,0.023385635102958036,0.02339685769173717,
2011-10-25,-0.008896886984931789,-0.008899214527478463,
2011-10-26,0.0020540479084774693,0.002062242131876667,
2011-10-27,0.023516428874977253,0.023541490203950414,
2011-10-28,0.008106206855331574,0.006793742744562091,
2011-10-31,-0.006671817314081365,-0.005352271908556297,
2011-11-01,-7.090322364916055e-05,-0.0002964841822446437,
2011-11-02,0.009839431277256918,0.009350098401823962,
2011-11-03,0.009610541013023537,0.009411381872839597,
2011-11-04,0.0008619585167915847,0.0008233822626134727,
2011-11-07,0.00773760509647163,0.007712667922642898,
2011-11-08,0.0007079944852368444,0.0006871512406585548,
2011-11-09,-0.01774791139763616,-0.017744290803495384,
2011-11-10,0.0014494346172214093,0.0014527398436479481,
2011-11-11,0.00917283877390575,0.009194484220138861,
2011-11-14,-0.00011760386601351832,-0.00012877958776581468,
2011-11-15,0.002214354898190292,0.002209756835153125,
2011-11-16,-0.0031128480175752434,-0.003119683627231746,
2011-11-17,-0.005170075405951864,-0.005180705659379974,
2011-11-18,-0.0024225957465159307,-0.0024241502241881927,
2011-11-21,-0.004259347655697453,-0.004272019829405352,
2011-11-22,0.0018434845813039371,0.0018429381028525153,
2011-11-23,-0.007000046286953095,-0.007002346002668273,
2011-11-24,-5.827760161207784e-07,-5.821212035206358e-07,
2011-11-25,-0.008401162406974083,-0.008401285281269407,
2011-11-28,0.012599486211669385,0.012599483935336647,
2011-11-29,-0.00797835921742185,-0.007978357655928237,
2011-11-30,0.0034339944241200088,0.0034355999453026973,
2011-12-01,0.0005552105016072941,0.0005550663621579941,
2011-12-02,0.004070013076095238,0.004069437103852937,
2011-12-05,0.004351190202167435,0.00435253815968762,
2011-12-06,-0.0005660279845746383,-0.0005645384112516079,
2011-12-07,0.00713993027234061,0.007139831831643698,
2011-12-08,-0.008476515992111163,-0.008484013816318345,
2011-12-09,0.004988370720413441,0.004991543757842196,
2011-12-12,-0.014823709068350822,-0.014831407627839894,
2011-12-13,0.0007437421884098268,0.0007338901386447429,
2011-12-14,-0.00284226636258234,-0.002854793077532892,
2011-12-15,0.005179839814994326,0.005180460602258241,
2011-12-16,0.0063631664175036445,0.006366066305002449,
2011-12-19,-0.006594881018644411,-0.0065947384053369655,
2011-12-20,0.006647858036995273,0.006648760340912267,
2011-12-21,-0.009132121105488286,-0.00913148825494616,
2011-12-22,-0.0023211369869840584,-0.0023210363576941784,
2011-12-23,0.0027142572191274196,0.002714627342306552,
2011-12-26,-4.683312920841157e-05,-4.683312920856076e-05,
2011-12-27,0.006553859435911979,0.00655371199624939,
2011-12-28,-0.0008249549936997355,-0.0008250704840030182,
2011-12-29,-0.002694464327153502,-0.0026945077699918616,
2011-12-30,0.009056678528044388,0.009056716475310544,
2012-01-02,-8.446014937257828e-08,-8.446014937746327e-08,
2012-01-03,0.0008978228744944385,0.0008978417886445346,
2012-01-04,-0.006629244338764981,-0.00662924119270736,
2012-01-05,0.002065735072209695,0.0020657381208816555,
2012-01-06,-0.0027934179142482664,-0.0027934189671327283,
2012-01-09,0.0073874814631019895,0.007387481224948475,
2012-01-10,0.009319076481848295,0.00931907704714539,
2012-01-11,0.017698557457656375,0.017698557627306686,
2012-01-12,0.004463201392258855,0.004463201420968788,
2012-01-13,0.006645917198486058,0.00664591719758857,
2012-01-16,-8.248061467153178e-11,-8.248061467153178e-11,
2012-01-17,0.0014372334841038239,0.0014372334891969195,
2012-01-18,0.004853267264928094,0.004853267269753281,
2012-01-19,-0.0166346141756963,-0.016634614176150725,
2012-01-20,-0.007939766819463286,-0.007939766816909647,
2012-01-23,-0.009067847000828773,-0.00906784699997869,
2012-01-24,0.012916779000087935,0.012916779000281538,
2012-01-25,0.012943564936649377,0.012943564937209894,
2012-01-26,0.011851619763957658,0.0118516197639921,
2012-01-27,0.013263679271239857,0.013263679271351142,
2012-01-30,0.008486605818065887,0.008486605818038645,
2012-01-31,0.0007355632264336472,0.0007355632264513874,
2012-02-01,0.0035712475320888682,0.0035712475320919972,
2012-02-02,-0.001951554670779737,-0.0019515546707766624,
2012-02-03,0.004930631273018775,0.004930631273017249,
2012-02-06,-0.0027538946485067568,-0.0027538946485073292,
2012-02-07,-0.0035109369820984383,-0.0035109369820974603,
2012-02-08,0.0011810261172906596,0.001181026117290669,
2012-02-09,0.0035770355701082077,0.003577035570108222,
2012-02-10,0.001671928105029704,0.0016719281050296198,
