Date,raw_ret,total_mult,idle,park_ret,tc_drag,net_ret
2010-03-11,0.0019601659754991275,1.0,0.0,-0.00021783321038726378,0.0,0.0019601659754991275
2010-03-12,0.0003952952126577255,0.5,0.5,0.0,0.0005,-0.00030235239367113723
2010-03-15,-0.0011215710447987637,0.35714285714285715,0.6428571428571428,0.0,0.00014285714285714284,-0.0005434182302852728
2010-03-16,0.008889048227765437,0.3,0.7,0.0,5.714285714285716e-05,0.0026095716111867737
2010-03-17,0.005466884438588033,0.27419354838709675,0.7258064516129032,0.0,2.5806451612903236e-05,0.0014731779912257508
2010-03-18,7.407496775513017e-05,0.2619047619047619,0.7380952380952381,0.0,1.2288786482334835e-05,7.111800310675449e-06
2010-03-19,-0.007615001571723281,0.2559055118110236,0.7440944881889764,0.0,5.9992500937383065e-06,-0.001954720124747334
2010-03-22,0.0013962291069307146,0.2529411764705882,0.7470588235294118,0.00021788067203343253,2.964335340435387e-06,0.0005129691761081921
2010-03-23,0.005010480951993112,0.25146771037182,0.7485322896281801,0.0,1.4734660987682502e-06,0.0012585007067605566
2010-03-24,-0.0037582886005657476,0.250733137829912,0.749266862170088,-0.00021783321038726378,7.345725419079518e-07,-0.0011062772722554486
2010-03-25,-0.003357132427304129,0.25036638983878845,0.7496336101612115,0.0004357613440670871,3.6674799112357273e-07,-0.0005142185245042749
2010-03-26,-3.222838436615437e-05,0.2501831501831502,0.7498168498168498,0.0,1.832396556382676e-07,-8.246238381676156e-06
2010-03-29,0.004300309105230992,0.2500915639116103,0.7499084360883896,-0.0004355715388278947,9.158627153987853e-08,0.0007487406716719765
2010-03-30,-0.0018961080502295272,0.25004577916132575,0.7499542208386742,0.0,4.578475028454987e-08,-0.0004741595995439889
2010-03-31,0.0020680920303621903,0.250022888882107,0.749977111117893,0.0004357613440670871,2.289027921875686e-08,0.0008438584875862824
2010-04-01,0.0024207737109586346,0.2500114442664225,0.7499885557335775,0.0,1.1444615684474969e-08,0.000605209687103271
2010-04-02,-0.0001679840779651036,0.2500057220895545,0.7499942779104455,0.0,5.722176868006024e-09,-4.200270288808175e-05
2010-04-05,0.004539092480969976,0.2500028610338632,0.7499971389661368,-0.0004355715388278947,2.86105569130557e-09,0.0008081058377481005
2010-04-06,0.005208159785689481,0.2500014305142031,0.7499985694857969,0.0,1.430519660117202e-09,0.0013020459662492555
2010-04-07,0.002837949879496763,0.2500007152564194,0.7499992847435806,0.0,7.152577836677665e-10,0.0007094887844782764
2010-04-08,0.0019636784720663747,0.2500003576280392,0.7499996423719608,0.0,3.576283802431135e-10,0.0004909199626546949
2010-04-09,0.005920795730177972,0.25000017881397696,0.749999821186023,0.0,1.7881406222386432e-10,0.001480199812451462
2010-04-12,0.00272949367464656,0.2500000894069778,0.7499999105930222,0.0,8.940699913750904e-11,0.0006823735732904212
2010-04-13,-0.002557694891829194,0.25000004470348625,0.7499999552965138,0.0,4.4703491575148745e-11,-0.0006394238819986685
2010-04-14,0.008008845515931066,0.25000002235174246,0.7499999776482575,0.0,2.235174378917293e-11,0.002002211535642675
2010-04-15,0.002305581448927524,0.25000001117587106,0.7499999888241289,0.0,1.1175871394986103e-11,0.0005763953768228907
2010-04-16,-0.006533511531550129,0.2500000055879355,0.7499999944120646,0.0,5.587935558715173e-12,-0.0016333779249843089
2010-04-19,-0.01053190251590196,0.2500000027939677,0.7499999972060323,0.00021788067203343253,2.7939677793575866e-12,-0.0024695651577789305
2010-04-20,0.00702134843165279,0.25000000139698386,0.7499999986030161,-0.00021783321038726378,1.3969838619232178e-12,0.0015919622088387858
2010-04-21,0.004183445693176575,0.25000000069849193,0.7499999993015081,0.0,6.984919309616089e-13,0.001045861425517755
2010-04-22,-0.004256933003774534,0.25000000034924597,0.749999999650754,0.0,3.4924596548080445e-13,-0.0010642332527795962
2010-04-23,0.007548534910288367,0.250000000174623,0.749999999825377,0.0,1.7462298274040223e-13,0.0018871337287156165
2010-04-26,0.004913055884162516,0.2500000000873115,0.7499999999126885,0.00021788067203343253,8.731149137020111e-14,0.001391674475388335
2010-04-27,-0.00679317095866061,0.25000000004365575,0.7499999999563443,-0.00021783321038726378,4.3655745685100556e-14,-0.0018616676477863075
2010-04-28,0.0017858962246644257,0.2500000000218279,0.7499999999781721,0.00021788067203343253,2.1827872842550278e-14,0.0006098845602035794
2010-04-29,0.0027855523929552263,0.25000000001091394,0.7499999999890861,0.0,1.0913936421275139e-14,0.000696388098258294
2010-04-30,0.008576429927001947,0.25000000000545697,0.749999999994543,-0.00021783321038726378,5.4569682106375695e-15,0.001980732574002572
2010-05-03,-0.0010858522978034405,0.2500000000027285,0.7499999999972715,0.00021788067203343253,2.7284841053187848e-15,-0.00010805257043207147
2010-05-04,-0.004036128886502176,0.25000000000136424,0.7499999999986358,-0.00021783321038726378,1.3642420526593924e-15,-0.0011724071294225652
2010-05-05,-0.01236386839201401,0.2500000000006821,0.7499999999993179,0.00021788067203343253,6.821210263296962e-16,-0.002927556593987693
2010-05-06,0.00019106811023270558,0.25000000000034106,0.7499999999996589,0.00021783321038726378,3.410605131648481e-16,0.00021114193534827404
2010-05-07,-0.0038289118708880725,0.25000000000017053,0.7499999999998295,0.0,1.7053025658242405e-16,-0.0009572279677228416
2010-05-10,0.00587215073600662,0.25000000000008527,0.7499999999999147,0.0,8.526512829121202e-17,0.0014680376840020704
2010-05-11,0.001843606030898231,0.25000000000004263,0.7499999999999574,0.0,4.263256414560601e-17,0.00046090150772459376
2010-05-12,6.228289070258384e-05,0.2500000000000213,0.7499999999999787,0.0,2.1316282072803006e-17,1.5570722675625974e-05
2010-05-13,0.0007435553748399861,0.25000000000001066,0.7499999999999893,-0.00021778576941389183,1.0658141036401503e-17,2.2549516649577243e-05
2010-05-14,0.0037326391604999166,0.25000000000000533,0.7499999999999947,0.00021783321038726378,5.3290705182007515e-18,0.0010965346979154402
