Date,raw_ret,total_mult,idle,tc_drag,net_ret
2011-01-28,0.0007937254519102903,1.0,0.0,0.0,0.0007937254519102903
2011-01-31,0.00047164363075103105,0.6666666666666666,0.33333333333333337,0.0003333333333333334,-1.8904246165979345e-05
2011-02-01,0.007207687848715029,0.5714285714285714,0.4285714285714286,9.523809523809524e-05,0.004023440675456206
2011-02-02,0.004405120047982611,0.5333333333333333,0.4666666666666667,3.809523809523807e-05,0.0023113021208288212
2011-02-03,-0.0006973195696914198,0.5161290322580645,0.4838709677419355,1.7204301075268825e-05,-0.00037711117575471126
2011-02-04,0.0036996203464933373,0.5079365079365079,0.4920634920634921,8.192524321556594e-06,0.0019781674853576814
2011-02-07,0.0032495815745889633,0.5039370078740157,0.49606299212598426,3.999500062492168e-06,0.001525549455060488
2011-02-08,0.0002359139378735378,0.5019607843137255,0.4980392156862745,1.976223560290258e-06,0.00011644332172525029
2011-02-09,0.0047925026700957815,0.5009784735812133,0.4990215264187867,9.823107325122039e-07,0.0025086618227181186
2011-02-10,-0.006886239222087007,0.5004887585532747,0.4995112414467253,4.897150279385976e-07,-0.003555761474440496
2011-02-11,0.01030574987706872,0.5002442598925256,0.49975574010747437,2.4449866074904845e-07,0.005155147721230979
2011-02-14,0.003886960773721248,0.5001221001221001,0.4998778998778999,1.2215977042551173e-07,0.0019438328254752682
2011-02-15,0.002236204227414607,0.5000610426077402,0.4999389573922598,6.105751435991902e-08,0.001227080868016842
2011-02-16,0.003767937188685385,0.5000305194408838,0.49996948055911616,3.052316685636658e-08,0.0018840530665121201
2011-02-17,0.01042569287989736,0.500015259254738,0.499984740745262,1.5260186145837906e-08,0.0052129902680660084
2011-02-18,0.006223136722792566,0.5000076295109483,0.49999237048905165,7.62974378964998e-09,0.0030027169880342194
2011-02-21,0.0,0.5000038147263697,0.4999961852736303,3.814784578670683e-09,-3.814784578670683e-09
2011-02-22,0.003010703358796138,0.5000019073559088,0.49999809264409123,1.907370460907387e-09,0.001505355514510449
2011-02-23,-0.004265062808291107,0.5000009536761354,0.4999990463238646,9.536797733744607e-10,-0.002023620027862645
2011-02-24,-0.0017184019935105339,0.500000476837613,0.49999952316238705,4.768385224451776e-10,-0.0008592022929924941
2011-02-25,0.013515109330549708,0.5000002384186928,0.4999997615813072,2.384189201620757e-10,0.006757557649110633
2011-02-28,0.01141376827153013,0.500000119209318,0.499999880790682,1.1920937481590954e-10,0.005597992518438367
2011-03-01,-0.00042289995974251334,0.5000000596046519,0.4999999403953481,5.96046660916727e-11,-0.00021145006468272764
2011-03-02,-0.0037100091545489004,0.5000000298023242,0.49999997019767584,2.980232771676583e-11,-0.0017460881189419774
2011-03-03,0.0032003141832946435,0.5000000149011616,0.49999998509883836,1.4901162526115285e-11,0.0014912642429728733
2011-03-04,0.0053057959691919145,0.5000000074505807,0.4999999925494193,7.450580929990735e-12,0.0027618146202472854
2011-03-07,0.00047722631963020585,0.5000000037252903,0.4999999962747097,3.725290409484216e-12,0.00012972027397198838
2011-03-08,-0.007526317856680973,0.5000000018626451,0.49999999813735485,1.862645149230957e-12,-0.003763158944221991
2011-03-09,0.0019809909905557834,0.5000000009313226,0.4999999990686774,9.313225746154785e-13,0.000990495496191511
2011-03-10,-0.009400687148882479,0.5000000004656613,0.4999999995343387,4.656612873077393e-13,-0.0047003435792844364
2011-03-11,-0.007898626208642937,0.5000000002328306,0.49999999976716936,2.3283064365386963e-13,-0.0038403965012504273
2011-03-14,0.004611999885442292,0.5000000001164153,0.4999999998835847,1.1641532182693482e-13,0.002305999943141638
2011-03-15,-0.018953188762270486,0.5000000000582077,0.49999999994179234,5.820766091346741e-14,-0.009367444916818478
2011-03-16,-0.005809377393276776,0.5000000000291038,0.49999999997089617,2.9103830456733704e-14,-0.002904688696836567
2011-03-17,0.013926663269437698,0.5000000000145519,0.4999999999854481,1.4551915228366852e-14,0.006963331634906957
2011-03-18,0.0065329342039949796,0.500000000007276,0.49999999999272404,7.275957614183426e-15,0.003266467102037747
2011-03-21,0.012406448265659464,0.500000000003638,0.499999999996362,3.637978807091713e-15,0.006203224132871228
2011-03-22,0.0003131146568345259,0.500000000001819,0.499999999998181,1.8189894035458565e-15,-6.14374337575162e-05
2011-03-23,0.0061203176347513705,0.5000000000009095,0.4999999999990905,9.094947017729283e-16,0.003169075422573776
2011-03-24,0.00394590994298495,0.5000000000004547,0.49999999999954525,4.547473508864641e-16,0.001864062086786968
2011-03-25,-0.0017753640000131323,0.5000000000002274,0.4999999999997726,2.2737367544323206e-16,-0.0008876820000071971
2011-03-28,0.0005301010933565051,0.5000000000001137,0.4999999999998863,1.1368683772161603e-16,0.00037396715187180626
