,PHXCORE,MOSAIC,CREDLO,MFUT
2011-01-28,0.6166214900444209,0.383378509955579,,
2011-01-31,0.6166214900444209,0.383378509955579,,
2011-02-01,0.6166214900444209,0.383378509955579,,
2011-02-02,0.6166214900444209,0.383378509955579,,
2011-02-03,0.6166214900444209,0.383378509955579,,
2011-02-04,0.6166214900444209,0.383378509955579,,
2011-02-07,0.6166214900444209,0.383378509955579,,
2011-02-08,0.6166214900444209,0.383378509955579,,
2011-02-09,0.6166214900444209,0.383378509955579,,
2011-02-10,0.6166214900444209,0.383378509955579,,
2011-02-11,0.6166214900444209,0.383378509955579,,
2011-02-14,0.6166214900444209,0.383378509955579,,
2011-02-15,0.6166214900444209,0.383378509955579,,
2011-02-16,0.6166214900444209,0.383378509955579,,
2011-02-17,0.6166214900444209,0.383378509955579,,
2011-02-18,0.6166214900444209,0.383378509955579,,
2011-02-21,0.6166214900444209,0.383378509955579,,
2011-02-22,0.6166214900444209,0.383378509955579,,
2011-02-23,0.6166214900444209,0.383378509955579,,
2011-02-24,0.6166214900444209,0.383378509955579,,
2011-02-25,0.6166214900444209,0.383378509955579,,
2011-02-28,0.6642032169066443,0.3357967830933558,,
2011-03-01,0.6642032169066443,0.3357967830933558,,
2011-03-02,0.6642032169066443,0.3357967830933558,,
2011-03-03,0.6642032169066443,0.3357967830933558,,
2011-03-04,0.6642032169066443,0.3357967830933558,,
2011-03-07,0.6642032169066443,0.3357967830933558,,
2011-03-08,0.6642032169066443,0.3357967830933558,,
2011-03-09,0.6642032169066443,0.3357967830933558,,
2011-03-10,0.6642032169066443,0.3357967830933558,,
2011-03-11,0.6642032169066443,0.3357967830933558,,
2011-03-14,0.6642032169066443,0.3357967830933558,,
2011-03-15,0.6642032169066443,0.3357967830933558,,
2011-03-16,0.6642032169066443,0.3357967830933558,,
2011-03-17,0.6642032169066443,0.3357967830933558,,
2011-03-18,0.6642032169066443,0.3357967830933558,,
2011-03-21,0.6642032169066443,0.3357967830933558,,
2011-03-22,0.6642032169066443,0.3357967830933558,,
2011-03-23,0.6642032169066443,0.3357967830933558,,
2011-03-24,0.6642032169066443,0.3357967830933558,,
2011-03-25,0.6642032169066443,0.3357967830933558,,
2011-03-28,0.6642032169066443,0.3357967830933558,,
2011-03-29,0.6577416411728005,0.34225835882719946,,
2011-03-30,0.6577416411728005,0.34225835882719946,,
2011-03-31,0.6577416411728005,0.34225835882719946,,
2011-04-01,0.6577416411728005,0.34225835882719946,,
2011-04-04,0.6577416411728005,0.34225835882719946,,
2011-04-05,0.6577416411728005,0.34225835882719946,,
2011-04-06,0.6577416411728005,0.34225835882719946,,
2011-04-07,0.6577416411728005,0.34225835882719946,,
2011-04-08,0.6577416411728005,0.34225835882719946,,
2011-04-11,0.6577416411728005,0.34225835882719946,,
2011-04-12,0.6577416411728005,0.34225835882719946,,
2011-04-13,0.6577416411728005,0.34225835882719946,,
2011-04-14,0.6577416411728005,0.34225835882719946,,
2011-04-15,0.6577416411728005,0.34225835882719946,,
2011-04-18,0.6577416411728005,0.34225835882719946,,
2011-04-19,0.6577416411728005,0.34225835882719946,,
2011-04-20,0.6577416411728005,0.34225835882719946,,
2011-04-21,0.6577416411728005,0.34225835882719946,,
2011-04-22,0.6577416411728005,0.34225835882719946,,
2011-04-25,0.6577416411728005,0.34225835882719946,,
2011-04-26,0.6577416411728005,0.34225835882719946,,
2011-04-27,0.5586110649942999,0.44138893500570003,,
2011-04-28,0.5586110649942999,0.44138893500570003,,
2011-04-29,0.5586110649942999,0.44138893500570003,,
2011-05-02,0.5586110649942999,0.44138893500570003,,
2011-05-03,0.5586110649942999,0.44138893500570003,,
2011-05-04,0.5586110649942999,0.44138893500570003,,
2011-05-05,0.5586110649942999,0.44138893500570003,,
2011-05-06,0.5586110649942999,0.44138893500570003,,
2011-05-09,0.5586110649942999,0.44138893500570003,,
2011-05-10,0.5586110649942999,0.44138893500570003,,
2011-05-11,0.5586110649942999,0.44138893500570003,,
2011-05-12,0.5586110649942999,0.44138893500570003,,
2011-05-13,0.5586110649942999,0.44138893500570003,,
2011-05-16,0.5586110649942999,0.44138893500570003,,
2011-05-17,0.5586110649942999,0.44138893500570003,,
2011-05-18,0.5586110649942999,0.44138893500570003,,
2011-05-19,0.5586110649942999,0.44138893500570003,,
2011-05-20,0.5586110649942999,0.44138893500570003,,
2011-05-23,0.5586110649942999,0.44138893500570003,,
2011-05-24,0.5586110649942999,0.44138893500570003,,
2011-05-25,0.5586110649942999,0.44138893500570003,,
2011-05-26,0.46660862763538946,0.5333913723646105,,
2011-05-27,0.46660862763538946,0.5333913723646105,,
2011-05-30,0.46660862763538946,0.5333913723646105,,
2011-05-31,0.46660862763538946,0.5333913723646105,,
2011-06-01,0.46660862763538946,0.5333913723646105,,
2011-06-02,0.46660862763538946,0.5333913723646105,,
2011-06-03,0.46660862763538946,0.5333913723646105,,
2011-06-06,0.46660862763538946,0.5333913723646105,,
2011-06-07,0.46660862763538946,0.5333913723646105,,
2011-06-08,0.46660862763538946,0.5333913723646105,,
2011-06-09,0.46660862763538946,0.5333913723646105,,
2011-06-10,0.46660862763538946,0.5333913723646105,,
2011-06-13,0.46660862763538946,0.5333913723646105,,
2011-06-14,0.46660862763538946,0.5333913723646105,,
2011-06-15,0.46660862763538946,0.5333913723646105,,
2011-06-16,0.46660862763538946,0.5333913723646105,,
2011-06-17,0.46660862763538946,0.5333913723646105,,
2011-06-20,0.46660862763538946,0.5333913723646105,,
2011-06-21,0.46660862763538946,0.5333913723646105,,
2011-06-22,0.46660862763538946,0.5333913723646105,,
2011-06-23,0.46660862763538946,0.5333913723646105,,
2011-06-24,0.524263728686433,0.47573627131356694,,
2011-06-27,0.524263728686433,0.47573627131356694,,
2011-06-28,0.524263728686433,0.47573627131356694,,
2011-06-29,0.524263728686433,0.47573627131356694,,
2011-06-30,0.524263728686433,0.47573627131356694,,
2011-07-01,0.524263728686433,0.47573627131356694,,
2011-07-04,0.524263728686433,0.47573627131356694,,
2011-07-05,0.524263728686433,0.47573627131356694,,
2011-07-06,0.524263728686433,0.47573627131356694,,
2011-07-07,0.524263728686433,0.47573627131356694,,
2011-07-08,0.524263728686433,0.47573627131356694,,
2011-07-11,0.524263728686433,0.47573627131356694,,
2011-07-12,0.524263728686433,0.47573627131356694,,
2011-07-13,0.524263728686433,0.47573627131356694,,
2011-07-14,0.524263728686433,0.47573627131356694,,
2011-07-15,0.524263728686433,0.47573627131356694,,
2011-07-18,0.524263728686433,0.47573627131356694,,
2011-07-19,0.524263728686433,0.47573627131356694,,
2011-07-20,0.524263728686433,0.47573627131356694,,
2011-07-21,0.524263728686433,0.47573627131356694,,
2011-07-22,0.524263728686433,0.47573627131356694,,
2011-07-25,0.5692040467237763,0.4307959532762238,,
2011-07-26,0.5692040467237763,0.4307959532762238,,
2011-07-27,0.5692040467237763,0.4307959532762238,,
2011-07-28,0.5692040467237763,0.4307959532762238,,
2011-07-29,0.5692040467237763,0.4307959532762238,,
2011-08-01,0.5692040467237763,0.4307959532762238,,
2011-08-02,0.5692040467237763,0.4307959532762238,,
2011-08-03,0.5692040467237763,0.4307959532762238,,
2011-08-04,0.5692040467237763,0.4307959532762238,,
2011-08-05,0.5692040467237763,0.4307959532762238,,
2011-08-08,0.5692040467237763,0.4307959532762238,,
2011-08-09,0.5692040467237763,0.4307959532762238,,
2011-08-10,0.5692040467237763,0.4307959532762238,,
2011-08-11,0.5692040467237763,0.4307959532762238,,
2011-08-12,0.5692040467237763,0.4307959532762238,,
2011-08-15,0.5692040467237763,0.4307959532762238,,
2011-08-16,0.5692040467237763,0.4307959532762238,,
