,ret
2013-09-04,0.014099330760229362
2013-09-05,0.013882363731635575
2013-09-06,0.002557027385699813
2013-09-09,-0.00014335751642639318
2013-09-10,0.0006543299757253429
2013-09-11,0.007534211777345515
2013-09-12,-0.0023291687503305125
2013-09-13,0.008616806723382756
2013-09-16,-0.013014299224332872
2013-09-17,0.004883812182237842
2013-09-18,0.03045732136663711
2013-09-19,-0.01068880086497718
2013-09-20,-0.01900109985670954
2013-09-23,-0.01044082652238069
2013-09-24,0.0026320031752197952
2013-09-25,-0.005777741580582307
2013-09-26,-0.0026443672667770812
2013-09-27,-0.020003584955129067
2013-09-30,0.010576854581111794
2013-10-01,0.0037215577033483287
2013-10-02,-0.0003686509243104486
2013-10-03,-0.020170935648588812
2013-10-04,0.0058374586815396565
2013-10-07,0.008352544255910699
2013-10-08,-0.052641687849399335
2013-10-09,0.0058615396782827345
2013-10-10,-0.011517924573380744
2013-10-11,-0.0014948914437030352
2013-10-14,-0.005804852834428479
2013-10-15,0.025663684442908525
2013-10-16,0.03367482508083808
2013-10-17,0.03295661363139302
2013-10-18,0.0009786682689092076
2013-10-21,0.05105948479956757
2013-10-22,0.009869490852806898
2013-10-23,0.0034872468134200156
2013-10-24,0.008423627767651265
2013-10-25,0.014071596338919043
2013-10-28,-0.0008615600110262185
2013-10-29,-0.0031634944129946456
2013-10-30,-0.034864148165194044
2013-10-31,-0.03974876296553057
2013-11-01,-0.016053700650990137
2013-11-04,-0.0037193949101437256
2013-11-05,0.005277461277751047
2013-11-06,-0.010207913731976565
2013-11-07,-0.03805727225729949
2013-11-08,0.0022579008111061802
2013-11-11,-0.0011481750706197058
2013-11-12,0.0001306250317980593
2013-11-13,0.021257056397201435
2013-11-14,0.016169602476907796
2013-11-15,-0.020708024204617738
2013-11-18,-0.013242485354774902
2013-11-19,-0.018945013506109144
2013-11-20,-0.04800204378102501
2013-11-21,0.005411074397682217
2013-11-22,-0.02842628510766509
2013-11-25,0.013255224630459287
2013-11-26,-0.007801963535185326
2013-11-27,0.008197678235145944
2013-11-29,-0.01794204521919407
2013-12-02,-0.04985783161801545
2013-12-03,-0.011181326134350411
2013-12-04,-0.011260042299095458
2013-12-05,0.017990737651092565
2013-12-06,-0.0074414320874715365
2013-12-09,0.05798061016919094
2013-12-10,0.0022051021232445027
2013-12-11,-0.06179458663390861
2013-12-12,0.032158536639350796
2013-12-13,-0.002262618873382379
2013-12-16,-0.005940044298594109
2013-12-17,0.012318486733778814
2013-12-18,-0.046140671082215645
2013-12-19,0.017148291423692452
2013-12-20,-0.005749150268004673
2013-12-23,-0.005340090626775836
2013-12-24,0.033410587132905935
2013-12-26,-0.0025585035166358163
2013-12-27,-0.005015195140254096
2013-12-30,-0.026752487126498286
2013-12-31,0.04846599508543003
2014-01-02,-0.0067347107618589775
2014-01-03,0.005543534310976502
2014-01-06,-0.002918444936088023
2014-01-07,0.0006034996804273143
2014-01-08,0.005802446625144804
2014-01-09,0.004924474420492264
2014-01-10,0.0011079489795301862
2014-01-13,-0.012544897450693093
2014-01-14,0.012062507121052354
2014-01-15,0.0018785422636575047
2014-01-16,0.0015740177094052399
2014-01-17,0.0074420258787269615
2014-01-21,-0.003189431832623805
2014-01-22,-0.005032258132408929
2014-01-23,-0.012318369763573183
2014-01-24,-0.023285192424114677
2014-01-27,-0.011114537841126777
2014-01-28,-0.002466827444959
2014-01-29,0.011969990013831255
2014-01-30,-0.012569464254393831
2014-01-31,0.007727770710413454
2014-02-03,-0.0497029422943506
2014-02-04,-0.00341310893473549
2014-02-05,0.014965158654320465
2014-02-06,0.04063079438907542
2014-02-07,0.028605055240514668
2014-02-10,0.02225918226862607
2014-02-11,0.03571208976002234
2014-02-12,-0.01453006662933413
2014-02-13,0.04330634566027099
2014-02-14,0.015780759073729334
2014-02-18,-0.000639764287445018
2014-02-19,-0.0060121996739597545
2014-02-20,0.020446548188132924
2014-02-21,-0.005913857290713438
2014-02-24,0.005820129467592805
2014-02-25,-0.0007139887361894415
2014-02-26,-0.003360363535681069
2014-02-27,0.013981673358740489
2014-02-28,-0.03128791440233421
2014-03-03,0.03690461677267054
2014-03-04,0.012785684163163575
2014-03-05,0.005398390788660779
2014-03-06,0.006077761440310617
2014-03-07,-0.014043731154848397
2014-03-10,0.006914861120133582
2014-03-11,-0.02626257025841224
2014-03-12,0.02171659985059008
2014-03-13,-0.04115123346498587
2014-03-14,0.009002589199759825
2014-03-17,0.012329183114727638
2014-03-18,0.016633611812937765
2014-03-19,-0.019041350062136253
2014-03-20,0.028029229526516986
2014-03-21,-0.01672353757352788
2014-03-24,-0.009127653931566263
2014-03-25,0.008287935625676202
2014-03-26,-0.032947710899147345
2014-03-27,0.002046035060666658
2014-03-28,0.01796729387645324
2014-03-31,0.011475772280554592
2014-04-01,0.019133979871605478
2014-04-02,0.005821625941882106
2014-04-03,-0.0045898515864932
2014-04-04,-0.06629733674605005
2014-04-07,0.0007100552624281037
2014-04-08,0.02874643106012701
2014-04-09,0.019173287948315187
2014-04-10,-0.08350460772540502
2014-04-11,0.011382312504338335
2014-04-14,0.009424223498164519
2014-04-15,0.03498491767282437
2014-04-16,0.0017093085243508792
2014-04-17,0.0062196711496624495
2014-04-21,0.013786726156438387
2014-04-22,0.009928767555746232
2014-04-23,0.011949960128900853
2014-04-24,-0.024175241800594677
2014-04-25,-0.008791161681275693
2014-04-28,0.015900167912224518
2014-04-29,-0.0027682745086328175
2014-04-30,0.02389179310077827
2014-05-01,0.005775079457394786
2014-05-02,-0.019250036991954378
2014-05-05,0.016088725636016193
2014-05-06,-0.014455167199588021
2014-05-07,-0.006341997912962935
2014-05-08,0.0017833590766260414
2014-05-09,0.020106694125483788
2014-05-12,0.021896903642498446
2014-05-13,-0.0049603560445122446
2014-05-14,-0.012719818377970758
2014-05-15,-0.01696887844350033
2014-05-16,0.0040590046837149325
2014-05-19,0.018221486158574697
2014-05-20,-0.007055124812487157
2014-05-21,0.01849121541096162
2014-05-22,0.010141038376934326
2014-05-23,0.02209588232626188
2014-05-27,0.011346621871412074
2014-05-28,0.003370082557303607
2014-05-29,0.006389229376430124
2014-05-30,0.007362400088084678
2014-06-02,-0.009996317396477586
2014-06-03,0.0002329512835059037
2014-06-04,0.002747933683982259
2014-06-05,0.026949576665031835
2014-06-06,-0.003609501092258623
2014-06-09,-0.0029890797787422985
2014-06-10,0.0001841603414540387
2014-06-11,-0.0029546850957381148
2014-06-12,-0.004092196358544927
2014-06-13,0.007108271752201374
2014-06-16,-0.00030651310225301054
2014-06-17,0.004471432795690325
2014-06-18,0.021038554159532152
2014-06-19,-0.014757645557307297
2014-06-20,0.007041424177804401
2014-06-23,-0.0003404260280568394
2014-06-24,-0.004471696242086135
2014-06-25,0.01591162525586457
2014-06-26,-0.0011770982525850884
2014-06-27,0.008693603913101403
2014-06-30,-0.0032250472663255167
2014-07-01,0.007455874171809891
2014-07-02,-0.005137114009677867
2014-07-03,0.0006138329115242822
2014-07-07,-0.0028191651912178317
2014-07-08,-0.005272900755982708
2014-07-09,-0.02220753726363981
2014-07-10,0.028703438626668465
2014-07-11,0.019062494097769868
2014-07-14,0.009758098707462137
2014-07-15,0.007610702671401477
2014-07-16,-0.017834138267725508
2014-07-17,-0.004985209548000376
2014-07-18,0.011431934608286804
2014-07-21,0.02626326891180889
2014-07-22,0.007274193291567273
2014-07-23,0.008235329453752714
2014-07-24,-0.012903870399407139
2014-07-25,-0.0031689471760465815
2014-07-28,0.015216886703005288
2014-07-29,-0.007734226752122467
2014-07-30,-0.03613384978909473
2014-07-31,-0.029008394742086274
2014-08-01,0.007425496298425778
2014-08-04,-0.004618531121872826
2014-08-05,-0.03274220493627433
2014-08-06,0.03283943646053755
2014-08-07,-0.028382660441834753
2014-08-08,0.03153887464622884
2014-08-11,0.005511194393158206
2014-08-12,0.010368564154778973
2014-08-13,0.023083604233527396
2014-08-14,0.020438961518533416
2014-08-15,0.014873369697989393
2014-08-18,0.01361059997370595
2014-08-19,0.011183473489818851
2014-08-20,0.011737528507871575
2014-08-21,0.010361326866184776
2014-08-22,0.017902287300517978
2014-08-25,-0.015307300612553995
2014-08-26,0.00023304123997188353
2014-08-27,-0.008128312602385408
2014-08-28,0.02013764550066684
2014-08-29,0.011492002666315743
2014-09-02,0.004435278589366172
2014-09-03,0.006940933241672333
2014-09-04,-0.010636476817138862
2014-09-05,0.007359114290380756
2014-09-08,-0.023953342818353925
2014-09-09,-0.050518053649176865
2014-09-10,-0.0012968614117438988
2014-09-11,-0.017806062443405768
2014-09-12,-0.015327480528815163
2014-09-15,-0.021437411597962676
2014-09-16,0.032040134443092984
2014-09-17,-0.017107414772021524
2014-09-18,0.0029336543386504115
2014-09-19,-0.028674570750515934
2014-09-22,-0.016061159334731845
2014-09-23,0.019263358143808935
2014-09-24,-0.018488021393311883
2014-09-25,-0.006058332138372739
2014-09-26,-0.030569730094665716
2014-09-29,-0.007921119816147588
2014-09-30,-0.00013742125483732614
2014-10-01,-0.02286930842480524
2014-10-02,0.016077684157780547
2014-10-03,0.010274501960563046
2014-10-06,-0.03101019184561911
2014-10-07,-0.03452076331946685
2014-10-08,0.05425724641188874
2014-10-09,-0.09272828497764665
2014-10-10,-0.08634779237581179
2014-10-13,-0.020868429438020843
2014-10-14,-0.05376148279509629
2014-10-15,-0.007982348208267931
2014-10-16,0.09828734396292363
2014-10-17,-0.021200933116027738
2014-10-20,0.08463422099605356
2014-10-21,0.05965453763402509
2014-10-22,-0.00792710908014142
2014-10-23,0.01562704438639232
2014-10-24,0.015159132200490031
2014-10-27,0.02482520784477911
2014-10-28,0.022370187325108093
2014-10-29,-0.006622412563000038
2014-10-30,0.06020136410463254
2014-10-31,0.0010010337121931787
2014-11-03,0.0021471110031329923
2014-11-04,0.012371359370385582
2014-11-05,-0.013683069307850682
2014-11-06,0.005924688367303976
2014-11-07,0.006471832822514623
2014-11-10,-0.0008849426737054618
2014-11-11,0.0015166329289383333
2014-11-12,0.012790901188044379
2014-11-13,0.005463781353769237
2014-11-14,0.012892138479710788
2014-11-17,-0.003733457533286947
2014-11-18,0.00688242418395694
2014-11-19,-0.011515402216848027
2014-11-20,0.03472573245687675
2014-11-21,-0.007717637064997803
2014-11-24,0.015081609325732362
2014-11-25,0.014044031436523404
2014-11-26,0.021041603356570716
2014-11-28,0.004265680694227354
2014-12-01,-0.029531085725454376
2014-12-02,0.021843858481389734
2014-12-03,0.02193045979815137
2014-12-04,0.004978219595675386
2014-12-05,0.008113168289305677
2014-12-08,-0.03609946545720607
2014-12-09,0.03177243941558531
2014-12-10,-0.019119785252030064
2014-12-11,-0.017455496438283185
2014-12-12,-0.01009075861665476
2014-12-15,-0.05628496682902976
2014-12-16,-9.728062386919295e-05
2014-12-17,0.09603227593916808
2014-12-18,0.019776864428895147
2014-12-19,-0.0017259613336473298
2014-12-22,0.04338834381812928
2014-12-23,-0.010067588736610216
2014-12-24,0.00038709607845055505
2014-12-26,-0.006303312201818715
2014-12-29,-0.0011132144014181682
2014-12-30,0.007856044450101907
2014-12-31,-0.020326526123391808
2015-01-02,-0.036925996150070375
2015-01-05,-0.04694248354780106
2015-01-06,-0.004162790686454015
2015-01-07,0.02042162029700641
2015-01-08,0.02398966720770653
2015-01-09,-0.038549770909348705
2015-01-12,-0.014627217820060266
2015-01-13,-0.026462272032706867
2015-01-14,0.07099195598374027
2015-01-15,-0.06695921859101664
2015-01-16,0.012053642291251351
2015-01-20,0.015846958886405305
2015-01-21,0.03270218407185155
2015-01-22,-0.004462549878614682
2015-01-23,-0.014665758323995672
2015-01-26,-0.03486830394197182
2015-01-27,0.007553306490946764
2015-01-28,-0.03251589788895792
2015-01-29,-0.012453400051712063
2015-01-30,0.05736796573469167
2015-02-02,0.05241500289375074
2015-02-03,0.020107820266051922
2015-02-04,-0.02118540631532273
2015-02-05,0.02830935976516913
2015-02-06,0.0011125862957654577
2015-02-09,-0.0006907719633720824
2015-02-10,-0.022977617451011196
2015-02-11,0.04100516174038882
2015-02-12,0.05266997269537839
2015-02-13,-0.006114621172193821
2015-02-17,0.0016132309632926885
2015-02-18,-0.042806868381682975
2015-02-19,0.025127630649045034
2015-02-20,-0.014836324915224942
2015-02-23,0.0037401652646557766
2015-02-24,0.013130768565779216
2015-02-25,0.008277055832635197
2015-02-26,-0.001972755615342714
2015-02-27,0.0019475210353701033
2015-03-02,0.01783779271042703
2015-03-03,-0.019682096457940723
2015-03-04,0.010305956659026522
2015-03-05,-0.06163382624332159
2015-03-06,-0.05297501699416877
2015-03-09,-0.047917814182025224
2015-03-10,-0.014797404586248047
2015-03-11,0.053823048054827474
2015-03-12,-0.03429337074104444
2015-03-13,0.0037881376434992036
2015-03-16,0.003319170191913745
2015-03-17,0.007307041256595684
2015-03-18,0.07928508062851694
2015-03-19,0.01875530803865577
2015-03-20,0.03588980945771351
2015-03-23,0.016720988610598564
2015-03-24,0.005825376560115614
2015-03-25,-0.00336632846209106
2015-03-26,-0.0608124847802491
2015-03-27,-0.0092410511038592
2015-03-30,-0.003203349738743403
2015-03-31,0.016889323508455623
2015-04-01,0.024156553382119045
2015-04-02,0.036780774066178926
2015-04-06,0.041213043880331535
2015-04-07,0.019081996411397108
2015-04-08,-0.02918808153114127
2015-04-09,0.03707912371930814
2015-04-10,0.027671904709993436
2015-04-13,-0.011862345130077185
2015-04-14,0.02196580966680376
2015-04-15,0.03718085912973164
2015-04-16,-0.0019046972502054782
2015-04-17,-0.008906579321287984
2015-04-20,0.02544712952663171
2015-04-21,-0.02026656507746786
2015-04-22,-0.0004902141599190482
2015-04-23,0.006788375275203965
2015-04-24,-0.005216852187747553
2015-04-27,-0.011883004598132702
2015-04-28,0.0020179134465226527
2015-04-29,0.022726293287110656
2015-04-30,-0.003284424093424998
2015-05-01,0.027187920543840376
2015-05-04,0.013437241358457029
2015-05-05,-0.0142194756670387
2015-05-06,-0.023802419217400672
2015-05-07,0.01665465697343723
2015-05-08,0.008998833585582178
2015-05-11,-0.012533596450545303
2015-05-12,0.023411957226964132
2015-05-13,0.006537361933281323
2015-05-14,-0.0033293947939099615
2015-05-15,0.0021279687973507384
2015-05-18,0.006327556147932678
2015-05-19,-0.009763723349535791
2015-05-20,0.010611460248543092
2015-05-21,0.006487043486368341
2015-05-22,-0.013170891495349002
2015-05-26,-0.02036737235796674
2015-05-27,0.04013594964928287
2015-05-28,0.014644898174113925
2015-05-29,0.03172079110856596
2015-06-01,-0.006772392380017996
2015-06-02,0.0007982569929737933
2015-06-03,-0.04213710347050244
2015-06-04,-0.014178708384940284
2015-06-05,-0.005760381132590956
2015-06-08,-0.028709187080063238
2015-06-09,0.009621073123306473
2015-06-10,0.035579582879129656
2015-06-11,-0.015323143057077271
2015-06-12,-0.030349277557193743
2015-06-15,-0.0006683407908758543
2015-06-16,0.02780176871860481
2015-06-17,0.005583592610330368
2015-06-18,0.02629343976838679
2015-06-19,0.0029553573012208734
2015-06-22,0.0039099823346132965
2015-06-23,-0.007439854923143844
2015-06-24,0.00029921442760035477
2015-06-25,-0.015560993633436954
2015-06-26,-0.047708210507104276
2015-06-29,-0.015976406636562114
2015-06-30,0.016453323494675393
2015-07-01,2.398259455453156e-05
2015-07-02,-0.02935289111564854
2015-07-06,-6.664914712036353e-05
2015-07-07,-0.02968032036490786
2015-07-08,0.010819641005382907
2015-07-09,-0.027618213925753178
2015-07-10,0.0402694177212816
2015-07-13,0.020495746260672743
2015-07-14,0.021236825257331688
2015-07-15,0.0119753986736022
2015-07-16,0.019608181114611413
2015-07-17,0.024059184349897768
2015-07-20,-0.01257288563089587
2015-07-21,-0.056480635200242005
2015-07-22,0.011882090573743637
2015-07-23,0.015154435306262702
2015-07-24,-0.06531979821896328
2015-07-27,0.006907919219272473
2015-07-28,0.024004397673906608
2015-07-29,-0.0006306687305903298
2015-07-30,0.02790416554356774
2015-07-31,-0.02598766291537069
2015-08-03,-0.013858667740719975
2015-08-04,-0.004936313610217143
2015-08-05,0.0040802594499497555
2015-08-06,-0.014939380128180189
2015-08-07,0.016870691743750665
2015-08-10,0.0013281644863309594
2015-08-11,-0.016431982885789065
2015-08-12,0.004559208090839577
2015-08-13,-0.00815407084055956
2015-08-14,0.017011463874865518
2015-08-17,0.006033872478813929
2015-08-18,-0.01536725062419264
2015-08-19,-0.0066556898907795085
2015-08-20,-0.04782202967926552
2015-08-21,-0.1304686453544372
2015-08-24,0.07201967692167191
2015-08-25,-0.04437872328670056
2015-08-26,0.04966122810035426
2015-08-27,0.017145976247988488
2015-08-28,-0.0023418379548615365
2015-08-31,-0.06814819641389383
2015-09-01,0.012380972833706169
2015-09-02,0.01046821673567
2015-09-03,-0.025057406971656926
2015-09-04,0.04094709398577823
2015-09-08,0.029070794267079147
2015-09-09,-0.03097883736797628
2015-09-10,0.007660094812753574
2015-09-11,0.022797491195474102
2015-09-14,-0.005309154397349653
2015-09-15,0.02698385209628166
2015-09-16,-0.007252006107761775
2015-09-17,0.024110128484107502
2015-09-18,0.005478829546714267
2015-09-21,-0.01318588570498787
2015-09-22,-0.007795909578518612
2015-09-23,-0.007148081426544514
2015-09-24,0.008713088810150612
2015-09-25,-0.025424147771227774
2015-09-28,-0.0126454844024683
2015-09-29,0.03632406732130348
2015-09-30,0.0241265796567703
2015-10-01,0.0208973720099066
2015-10-02,0.11696420047582526
2015-10-05,0.011778973817616537
2015-10-06,0.08093465735106933
2015-10-07,-0.016239616079725867
2015-10-08,0.038181140627827105
2015-10-09,-0.0030270451468809387
2015-10-12,-0.056039852622404886
2015-10-13,-0.005388231006702345
2015-10-14,0.0534321873144854
2015-10-15,0.03018657236205683
2015-10-16,-0.02186835965049997
2015-10-19,-0.007432991386693177
2015-10-20,-0.003694568460206991
2015-10-21,0.009244942195454648
2015-10-22,0.04343576655745533
2015-10-23,-0.024682867301807795
2015-10-26,-0.05294164434594876
2015-10-27,0.01745225536816123
2015-10-28,0.003125255351225688
2015-10-29,-0.006043118521700807
2015-10-30,0.005439980499185555
2015-11-02,0.05966427844732624
2015-11-03,0.046534427493243685
2015-11-04,-0.05207554807503219
2015-11-05,-0.04539154535605042
2015-11-06,-0.010634206551599043
2015-11-09,-0.03148474079887079
2015-11-10,0.01736980449762863
2015-11-11,-0.07546503998363796
2015-11-12,-0.035898179096479556
2015-11-13,-0.01688376793850484
2015-11-16,0.056992028940190544
2015-11-17,-0.006932943635556224
2015-11-18,0.009670413013917724
2015-11-19,0.0057347542574111374
2015-11-20,-0.02102043773980148
2015-11-23,0.02927352884348185
2015-11-24,0.0017936886129777587
2015-11-25,-0.02439786356632308
2015-11-27,-0.0020442858725867215
2015-11-30,-0.00451741842339426
2015-12-01,-0.010357176488084355
2015-12-02,-0.021497607852849446
2015-12-03,-0.039070590918449145
2015-12-04,-0.016553482604331794
2015-12-07,-0.08339826264759138
2015-12-08,0.023491303598545343
2015-12-09,-0.03601988893722478
2015-12-10,-0.054142145735656566
2015-12-11,-0.01656149507517028
2015-12-14,0.05559280223039294
2015-12-15,0.023826484793208327
2015-12-16,0.0022119711630013868
2015-12-17,-0.029832346430208857
2015-12-18,0.006118942825085849
2015-12-21,-0.007679408753221114
2015-12-22,0.055293665130178304
2015-12-23,0.0209256997280182
2015-12-24,-0.03666103947077529
2015-12-28,0.018533470588535012
2015-12-29,-0.03685339553967722
2015-12-30,-0.02118184282942348
2015-12-31,-0.03552476166072485
2016-01-04,-0.015177738478848549
2016-01-05,-0.05980285720673517
2016-01-06,-0.06229877403962251
2016-01-07,0.004174913982252411
2016-01-08,-0.04634143186676272
2016-01-11,-0.004365085765062077
2016-01-12,-0.0014766121849886238
2016-01-13,-0.06605753736741389
2016-01-14,-0.04805856681332221
2016-01-15,0.009640510307228565
2016-01-19,-0.08724298793769658
2016-01-20,-0.005941398913966684
2016-01-21,0.1171945031326104
2016-01-22,-0.0050718180533754955
2016-01-25,-0.03007866098062924
2016-01-26,0.014545868707920444
2016-01-27,0.0721630702472887
2016-01-28,0.0012489932181799133
2016-01-29,0.010184351798469101
2016-02-01,-0.051496936369890056
2016-02-02,-0.008906079910245982
2016-02-03,0.07751900067237959
2016-02-04,-0.04449160244714615
2016-02-05,-0.07784106661065637
2016-02-08,-0.043962442289020874
2016-02-09,-0.030325339846223317
2016-02-10,-0.06650428620694145
2016-02-11,0.07444255949194481
2016-02-12,0.10646508721881381
2016-02-16,0.0024497063859066177
2016-02-17,0.0932100478853528
2016-02-18,-0.08084350725435199
2016-02-19,0.07174241668698622
2016-02-22,-0.013265431641235576
2016-02-23,-0.11164417094937198
2016-02-24,0.05015861680752024
2016-02-25,0.09499844138857116
2016-02-26,-0.03130555886845151
2016-02-29,0.009020733941142483
2016-03-01,0.04097262728197866
2016-03-02,0.03545540186733646
2016-03-03,0.05806581226749441
2016-03-04,0.018915450369371662
2016-03-07,0.010120250874740111
2016-03-08,-0.0046228831074540695
2016-03-09,0.019036206545628875
2016-03-10,0.02455674836708025
2016-03-11,-0.013127781203745689
2016-03-14,-0.009157493899109543
2016-03-15,0.017148296750814453
2016-03-16,0.049042969375205615
2016-03-17,0.036937225161577304
2016-03-18,-0.018143838878521702
2016-03-21,-0.006067139631607876
2016-03-22,0.004726015177811941
2016-03-23,-0.056007204781840805
2016-03-24,0.034472026161520265
2016-03-28,-0.031979703932378735
2016-03-29,0.06742746376145639
2016-03-30,-0.023679597596310886
2016-03-31,-0.031825771139186346
2016-04-01,0.023312584152544374
2016-04-04,-0.03864566790271828
2016-04-05,-0.0164852558141871
2016-04-06,0.006951289035733499
2016-04-07,0.010330161013659356
2016-04-08,0.001231366771895651
2016-04-11,-0.0028213985820277525
2016-04-12,0.012909269199969561
2016-04-13,-0.006128069711567023
2016-04-14,-0.0035430478642867933
2016-04-15,-0.00019480966329880455
2016-04-18,0.012770467565762684
2016-04-19,-0.007495691515877404
2016-04-20,-0.0008111327640851025
2016-04-21,-0.026309171339781424
2016-04-22,-0.00955138599632795
2016-04-25,-0.0003762507578818734
2016-04-26,-0.010904248511148388
2016-04-27,0.022681139547825614
2016-04-28,-0.010427538200273201
2016-04-29,0.009350560191789257
2016-05-02,0.0023202406958254076
2016-05-03,-0.012482112217484334
