cadence,k,contango_thr,backwardation_thr,vix_pct_ceil,is_sharpe,is_cagr,is_mdd
21,5,-0.1,0.98,0.8,0.7277994889548175,0.16168610036960485,-0.34664263283637486
21,4,-0.1,0.98,0.8,0.7276135915804889,0.16557532322765645,-0.36937885468006615
21,4,-0.1,0.95,0.8,0.7077399023453035,0.16401812406664318,-0.36937885468006615
21,4,-0.1,0.9,0.8,0.7077399023453035,0.16401812406664318,-0.36937885468006615
21,5,-0.1,0.95,0.8,0.706728704058916,0.1601340971787275,-0.34664263283637486
21,5,-0.1,0.9,0.8,0.706728704058916,0.1601340971787275,-0.34664263283637486
21,3,-0.1,0.98,0.8,0.6887090642734014,0.16104707899554915,-0.37599272804101713
21,3,-0.1,0.9,0.8,0.672049362158635,0.15949592953203595,-0.37599272804101713
21,3,-0.1,0.95,0.8,0.672049362158635,0.15949592953203595,-0.37599272804101713
21,2,-0.1,0.98,0.8,0.6101281069345894,0.14330974018083542,-0.38935087356479636
21,4,-0.2,0.98,0.8,0.6094350441945121,0.15609367539248353,-0.555169911766004
21,4,-0.2,0.9,0.8,0.6011906542938269,0.15508875731910243,-0.5462472630350519
21,4,-0.2,0.95,0.8,0.6011906542938269,0.15508875731910243,-0.5462472630350519
21,2,-0.1,0.9,0.8,0.5975141220655767,0.14178228765785494,-0.38935087356479636
21,2,-0.1,0.95,0.8,0.5975141220655767,0.14178228765785494,-0.38935087356479636
21,5,-0.2,0.98,0.8,0.5903276425795019,0.14695992648861722,-0.5575308835075579
21,5,-0.2,0.9,0.8,0.5820672335919929,0.14596294779726615,-0.5486555924578221
21,5,-0.2,0.95,0.8,0.5820672335919929,0.14596294779726615,-0.5486555924578221
21,3,-0.2,0.98,0.8,0.5746955476355965,0.14784859208108014,-0.5665620589939261
21,5,0.0,0.98,0.8,0.5681318120839847,0.09795509728456242,-0.3170851395333366
21,3,-0.2,0.95,0.8,0.568050801342155,0.14685084092973377,-0.5578679202731888
21,3,-0.2,0.9,0.8,0.568050801342155,0.14685084092973377,-0.5578679202731888
21,4,0.0,0.98,0.8,0.5452946998218954,0.09521179447000305,-0.33710664294787385
21,5,0.0,0.9,0.8,0.5433986818405786,0.09648823819596375,-0.337596874812367
21,5,0.0,0.95,0.8,0.5433986818405786,0.09648823819596375,-0.337596874812367
21,4,0.0,0.9,0.8,0.5230739980795979,0.09374860041167499,-0.33710664294787385
21,4,0.0,0.95,0.8,0.5230739980795979,0.09374860041167499,-0.33710664294787385
21,2,-0.2,0.98,0.8,0.5202135494393659,0.13061968520826017,-0.5976885340567677
21,2,-0.2,0.95,0.8,0.5153937647711265,0.12963691004049482,-0.5896187474438677
21,2,-0.2,0.9,0.8,0.5153937647711265,0.12963691004049482,-0.5896187474438677
21,3,0.0,0.98,0.8,0.5145076953081733,0.092043038624676,-0.34322808872493016
10,3,-0.1,0.9,0.8,0.500127434281194,0.10355407192721922,-0.46618232305119556
21,3,0.0,0.9,0.8,0.49589809563620135,0.09058407799840973,-0.34322808872493016
21,3,0.0,0.95,0.8,0.49589809563620135,0.09058407799840973,-0.34322808872493016
10,3,-0.1,0.95,0.8,0.4777778407751841,0.09551407148231306,-0.5042659733685397
10,2,-0.1,0.9,0.8,0.47318710811025505,0.09892072099094196,-0.4806751807712698
21,5,-0.1,0.98,0.9,0.4720975697658668,0.09928633785906338,-0.5030361616059789
21,4,-0.1,0.98,0.9,0.46904295958627584,0.09986268693827349,-0.5068328106968953
21,5,-0.1,0.95,0.9,0.46330317002232807,0.0978177002438756,-0.5104573610827525
21,5,-0.1,0.9,0.9,0.46330317002232807,0.0978177002438756,-0.5104573610827525
21,4,-0.1,0.9,0.9,0.46086670749281344,0.09839327932539765,-0.5068328106968953
21,4,-0.1,0.95,0.9,0.46086670749281344,0.09839327932539765,-0.5068328106968953
5,3,-0.1,0.9,0.9,0.4591942433875538,0.0927005474201954,-0.3491428875546473
21,3,-0.1,0.98,0.9,0.45506565315953246,0.09700467145215264,-0.5183781113831273
10,2,-0.1,0.95,0.8,0.4510214968650231,0.09091447706466571,-0.5177248808292956
21,3,-0.1,0.9,0.9,0.44781088762267446,0.09553908212474305,-0.5198256121186813
21,3,-0.1,0.95,0.9,0.44781088762267446,0.09553908212474305,-0.5198256121186813
