Date,NOVA22_1_0,NOVA22_2_1
2007-05-30,-0.0002,-0.0002
2007-05-31,0.0,0.0
2007-06-01,0.00021834152364030857,0.00021834152364030857
2007-06-04,0.00021807963741360403,0.00021807963741360403
2007-06-05,0.0,0.0
2007-06-06,0.00043670670882378637,0.00043670670882378637
2007-06-07,-0.0002187932481945154,-0.0002187932481945154
2007-06-08,0.00021884112915593334,0.00021884112915593334
2007-06-11,0.000436301995910382,0.000436301995910382
2007-06-12,-0.0008724374290421943,-0.0008724374290421943
2007-06-13,0.0008731992407429168,0.0008731992407429168
2007-06-14,0.000435683739399062,0.000435683739399062
2007-06-15,0.0008720574877749687,0.0008720574877749687
2007-06-18,0.0002180915546423634,0.0002180915546423634
2007-06-19,0.0,0.0
2007-06-20,0.00021708251357610564,0.00021708251357610564
2007-06-21,0.0,0.0
2007-06-22,0.0008715594762440659,0.0008715594762440659
2007-06-25,-0.0004356136923990839,-0.0004356136923990839
2007-06-26,0.00021768824267831555,0.00021768824267831555
2007-06-27,-0.0002176408648209005,-0.0002176408648209005
2007-06-28,0.00043580353438588126,0.00043580353438588126
2007-06-29,0.0004345465348969402,0.0004345465348969402
2007-07-02,0.0002837405970925744,0.0002837405970925744
2007-07-03,0.0,0.0
2007-07-05,0.0,0.0
2007-07-06,0.0004363673590390693,0.0004363673590390693
2007-07-09,0.00021883466119310135,0.00021883466119310135
2007-07-10,0.00021750795140218493,0.00021750795140218493
2007-07-11,0.0,0.0
2007-07-12,0.00021873920554527082,0.00021873920554527082
2007-07-13,0.00021773266370250788,0.00021773266370250788
2007-07-16,0.00021779176615055462,0.00021779176615055462
2007-07-17,0.00043612754515987007,0.00043612754515987007
2007-07-18,-0.0002176494203182111,-0.0002176494203182111
2007-07-19,0.0002176968019009795,0.0002176968019009795
2007-07-20,0.0004355117007051046,0.0004355117007051046
2007-07-23,0.0,0.0
2007-07-24,0.0,0.0
2007-07-25,0.00021861850974302932,0.00021861850974302932
2007-07-26,0.00021697531937658887,0.00021697531937658887
2007-07-27,0.0004355579006491972,0.0004355579006491972
2007-07-30,-0.0008706302540346655,-0.0008706302540346655
2007-07-31,0.0013077748614458429,0.0013077748614458429
2007-08-01,-0.0003287212837681519,-0.0003287212837681519
2007-08-02,0.00021882989243970918,0.00021882989243970918
2007-08-03,-0.0004372452634596735,-0.0004372452634596735
2007-08-06,0.0010926877514263467,0.0010926877514263467
2007-08-07,0.00021810788121245928,0.00021810788121245928
2007-08-08,-0.00043643913229407527,-0.00043643913229407527
2007-08-09,0.0008731531790646674,0.0008731531790646674
2007-08-10,0.0006543201151332223,0.0006543201151332223
2007-08-13,0.00021845897764594113,0.00021845897764594113
2007-08-14,-0.00021841126374455566,-0.00021841126374455566
2007-08-15,0.00021845897764594113,0.00021845897764594113
2007-08-16,0.001307922985219756,0.001307922985219756
2007-08-17,0.0006524719602238882,0.0006524719602238882
2007-08-20,0.0008693953575389379,0.0008693953575389379
2007-08-21,-0.00021790011949085475,-0.00021790011949085475
2007-08-22,0.0,0.0
2007-08-23,-0.0006508818735584398,-0.0006508818735584398
2007-08-24,-0.00021808956084312658,-0.00021808956084312658
2007-08-27,-0.0013054359117650183,-0.0013054359117650183
2007-08-28,0.001089991777106336,0.001089991777106336
2007-08-29,0.0006528595396042558,0.0006528595396042558
2007-08-30,0.00021740733448760707,0.00021740733448760707
2007-08-31,-0.00021736007881234531,-0.00021736007881234531
2007-09-04,0.00015244961994986816,0.00015244961994986816
2007-09-05,0.00021779730866411384,0.00021779730866411384
2007-09-06,0.0,0.0
2007-09-07,0.0006549417326058293,0.0006549417326058293
2007-09-10,0.00021834716480539917,0.00021834716480539917
2007-09-11,-0.00109022954414284,-0.00109022954414284
2007-09-12,0.0015279660629692327,0.0015279660629692327
2007-09-13,-0.00021852119766518907,-0.00021852119766518907
2007-09-14,0.0006536997206880724,0.0006536997206880724
2007-09-17,0.00043579664005855,0.00043579664005855
2007-09-18,-0.0006534102061154234,-0.0006534102061154234
2007-09-19,0.0004356804323097929,0.0004356804323097929
2007-09-20,-0.0006523916629812554,-0.0006523916629812554
2007-09-21,0.00043503567577696245,0.00043503567577696245
2007-09-24,0.0008721211345745772,0.0008721211345745772
2007-09-25,0.00021728653628283467,0.00021728653628283467
2007-09-26,-0.001088411241228604,-0.001088411241228604
2007-09-27,0.00021768717824621753,0.00021768717824621753
2007-09-28,-0.00043549069753445746,-0.00043549069753445746
2007-10-01,0.0010937416184841897,0.0010937416184841897
