Date,A_STK_2W,B_STK_3M,C_LEV_CORE,D_LEV_WIDE,E_LEV_EQUITY,F_SECTOR,G_CARRY,H_GOLD
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-05,0.0,-0.0005181015285074305,-0.0007181015285074306,0.0,0.0,0.0,-0.0005181015285074305,-0.0007181015285074306
2011-01-06,-8.185089283888584e-05,0.00021814910716111413,0.00021814910716111413,-0.0002818508928388859,-0.0002818508928388859,-8.185089283888584e-05,0.00021814910716111413,0.00021814910716111413
2011-01-07,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183
2011-01-10,-3.158278762960265e-07,-3.158278762960265e-07,-3.158278762960265e-07,-3.158278762960265e-07,-3.158278762960265e-07,-3.158278762960265e-07,-3.158278762960265e-07,-3.158278762960265e-07
2011-01-11,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413
2011-01-12,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183
2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-19,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183,-0.00021778576941389183
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-25,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378,0.00021783321038726378
2011-01-26,3.158279762160987e-07,3.158279762160987e-07,3.158279762160987e-07,3.158279762160987e-07,3.158279762160987e-07,3.158279762160987e-07,3.158279762160987e-07,3.158279762160987e-07
2011-01-27,-0.00021841728750127132,-0.00021841728750127132,-0.00021841728750127132,-0.00021841728750127132,-0.00021841728750127132,-0.00021841728750127132,-0.00021841728750127132,-0.00021841728750127132
2011-01-28,3.158279759940541e-07,3.158279759940541e-07,3.158279759940541e-07,3.158279759940541e-07,3.158279759940541e-07,3.158279759940541e-07,3.158279759940541e-07,3.158279759940541e-07
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-03,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413,0.00021814910716111413
