Date,HFEA-Tech 55/45 TQQQ/TMF + trend @ 21d
2011-01-03,-0.0015
2011-01-04,-0.0008539752755215458
2011-01-05,0.013650262064065544
2011-01-06,0.004973201632320546
2011-01-07,-0.0013737143628187842
2011-01-10,0.006282271923290761
2011-01-11,0.002527850998380299
2011-01-12,0.011056179981043836
2011-01-13,0.001732921994890102
2011-01-14,0.01192765141337382
2011-01-18,0.004389327804703325
2011-01-19,-0.018322446405108595
2011-01-20,-0.01235129595330209
2011-01-21,-0.012663644214967268
2011-01-24,0.02271429619169504
2011-01-25,0.002010264460499378
2011-01-26,0.008430460979517763
2011-01-27,0.010701579932075966
2011-01-28,-0.04158245186482072
2011-01-31,0.008142614592466802
2011-02-01,0.030542829635057837
2011-02-02,-0.002479294710248492
2011-02-03,0.0021305770033740127
2011-02-04,0.010022414014647785
2011-02-07,0.00788605088682445
2011-02-08,0.011726964669564932
2011-02-09,-0.0032447896235798025
2011-02-10,0.002580258912454181
2011-02-11,0.011278642554427998
2011-02-14,0.0034616949830497128
2011-02-15,-0.0013201797386071024
2011-02-16,0.010164397667501258
2011-02-17,-0.000475620188084136
2011-02-18,-0.003219009909782978
2011-02-22,-0.04843501490104427
2011-02-23,-0.013474589948738088
2011-02-24,0.007831283243875565
2011-02-25,0.02356483092310544
2011-02-28,0.003906106742981286
2011-03-01,-0.026440093547200196
2011-03-02,0.007854189997758011
2011-03-03,0.032716604106955136
2011-03-04,-0.008044677374692112
2011-03-07,-0.022012578435811316
2011-03-08,0.0057381914820513365
2011-03-09,-0.011100278333629138
2011-03-10,-0.02516188870515647
2011-03-11,0.009278413607689818
2011-03-14,-0.00536276247235784
2011-03-15,-0.02239078599015808
2011-03-16,-0.04038848877060315
2011-03-17,0.014350627950071361
2011-03-18,-0.0030085307057623302
2011-03-21,0.030694389614189303
2011-03-22,-0.0017002160372936671
2011-03-23,0.008427514439842854
2011-03-24,0.029820636031146423
2011-03-25,0.0040248320384704385
2011-03-28,-0.00922433162937908
2011-03-29,0.01568554680087281
2011-03-30,0.008197458744857356
2011-03-31,0.0022383448626141942
2011-04-01,0.0008399541885509399
2011-04-04,-0.004967827990191087
2011-04-05,-0.0062507923274194195
2011-04-06,0.00414891132026134
2011-04-07,-3.2471081556823e-05
2011-04-08,-0.008335654972781353
2011-04-11,-0.004979194750443495
2011-04-12,-0.01075267033153198
2011-04-13,0.013119666053221237
2011-04-14,-0.0031014906572052916
2011-04-15,-0.003458103694057041
2011-04-18,-0.010702113943336566
2011-04-19,0.009917366372946535
2011-04-20,0.03659887134113341
2011-04-21,0.013954154432082878
2011-04-25,0.004082129283217096
2011-04-26,0.009456527642648795
2011-04-27,0.011409575856589882
2011-04-28,-0.0008278316124686659
2011-04-29,-0.0026655971314639205
2011-05-02,-0.002975658705848794
2011-05-03,-0.00825864496198352
2011-05-04,-0.0030231748035295216
2011-05-05,-0.008249629854886848
2011-05-06,0.0047766552901855166
2011-05-09,0.005966093755813984
2011-05-10,0.014117463829711475
2011-05-11,-0.01186528116106555
2011-05-12,0.009700804353304227
2011-05-13,-0.019581115307348896
2011-05-16,-0.02860007612559951
2011-05-17,0.004496245385220099
2011-05-18,0.013280114296271652
2011-05-19,0.004929295044474447
2011-05-20,-0.012233998224370914
2011-05-23,-0.023861357208882092
2011-05-24,-0.010363632566608738
2011-05-25,0.0061332735971993185
2011-05-26,0.010312831436013505
2011-05-27,0.008203627086113496
2011-05-31,0.026466935612692703
2011-06-01,-0.03523873093174325
2011-06-02,0.0031891821261393117
2011-06-03,-0.018874841273479742
2011-06-06,-0.023446374726826216
2011-06-07,0.0022489900179175795
2011-06-08,-0.0008530532305782833
2011-06-09,-0.002840157278656441
2011-06-10,-0.015349192843417294
2011-06-13,-0.0061988820611346305
2011-06-14,0.0003030209668319038
2011-06-15,-0.005895188398358165
2011-06-16,-0.00139125585357634
2011-06-17,-0.01040040724337758
2011-06-20,0.007868819669082273
2011-06-21,0.032016908231322305
2011-06-22,-0.012739184473489363
2011-06-23,0.025919083710494662
2011-06-24,-0.03401875719576164
2011-06-27,0.008493905388510005
2011-06-28,0.012818250435091317
2011-06-29,-0.0011912496991558158
2011-06-30,0.017986081974723612
2011-07-01,0.023190333926729197
2011-07-05,0.011767882154085986
2011-07-06,0.01182868395170923
2011-07-07,0.018124352395112082
2011-07-08,0.015049685615868742
2011-07-11,-0.010581778524752998
2011-07-12,-0.007709965314317881
2011-07-13,0.011006085025676704
2011-07-14,-0.03749357022281072
2011-07-15,0.02317972129937318
2011-07-18,-0.021748340020309863
2011-07-19,0.06694855592112707
2011-07-20,-0.02376105135577035
2011-07-21,0.00032604702611874897
2011-07-22,0.02706297767109985
2011-07-25,-0.01755128724366135
2011-07-26,0.012260646824157263
2011-07-27,-0.0411194084379812
2011-07-28,0.0069115935630298395
2011-07-29,0.022751941537357323
2011-08-01,0.005054317996776459
2011-08-02,-0.001586123917677311
2011-08-03,0.017578605643330983
2011-08-04,-0.02847730350963814
2011-08-05,-0.05001348099665413
2011-08-08,-0.05456662164901392
2011-08-09,0.07902875545474738
2011-08-10,-0.024123404742284485
2011-08-11,0.0033473408878447325
2011-08-12,0.03919042331074893
2011-08-15,0.01001447818788387
2011-08-16,0.00868539411645359
2011-08-17,0.013874061454801245
2011-08-18,-0.05199701614855029
2011-08-19,-0.020049778996320752
2011-08-22,0.0011644929054314248
2011-08-23,0.05072110396179323
2011-08-24,-0.025933153415384824
2011-08-25,-0.012530955628182313
2011-08-26,0.05338649173224056
2011-08-29,0.028037269543908384
2011-08-30,0.03290771274683738
2011-08-31,-0.015989978727162648
2011-09-01,0.02458163526308822
2011-09-02,0.04356440942331078
2011-09-06,0.014261356674032976
2011-09-07,-0.0249682288283183
2011-09-08,0.011316612495907985
2011-09-09,0.014888724283806054
2011-09-12,0.0009581695517279388
2011-09-13,-0.01894940802290636
2011-09-14,0.010977295496519124
2011-09-15,-0.01985840322167205
2011-09-16,0.00862374355986052
2011-09-19,0.02581224737037143
2011-09-20,0.006112550345618151
2011-09-21,0.04408093927445202
2011-09-22,0.051144369105283506
2011-09-23,-0.024006207330635743
2011-09-26,-0.021585006450187457
2011-09-27,-0.021685051985843563
2011-09-28,5.1354848492085617e-05
2011-09-29,0.009102651866368062
2011-09-30,0.03313978729476835
2011-10-03,0.0370521143503751
2011-10-04,-0.015875651539956372
2011-10-05,-0.010472022105371043
2011-10-06,-0.024565023446462487
2011-10-07,-0.010245820118809874
2011-10-10,-0.01954957955433545
2011-10-11,-0.003830487590757969
2011-10-12,-0.0196272353270961
2011-10-13,0.011667724732311468
2011-10-14,-0.018362057569250762
2011-10-17,0.02220637673032493
2011-10-18,-0.007028576264122987
2011-10-19,-0.0014383386380674157
2011-10-20,-0.008730122272512403
2011-10-21,-0.014835369129739047
2011-10-24,0.0015973355488769548
2011-10-25,0.03468286904997639
2011-10-26,-0.023017236409888925
2011-10-27,-0.04633656002328275
2011-10-28,0.013889467253254252
2011-10-31,0.05313213458088718
2011-11-01,7.903701062488542e-05
2011-11-02,-0.002248724778064039
2011-11-03,0.015206793985654894
2011-11-04,-0.007464407218365571
2011-11-07,0.021097853484488373
2011-11-08,0.0008796628796195853
2011-11-09,-0.028248645174130928
2011-11-10,-0.02237781531572026
2011-11-11,0.02168805765523428
2011-11-14,0.012946610864882968
2011-11-15,0.01610152079714868
2011-11-16,-0.015388320249801652
2011-11-17,-0.026332241136140508
2011-11-18,-0.013715402176033032
2011-11-21,-0.024600727577933267
2011-11-22,0.019824622208414522
2011-11-23,-0.023628173204055664
2011-11-25,-0.030441289171247006
2011-11-28,0.054834946019851026
2011-11-29,-0.02054531115256588
2011-11-30,0.03857133784000907
2011-12-01,0.005364841591934601
2011-12-02,0.01335489719688288
2011-12-05,0.016559319823756666
2011-12-06,-0.018111687679133275
2011-12-07,0.006488389941211181
2011-12-08,-0.012004033901024017
2011-12-09,-0.0018027026702404844
2011-12-12,-0.003114573389206782
2011-12-13,-0.006211581241118324
2011-12-14,0.00043039284643456646
2011-12-15,-0.00924184135864204
2011-12-16,0.021901229908270117
2011-12-19,0.001577454595577633
2011-12-20,0.015942349144187906
2011-12-21,-0.04114186208329839
2011-12-22,0.018484396429261786
2011-12-23,-0.001789498248533132
2011-12-27,0.011068576703879375
2011-12-28,0.0066029374672866605
2011-12-29,0.014040181961450172
2011-12-30,-0.0005568127007807124
2012-01-03,-0.02158968961624944
2012-01-04,-0.015204140170465818
2012-01-05,-0.0029971540076838554
2012-01-06,0.010011957636772218
2012-01-09,-0.0020934277108236197
2012-01-10,-0.0018202478517366672
2012-01-11,0.0163284709830626
2012-01-12,-0.0013059850230135118
2012-01-13,0.01336053079132149
2012-01-17,0.006487433944992272
2012-01-18,-0.01649002809222986
2012-01-19,-0.01796372128580251
