,TQQQ,TECL,TYD,UGL
2010-05-03,1.1705854008149221,0.37585017724012504,1.2811205860209998,0.5037426997606607
2010-05-04,1.211334473070161,0.388595868765037,1.2912852320112114,0.5010286861666059
2010-05-05,1.1388780182796479,0.36155725004705086,1.3497508739869657,0.4717608042556224
2010-05-06,1.1015122786320048,0.3531964764653491,1.1471423721115155,0.45824840443190307
2010-05-07,0.3591908021693189,0.19545112055985875,0.1968766417389618,0.4387900908291738
2010-05-10,0.34504155612680465,0.17507838496966086,0.194321921106326,0.41457234479300337
2010-05-11,0.3450073318374269,0.1747110295296508,0.19425482066159988,0.4176630091569022
2010-05-12,0.3423109334445355,0.17096921916112093,0.19428288203848074,0.40966091010684574
2010-05-13,0.3421631134035482,0.17054839592593443,0.19417429887666637,0.40412523397477373
2010-05-14,0.3405114310418881,0.16805359516094726,0.19380886788845442,0.397680167418209
2010-05-17,0.33807039689026763,0.16550373320179318,0.19373754089098189,0.3681605225396233
2010-05-18,0.3361426079967885,0.16403099947724395,0.19314281033739386,0.383092351070729
2010-05-19,0.33478361035261334,0.16320741299320615,0.1929851315944276,0.37182375240994897
2010-05-20,0.33251554972030545,0.16066936876724483,0.19252635362988416,0.35967786759367754
2010-05-21,0.3309005930502546,0.15894891785226378,0.19201323808779908,0.3526191545701441
2010-05-24,0.3277664086079095,0.1563304618258882,0.19096049921392644,0.34676628716459323
2010-05-25,0.3270307506244458,0.1557017590617822,0.19093296497742449,0.3501295800667625
2010-05-26,0.3234613545141362,0.15280319621552638,0.19070639428372965,0.3496355381094166
2010-05-27,0.3213939523186046,0.15040763983541144,0.1907325169264912,0.3559481426300663
2010-05-28,0.3214366822898404,0.15097555113313835,0.1905998591290891,0.36100154978111204
2010-05-31,0.32060740540816174,0.15008091919183636,0.19072517132710176,0.35687719751470703
2010-06-01,0.3202957526555033,0.149603312392234,0.19077241806383294,0.3525343690334574
2010-06-02,0.3183750785589147,0.14809186560857782,0.1903578495613951,0.352993791883522
2010-06-03,0.3186489027689805,0.1485878259792103,0.1901920068871262,0.3629337726128816
2010-06-04,0.31911709017758544,0.14889787074724947,0.19048468167310595,0.3607069954133086
2010-06-07,0.5692438506185825,0.18639169507243628,0.6344251050219176,0.3571211548106068
2010-06-08,0.6331638483251268,0.20903259600225083,0.7251205030910348,0.3568266236173094
2010-06-09,0.6222892323022424,0.2064326560947657,0.7203321177293347,0.35095490735860635
2010-06-10,0.6203049078483456,0.20652478937626492,0.7093914891822523,0.35187978817495535
2010-06-11,0.6179526787520802,0.20582110920014815,0.7002371727954595,0.35465456435871934
2010-06-14,0.6243910078361837,0.2081264145672159,0.7142885959809765,0.35791959298200265
2010-06-15,0.6331454639022762,0.21160064994344668,0.7041678177221657,0.38026169505484264
2010-06-16,0.6469192874752857,0.21609537708707327,0.7330766319370342,0.3861731966794026
2010-06-17,0.6607100948578758,0.21920825937048624,0.7310048198638172,0.39821691135176635
2010-06-18,0.6769879145518208,0.22489504086685955,0.7383230333696224,0.415202484487122
2010-06-21,0.6903846364919586,0.23042619835899403,0.7696219272264392,0.4320570977374754
2010-06-22,0.7139878048299545,0.23758662039647818,0.8480679280792361,0.44052742416855234
2010-06-23,0.7094260016800414,0.23556028090649805,0.8374796935100944,0.4448310818735537
2010-06-24,0.7378097872228542,0.24215486011739082,0.8340617187972493,0.4367352829532438
2010-06-25,0.7740532527255098,0.25414652744913163,0.8330327143591355,0.4274885641023814
2010-06-28,0.7690382435576675,0.250840785775833,0.8345963243130151,0.42918170069104794
2010-06-29,0.770815247441139,0.2523018380593106,0.8353305504341781,0.4066527827167859
2010-06-30,0.7435204100881901,0.24610035138247527,0.8328612313279927,0.3962846629440277
2010-07-01,0.7496036513353124,0.2470975240744322,0.841869626524125,0.39365645771027136
2010-07-02,0.7282540183067209,0.23952674917137837,0.8188916449850949,0.37693462572550224
2010-07-05,0.7228192979047776,0.23781723715479794,0.8512851786415524,0.3843194102614833
2010-07-06,0.7519983848806744,0.24783507473839944,0.8635826434877631,0.4024022201336816
2010-07-07,0.7398840063737073,0.24406585251361027,0.8740191617396296,0.41979237318990087
2010-07-08,0.7464370312998712,0.24391371482935503,0.880898326660238,0.4327085842424785
2010-07-09,0.766772959001037,0.2508806785269029,0.8917248549526747,0.4353569872010585
2010-07-12,0.7710529102927881,0.2542074438431187,0.9235991338601395,0.4412773869780535
2010-07-13,0.7716986894493624,0.2570895883348964,0.9089773710559416,0.4382830342183611
2010-07-14,0.7723726297151001,0.2558175101901999,0.8386036466208064,0.4459699978150468
2010-07-15,0.7794283838380386,0.256786752493021,0.8132545897645979,0.4344899493147481
2010-07-16,0.7710345101204295,0.25285372629969205,0.8191786265552341,0.433184366067134
2010-07-19,0.7633527148479132,0.25135969639035516,0.8363296457127719,0.43410521348014697
2010-07-20,0.7560736489028227,0.24955697024168305,0.8241819101210277,0.4337507522509444
2010-07-21,0.7583363984796789,0.24821136377243208,0.8272840113102267,0.44319101474452666
2010-07-22,0.7626797131164487,0.24931750905327954,0.8048960342457198,0.43955783649729246
2010-07-23,0.7676724440388536,0.251787630211837,0.8183946540800178,0.43830194988028337
2010-07-26,0.7722358037689948,0.2553276856778956,0.8391605515353082,0.43762348996588424
2010-07-27,0.7795812458212541,0.2583138119399065,0.8448511506076706,0.4350007530316922
2010-07-28,0.7885042477121187,0.26062145958539173,0.8435201015895357,0.4599778099331094
2010-07-29,0.8265589189947972,0.2690017312749471,0.8416514211949223,0.4826113301620236
2010-07-30,0.8222311042630284,0.2693425876453055,0.8433709055270803,0.48613836778239594
2010-08-02,0.8498064499086522,0.28322238434841474,0.8616560610410482,0.5146221365449904
2010-08-03,0.8642213386136599,0.28655743501754927,0.865541977879759,0.5157435159145929
2010-08-04,0.8823172228215719,0.29293084480665066,0.8722554877577924,0.5234986215020397
2010-08-05,0.9281942219611522,0.3061198392058667,0.8958000234230284,0.5317577622046471
2010-08-06,0.9508303109579245,0.31643283826793145,0.905991384414959,0.5316748329213133
2010-08-09,0.9540894820345522,0.3170185841092536,0.89490194197901,0.5416791430328827
2010-08-10,0.9572827503479494,0.3153259293453065,0.8926146031095815,0.5444173317462598
2010-08-11,0.9494194927493699,0.3133973345359637,0.8754661476228888,0.5423934106665858
2010-08-12,0.9545394574517235,0.31639174797336,0.9901746905697387,0.5216648466616546
2010-08-13,0.9461783994601587,0.3151131684163436,1.0361755769354617,0.5534059802374779
2010-08-16,0.9718949352132449,0.3252778632163707,1.0410419146184682,0.5594723386187265
2010-08-17,0.9677725786385317,0.3235556258778056,1.0287445170771905,0.5665200118556416
2010-08-18,0.9681130529255622,0.3223978262197604,1.0028897814881483,0.5712813863663959
2010-08-19,0.9924217291968267,0.33358541806004,0.9930068428513891,0.5605125949780302
2010-08-20,0.9780233743879977,0.33420187707926297,1.0003723800207824,0.5639756906464085
2010-08-23,0.9857905530310609,0.33741851359280534,0.9786931156291432,0.5854034219974148
2010-08-24,0.9799142377765587,0.33498303263339985,0.9722013962106522,0.6130157874768505
2010-08-25,0.9711521075062021,0.3308839719509362,0.9291103252770064,0.5869412325578099
2010-08-26,0.9496212802084587,0.3223453764401581,0.8080800017663979,0.612264659666824
2010-08-27,0.954722679718067,0.3253479202278851,0.7924098901153146,0.6168967409342688
2010-08-30,0.9328940440139128,0.3172924434197352,0.6560627933210426,0.6110772376484612
2010-08-31,0.95749420914867,0.3193328166521869,0.6592926425161568,0.644676325987464
2010-09-01,0.9448609962986836,0.3173561590373815,0.6564173816981316,0.6566089455919075
2010-09-02,0.9358226088873602,0.3120107732728025,0.6001282102532418,0.6543087011955043
2010-09-03,0.9375639479199623,0.31428944940229836,0.5998329504445585,0.6619042097709791
2010-09-06,0.9368798104676744,0.3140446590107797,0.5912419106530981,0.6550516274787498
2010-09-07,0.952248059650659,0.31963793483622194,0.5889796587466459,0.6544079667695124
2010-09-08,0.9531707932340157,0.31888954261956354,0.58526387843329,0.657727728113235
2010-09-09,0.960908752856663,0.32235932939733336,0.5886992507809825,0.6836465551523345
2010-09-10,0.9774334888525665,0.3268957878392088,0.5285268699502826,0.6929853950362853
2010-09-13,0.9967315835118657,0.33196971471291775,0.529161895471744,0.6769468162174299
2010-09-14,0.9969196027544649,0.3310220999538737,0.5236291354954224,0.6708126761965924
2010-09-15,1.016888072847978,0.3323519779393884,0.5241165809006512,0.6298527247423173
2010-09-16,1.0333822485506756,0.33744950475828545,0.5225607413011885,0.6187994733462947
2010-09-17,1.0562475402099556,0.3443780937769539,0.5260707692104778,0.6442988880965129
2010-09-20,1.1067434567603471,0.3553661491417076,0.531557685768356,0.6515189798199763
2010-09-21,1.1046852600896262,0.3530647120387738,0.5326579797869193,0.6528958157038526
2010-09-22,1.1096263936082937,0.35346654855499954,0.5296862338715147,0.6109235244767551
2010-09-23,1.1154759218849575,0.3536144400177264,0.5357169834914658,0.6420932838406898
2010-09-24,1.1190084067130026,0.3527297908091052,0.5579285512179609,0.6359209812932284
2010-09-27,1.133346146614398,0.35869915726471874,0.5643550916426812,0.6404084669217702
2010-09-28,1.2939651428551058,0.3947622455103508,0.6543728633548469,0.6557845046524174
2010-09-29,1.2433569837366036,0.3851404587308456,0.6558587370788221,0.6237818955509216
2010-09-30,1.283844945569343,0.397666657244402,0.6600675965227579,0.6237814227368088
2010-10-01,1.2171041196493684,0.38366992417079204,0.7033732942577132,0.5902283814357219
2010-10-04,1.194838511501195,0.38223912029859003,0.7025544597483242,0.5877383877161437
2010-10-05,1.156738376240345,0.3721167422527773,0.7149258930633553,0.6015726411888422
2010-10-06,1.1517224691571413,0.37110674238588076,0.7279839085894967,0.6059417881787937
2010-10-07,1.120696353642259,0.3593415216983378,0.7317657295806153,0.6054135234926982
2010-10-08,1.123668684579707,0.35732700095655817,0.7491363989966058,0.538529803257134
2010-10-11,1.0927828064910041,0.3495321875501924,0.9498810924008476,0.5439049472158901
2010-10-12,1.094787273265981,0.350065282397836,0.960369199129059,0.5443909207442433
2010-10-13,1.0547721133417158,0.34086714850777516,0.982202341823679,0.5440485962256624
2010-10-14,1.0642513375846465,0.3495744826835995,0.9677579953091022,0.5563209983862062
2010-10-15,1.0679982423611838,0.3490740104325407,0.7408185320044828,0.5607006593301714
2010-10-18,1.0450682613042168,0.34340575099019865,0.7331634788288811,0.5448877447113731
2010-10-19,1.0468807338179589,0.34294354323123766,0.7322842851000924,0.5406237870948287
2010-10-20,1.026953695763921,0.33547348389584014,0.7295082834395874,0.5127781407132929
2010-10-21,1.0220995554558663,0.33416933955778505,0.7372409356779753,0.5335888849006947
2010-10-22,1.0003954988406003,0.33035751171163935,0.7372927349120163,0.48418598033034
2010-10-25,1.0300919264668629,0.34300347306841283,0.7605434206252927,0.48568272788150274
2010-10-26,1.0342582298008365,0.3427717464804481,0.7559812312997313,0.4798671946461516
2010-10-27,1.0198841699775694,0.3405767969928605,0.7535975289539177,0.47133599350849975
2010-10-28,1.0674776653626226,0.3544458068801721,0.7553897848816811,0.4768734105763378
2010-10-29,1.0606783537355304,0.34944535582859576,0.7567515972929046,0.464935522067277
2010-11-01,1.1276697703516236,0.37013436659334736,0.7986426475682066,0.47047076778892527
2010-11-02,1.1228250565342668,0.3647585373517656,0.7915360275696682,0.468120777291649
2010-11-03,1.164114607782807,0.378190774591406,0.7943093929489552,0.46608043817947914
2010-11-04,1.1525663450047359,0.37523859478750154,0.7397856315618717,0.41798146562295946
2010-11-05,1.1905716255821257,0.39213091913998294,0.7381276228443048,0.40908074495755314
2010-11-08,1.2105957176125803,0.3984887593324175,0.7294711290246172,0.43244902088290754
2010-11-09,1.2518423123299114,0.4107335691332897,0.7326216429877386,0.42826940114315415
2010-11-10,1.2261594415804398,0.4007692941569027,0.7209750858488851,0.39009765175747624
2010-11-11,1.262977839942311,0.41263260289168774,0.6591863575866546,0.37704003921175655
2010-11-12,1.2411183471138578,0.40292771512884756,0.6574246764532563,0.3765247712937855
2010-11-15,1.1581333295987093,0.37931160204369224,0.8019035525704411,0.3524033972172825
2010-11-16,1.191064396134778,0.38737848312184664,0.7598781729943545,0.3483655403985857
2010-11-17,1.1360917470539373,0.3750690981403096,0.7149207892143642,0.3364562954190132
2010-11-18,1.169759979987116,0.3840646834004656,0.7047005699540266,0.3416144085904384
2010-11-19,1.179472672608471,0.38747018974018893,0.6981165882857339,0.33997361544176286
2010-11-22,1.234848328495307,0.4043051463222323,0.7006288750784901,0.3539992136223909
2010-11-23,1.227644066285118,0.3997211247611473,0.6934596930552365,0.3490043126708088
2010-11-24,1.2040368732970965,0.3914451507790149,0.684125243659304,0.3465529619298627
2010-11-25,1.2171843552212458,0.39782903003208264,0.6731644106115044,0.34794782971806526
2010-11-26,1.2113730635597935,0.3991427518972126,0.6644405382951958,0.3489923426317279
2010-11-29,1.224552608350903,0.40446872359271524,0.6627246820544365,0.35304278705804926
2010-11-30,1.17759207914191,0.3940785813107162,0.6630613703499879,0.3535267073908569
2010-12-01,1.1981275886298095,0.40402453803162036,0.6637008531784115,0.3535418974808319
2010-12-02,1.1840936560799322,0.39628394812135165,0.6445469717346647,0.3492175619101753
2010-12-03,1.2039750006127428,0.4036673150318533,0.6632746757153279,0.37255149799788034
2010-12-06,1.2070945935139594,0.4041098715250664,0.6577215361404256,0.37733760811437
2010-12-07,1.2075782122131833,0.4040864171593694,0.657435442620424,0.37547971127247176
2010-12-08,1.205954052599698,0.40275713171926203,0.6312047583003461,0.3757490251304174
2010-12-09,1.226512259779482,0.4122971821895387,0.5880927365873373,0.39213086797766483
2010-12-10,1.2508753000454433,0.4187720493355352,0.6197303438350147,0.4040690363509449
2010-12-13,1.2807896959655212,0.4341775903140683,0.6262513058261464,0.40119412034827034
2010-12-14,1.4193390754205915,0.4796625607407731,0.6134449885780793,0.4378472177660353
2010-12-15,1.4225966359629838,0.47715627943724864,0.5869128862955554,0.44700118877102973
2010-12-16,1.4927581558259921,0.4969702148635478,0.5621176188545095,0.4743820464483036
2010-12-17,1.5010367358712327,0.5087437193453249,0.5509166798185714,0.4721929812232504
2010-12-20,1.5442023546016788,0.5257352839232975,0.5435510059945641,0.4699934756276871
2010-12-21,1.5189942185899343,0.5215148398375626,0.523550306504366,0.4719295894858759
2010-12-22,1.546191792612856,0.5339355313905707,0.5159030604711301,0.48473526206496165
2010-12-23,1.6159900423999256,0.5647314568026758,0.5178517098670782,0.49890787607198506
2010-12-24,1.6555995454451302,0.5738075813000626,0.5221811014772648,0.4997772405047458
2010-12-27,1.698272132648036,0.5833358625173972,0.5266209258324062,0.5006511655276379
2010-12-28,1.6493639848050232,0.5789293862620816,0.5230038825871485,0.505261257594103
2010-12-29,1.7876298779870765,0.6171266676584529,0.5145412744868314,0.5192812356196045
2010-12-30,1.8642511957958432,0.632052875813502,0.4441216100803795,0.5225688221034528
2010-12-31,1.9415363937798886,0.6696644768029928,0.445217613261141,0.5381833680990611
2011-01-03,1.9520914429500886,0.6739781839566641,0.43501574998910775,0.5548612283216423
2011-01-04,1.8586977773755335,0.6623053320572682,0.42872304771063574,0.5551018104169783
2011-01-05,1.7883098394714487,0.6442677627097055,0.42733383643000955,0.5474347795827488
2011-01-06,1.7902484802953007,0.6493891158928138,0.4290088629930681,0.5483309188181753
2011-01-07,1.8336080748760664,0.6623707394103453,0.44354797439587,0.5920566109975907
2011-01-10,1.7483651998687018,0.6181514344331962,0.44155114409448604,0.5862378297451762
2011-01-11,1.7303523060353643,0.6076426028209891,0.44092121633602455,0.6052134435585106
2011-01-12,1.7171090662770376,0.6020698655465719,0.44685425123038264,0.5930953618364193
2011-01-13,1.7256092669511267,0.6079641726266942,0.4647497579991059,0.6007902489631122
2011-01-14,1.8088263932223032,0.6282416135149193,0.49000763997087643,0.5901039426173379
2011-01-17,1.827508328566597,0.6377553096644971,0.5003414735068045,0.5885176789818387
2011-01-18,1.8042582029812035,0.630254678065694,0.5060014416547297,0.5884308159120475
2011-01-19,1.844366560116419,0.6239994072160477,0.5191206171698275,0.5950879144808724
2011-01-20,1.7479908096866954,0.5939107608698553,0.5263988792891422,0.5933221814811911
2011-01-21,1.664099932019483,0.562460119388706,0.518208024716705,0.5869828604729819
2011-01-24,1.618030891094471,0.5481225376519014,0.5161281426813161,0.5870999059178763
2011-01-25,1.582733560667382,0.5293360552387446,0.5170219176134144,0.5732245915699858
2011-01-26,1.6309226621143407,0.5380009266474567,0.5047730876242045,0.5585727832971249
2011-01-27,1.6045110034038526,0.5295819943262121,0.5104697463679279,0.5365562368773195
2011-01-28,1.5836701520454206,0.5196916339484194,0.6218516658769282,0.5158037417352603
2011-01-31,1.385444247765929,0.45239310115866505,0.6211272349261854,0.4559652299505367
2011-02-01,1.3431375174470261,0.4472688770812684,0.6519325229428026,0.45008873249974846
2011-02-02,1.349969149712321,0.44650230677493524,0.6791122918126395,0.43618939173236615
2011-02-03,1.3762665482283207,0.45035728393413665,0.6732652565648086,0.44445941558423024
2011-02-04,1.336440262790845,0.43857464856645934,0.6913845755567027,0.4237105429783869
2011-02-07,1.325075445311028,0.43743598704098763,0.6839707804174638,0.4198176454880783
2011-02-08,1.3493609753753912,0.449981450187187,0.7140780179909951,0.4264784211214262
2011-02-09,1.3613713423018001,0.4543612245059977,0.696255238148512,0.42827837042194955
2011-02-10,1.3623636833609065,0.4544576235923411,0.6743646827301716,0.43122980834976166
2011-02-11,1.3526431387473408,0.44935357574254786,0.6826430061879717,0.4299132897377174
2011-02-14,1.341494426766293,0.44812536027183886,0.6825914962169178,0.43317614013094075
2011-02-15,1.3523614833655417,0.4504287333507659,0.6951690565324214,0.44081970180322766
2011-02-16,1.3593646235330052,0.4502968774092296,0.7094442753203449,0.44993862105577664
2011-02-17,1.3705280183038804,0.45655549986462873,0.7163946797507316,0.44339012582273774
2011-02-18,1.409375838812854,0.46644648676599626,0.7192186807392228,0.4451655130032697
2011-02-21,1.442041040942121,0.4797847648317538,0.7540621547271725,0.44486601265033
2011-02-22,1.4603153779484068,0.4856569651288698,0.7667752021652273,0.4450753789378799
2011-02-23,1.4047432062682177,0.4671582126757365,0.7578923782178615,0.4512759357967569
2011-02-24,1.3111772426822241,0.4394140276081097,0.8000441897196777,0.45235576901846253
2011-02-25,1.2661641569260735,0.42489365361211623,0.8066593912041882,0.4366300373713767
2011-02-28,1.263264375848025,0.42763356802822355,0.8310309902605285,0.44781038691295494
2011-03-01,0.6131277980122284,0.20949995201077842,0.3874662391523162,0.22229652117559204
2011-03-02,0.686159710836075,0.23004037069738245,0.4435778274697847,0.25455998613157005
2011-03-03,0.7096442666368802,0.2339129203267793,0.4620280370141492,0.27504181090361857
2011-03-04,0.5442308133430487,0.1800528220872855,0.3707495613872021,0.20961379277194422
2011-03-07,0.5772072993430332,0.18837309773876096,0.39415468751565946,0.24227591439811788
2011-03-08,0.5285889334848195,0.17296244095849175,0.4010173076989671,0.2503810909668795
2011-03-09,0.45153907178390285,0.14651571607165736,0.3513758154999231,0.21873930420435886
2011-03-10,0.5421182647771247,0.17563105583585534,0.4323608564505948,0.2631453203027715
2011-03-11,0.5119971336769279,0.16762563362810493,0.43315856275547937,0.24454142237185522
2011-03-14,0.5229432356704299,0.17105620181347667,0.4544094122969922,0.24747430591177216
2011-03-15,0.5591991213923856,0.18267292771565008,0.5045084403756079,0.2728605616384341
2011-03-16,0.6269260122318816,0.20489954829609683,0.5764891281146288,0.3167185985674623
2011-03-17,0.6023819280626854,0.20164660238517135,0.5338600003891277,0.3213232490500735
2011-03-18,0.5791067779152479,0.194053206314654,0.5149572908061841,0.31804254073414295
2011-03-21,0.6282801292671546,0.20988237309266242,0.5623263139172441,0.3425486788295735
2011-03-22,0.6886695660522455,0.22953526389565762,0.6039970116473158,0.3785831627222683
2011-03-23,0.645556682509934,0.2149063094662913,0.5633209026867072,0.3567132604397902
2011-03-24,0.6529622866095178,0.22127104293870944,0.571989400803144,0.3658983230457633
2011-03-25,0.6283771786911649,0.2150649115533878,0.5558829482171322,0.3279348433616542
2011-03-28,0.6030263101800218,0.20698187555250264,0.5158072244135673,0.3268372390936019
2011-03-29,0.5456501460418697,0.1859563291108967,0.46458846065226905,0.2950119412538427
2011-03-30,0.5054628166458083,0.1726498252810776,0.420302975056221,0.27642370577366826
2011-03-31,0.6469388705537136,0.22099504512476728,0.5384692404918384,0.33614393651640534
2011-04-01,0.6563226219289848,0.2254905625483164,0.5403017622426971,0.339655464163585
2011-04-04,0.6191953042517565,0.2128241614950217,0.5108363255263861,0.3166183125897648
2011-04-05,0.6069421753287364,0.21032110060493703,0.5036864730654652,0.3117827044022536
2011-04-06,0.5921501364546083,0.20611075083657598,0.4792818276486171,0.2804868364992231
2011-04-07,0.6705956021175447,0.24015127212070153,0.540319002547852,0.31502678529087264
2011-04-08,0.6750202758917663,0.2427495305385013,0.5644206682388756,0.3202952181804421
2011-04-11,0.6744617172700046,0.24241847009269574,0.5922143741819968,0.33339409003197523
2011-04-12,0.6164205819865523,0.22426686873201174,0.5450963427219846,0.31201222243568677
2011-04-13,0.8212496051443343,0.29893979139832305,0.7209462711226245,0.39313523353826374
2011-04-14,0.9782944383084752,0.36361330605340836,0.8355674688711495,0.45430934967864267
2011-04-15,1.0471026510800636,0.3868947307175145,0.9393438346585017,0.44495792352776364
2011-04-18,1.1884375514190155,0.4430101977305625,1.0900927133680338,0.5008381681567858
2011-04-19,1.1324426630189615,0.42970796188342314,1.028411068470973,0.49824382702136866
2011-04-20,1.2293266066764383,0.4705788411488222,1.1460245201746342,0.5351216065877301
2011-04-21,1.2297020957000464,0.4657402291101292,1.148725593641176,0.5288284391933523
2011-04-22,1.3025772704049092,0.48447341229215657,1.2032236490842996,0.5298122293152762
2011-04-25,1.2882374404670962,0.4678331396726051,1.147537506784687,0.5432613481784222
2011-04-26,1.3585710660112562,0.4903201396917583,1.2478802639073763,0.5767990685810866
2011-04-27,1.376357258865879,0.49722358463312916,1.273587553211502,0.5819613752110891
2011-04-28,1.3620657123805469,0.49187915999382104,1.2938329094741905,0.5350084683992601
2011-04-29,1.3918389313521442,0.5024244193887362,1.333622659748085,0.552876094567851
2011-05-02,1.3927932629979134,0.5040407064235634,1.353540277969727,0.5093043342779906
2011-05-03,1.404223281109873,0.5082157836692393,1.36821966822006,0.4767649163684212
2011-05-04,1.3993199049741145,0.5051180213206831,1.3786636989450456,0.456693919415472
2011-05-05,1.3645794424357756,0.48850292518852734,1.400239388794515,0.42784443741694755
2011-05-06,1.343336906272368,0.4693197578977042,1.3699327963448475,0.37134856303394675
2011-05-09,1.3400678869907292,0.46704184789645065,1.3282800523183096,0.3677920677151523
2011-05-10,1.3700529736315814,0.4717129337003921,1.3688389702976889,0.3667127033683167
2011-05-11,1.373700719347253,0.4665409481092129,1.3573513741120122,0.36140590552821156
2011-05-12,1.3388606007327255,0.4535412027579032,1.3390057728258062,0.3706361819737976
2011-05-13,1.2871043829936482,0.4311402725274148,1.3510717009192876,0.3546594489815729
2011-05-16,1.3242199512642403,0.4430495485492479,1.389120338766841,0.3480452579790091
2011-05-17,1.2958899090418374,0.4250796524946845,1.4129528914383018,0.3466428749360303
2011-05-18,1.3717067876166253,0.4325995372045255,1.5,0.3465898365664111
2011-05-19,1.363240214594058,0.4304281586600122,1.5,0.346317726224167
2011-05-20,1.3525849477611855,0.4308630915544476,1.4910498813804816,0.3475315037520111
2011-05-23,1.3444575912547725,0.4297637556675992,1.4426713799898445,0.3365803911504962
2011-05-24,1.3281973859177412,0.4266222466114097,1.4353964369668921,0.33671762915805475
2011-05-25,1.3268323325690814,0.42609576826322243,1.3889666072063187,0.33746850665780403
2011-05-26,1.3209558898451508,0.4263585505473305,1.3699586802099466,0.33923858063215795
2011-05-27,1.3230147391378506,0.42789879228210514,1.3989854346829964,0.34660612439358834
2011-05-30,1.32576808917039,0.4287515950303779,1.3969444278912164,0.3493391199544946
2011-05-31,1.3276394625427044,0.4301515960047724,1.4077464358939138,0.36246788925204443
2011-06-01,1.3149959180435902,0.4278075774758235,1.3892402159533253,0.38516078905737877
2011-06-02,1.284249443958403,0.4114344529285204,1.3380237691439705,0.39024841570836544
2011-06-03,1.3089359013219062,0.42038916803997234,1.2886089910254668,0.40247554901724636
2011-06-06,1.3378767882948561,0.42861172515768853,1.2309506447219478,0.4761226626881138
2011-06-07,1.3687458616431347,0.43562674160508885,1.2921017087905453,0.48352042931105754
2011-06-08,1.3774036093030837,0.44016546551010716,1.1918835719625218,0.48301562195444897
2011-06-09,1.3693392146820247,0.4411826547401025,1.1704260371699238,0.4830965143672072
2011-06-10,1.4257800284993307,0.46426318615799994,0.7844150304701109,0.4892665068326657
2011-06-13,1.4642301150350896,0.47969179314101523,0.7819791111730154,0.5094935689949206
2011-06-14,1.4605585210343826,0.47589103184441034,0.7761750390807466,0.5415897333151037
2011-06-15,1.5311488219839258,0.5040819471141571,0.7780541775777815,0.5542233930569206
2011-06-16,1.44699283278754,0.49230015501609076,0.7641092716806368,0.5533656819141654
2011-06-17,1.3864443661018107,0.4666779853269721,0.7505175273049974,0.5504433114034998
2011-06-20,1.3570919720596386,0.45424664274454885,0.7576984494150464,0.5465660258505516
2011-06-21,1.3409370300820072,0.45031512010193914,0.7475540624617775,0.5846693777165138
2011-06-22,1.2880907478598624,0.4313455045816406,0.7462989123797912,0.590209015861815
2011-06-23,1.2658538214220392,0.42448732293567965,0.7423649655665272,0.5780602928675632
2011-06-24,1.2280921748719777,0.4105682097189573,0.7444769004564621,0.5625903827994927
