Date,net_ret,gross_ret,cost,turnover,trigger_count
2010-05-21,0.0,0.0,0.0,0.0,2.4
2010-05-24,0.0,0.0,0.0,0.0,2.6
2010-05-25,-0.0002181015285074,-0.0002181015285074,0.0,0.0,2.8
2010-05-26,0.0002184296910332,0.0002184296910332,0.0,0.0,3.0
2010-05-27,3.530528980277836e-08,3.530528980277836e-08,0.0,0.0,2.6
2010-05-28,-3.158278764070488e-07,-3.158278764070488e-07,0.0,0.0,2.6
2010-06-01,-0.0002181015285074,-0.0002181015285074,0.0,0.0,2.6
2010-06-02,2.805226761992685e-07,2.805226761992685e-07,0.0,0.0,2.4
2010-06-03,3.530528980277836e-08,3.530528980277836e-08,0.0,0.0,2.0
2010-06-04,-3.5305288692555337e-08,-3.5305288692555337e-08,0.0,0.0,2.4
2010-06-07,0.0002178685233678,0.0002178685233678,0.0,0.0,2.4
2010-06-08,2.805226764213131e-07,2.805226764213131e-07,0.0,0.0,2.4
2010-06-09,0.0002180183471462,0.0002180183471462,0.0,0.0,2.6
2010-06-10,-0.0002179708255072,-0.0002179708255072,0.0,0.0,3.0
2010-06-11,0.0,0.0,0.0,0.0,2.8
2010-06-14,0.0002180536601332,0.0002180536601332,0.0,0.0,2.6
2010-06-15,-0.0002179708255072,-0.0002179708255072,0.0,0.0,2.2
2010-06-16,0.0,0.0,0.0,0.0,1.8
2010-06-17,-0.00025,0.0,0.00025,0.5,1.4
2010-06-18,0.0025786593436082,0.0028286593436082,0.00025,0.5,1.0
2010-06-21,-0.0058886927983825,-0.0058886927983825,0.0,0.0,0.6
2010-06-22,-0.00143732728428,-0.00118732728428,0.00025,0.5,0.6
2010-06-23,0.0058998158590095,0.0058998158590095,0.0,0.0,0.6
2010-06-24,0.0044499335402111,0.0044499335402111,0.0,0.0,0.6
2010-06-25,-0.0024926036525641,-0.0024926036525641,0.0,0.0,0.8
2010-06-28,0.00899251469106,0.00899251469106,0.0,0.0,1.0
2010-06-29,-0.004506837202055,-0.004256837202055,0.00025,0.5,1.4
2010-06-30,-0.0004014777575326,-0.0004014777575326,0.0,0.0,1.8
2010-07-01,-0.0004275567877876,-0.0001775567877876,0.00025,0.5,2.2
2010-07-02,-0.0061520710541918,-0.0059020710541918,0.00025,0.5,2.4
2010-07-06,0.0002184650040348,0.0002184650040348,0.0,0.0,2.4
2010-07-07,0.0,0.0,0.0,0.0,2.0
2010-07-08,-0.0002184172875012,-0.0002184172875012,0.0,0.0,1.6
2010-07-09,-0.000249684172024,3.158279759940541e-07,0.00025,0.5,1.2
2010-07-12,-0.0004432705431045,-0.0001932705431045,0.00025,0.5,1.0
2010-07-13,0.0002804590422021,0.0002804590422021,0.0,0.0,1.0
2010-07-14,-0.0022409716008742,-0.0022409716008742,0.0,0.0,1.0
2010-07-15,0.0079270899507491,0.0079270899507491,0.0,0.0,1.0
2010-07-16,-0.0022681962837165,-0.0022681962837165,0.0,0.0,1.0
2010-07-19,-0.0004283250917734,-0.0004283250917734,0.0,0.0,1.0
2010-07-20,0.0015503826397359,0.0015503826397359,0.0,0.0,1.0
2010-07-21,0.0015765519229912,0.0015765519229912,0.0,0.0,1.0
2010-07-22,0.002134345475434,0.002134345475434,0.0,0.0,1.0
2010-07-23,0.0002661285672162,0.0002661285672162,0.0,0.0,1.0
2010-07-26,-0.0097349020385556,-0.0097349020385556,0.0,0.0,0.8
2010-07-27,-0.0089364924307609,-0.0086864924307609,0.0002499999999999,0.4999999999999998,0.6
2010-07-28,-0.0103514864717669,-0.0103514864717669,0.0,0.0,0.4
2010-07-29,0.0006299505837252,0.0008799505837252,0.00025,0.5,0.4
2010-07-30,0.0309519077932228,0.0309519077932228,0.0,0.0,0.4
2010-08-02,0.0029062745268846,0.0029312177849174,2.494325803276405e-05,0.0498865160655281,0.4
2010-08-03,0.0008769703323269,0.0008769703323269,0.0,0.0,0.4
2010-08-04,0.0113506220333476,0.0113506220333476,0.0,0.0,0.4
2010-08-05,-0.0028108927094412,-0.0028108927094412,0.0,0.0,0.2
2010-08-06,0.0155777037115362,0.0155777037115362,0.0,0.0,0.0
2010-08-09,0.0001221352330022,0.0001221352330022,0.0,0.0,0.0
2010-08-10,-0.0034121972984127,-0.0034121972984127,0.0,0.0,0.0
2010-08-11,0.019952640803864,0.019952640803864,0.0,0.0,0.4
2010-08-12,0.0179313159980299,0.0179313159980299,0.0,0.0,0.8
2010-08-13,-0.0003840934756372,-0.0001340934756372,0.00025,0.5,1.2
2010-08-16,0.0281719557362163,0.0284219557362163,0.00025,0.5,1.6
2010-08-17,0.0008281171576258,0.0010781171576258,0.00025,0.5,1.8
2010-08-18,-0.0004495971708376,-0.0004495971708376,0.0,0.0,1.6
2010-08-19,0.000288205987819,0.000288205987819,0.0,0.0,1.4
2010-08-20,0.0035208459657962,0.0037708459657962,0.00025,0.5,1.2
2010-08-23,-0.0053731555049336,-0.0053731555049336,0.0,0.0,1.0
2010-08-24,0.0065686429669898,0.0065686429669898,0.0,0.0,1.2
2010-08-25,0.0164897290974695,0.0164897290974695,0.0,0.0,1.4
2010-08-26,-0.0085669594507533,-0.0085669594507533,0.0,0.0,1.6
2010-08-27,-6.228045998545262e-05,0.0001877195400145,0.00025,0.5,1.6
2010-08-30,-0.0046088134447675,-0.0046088134447675,0.0,0.0,1.8
2010-08-31,0.0082814901857157,0.0082814901857157,0.0,0.0,1.8
2010-09-01,-0.0029851126168206,-0.0029786378739959,6.47474282466769e-06,0.0129494856493353,1.8
2010-09-02,-0.0048304384647259,-0.0048304384647259,0.0,0.0,1.6
2010-09-03,-0.0091288569510085,-0.0091288569510085,0.0,0.0,1.6
2010-09-07,0.0091421937119408,0.0091421937119408,0.0,0.0,1.4
2010-09-08,-0.0003150415903034,-6.504159030348363e-05,0.00025,0.5,1.2
2010-09-09,-0.0098326455193219,-0.0098326455193219,0.0,0.0,1.0
2010-09-10,-0.0124283172649415,-0.0124283172649415,0.0,0.0,0.8
2010-09-13,-0.0017514552202065,-0.0015014552202065,0.00025,0.5,0.6
2010-09-14,0.022944717535093,0.022944717535093,0.0,0.0,0.4
2010-09-15,0.0018679501255562,0.0021179501255562,0.00025,0.5,0.2
2010-09-16,-0.009888723586308,-0.009888723586308,0.0,0.0,0.0
2010-09-17,0.005002105912622,0.005002105912622,0.0,0.0,0.0
2010-09-20,0.0059656932109305,0.0059656932109305,0.0,0.0,0.0
2010-09-21,0.0064563170351549,0.0064563170351549,0.0,0.0,0.0
2010-09-22,0.0352334138654059,0.0352334138654059,0.0,0.0,0.0
2010-09-23,0.0075001629150371,0.0075001629150371,0.0,0.0,0.0
2010-09-24,-0.015400119776219,-0.015400119776219,0.0,0.0,0.0
2010-09-27,0.0084527775780727,0.0084527775780727,0.0,0.0,0.0
2010-09-28,0.006632229608498,0.006632229608498,0.0,0.0,0.0
2010-09-29,0.0175046284064333,0.0175046284064333,0.0,0.0,0.0
2010-09-30,-0.008392557588215,-0.008392557588215,0.0,0.0,0.0
2010-10-01,-0.0048408015453133,-0.0046201167974592,0.000220684747854,0.4413694957081167,0.0
2010-10-04,-4.9608889463828576e-05,-4.9608889463828576e-05,0.0,0.0,0.0
2010-10-05,0.012009088735434,0.012009088735434,0.0,0.0,0.0
2010-10-06,0.0187670365282174,0.0187670365282174,0.0,0.0,0.0
2010-10-07,0.0072215520070822,0.0072215520070822,0.0,0.0,0.0
2010-10-08,-0.0095610486102724,-0.0095610486102724,0.0,0.0,0.0
2010-10-11,8.61564833112261e-05,8.61564833112261e-05,0.0,0.0,0.0
2010-10-12,0.0065062493588005,0.0065062493588005,0.0,0.0,0.0
2010-10-13,-0.0036594469646506,-0.0036594469646506,0.0,0.0,0.0
2010-10-14,0.0140851046866331,0.0140851046866331,0.0,0.0,0.0
2010-10-15,-0.010726332796511,-0.010726332796511,0.0,0.0,0.0
2010-10-18,0.0029946793443431,0.0029946793443431,0.0,0.0,0.0
2010-10-19,-0.0259718556095353,-0.0259718556095353,0.0,0.0,0.0
2010-10-20,0.0064226000322102,0.0064226000322102,0.0,0.0,0.0
2010-10-21,0.0089331507492561,0.0089331507492561,0.0,0.0,0.0
2010-10-22,-0.0185885732583005,-0.0185885732583005,0.0,0.0,0.0
2010-10-25,0.0248733640729206,0.0248733640729206,0.0,0.0,0.0
2010-10-26,-0.0199016968473185,-0.0199016968473185,0.0,0.0,0.0
2010-10-27,-0.0085630490198395,-0.0085630490198395,0.0,0.0,0.0
2010-10-28,0.0079168801791492,0.0079168801791492,0.0,0.0,0.0
2010-10-29,0.0090299890345776,0.0090299890345776,0.0,0.0,0.0
2010-11-01,0.0178855652097354,0.0179467898085478,6.122459881245306e-05,0.1224491976249061,0.0
2010-11-02,-0.0023656753831314,-0.0023656753831314,0.0,0.0,0.0
2010-11-03,0.0101245863692229,0.0101245863692229,0.0,0.0,0.0
2010-11-04,0.0130410560377307,0.0130410560377307,0.0,0.0,0.0
2010-11-05,0.0002574083591083,0.0002574083591083,0.0,0.0,0.0
2010-11-08,0.0009654577236261,0.0009654577236261,0.0,0.0,0.0
2010-11-09,0.013308601302393,0.013308601302393,0.0,0.0,0.0
2010-11-10,-0.0265107632918669,-0.0265107632918669,0.0,0.0,0.0
2010-11-11,0.001118544732893,0.001118544732893,0.0,0.0,0.0
2010-11-12,-0.0107142380554753,-0.0107142380554753,0.0,0.0,0.0
2010-11-15,-0.0275835086458654,-0.0275835086458654,0.0,0.0,0.0
2010-11-16,-0.0202337945534826,-0.0202337945534826,0.0,0.0,0.0
2010-11-17,-0.0028597476252147,-0.0028597476252147,0.0,0.0,0.0
2010-11-18,0.0046525933400172,0.0046525933400172,0.0,0.0,0.0
2010-11-19,0.0017709896350258,0.0017709896350258,0.0,0.0,0.0
2010-11-22,0.0128114897821994,0.0128114897821994,0.0,0.0,0.0
2010-11-23,0.0151136733904915,0.0151136733904915,0.0,0.0,0.0
2010-11-24,-0.0042675175938768,-0.0042675175938768,0.0,0.0,0.0
2010-11-26,-0.0111551398518403,-0.0111551398518403,0.0,0.0,0.0
2010-11-29,0.0103208375103527,0.0103208375103527,0.0,0.0,0.0
2010-11-30,0.014929071720219,0.014929071720219,0.0,0.0,0.4
2010-12-01,-0.0130564537847929,-0.012983215994684,7.323779010884271e-05,0.1464755802176854,0.4
2010-12-02,-0.002780068222334,-0.002780068222334,0.0,0.0,0.4
2010-12-03,0.0122017696529559,0.0122017696529559,0.0,0.0,0.4
2010-12-06,0.0035274456887574,0.0035274456887574,0.0,0.0,0.4
2010-12-07,-0.0004542429360513,-0.0004542429360513,0.0,0.0,0.0
2010-12-08,-0.0367594885916478,-0.0367594885916478,0.0,0.0,0.0
2010-12-09,0.00354995984376,0.00354995984376,0.0,0.0,0.0
2010-12-10,-0.0086573493724322,-0.0086573493724322,0.0,0.0,0.0
2010-12-13,0.0003414702723762,0.0003414702723762,0.0,0.0,0.0
2010-12-14,-0.0054221249333105,-0.0054221249333105,0.0,0.0,0.0
2010-12-15,-0.0092781056578875,-0.0092781056578875,0.0,0.0,0.0
2010-12-16,-0.0177251194162544,-0.0177251194162544,0.0,0.0,0.0
2010-12-17,0.0168358417113624,0.0168358417113624,0.0,0.0,0.0
2010-12-20,0.023977197424873,0.023977197424873,0.0,0.0,0.0
2010-12-21,-0.0041584724120029,-0.0041584724120029,0.0,0.0,0.0
2010-12-22,0.0041021681273592,0.0041021681273592,0.0,0.0,0.0
2010-12-23,-0.011609833249276,-0.011609833249276,0.0,0.0,0.0
2010-12-27,-0.0057653004817651,-0.0057653004817651,0.0,0.0,0.0
2010-12-28,0.0174802201029697,0.0174802201029697,0.0,0.0,0.0
2010-12-29,-0.0128984608280974,-0.0128984608280974,0.0,0.0,0.0
2010-12-30,0.0132007235805904,0.0132007235805904,0.0,0.0,0.0
2010-12-31,0.0028920779284454,0.0028920779284454,0.0,0.0,0.0
2011-01-03,0.0018177866414669,0.0023074380733032,0.0004896514318363,0.9793028636726206,0.0
2011-01-04,-0.0022563464256216,-0.0022563464256216,0.0,0.0,0.0
2011-01-05,-0.0250012531235475,-0.0250012531235475,0.0,0.0,0.0
2011-01-06,0.0175423891150869,0.0175423891150869,0.0,0.0,0.0
2011-01-07,0.0007674705282908,0.0007674705282908,0.0,0.0,0.0
2011-01-10,-0.0034677955379839,-0.0034677955379839,0.0,0.0,0.0
2011-01-11,0.0178267761658975,0.0178267761658975,0.0,0.0,0.0
2011-01-12,0.002615991226444,0.002615991226444,0.0,0.0,0.0
2011-01-13,0.0086089156324172,0.0086089156324172,0.0,0.0,0.0
2011-01-14,-0.0146071975182217,-0.0146071975182217,0.0,0.0,0.0
2011-01-18,0.0009710774795641,0.0009710774795641,0.0,0.0,0.0
2011-01-19,0.0197876055826332,0.0197876055826332,0.0,0.0,0.0
2011-01-20,-0.035861625936197,-0.035861625936197,0.0,0.0,0.0
2011-01-21,-0.003797808454085,-0.003797808454085,0.0,0.0,0.0
2011-01-24,-0.0118399115733972,-0.0118399115733972,0.0,0.0,0.0
2011-01-25,0.0002762283589837,0.0002762283589837,0.0,0.0,0.0
2011-01-26,0.010690195555973,0.010690195555973,0.0,0.0,0.0
2011-01-27,0.0106440650603829,0.0106440650603829,0.0,0.0,0.0
2011-01-28,-0.0117706783674305,-0.0117706783674305,0.0,0.0,0.0
2011-01-31,-0.0190964037526197,-0.0190964037526197,0.0,0.0,0.0
2011-02-01,0.0202724885403614,0.0202955370965779,2.3048556216563263e-05,0.0460971124331265,0.0
2011-02-02,0.0091210664414275,0.0091210664414275,0.0,0.0,0.0
2011-02-03,-0.0035741702133179,-0.0035741702133179,0.0,0.0,0.0
2011-02-04,0.0165873246326683,0.0165873246326683,0.0,0.0,0.0
2011-02-07,0.0066455443563031,0.0066455443563031,0.0,0.0,0.0
2011-02-08,0.0116602942549582,0.0116602942549582,0.0,0.0,0.0
2011-02-09,0.007180801676766,0.007180801676766,0.0,0.0,0.0
2011-02-10,-0.0136187385909148,-0.0136187385909148,0.0,0.0,0.0
2011-02-11,0.0110830844382599,0.0110830844382599,0.0,0.0,0.0
2011-02-14,0.0105980596448656,0.0105980596448656,0.0,0.0,0.0
2011-02-15,0.0064991625898695,0.0064991625898695,0.0,0.0,0.0
2011-02-16,0.0059848530603859,0.0059848530603859,0.0,0.0,0.0
2011-02-17,0.0023115791552132,0.0023115791552132,0.0,0.0,0.0
2011-02-18,0.0080439849600684,0.0080439849600684,0.0,0.0,0.0
2011-02-22,-0.0064091886897545,-0.0064091886897545,0.0,0.0,0.2
2011-02-23,-0.019004498002752,-0.019004498002752,0.0,0.0,0.4
2011-02-24,0.000551648586026,0.000551648586026,0.0,0.0,0.6
2011-02-25,0.0041605527786323,0.0044105527786323,0.00025,0.5,0.8
2011-02-28,0.0124692620878624,0.0124692620878624,0.0,0.0,0.8
2011-03-01,0.0057347329102953,0.0057559012764305,2.1168366135234982e-05,0.0423367322704699,0.8
2011-03-02,-0.0077144755789024,-0.0077144755789024,0.0,0.0,0.8
2011-03-03,0.0050283229346644,0.0050283229346644,0.0,0.0,0.6
2011-03-04,0.0074590145838965,0.0074590145838965,0.0,0.0,0.4
2011-03-07,0.0071065593079625,0.0073565593079625,0.00025,0.5,0.6
2011-03-08,-0.0252888229943292,-0.0250388229943292,0.00025,0.5,0.6
2011-03-09,0.0031525938687168,0.0031525938687168,0.0,0.0,0.6
2011-03-10,-0.0189538878685171,-0.0189538878685171,0.0,0.0,0.8
2011-03-11,-0.01414815391766,-0.01414815391766,0.0,0.0,1.2
2011-03-14,0.0154498143932982,0.0156998143932982,0.00025,0.5,1.4
2011-03-15,-0.0279023109549405,-0.0279023109549405,0.0,0.0,1.6
2011-03-16,0.0079307696346701,0.0081807696346701,0.00025,0.5,1.8
2011-03-17,-6.382372546508646e-05,-6.382372546508646e-05,0.0,0.0,2.0
2011-03-18,0.0036719411122423,0.0039219411122423,0.00025,0.5,2.0
2011-03-21,0.0,0.0,0.0,0.0,1.8
2011-03-22,-0.0004680662309178,-0.0002180662309178,0.00025,0.5,1.4
2011-03-23,-0.0008116917730154,-0.0005616917730154,0.00025,0.5,1.0
2011-03-24,0.0112160651968819,0.0112160651968819,0.0,0.0,0.6
2011-03-25,0.0061900280772069,0.0064400280772069,0.00025,0.5,0.2
2011-03-28,-0.0083946833399253,-0.0081446833399253,0.00025,0.5,0.0
2011-03-29,-0.010662225034664,-0.010662225034664,0.0,0.0,0.0
2011-03-30,0.023807607201196,0.023807607201196,0.0,0.0,0.0
2011-03-31,0.0048394873167279,0.0048394873167279,0.0,0.0,0.0
2011-04-01,-9.389726055862746e-05,-2.369662467444078e-06,9.152759809118338e-05,0.1830551961823667,0.0
2011-04-04,0.0095594153022086,0.0095594153022086,0.0,0.0,0.0
2011-04-05,-0.0112757147507627,-0.0112757147507627,0.0,0.0,0.0
2011-04-06,0.0281882689506157,0.0281882689506157,0.0,0.0,0.0
2011-04-07,-0.0060303318943361,-0.0060303318943361,0.0,0.0,0.0
2011-04-08,0.0126706088688436,0.0126706088688436,0.0,0.0,0.0
2011-04-11,-0.0057556412560247,-0.0057556412560247,0.0,0.0,0.0
2011-04-12,-0.0144408562898291,-0.0144408562898291,0.0,0.0,0.0
2011-04-13,0.000972563970626,0.000972563970626,0.0,0.0,0.0
2011-04-14,-0.0051937490072987,-0.0051937490072987,0.0,0.0,0.0
2011-04-15,0.0126909442486636,0.0126909442486636,0.0,0.0,0.0
2011-04-18,0.0033819719365847,0.0033819719365847,0.0,0.0,0.0
2011-04-19,0.0086268469523992,0.0086268469523992,0.0,0.0,0.0
2011-04-20,0.0236620473016455,0.0236620473016455,0.0,0.0,0.0
2011-04-21,0.0153993266315615,0.0153993266315615,0.0,0.0,0.0
2011-04-25,0.0058123730487199,0.0058123730487199,0.0,0.0,0.0
2011-04-26,-0.0043558627986252,-0.0043558627986252,0.0,0.0,0.0
2011-04-27,0.0112606519500779,0.0112606519500779,0.0,0.0,0.0
2011-04-28,0.0165018638580537,0.0165018638580537,0.0,0.0,0.0
2011-04-29,0.0039522773573631,0.0039522773573631,0.0,0.0,0.0
2011-05-02,0.0140595449635669,0.0140659208390311,6.375875464151693e-06,0.0127517509283033,0.0
2011-05-03,-0.0111042874095872,-0.0111042874095872,0.0,0.0,0.0
2011-05-04,-0.007488626512255,-0.007488626512255,0.0,0.0,0.0
2011-05-05,-0.029859695148503,-0.029859695148503,0.0,0.0,0.0
2011-05-06,-0.0039343875748986,-0.0039343875748986,0.0,0.0,0.0
2011-05-09,0.0073363032992573,0.0073363032992573,0.0,0.0,0.0
2011-05-10,0.0085754114742915,0.0085754114742915,0.0,0.0,0.0
2011-05-11,0.0035791783103935,0.0035791783103935,0.0,0.0,0.0
2011-05-12,-0.0189568908771061,-0.0189568908771061,0.0,0.0,0.0
2011-05-13,0.013181705599962,0.013181705599962,0.0,0.0,0.0
2011-05-16,-0.0194111667300672,-0.0194111667300672,0.0,0.0,0.0
2011-05-17,-0.0287033045800808,-0.0287033045800808,0.0,0.0,0.0
2011-05-18,0.0167962959544574,0.0167962959544574,0.0,0.0,0.0
2011-05-19,0.0077708765580802,0.0077708765580802,0.0,0.0,0.0
2011-05-20,0.0041675959849644,0.0041675959849644,0.0,0.0,0.0
2011-05-23,-0.007985632237138,-0.007985632237138,0.0,0.0,0.0
2011-05-24,0.0120721637935827,0.0120721637935827,0.0,0.0,0.0
2011-05-25,-0.0067022380209041,-0.0067022380209041,0.0,0.0,0.0
2011-05-26,-0.0005476503381137,-0.0005476503381137,0.0,0.0,0.0
2011-05-27,0.0137528612978808,0.0137528612978808,0.0,0.0,0.0
2011-05-31,0.0178525275790739,0.0178525275790739,0.0,0.0,0.2
2011-06-01,0.0019922353100615,0.0020491940359874,5.6958725925867485e-05,0.1139174518517349,0.4
2011-06-02,-0.0149021351305273,-0.0149021351305273,0.0,0.0,0.6
2011-06-03,-0.0100734273208441,-0.0098234273208441,0.00025,0.5,0.8
2011-06-06,-0.0017569255592646,-0.0017569255592646,0.0,0.0,1.0
2011-06-07,-0.0035028608084265,-0.0032528608084265,0.00025,0.5,1.0
2011-06-08,-0.0055248616807453,-0.0055248616807453,0.0,0.0,1.0
2011-06-09,-0.0029834806909608,-0.0029834806909608,0.0,0.0,1.0
2011-06-10,-0.0044553044790477,-0.0044553044790477,0.0,0.0,1.0
2011-06-13,-0.0060536148673116,-0.0060536148673116,0.0,0.0,1.2
2011-06-14,-0.0004059945258879,-0.0004059945258879,0.0,0.0,1.2
2011-06-15,-0.0002959913931081,-0.0002959913931081,0.0,0.0,1.4
2011-06-16,-0.0023387850304083,-0.0023387850304083,0.0,0.0,1.6
2011-06-17,0.0021800274746854,0.0024300274746854,0.00025,0.5,1.8
2011-06-20,-0.0015865843913996,-0.0015865843913996,0.0,0.0,1.8
2011-06-21,0.0030908676356554,0.0030908676356554,0.0,0.0,1.8
2011-06-22,0.0044232587091067,0.0044232587091067,0.0,0.0,1.6
2011-06-23,-0.0071306705463,-0.0071306705463,0.0,0.0,1.4
2011-06-24,0.0020972450176919,0.0023472450176919,0.00025,0.5,1.4
2011-06-27,-0.0123928185496839,-0.0123928185496839,0.0,0.0,1.4
2011-06-28,0.0093058068557354,0.0093058068557354,0.0,0.0,1.4
2011-06-29,0.009731516229828,0.009731516229828,0.0,0.0,1.4
2011-06-30,0.0038476606013744,0.0038476606013744,0.0,0.0,1.2
2011-07-01,-0.0024582325657011,-0.0024457299009736,1.250266472748704e-05,0.025005329454974,0.8
2011-07-05,0.0141354498072474,0.0143854498072474,0.00025,0.5,0.4
2011-07-06,0.0114497294314008,0.0116997294314008,0.00025,0.5,0.2
2011-07-07,0.0129743597567064,0.0129743597567064,0.0,0.0,0.0
2011-07-08,0.0074004107590244,0.0074004107590244,0.0,0.0,0.0
2011-07-11,0.0026028013765537,0.0026028013765537,0.0,0.0,0.0
2011-07-12,-0.0083920805881099,-0.0083920805881099,0.0,0.0,0.2
2011-07-13,0.0167611946538672,0.0167611946538672,0.0,0.0,0.4
2011-07-14,0.0074099776278916,0.0074099776278916,0.0,0.0,0.6
2011-07-15,-0.0070509347599963,-0.0068009347599963,0.00025,0.5,0.6
2011-07-18,0.0052720529861764,0.0052720529861764,0.0,0.0,0.8
2011-07-19,0.0097564912760734,0.0097564912760734,0.0,0.0,0.6
2011-07-20,0.0021105020810337,0.0021105020810337,0.0,0.0,0.4
2011-07-21,0.0024961070466776,0.0027461070466776,0.00025,0.5,0.2
2011-07-22,0.0053220480912954,0.0053220480912954,0.0,0.0,0.2
2011-07-25,0.0135886940192315,0.0135886940192315,0.0,0.0,0.0
2011-07-26,0.0003636059313071,0.0003636059313071,0.0,0.0,0.2
2011-07-27,0.0070679335128088,0.0070679335128088,0.0,0.0,0.4
2011-07-28,-0.024902696692814,-0.024902696692814,0.0,0.0,0.6
2011-07-29,-0.0002478358863829,2.164113617047006e-06,0.00025,0.5,0.8
2011-08-01,0.0063267079918552,0.0066354366695214,0.0003087286776661,0.6174573553323085,1.2
2011-08-02,0.0057997643602938,0.0060497643602938,0.0002499999999999,0.4999999999999998,1.6
2011-08-03,0.0046421473575657,0.0048921473575657,0.00025,0.5,2.0
2011-08-04,0.0009921205718423,0.0012421205718423,0.00025,0.5,2.4
2011-08-05,0.0,0.0,0.0,0.0,2.8
2011-08-08,-0.0002181015285074,-0.0002181015285074,0.0,0.0,3.0
2011-08-09,0.0002181491071611,0.0002181491071611,0.0,0.0,3.0
2011-08-10,-0.0002181015285074,-0.0002181015285074,0.0,0.0,3.0
2011-08-11,0.0,0.0,0.0,0.0,3.0
2011-08-12,0.0002181491071611,0.0002181491071611,0.0,0.0,3.0
2011-08-15,-0.0002181015285074,-0.0002181015285074,0.0,0.0,3.0
2011-08-16,0.0002181491071611,0.0002181491071611,0.0,0.0,3.0
2011-08-17,0.0,0.0,0.0,0.0,3.0
2011-08-18,5.485760710133292e-07,5.485760710133292e-07,0.0,0.0,3.0
