Date,return
2008-05-13,0.00043206568164349727
2008-05-14,0.004114296354826315
2008-05-15,0.0070074691198768625
2008-05-16,0.0043559881062565035
2008-05-19,0.006168829498475887
2008-05-20,0.002993058716730679
2008-05-21,-0.001926350299982931
2008-05-22,-0.006177897542890999
2008-05-23,-0.007898930366097111
2008-05-27,-0.006314216353276509
2008-05-28,-0.0023562339293205885
2008-05-29,-0.0014172952413519812
2008-05-30,0.0016991605355471623
2008-06-02,-0.007467594003011128
2008-06-03,-0.006000372519817651
2008-06-04,-0.005746280341761889
2008-06-05,0.004028493280992786
2008-06-06,-0.0029507037528326546
2008-06-09,0.0029126002490338456
2008-06-10,-0.006094538134084372
2008-06-11,-0.0010637687689046202
2008-06-12,-0.006406070963343379
2008-06-13,-0.0015277132259167272
2008-06-16,-0.00882178970644164
2008-06-17,0.002836913431926472
2008-06-18,-0.0025398879859792806
2008-06-19,-0.008040299165151346
2008-06-20,-0.016297705657463486
2008-06-23,-0.010645823256705782
2008-06-24,-0.010287868536047528
2008-06-25,0.0026869485965270797
2008-06-26,-0.007522902434544232
2008-06-27,-0.00854157228365444
2008-06-30,0.002461159827300703
2008-07-01,-0.001749830015365226
2008-07-02,0.0012479355355198788
2008-07-03,-0.0015769874200388869
2008-07-07,-0.001383009998797591
2008-07-08,0.004579937004273622
2008-07-09,0.0011646695476783496
2008-07-10,-3.749033114225155e-05
2008-07-11,-0.0032640455830798684
2008-07-14,-0.0003512942469672322
2008-07-15,-0.004103146320808456
2008-07-16,-0.0012687127182793422
2008-07-17,-0.004586647044733821
2008-07-18,0.0042626543604625255
2008-07-21,0.00534767012850483
2008-07-22,-0.002165438229212943
2008-07-23,-0.0055088715729353895
2008-07-24,0.0028793484890021303
2008-07-25,-0.0012444316892298456
2008-07-28,0.0032384199053921755
2008-07-29,-0.0028938697232197223
2008-07-30,0.006953879126254717
2008-07-31,0.0009321801170582207
2008-08-01,-0.0044002132860669636
2008-08-04,-0.0056485549318366695
2008-08-05,0.0022823668052078115
2008-08-06,-0.007366299154857687
2008-08-07,0.004340066270941214
2008-08-08,0.0016178534328675624
2008-08-11,-0.008012596616209115
2008-08-12,0.0061232343249198705
2008-08-13,-0.00013291932885791698
2008-08-14,0.007776015214890382
2008-08-15,0.005770197155861254
2008-08-18,-0.003384483488160928
2008-08-19,0.000963470500786749
2008-08-20,-0.0008481351008856379
2008-08-21,-0.0014071367671523484
2008-08-22,0.0010805046956794228
2008-08-25,0.00029210027524621894
2008-08-26,-0.00228568212648893
2008-08-27,0.0014746658351976836
2008-08-28,0.0011898543672140326
2008-08-29,0.002843478356137485
2008-09-02,-0.0025791163971729462
2008-09-03,0.0015010412369012838
2008-09-04,-0.004614388773002785
2008-09-05,0.0009944135860956063
2008-09-08,0.010287986263384662
2008-09-09,-0.0015631368838417924
2008-09-10,-0.004264495681341175
2008-09-11,-0.0024665230302509953
2008-09-12,-0.00705606932101708
2008-09-15,-0.03709733391281951
2008-09-16,-0.021298648854016528
2008-09-17,-0.025544023225249114
2008-09-18,-0.002801887191973405
2008-09-19,0.011879207708052883
2008-09-22,0.00019287496145671722
2008-09-23,-0.001988441163686925
2008-09-24,-0.0007993758768208658
2008-09-25,-0.001359270243842209
2008-09-26,-0.001251405188041096
2008-09-29,-0.015043932377680409
2008-09-30,0.005597439626822352
2008-10-01,0.0027027521338658556
2008-10-02,0.000343864831438677
2008-10-03,-0.0018322194950489722
2008-10-06,-0.005668169975639362
2008-10-07,-0.00543435884574547
2008-10-08,-0.009548085582312954
2008-10-09,-0.0034871489716590187
2008-10-10,-0.012786506183079197
2008-10-13,0.008402716961776987
2008-10-14,0.004868815249681001
2008-10-15,-0.0054848291181343566
2008-10-16,-0.0023277277488384413
2008-10-17,-0.00012177254585713677
2008-10-20,0.003666516028107592
2008-10-21,0.0002886073770713682
2008-10-22,-0.0001133471925107819
2008-10-23,-0.0013067755054341115
2008-10-24,-0.003279341787193054
