,STACKED_1x,STACKED_2x,STACKED_2_5x,FOMC,N26_OVN_100,N18_LO_100,N27_OVN_100
2017-06-01,-0.0006013867545070824,-0.0012027735090141649,-0.001503466886267706,0.0,0.002350781184337936,0.0039525589485691,-0.0114586725904903
2017-06-02,0.011593267561136503,0.023186535122273005,0.028983168902841257,0.0,0.00018630174830640574,0.0054421743800864,0.0121158846137938
2017-06-05,0.00037298447144259615,0.0007459689428851923,0.0009324611786064904,0.0,-0.0004406099843871081,-0.0013072878420079,0.0038011546112881
2017-06-06,-0.00033423001297550633,-0.0006684600259510127,-0.0008355750324387658,0.0,0.0003772621597135873,0.0001840115347041,-0.0014137452550728
2017-06-07,0.00025595329326182873,0.0005119065865236575,0.0006398832331545718,0.0,-0.0004099874897247168,-8.842429772986285e-05,0.0010987426717081
2017-06-08,0.0027162353036671453,0.0054324706073342905,0.006790588259167863,0.0,-0.0005846044218781099,0.0001382261017036,0.0057406228258052
2017-06-09,-0.001881980970579711,-0.003763961941159422,-0.004704952426449277,0.0,-0.002564356939598822,-0.0039011556222946,0.0066027062430286
2017-06-12,-0.008356034891788789,-0.016712069783577577,-0.02089008722947197,0.0,0.0017759000421111227,-0.0018183159990796,-0.0148513378275295
2017-06-13,0.008887122965760854,0.017774245931521708,0.022217807414402137,0.0,0.0028327839744191063,0.0025080268774266,0.0099254082022494
2017-06-14,-0.007351989221559074,-0.014703978443118148,-0.018379973053897686,-0.0016675704870217519,-0.007617621232229444,-0.0013719267459498,-0.0010073627449456
2017-06-15,-0.009514749946020092,-0.019029499892040183,-0.02378687486505023,0.0,-0.0007754598048799852,-0.0032912557399443,-0.0116715286072716
2017-06-16,0.0029350639260330544,0.005870127852066109,0.007337659815082636,0.0,0.002723671912937009,-0.0005153315092644,0.0041771189576579
2017-06-19,0.00843317430284309,0.01686634860568618,0.021082935757107728,0.0,-0.0012538751782794175,0.0025527532834451,0.0130147172170754
2017-06-20,-0.0011294609362038797,-0.0022589218724077594,-0.0028236523405096993,0.0,0.0010958974919173417,-0.0044212330457014,0.0054876467270777
2017-06-21,0.0010109438837247898,0.0020218877674495796,0.0025273597093119745,0.0,0.0011836047600306766,-4.705868918986056e-07,0.0008392241812027
2017-06-22,0.004193966976241135,0.00838793395248227,0.010484917440602839,0.0,0.0008412358255903698,0.0020076951237121,0.0035313078794677
2017-06-23,0.002580350524354978,0.005160701048709956,0.0064508763108874455,0.0,0.00045243740892275675,0.0031950070787574,-0.0016817505177276
2017-06-26,0.0015697131588149746,0.003139426317629949,0.003924282897037437,0.0,-0.0003372448804040525,9.037765296770097e-05,0.0032959158920986
2017-06-27,-0.0028022013691449076,-0.005604402738289815,-0.007005503422862269,0.0,0.003766689676535085,-0.0040127434823719,-0.0013456054500811
2017-06-28,0.006389607112233433,0.012779214224466866,0.015974017780583584,0.0,-0.0019077314669797341,0.0058830547000215,0.0029208362914036
2017-06-29,-0.008060766742124498,-0.016121533484248995,-0.020151916855311244,0.0,0.0015389735580090048,-0.0071118862908239,-0.0034367344606102
2017-06-30,0.002677769437544622,0.005355538875089244,0.006694423593861555,0.0,0.0007522435666391443,0.0003724583726176,0.0038583785632149
2017-07-03,-0.0013017794864690299,-0.0026035589729380597,-0.0032544487161725744,0.0,0.0014321677529002398,-0.0021748370238305,0.0003139473218227
2017-07-05,-0.001125231071093356,-0.002250462142186712,-0.00281307767773339,0.0,-0.004404825197784312,0.0002370656336643,0.001680231788269
2017-07-06,-0.007156797262091183,-0.014313594524182367,-0.017891993155227957,0.0,0.0006524019718397335,-0.0041840917044003,-0.0065978130872215
2017-07-07,0.003628386521077506,0.007256773042155012,0.009070966302693766,0.0,-0.0017015776846264874,0.0023470055487975,0.0042643396291865
2017-07-10,0.0016259417310984688,0.0032518834621969375,0.004064854327746172,0.0,-0.001231810714634163,0.001363023684247,0.0017576468083371
2017-07-11,0.0040839111262753885,0.008167822252550777,0.010209777815688471,0.0,0.005417403807847277,0.0012344191207134,0.0002815802032767
2017-07-12,0.005552143549133193,0.011104287098266385,0.013880358872832982,0.0,-0.0001185711209518157,0.0050762775768002,0.0010703030656178
2017-07-13,0.0019532653991901875,0.003906530798380375,0.004883163497975468,0.0,0.002003019009984075,0.0011117533699119,-0.0003199949514275
2017-07-14,0.0034106881486147015,0.006821376297229403,0.008526720371536754,0.0,0.0008574830439489036,0.0030534426664982,-0.0001429920797159
2017-07-17,0.0007008031952104943,0.0014016063904209886,0.0017520079880262358,0.0,-0.0008015109766211113,-0.0002939943511642,0.0027911060693705
2017-07-18,0.004575189294788566,0.009150378589577133,0.011437973236971415,0.0,0.0012198574918174335,0.0007475683387111,0.0064353844203375
2017-07-19,0.004192773627600602,0.008385547255201204,0.010481934069001504,0.0,0.00046755532185700506,0.0029675139772058,0.0019829639789326
2017-07-20,0.0010369185250562124,0.002073837050112425,0.002592296312640531,0.0,-0.0011557940547294752,0.0004949679967196,0.0022396951114027
2017-07-21,-0.0034049585333579733,-0.0068099170667159465,-0.008512396333394933,0.0,-0.0001691983114789462,-0.0009342775133797,-0.0047721637284776
2017-07-24,0.002097009439256939,0.004194018878513878,0.005242523598142347,0.0,0.0016961700443899777,0.0005668704378694,0.0013641079583851
2017-07-25,0.00043771879959960205,0.0008754375991992041,0.001094296998999005,0.0,0.0009978020898558041,0.0006896327802022,-0.001501630051061
