lookback,top_n,cap,rebal,overlay_base,pdot_floor,nav_win,pdot_win,skip_recent,nav_floor_mult,IS_SR,IS_Ret,IS_MDD,OOS_SR,OOS_Ret,OOS_MDD,FULL_SR,FULL_Ret,FULL_Vol,FULL_MDD,NAVx,SR_gap,min_sr,calmar,step
120,3,1.0,21,5.0,0.35,20,441,0,0.4,0.622,32.56,-51.4,-0.183,-5.5,-57.6,0.285,11.94,41.8,-75.5,1.5,0.8049999999999999,-0.183,0.1581456953642384,2
120,3,1.0,21,5.0,0.35,12,441,0,0.5,0.567,30.19,-50.9,-0.194,-6.46,-54.7,0.237,10.32,43.6,-74.1,1.1,0.7609999999999999,-0.194,0.13927125506072877,2
120,3,1.0,21,5.0,0.35,15,441,0,0.5,0.725,39.48,-53.7,-0.181,-5.52,-57.6,0.35,15.09,43.2,-75.9,2.0,0.9059999999999999,-0.181,0.19881422924901185,2
120,3,1.0,21,5.0,0.35,17,441,0,0.5,0.596,31.51,-53.7,-0.251,-7.32,-57.6,0.251,10.46,41.7,-76.3,1.3,0.847,-0.251,0.13709043250327654,2
120,3,1.0,21,5.0,0.35,20,441,0,0.5,0.589,30.76,-52.2,-0.209,-6.21,-57.6,0.258,10.73,41.6,-75.6,1.3,0.7979999999999999,-0.209,0.14193121693121694,2
120,3,1.0,21,5.0,0.25,12,504,0,0.25,0.219,6.24,-49.6,-0.321,-8.13,-65.0,-0.058,-1.55,26.9,-65.0,0.5,0.54,-0.321,-0.023846153846153847,2
120,3,1.0,21,5.0,0.25,15,504,0,0.25,0.605,27.1,-40.8,0.611,23.43,-37.9,0.606,25.11,41.4,-44.1,7.3,0.006000000000000005,0.605,0.5693877551020408,2
120,3,1.0,21,5.0,0.25,17,504,0,0.25,0.487,21.09,-40.4,-0.124,-3.38,-58.1,0.22,7.83,35.5,-58.1,1.2,0.611,-0.124,0.13476764199655766,2
120,3,1.0,21,5.0,0.25,20,504,0,0.25,0.428,17.04,-48.6,-0.136,-3.86,-58.1,0.168,5.72,34.1,-64.4,1.0,0.5640000000000001,-0.136,0.08881987577639751,2
120,3,1.0,21,5.0,0.25,12,504,0,0.33,0.17,4.71,-48.3,0.593,21.0,-37.2,0.422,13.54,32.1,-48.3,2.6,0.42299999999999993,0.17,0.2803312629399586,2
120,3,1.0,21,5.0,0.25,15,504,0,0.33,0.514,22.32,-41.8,0.625,22.07,-37.7,0.565,22.18,39.2,-41.8,5.7,0.11099999999999999,0.514,0.530622009569378,2
120,3,1.0,21,5.0,0.25,17,504,0,0.33,0.393,15.81,-41.5,0.628,21.65,-37.5,0.51,18.97,37.2,-41.5,4.2,0.235,0.393,0.45710843373493976,2
120,3,1.0,21,5.0,0.25,20,504,0,0.33,0.405,15.52,-49.3,0.594,21.12,-38.3,0.504,18.55,36.8,-49.3,4.1,0.18899999999999995,0.405,0.37626774847870187,2
120,3,1.0,21,5.0,0.25,12,504,0,0.4,0.173,4.74,-48.2,0.625,22.39,-37.1,0.444,14.31,32.2,-48.2,2.9,0.452,0.173,0.29688796680497925,2
120,3,1.0,21,5.0,0.25,15,504,0,0.4,0.462,19.89,-42.2,0.673,23.94,-37.6,0.564,22.08,39.2,-42.2,5.7,0.21100000000000002,0.462,0.5232227488151658,2
120,3,1.0,21,5.0,0.25,17,504,0,0.4,0.344,13.46,-42.0,0.658,22.93,-37.4,0.505,18.59,36.9,-42.0,4.1,0.31400000000000006,0.344,0.44261904761904763,2
120,3,1.0,21,5.0,0.25,20,504,0,0.4,0.374,13.89,-49.7,0.626,22.48,-38.1,0.508,18.54,36.5,-49.7,4.1,0.252,0.374,0.3730382293762575,2
120,3,1.0,21,5.0,0.25,12,504,0,0.5,0.18,4.87,-48.1,0.637,22.91,-37.1,0.455,14.65,32.2,-48.1,3.0,0.457,0.18,0.30457380457380456,2
120,3,1.0,21,5.0,0.25,15,504,0,0.5,0.401,16.54,-42.6,0.682,24.15,-37.5,0.541,20.66,38.2,-42.6,5.0,0.281,0.401,0.4849765258215962,2
120,3,1.0,21,5.0,0.25,17,504,0,0.5,0.302,11.57,-42.4,0.668,23.34,-37.3,0.491,17.95,36.5,-42.4,3.8,0.36600000000000005,0.302,0.4233490566037736,2
120,3,1.0,21,5.0,0.25,20,504,0,0.5,0.356,12.94,-49.7,0.637,22.97,-37.9,0.508,18.37,36.2,-49.7,4.1,0.281,0.356,0.36961770623742457,2
120,3,1.0,21,5.0,0.28,12,504,0,0.25,0.465,17.98,-52.4,0.542,19.58,-46.1,0.505,18.85,37.3,-52.4,4.1,0.07700000000000001,0.465,0.35973282442748095,2
120,3,1.0,21,5.0,0.28,15,504,0,0.25,0.667,30.74,-41.4,0.573,20.61,-46.1,0.618,25.25,40.9,-46.1,7.7,0.09400000000000008,0.573,0.5477223427331886,2
120,3,1.0,21,5.0,0.28,17,504,0,0.25,0.605,28.11,-41.0,0.53,18.29,-46.1,0.564,22.79,40.4,-47.0,5.9,0.07499999999999996,0.53,0.4848936170212766,2
120,3,1.0,21,5.0,0.28,20,504,0,0.25,0.507,20.86,-50.4,0.537,19.49,-46.0,0.521,20.12,38.6,-53.8,4.6,0.030000000000000027,0.507,0.3739776951672863,2
120,3,1.0,21,5.0,0.28,12,504,0,0.33,0.426,16.11,-51.9,0.618,22.75,-36.7,0.529,19.71,37.3,-51.9,4.6,0.192,0.426,0.37976878612716763,2
120,3,1.0,21,5.0,0.28,15,504,0,0.33,0.599,27.34,-42.2,0.65,23.51,-37.7,0.62,25.26,40.8,-42.2,7.7,0.051000000000000045,0.599,0.5985781990521327,2
120,3,1.0,21,5.0,0.28,17,504,0,0.33,0.547,24.8,-41.9,0.623,22.1,-37.8,0.579,23.34,40.3,-41.9,6.3,0.07599999999999996,0.547,0.5570405727923627,2
120,3,1.0,21,5.0,0.28,20,504,0,0.33,0.502,20.85,-50.7,0.613,22.61,-38.5,0.558,21.8,39.1,-50.7,5.5,0.11099999999999999,0.502,0.42998027613412226,2
120,3,1.0,21,5.0,0.28,12,504,0,0.4,0.406,15.2,-51.4,0.63,23.31,-36.7,0.527,19.6,37.2,-51.4,4.5,0.22399999999999998,0.406,0.3813229571984436,2
120,3,1.0,21,5.0,0.28,15,504,0,0.4,0.558,25.47,-42.6,0.659,23.77,-37.6,0.603,24.55,40.7,-42.6,7.1,0.10099999999999998,0.558,0.5762910798122066,2
120,3,1.0,21,5.0,0.28,17,504,0,0.4,0.516,23.13,-42.3,0.646,23.18,-37.7,0.576,23.16,40.2,-42.3,6.1,0.13,0.516,0.5475177304964539,2
120,3,1.0,21,5.0,0.28,20,504,0,0.4,0.491,20.42,-50.9,0.626,23.18,-38.2,0.56,21.92,39.2,-50.9,5.5,0.135,0.491,0.43064833005893915,2
120,3,1.0,21,5.0,0.28,12,504,0,0.5,0.409,15.21,-50.9,0.641,23.79,-36.7,0.534,19.86,37.2,-50.9,4.7,0.23200000000000004,0.409,0.39017681728880155,2
120,3,1.0,21,5.0,0.28,15,504,0,0.5,0.529,24.19,-43.0,0.672,24.23,-37.5,0.594,24.21,40.8,-43.0,6.7,0.14300000000000002,0.529,0.5630232558139535,2
120,3,1.0,21,5.0,0.28,17,504,0,0.5,0.489,21.73,-42.7,0.658,23.74,-37.6,0.569,22.82,40.1,-42.7,5.9,0.16900000000000004,0.489,0.5344262295081967,2
120,3,1.0,21,5.0,0.28,20,504,0,0.5,0.465,19.29,-50.8,0.637,23.67,-38.0,0.553,21.66,39.2,-50.8,5.4,0.172,0.465,0.42637795275590556,2
120,3,1.0,21,5.0,0.3,12,504,0,0.25,0.528,22.09,-53.1,0.558,20.88,-45.0,0.543,21.44,39.5,-53.1,5.2,0.030000000000000027,0.528,0.40376647834274954,2
120,3,1.0,21,5.0,0.3,15,504,0,0.25,0.66,30.42,-42.5,0.575,21.1,-45.0,0.615,25.37,41.3,-45.0,7.6,0.08500000000000008,0.575,0.5637777777777778,2
120,3,1.0,21,5.0,0.3,17,504,0,0.25,0.619,28.76,-42.0,0.543,19.53,-45.1,0.578,23.76,41.1,-45.1,6.3,0.07599999999999996,0.543,0.526829268292683,2
120,3,1.0,21,5.0,0.3,20,504,0,0.25,0.579,24.41,-51.7,0.542,20.33,-45.1,0.559,22.2,39.7,-51.7,5.6,0.03699999999999992,0.542,0.42940038684719534,2
120,3,1.0,21,5.0,0.3,12,504,0,0.33,0.499,20.6,-52.6,0.61,23.08,-37.7,0.556,21.94,39.5,-52.6,5.5,0.11099999999999999,0.499,0.4171102661596958,2
120,3,1.0,21,5.0,0.3,15,504,0,0.33,0.597,27.61,-42.9,0.626,22.93,-38.6,0.607,25.08,41.3,-42.9,7.3,0.029000000000000026,0.597,0.5846153846153846,2
120,3,1.0,21,5.0,0.3,17,504,0,0.33,0.575,26.79,-42.5,0.601,21.88,-38.8,0.583,24.13,41.4,-42.5,6.5,0.026000000000000023,0.575,0.567764705882353,2
120,3,1.0,21,5.0,0.3,20,504,0,0.33,0.562,23.93,-51.8,0.598,22.64,-39.4,0.579,23.23,40.1,-51.8,6.2,0.03599999999999992,0.562,0.4484555984555985,2
120,3,1.0,21,5.0,0.3,12,504,0,0.4,0.48,19.46,-52.3,0.619,23.5,-37.7,0.553,21.65,39.2,-52.3,5.3,0.139,0.48,0.41395793499043976,2
120,3,1.0,21,5.0,0.3,15,504,0,0.4,0.583,27.16,-43.1,0.637,23.38,-38.5,0.605,25.11,41.5,-43.1,7.2,0.05400000000000005,0.583,0.582598607888631,2
120,3,1.0,21,5.0,0.3,17,504,0,0.4,0.551,25.36,-42.7,0.62,22.72,-38.7,0.581,23.93,41.2,-42.7,6.4,0.06899999999999995,0.551,0.5604215456674473,2
120,3,1.0,21,5.0,0.3,20,504,0,0.4,0.544,23.17,-51.7,0.609,23.11,-39.1,0.577,23.14,40.1,-51.7,6.1,0.06499999999999995,0.544,0.4475822050290135,2
120,3,1.0,21,5.0,0.3,12,504,0,0.5,0.478,19.09,-52.1,0.628,23.91,-37.7,0.557,21.7,39.0,-52.1,5.4,0.15000000000000002,0.478,0.41650671785028787,2
120,3,1.0,21,5.0,0.3,15,504,0,0.5,0.564,26.24,-43.2,0.646,23.77,-38.4,0.6,24.9,41.5,-43.2,7.0,0.08200000000000007,0.564,0.5763888888888888,2
120,3,1.0,21,5.0,0.3,17,504,0,0.5,0.526,23.91,-42.9,0.633,23.29,-38.6,0.575,23.57,41.0,-42.9,6.2,0.10699999999999998,0.526,0.5494172494172495,2
120,3,1.0,21,5.0,0.3,20,504,0,0.5,0.504,21.32,-51.4,0.619,23.58,-38.9,0.563,22.54,40.1,-51.4,5.7,0.11499999999999999,0.504,0.4385214007782101,2
120,3,1.0,21,5.0,0.32,12,504,0,0.25,0.632,27.1,-44.3,0.562,21.61,-45.0,0.595,24.12,40.5,-45.0,6.7,0.06999999999999995,0.562,0.536,2
120,3,1.0,21,5.0,0.32,15,504,0,0.25,0.694,32.9,-36.7,0.561,20.89,-45.0,0.626,26.39,42.2,-45.0,8.1,0.1329999999999999,0.561,0.5864444444444444,2
120,3,1.0,21,5.0,0.32,17,504,0,0.25,0.636,32.45,-39.0,0.277,9.43,-61.3,0.468,19.97,42.7,-61.3,3.7,0.359,0.277,0.32577487765089724,2
120,3,1.0,21,5.0,0.32,20,504,0,0.25,0.641,27.53,-50.1,0.53,20.41,-45.0,0.583,23.67,40.6,-50.1,6.3,0.11099999999999999,0.53,0.4724550898203593,2
120,3,1.0,21,5.0,0.32,12,504,0,0.33,0.594,25.3,-46.2,0.583,22.62,-39.7,0.588,23.84,40.6,-46.2,6.5,0.01100000000000001,0.583,0.5160173160173159,2
120,3,1.0,21,5.0,0.32,15,504,0,0.33,0.671,32.23,-36.7,0.595,22.19,-39.8,0.63,26.79,42.5,-39.8,8.3,0.07600000000000007,0.595,0.6731155778894473,2
120,3,1.0,21,5.0,0.32,17,504,0,0.33,0.623,30.39,-38.8,0.523,19.1,-39.8,0.571,24.27,42.5,-46.6,6.2,0.09999999999999998,0.523,0.5208154506437768,2
120,3,1.0,21,5.0,0.32,20,504,0,0.33,0.615,26.72,-49.8,0.574,22.2,-39.8,0.593,24.27,41.0,-49.8,6.7,0.041000000000000036,0.574,0.48734939759036144,2
120,3,1.0,21,5.0,0.32,12,504,0,0.4,0.579,24.64,-47.4,0.591,22.96,-39.2,0.585,23.73,40.6,-47.4,6.4,0.01200000000000001,0.579,0.5006329113924051,2
120,3,1.0,21,5.0,0.32,15,504,0,0.4,0.705,35.05,-37.2,0.602,22.53,-39.8,0.65,28.27,43.5,-39.8,9.5,0.10299999999999998,0.602,0.7103015075376885,2
120,3,1.0,21,5.0,0.32,17,504,0,0.4,0.618,29.65,-38.7,0.565,20.91,-39.9,0.588,24.91,42.4,-41.1,6.8,0.05300000000000005,0.565,0.6060827250608273,2
120,3,1.0,21,5.0,0.32,20,504,0,0.4,0.58,25.14,-49.5,0.582,22.57,-39.9,0.58,23.75,40.9,-49.5,6.3,0.0020000000000000018,0.58,0.4797979797979798,2
120,3,1.0,21,5.0,0.32,12,504,0,0.5,0.572,24.46,-48.7,0.597,23.29,-39.4,0.585,23.82,40.7,-48.7,6.4,0.025000000000000022,0.572,0.4891170431211499,2
120,3,1.0,21,5.0,0.32,15,504,0,0.5,0.558,26.17,-40.4,0.608,22.85,-39.9,0.579,24.37,42.1,-42.0,6.4,0.04999999999999993,0.558,0.5802380952380952,2
120,3,1.0,21,5.0,0.32,17,504,0,0.5,0.526,24.33,-41.2,0.593,22.2,-40.0,0.556,23.18,41.7,-41.2,5.7,0.06699999999999995,0.526,0.5626213592233009,2
120,3,1.0,21,5.0,0.32,20,504,0,0.5,0.459,19.84,-48.7,0.597,22.62,-40.1,0.528,21.34,40.4,-49.1,4.9,0.13799999999999996,0.459,0.4346232179226069,2
120,3,1.0,21,5.0,0.35,12,504,0,0.25,0.545,23.64,-58.6,0.53,20.98,-45.6,0.537,22.2,41.4,-58.6,5.2,0.015000000000000013,0.53,0.378839590443686,2
120,3,1.0,21,5.0,0.35,15,504,0,0.25,0.648,31.6,-46.3,0.535,20.32,-45.6,0.59,25.49,43.2,-48.6,6.9,0.11299999999999999,0.535,0.5244855967078189,2
120,3,1.0,21,5.0,0.35,17,504,0,0.25,0.632,31.06,-46.0,0.496,18.71,-45.6,0.562,24.37,43.3,-49.9,6.1,0.136,0.496,0.48837675350701404,2
120,3,1.0,21,5.0,0.35,20,504,0,0.25,0.575,24.85,-57.0,0.521,20.96,-45.6,0.547,22.74,41.6,-57.0,5.4,0.05399999999999994,0.521,0.3989473684210526,2
120,3,1.0,21,5.0,0.35,12,504,0,0.33,0.521,22.49,-58.7,0.531,21.14,-42.7,0.526,21.76,41.4,-58.7,4.9,0.010000000000000009,0.521,0.3706984667802385,2
120,3,1.0,21,5.0,0.35,15,504,0,0.33,0.634,31.18,-46.3,0.537,20.45,-42.7,0.583,25.36,43.5,-46.3,6.7,0.09699999999999998,0.537,0.547732181425486,2
120,3,1.0,21,5.0,0.35,17,504,0,0.33,0.607,29.61,-46.0,0.502,18.96,-42.7,0.552,23.84,43.1,-46.6,5.8,0.10499999999999998,0.502,0.511587982832618,2
120,3,1.0,21,5.0,0.35,20,504,0,0.33,0.536,23.62,-56.9,0.523,20.93,-42.7,0.529,22.16,41.9,-56.9,5.0,0.013000000000000012,0.523,0.38945518453427064,2
120,3,1.0,21,5.0,0.35,12,504,0,0.4,0.515,22.23,-58.8,0.536,21.38,-41.9,0.526,21.77,41.4,-58.8,4.9,0.02100000000000002,0.515,0.37023809523809526,2
120,3,1.0,21,5.0,0.35,15,504,0,0.4,0.621,30.32,-46.3,0.541,20.69,-42.1,0.578,25.1,43.4,-46.3,6.6,0.07999999999999996,0.541,0.5421166306695465,2
120,3,1.0,21,5.0,0.35,17,504,0,0.4,0.591,28.71,-46.0,0.511,19.37,-42.3,0.548,23.65,43.1,-46.0,5.6,0.07999999999999996,0.511,0.5141304347826087,2
120,3,1.0,21,5.0,0.35,20,504,0,0.4,0.494,21.69,-56.8,0.521,20.69,-42.3,0.508,21.15,41.7,-56.8,4.5,0.027000000000000024,0.494,0.37235915492957744,2
120,3,1.0,21,5.0,0.35,12,504,0,0.5,0.521,22.56,-58.8,0.541,21.62,-42.3,0.531,22.05,41.5,-58.8,5.0,0.020000000000000018,0.521,0.37500000000000006,2
120,3,1.0,21,5.0,0.35,15,504,0,0.5,0.609,29.59,-46.3,0.544,20.91,-42.5,0.574,24.89,43.4,-46.3,6.4,0.06499999999999995,0.544,0.5375809935205184,2
120,3,1.0,21,5.0,0.35,17,504,0,0.5,0.573,27.65,-46.0,0.524,20.01,-42.7,0.546,23.51,43.1,-46.0,5.6,0.04899999999999993,0.524,0.5110869565217392,2
120,3,1.0,21,5.0,0.35,20,504,0,0.5,0.404,17.73,-56.5,0.533,20.6,-42.7,0.469,19.28,41.1,-59.3,3.7,0.129,0.404,0.32512647554806073,2
120,3,1.0,21,5.25,0.25,12,252,0,0.25,-0.088,-3.03,-54.0,0.324,14.4,-77.0,0.16,6.42,40.0,-77.0,0.7,0.41200000000000003,-0.088,0.08337662337662338,2
120,3,1.0,21,5.25,0.25,15,252,0,0.25,0.68,39.54,-45.5,0.195,8.17,-78.0,0.451,22.54,50.0,-78.0,3.0,0.48500000000000004,0.195,0.28897435897435897,2
120,3,1.0,21,5.25,0.25,17,252,0,0.25,0.507,26.19,-45.5,0.378,13.62,-62.3,0.442,19.38,43.9,-62.3,3.1,0.129,0.378,0.3110754414125201,2
120,3,1.0,21,5.25,0.25,20,252,0,0.25,0.598,31.96,-45.5,0.492,23.05,-74.4,0.543,27.13,50.0,-74.4,5.1,0.10599999999999998,0.492,0.3646505376344086,2
120,3,1.0,21,5.25,0.25,12,252,0,0.33,-0.056,-1.92,-54.3,0.436,19.9,-76.9,0.243,9.91,40.8,-76.9,1.1,0.492,-0.056,0.12886866059817945,2
120,3,1.0,21,5.25,0.25,15,252,0,0.33,0.633,35.35,-45.5,0.461,21.15,-77.3,0.545,27.66,50.7,-77.3,5.2,0.172,0.461,0.3578266494178525,2
120,3,1.0,21,5.25,0.25,17,252,0,0.33,0.459,23.23,-45.5,0.536,20.96,-59.9,0.492,22.0,44.7,-59.9,4.0,0.07700000000000001,0.459,0.36727879799666113,2
120,3,1.0,21,5.25,0.25,20,252,0,0.33,0.524,27.11,-45.5,0.622,30.59,-76.7,0.576,28.99,50.4,-76.7,6.1,0.09799999999999998,0.524,0.37796610169491524,2
120,3,1.0,21,5.25,0.25,12,252,0,0.4,0.041,1.49,-54.5,0.307,13.86,-77.7,0.198,8.2,41.5,-77.7,0.9,0.266,0.041,0.10553410553410553,2
120,3,1.0,21,5.25,0.25,15,252,0,0.4,0.719,40.51,-45.5,0.487,22.49,-77.1,0.602,30.74,51.1,-77.1,7.2,0.23199999999999998,0.487,0.39870298313878083,2
120,3,1.0,21,5.25,0.25,17,252,0,0.4,0.405,19.0,-45.5,0.653,26.76,-61.2,0.53,23.21,43.8,-61.2,4.7,0.248,0.405,0.3792483660130719,2
120,3,1.0,21,5.25,0.25,20,252,0,0.4,0.575,30.27,-45.5,0.648,32.58,-77.4,0.614,31.52,51.4,-77.4,7.7,0.07300000000000006,0.575,0.407235142118863,2
120,3,1.0,21,5.25,0.25,12,252,0,0.5,0.138,5.84,-45.5,0.487,23.08,-78.4,0.336,15.18,45.2,-78.4,1.5,0.349,0.138,0.19362244897959183,2
120,3,1.0,21,5.25,0.25,15,252,0,0.5,0.543,28.89,-45.5,0.485,22.93,-78.0,0.512,25.66,50.1,-78.0,4.2,0.05800000000000005,0.485,0.32897435897435895,2
120,3,1.0,21,5.25,0.25,17,252,0,0.5,0.382,17.55,-45.5,0.591,24.66,-65.6,0.489,21.4,43.7,-65.6,3.7,0.20899999999999996,0.382,0.32621951219512196,2
120,3,1.0,21,5.25,0.25,20,252,0,0.5,0.524,26.93,-45.5,0.598,29.87,-78.0,0.564,28.52,50.6,-78.0,5.6,0.07399999999999995,0.524,0.36564102564102563,2
120,3,1.0,21,5.25,0.28,12,252,0,0.25,0.674,35.04,-53.1,-0.049,-1.95,-66.0,0.326,14.99,46.0,-66.0,1.6,0.7230000000000001,-0.049,0.2271212121212121,2
120,3,1.0,21,5.25,0.28,15,252,0,0.25,0.682,40.37,-47.2,0.221,9.81,-79.3,0.46,23.81,51.7,-79.3,3.1,0.4610000000000001,0.221,0.30025220680958387,2
120,3,1.0,21,5.25,0.28,17,252,0,0.25,0.637,36.29,-46.9,0.472,18.98,-61.2,0.553,26.91,48.6,-61.2,5.8,0.16500000000000004,0.472,0.43970588235294117,2
120,3,1.0,21,5.25,0.28,20,252,0,0.25,0.692,39.25,-45.5,0.544,27.0,-75.0,0.615,32.61,53.0,-75.0,8.1,0.1479999999999999,0.544,0.4348,2
120,3,1.0,21,5.25,0.28,12,252,0,0.33,0.706,37.39,-54.2,0.042,1.79,-64.2,0.38,18.1,47.7,-64.2,2.1,0.6639999999999999,0.042,0.28193146417445486,2
120,3,1.0,21,5.25,0.28,15,252,0,0.33,0.659,38.99,-55.1,0.489,23.85,-78.3,0.572,30.79,53.8,-78.3,6.1,0.17000000000000004,0.489,0.3932311621966794,2
120,3,1.0,21,5.25,0.28,17,252,0,0.33,0.566,31.48,-46.6,0.605,26.8,-63.8,0.582,28.95,49.8,-63.8,6.9,0.039000000000000035,0.566,0.4537617554858934,2
120,3,1.0,21,5.25,0.28,20,252,0,0.33,0.65,36.65,-46.4,0.592,30.47,-78.5,0.619,33.3,53.8,-78.5,8.3,0.05800000000000005,0.592,0.4242038216560509,2
120,3,1.0,21,5.25,0.28,12,252,0,0.4,0.745,40.55,-52.7,0.22,9.97,-63.8,0.482,23.98,49.7,-63.8,3.7,0.525,0.22,0.37586206896551727,2
120,3,1.0,21,5.25,0.28,15,252,0,0.4,0.612,35.9,-58.1,0.55,27.57,-78.9,0.579,31.39,54.2,-78.9,6.4,0.061999999999999944,0.55,0.3978453738910012,2
120,3,1.0,21,5.25,0.28,17,252,0,0.4,0.557,31.4,-46.3,0.563,25.84,-70.8,0.557,28.38,50.9,-70.8,5.9,0.005999999999999894,0.557,0.40084745762711865,2
120,3,1.0,21,5.25,0.28,20,252,0,0.4,0.749,44.5,-45.5,0.594,30.95,-79.2,0.669,37.16,55.6,-79.2,11.6,0.15500000000000003,0.594,0.4691919191919191,2
120,3,1.0,21,5.25,0.28,12,252,0,0.5,0.792,43.26,-52.5,0.274,12.74,-63.3,0.53,26.72,50.4,-63.3,4.9,0.518,0.274,0.4221169036334913,2
120,3,1.0,21,5.25,0.28,15,252,0,0.5,0.588,33.88,-57.8,0.569,29.22,-79.6,0.577,31.35,54.3,-79.6,6.3,0.019000000000000017,0.569,0.3938442211055277,2
120,3,1.0,21,5.25,0.28,17,252,0,0.5,0.554,30.84,-45.8,0.49,24.67,-79.6,0.52,27.49,52.9,-79.6,4.3,0.06400000000000006,0.49,0.34535175879396984,2
120,3,1.0,21,5.25,0.28,20,252,0,0.5,0.739,44.01,-45.5,0.602,31.71,-79.6,0.668,37.34,55.9,-79.6,11.5,0.137,0.602,0.46909547738693474,2
120,3,1.0,21,5.25,0.3,12,252,0,0.25,0.866,50.38,-54.4,0.069,3.05,-65.1,0.484,24.73,51.1,-65.1,3.7,0.7969999999999999,0.069,0.37987711213517666,2
120,3,1.0,21,5.25,0.3,15,252,0,0.25,0.877,50.45,-56.2,0.246,11.42,-65.4,0.565,29.29,51.8,-65.4,6.4,0.631,0.246,0.44785932721712535,2
120,3,1.0,21,5.25,0.3,17,252,0,0.25,0.898,52.15,-53.3,0.238,11.07,-65.4,0.573,29.89,52.1,-65.4,6.6,0.66,0.238,0.45703363914373085,2
120,3,1.0,21,5.25,0.3,20,252,0,0.25,0.69,39.56,-52.5,0.419,20.98,-78.2,0.551,29.49,53.5,-78.2,5.4,0.27099999999999996,0.419,0.3771099744245524,2
120,3,1.0,21,5.25,0.3,12,252,0,0.33,0.878,51.48,-54.1,0.106,4.79,-66.7,0.505,26.18,51.9,-66.7,4.2,0.772,0.106,0.392503748125937,2
120,3,1.0,21,5.25,0.3,15,252,0,0.33,1.027,62.4,-53.4,0.264,12.5,-65.8,0.656,35.36,53.9,-65.8,11.2,0.7629999999999999,0.264,0.5373860182370821,2
120,3,1.0,21,5.25,0.3,17,252,0,0.33,0.842,47.86,-53.2,0.258,12.32,-65.8,0.549,28.6,52.1,-65.8,5.7,0.584,0.258,0.4346504559270517,2
120,3,1.0,21,5.25,0.3,20,252,0,0.33,0.711,41.83,-56.6,0.616,33.0,-79.6,0.661,37.05,56.0,-79.6,11.0,0.09499999999999997,0.616,0.46545226130653267,2
120,3,1.0,21,5.25,0.3,12,252,0,0.4,0.917,55.19,-53.9,0.209,9.79,-66.4,0.573,30.59,53.4,-66.4,6.4,0.7080000000000001,0.209,0.4606927710843373,2
120,3,1.0,21,5.25,0.3,15,252,0,0.4,0.938,56.2,-52.9,0.29,13.94,-66.0,0.619,33.3,53.8,-66.0,8.8,0.6479999999999999,0.29,0.5045454545454545,2
120,3,1.0,21,5.25,0.3,17,252,0,0.4,0.852,49.39,-53.2,0.272,13.2,-66.0,0.561,29.78,53.1,-66.0,6.1,0.58,0.272,0.45121212121212123,2
120,3,1.0,21,5.25,0.3,20,252,0,0.4,0.683,40.66,-59.1,0.621,33.71,-80.2,0.65,36.9,56.7,-80.2,10.3,0.062000000000000055,0.621,0.4600997506234414,2
120,3,1.0,21,5.25,0.3,12,252,0,0.5,0.918,55.2,-53.8,0.271,13.06,-66.2,0.599,32.36,54.0,-66.2,7.5,0.647,0.271,0.488821752265861,2
120,3,1.0,21,5.25,0.3,15,252,0,0.5,0.95,57.49,-53.2,0.319,15.64,-66.2,0.637,34.81,54.6,-66.2,9.9,0.631,0.319,0.5258308157099698,2
120,3,1.0,21,5.25,0.3,17,252,0,0.5,0.859,49.88,-54.5,0.269,13.1,-66.2,0.563,29.95,53.2,-66.2,6.2,0.59,0.269,0.452416918429003,2
120,3,1.0,21,5.25,0.3,20,252,0,0.5,0.675,40.66,-61.7,0.65,35.95,-80.6,0.662,38.11,57.6,-80.6,11.1,0.025000000000000022,0.65,0.4728287841191067,2
120,3,1.0,21,5.25,0.32,12,252,0,0.25,0.964,59.52,-54.3,0.047,2.13,-68.0,0.53,28.42,53.6,-68.0,5.0,0.9169999999999999,0.047,0.41794117647058826,2
120,3,1.0,21,5.25,0.32,15,252,0,0.25,0.978,59.92,-53.8,0.223,10.69,-68.5,0.61,33.24,54.5,-68.5,8.4,0.755,0.223,0.4852554744525548,2
120,3,1.0,21,5.25,0.32,17,252,0,0.25,0.966,58.48,-54.3,0.221,10.59,-68.5,0.601,32.53,54.1,-68.5,7.9,0.745,0.221,0.4748905109489051,2
120,3,1.0,21,5.25,0.32,20,252,0,0.25,0.802,44.77,-58.1,0.263,13.0,-68.5,0.525,27.56,52.4,-72.9,5.0,0.539,0.263,0.3780521262002743,2
120,3,1.0,21,5.25,0.32,12,252,0,0.33,1.004,64.01,-54.0,0.151,7.12,-68.9,0.598,33.18,55.5,-68.9,7.7,0.853,0.151,0.4815674891146589,2
120,3,1.0,21,5.25,0.32,15,252,0,0.33,1.087,68.61,-54.0,0.255,12.46,-68.9,0.684,38.18,55.8,-68.9,13.6,0.832,0.255,0.5541364296081277,2
120,3,1.0,21,5.25,0.32,17,252,0,0.33,0.939,56.51,-54.0,0.264,13.14,-68.9,0.602,33.01,54.8,-68.9,7.9,0.6749999999999999,0.264,0.4791001451378809,2
120,3,1.0,21,5.25,0.32,20,252,0,0.33,0.956,56.45,-56.3,0.298,14.9,-68.9,0.624,33.93,54.3,-68.9,9.3,0.6579999999999999,0.298,0.4924528301886792,2
