dd_win,dd_floor,vol_win,vol_pct,is_sr,oos_sr,full_sr,is_cagr,oos_cagr,full_cagr,mdd,avg_mult
252,-0.1,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
252,-0.15,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
378,-0.1,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
252,-0.25,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
252,-0.2,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
252,-0.35,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
378,-0.35,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
378,-0.2,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
504,-0.35,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
504,-0.1,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
504,-0.15,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
504,-0.25,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
504,-0.2,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
378,-0.25,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
378,-0.15,60,0.99,2.3988,1.8582,2.1031,0.384,0.375,0.3798,-0.2051,0.9523979957050823
252,-0.1,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
252,-0.15,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
378,-0.2,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
378,-0.25,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
504,-0.1,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
378,-0.35,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
504,-0.2,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
504,-0.25,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
504,-0.15,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
252,-0.35,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
252,-0.2,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
252,-0.25,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
378,-0.15,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
378,-0.1,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
504,-0.35,20,0.99,2.3772,1.8253,2.0773,0.3869,0.3713,0.3797,-0.2094,0.972083035075161
252,-0.15,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
252,-0.25,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
378,-0.1,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
252,-0.35,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
252,-0.2,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
504,-0.35,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
504,-0.25,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
378,-0.2,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
504,-0.15,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
378,-0.25,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
378,-0.35,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
504,-0.1,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
504,-0.2,60,0.9,2.3268,1.7955,2.0277,0.3414,0.3444,0.3426,-0.2072,0.8969219756621332
