Date,HYDRA,SPY
2005-04-05,0.0,0.0
2005-04-06,-0.012762894175461802,0.003468902204654345
2005-04-07,-0.003693989585807297,0.0053967282435660735
2005-04-08,-0.0016203025421131876,-0.010399569652188911
2005-04-11,0.0030906066536145462,0.0007626413685390965
2005-04-12,0.008819752035536121,0.005165856773588828
2005-04-13,0.00872574470494315,-0.011794903146689184
2005-04-14,0.005966849845674058,-0.01304332919681983
2005-04-15,0.01141885343173451,-0.013993425817464544
2005-04-18,-0.00754804722948092,0.0030663613984276417
2005-04-19,0.014699053469569732,0.007947736000441186
2005-04-20,-0.009445768811670856,-0.013950444254726357
2005-04-21,-0.009843089694952036,0.019419963673694918
2005-04-22,0.002615008694300451,-0.0037924372420145014
2005-04-25,0.005128763138500244,0.006576226381752592
2005-04-26,-0.005255446688945422,-0.009714239307475725
2005-04-27,0.009193892211932102,0.00390676727684558
2005-04-28,0.009594966993723785,-0.012538112828542558
2005-04-29,-0.006393735564606553,0.013572779642433863
2005-05-02,0.002600711040512296,0.005615882779389292
2005-05-03,0.004887957018750272,0.001717742458493987
2005-05-04,0.003542085432878853,0.007718657315681554
2005-05-05,0.007056784240435532,-0.00034025598263520695
2005-05-06,-0.019588838729380165,-0.003150471399157584
2005-05-09,0.00041066774086254533,0.006235086855172378
2005-05-10,0.004966073771779236,-0.010355005467541312
2005-05-11,0.0064445988546002085,0.0054889107585944785
2005-05-12,0.0007960038802017448,-0.011003554021471351
2005-05-13,0.003467753101700685,-0.001983280416144928
2005-05-16,0.0026611126336839297,0.00933336970408738
2005-05-17,0.004025113221464927,0.006677879017217947
2005-05-18,0.00942100584264339,0.010290634396290965
2005-05-19,-0.008561423703223894,0.0042092344424715655
2005-05-20,0.0014984894124721788,-0.0014251654421770787
2005-05-23,0.006865321036223253,0.005540559095524866
2005-05-24,0.006120769653323979,-0.002338049071082704
2005-05-25,-0.002939485756759395,-0.000752598797157944
2005-05-26,-0.00278391892947912,0.005359649287851154
2005-05-27,0.0031012685140619526,0.0016656105323478165
2005-05-31,0.007750995427051445,-0.006403058431481479
2005-06-01,0.01950296340389203,0.008537113941950114
2005-06-02,-0.001758273063609146,0.002157580370194978
2005-06-03,-0.01559386100172256,-0.005050895467198724
2005-06-06,0.005586765153317165,-0.0009157904716279308
2005-06-07,0.005834555002453066,0.0007497742582434075
2005-06-08,-0.00457267853359776,-0.001831231744841344
2005-06-09,-0.0034848763663727256,0.0047534679518455025
2005-06-10,-0.01147605727271612,-0.00232409129578115
2005-06-13,-0.0005849425206125781,0.003161271185030845
2005-06-14,0.0007910465129636854,0.0023224437746693916
2005-06-15,-0.002459628345388523,0.001902614221683363
2005-06-16,0.007423455540312958,0.0025599871457937518
2005-06-17,0.0009016881188610901,0.0037050245277434612
2005-06-20,-0.0029654097480372632,0.0003301377912721115
2005-06-21,0.0029409555240986506,0.0005762832486080338
2005-06-22,0.020916684089820635,0.0008237218633080357
2005-06-23,-0.008301902728354005,-0.014066384477555816
2005-06-24,0.0002861799518604879,-0.0073419751718508675
2005-06-27,0.002793019853573084,0.0014288714022321347
2005-06-28,-0.003966170515153665,0.008393193947262345
2005-06-29,-0.0002575900198673373,-0.0026636942799714847
2005-06-30,0.0032519611813405292,-0.005424061458940255
2005-07-01,-0.020889385977516734,0.0029365910928567107
2005-07-05,0.0022168062301787753,0.008031410891710111
2005-07-06,-0.0016294259000036795,-0.00838258553465887
2005-07-07,0.0067031144173068415,0.00393390478115041
2005-07-08,-0.0009286944471587581,0.01142135779356468
2005-07-11,-0.0017859688815478943,0.005110843770159024
2005-07-12,-0.0007634999444915828,0.0026237669093776006
2005-07-13,0.0013931763332927847,0.001390720416419855
2005-07-14,0.0009431681830628722,0.0039203566017556035
2005-07-15,0.0012341756558793171,-0.0005693855715238616
2005-07-18,-0.004838972141686358,-0.003989153742539053
2005-07-19,0.002514914804552359,0.005476306328953573
2005-07-20,0.0038367332974007257,0.003414349636060132
2005-07-21,-0.014787109994121894,-0.005833098656463975
2005-07-22,0.010225409765818793,0.00668201662116541
2005-07-25,-0.00532259070134692,-0.0028336770412387136
2005-07-26,0.0021353989302702377,0.0012177413876222065
2005-07-27,0.002156655810550333,0.0036490530259736254
2005-07-28,0.008794766448886875,0.0063007815398570255
2005-07-29,-0.009460672363028708,-0.006663345876412041
2005-08-01,-0.007957312339805105,-0.0007266015275088078
2005-08-02,0.08003062590823942,0.0059845248741117185
2005-08-03,0.0042276431219895015,0.0026525907530350334
2005-08-04,-0.014390273993673694,-0.008017366715046048
2005-08-05,-0.025816619861169857,-0.006790150307530496
2005-08-08,-0.009343463035994317,-0.0018713732071583555
2005-08-09,0.019109673869704857,0.006033136686482754
2005-08-10,0.0035404647470345003,-0.0004858353339206589
2005-08-11,0.01061459800820774,0.00397284966892153
2005-08-12,0.0017553579057373433,-0.006137601956399008
2005-08-15,0.0006535865593149955,0.006175504746412264
2005-08-16,-0.013606016193077284,-0.013002962086003933
2005-08-17,-0.0029636316761959664,-8.166283849220246e-05
2005-08-18,0.008461187397775623,-8.15779501118774e-05
2005-08-19,-0.0010574629948470094,0.002291236348313408
2005-08-22,0.005575738102125589,0.0
2005-08-23,0.0036528060584745683,-0.001877637730204329
2005-08-24,-0.005991624639811738,-0.00891718276115061
2005-08-25,0.0034154537358021373,0.0036316211470359683
2005-08-26,-0.008946037102029698,-0.006826196088794978
2005-08-29,0.01000265593629672,0.0077011222267908686
