Date,ret,gross_ret,cost,turnover,risk_off,weight_eq,weight_rates,weight_ra,weight_cash
2010-03-11,-0.0034440443157071725,-0.0034440443157071725,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-12,0.01964539920983922,0.01964539920983922,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-15,-0.012863719945084182,-0.012863719945084182,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-16,0.01850307194774562,0.01850307194774562,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-17,0.01300183401095599,0.01300183401095599,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-18,0.004336402187147163,0.004336402187147163,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-19,-0.019585934924563737,-0.019585934924563737,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-22,-0.015300900268921561,-0.015300900268921561,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-23,0.025454996216337147,0.025454996216337147,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-24,0.0012539054887773541,0.0012539054887773541,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-25,0.010015335495654452,0.010015335495654452,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-26,-0.009187312704806083,-0.009187312704806083,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-29,0.01439342507204109,0.01439342507204109,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-30,0.0020744929502897348,0.0020744929502897348,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-03-31,-0.0012459605808048625,-0.0012459605808048625,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-04-01,0.01194343485816347,0.01194343485816347,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-02,-0.0003710623761841369,0.0,0.0003710623761841369,0.7421247523682738,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-05,0.010133194835960846,0.010133194835960846,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-06,0.009156695764210875,0.009156695764210875,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-07,0.010530547115005506,0.010530547115005506,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-08,-0.016666113048225576,-0.016666113048225576,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-09,0.02222657497442955,0.02222657497442955,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-12,0.010393158507159021,0.010393158507159021,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-13,-0.005280538323736348,-0.005280538323736348,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-14,0.016976461930989797,0.016976461930989797,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-15,0.016157118354494255,0.016157118354494255,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-16,-0.006197719460625842,-0.006197719460625842,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-19,-0.044055577070837376,-0.044055577070837376,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-20,0.029809385871357258,0.029809385871357258,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-21,0.011636130836904192,0.011636130836904192,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-22,-0.023465546259111292,-0.023465546259111292,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-23,0.022776617470125604,0.022776617470125604,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-26,0.02461145866558541,0.02461145866558541,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-27,-0.023041115586918088,-0.023041115586918088,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-28,-0.02319165725125139,-0.02319165725125139,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-29,0.01755426464443312,0.01755426464443312,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-04-30,0.024370793223812238,0.024370793223812238,0.0,0.0,0,0.8999999999999999,0.0,0.3375,0.0
2010-05-03,-0.022785065636659527,-0.022785065636659527,0.0,0.0,0,0.8999999999999999,1.0125,0.3374999999999999,0.0
2010-05-04,0.015193816027969183,0.015790711420872208,0.0005968953929030247,1.1937907858060495,0,0.8999999999999999,1.0125,0.3374999999999999,0.0
2010-05-05,-0.05562799679495456,-0.05562799679495456,0.0,0.0,0,0.8999999999999999,1.0125,0.3374999999999999,0.0
2010-05-06,0.004451197427177955,0.004451197427177955,0.0,0.0,0,0.675,0.7593749999999999,0.25312499999999993,0.0
2010-05-07,-0.032518478765306905,-0.03223722876530691,0.00028125000000000003,0.5625,0,0.44999999999999996,0.50625,0.16874999999999996,0.0
2010-05-10,0.010612137517130657,0.010893387517130657,0.0002812499999999999,0.5624999999999999,0,0.44999999999999996,0.50625,0.16874999999999996,0.0
2010-05-11,0.0013382683908636304,0.0013382683908636304,0.0,0.0,1,0.22499999999999998,0.253125,0.08437499999999998,0.4375000000000001
2010-05-12,0.006412957644673324,0.006912957644673324,0.0005,1.0,1,0.22499999999999998,0.253125,0.08437499999999998,0.4375000000000001
2010-05-13,0.006155828329329022,0.006155828329329022,0.0,0.0,1,0.22499999999999998,0.253125,0.08437499999999998,0.4375000000000001
2010-05-14,-0.006818323354904992,-0.006818323354904992,0.0,0.0,1,0.22499999999999998,0.253125,0.08437499999999998,0.4375000000000001
2010-05-17,-0.00865712901091103,-0.00865712901091103,0.0,0.0,1,0.22499999999999998,0.253125,0.08437499999999998,0.4375000000000001
