Date,ret,gross_ret,cost,turnover,risk_off,weight_eq,weight_rates,weight_ra,weight_cash
2010-05-18,0.005361134589551758,0.005361134589551758,0.0,0.0,1,0.22499999999999998,0.253125,0.08437499999999998,0.4375000000000001
2010-05-19,-0.014279686063009285,-0.014279686063009285,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-20,-0.0003443508928388857,0.00021814910716111413,0.0005624999999999998,1.1249999999999998,1,0.0,0.0,0.0,1.0
2010-05-21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-24,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-25,-0.0002181015285074306,-0.0002181015285074306,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-26,0.0002184296910332506,0.0002184296910332506,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-27,3.530528980277836e-08,3.530528980277836e-08,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-28,-3.158278764070488e-07,-3.158278764070488e-07,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-05-31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-01,-0.0002181015285074306,-0.0002181015285074306,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-02,2.805226761992685e-07,2.805226761992685e-07,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-03,3.530528980277836e-08,3.530528980277836e-08,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-04,-3.5305288692555337e-08,-3.5305288692555337e-08,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-07,0.0002178685233678035,0.0002178685233678035,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-08,2.805226764213131e-07,2.805226764213131e-07,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-09,0.0002180183471462982,0.0002180183471462982,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-10,-0.0002179708255072299,-0.0002179708255072299,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-14,0.0002180536601332772,0.0002180536601332772,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-15,-0.0002179708255072299,-0.0002179708255072299,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-06-16,0.0,0.0,0.0,0.0,1,0.225,0.253125,0.08437499999999999,0.4375
2010-06-17,0.008538169821468435,0.009100669821468435,0.0005625000000000001,1.125,0,0.45,0.50625,0.16874999999999998,0.0
2010-06-18,0.008044342200776492,0.008544342200776493,0.0005,1.0,0,0.675,0.7593749999999999,0.25312499999999993,0.0
2010-06-21,-0.007410584750213537,-0.0071293347502135365,0.00028125000000000003,0.5625,0,0.675,0.7593749999999999,0.25312499999999993,0.0
2010-06-22,-0.013057497324083513,-0.013057497324083513,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-06-23,-0.003598928201186204,-0.003317678201186204,0.0002812499999999999,0.5624999999999999,0,0.0,1.0125,0.33749999999999997,0.0
2010-06-24,0.018376338656495954,0.018826338656495953,0.00045000000000000004,0.9,0,0.0,1.0125,0.33749999999999997,0.0
2010-06-25,-0.012400738769657645,-0.012400738769657645,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-06-28,0.03239662661934339,0.03239662661934339,0.0,0.0,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-06-29,0.0019008096316688356,0.0020695596316688356,0.00016874999999999998,0.33749999999999997,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-06-30,0.011819572446307963,0.011819572446307963,0.0,0.0,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-07-01,0.0016751035251598469,0.002006353525159847,0.00033125000000000006,0.6625000000000001,1,0.0,0.253125,0.08437499999999999,0.6625000000000001
2010-07-02,-0.007092335832319992,-0.006754835832319992,0.0003375,0.675,1,0.0,0.0,0.0,1.0
2010-07-05,-0.0003374999999999999,0.0,0.0003374999999999999,0.6749999999999998,1,0.0,0.0,0.0,1.0
2010-07-06,0.00021846500403488456,0.00021846500403488456,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-07-07,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-07-08,-0.00021841728750127132,-0.00021841728750127132,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-07-09,3.158279759940541e-07,3.158279759940541e-07,0.0,0.0,1,0.0,0.253125,0.08437499999999999,0.6625000000000001
2010-07-12,-0.0004174965950044188,-7.999659500441887e-05,0.0003374999999999999,0.6749999999999998,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-07-13,-0.0021995433409193917,-0.0018620433409193915,0.0003375,0.675,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-07-14,-0.0019296726651035498,-0.0019296726651035498,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-15,0.01740096798898129,0.01773221798898129,0.00033125000000000006,0.6625000000000001,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-16,-0.0002127434656012655,-0.0002127434656012655,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-19,0.0021556776221360514,0.0021556776221360514,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-20,0.0031908224405348493,0.0031908224405348493,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-21,0.0009464785249287339,0.0009464785249287339,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-22,0.00738629601236475,0.00738629601236475,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-23,-0.0031346249964522292,-0.0031346249964522292,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-26,-0.020787217834128097,-0.020787217834128097,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-27,-0.01611439250688343,-0.01611439250688343,0.0,0.0,0,0.0,0.7593749999999999,0.253125,0.0
2010-07-28,-0.011674698001453104,-0.011674698001453104,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-07-29,0.00144426245145696,0.00161301245145696,0.00016874999999999995,0.3374999999999999,0,0.0,1.0125,0.33749999999999997,0.0
2010-07-30,0.045057510688340685,0.045057510688340685,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-02,-0.0017271056162454805,-0.0017271056162454805,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-03,0.005658767549482974,0.0057432122761279444,8.444472664497028e-05,0.16888945328994054,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-04,0.010077606053936164,0.010077606053936164,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-05,-0.0037747141859795726,-0.0037747141859795726,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-06,0.01586037251182481,0.01586037251182481,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-09,0.003979799020174561,0.003979799020174561,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-10,-0.0010213881495281505,-0.0010213881495281505,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-11,0.020990074416436896,0.020990074416436896,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-12,0.018916930749781336,0.018916930749781336,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-08-13,-0.0012347554374669094,-0.0012347554374669094,0.0,0.0,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-08-16,0.039526637864908586,0.03969538786490859,0.00016875,0.3375,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-08-17,0.004774229229850803,0.004774229229850803,0.0,0.0,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-08-18,0.0015026350202579414,0.0018338850202579413,0.00033125,0.6625,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-08-19,-0.002856539148279267,-0.002856539148279267,0.0,0.0,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-08-20,0.009406451041249323,0.009406451041249323,0.0,0.0,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-08-23,-0.0074063866166060085,-0.0074063866166060085,0.0,0.0,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-08-24,0.014228809571102995,0.014560059571102995,0.00033125,0.6625,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-08-25,0.030528703830734905,0.030528703830734905,0.0,0.0,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-08-26,-0.00954595156891755,-0.00921470156891755,0.00033125,0.6625,1,0.0,0.253125,0.08437499999999999,0.6625000000000001
2010-08-27,-0.0007089480944934507,-0.0003714480944934506,0.0003375,0.675,1,0.0,0.253125,0.08437499999999999,0.6625000000000001
2010-08-30,-0.006211124173433597,-0.006211124173433597,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-08-31,-0.00011903499596511535,0.00021846500403488456,0.0003374999999999999,0.6749999999999998,1,0.0,0.0,0.0,1.0
2010-09-01,-0.0002181015285075416,-0.0002181015285075416,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-09-02,-3.158278762960265e-07,-3.158278762960265e-07,0.0,0.0,1,0.0,0.0,0.0,1.0
2010-09-03,0.0,0.0,0.0,0.0,1,0.0,0.253125,0.08437499999999999,0.6625000000000001
2010-09-06,-0.0003374999999999999,0.0,0.0003374999999999999,0.6749999999999998,1,0.0,0.253125,0.08437499999999999,0.6625000000000001
2010-09-07,0.011957006425123371,0.011957006425123371,0.0,0.0,0,0.0,0.50625,0.16874999999999998,0.32500000000000007
2010-09-08,-0.0010701002983334708,-0.0007326002983334709,0.0003375,0.675,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-09-09,-0.019702539855225437,-0.019371289855225435,0.00033125000000000006,0.6625000000000001,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-09-10,-0.029222532668045354,-0.029222532668045354,0.0,0.0,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-09-13,-0.0018251456492955564,-0.0018251456492955564,0.0,0.0,0,0.0,0.7593749999999999,0.25312499999999993,0.0
2010-09-14,0.03179667583583398,0.03179667583583398,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-15,-0.0025718421609862356,-0.0024030921609862355,0.00016874999999999998,0.33749999999999997,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-16,-0.015261604322879574,-0.015261604322879574,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-17,0.0059331184154205715,0.0059331184154205715,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-20,0.009408265509837034,0.009408265509837034,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-21,0.01779230496549369,0.01779230496549369,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-22,0.04091429265817341,0.04091429265817341,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-23,0.009235780921556924,0.009235780921556924,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-24,-0.02905868945811296,-0.02905868945811296,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-27,0.018402895784008975,0.018402895784008975,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-28,0.009283700600458373,0.009283700600458373,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-29,0.020399868512562126,0.020399868512562126,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-09-30,-0.01458867318186293,-0.01458867318186293,0.0,0.0,0,0.0,1.0125,0.33749999999999997,0.0
2010-10-01,-0.009451922234633734,-0.009451922234633734,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-04,-0.008929664966205229,-0.008454924357941042,0.0004747406082641866,0.9494812165283731,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-05,0.020829987510358246,0.020829987510358246,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-06,0.041883476745026633,0.041883476745026633,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-07,0.006346301214454222,0.006346301214454222,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-08,-0.007939329265092193,-0.007939329265092193,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-11,0.001706573264837182,0.001706573264837182,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-12,0.005880906609346696,0.005880906609346696,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-13,0.00027670068605401,0.00027670068605401,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-14,0.023750254165554596,0.023750254165554596,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-15,-0.018044540061897065,-0.018044540061897065,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-18,0.02051852458941473,0.02051852458941473,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-19,-0.04501505348142586,-0.04501505348142586,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-20,0.018345572321820266,0.018345572321820266,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-21,0.029824944694574224,0.029824944694574224,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-22,-0.03389057133716554,-0.03389057133716554,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-25,0.052515760714702306,0.052515760714702306,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-26,-0.04252741938990458,-0.04252741938990458,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-27,-0.018607168522275706,-0.018607168522275706,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-28,0.02509855803959196,0.02509855803959196,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-10-29,0.006086762355908862,0.006086762355908862,0.0,0.0,0,0.9,1.0125,0.33749999999999997,0.0
2010-11-01,0.03376625412255574,0.03376625412255574,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-02,0.0014788999281238713,0.002423706776820721,0.0009448068486968497,1.8896136973936994,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-03,0.027343409197282988,0.027343409197282988,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-04,0.014987355190046655,0.014987355190046655,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-05,0.009386098751864452,0.009386098751864452,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-08,0.0034133301896917823,0.0034133301896917823,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-09,0.015576051901254497,0.015576051901254497,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-10,-0.07464684754292006,-0.07464684754292006,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-11,-0.0047968184043128935,-0.0047968184043128935,0.0,0.0,0,0.675,0.7593749999999999,0.253125,0.0
2010-11-12,-0.012471412700713051,-0.012190162700713051,0.00028125000000000003,0.5625,0,0.675,0.7593749999999999,0.253125,0.0
2010-11-15,-0.03408456609861356,-0.03408456609861356,0.0,0.0,0,0.675,0.0,0.253125,0.07187500000000002
2010-11-16,-0.027417947434214954,-0.027002322434214954,0.000415625,0.8312499999999999,0,0.675,0.0,0.253125,0.07187500000000002
2010-11-17,-0.02381970634439622,-0.02381970634439622,0.0,0.0,0,0.675,0.7593749999999999,0.253125,0.0
2010-11-18,0.01558029352745299,0.01599591852745299,0.000415625,0.8312499999999999,0,0.675,0.0,0.253125,0.07187500000000002
2010-11-19,0.0020931213889990308,0.0025087463889990305,0.000415625,0.8312499999999999,0,0.675,0.0,0.253125,0.07187500000000002
2010-11-22,0.0010072841682751666,0.0010072841682751666,0.0,0.0,0,0.675,0.7593749999999999,0.253125,0.0
2010-11-23,0.004223249673365294,0.004638874673365294,0.000415625,0.8312499999999999,0,0.675,0.7593749999999999,0.253125,0.0
2010-11-24,-0.004394530676365104,-0.004394530676365104,0.0,0.0,0,0.675,0.7593749999999999,0.253125,0.0
2010-11-25,0.0,0.0,0.0,0.0,0,0.675,0.0,0.253125,0.07187500000000002
2010-11-26,-0.0030303926843783056,-0.002614767684378306,0.000415625,0.8312499999999999,0,0.675,0.0,0.253125,0.07187500000000002
2010-11-29,-0.0051939976685221705,-0.0051939976685221705,0.0,0.0,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-11-30,0.018924554672618502,0.019621429672618502,0.0006968749999999999,1.3937499999999998,0,0.8999999999999999,1.0125,0.33749999999999997,0.0
2010-12-01,-0.005458017417940881,-0.005458017417940881,0.0,0.0,0,0.9000000000000001,1.0125,0.33749999999999997,0.0
2010-12-02,0.0014341038820105197,0.0016251753366885383,0.00019107145467801856,0.3821429093560371,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-03,0.018414824902632417,0.018921074902632416,0.00050625,1.0125,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-06,0.018139285552089813,0.018139285552089813,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-07,0.03234023539942679,0.03234023539942679,0.0,0.0,0,0.9000000000000001,1.0125,0.33749999999999997,0.0
2010-12-08,-0.06690443163237271,-0.06639818163237271,0.00050625,1.0125,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-09,0.010489412123032343,0.010995662123032343,0.00050625,1.0125,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-10,-0.007577967499337585,-0.007577967499337585,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-13,0.024702504240869713,0.024702504240869713,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-14,-0.008307908163305245,-0.008307908163305245,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-15,-0.010819581163572243,-0.010819581163572243,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-16,-0.011342514935726898,-0.011342514935726898,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-17,0.011205201523288438,0.011205201523288438,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-20,0.01437463947151884,0.01437463947151884,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-21,0.011815952248626046,0.011815952248626046,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-22,0.00827884077820624,0.00827884077820624,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-23,-0.0007099630013256393,-0.0007099630013256393,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-24,0.0,0.0,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-27,-0.00794905359383966,-0.00794905359383966,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-28,0.02350916670195109,0.02350916670195109,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-29,0.00321109257430981,0.00321109257430981,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-30,-0.0017392088917997583,-0.0017392088917997583,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2010-12-31,-0.00457859418246159,-0.00457859418246159,0.0,0.0,0,0.9000000000000001,0.0,0.33749999999999997,0.0
2011-01-03,0.02177132464471523,0.02177132464471523,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-04,0.014823725824773239,0.014841848894358287,1.8123069585047884e-05,0.03624613917009577,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-05,-0.03289405910194014,-0.03289405910194014,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-06,0.028341599703355667,0.028341599703355667,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-07,-0.0021208219244251373,-0.0021208219244251373,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-10,-0.015970928767859886,-0.015970928767859886,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-11,0.02449141857906042,0.02449141857906042,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-12,0.009219047981086062,0.009219047981086062,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-13,0.008211516702673304,0.008211516702673304,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-14,-0.010277904686967876,-0.010277904686967876,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-17,0.0,0.0,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-18,0.011840861532254915,0.011840861532254915,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-19,0.021031248959198296,0.021031248959198296,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-20,-0.043821222672310436,-0.043821222672310436,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-21,0.008828674863665672,0.008828674863665672,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
2011-01-24,-0.015796127613231143,-0.015796127613231143,0.0,0.0,0,0.9000000000000001,0.0,0.3374999999999999,0.0
