Date,BIL,DRN,EDC,ERX,ETHE,FAS,IBIT,NUGT,QLD,SOXL,SSO,TECL,TMF,TQQQ,TYD,UBT,UCO,UGL,UPRO,YINN
2026-05-06,0.2652752099981639,0.0,0.0295008603058202,0.0,0.0,0.0,0.0,0.0,0.1581811981810118,0.0962612169611934,0.0,0.0295008603058202,0.0365678349968169,0.0,0.0,0.0,0.0660686953026372,0.282076288951719,0.0,0.0365678349968169
2026-05-07,0.1996451619397475,0.0,0.0292354816851767,0.0,0.0361196776783223,0.0,0.0361196776783223,0.0,0.1567582597395613,0.0292354816851767,0.0,0.0292354816851767,0.0362388845353465,0.0,0.0,0.0,0.1316341718689356,0.2795388369688873,0.0,0.0362388845353465
2026-05-08,0.1960450723825705,0.0,0.0293669862970173,0.0,0.0362821482079358,0.0,0.0362821482079358,0.0,0.1574633767040034,0.0293669862970173,0.0,0.0293669862970173,0.0364018912713283,0.0,0.0,0.0,0.1322262777511984,0.2807962353126471,0.0,0.0364018912713283
2026-05-11,0.2124110488727946,0.0,0.0287691674506921,0.0,0.0355435585629346,0.0,0.0355435585629346,0.0,0.1542579209841831,0.0287691674506921,0.0,0.0287691674506921,0.0356608640367397,0.0,0.0,0.0,0.1295345694492428,0.2750801131423542,0.0,0.0356608640367397
2026-05-12,0.2183860602201796,0.0,0.0285509113391422,0.0,0.0352739088104387,0.0,0.0352739088104387,0.0,0.1530876495793019,0.0285509113391422,0.0,0.0285509113391422,0.0353903243510672,0.0285509113391422,0.0,0.0,0.1000009493998906,0.2729932291210469,0.0,0.0353903243510672
2026-05-13,0.2168979376526434,0.0,0.028605269703707,0.0,0.0353410671568735,0.0,0.0353410671568735,0.0,0.1533791146806206,0.028605269703707,0.0,0.028605269703707,0.0354577043422097,0.028605269703707,0.0,0.0,0.1001913422038098,0.2735129836499312,0.0,0.0354577043422097
2026-05-14,0.2176796353812273,0.0,0.0285767157317179,0.0,0.0353057894667095,0.0,0.0353057894667095,0.0,0.1532260106200865,0.0285767157317179,0.0,0.0285767157317179,0.0354223102240254,0.0285767157317179,0.0,0.0,0.100091330534335,0.2732399611560094,0.0,0.0354223102240254
2026-05-15,0.2379324290430398,0.0,0.0278369186442053,0.0,0.0343917893952873,0.0,0.0343917893952873,0.0,0.1492592791925804,0.0278369186442053,0.0,0.0278369186442053,0.0345052936507172,0.0278369186442053,0.0,0.0,0.0975001554143623,0.2661662956811869,0.0,0.0345052936507172
2026-05-18,0.230311823649856,0.0,0.0281152852621198,0.0,0.0347357041158912,0.0,0.0347357041158912,0.0,0.150751858212272,0.0281152852621198,0.0,0.0281152852621198,0.0348503434034024,0.0281152852621198,0.0,0.0,0.098475147972114,0.2688279340786911,0.0,0.0348503434034024
2026-05-19,0.365064826816049,0.0,0.0271616694964876,0.0,0.03355753662563,0.0,0.03355753662563,0.0,0.1456386485347142,0.0271616694964876,0.0,0.0271616694964876,0.0336682875715892,0.0,0.0,0.0,0.1222967320754191,0.1510631356899158,0.0,0.0336682875715892
2026-05-20,0.3649589913284459,0.0,0.0271661969957611,0.0,0.0335631302332951,0.0,0.0335631302332951,0.0336738996400056,0.1456629246152222,0.0271661969957611,0.0,0.0271661969957611,0.0,0.0,0.0336738996400056,0.0336738996400056,0.0886432177201135,0.1510883159623276,0.0,0.0
2026-05-21,0.3608019872203234,0.0,0.0273440280192247,0.0618794517866248,0.0337828358402654,0.0,0.0337828358402654,0.0338943303479891,0.1466164400067609,0.0273440280192247,0.0,0.0273440280192247,0.0338943303479891,0.0,0.0338943303479891,0.0,0.0892234798058496,0.0901978943982683,0.0,0.0
2026-05-22,0.3514178673210802,0.0,0.0277454679992159,0.0627879092336997,0.0342788045005603,0.0,0.0342788045005603,0.034391935868549,0.1487689283197962,0.0277454679992159,0.0,0.0277454679992159,0.034391935868549,0.0,0.034391935868549,0.0,0.0905333772329156,0.0915220972880923,0.0,0.0
2026-05-26,0.3432395213894675,0.0,0.0280953265967613,0.063579638170041,0.034711045703644,0.0,0.034711045703644,0.0348256036102567,0.1506448414823269,0.0280953265967613,0.0,0.0280953265967613,0.0348256036102567,0.0280953265967613,0.0348256036102567,0.0,0.063579638170041,0.0926761521630195,0.0,0.0
2026-05-27,0.3533668237720669,0.0,0.0276620942734869,0.0625992347473404,0.0341757984296291,0.0,0.0341757984296291,0.0342885898435882,0.1483218852269536,0.0276620942734869,0.0,0.0276620942734869,0.0342885898435882,0.0276620942734869,0.0342885898435882,0.0,0.0625992347473404,0.0912470780223276,0.0,0.0
2026-05-28,0.3462131095328246,0.0,0.0279681205105659,0.0632917711859903,0.0,0.0,0.0691077717814596,0.0346679251180919,0.1499627728605403,0.0279681205105659,0.0,0.0279681205105659,0.0346679251180919,0.0279681205105659,0.0346679251180919,0.0,0.0632917711859903,0.0922565460566549,0.0,0.0
2026-05-29,0.3545572961266153,0.0,0.0276111674733904,0.0624839875544616,0.0,0.0,0.0682257593837905,0.0342254634532546,0.239127909127345,0.0276111674733904,0.0,0.0276111674733904,0.0342254634532546,0.0276111674733904,0.0342254634532546,0.0,0.0624839875544616,0.0,0.0,0.0
2026-06-01,0.3532939618927402,0.0,0.0276652112063152,0.0626062883567991,0.0,0.0,0.0683592986382347,0.0342924534422827,0.2395959576033176,0.0276652112063152,0.0,0.0276652112063152,0.0342924534422827,0.0276652112063152,0.0342924534422827,0.0,0.0626062883567991,0.0,0.0,0.0
2026-06-02,0.3490024401744533,0.0,0.0278487967115324,0.0630217417936819,0.0,0.0,0.0688129288774256,0.0345200171266293,0.2411859091347394,0.0278487967115324,0.0,0.0278487967115324,0.0345200171266293,0.0278487967115324,0.0345200171266293,0.0,0.0630217417936819,0.0,0.0,0.0
2026-06-03,0.3487839814765919,0.0,0.0278581420796905,0.0630428903332446,0.0,0.0,0.0688360207962995,0.034531601191543,0.2412668451672281,0.0278581420796905,0.0,0.0278581420796905,0.034531601191543,0.0278581420796905,0.034531601191543,0.0,0.0630428903332446,0.0,0.0,0.0
2026-06-04,0.426292912432282,0.0,0.0274432734983387,0.0,0.0,0.0,0.0,0.0340173502283179,0.2376738548846953,0.0895473175006955,0.0,0.0274432734983387,0.0340173502283179,0.0274432734983387,0.0340173502283179,0.0,0.0621040440023568,0.0,0.0,0.0
2026-06-05,0.4440344390404631,0.0,0.0265946077287549,0.0,0.0,0.0,0.0,0.0329653853192313,0.2303239421646296,0.0867781236898516,0.0,0.0265946077287549,0.0329653853192313,0.0265946077287549,0.0329653853192313,0.0,0.0601835159610967,0.0,0.0,0.0
2026-06-08,0.4625772693547907,0.0,0.025707611603420635,0.0,0.0,0.0,0.0,0.03186590796101885,0.22264206746448692,0.08388385804541228,0.0,0.025707611603420635,0.03186590796101885,0.025707611603420635,0.03186590796101885,0.0,0.058176246441991646,0.0,0.0,0.0
