Date,BIL,DRN,EDC,ERX,ETHE,FAS,IBIT,NUGT,QLD,SOXL,SSO,TECL,TMF,TQQQ,TYD,UBT,UCO,UGL,UPRO,YINN
2026-04-10,0.408827489112647,0.0,0.0,0.2173106359465547,0.0,0.0,0.0,0.0,0.0,0.1565512389942434,0.0,0.0,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0,0.0
2026-04-13,0.408827489112647,0.0,0.0,0.2173106359465547,0.0,0.0,0.0,0.0,0.0,0.1565512389942434,0.0,0.0,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0,0.0
2026-04-14,0.408827489112647,0.0,0.0332808228351398,0.1840298131114149,0.0,0.0,0.0,0.0,0.0,0.1565512389942434,0.0,0.0,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0,0.0
2026-04-15,0.408827489112647,0.0,0.0332808228351398,0.1840298131114149,0.0,0.0,0.0,0.0,0.0,0.1565512389942434,0.0,0.0,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0,0.0
2026-04-16,0.408827489112647,0.0,0.0332808228351398,0.1840298131114149,0.0,0.0,0.0,0.0,0.0,0.1565512389942434,0.0,0.0,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0,0.0
2026-04-17,0.408827489112647,0.0,0.0,0.1840298131114149,0.0,0.0,0.0,0.0,0.0,0.1565512389942434,0.0,0.0332808228351398,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0,0.0
2026-04-20,0.408827489112647,0.0,0.0332808228351398,0.1232704161591036,0.0,0.0,0.0,0.0,0.0,0.2173106359465547,0.0,0.0332808228351398,0.0,0.0,0.0,0.0,0.1840298131114149,0.0,0.0,0.0
2026-04-21,0.402252997661592,0.0,0.0336509423538659,0.1860764279501599,0.0,0.0,0.0,0.0,0.0,0.1582922617303561,0.0,0.0336509423538659,0.0,0.0,0.0,0.0,0.1860764279501599,0.0,0.0,0.0
2026-04-22,0.4019901587910901,0.0,0.0336657392087978,0.1246961261483764,0.0,0.0,0.0,0.0,0.0,0.2198239879258678,0.0,0.0336657392087978,0.0,0.0,0.0,0.0,0.1861582487170699,0.0,0.0,0.0
2026-04-23,0.3746682663589479,0.0,0.0,0.130393246681449,0.0,0.0,0.0,0.0,0.0,0.2298673131995349,0.0,0.0352038605605333,0.0,0.0,0.0,0.0,0.2298673131995349,0.0,0.0,0.0
2026-04-24,0.3646837518210093,0.0,0.0,0.1324752028610265,0.0,0.0,0.0,0.0,0.0,0.2335375467843141,0.0,0.0357659517493357,0.0,0.0,0.0,0.0,0.2335375467843141,0.0,0.0,0.0
2026-04-27,0.3572771815447934,0.0,0.0,0.1340196099223264,0.0,0.0,0.0,0.0,0.0,0.2362601471543676,0.0,0.0361829142241449,0.0,0.0,0.0,0.0,0.2362601471543676,0.0,0.0,0.0
2026-04-28,0.3649379123714584,0.0,0.0,0.132422205679581,0.0,0.0,0.0,0.0,0.0,0.2334441192486398,0.0,0.0357516434516808,0.0,0.0,0.0,0.0,0.2334441192486398,0.0,0.0,0.0
2026-04-29,0.3539831933495083,0.0,0.0,0.1347064674608247,0.0,0.0,0.0,0.0,0.0,0.2374709928150418,0.0,0.0363683535595832,0.0,0.0,0.0,0.0,0.2374709928150418,0.0,0.0,0.0
2026-04-30,0.3609002398591874,0.0,0.0,0.1332641351701027,0.0,0.0,0.0,0.0,0.0,0.2349283377554653,0.0,0.035978949459779,0.0,0.0,0.0,0.0,0.2349283377554653,0.0,0.0,0.0
2026-05-01,0.3312458906026647,0.0,0.0,0.1394476161447036,0.0,0.0,0.0,0.0,0.0,0.2458290568803167,0.0,0.0376483794919981,0.0,0.0,0.0,0.0,0.2458290568803167,0.0,0.0,0.0
2026-05-04,0.2304811178569515,0.0,0.0308979217166965,0.0,0.0,0.0,0.0,0.0,0.1656721271103374,0.1008198240725236,0.0,0.0308979217166965,0.0382995645336422,0.0308979217166965,0.0,0.0,0.0382995645336422,0.2954344722091708,0.0,0.0382995645336422
2026-05-05,0.2696219184293592,0.0,0.0293263301416502,0.0,0.0,0.0,0.0,0.0,0.157245381726815,0.0956917255692379,0.0,0.0293263301416502,0.0363514958738498,0.0,0.0,0.0,0.0656778260155,0.2804074962280876,0.0,0.0363514958738498
