Date,ret,blend_ret,vt_scale,dd_mult
2010-03-11,0.0,0.0,1.0,1.0
2010-03-12,0.0,0.0,1.0,1.0
2010-03-15,0.0,0.0,1.0,1.0
2010-03-16,0.0,0.0,1.0,1.0
2010-03-17,0.0,0.0,1.0,1.0
2010-03-18,0.0,0.0,1.0,1.0
2010-03-19,0.0,0.0,1.0,1.0
2010-03-22,0.0,0.0,1.0,1.0
2010-03-23,0.0,0.0,1.0,1.0
2010-03-24,0.0,0.0,1.0,1.0
2010-03-25,0.0,0.0,1.0,1.0
2010-03-26,0.0,0.0,1.0,1.0
2010-03-29,0.0,0.0,1.0,1.0
2010-03-30,0.0,0.0,1.0,1.0
2010-03-31,0.0,0.0,1.0,1.0
2010-04-01,0.0,0.0,1.0,1.0
2010-04-02,0.0,0.0,1.0,1.0
2010-04-05,0.0,0.0,1.0,1.0
2010-04-06,0.0,0.0,1.0,1.0
2010-04-07,0.0,0.0,1.0,1.0
2010-04-08,0.0,0.0,2.5,1.0
2010-04-09,0.0,0.0,2.5,1.0
2010-04-12,-0.0008457598508967792,-0.00033830394035871166,2.5,1.0
2010-04-13,0.034185616507717204,0.013674246603086882,2.5,1.0
2010-04-14,0.016607103529936315,0.006642841411974526,2.5,1.0
2010-04-15,0.004177369772968054,0.001670947909187222,2.5,1.0
2010-04-16,-0.03400892636170647,-0.01360357054468259,2.5,1.0
2010-04-19,0.020892496247238768,0.008356998498895507,2.5,1.0
2010-04-20,0.018417581453761146,0.007367032581504458,2.5,1.0
2010-04-21,-0.027567223003255446,-0.011026889201302178,2.5,1.0
2010-04-22,0.03498701576415777,0.014712942714734062,2.3779753950323297,1.0
2010-04-23,0.013671185026175888,0.006443873117134473,2.1215788668811233,1.0
2010-04-26,-0.013762748713862289,-0.006492024110615376,2.119947258260833,1.0
2010-04-27,-0.02370994509153565,-0.011346061303450068,2.089707120155081,1.0
2010-04-28,-0.0008959126629226179,-0.00045327807079699294,1.9765188758135734,1.0
2010-04-29,0.023631326994567187,0.011783410963930242,2.0054742270217134,1.0
2010-04-30,-0.011612697185842093,-0.006026347812333301,1.9269875465992814,1.0
2010-05-03,-0.002520892700702422,-0.001313543885876118,1.9191537700478252,1.0
2010-05-04,-0.02118701022244446,-0.010904633812570385,1.9429364237816957,1.0
2010-05-05,0.0014437770645254892,0.0007694053099182006,1.8764844041419266,1.0
2010-05-06,-0.04467998674174684,-0.023505593259245804,1.900823614574042,1.0
2010-05-07,0.026227595663989953,0.016101363092279473,1.6289052991150768,1.0
2010-05-10,-0.0006022395913542599,-0.0003892252721484702,1.5472777192240879,1.0
2010-05-11,0.004763493103306766,0.003041893293780265,1.565963248298894,1.0
2010-05-12,0.003533899046033219,0.00223472598405577,1.5813567619684628,1.0
2010-05-13,-0.0035825185200193156,-0.002241798590355341,1.598055478949811,1.0
2010-05-14,-0.003730113652521205,-0.0023110259333876788,1.6140509713161544,1.0
2010-05-17,0.0017398121946381163,0.00106751414636714,1.629779053100959,1.0
2010-05-18,-0.006678197498780661,-0.00405468679213445,1.6470316552527486,1.0
2010-05-19,-0.006943407113924776,-0.004187227770218652,1.6582348739921067,1.0
2010-05-20,-0.00843174907953179,-0.005051822077430219,1.6690510770761124,1.0
2010-05-21,0.007450720386022275,0.004442732624008607,1.677058021848636,1.0
2010-05-24,0.0011058938120664871,0.0006559196526616032,1.6860202428437236,1.0
2010-05-25,0.007905691049496094,0.0046442173264292005,1.7022655258845396,1.0
2010-05-26,-0.003332733561852485,-0.0019484512842529134,1.7104525983211027,1.0
2010-05-27,0.004176620477498831,0.0024210550333144355,1.7251241380420081,1.0
2010-05-28,-0.0002198482708917001,-0.0001264346818838034,1.7388288372785727,1.0
2010-05-31,0.010346332369753356,0.0058968318791442235,1.7545578001546935,1.0
2010-06-01,-0.004986650148740245,-0.0028374906596689994,1.7574155290160325,1.0
2010-06-02,0.0015496714136376244,0.0008757312030796705,1.769574280541699,1.0
2010-06-03,0.009830762471640683,0.005508907558597991,1.7845212262270376,1.0
2010-06-04,0.013513316238146745,0.007618455103724471,1.7737606974333187,1.0
2010-06-07,0.021226565884815533,0.012101467952794131,1.7540488449514497,1.0
2010-06-08,-0.016313068569284453,-0.009554828881928022,1.7073114307822874,1.0
2010-06-09,-0.005319759123813844,-0.003174752257899204,1.6756454336169315,1.0
2010-06-10,0.00221706674952306,0.0013260622680660548,1.6719175282443235,1.0
2010-06-11,-0.0004540862345127855,-0.0002716446737475288,1.67161839858057,1.0
2010-06-14,0.007641084944600327,0.004571272031459165,1.6715445705298069,1.0
2010-06-15,0.004102573899472803,0.0024623825036605568,1.666099354334248,1.0
2010-06-16,0.018177995758199676,0.010918679563760653,1.6648529386770226,1.0
2010-06-17,0.003451567880916949,0.0021137247889130403,1.6329315429431472,1.0
2010-06-18,-0.010566433928545466,-0.0064729364141982585,1.632401935135374,1.0
2010-06-21,0.004411100837661243,0.0027255871087857667,1.6184039113783315,1.0
2010-06-22,0.007811441108788615,0.004830311494894027,1.6171712977611998,1.0
2010-06-23,0.007288095144677912,0.004520179183164251,1.612346513125624,1.0
2010-06-24,-0.006455931037421723,-0.0040137647187792475,1.6084478014409473,1.0
2010-06-25,0.007965628267743089,0.004970670943616625,1.6025257672654054,1.0
2010-06-28,0.0021551369939009353,0.0013488591716044355,1.5977479630712312,1.0
2010-06-29,-0.024003799349939,-0.01502294840480458,1.5978088124340626,1.0
2010-06-30,-0.0017537643202456966,-0.0011419702465236083,1.5357355636755992,1.0
2010-07-01,-0.008421847431386909,-0.005486021397286504,1.5351466612129008,1.0
2010-07-02,-0.0001972223528118529,-0.00012916956123145508,1.5268485154831182,1.0
2010-07-05,0.0092022703827077,0.006027083100742276,1.526819894282589,1.0
2010-07-06,-0.0016687924468540834,-0.0010980727402971242,1.519746721335173,1.0
2010-07-07,0.028096762469397216,0.017990624928257454,1.5617446632032381,1.0
2010-07-08,-0.002684162161250486,-0.0017921007510658575,1.4977741400164428,1.0
2010-07-09,0.0033333820869810766,0.0022266676383774766,1.4970272300764376,1.0
2010-07-12,0.0005050965144105806,0.0003274406052860266,1.5425591886179404,1.0
2010-07-13,0.0036224557478758716,0.0023260705569609,1.5573284039194186,1.0
2010-07-14,0.01126919511053918,0.00718519920378095,1.5683900739466172,1.0
2010-07-15,0.0010354388137873,0.0006503066896273685,1.5922315275283663,1.0
2010-07-16,-0.019791381144065073,-0.012010966806513333,1.6477758587537317,1.0
2010-07-19,-0.0011853278124026295,-0.0007341318242830397,1.6145980506433326,1.0
2010-07-20,0.013339539233467841,0.008198378646505298,1.627094796256337,1.0
2010-07-21,-0.0013691664566746295,-0.0008296984399811004,1.650197699185523,1.0
2010-07-22,-0.0008870048632242889,-0.0005376062106581838,1.649915580659571,1.0
2010-07-23,-0.007010966857567364,-0.004152271336364833,1.6884654902406302,1.0
2010-07-26,-0.0016528352757616595,-0.0009750842899802399,1.6950691265830509,1.0
2010-07-27,-0.006744933193906718,-0.003978336178192767,1.6954155938050286,1.0
2010-07-28,0.005331280215546041,0.003078203034287685,1.7319456046796249,1.0
2010-07-29,0.0091331908938728,0.005279802241612248,1.729835792312531,1.0
2010-07-30,0.00727851759380716,0.003701356135010728,1.9664461695432243,1.0
2010-08-02,0.007626247015702272,0.003653017388390846,2.0876569161532608,1.0
2010-08-03,0.0039686448923914415,0.0019041752474206653,2.084180485891328,1.0
2010-08-04,0.0010534281498650014,0.0005049340239878406,2.0862688981528588,1.0
2010-08-05,0.009704068402887877,0.004649291012620382,2.0872146691928792,1.0
2010-08-06,0.010678260669433658,0.005121039249419159,2.0851745416020417,1.0
2010-08-09,-0.003479822055752595,-0.0016711786845283556,2.0822561273480336,1.0
2010-08-10,0.012494991670149993,0.006013991494013437,2.077653698477625,1.0
2010-08-11,-0.008844754082465,-0.0042522969332028215,2.079994464498308,1.0
2010-08-12,0.009414328406685643,0.004527051696456121,2.0795716589795945,1.0
2010-08-13,0.014291921169779037,0.00681218067906592,2.0979950243684278,1.0
2010-08-16,0.01832354368205635,0.0087839958278494,2.0860146158041304,1.0
2010-08-17,0.007752633315571279,0.0037714268149826743,2.0556234273916023,1.0
2010-08-18,-0.007787934191291766,-0.0037837674874090623,2.058248615224653,1.0
2010-08-19,-0.004755440227891797,-0.002320896653051299,2.0489668170445188,1.0
2010-08-20,0.006061312156700939,0.0029695313456237753,2.0411679323181917,1.0
2010-08-23,-0.02763032432674255,-0.013534835578112145,2.0414229760888207,1.0
2010-08-24,-0.003630293932332283,-0.0018740363900686396,1.9371523154890913,1.0
2010-08-25,0.014949574008550503,0.00770418600762943,1.9404482178579268,1.0
2010-08-26,-0.013794159572762154,-0.007181147764389638,1.9208850765006629,1.0
2010-08-27,-0.011113326692700091,-0.005858529446462317,1.8969481666445993,1.0
2010-08-30,0.007773047574790147,0.004100881604561798,1.8954576904008766,1.0
2010-08-31,0.01421605349857228,0.007290317096001061,1.9499911061989574,1.0
2010-09-01,0.010979930566482424,0.005533400399574665,1.9843007506426638,1.0
2010-09-02,-0.017140965256808152,-0.00864096980200675,1.9836853558760723,1.0
2010-09-03,-1.6467081703597487e-06,-8.503002960683866e-07,1.936619542500206,1.0
2010-09-06,0.02355159430245738,0.012159306230041855,1.9369192499049603,1.0
2010-09-07,-0.00033637767799583494,-0.00017834813711075712,1.8860734036539943,1.0
2010-09-08,-0.00677960793413415,-0.003594491247307032,1.8861105696705718,1.0
2010-09-09,-0.019368277796325998,-0.010079924741696663,1.9214704764815447,1.0
2010-09-10,0.0032819927348078388,0.001755491356503955,1.8695579004979537,1.0
2010-09-13,0.028896538969192795,0.015274419051225124,1.8918257298221155,1.0
2010-09-14,0.005641967299349193,0.0031220232447364475,1.8071509585526717,1.0
2010-09-15,0.004103391674817305,0.002265650854037484,1.8111315198919067,1.0
2010-09-16,0.02176237838952287,0.011987344696816775,1.815446117546102,1.0
2010-09-17,0.00528833154006864,0.002971396409237532,1.7797462242426414,1.0
2010-09-20,0.041254014568584636,0.023125824882166118,1.7838937542244553,1.0
2010-09-21,0.013433168329882159,0.008245028116627596,1.629244696302701,1.0
2010-09-22,-0.006580221771601185,-0.003866840779976545,1.7017048660692717,1.0
2010-09-23,0.029479793684078135,0.01740288017475498,1.6939606196244577,1.0
2010-09-24,0.02701374206543452,0.016475418970913727,1.6396391565595698,1.0
2010-09-27,0.0015420185223347703,0.000971899683615073,1.586602556139422,1.0
2010-09-28,-0.0022251355295185874,-0.0014000854529452938,1.5892855145646108,1.0
