,ENSEMBLE6,NOVA11,NOVA16,NOVA18_LO,NOVA20_A,NOVA21_LO,NOVA23
2018-03-12,0.0005242969041513637,-0.0003757587363036,-0.0035520375876008,0.0004946109001259,0.0001091014354792,-0.0067619567726797,0.0047176996545416
2018-03-13,-0.001931787275134667,-0.0022965579780689,-0.0192494398557622,-0.0037179701128152,0.0,-0.0076640269831801,0.0040499079566374
2018-03-14,-0.0008294392945738017,-0.0018235590405217,-0.0159926681888012,-0.0006508387806352,0.0,-0.0007859794644724,0.0022203947368422
2018-03-15,2.117397344149211e-05,-0.0004575936287641,-0.0035596342341115,-0.0014534576235558,-0.0001090895336545,0.0013808769777062,0.0020578672264066
2018-03-16,5.630374880656011e-05,0.0005262657033699,0.0034379302986691,0.0003415746509899,0.0002186107267918,0.0054615056331759,-0.0031248715102175
2018-03-19,-0.005571892242455721,-0.0048081021245485,-0.040771323197376,-0.0059899934809972,0.0,-0.0176039949107568,0.0016254740966115
2018-03-20,0.0007892646466900313,0.0005337236456978,0.0044813784087922,0.001653724307694,-0.0001094853566393,0.001440503127807,-0.0001664378146716
2018-03-21,-0.0016571470705986568,-0.000541434289092,-0.0051479844272465,0.0035710088831036,0.0002179751616386,0.0031837836095125,-0.0093380023345006
2018-03-22,-0.009130060987318014,-0.0088122163196174,-0.0664002484142856,-0.0117571909424798,0.0001097792743458,-0.019527693062611,0.0018385496835984
2018-03-23,-0.004705652878698527,-0.0075039485715981,-0.0740519647578298,-0.0067698853496215,0.0001092576270385,-0.0227382308379418,0.0159486148737217
2018-03-26,0.013167535257547412,0.0096518990165562,0.0828130228618093,0.0124222809129499,-0.0001092456911134,0.0355152842804517,0.0037838527273499
2018-03-27,-0.01101394458638903,-0.0059041949428829,-0.052509272298472,-0.00879276853008,-0.0175116636855808,-0.0252085578882621,0.0008221549112938
2018-03-28,-0.0008800645128478903,-0.0009796076181074,-0.0083801428496076,-0.002702442620671,-0.0029548223270203,-0.0042086787357574,0.0048594238111767
2018-03-29,0.007060964382124648,0.0046814050778437,0.0422549114789934,0.0070042785289774,0.0127774488603993,0.0110897966251912,-0.0035084716755091
2018-04-02,-0.012048543151504764,-0.0077056085708945,-0.0686149145450361,-0.0093618811101991,-0.0215843827350136,-0.0268160171668076,0.0052094733616425
2018-04-03,0.002633659573181916,0.0123177683579687,0.0098168388872949,0.0038866431644325,0.0128168388872949,0.0079652622735185,-0.0155202974363408
2018-04-04,0.008238978719540331,0.0124859811224852,0.0106992256253275,0.0033552513693597,0.0106992256253275,0.0111192380743454,0.0064951713528758
2018-04-05,0.0018940088827633693,0.0072993958050702,0.0078917290182944,0.0019996436978442,0.0078917290182944,0.0051266170459137,-0.0084026481072823
2018-04-06,-0.007698315924164811,-0.0233852202209009,-0.0222855210999832,-0.0072610886495473,-0.0005,-0.0222853208193969,0.0060750705142114
2018-04-09,0.005487550508056736,0.0043188391003091,0.0049284254734376,0.0036485435070253,0.0001095874450267,0.0014851110700539,0.013051557975712
2018-04-10,0.007859898495864853,0.0168901320602178,0.0159001603988502,0.0090301404996136,-0.0001095754369345,0.0211099187291705,-0.0003095754369345
2018-04-11,-0.001353213892176704,-0.0051295179999932,-0.0052421944227787,0.0005809699405371,0.0002188693488498,-0.0040284119518987,0.0002188693488498
2018-04-12,0.002504647992069352,0.0084343555499846,0.0082269496117419,0.0009280134866742,0.0,0.0031463410210528,0.0
2018-04-13,-0.0008862043148315631,-0.003092822925114,-0.0029330001245375,-0.0010259843893575,0.0,0.0010338535676001,0.0
2018-04-16,0.003309127432402215,0.0086939257516661,0.0082217884949273,0.0023054750069704,0.0002186178059773,0.0070200840172555,0.0002186178059773
2018-04-17,0.004543523353403823,0.0115302212250421,0.0106983997904668,0.0045354705191661,0.0,0.0086634787725912,0.0
2018-04-18,0.00043756862611869654,0.0006673514256139,0.0007402380980987,0.0024616785878949,-0.0001091323075507,-0.0029936259706652,-0.0001091323075507
2018-04-19,-0.004974358338046892,-0.006079073242012,-0.0055478387823274,-0.0040384398186111,0.0002179829965116,-0.031004381486492,0.0002179829965116
2018-04-20,-0.004329521209415751,-0.0089403045936426,-0.0084788602587042,-0.0054136171712907,0.0,-0.010749927702574,0.0
2018-04-23,-0.0005647793664052539,-0.0001589634401333,-0.0001500614623771,-0.0020362190983974,0.0,-0.0005399449302588,0.0
2018-04-24,-0.004988208008464786,-0.0141693860389903,-0.0134672684449297,-0.0046670540704942,0.0001092222237604,-0.004374870424652,-0.0006286142900004
2018-04-25,0.0014562686735709364,0.002473808434562,0.0024714849493914,-0.0015484819875233,0.0001095156365631,1.9290303993146997e-05,0.004619530347748
2018-04-26,0.007891514885398094,0.0109089222342614,0.0101658030165008,0.005618888407548,0.0096658030165008,0.0183223133965376,0.0026670053340105
2018-04-27,0.0013787545668756513,0.0006561094880719,0.0009384706507469,0.0015178115437607,0.0009384706507469,0.0003579315491575,0.0024951365981562
2018-04-30,-0.005294794947719089,-0.0083906977597051,-0.0076906538707617,-0.0029737866032158,-0.0076906538707617,-0.0082621180253782,-0.0020889286780064
2018-05-01,0.0011397567811116344,0.0020092068161194,0.0017772378427303,-0.000496249997354,0.0017772378427303,0.0080339855042696,-0.0008508827908956
2018-05-02,-0.007237250847532508,-0.0076531054963433,-0.0241014126980276,-0.0015864122084951,-0.0067176725570411,-0.0235768309344746,-0.0035552128844341
2018-05-03,-0.002866058583942737,-0.0060247087273727,-0.0067706881357896,0.0003735694798157,-0.0022035903913251,0.0004745273149982,-0.0042929509744998
2018-05-04,0.011063777703502916,0.0191647936677403,0.0390191846443728,0.0051757413836778,0.0129463875367523,0.0118321250310426,0.0033905488450942
2018-05-07,0.001204686654655882,0.0045126601382705,0.0098033287841792,0.0012588711693141,-0.0005,0.0003462459030696,-0.0015205913410771
2018-05-08,0.00036192562488652927,0.0003977070876737,0.0002985771622223,0.0009321549924705,0.0001091421669796,-0.0084124427059457,0.0029144667370644
2018-05-09,0.0071971595887402075,0.0178296862543086,0.0292644818526719,0.0032385221448675,0.0,0.0080353687466935,0.003263188721081
2018-05-10,0.006844730498815011,0.0175067854510378,0.0274174172027099,0.0055989178745713,0.0,0.0075833310870216,0.0005387931034481
2018-05-11,0.0019371192637621078,0.0042078530797504,0.0056474544361784,-0.000240419854888,0.0,0.0027459921806356,0.0025636784651008
2018-05-14,0.00031619680775421175,0.0066224804592305,0.0042822273388116,0.0004063486740547,0.0,0.0007031901987244,-0.0049981411871617
2018-05-15,-0.0062508060593920185,-0.0192469393069833,-0.0213892482529528,-0.0054657066196984,0.0002181588067964,-0.0039658802487692,0.0002911692525269
2018-05-16,0.0023191865342439832,0.0036214569578617,0.0127141209259129,0.0035824438915056,0.000109106453733,0.0042011522425097,-0.0009939534498467
2018-05-17,4.9215224867416214e-05,0.0030608089055376,-0.0023980479857177,-0.0009627144294746,0.0,0.0024221266436533,-0.0014505968169761
2018-05-18,0.000733465395210978,-0.0046512820550945,-0.0077771402476632,-0.0015407250928119,0.0001093995681971,0.0090629696173064,0.0060245969752368
2018-05-21,0.00536251787306336,0.01230330017901,0.0223741921203921,0.0034849230488764,0.0,0.0055796751013213,0.0021857472781259
2018-05-22,-0.0032967322910578785,-0.0042145406879174,-0.0085030546869351,-0.0006589430427125,0.0,-0.0066188148368536,-0.005087479836208
2018-05-23,0.0015758364492111637,0.0049382025099192,0.007732228819351,0.0006987666110842,0.0001094892625801,0.0056514506967925,-0.0016495525588684
2018-05-24,-0.0012546775453692242,-0.0009610580045534,-0.005580260561977,-0.0006515685429762,0.0002185479511485,5.910305706022766e-05,-0.0025617717544005
2018-05-25,-0.0034908591701063654,-0.0050906049955774,-0.0084176992105613,-0.0020866755561138,0.0001094533551875,0.0020365205295965,-0.0068756989603612
2018-05-29,-0.010590594310007174,-0.0307898935243812,-0.0328946596351429,-0.0062257322370554,-0.0120009184593839,-0.0103538031053784,0.0053204859656472
2018-05-30,0.008463959843492554,0.0125312097124729,0.0381830847230553,0.0064129118596851,0.0133448798285586,0.0073174363418704,-0.001530316816941
2018-05-31,-0.0036173549611070886,-0.0072203084509015,-0.0207145090750536,-0.0022819831021815,-0.0061257349019687,-0.0132926079727973,0.0061211742660836
2018-06-01,0.00793261756518883,0.0112406496460174,0.0315134392306299,0.0037845688344203,0.0098173436828041,0.0081952252808916,0.0031722490009475
2018-06-04,0.003692159073382329,0.0051268177386935,0.0142286334468177,0.0018037486456765,0.0047516739030541,0.006668462185625,0.0005331364829395
2018-06-05,0.0016941982890499785,0.0010264057978814,0.0028883591882733,0.0006289650818022,0.000727178211864,0.0057105573390738,0.0022121174880176
2018-06-06,0.006739221755042685,0.0088481990716008,0.0250977674780621,0.0043257162742476,0.0083609606088266,0.0096614407496214,0.0016250253910217
2018-06-07,-0.0013050434046869726,-0.0004286295079385,-0.0014046834468495,-0.0025687326014378,-0.0003905776817688,-0.0002195262761273,-0.0017479674796748
2018-06-08,0.0012862959265866236,0.0029264541226514,0.0078376888396702,0.0004418208808526,0.0002191254567907,-0.0004763212079902,0.0008509948535071
2018-06-11,0.0012685399580657695,0.0015584904017989,0.0041872403149942,0.0012511174324899,0.0001093863769576,8.50133509930906e-05,0.0016593144198469
2018-06-12,0.0009752215641766377,0.001552431138725,0.0043686217994418,-7.535514295085391e-05,0.0,0.0033678430492642,0.000686979713893
2018-06-13,-0.0008493477229662592,-0.004145368123938,-0.0114668701939804,-0.0004322769123623,-0.0001093744128868,-0.0043126072505317,0.0039347720266105
2018-06-14,-0.0006264707709187083,0.0031960791723146,0.0083999246992838,0.0001977762672226,0.0003274481702055,0.0024638323708728,-0.0076042551470291
2018-06-15,-0.0037180625411202275,-0.001480092221336,-0.0041650563313377,-0.0049076125310124,0.0,-0.0051682192933958,-0.006181877338539
2018-06-18,-0.00411653055373884,-0.0026181721433155,-0.0071698572468898,-0.0008796111863175,-0.0001090459726246,-0.0068334793535096,-0.0092939833686613
2018-06-19,-0.0012692554133291005,-0.0037799523809446,-0.01103320806004,-0.0034263886350815,0.0002184203607986,0.0007466917996392,0.0027825517636468
2018-06-20,0.0007954202479013912,0.0013581139645492,0.0040201491066402,0.0014465963888159,-0.0001093386140736,0.0003220108639312,-8.169934640522847e-05
2018-06-21,-0.0022799004889945563,-0.0063970564839838,-0.018200016579323,-0.0047386459877852,0.0001093505703135,-0.0044470059868364,0.0052209660842754
2018-06-22,0.00018231764706235225,0.0017542388646983,0.0047372524677775,0.0033032570596455,0.0001098462213813,6.664136972561762e-05,-0.0045963803504739
2018-06-25,-0.006983147481987279,-0.0139921336958936,-0.0397703179936527,-0.008109169157448,0.0002181456583634,-0.0114767682997585,0.0023295478181288
2018-06-26,0.0019371952479194077,0.0018262468363838,0.0053374342659826,0.0012067019894067,-0.0001093027610364,0.0042033937788625,0.0026155187445509
2018-06-27,-0.00686385424995362,-0.008763703879565,-0.0250583068134917,-0.00576417978567,-0.0087843252947681,-0.0116822025014886,8.37345614401741e-05
2018-06-28,0.005298815132800798,0.0063470201074053,0.0178608440085001,0.0019365265290892,0.0057173155236363,0.0065910822676964,0.0043272031289007
2018-06-29,-1.4244366362121475e-05,0.0012815081354329,0.0032098961088469,0.0030614209220163,0.0014400343379623,0.0025235304012893,-0.0061941384327582
2018-07-02,0.0011472403190843994,0.0018790103386713,0.0055458469977784,-0.0027746850975644,0.0021375237661938,-0.0012487804025769,0.0033993864522012
2018-07-03,-0.0009787797499097798,-0.0039298916107509,-0.0114550390291321,-0.0002425772701875,-0.0035307445211463,-0.0087249467681123,0.0068818818818818
2018-07-05,0.006483661914711933,0.0089222067024206,0.0251075527455157,0.0050635749138758,0.0081577543179591,0.0093531018562513,0.0001651254953765
2018-07-06,0.009321817570640262,0.0166674578725186,0.0240735998240857,0.0053428070808905,0.0084583144587868,0.0121861172676427,0.0042986981085728
2018-07-09,0.0070785984527224075,0.0178401135437581,0.027595868005025,0.0042178068420076,-0.0005,0.0102278150944182,0.0018662014686192
2018-07-10,0.0004883653227547753,0.0071071190981797,0.0105431183966651,-0.0002512759682051,0.000109133245709,0.0024813107856309,-0.0060245835355005
2018-07-11,-0.004799363394185443,-0.0131272749700701,-0.0210629322951171,-0.0080587362087908,0.0,-0.0070979613051933,0.0049263089324973
2018-07-12,0.006781910881239867,0.0148179937443682,0.0255378004896362,0.0053392658504726,0.0,0.0172382595588265,-0.000363284088157
2018-07-13,0.0004951535200724189,0.0021425124756809,0.0019608426450663,9.776979180038207e-05,0.0001089185091793,-0.0014473508853498,0.0002822808290992
2018-07-16,-0.0019501972578097057,0.0002064500305107,-0.0021526979582781,-0.003356316046369,0.0001090080500669,-0.0032295428625755,-0.003147826788813
2018-07-17,0.002807169880221982,0.0060940921727215,0.012551587121204,0.0015520704847638,0.0,0.0063777104905546,0.0003215304851089
2018-07-18,0.0008015394382366946,0.0041213034214486,0.0056167535116631,0.0005881963872516,0.0001097059111005,0.0030809929271643,-0.0026474127557161
2018-07-19,-0.0031255710982047353,-0.007762815285048,-0.0115561989673046,-0.0004977219136631,0.0001096938770337,-0.0084508116583338,-0.0008857752546603
2018-07-20,-0.0010536687167759578,-0.0021431369794696,-0.0035071343948314,0.0009613575634501,0.0001087695197192,-0.0051913342048484,-0.001007536372063
2018-07-23,0.002263865817943,0.00201446787129,0.00586610924056,6.571101513022647e-05,-0.0001087576901974,0.0022234556212287,0.0053101617185613
2018-07-24,0.0024167131318307035,0.0074399999157444,0.013607945184713,0.0017786933542562,0.0002181472566968,0.0007649702571372,-0.0008408071748877
2018-07-25,0.0050451814403926565,0.0098737018927507,0.0272345494785062,0.0060937725677617,-0.0001093538817283,0.0137137206521768,-0.0032535809229059
2018-07-26,-0.0006515726871768873,-0.0033485109312994,-0.0095220812130384,-0.0020243111212374,0.0001093658413076,0.0062561023423352,0.0015122572429162
2018-07-27,-0.007266226925840676,-0.0119050502669524,-0.0194158207332493,-0.0040423570726336,-0.0072765307089437,-0.0208577031938091,0.0001201634222542
2018-07-30,-0.004062957093913859,-0.0069803340480387,-0.0167241656213069,-0.0017262174527899,-0.0052235566302597,-0.0161196648212184,0.0032625770330687
2018-07-31,0.004185809175465207,0.0054208659004456,0.0148582618862378,0.0035434733792,0.0049293536877892,0.0042296717490375,0.0012026458208058
2018-08-01,-0.0024814472440013715,-0.0014026372268581,-0.0040454211851962,-0.0015875516175594,-0.001670538213317,0.0010389217893868,-0.005457901918292
2018-08-02,0.0030136946149430695,0.0052943582058867,0.0147001171911749,0.0007485559440448,0.0054478208502382,-0.0007940116578388,0.0006788053026673
2018-08-03,0.0034562934112270195,0.0056975735338497,0.013534057086938,0.0022804410745822,0.0042847264913619,0.0052372952565779,-0.0002782304543105
2018-08-06,0.004275292255036991,0.0099062904525505,0.0109085203489263,0.0004566146525019,0.003666920211921,0.0050687807452852,0.0024948518929193
2018-08-07,0.002696061058535741,0.0070565026027182,0.0089300649666452,0.0028022540181599,-0.0003908131302173,0.0051399466727655,-0.0005132659507264
2018-08-08,-0.0004206022390971923,0.001415296904671,-0.0022127008215154,-0.0017362658404765,-0.0001091749493116,-0.0027991518450537,0.0003949915076826
2018-08-09,-0.002647657555654807,-0.0035653641244441,-0.003881090949068,-0.0007977125321325,0.0001091868697826,-0.0016042673904561,-0.0056159778524816
2018-08-10,-0.005270453962893083,-0.0151681088114248,-0.0202222787005514,-0.0056501362446504,0.0002186537250128,-0.0045122669234458,0.001234420419703
2018-08-13,-0.0017337329353510388,-0.0046650193648149,-0.0106041671372772,-0.0032227209962364,0.0001089485763732,-0.0043084972513963,0.0031177552162442
2018-08-14,0.001718081813967466,0.0065242963760899,0.018755860607881,0.0030786869993203,-0.0002183796272157,0.0020344187748167,-0.0052027483220143
2018-08-15,-0.003720333598518918,-0.0076699971965234,-0.0219800087117448,-0.0076095405968933,0.000218427327294,-0.0098085564421257,0.0056815908454366
2018-08-16,0.004243858012006032,0.0080545484538777,0.022665917400477,0.004262966776047,0.0,0.0090068171665058,-0.000952380952381
2018-08-17,0.002675578191456979,0.0035416591562663,0.009767142915577,0.0032560052622834,0.0001098478885159,0.0023330162966291,0.0019381378055534
2018-08-20,0.0021404145581382394,0.002710196322095,0.0076266331163614,0.0014107446931263,0.0,0.0047586179011429,0.0018545554985598
2018-08-21,0.0010604656804063905,0.0020385992699654,0.0055382108243193,0.0028015934697362,0.0001094308985887,0.0005234067277663,-0.0012996731125201
2018-08-22,0.0008721081805997082,-0.0001957947461389,-0.0005509765778732,0.0022075117448501,0.0,0.0071906620311838,-0.0007878358150161
2018-08-23,-0.0011406862607582008,-0.001812823566772,-0.0056942837738429,-0.0027909041325877,0.0003268396929752,-0.0059763144077083,0.002367050654884
2018-08-24,0.005695828911319349,0.0064336665016329,0.0181046714590218,0.0050332050969944,0.0,0.0128922647409956,0.0047055132930751
2018-08-27,0.005175711965101807,0.0083243899595818,0.0232261044139951,0.0039540109645076,0.0001097879221143,0.0105982294529287,0.0019845130160707
2018-08-28,0.0005596177855812643,0.0005042410962829,0.0014189606163177,0.000609982169712,0.0,-8.9561430730134e-05,0.000972270835764
2018-08-29,0.0036693843503054057,0.0057186060635934,0.0162915933988616,0.0035099565799867,0.0048808617489934,0.0060493051520247,-0.0018179005182951
2018-08-30,-0.004222293747906055,-0.0043002095054749,-0.0128941690842113,-0.0042611472062075,-0.0040486063947812,-0.0075173185206607,-0.0013983297727714
2018-08-31,-0.00020545054805047326,-0.0001956777936903,-0.0003530413459043,0.0007238978541433,3.458117284882434e-05,0.0002087038908118,-0.0013207473876394
2018-09-04,-0.0023892259052375204,-0.0015125872730043,-0.0044148581104584,-0.00484277750067,-0.0017222486506407,-0.0001163851482427,-0.0015945861854388
2018-09-05,-0.002776455816433366,-0.002969753712135,-0.0081586967556568,-0.0023110137092171,-0.0026916894532987,-0.0098227708301961,0.0003120124804993
2018-09-06,-0.00302748413376539,-0.0032904852433315,-0.0096566952975242,-0.0019871804919182,-0.0030097680969102,0.0023340242733206,-0.0042246909716788
2018-09-07,-0.0009317431681778266,-0.0021692234622095,-0.0065004022316791,-0.0019941555204803,-0.0019434701276846,-0.00536724261582,0.0041949268828165
2018-09-10,0.0005814582679901008,0.0020021861564806,0.0056342557628195,0.0018665185692827,-0.0005,0.0024332118312343,-0.0025045002739296
2018-09-11,0.001862320233681494,0.0037955892181202,0.0104825223284923,0.0019619267160116,0.0001094030063986,0.0019181239485783,-0.0001949697796841
2018-09-12,0.0020169563594639936,0.0006899819510469,0.0001788570234282,0.0007382989485894,0.0,0.007559930535097,0.0040157511014073
2018-09-13,0.003767036539629241,0.0108295887290812,0.0164521183787398,0.0016800845627366,0.0,0.0028993240558783,0.0008528454023881
2018-09-14,0.000661771516314925,0.0035330338871891,0.0010556540773221,-0.0007331276192755,0.0001087844340392,0.0019590865916147,-0.0002712862845405
2018-09-17,-0.0039303729996871374,-0.0107225892927634,-0.016695993863415,-0.002335748951552,0.0002193648185535,-0.0084492597479494,0.0007792713812586
2018-09-18,0.003008922443762274,0.0047491922362002,0.016085551301417,0.0027302443600574,0.0,0.0063933077689804,0.0002712862845406
2018-09-19,0.002596076260984805,0.007133637637596,0.0033422351162131,-0.0005819092686117,0.0,-0.0003690711814813,0.0047998761322289
2018-09-20,0.0060832781035350956,0.0120426899523825,0.0233168001743873,0.0042992405114847,0.000218306032109,0.0088973524377771,0.0029572163760656
2018-09-21,-0.0014907700073167394,-0.0026060265385271,-0.0027409691561071,-0.000714329958128,0.0,-0.0010063061230706,-0.0023060071486222
2018-09-24,-0.0009583377353160826,-0.0028787440974808,-0.0092768671882994,-0.0010258719625133,0.0001090281469449,-0.0013727708504277,0.0015808752650856
2018-09-25,-0.0009285383472249472,-0.0032194406310194,-0.0039881680783706,0.0007087999664379,0.0,-0.0055879099736827,0.0007721411474019
2018-09-26,-0.0016617223235606397,-0.0042603984139121,-0.0092679044083492,-0.0022011832200558,-0.0034922522795912,0.0025880158449113,0.0020521954619376
2018-09-27,0.0017441456627632797,0.0030155012842002,0.0080886052771176,0.0017042901409125,0.0027944995031201,0.0052244040598349,-0.0022781681983166
2018-09-28,0.0016794733754738804,-0.0003718827511861,-0.0010464973634852,0.0015944618694182,0.0001032551631703,0.0004364721628269,0.0052521819726578
2018-10-01,0.002293876289824108,0.0042328123705216,0.0113495950065887,0.0005036296114163,0.0034739361784159,0.0031257007900378,-0.0003847781753817
2018-10-02,0.0003854431171329498,-0.000658988582481,-0.001035768263635,-0.0015490223163005,-0.0005825966211744,6.645510447913757e-05,0.0039260969976904
2018-10-03,-0.00033230153364964847,0.001905907858414,0.0013824793029124,0.0003778178636467,0.0005481901391044,-0.0046741875879666,-0.0020770029616524
2018-10-04,-0.007836627532425876,-0.0182054857157257,-0.0239901689833718,-0.0063010972407473,-0.0078151140619727,-0.0056596237721967,0.000736633970457
2018-10-05,-0.004187122614654011,-0.00655206182501,-0.0159153201457191,-0.003331836700954,-0.0003905456039115,-0.0056554733524652,-0.002962731950725
2018-10-08,-0.00041317905207932524,-0.0005746258586805,-0.0016170269908503,-0.0002943115798617,0.0,0.0026122843673226,-0.0014428326314147
2018-10-09,-0.0008249306353848863,-0.0014776376073078,-0.0039596146950435,0.0004459816139183,-0.0001094424171347,0.0013377462551182,-0.002069423294678
2018-10-10,-0.01812615696750615,-0.0340852097565228,-0.0963137454251459,-0.0139333851045784,0.0002184039287262,-0.0274694392908275,-0.0039134995562012
2018-10-11,-0.007103203674150518,-0.0229520464491162,-0.0647869457058204,-0.0091880140043968,0.0001095314466801,-0.0181473548928445,0.0166130760986067
2018-10-12,0.0067463177185551676,0.0143602151608,0.0404103907936725,0.0046748847768161,0.0,0.0143436523099711,-0.0016264790794128
2018-10-15,-0.0006699161823691575,-0.0059184353625099,-0.0168518102730962,-0.0006751098807693,0.000108610994582,-0.0059739006238284,0.0076051846097231
2018-10-16,0.01213914298214324,0.0223550437398796,0.0627090517052149,0.0104584961944293,0.0001098103430039,0.0233756172026124,0.0004804612427931
2018-10-17,-0.0011009449019505231,0.0007689165130552,0.0021637709764328,-0.0020124860904793,0.0,0.0005322501981842,-0.0035621372823693
2018-10-18,-0.007302453355862698,-0.0152745063007326,-0.042983253515446,-0.0074890968370776,0.0,-0.0117498750620227,0.0023544694324915
2018-10-19,0.0006683686155229538,-0.0009496740380361,-0.0028712456838192,0.0007115518272368,0.0001095964509318,0.0005361040624718,0.0029256399837465
2018-10-22,-0.005738505429496682,-0.0043175596114958,-0.01254632226821,-0.0015203723061104,0.0002185634428324,-0.0003918621519013,-0.0149740911501897
2018-10-23,-0.0029393909357097498,-0.0060694387042255,-0.017079715532781,-0.0038044389030554,0.0,0.0022001268668483,-0.0007385221351494
2018-10-24,-0.01444043241082069,-0.0324610989144343,-0.0915446845147689,-0.0120375592297813,0.0001088543039116,-0.0325921842705995,0.008124576844956
2018-10-25,0.005679037843360293,0.0197984797738296,0.0555163208203557,0.0088055019278908,0.0001089433293948,0.0117894717095878,-0.0156211051100955
2018-10-26,-0.006413790024268107,-0.0192479906452695,-0.0543642817181925,-0.0068367507862676,0.0001099400866872,-0.0205355144559521,0.0131567814535917
2018-10-29,-0.004220465908824114,-0.0061455571670043,-0.0172939168377799,-0.0027454354563786,-0.0060403784489181,-0.0045135830960245,-0.0002
2018-10-30,0.012167194865943379,0.0164792640706808,0.0463735044100299,0.0062579477313144,0.0148186277682578,0.0293400595224124,0.0
2018-10-31,0.006326362488534011,0.0111347135787764,0.0311360763268606,0.0015411783787206,0.0106807629125496,0.0037056168225598,0.0001089194874208
2018-11-01,0.007928931552208454,0.0112629365210978,0.0312982621971784,0.0051615871810218,0.0106421240769876,0.0117175217526056,0.0002184202928787
2018-11-02,-0.004759007642340808,-0.0031708306967842,-0.0089228821548162,-0.0019626192187069,-0.0059228821548162,-0.0252398523798513,0.0
2018-11-05,0.0019833857392229527,0.0020309990366714,0.0055167184223539,0.000138552592091,0.0055167184223539,0.0032092109605507,0.0001094887530552
2018-11-06,0.002348827397727276,0.0022487002129353,0.0063279591123805,0.001222801194991,0.0063279591123805,0.0021897900658696,0.0
