,TQQQ,UPRO,SSO,TECL,SOXL,FAS,ERC_lev_ovn,EW_lev_ovn,STACK_ERC_N18
2017-06-01,0.005730204950975293,0.005762116377099314,0.0038627260759196203,0.00575330367810254,0.004239461180162807,0.007871762353642597,0.005494992435941385,0.0055365957693170285,0.009447551384510484
2017-06-02,0.009660328578818133,0.0010416533164842924,0.001022774005618099,0.008103924410446805,0.017101819718593682,-0.013413642443941188,0.0025355003559034686,0.0039194762643366375,0.007977674735989869
2017-06-05,-0.001009146247028103,-0.001713854333026199,-0.0008624145617493138,-0.0003224658438102599,1.2335035637524435e-08,0.0004737437750561348,-0.0006256421446575002,-0.0005723541459203505,-0.0019329299866654
2017-06-06,-0.0038011123577103233,-0.008535168635937418,-0.005727185811805002,-0.0033722618067344667,-0.013585033996948237,-0.013883301066829246,-0.007796628303433369,-0.008150677279327449,-0.007612616768729269
2017-06-07,0.006902681471358841,0.004005739332406422,0.0024687409029260144,0.007280273570683816,0.011286449583335778,0.006838864605643181,0.005804021433312915,0.0064637915777256754,0.005715597135583053
2017-06-08,0.00601507714629832,0.0007510355810018467,0.0006870067764819023,0.007224645713080436,0.019176519505593494,-0.0013146054394913786,0.004041560096325006,0.0054232798804941034,0.004179786198028606
2017-06-09,0.003393400104255684,0.004076023562092224,0.0021255206533001615,0.004749143992804883,0.020673526333736737,0.012029772840420816,0.006688136112935041,0.007841231247768417,0.0027869804906404407
2017-06-12,-0.0279915459252972,-0.00439863836915435,-0.0028664025349697474,-0.03155216061127699,-0.04150214190996639,0.001694523695014083,-0.014437380408249116,-0.017769394275941767,-0.016255696407328716
2017-06-13,0.015382250887438142,0.007827155896742632,0.00491435666657123,0.02294442865596278,0.04944484605696851,0.009433133930300408,0.015052110556167949,0.01832436201566395,0.01756013743359455
2017-06-14,0.011556216733669999,0.004038832827011763,0.002663701657525919,0.010480025640035895,0.011767819714524985,-0.00845417502109771,0.004415265610537501,0.005342070258611809,0.0030433388645877005
2017-06-15,-0.030771925860302994,-0.01929454508547348,-0.013329988019888517,-0.03426404050791445,-0.05235588913239666,-0.020335396488980993,-0.02537764606196862,-0.02839196418249285,-0.02866890180191292
2017-06-16,-0.002180246708468192,0.0023684974382522706,0.0014619903570083138,-0.0014050145405290148,0.0028854314451314035,0.003522919639889799,0.001129563008046864,0.0011089296052140968,0.000614231498782464
2017-06-19,0.027658491030296363,0.012261806626304916,0.007667146367693368,0.033924589490201364,0.03079214062685074,0.013271350972090068,0.018773916792391415,0.0209292541855728,0.021326670075836513
2017-06-20,-0.002589765740312133,-0.005116885733856846,-0.0033623229028673317,-0.0005869404816938537,0.011296499619459088,-0.0030407441238609278,-0.0015645523684869335,-0.0005666932271886675,-0.005985785414188333
2017-06-21,0.005961424103737323,0.003393654748468067,0.002475933637341421,0.008112539957092912,0.013437301999781081,0.0024881506326750237,0.005128481654389465,0.005978167513182638,0.005128011067497567
2017-06-22,0.0042663313916490924,8.456337762761129e-05,0.00013161376616885895,0.008509261771256748,0.004969823698932819,-0.004825703430738648,0.001614711380196711,0.002189315095816081,0.003622406503908811
2017-06-23,-0.0037204573548627272,0.0013186178917419023,0.0009082017462578087,-0.0030561052375798425,-0.0040271188167630085,0.008536371459511893,0.0005036052349046483,-6.748385282329186e-06,0.003698612313662048
2017-06-26,0.016266088376933198,0.008303990834248797,0.005544427608262548,0.010522655651614898,0.02413129369217002,0.011156300662302087,0.011335430602253711,0.01265412613758859,0.011425808255221413
