,NOVA25,SPY,QQQ,IWM,DIA,GLD,TLT,XLF
2016-03-01,2.9438788471745033e-05,0.0,0.0,0.0,-0.002677860606499105,0.004754627271183587,-0.0009228876127972407,0.0
2016-03-02,2.3959417363304807e-05,-0.00021910153331927695,-0.00021910153331927695,-0.00021910153331927695,-0.0008665511265163461,0.00160107862138692,0.0008170769073638784,-0.00021910153331927695
2016-03-03,2.141064586330862e-05,0.00021914954932156228,0.00021914954932156228,0.00021914954932156228,0.0009359925120600021,0.0033962889330683144,-0.005392755392755411,0.00021914954932156228
2016-03-04,-0.0009851770637155758,-0.005408333333333259,0.0,0.0,-0.003515568948199266,0.005142667551426783,-0.001126472094214015,0.0
2016-03-07,0.0005390083233844697,-0.006371660723680339,0.0,0.0,-0.004717655468191584,0.005282707387536112,0.013932998668169327,0.0
2016-03-08,-0.000846603668225463,0.005024828564672568,-0.00021910153331927695,-0.00021910153331927695,0.004312203536007031,-0.01169251181690023,-0.007092198581560294,-0.00021910153331927695
2016-03-09,0.0023560338382818454,0.0027049276725861215,0.00021914954932156228,0.00021914954932156228,0.0036574870912220447,0.007609331883936754,0.0025491995513409194,0.00021914954932156228
2016-03-10,0.0025495433090727167,0.008579655638479178,0.0,0.0,0.008246092069410516,-0.002797663128445649,0.0011260108506501165,0.0
2016-03-11,-0.0003230950072880654,-0.0028341720168892914,-0.00395253549695731,-0.00021910153331927695,-0.0030446788925864166,0.007117735722659502,0.00372246923792785,-0.00021910153331927695
2016-03-14,-0.002691419267208119,-0.005617001563495316,-0.003443386672067894,-0.006120913512370451,-0.004668269910878431,-0.0008483203257549921,0.005565862708719838,0.0
2016-03-15,-0.0031821882459443715,-0.002842062525375666,-0.0024308720753570823,-0.005152979066022634,-0.002542732024297334,-0.004409021536374347,-0.0008241475224064487,-0.0039715517241379
2016-03-16,-0.00039931421509204065,-0.0008071025020178757,-0.0029113542816986415,-0.0022399999999999087,0.0,0.00497677504976779,0.002054020745609453,-0.0026968716289105243
2016-03-17,0.0005255645626687401,-0.002349300939720411,0.002712749924645763,0.00136554621848739,0.0018821889159987837,-0.004577992342267301,0.0023531819111930474,0.0021333333333333204
2016-03-18,-0.002893845868799354,-0.0017781346793621644,-0.002105685350446307,-0.0018730489073880419,-0.0005552085502117388,-0.006719252118025154,-0.006327176242473587,-0.002653927813163537
2016-03-21,-0.002289821303557737,-0.004525923804067689,-0.005395144370067051,-0.005113221329437478,-0.0038805349594622784,0.006557377049180246,0.00586178527355008,-0.006911217437533201
2016-03-22,-0.004099742781005359,-0.0023499742076001917,-0.001593943016537147,-0.0033423856277416952,-0.0024300492952856745,-0.021747328724072923,0.002674071788542509,-0.002132196162047073
2016-03-23,-0.003374017413634536,-0.006115855065774278,-0.005122024706236683,-0.005643100511073307,-0.005580357142857206,0.0013720950175799551,0.008237567375165344,-0.008597528210639416
2016-03-24,0.0019564029413581064,0.0023089355806971135,0.002911646586345462,0.0022285896211395873,0.001254967580004207,0.0034381983840465757,-0.0008137524158274845,0.0021633315305571443
2016-03-28,-0.0006665360112948615,-0.0024806738202377554,-0.0017088862082831335,-0.0025439898240408043,-0.0036211699164344635,0.006345395300977552,0.005280796181578173,-0.0037735849056603765
2016-03-29,0.002421290410995503,0.005544441268934053,0.006235154394299336,0.005259358564504435,0.005817174515235557,-0.007326315789473736,-0.00793890061300373,0.005379236148467026
2016-03-30,0.0010721038011048372,-0.0007397712399703771,-0.0005907256079550338,0.001340344365398538,0.0,0.008974468448467166,0.002030663011473255,-0.002673796791443861
2016-03-31,-0.0056593328453373925,-0.0058759769524787675,-0.005522682445759375,-0.009046982625681044,-0.005178127589063775,-0.013093011392620313,0.0055499495459132575,-0.005359056806002238
2016-04-01,-0.0007425398913568911,-0.00028339851499181723,-0.0004879000780639853,-0.0019449278329408681,-0.00048034035545185816,-0.002308876346844513,0.0010059350165980696,-0.0005316321105793831
2016-04-04,-0.0027907176415576723,-0.007731665719158731,-0.007251347378735895,-0.0075350949628405495,-0.006057685688717673,0.014123320702721376,0.009549658222758328,-0.009610250934329989
2016-04-05,-0.0014642039839952764,0.0005168552231091805,0.0009888262632256062,-0.00020887728459528798,0.00020807324178107045,-0.007906146391226665,-0.0047737444057682765,-0.0016251354279523955
2016-04-06,-0.002336349418987569,-0.006248579868211701,-0.005643670331808903,-0.0072276716572017286,-0.0068889501240011475,0.014622883530015507,0.007210816224336503,-0.0070043103448275135
2016-04-07,0.004140165751403471,0.006842226310947774,0.006814141813154206,0.008582792547624063,0.005564830272676735,-0.004469179526098377,-0.005046007717423473,0.007138934651290452
2016-04-08,0.0034550990831991317,0.0034973053548905675,0.004346537587671673,0.005420054200542035,0.0027077692147468024,0.00861122836639927,-0.00527678215850258,0.004376367614879584
2016-04-11,0.0003114220049498526,0.0012072434607646176,0.00039655001487060026,0.000418322526668069,0.0015986654618751484,0.0015828057314228872,-0.0055838069598165285,0.0021798365122616126
2016-04-12,0.003949271996618083,0.005181642181983914,0.00747295968534889,0.005688870500620613,0.005372640859622635,-0.00566430653894201,-0.0018070474851922258,0.00967741935483879
2016-04-13,-0.0015878287855497014,0.00016910935738434496,-9.707795359681359e-05,-0.0005063803929511446,0.0007498295841854574,-0.005809058764101649,-0.003701110333099944,-0.004734350341925264
2016-04-14,0.00035824726031905626,0.0,-0.0007766236287738426,-0.0027372262773722733,0.0,0.002134436168059306,0.003919597989949786,0.0020986358866736943
2016-04-15,-0.0026717846414629257,-0.0032727683105745475,-0.002822384428223912,-0.004349145342368854,-0.0031369339879976366,0.005172998643147908,-0.0037886340977068,-0.005786428195686644
2016-04-18,0.003551096731142664,0.0021852412170113578,0.0019362958660082974,0.0019076305220884215,0.0019657018911407587,0.018436703483432515,-0.0019015212169735118,0.00261369576581294
2016-04-19,0.0002673513050406701,0.0003911270045258153,9.7418412079886e-05,0.0001003310926055434,-0.001622169651909311,0.0008363301831564307,0.0018070474851923368,0.001033591731266048
2016-04-20,9.094980553638952e-05,0.0002791113095903519,-0.0002920276452837989,-0.0013015618742490132,-0.0006067552079822569,0.012017816623245636,-0.007918781725888335,-0.0005122950819671512
2016-04-21,-0.002831670409388868,-0.001907968574635155,-0.012751873844057293,0.0002014098690834576,-0.0003391209983722998,-0.006195060694851429,0.001123366013071836,0.0010341261633919352
2016-04-22,-0.0025007870545378963,-0.003478846369655453,-0.003260869565217428,-0.002492273950752688,-0.003523035230352134,0.0022906592008145044,-0.00225294418842803,-0.004098360655737654
2016-04-25,0.0021781917952688598,0.0020798201236649216,0.0020750988142292925,0.0037163519485736707,0.0014249847323064557,0.0046515561569688835,-0.0006169031462061048,0.0015408320493066618
2016-04-26,-0.00171774401237216,-0.0024128836765614503,-0.010522136192177789,9.940357852888937e-05,-0.003052088985349921,0.0021057951482479353,0.005268050821195969,-0.0010198878123406363
2016-04-27,-0.002649700493763346,-0.004257226081111454,0.0009007205764612891,-0.004854368932038833,-0.0066252028123309215,0.007646416267540479,-0.0022504091653027247,-0.008150789607743292
2016-04-28,-0.002122810729793749,-0.003730077992539771,-0.0008102906917856201,-0.004010025062656686,-0.004445052314846265,0.00939896116744987,-0.004685749210553203,-0.005149330587023715
2016-04-29,0.0018779293473530656,0.002841554898840748,0.0023426359747402703,0.0037445602671795086,0.002882437718756403,0.001213297743266173,-0.003859435303676606,0.0025920165889061764
2016-05-02,-0.003861791634840121,-0.0069914298601714275,-0.007063572149343944,-0.008418520745640423,-0.007160392798690518,0.004057453542156919,0.0134427911749615,-0.011282051282051175
2016-05-03,-0.004662721142663237,-0.005631399317406194,-0.005805071799572237,-0.005706715581371702,-0.0050866098432772455,-0.0010570824524314126,0.001722565609484361,-0.010914760914760735
2016-05-04,0.0027770579326211096,0.0028030433041588143,0.0036904151717067624,0.004007398273736085,0.002833448514167447,0.003190445026177935,-0.000906892382103841,0.0031397174254317317
2016-05-05,-0.0030256330034133714,-0.004462242562929042,-0.004921058027476,-0.003920759389186901,-0.004350828729281941,0.006225425950196595,-0.0016014412971674385,-0.006813417190775661
2016-05-06,-0.002257917299535263,-0.0007410785543267018,0.00020395676116669037,0.0,-0.0005497148354292047,-0.01611397491577704,0.00010055304172951196,-0.0015649452269170805
2016-05-09,0.003225455847642887,0.003986786649960106,0.0037636049232021573,0.004091653027823217,0.003992840424067223,0.0008289124668434678,0.0,0.00522739153162588
2016-05-10,-0.0008832559611940441,-0.0025316455696201556,-0.0016051364365972098,-0.0017216933360340025,-0.002788167290037613,0.007024793388429762,-0.0004008819402686603,-0.002578648788035154
2016-05-11,0.0013537623998706198,0.0035197275049674293,0.0028342949691262387,0.0024607812980621535,0.002817869415807639,-0.0007247652702310203,-0.007176318150104666,0.004171011470281538
2016-05-12,-0.0012005211917383383,-0.0017030939540165768,-0.0005083884087442314,-0.0027826445429248725,-0.002816320923203941,-0.0007426968146558854,0.00360468609191944,-0.0026028110359188616
2016-05-13,0.00158700392537555,0.0009735425495360772,0.0015307684457597226,0.002593899149201162,0.000833044081915757,0.009940847847518919,-0.004760015866719591,0.0
2016-05-16,-0.00128281319646282,-0.00153113303844854,-0.0006048996874684631,-0.0015364129878110422,-0.0015812994156066962,-0.001765261299724985,0.0005001000200040018,-0.002621919244887305
2016-05-17,-0.003483160772099042,-0.002174908424908417,-0.0018374846876275663,-0.004371357202331394,-0.002707205331112128,-0.008344240837696248,-0.0034975517138002843,-0.0021119324181627652
2016-05-18,-0.004567688258263417,-0.004405286343612258,-0.00376398779247189,-0.0072501294665976435,-0.0036780013879250673,-0.008911468310152326,0.001519448946515345,-0.005181347150259086
2016-05-19,0.002773892416017031,0.0033876894809370395,0.004089979550102374,0.0032365838379619927,0.003557229545930074,0.0028368794326241176,-0.0030260238047206123,0.004707112970711247
2016-05-20,-0.0005529896071087096,0.00022829747160546532,0.0008091433195105413,0.0,0.00034739109289216863,-0.007101086048454497,0.0019153225806451957,-0.0015600624024961762
2016-05-23,0.0027212160707690246,0.004972849385538769,0.005875202593192741,0.006066214271025938,0.00555787133527863,-0.009886887306242098,-0.0037208366854385444,0.0067602704108162825
2016-05-24,0.002078262588393714,0.00394922425952049,0.0037728355837967076,0.0030211480362536403,0.004051641258068894,-0.005968113223633775,-0.0003029996970003168,0.004098360655737876
2016-05-25,0.00202424590781267,0.0011209505660800811,0.0008870490833825517,0.0021037868162694373,0.0012943661012330132,0.00521545827633374,0.0032441200324411223,0.0010147133434803557
2016-05-26,0.0005092169207627829,0.0009523276006946357,0.0009829942003340975,0.00070175438596487,0.0007500852369586308,-0.002402402402402415,0.0003026329062847388,0.0020408163265306367
2016-05-27,0.0011412330216514352,0.0016177619100747886,0.0014667057788209092,0.0021836228287841486,0.002516664399401236,0.0010377032168800149,-0.006263891695292068,0.005065856129685908
2016-05-31,-0.002344655199498449,-0.0037430167597765074,-0.003219826324519448,-0.003067788223651724,-0.004031982505296239,-0.0006032402619786659,0.00564345460042337,-0.0066056910569105565
2016-06-01,-0.0015077937079166091,-0.002286415346865911,-0.001854201229628205,-0.0025542784163474774,-0.002527840404454529,-0.0014015568061753747,0.003915269551249878,-0.003039513677811523
2016-06-02,0.001258023021669456,-0.00311353274769266,-0.0018502288440938042,-0.0023403217942467025,-0.002383871407165228,0.02221645919778692,0.01146103248953545,-0.012139605462822334
2016-06-03,0.0008279434223732876,0.0018400802944127381,0.0017610801291458866,0.0011772785244774653,0.002523702339540135,0.00033655868742110684,-0.0032429245283018826,0.0
2016-06-06,0.00056452657807384,0.0008322237017308609,0.0008775351014040922,0.00048515427906070663,0.0016266775111835052,-0.0036155721853191602,0.003068699267471775,0.0
2016-06-07,0.002433844571154311,0.0007755803002604811,0.0016612918987588543,0.0009678668215253872,0.0015568943342585406,0.012541031899671706,0.002271156314802125,-0.0015337423312882237
2016-06-08,-0.002222085687444998,-0.0039209189308593295,-0.00390281978729623,-0.004321521175453702,-0.003709699177121162,0.00024879747885231396,0.00785777428543355,-0.006125574272588086
2016-06-09,-0.0055067930369761455,-0.007300884955752318,-0.00889366692728688,-0.009184068058778028,-0.006347062795408531,0.0025569119102606397,0.004781420765027189,-0.011825192802056628
2016-06-10,-0.0017558751557340503,-0.0033493357150831127,-0.005436931593515215,-0.003333006567983521,-0.003873598369011133,0.008624229979466103,0.003598171739764622,-0.006246746486205157
2016-06-13,-0.0010152987740786302,-0.0020815752461322834,-0.0023921060500348146,-0.0033696729435084283,-0.0022588815113971927,0.0027718897766182415,0.005994971959002227,-0.004195070791819688
2016-06-14,0.0020809913163942735,0.00219780219780219,0.0027907903917074872,0.0037765851719340215,0.002403681065860752,-0.0021176087310637026,0.00183859105864137,0.0026609898882383742
2016-06-15,-0.0021327254507096,-0.004910537901450462,-0.005097960815673819,-0.0074463860206512855,-0.00474552957359009,0.012210900857189122,0.007037501205051422,-0.007974481658692079
2016-06-16,7.553086957888267e-05,-0.000843929334983673,-0.0017940795375260832,-0.0012908350709959215,-6.842753524016754e-05,0.007273024434093278,-0.002014195281028308,0.0010598834128245915
2016-06-17,0.006643973537461687,0.010841944773843704,0.011694727291057472,0.014958117271639315,0.010849412895694632,-0.013793659756392573,-0.010230672714988898,0.01591511936339507
2016-06-20,-0.00016465642446941562,0.0020203153936810825,0.0015031566289207543,9.862905612001427e-05,0.0017720828789531406,-0.012661309958607148,0.0008780487804878057,0.003691983122362963
2016-06-21,0.0005624549031309488,0.0012315270935963074,0.0010992305386230417,0.0020761245674740803,0.0011572498298160205,-0.0001654944145634829,-0.0005880047040376368,-0.002623294858341896
2016-06-22,0.005535215461396672,0.008466498458088223,0.007810153199159009,0.010521091811414474,0.008327645051194432,-0.0035563642378627636,-0.008418167580266256,0.012079831932773066
2016-06-23,-0.018492801552663016,-0.03419465501023611,-0.03633491311216441,-0.04214522094607742,-0.02944942381562088,0.05428809325562045,0.030947201898358756,-0.05398457583547567
2016-06-24,-0.004072872739334639,-0.00803627805522078,-0.007203869507049543,-0.01174089068825912,-0.0070466755040816675,0.0038107335662114217,0.01996335230012547,-0.013601741022850944
2016-06-27,0.0072797767646468736,0.009468147282291062,0.01028979420411602,0.009106133556625373,0.009626955475330767,-0.008841174613198666,0.0018811136192626865,0.017897091722595126
2016-06-28,0.00746282105004464,0.008095538841361938,0.007710496555978219,0.011849562081401421,0.007739506345000757,0.0045476304451890215,0.001595794611846335,0.008728859792689558
2016-06-29,0.0022961992038379115,0.0025963763616865254,0.0021216407355020284,0.002015316404675671,0.00240120746432515,0.0009536676468251404,0.0029319965951006832,0.0031999999999998696
2016-06-30,0.0022551026262313386,-0.0006681886519294133,-0.0010978043912175384,0.0004945109286915716,-0.001421512218235832,0.009329538266919624,0.0156485671191553,-0.0036745406824146842
2016-07-01,-0.002021660977784742,-0.00411408239283928,-0.004372888093818306,-0.0032528339083292,-0.003786086133459543,0.0031152647975078995,0.008921933085501932,-0.009498680738786236
2016-07-05,-0.0020659412823572434,-0.0028544243577545148,-0.004698120751699397,-0.004901960784313708,-0.0033324265505983997,0.008189122373300384,0.0033051781123760726,-0.008569898232458462
