,NOVA25,SPY,QQQ,IWM,DIA,GLD,TLT,XLF
2016-07-06,0.00011482909627746622,0.0005561425949613952,0.000793257312841078,0.0022833316787449487,0.0006092195221012453,-0.002995161661930812,-0.003208360069667293,0.0016000000000000458
2016-07-07,0.006367501799942762,0.007237501391827106,0.005042016806722671,0.00921339409550237,0.0067100447336316815,0.0005393743257819938,0.0028422114238562113,0.012793176972281328
2016-07-08,0.0015876690927621347,0.0025234516429863962,0.003407652614156431,0.006099922540666158,0.003074866310160518,-0.007815493065665313,-0.0036403349108117267,0.0047120418848167755
2016-07-11,0.0020316871080007636,0.00524762217120367,0.005905130687318572,0.007085407889697581,0.004924469288613675,-0.006185726436248484,-0.01349490498485273,0.006246746486205046
2016-07-12,0.003771998312805108,0.0022793878215565666,0.00250385208012327,0.005103487383045113,0.0016522371290728088,0.006685017695635009,0.008952718455655928,-0.0005141388174806361
2016-07-13,0.0030590028873493367,0.006838534599728607,0.006564973933191887,0.008727824684565011,0.008053868497491345,-0.01566396508728174,-0.016606698034874023,0.020051413881748026
2016-07-14,0.0009453948948644172,0.003293380844401339,0.0023019374640322887,0.004359776324518894,0.0030146143259717206,-0.007694723618090538,-0.005147884687383031,0.00356597045338769
2016-07-15,0.0007222388388599334,0.0007567567567567934,0.000768491834774343,-0.0014177693761814325,-0.0002620201755534346,0.0012612328551158125,0.004530438886267252,0.0005102040816324926
2016-07-18,-0.0010334256412983854,-0.0022101234434801498,-0.0032445844069091123,-0.0011322891111530398,-0.0005233889434084205,-0.0007084382871537231,0.005009451795841224,-0.00406917599186174
2016-07-19,0.00019905557549048096,0.002806411571050882,0.005555023465185327,0.0025614268096008086,0.00274348422496562,-0.013441563903438314,-0.0062000939408172195,0.0035569105691057867
2016-07-20,-0.0013252771725452295,-0.0006985491671144262,0.0007573605983148823,-0.0008476970895733293,-0.0013687915526006122,0.002073365231259894,-0.008976660682226245,-0.0010147133434804667
2016-07-21,-0.0009383380035919923,0.0007552055237891597,0.0009488566277635613,0.00047330556607350083,6.54664484451839e-05,-0.006982461376542348,-0.004621333584834408,0.0010193679918450993
2016-07-22,-0.0017171875175979643,-0.0010739984964019955,-0.0007559293206085282,-0.0022547914317925244,-0.0012403708055881424,-0.0067257477448963154,0.0010355865185465163,-0.001520527116066983
2016-07-25,0.000848551698867862,-0.0006460643910843888,-0.00037789324515813405,0.0,-0.0009175514484206504,0.0048617199330516225,0.005934997644842177,-0.0015243902439024959
2016-07-26,0.0035560182380975124,0.0020991441950590772,0.00839860337831455,0.00149826762805505,0.003017976643485243,0.006341773156599784,0.004420201260227685,-0.0015220700152207556
2016-07-27,-0.0015558644272045431,-0.001185217110225234,0.001593401443434228,-0.0017750373692079213,-0.0016402046975462214,0.0003123779773526181,-0.006224451876625792,-0.003044140030441511
2016-07-28,-0.00021450391378708485,-0.0014529408599257554,0.0022415242364808297,-0.000936329588014928,-0.002955470905030788,0.00571697078862865,0.00027917364600793526,-0.004050632911392293
2016-07-29,-0.0014142783919633352,0.0002148920167617252,0.0006523157208087049,0.0007474539848639772,0.001183821111476302,-0.0033333333333334103,-0.012736502076603595,0.0010147133434803557
2016-08-01,-0.0018256007480966345,-0.0011294573226483529,-0.0012979788614870813,9.338812103099059e-05,-0.0009878819810327233,0.006423651420168541,-0.014205607476635462,-0.003051881993896166
2016-08-02,-0.0004428291311640358,-0.00032471046650073276,-0.0007473143390939185,-0.000757647504498471,-0.0006618571712223575,-0.0025330058335892858,0.0021730914588056205,0.0
2016-08-03,0.0012641918706006356,0.00043163914967081496,-9.310986964627954e-05,-0.00028169014084511446,0.0007265041939106265,0.002776706517547023,0.0073633531577455,-0.0010152284263958977
2016-08-04,0.002827288624881477,0.0036653730056057654,0.005291987744870497,0.00666353824495558,0.005215209928703501,-0.0109864728571758,-0.0029045254380212215,0.01069246435845228
2016-08-05,0.00025740316780465446,0.001069404341781599,0.0003678499172339311,0.00018496254508471033,0.001241911236028459,-0.001960015680125493,-0.002651766265744926,0.0034982508745624585
2016-08-08,0.0012364165733786518,0.000588550026752177,0.0007365126127785171,0.0002776749352091379,0.0005882737433819951,0.0038446449588074305,0.0034026465028356156,0.0
2016-08-09,0.0015565447221225239,0.0006416426050688262,0.0003674106732800553,0.0,0.0003920799843168954,0.008999885127801255,0.002434229004774746,-0.0004985044865403188
2016-08-10,0.0024411762798477905,0.0028407568204962264,0.0033149171270718814,0.004376571375360738,0.0030088958660388077,0.0004667444574095736,-0.0003730299356523581,0.002009040683073726
2016-08-11,0.0009457974008439884,-0.0016538625693555131,-0.0017421602787456303,-0.002131208302446286,-0.0009100364014561491,0.011198997572245295,0.010722347629796847,-0.006519558676028159
2016-08-12,0.0011840488045426856,0.0020826658122397035,0.0011912398057363216,0.0021294324599572256,0.002605523710265567,0.0017268445839875302,-0.0052238805970149516,0.0030150753768845018
2016-08-15,-0.0013945245797771172,-0.0025019962736225754,-0.0020071161390383674,-0.00265859919325262,-0.0019476725313251064,0.002190237797246475,0.001600904039928519,-0.0034965034965035446
2016-08-16,9.889620834841351e-05,0.0001070320025686744,0.00018348623853214896,0.0004622353702505855,-6.519754857214899e-05,-0.002412826899128251,0.0017941454202077267,0.0005010020040079333
2016-08-17,3.0078744921033392e-05,-0.00021367521367521292,-0.00064126053499447,0.0003707823507601571,-0.0006507874528178803,0.0032692457383045603,-0.00028153153153154253,-0.0014977533699451762
2016-08-18,-0.0033304672165104425,-0.0025583626479054322,-0.0017394488693581733,-0.0016562384983438427,-0.0022093703294558953,-0.007976925084753339,-0.005530040303683648,-0.003494757863205189
2016-08-19,-0.000666245092379028,-0.0013876287559374534,-0.0013738779996337325,-0.002024664089821493,-0.0019536337587914288,-0.0026566651039224842,0.006972580797135697,-0.0010000000000000009
2016-08-22,0.0033069398912417493,0.0033634082536970755,0.00402745995423337,0.0033057851239668423,0.0031944716083187608,0.0028958284417310853,0.002708761442181906,0.0034965034965035446
2016-08-23,-0.0012353486541386155,-0.0005328218243818572,-0.0004567461404950679,-0.0012763241863433805,-0.00123746255047541,-0.006574827802129035,0.0006532897806812432,0.0004990019960080527
2016-08-24,-0.002427129630855955,-0.002248634757468615,-0.0023912443667801764,-0.0034939315924973346,-0.001960656166263508,-0.0028494538546778303,-0.0029934518241347963,-0.0004997501249376368
2016-08-25,0.00219301866933397,0.0013400514579759992,0.0007369875633349565,0.0008257638315443128,0.0015711947626841916,0.005308612629744136,0.004225748896609982,0.002989536621823552
2016-08-26,0.0016874092461788468,0.0008591065292096189,0.0004598969830758026,0.0018389113644721178,0.00013131114175046754,-0.0005552470849528035,0.007271010387157606,0.00298656047784962
2016-08-29,-0.0005179866108389085,-0.0004807949142582313,-0.0016531961792798366,0.001097594438854932,0.0004569787178483331,-0.004355400696864131,-0.000559023572160644,0.0014800197335964604
2016-08-30,-0.0011956548032785361,-0.001605565962001565,-0.0016582220175034301,-0.0011867810845354043,-0.0013735365295308721,-0.0024792066538708024,-0.00037411148522270565,0.0009784735812132794
2016-08-31,-0.0008022714323206677,-0.00010731916720330137,0.0004611695259177928,0.0007344165978151462,-0.0012463920230910697,-0.0008815515306940247,-0.00710014947683113,0.0019550342130987275
2016-09-01,0.0036908528937303654,0.0045071631700381865,0.004967344310551125,0.005688595283971143,0.004391139074583661,0.007980845969672856,-0.005878510777269752,0.002453385672227748
2016-09-02,0.002127003412556784,0.0014423076923077982,0.0017426396404658373,0.003270943121933545,0.0012402088772844877,0.006637168141592875,0.0008469791078484779,-0.0004880429477792658
2016-09-06,0.00015338870360357657,-0.0010649627263046302,0.0009112447603427665,-0.0009075233687266815,0.0001302168109904578,0.0006215523269363921,0.005230711750420447,-0.003911980440097662
2016-09-07,-0.0021900619369803337,-0.0020235369295489303,-0.002913859042068756,-0.0007217610970768895,-0.0033213936828395685,-0.0010911925175370873,-0.004953733993831255,0.0
2016-09-08,-0.0074799269428667565,-0.007153152191320178,-0.008611212898497644,-0.008043380027112468,-0.00672543258243552,-0.002743161689787721,-0.01258873639375313,-0.00587659157688547
2016-09-09,-0.004199484830184813,-0.004156867034950551,-0.005638037962789055,-0.004572175048987548,-0.004668845461215376,-0.0033927726053336604,-0.0014436958614052475,-0.00499001996007975
2016-09-12,-0.005261988255358466,-0.0069556777741832665,-0.004801477377654573,-0.006994937873907037,-0.006848413011984911,-0.0009479421755272943,0.0021161985378992387,-0.011840157868771461
2016-09-13,0.0008479262264315231,0.00027353793971229834,0.0013041453190498764,0.0014071294559099279,0.000333756091048798,0.002942813966436031,0.0,-0.0005022601707684871
2016-09-14,-0.0012498743780384582,-0.0008209731268130627,0.0002780609880432827,0.0007505394502298479,-0.00040128410914930246,-0.0034873583260679464,-0.004857198367981375,-0.002015113350126052
2016-09-15,-0.0020606227901222352,-0.0034135240572171766,-0.0011865644395764319,-0.004911955514365185,-0.0021189246457424815,-0.0042274866395469735,0.006830601092896238,-0.0045045045045044585
2016-09-16,-0.015589491331008972,0.0036994722811598546,0.0022831050228311334,0.004178660971306591,0.00505823627287838,0.004157006954992326,-0.0019353590090962491,-0.18131313131313131
2016-09-19,0.004404292421766437,0.004786510742452954,0.003485598972665649,0.004241977130210239,0.00472545757071563,-0.00015957871219973718,0.006312518209187212,0.008044554455445496
2016-09-20,0.003648656053157316,0.003806623524933439,0.004211682841970488,0.003240740740740655,0.003392762107504055,0.007255621113060107,-0.0014513788098693414,0.005565862708719838
2016-09-21,0.005367972539719587,0.005593803786575036,0.005983680870353503,0.0062996439331690635,0.005406474582976273,0.0021209740769834173,0.005952380952380931,0.005528255528255421
2016-09-22,-0.0012497137719848558,-0.0020844468198822907,-0.0014392372042817403,-0.0013497705390083103,-0.001246146782973634,7.837604827964917e-05,0.000952743902439046,-0.00367647058823517
2016-09-23,-0.00336500703137862,-0.00435273254876678,-0.005522861023087411,-0.005708590068865482,-0.004820390913893191,0.00235017626321965,0.0020978354152760836,-0.0055487053020961685
2016-09-26,-0.0006567052618461976,-0.0007585609016038664,-0.00018259837487444308,-0.0007322654462242895,-0.0010660270504363467,-0.005565571842909733,0.00682270444423394,-0.0037570444583594487
2016-09-27,0.0007377580402920436,0.0012922679302176387,0.0009039139473923097,0.0013674901996536537,0.0017864231838031763,-0.002764612954186396,-0.0015044663845792394,0.003726708074534013
2016-09-28,-0.002045053311757259,-0.0012319888585354821,-0.0015341575670065888,-0.0005428881650380024,-0.0015786357955667185,-0.0030106163840912803,-0.006218788278526288,-0.0012360939431396156
2016-09-29,0.003585607819173558,0.0044872141428340395,0.00263636363636377,0.0044069041498346895,0.005184791278915135,0.0035694455461252605,-0.0013161605715897862,0.005646173149310041
2016-09-30,-0.0018889962838687987,-0.0024676787725981253,-0.0013537906137183198,-0.0030883822327186783,-0.0026355669763458156,-0.002626343016315258,0.0025597269624573205,-0.0030940594059406523
2016-10-03,-0.00087844183269754,0.0010762524888339176,0.0024394651246837373,0.001731207289293879,0.0017176455043932393,-0.017077647434362797,-0.0012372703911677219,0.0018633540372670065
2016-10-04,0.002718075060396054,0.003189189189189312,0.002714686453714643,0.0036623329060612164,0.003716238635609548,0.0027281014281830274,-0.0013480982185845036,0.003712871287128605
2016-10-05,-0.0023840480872335617,-0.0013454604165545891,-0.0014427412082959057,-0.0017291590826356007,-0.0015826958586123707,-0.009024672959099256,-0.004931824775166738,0.0030469226081657474
2016-10-06,0.0019322841803614283,0.0012368251236825056,0.0009923319801532493,0.0017310495626821076,0.0013194352816994215,0.007021063189568633,0.0007782858254694602,0.0012180267965895553
2016-10-07,0.0035708947412084638,0.005127374784110517,0.005063748982728988,0.006154694102517011,0.005486515071390974,0.00366685877999684,-0.008164852255054367,0.005477784540474762
2016-10-10,-0.001799243175417495,-0.002094522019334022,-0.0009884086620540744,-0.0018158707100054405,-0.001512560831250731,-0.0019142738243862478,-0.002151168475603815,-0.0024227740763175243
2016-10-11,0.00029296188727843335,0.0006524930672611173,0.0008206437494302499,0.0006472491909383926,-0.00106354692900823,0.0013382402141184357,-0.0008824394548484493,0.000611995104039309
2016-10-12,-0.004694127856433776,-0.007277071793200696,-0.006659976279536628,-0.007588376827688426,-0.006509897701607481,0.002255073916311634,0.005091549985313026,-0.009773976786805139
2016-10-13,0.002725833191261372,0.005284663579406157,0.004577497024626842,0.0037327360955581312,0.0064593460744488684,-0.005415764039326754,-0.008781344521416656,0.011735639283508181
2016-10-14,0.0009932933719353277,0.0,-0.0002743484224966286,0.001405415534526222,-0.0005315614617941167,0.0029325513196480912,0.003759398496240518,0.0006150061500613813
2016-10-17,0.007151082365687249,0.008743169398907069,0.011646033929390232,0.010223222659913711,0.007465173631940214,0.0034260884097936373,-0.0045222178529295,0.010500308832612548
