Date,NOVA20,TOM,Halloween
2007-05-30,,-0.0005,-0.0005
2007-05-31,,-0.001542558989426623,-0.0018487867825205395
2007-06-01,,0.004956828681490721,-0.0052531646520704856
2007-06-04,,0.00012998827362276089,0.0045570673781445414
2007-06-05,,-0.003958711581343088,-0.006281429804879446
2007-06-06,,-0.010749791628831273,-0.0004676894825380584
2007-06-07,,-0.0007187932481945154,-0.01791590033265955
2007-06-08,,0.00021884112915593334,-0.0008337774304336687
2007-06-11,,0.000436301995910382,-0.002865030051104611
2007-06-12,,-0.0008724374290421943,-0.014479510875208379
2007-06-13,,0.0008731992407429168,0.011899650284928454
2007-06-14,,0.000435683739399062,-0.002519664514027853
2007-06-15,,0.0008720574877749687,0.006857055185642391
2007-06-18,,0.0002180915546423634,-0.002030462713919823
2007-06-19,,0.0,0.009338387484741917
2007-06-20,,0.00021708251357610564,-0.00806703486157323
2007-06-21,,0.0,-0.004782513515339093
2007-06-22,,0.0008715594762440659,0.006488690971543809
2007-06-25,,-0.0004356136923990839,0.0054919886900683945
2007-06-26,,0.00021768824267831555,0.00023707037257048036
2007-06-27,,0.013728819508802725,0.0009491876811433819
2007-06-28,,-0.00013295610059327334,-0.00023670872059800008
2007-06-29,,0.0003326138540449275,0.010320134538570835
2007-07-02,,0.009040716978893526,0.005257011072602236
2007-07-03,,0.003622845811574127,-0.00609682722087479
2007-07-05,,-0.0010497498848173192,-0.011206537033312536
2007-07-06,,0.005256959765001623,-0.00405762570948387
2007-07-09,,-0.00028116533880689866,0.003594476699688265
2007-07-10,,0.00021750795140218493,0.016948771283870734
2007-07-11,,0.0,-0.01032902302943195
2007-07-12,,0.00021873920554527082,-0.003437912760370865
2007-07-13,,0.00021773266370250788,0.0027365357656374822
2007-07-16,,0.00021779176615055462,0.009612680135677065
2007-07-17,,0.00043612754515987007,-0.0021150687612504493
2007-07-18,,-0.0002176494203182111,0.003768988183550981
2007-07-19,,0.0002176968019009795,-0.00023405572913071104
2007-07-20,,0.0004355117007051046,0.009038400969417992
2007-07-23,,0.0,-0.0016292993768205477
2007-07-24,,0.0,0.003729016874654434
2007-07-25,,0.00021861850974302932,0.0019738180484611956
2007-07-26,,0.00021697531937658887,0.00834210000906399
2007-07-27,,-0.020159333005064173,0.002872457273201068
2007-07-30,,0.01564328162733375,-0.002864229895206516
2007-07-31,,-0.0112629476779883,0.007238744998592894
2007-08-01,,0.004871859490554131,-0.0021644768889562682
2007-08-02,,0.007990243089254001,0.002524668528754326
2007-08-03,,-0.02574547966440266,0.006640173486369694
2007-08-06,,0.016759427304497088,-0.0072783188423557466
2007-08-07,,-0.00028189211878754073,-0.0008028297233588777
2007-08-08,,-0.00043643913229407527,-0.012152072117938784
2007-08-09,,0.0008731531790646674,0.0013928514244005985
2007-08-10,,0.0006543201151332223,-0.0023191293184606776
2007-08-13,,0.00021845897764594113,0.0029050226564624193
2007-08-14,,-0.00021841126374455566,0.0026643755784787615
2007-08-15,,0.00021845897764594113,-0.003581182200465105
2007-08-16,,0.001307922985219756,0.010317968715625181
2007-08-17,,0.0006524719602238882,-0.004015946307331042
2007-08-20,,0.0008693953575389379,0.0005766089712762046
2007-08-21,,-0.00021790011949085475,0.004836027471547322
2007-08-22,,0.0,-0.0016043541360252211
2007-08-23,,-0.0006508818735584398,0.003443990909036021
2007-08-24,,-0.00021808956084312658,0.00491826261863193
2007-08-27,,-0.0013054359117650183,0.005235475326231365
2007-08-28,,0.001089991777106336,0.0016986012728881228
2007-08-29,,0.019121229197768208,-0.0027128939293513676
2007-08-30,,-0.0026612690139564688,0.006687974291235577
2007-08-31,,0.009853137000116252,0.0007880248807223822
2007-09-04,,0.010095608977124249,0.0004745395405172381
2007-09-05,,-0.008653445449394837,0.008017174952399397
2007-09-06,,0.0023010471871298677,-0.00257555096397466
2007-09-07,,-0.013907322303541969,0.014150219809643039
2007-09-10,,-0.00028165283519460084,0.007751497481383263
