Date,ret,raw_ret,mult
2010-03-11,-0.0008547153178781946,-0.0008547153178781946,1.0
2010-03-12,0.0004262257523137457,0.0008524515046274914,0.5
2010-03-15,-0.0005977676908914486,-0.0011955353817828971,0.5
2010-03-16,0.003686932582203716,0.007373865164407432,0.5
2010-03-17,0.0019702739655098034,0.003940547931019607,0.5
2010-03-18,0.00028478137231923177,0.0005695627446384635,0.5
2010-03-19,-0.003583892633369572,-0.007167785266739144,0.5
2010-03-22,-0.0006271923973475657,-0.0012543847946951314,0.5
2010-03-23,0.0016874000864329016,0.003374800172865803,0.5
2010-03-24,-0.0020906421943469957,-0.0041812843886939914,0.5
2010-03-25,-0.0023495535139119138,-0.0046991070278238276,0.5
2010-03-26,-0.0002507280979580619,-0.0005014561959161238,0.5
2010-03-29,0.0020304561482005433,0.004060912296401087,0.5
2010-03-30,-0.0008934370283608924,-0.0017868740567217847,0.5
2010-03-31,0.0017688042926009067,0.0035376085852018135,0.5
2010-04-01,0.00037463284735713987,0.0007492656947142797,0.5
2010-04-02,-0.00011224453487894865,-0.0002244890697578973,0.5
2010-04-05,0.0006813651953631246,0.0013627303907262492,0.5
2010-04-06,0.0019206249642560117,0.0038412499285120235,0.5
2010-04-07,0.0029444765538172565,0.005888953107634513,0.5
2010-04-08,0.00020022585078636633,0.00040045170157273265,0.5
2010-04-09,0.0026007106317361413,0.0052014212634722825,0.5
2010-04-12,0.002569261319913306,0.005138522639826612,0.5
2010-04-13,-0.0013744755010540336,-0.002748951002108067,0.5
2010-04-14,0.003109372552611312,0.006218745105222624,0.5
2010-04-15,0.0008800965548952535,0.001760193109790507,0.5
2010-04-16,-0.00036118377497035834,-0.0007223675499407167,0.5
2010-04-19,-0.006256193134550359,-0.012512386269100718,0.5
2010-04-20,0.0035464350158441508,0.0070928700316883015,0.5
2010-04-21,0.0020561941837716844,0.004112388367543369,0.5
2010-04-22,-0.002731313185684702,-0.005462626371369404,0.5
2010-04-23,0.0028305268055443798,0.0056610536110887595,0.5
2010-04-26,0.004334370418836126,0.008668740837672252,0.5
2010-04-27,-0.0026279526834238603,-0.0052559053668477206,0.5
2010-04-28,0.0001148294330996477,0.0002296588661992954,0.5
2010-04-29,-0.0002637089938106593,-0.0005274179876213186,0.5
2010-04-30,0.0054980037343300755,0.010996007468660151,0.5
2010-05-03,-0.0025524080607721164,-0.005104816121544233,0.5
2010-05-04,0.001992328932829631,0.003984657865659262,0.5
2010-05-05,-0.005805157772544568,-0.011610315545089137,0.5
2010-05-06,0.0025051540114576073,0.005010308022915215,0.5
2010-05-07,-0.0006224985964012042,-0.0012449971928024084,0.5
2010-05-10,4.15197367873202e-05,8.30394735746404e-05,0.5
2010-05-11,0.0013657438588707675,0.002731487717741535,0.5
2010-05-12,0.0008039018820029636,0.0016078037640059272,0.5
2010-05-13,-2.956721094378134e-05,-5.913442188756268e-05,0.5
2010-05-14,3.9023462759322864e-08,7.804692551864573e-08,0.5
2010-05-17,-2.6987472696096547e-05,-5.3974945392193094e-05,0.5
2010-05-18,2.6954336538748932e-05,5.3908673077497864e-05,0.5
2010-05-19,0.0,0.0,0.5
2010-05-20,0.0,0.0,0.5
2010-05-21,-2.6948457756751704e-05,-5.389691551350341e-05,0.5
2010-05-24,2.698900526700709e-05,5.397801053401418e-05,0.5
2010-05-25,4.362294557728275e-09,8.72458911545655e-09,0.5
2010-05-26,-3.902345042699312e-08,-7.804690085398625e-08,0.5
2010-05-27,-2.6948457756751704e-05,-5.389691551350341e-05,0.5
2010-05-28,3.4661166939554166e-08,6.932233387910833e-08,0.5
2010-05-31,0.0,0.0,0.5
2010-06-01,4.362294557728275e-09,8.72458911545655e-09,0.5
2010-06-02,-4.362294420549969e-09,-8.724588841099938e-09,0.5
2010-06-03,2.6919667820227237e-05,5.383933564045447e-05,0.5
2010-06-04,3.466116696698983e-08,6.932233393397966e-08,0.5
2010-06-07,2.693817993149395e-05,5.38763598629879e-05,0.5
2010-06-08,-2.6932308194189372e-05,-5.3864616388378745e-05,0.5
2010-06-09,0.0,0.0,0.5
2010-06-10,2.694254317711147e-05,5.388508635422294e-05,0.5
2010-06-11,-2.6932308194189372e-05,-5.3864616388378745e-05,0.5
2010-06-14,0.0,0.0,0.5
2010-06-15,0.0,0.0,0.5
2010-06-16,-2.6987472696096547e-05,-5.3974945392193094e-05,0.5
2010-06-17,3.90234627318872e-08,7.80469254637744e-08,0.5
2010-06-18,0.0006780720606788297,0.0013561441213576595,0.5
2010-06-21,-0.0014332526158703988,-0.0028665052317407977,0.5
2010-06-22,-0.0004285137190026848,-0.0008570274380053696,0.5
2010-06-23,0.0018768606362732723,0.0037537212725465446,0.5
2010-06-24,0.0013917371512024775,0.002783474302404955,0.5
2010-06-25,-0.0007945553060260688,-0.0015891106120521376,0.5
2010-06-28,0.00209670212262504,0.00419340424525008,0.5
2010-06-29,-0.0009747728999891947,-0.0019495457999783893,0.5
2010-06-30,-0.00011484966204814848,-0.00022969932409629696,0.5
2010-07-01,-3.592378165594181e-05,-7.184756331188362e-05,0.5
2010-07-02,-0.0013881376940372003,-0.0027762753880744007,0.5
2010-07-05,-2.9567210943797108e-05,-5.9134421887594216e-05,0.5
2010-07-06,-2.6987472696096547e-05,-5.3974945392193094e-05,0.5
2010-07-07,3.90234627318872e-08,7.80469254637744e-08,0.5
2010-07-08,2.6915304575400496e-05,5.383060915080099e-05,0.5
2010-07-09,-3.3997382993275854e-05,-6.799476598655171e-05,0.5
2010-07-12,-0.00022579165983366176,-0.0004515833196673235,0.5
2010-07-13,6.864893703962617e-05,0.00013729787407925235,0.5
2010-07-14,-0.0005053601975388159,-0.0010107203950776317,0.5
2010-07-15,0.001900938249328841,0.003801876498657682,0.5
2010-07-16,-0.0005394990719124011,-0.0010789981438248022,0.5
2010-07-19,-0.00015635047499815857,-0.00031270094999631714,0.5
2010-07-20,0.00036666724948524317,0.0007333344989704863,0.5
2010-07-21,0.0004273108222550135,0.000854621644510027,0.5
2010-07-22,0.0005029206448768207,0.0010058412897536414,0.5
2010-07-23,1.2562228789591699e-05,2.5124457579183398e-05,0.5
2010-07-26,-0.00232904394685806,-0.00465808789371612,0.5
2010-07-27,-0.002029815112815789,-0.004059630225631578,0.5
2010-07-28,-0.002440595748713604,-0.004881191497427208,0.5
2010-07-29,0.00018104339508820402,0.00036208679017640805,0.5
2010-07-30,0.005488688225494032,0.010977376450988063,0.5
2010-08-02,0.0005243410759954793,0.0010486821519909587,0.5
2010-08-03,0.00015339898552883038,0.00030679797105766075,0.5
2010-08-04,0.001993249100244602,0.003986498200489204,0.5
2010-08-05,-0.00046878178405400497,-0.0009375635681080099,0.5
2010-08-06,0.0036548017147435973,0.0073096034294871945,0.5
2010-08-09,4.133702181290312e-06,8.267404362580624e-06,0.5
2010-08-10,-0.0007376840427755559,-0.0014753680855511119,0.5
2010-08-11,0.004710317031852553,0.009420634063705106,0.5
2010-08-12,0.004291185331239879,0.008582370662479757,0.5
2010-08-13,-4.0137495355052636e-05,-8.027499071010527e-05,0.5
2010-08-16,0.00671017864254826,0.01342035728509652,0.5
2010-08-17,0.0002586763589231878,0.0005173527178463756,0.5
2010-08-18,-9.382091362190231e-05,-0.00018764182724380463,0.5
2010-08-19,-8.813324096858043e-06,-1.7626648193716086e-05,0.5
2010-08-20,0.0009100290212491595,0.001820058042498319,0.5
2010-08-23,-0.0012615929823110634,-0.002523185964622127,0.5
2010-08-24,0.0015937774210930081,0.0031875548421860162,0.5
2010-08-25,0.00769420737917898,0.00769420737917898,1.0
2010-08-26,-0.004094711330639818,-0.004094711330639818,1.0
2010-08-27,0.00019442399380710434,0.00019442399380710434,1.0
2010-08-30,-0.0023146286471525416,-0.0023146286471525416,1.0
2010-08-31,0.003866731382589045,0.003866731382589045,1.0
2010-09-01,-0.0013534871161036241,-0.0013534871161036241,1.0
2010-09-02,-0.0022909178283398992,-0.0022909178283398992,1.0
2010-09-03,-0.004319964708002066,-0.004319964708002066,1.0
2010-09-06,0.0,0.0,1.0
2010-09-07,0.004324751971711953,0.004324751971711953,1.0
2010-09-08,-6.65380273987872e-05,-6.65380273987872e-05,1.0
2010-09-09,-0.004707528179271203,-0.004707528179271203,1.0
2010-09-10,-0.005931619035001021,-0.005931619035001021,1.0
2010-09-13,-0.0006598254269135014,-0.0006598254269135014,1.0
2010-09-14,0.010798014052132583,0.010798014052132583,1.0
2010-09-15,0.0004984173230981601,0.0009968346461963202,0.5
2010-09-16,-0.002372497440249718,-0.004744994880499436,0.5
2010-09-17,0.001209118737715142,0.002418237475430284,0.5
2010-09-20,0.0014120651377420093,0.0028241302754840186,0.5
2010-09-21,0.001503089466346777,0.003006178932693554,0.5
2010-09-22,0.008361133270499128,0.016722266540998256,0.5
