Date,ret,ret_haircut,blend_ret,vt_scale,dd_mult
2010-03-11,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-12,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-15,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-16,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-17,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-18,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-19,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-22,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-23,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-24,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-25,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-26,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-29,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-30,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-03-31,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-04-01,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-04-02,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-04-05,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-04-06,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-04-07,0.0,-1.7857142857142855e-05,0.0,1.0,1.0
2010-04-08,0.0,-4.4642857142857136e-05,0.0,2.5,1.0
2010-04-09,0.07281953025165719,0.07277488739451433,0.029127812100662877,2.5,1.0
2010-04-12,-0.0014642781095516914,-0.0015089209666945486,-0.0005857112438206766,2.5,1.0
2010-04-13,0.09073060442443061,0.09068596156728774,0.03629224176977224,2.5,1.0
2010-04-14,0.021560503338788714,0.02152785729136924,0.011793433466709085,1.828178655490825,1.0
2010-04-15,0.014357325065816022,0.014324622321895046,0.007839733735072548,1.8313536595746591,1.0
2010-04-16,-0.08440788546331113,-0.08444108723925496,-0.04539768208598879,1.8592994528538314,1.0
2010-04-19,0.03575997844851168,0.03573655349771168,0.02726029391377441,1.3117972447994202,1.0
2010-04-20,0.034847149885790435,0.03482486082760443,0.027918206704024378,1.2481872584161093,1.0
2010-04-21,-0.03721813049592905,-0.03723952364377023,-0.031066464742611773,1.1980162791062432,1.0
2010-04-22,0.040401876562959856,0.040382015824346,0.03632604484197733,1.112201362375477,1.0
2010-04-23,0.030459857039941977,0.030441158655008366,0.029089465240000705,1.0471095562821435,1.0
2010-04-26,-0.00988891152127987,-0.009907184800578601,-0.009663711852169075,1.0233036407289242,1.0
2010-04-27,-0.02731982133697549,-0.027338193310656216,-0.02655424838528977,1.0288305261206272,1.0
2010-04-28,-0.0013823068140248348,-0.0014000878126268423,-0.001388226319733051,0.9957359217124233,1.0
2010-04-29,0.06199380663643676,0.061975773564252906,0.061388999615738404,1.0098520422955923,1.0
2010-04-30,-0.03563237298446776,-0.03564812934235146,-0.040383214155151524,0.8823560414871603,1.0
2010-05-03,0.014214148178658017,0.014199239925228336,0.017025741869502824,0.8348621920621829,1.0
2010-05-04,-0.07421231416853648,-0.07422733247316508,-0.08824031264774286,0.8410250592016095,1.0
2010-05-05,0.009902392433080292,0.009890130577589524,0.014421017800945218,0.6866639074830935,1.0
2010-05-06,-0.03870888620432192,-0.03872126214308724,-0.05585274167070848,0.6930525708574569,1.0
2010-05-07,0.00921831464306256,0.009206555475009646,0.01399867411899547,0.6585134109632417,1.0
2010-05-10,0.0073299601711349464,0.0073180974619495775,0.011033916778011552,0.6643117143807111,1.0
2010-05-11,0.014640983640716355,0.014629002111421952,0.02182076511413467,0.6709656404867526,1.0
2010-05-12,0.007054758805692643,0.007042733430179394,0.010476000161252283,0.6734210287420738,1.0
2010-05-13,-0.007583803137959244,-0.007595948322349761,-0.011150514613901565,0.6801303258689395,1.0
2010-05-14,-0.011056617002781599,-0.011068865937736632,-0.016118918915010876,0.6859403574817312,1.0
2010-05-17,0.0003424049240929073,0.00033008426021903015,0.0004962698201255358,0.6899571769371207,1.0
2010-05-18,-0.01610396357323397,-0.016116417433687955,-0.02309089451869049,0.6974161854231727,1.0
2010-05-19,-0.01847119642956508,-0.01848365987348222,-0.026464819481513885,0.6979528593598576,1.0
2010-05-20,-0.021012769470277803,-0.02102521160316836,-0.03015785392710026,0.6967594418711419,1.0
2010-05-21,0.01853406518910305,0.01852167960702325,0.026721832504361182,0.6935925964687552,1.0
2010-05-24,-0.008358097785261113,-0.0083704529657592,-0.012080094353009357,0.6918901078929874,1.0
2010-05-25,0.01955070606564421,0.019538257145375184,0.02804417922418785,0.697139535065512,1.0
2010-05-26,-0.0004938822560079551,-0.0005062892379238509,-0.0007108357262004825,0.6947909872901658,1.0
2010-05-27,0.009599545202339063,0.00958702178526879,0.01368799338709596,0.7013113559354005,1.0
2010-05-28,-1.5682137712515338e-06,-1.416984300679286e-05,-2.222237840865537e-06,0.7056912371903145,1.0
2010-05-31,0.001860648988717427,0.001847933317493829,0.0026129863075464842,0.7120775885215107,1.0
2010-06-01,-0.003309522894441961,-0.00332235035293426,-0.004607196597090485,0.7183376755686909,1.0
2010-06-02,0.0074167330683853555,0.00740379807185147,0.010239017968692634,0.7243598058977094,1.0
2010-06-03,-0.0092411206196084,-0.009254145936455033,-0.012669174424504496,0.7294177434114717,1.0
2010-06-04,-0.0011393715652315223,-0.0011523637573727602,-0.0015660113848783817,0.727562759909314,1.0
2010-06-07,-0.008865715767358081,-0.008878707458638257,-0.012185969445726925,0.7275347116898354,1.0
2010-06-08,-0.007187235481133195,-0.007200197866918229,-0.009901224424497097,0.7258936039618402,1.0
2010-06-09,-0.009695525585957852,-0.009708469536282533,-0.013375699158346372,0.7248612181822204,1.0
2010-06-10,0.007447793296563022,0.00743488229694133,0.010301007881971478,0.7230159788148431,1.0
2010-06-11,0.026870882257686485,0.026857994243719135,0.03723127429785232,0.7217287821716198,1.0
2010-06-14,0.002125422894658282,0.0021128006671590205,0.003006916193197576,0.7068447399586791,1.0
2010-06-15,0.02288009294368939,0.022867472137530827,0.03237297864707954,0.7067651448796625,1.0
2010-06-16,0.022993936445034578,0.02298149891486673,0.03301346830162792,0.6965016893999207,1.0
2010-06-17,0.006885411081038787,0.006873149954524771,0.01002793415137702,0.6866230847849447,1.0
2010-06-18,0.003671876071934864,0.003659627125305937,0.005353049332047527,0.6859410112199323,1.0
2010-06-21,-0.019277416862719176,-0.01928966377451943,-0.02810827680061891,0.6858270608141553,1.0
2010-06-22,-0.004457599608883423,-0.0044697028525062105,-0.006576748803594724,0.677781642876034,1.0
2010-06-23,-0.004186312308095863,-0.004198406220898881,-0.006181256483975724,0.6772591169689287,1.0
2010-06-24,-0.0065547996103613015,-0.0065668853826723605,-0.009684941105093,0.6768032494192807,1.0
2010-06-25,0.0017991431781528692,0.001787075196143562,0.0026622145051220293,0.6758069925212135,1.0
2010-06-28,-0.02344917724881135,-0.023461244752586263,-0.03469941388253375,0.6757802113947146,1.0
2010-06-29,-0.03041412503188547,-0.030425997302866856,-0.04574603935687279,0.6648471749569314,1.0
2010-06-30,-0.011411109286393814,-0.011422674465492973,-0.01761925232099766,0.6476500295528816,1.0
2010-07-01,-0.018630702289179894,-0.01864222702352298,-0.028867573204100036,0.6453851232127054,1.0
2010-07-02,-1.6589807675008044e-05,-2.800761376517809e-05,-2.5946014784766044e-05,0.6393971410495223,1.0
2010-07-05,0.008522463435272448,0.00851091494965925,0.013178078248154753,0.6467151943391896,1.0
2010-07-06,-0.007414467644339346,-0.00742598514961546,-0.011495649861713902,0.644980295462297,1.0
2010-07-07,0.03685855508694885,0.03684683980700356,0.05618205341813334,0.6560556769370834,1.0
2010-07-08,-0.002542075972380065,-0.0025533460274086484,-0.004027860882433405,0.6311230816006452,1.0
2010-07-09,0.010966803653602666,0.010955522230572038,0.017359138026904634,0.6317596897153189,1.0
2010-07-12,0.016844835034565336,0.01683333706310774,0.026161190843668514,0.6438864016254097,1.0
2010-07-13,0.006084158710866512,0.006072652287297203,0.009442177285673585,0.6443597198813324,1.0
2010-07-14,0.010720999863461417,0.010709390525279673,0.016490726959290023,0.6501229381777958,1.0
2010-07-15,-0.005267598588653316,-0.005279298869840604,-0.008039487171801125,0.6552157464881172,1.0
2010-07-16,-0.029819995851628072,-0.029831894708614543,-0.044752191452303205,0.6663359912421308,1.0
2010-07-19,-0.011420254368570816,-0.011432014892183519,-0.01734047908413202,0.6585893223112445,1.0
2010-07-20,0.05642152330820323,0.05640978828501385,0.085856430419584,0.6571612986059269,1.0
2010-07-21,-0.01444551469819997,-0.014456331041735788,-0.023848689601673842,0.6057152380056177,1.0
2010-07-22,0.007429836111832229,0.007419081328796508,0.012336431559192123,0.602267850000441,1.0
2010-07-23,0.008116039641440727,0.00810482932883821,0.012928210340794043,0.6277775057411578,1.0
2010-07-26,0.0049173681008667395,0.004905982100020369,0.007712114713773354,0.6376160473967831,1.0
2010-07-27,-0.015772278370724917,-0.01578369809522732,-0.024663276945903884,0.639504572134499,1.0
2010-07-28,0.002490233346787626,0.0024776943277598973,0.003546406024495893,0.7021850655528374,1.0
2010-07-29,-0.013286404371900873,-0.013298979054067682,-0.01886785031855978,0.7041822013412627,1.0
2010-07-30,0.04210657979912862,0.042093464873471195,0.05733186983580422,0.7344358368167634,1.0
2010-08-02,0.009203476417817153,0.009190945261295267,0.01311513369801462,0.7017447652257166,1.0
2010-08-03,0.010877827007323973,0.010865303999980072,0.015511203140802798,0.7012884112586627,1.0
2010-08-04,-0.0008455135006809546,-0.0008580764675596956,-0.001201822428971962,0.7035261452094933,1.0
2010-08-05,-0.0014688097989881783,-0.001481388059311811,-0.0020852443609570095,0.7043825781233992,1.0
