Date,raw,net
2011-06-28,0.0,0.0
2011-06-29,-0.00021841728750127132,-0.00021841728750127132
2011-06-30,0.0,0.0
2011-07-01,0.00021846500403488456,0.00021846500403488456
2011-07-04,0.0,0.0
2011-07-05,0.0,0.0
2011-07-06,-0.00021841728750127132,-0.00021841728750127132
2011-07-07,0.021728533441280402,0.021728533441280402
2011-07-08,-0.023408404445252325,-0.011704202222626163
2011-07-11,0.005354328872075693,0.0026771644360378466
2011-07-12,-0.0130880824281134,-0.0065440412140567
2011-07-13,0.011122048674728257,0.005561024337364128
2011-07-14,0.0017108628981534757,0.0008554314490767378
2011-07-15,-0.016095251165907553,-0.008047625582953776
2011-07-18,-0.00228876264035135,-0.001144381320175675
2011-07-19,0.001268137610579034,0.000634068805289517
2011-07-20,-0.030305139986071164,-0.015152569993035582
2011-07-21,-0.0007292187352243353,-0.00036460936761216765
2011-07-22,-0.010900387244484812,-0.010900387244484812
2011-07-25,0.0041165606595780614,0.0020582803297890307
2011-07-26,-0.019986744457590567,-0.009993372228795283
2011-07-27,0.011467265690420492,0.005733632845210246
2011-07-28,-0.03084133045158202,-0.01542066522579101
2011-07-29,-0.006328742807475235,-0.0031643714037376176
2011-08-01,0.013025126746996142,0.006512563373498071
2011-08-02,-0.019454162526332613,-0.009727081263166307
2011-08-03,-0.004147031615161617,-0.0020735158075808084
2011-08-04,-0.0023163558200973147,-0.0011581779100486573
2011-08-05,-0.005043080665461636,-0.005043080665461636
2011-08-08,-0.0029581880425917093,-0.0014790940212958546
2011-08-09,0.012254331709875086,0.012254331709875086
2011-08-10,0.021644662925224056,0.010822331462612028
2011-08-11,-0.010574707341368436,-0.005287353670684218
2011-08-12,-0.0016105096695476077,-0.0008052548347738038
2011-08-15,0.004328276124175851,0.004328276124175851
2011-08-16,0.009074894047176258,0.004537447023588129
2011-08-17,0.011913370260435796,0.005956685130217898
2011-08-18,0.008596228438105398,0.004298114219052699
2011-08-19,-0.001980467959210554,-0.000990233979605277
2011-08-22,0.009511852405515005,0.004755926202757502
2011-08-23,-0.0027436990578226794,-0.0013718495289113397
2011-08-24,0.0026373823569454183,0.0013186911784727091
2011-08-25,-0.024509177585767213,-0.012254588792883606
2011-08-26,0.01392962242677457,0.006964811213387285
2011-08-29,0.005442921646674138,0.002721460823337069
2011-08-30,0.008449448017829807,0.0042247240089149036
2011-08-31,0.00826775012600458,0.00413387506300229
2011-09-01,-0.0039350124160563845,-0.0019675062080281923
2011-09-02,0.015067402984232812,0.007533701492116406
2011-09-05,0.0,0.0
2011-09-06,0.005576994491060449,0.0027884972455302246
2011-09-07,0.0008897602964264318,0.0004448801482132159
2011-09-08,0.014440947530466585,0.007220473765233292
2011-09-09,-0.005325925822301148,-0.002662962911150574
2011-09-12,-0.013255397546511146,-0.006627698773255573
2011-09-13,0.007609445998941651,0.0038047229994708255
2011-09-14,0.0007791189594286104,0.0003895594797143052
2011-09-15,0.004284286345118828,0.002142143172559414
2011-09-16,0.00544833956623162,0.00272416978311581
2011-09-19,0.020187795926488405,0.010093897963244202
2011-09-20,0.0017903500371390774,0.0008951750185695387
2011-09-21,0.002307379270373122,0.001153689635186561
2011-09-22,0.02447904787351386,0.01223952393675693
2011-09-23,0.005560003018128044,0.002780001509064022
2011-09-26,-0.005921812102091454,-0.002960906051045727
2011-09-27,-0.015699867564384167,-0.007849933782192084
2011-09-28,-0.006318251548036069,-0.0031591257740180346
2011-09-29,0.010434353301059029,0.005217176650529514
2011-09-30,-0.005704136605724622,-0.005704136605724622
2011-10-03,0.006816182627591427,0.006816182627591427
2011-10-04,0.004176925864355649,0.004176925864355649
2011-10-05,-0.01344579179687485,-0.01344579179687485
2011-10-06,0.0053105716582799705,0.0053105716582799705
2011-10-07,-0.015472790606618003,-0.015472790606618003
2011-10-10,-0.00015167604023971705,-0.00015167604023971705
2011-10-11,0.005241708089493091,0.005241708089493091
2011-10-12,-0.009214676168864271,-0.009214676168864271
2011-10-13,-0.0014111941111578897,-0.0014111941111578897
2011-10-14,0.0021517474265260027,0.0021517474265260027
2011-10-17,0.007169091641490788,0.007169091641490788
2011-10-18,0.0069320186709232665,0.0069320186709232665
2011-10-19,-0.009129761604574432,-0.009129761604574432
2011-10-20,-0.015221404344993734,-0.015221404344993734
2011-10-21,0.002205679593997084,0.002205679593997084
2011-10-24,0.0015838865383444145,0.0015838865383444145
2011-10-25,0.001313954218662783,0.001313954218662783
2011-10-26,-0.01922679034340074,-0.01922679034340074
2011-10-27,-0.016115486882373704,-0.016115486882373704
2011-10-28,-0.003012509071711044,-0.003012509071711044
2011-10-31,0.022491461542737744,0.022491461542737744
2011-11-01,0.02317414335593781,0.02317414335593781
2011-11-02,0.002897257020869622,0.002897257020869622
2011-11-03,-0.004406823683051137,-0.004406823683051137
2011-11-04,0.004324013527985527,0.004324013527985527
2011-11-07,0.0007541310753886858,0.0007541310753886858
2011-11-08,0.006166402726382503,0.006166402726382503
2011-11-09,0.005515331634107058,0.005515331634107058
2011-11-10,-0.009293751503154063,-0.009293751503154063
2011-11-11,-0.006221107355783806,-0.006221107355783806
2011-11-14,0.009477229035917955,0.009477229035917955
2011-11-15,0.009687236617843676,0.009687236617843676
2011-11-16,0.003014891940557607,0.003014891940557607
2011-11-17,-0.003194100118159471,-0.003194100118159471
2011-11-18,-0.00015882315552791053,-0.00015882315552791053
2011-11-21,5.1396016545123446e-05,5.1396016545123446e-05
2011-11-22,-0.001317813119142486,-0.001317813119142486
2011-11-23,0.003780257852528801,0.003780257852528801
2011-11-24,0.0,0.0
2011-11-25,-0.002175534710357308,-0.002175534710357308
2011-11-28,-0.008198100820974259,-0.008198100820974259
2011-11-29,0.012166552768173045,0.012166552768173045
2011-11-30,-0.001096182449240318,-0.001096182449240318
2011-12-01,-0.013616364385002199,-0.013616364385002199
2011-12-02,0.015453233914607402,0.015453233914607402
2011-12-05,0.001291012218677412,0.001291012218677412
2011-12-06,-0.0007774131088729384,-0.0007774131088729384
2011-12-07,-0.004680819422954607,-0.004680819422954607
2011-12-08,0.004658897872901702,0.004658897872901702
2011-12-09,0.006744072889666196,0.006744072889666196
2011-12-12,-0.005167330951822591,-0.005167330951822591
2011-12-13,-0.0038503202653391187,-0.0038503202653391187
2011-12-14,0.00876690215837814,0.00876690215837814
2011-12-15,0.009607390284820336,0.009607390284820336
2011-12-16,-0.0010115950394262165,-0.0010115950394262165
2011-12-19,0.009136247533062835,0.009136247533062835
2011-12-20,0.006343811653370035,0.006343811653370035
2011-12-21,-0.003927496620463483,-0.003927496620463483
2011-12-22,-0.004296055562769086,-0.004296055562769086
2011-12-23,-0.009071316201761902,-0.009071316201761902
2011-12-26,0.0,0.0
2011-12-27,0.004174456586980552,0.004174456586980552
2011-12-28,0.0032604869278934573,0.0032604869278934573
2011-12-29,0.006321024449840813,0.006321024449840813
2011-12-30,0.00806231398639844,0.00806231398639844
2012-01-02,0.0,0.0
2012-01-03,-0.0037683681019187593,-0.0037683681019187593
2012-01-04,-0.0015613228175661293,-0.0015613228175661293
2012-01-05,-0.012989024382040276,-0.012989024382040276
2012-01-06,-0.003066156401941733,-0.003066156401941733
2012-01-09,-0.009772412910689688,-0.009772412910689688
2012-01-10,-0.011658875054600087,-0.011658875054600087
2012-01-11,-0.00044880189746175853,-0.00044880189746175853
2012-01-12,0.011217557547094425,0.011217557547094425
2012-01-13,0.004927435426826009,0.004927435426826009
2012-01-16,0.0,0.0
2012-01-17,0.007089318490973717,0.007089318490973717
2012-01-18,0.004460039945994843,0.004460039945994843
2012-01-19,-0.0023195065850404213,-0.0023195065850404213
2012-01-20,-0.015077291580639272,-0.015077291580639272
2012-01-23,-0.017641425473372455,-0.017641425473372455
2012-01-24,-0.00024498730156502545,-0.00024498730156502545
2012-01-25,-0.003611975022703378,-0.003611975022703378
2012-01-26,0.018696065841917353,0.018696065841917353
2012-01-27,0.0009725442145136491,0.0009725442145136491
2012-01-30,0.012539378905947984,0.012539378905947984
2012-01-31,0.0018670036994216763,0.0018670036994216763
2012-02-01,0.005568313945115821,0.005568313945115821
2012-02-02,0.010881598363688114,0.010881598363688114
2012-02-03,0.020557608008313556,0.020557608008313556
2012-02-06,0.0035123313621408464,0.0035123313621408464
2012-02-07,-0.009900394732542839,-0.009900394732542839
2012-02-08,0.008191335356917923,0.008191335356917923
2012-02-09,0.012504729030576065,0.012504729030576065
2012-02-10,-0.010394017571867786,-0.010394017571867786
2012-02-13,0.013587298718952978,0.013587298718952978
2012-02-14,-0.0005395481765090855,-0.0005395481765090855
2012-02-15,0.014582734174198905,0.014582734174198905
2012-02-16,-0.024653798550539716,-0.024653798550539716
2012-02-17,0.021385035467459568,0.021385035467459568
2012-02-20,0.0,0.0
2012-02-21,-0.004583568465690502,-0.004583568465690502
2012-02-22,0.002186998078668856,0.002186998078668856
2012-02-23,-0.0015415176761647493,-0.0015415176761647493
2012-02-24,0.011630291961048735,0.011630291961048735
2012-02-27,-0.010267533152156233,-0.010267533152156233
2012-02-28,0.01390988782861844,0.01390988782861844
2012-02-29,0.011862714350132041,0.011862714350132041
2012-03-01,-0.005630789975653619,-0.005630789975653619
2012-03-02,0.0005679418662130778,0.0005679418662130778
2012-03-05,-0.01749318683657315,-0.01749318683657315
2012-03-06,-0.0362255313105034,-0.0362255313105034
2012-03-07,0.00934995308551324,0.00934995308551324
2012-03-08,0.019702610339807865,0.019702610339807865
2012-03-09,0.013779503250196511,0.013779503250196511
2012-03-12,0.007169951247682448,0.007169951247682448
2012-03-13,0.013910866886585584,0.013910866886585584
2012-03-14,0.019331296037337842,0.019331296037337842
2012-03-15,0.0012506787721416278,0.0012506787721416278
2012-03-16,0.008503128980485232,0.008503128980485232
2012-03-19,-0.0033743932880579922,-0.0033743932880579922
2012-03-20,0.0027411680345872822,0.0027411680345872822
2012-03-21,0.010793447414682755,0.010793447414682755
2012-03-22,-0.015697690377720796,-0.015697690377720796
2012-03-23,-0.000843928579638348,-0.000843928579638348
2012-03-26,0.021015589912792797,0.021015589912792797
2012-03-27,0.01172848224321542,0.01172848224321542
2012-03-28,-0.0033640415004348666,-0.0033640415004348666
2012-03-29,-0.016230470558007342,-0.016230470558007342
2012-03-30,0.00436984002561691,0.00436984002561691
2012-04-02,-0.012419656391529262,-0.012419656391529262
2012-04-03,0.019069669223622913,0.019069669223622913
2012-04-04,-0.023681578034786658,-0.023681578034786658
2012-04-05,-0.00571464737043422,-0.00285732368521711
2012-04-06,0.0,0.0
2012-04-09,-0.00867904551882508,-0.00433952275941254
2012-04-10,0.017402015066482802,0.008701007533241401
2012-04-11,-0.016266050600295085,-0.008133025300147543
2012-04-12,-0.007713358744979099,-0.0038566793724895496
2012-04-13,0.01562971982333231,0.007814859911666154
2012-04-16,-0.006728712294462374,-0.003364356147231187
2012-04-17,-0.017291444497528986,-0.017291444497528986
2012-04-18,0.0207720104900751,0.01038600524503755
2012-04-19,-0.012937525491278776,-0.006468762745639388
2012-04-20,-0.005477295343758804,-0.002738647671879402
2012-04-23,-0.033010030964181765,-0.016505015482090882
2012-04-24,-0.00893604630611181,-0.004468023153055905
2012-04-25,0.04922296616999172,0.02461148308499586
2012-04-26,0.0075265900294957085,0.0037632950147478542
2012-04-27,0.0152229901099011,0.00761149505495055
2012-04-30,-0.004071757605033432,-0.002035878802516716
2012-05-01,-0.007575394530115015,-0.0037876972650575077
2012-05-02,0.00017605722582275554,0.00017605722582275554
2012-05-03,0.012357875506092953,0.012357875506092953
2012-05-04,-0.02976103793890372,-0.02976103793890372
2012-05-07,-0.022118455271810993,-0.011059227635905496
2012-05-08,0.007915595370174467,0.003957797685087233
2012-05-09,-0.02181641336739848,-0.01090820668369924
2012-05-10,0.020323177873700537,0.010161588936850268
2012-05-11,-0.024978894033507393,-0.012489447016753696
2012-05-14,-0.00442321039962904,-0.00221160519981452
2012-05-15,-0.007688558250650463,-0.0038442791253252315
2012-05-16,-0.006514242995316266,-0.003257121497658133
2012-05-17,-0.024272848367871185,-0.012136424183935592
2012-05-18,-0.03503854129064506,-0.01751927064532253
2012-05-21,-0.015708783333776538,-0.007854391666888269
2012-05-22,0.046609705216819064,0.023304852608409532
2012-05-23,-0.017477222663980718,-0.008738611331990359
2012-05-24,0.03687316449182793,0.018436582245913966
2012-05-25,-0.008755965299005481,-0.0043779826495027405
2012-05-28,0.0,0.0
2012-05-29,0.011629394484263545,0.005814697242131773
2012-05-30,-0.004620093926315794,-0.004620093926315794
2012-05-31,-0.0006201442899563697,-0.0006201442899563697
2012-06-01,-0.026956151455893126,-0.026956151455893126
2012-06-04,-0.019725195707998196,-0.019725195707998196
2012-06-05,8.285032053997367e-05,8.285032053997367e-05
2012-06-06,0.028325315919478507,0.028325315919478507
2012-06-07,0.014470392860870636,0.014470392860870636
2012-06-08,-0.0038283673083788546,-0.0038283673083788546
2012-06-11,0.020030307409624255,0.020030307409624255
2012-06-12,-0.022782166994597695,-0.022782166994597695
2012-06-13,0.0006860112855878065,0.00034300564279390324
2012-06-14,-0.005166399662055809,-0.005166399662055809
2012-06-15,0.010529300197916959,0.010529300197916959
2012-06-18,0.0020033742454036332,0.0020033742454036332
2012-06-19,0.03043488997679239,0.03043488997679239
2012-06-20,0.008406683291028404,0.004203341645514202
2012-06-21,-0.0037600415298191694,-0.0018800207649095847
2012-06-22,-0.03376275877914323,-0.016881379389571616
2012-06-25,0.0006546853291847675,0.00032734266459238373
2012-06-26,-0.01193814701559887,-0.005969073507799435
2012-06-27,0.015638112096261956,0.007819056048130978
2012-06-28,-0.00975373664277917,-0.00975373664277917
2012-06-29,0.032722621576805055,0.032722621576805055
2012-07-02,0.017197963813267804,0.008598981906633902
2012-07-03,0.010214843072451756,0.005107421536225878
2012-07-04,0.0,0.0
2012-07-05,0.006600940571340917,0.006600940571340917
2012-07-06,-0.010353185164909195,-0.010353185164909195
2012-07-09,-0.0024888909553026526,-0.0024888909553026526
2012-07-10,0.0013008428538465956,0.0013008428538465956
2012-07-11,-0.026896540720355376,-0.026896540720355376
2012-07-12,-0.015107024080477323,-0.015107024080477323
2012-07-13,0.011282733651592814,0.011282733651592814
2012-07-16,0.009960403335744526,0.009960403335744526
2012-07-17,0.00624014350982458,0.00624014350982458
2012-07-18,-0.0008038004432272374,-0.0008038004432272374
2012-07-19,-0.011591954005535761,-0.011591954005535761
2012-07-20,0.009861252606160631,0.009861252606160631
2012-07-23,-0.01981801955261691,-0.01981801955261691
2012-07-24,0.00885980403771881,0.00885980403771881
2012-07-25,-0.010585676304466784,-0.010585676304466784
2012-07-26,0.003060649191294312,0.003060649191294312
2012-07-27,-0.005805085281716166,-0.005805085281716166
2012-07-30,0.0025500541087586873,0.0025500541087586873
2012-07-31,0.013699489806711675,0.013699489806711675
2012-08-01,-0.0010825058504478566,-0.0010825058504478566
2012-08-02,-0.006221910298481407,-0.006221910298481407
2012-08-03,0.0027850088141771383,0.0027850088141771383
2012-08-06,0.002005189900411725,0.002005189900411725
2012-08-07,-0.006910725746080936,-0.006910725746080936
2012-08-08,0.0009464847893366876,0.0009464847893366876
2012-08-09,-0.0005018975212807164,-0.0005018975212807164
2012-08-10,0.004385011857504916,0.004385011857504916
2012-08-13,0.002925805381936847,0.002925805381936847
2012-08-14,-0.0033639439694273135,-0.0033639439694273135
2012-08-15,-0.005102830995777541,-0.005102830995777541
2012-08-16,-0.0005955242786198153,-0.0005955242786198153
2012-08-17,0.00996412038607537,0.00996412038607537
2012-08-20,0.0012865371592602538,0.0012865371592602538
2012-08-21,-0.002126303737198082,-0.002126303737198082
2012-08-22,-0.002608192055584591,-0.002608192055584591
2012-08-23,0.010005148473092203,0.010005148473092203
2012-08-24,-0.0037415754304348735,-0.0037415754304348735
2012-08-27,0.02011306311895065,0.02011306311895065
2012-08-28,-0.004374201164578223,-0.004374201164578223
2012-08-29,0.006166965467960783,0.006166965467960783
2012-08-30,0.0032554406777961288,0.0032554406777961288
2012-08-31,-0.0008729016303897275,-0.0008729016303897275
2012-09-03,0.0,0.0
2012-09-04,0.005187003518936977,0.005187003518936977
2012-09-05,0.004917209250426812,0.004917209250426812
2012-09-06,-0.005477105203384158,-0.005477105203384158
2012-09-07,0.011178607968481514,0.011178607968481514
2012-09-10,-0.004134763436591309,-0.004134763436591309
2012-09-11,-0.00487968444372998,-0.00487968444372998
2012-09-12,-0.00855063295342759,-0.00855063295342759
2012-09-13,0.005898876380390433,0.005898876380390433
2012-09-14,-0.003581694935014967,-0.003581694935014967
2012-09-17,-0.0024631971654177965,-0.0024631971654177965
2012-09-18,0.00917766271400333,0.00917766271400333
2012-09-19,0.004288098783998317,0.004288098783998317
2012-09-20,0.002267017308606182,0.002267017308606182
2012-09-21,-0.006099761468668934,-0.006099761468668934
2012-09-24,0.001087651141406215,0.001087651141406215
2012-09-25,0.005430329426081326,0.005430329426081326
2012-09-26,-0.009598691389116992,-0.009598691389116992
2012-09-27,-0.006224265646654343,-0.006224265646654343
2012-09-28,0.009097248304962335,0.009097248304962335
2012-10-01,0.0029050229958104577,0.0029050229958104577
2012-10-02,-0.002727663219134568,-0.002727663219134568
2012-10-03,0.004606201735148874,0.004606201735148874
2012-10-04,0.01068945792773766,0.01068945792773766
2012-10-05,-0.0012616366668069697,-0.0012616366668069697
2012-10-08,-0.006958882599670785,-0.006958882599670785
2012-10-09,-0.010640505813012223,-0.010640505813012223
2012-10-10,-0.018096103341680502,-0.018096103341680502
2012-10-11,0.0003746536451331902,0.0003746536451331902
2012-10-12,-0.010692858091759239,-0.010692858091759239
2012-10-15,-0.012943953169623629,-0.012943953169623629
2012-10-16,0.015789815595133306,0.015789815595133306
2012-10-17,0.01696075517204414,0.01696075517204414
2012-10-18,-0.0013390222208797395,-0.0013390222208797395
2012-10-19,-0.009783317100447858,-0.009783317100447858
2012-10-22,-0.016299251684473243,-0.016299251684473243
2012-10-23,-0.018428645267828375,-0.018428645267828375
2012-10-24,0.0006967956025928368,0.0006967956025928368
2012-10-25,-0.004154405678817398,-0.004154405678817398
2012-10-26,-0.0020510955093043567,-0.0020510955093043567
2012-10-29,0.0,0.0
2012-10-30,0.0,0.0
2012-10-31,0.008799320441310909,0.008799320441310909
2012-11-01,-9.818448895281469e-05,-9.818448895281469e-05
2012-11-02,-0.008205928002264759,-0.008205928002264759
2012-11-05,-0.029858075652182278,-0.029858075652182278
2012-11-06,0.010883647751238328,0.010883647751238328
2012-11-07,0.0013129171329006647,0.0013129171329006647
2012-11-08,-0.013752710286595131,-0.013752710286595131
2012-11-09,-0.009215700487572708,-0.009215700487572708
2012-11-12,0.015804742902686447,0.015804742902686447
2012-11-13,-0.013539390814820543,-0.013539390814820543
2012-11-14,0.0031923074820458027,0.0031923074820458027
2012-11-15,-0.04326431214318549,-0.04326431214318549
2012-11-16,-0.00450256139102898,-0.00450256139102898
2012-11-19,0.040586371325388435,0.040586371325388435
2012-11-20,0.005748439545436146,0.005748439545436146
2012-11-21,0.013153740738549297,0.013153740738549297
2012-11-22,-0.00015,-0.00015
2012-11-23,0.011027232204493564,0.011027232204493564
2012-11-26,9.48430919114895e-05,9.48430919114895e-05
2012-11-27,-0.0021726876293639116,-0.0021726876293639116
2012-11-28,-0.019747409455614946,-0.019747409455614946
2012-11-29,0.02836051749440585,0.02836051749440585
2012-11-30,-0.004239646458256152,-0.004239646458256152
2012-12-03,0.007214800637835417,0.007214800637835417
2012-12-04,-0.011977346354526297,-0.011977346354526297
2012-12-05,0.004224219607622981,0.004224219607622981
2012-12-06,-0.003110888899933194,-0.003110888899933194
2012-12-07,0.018831032203459285,0.018831032203459285
2012-12-10,-0.004910888625717519,-0.004910888625717519
2012-12-11,0.007810542088339755,0.007810542088339755
2012-12-12,0.01294853414936943,0.01294853414936943
2012-12-13,-0.004016407828061804,-0.004016407828061804
2012-12-14,-0.009971791864122186,-0.009971791864122186
2012-12-17,0.00501524398742682,0.00501524398742682
2012-12-18,0.03445298915534433,0.03445298915534433
2012-12-19,0.013617376893277777,0.013617376893277777
2012-12-20,-0.019110905001219876,-0.019110905001219876
2012-12-21,-0.013456662159903664,-0.013456662159903664
2012-12-24,0.00412506395870843,0.00412506395870843
2012-12-25,0.0,0.0
2012-12-26,0.004239743878900898,0.004239743878900898
2012-12-27,0.008209483349586717,0.008209483349586717
2012-12-28,-0.01653728106452202,-0.01653728106452202
2012-12-31,0.002686996651163609,0.002686996651163609
2013-01-01,0.0,0.0
2013-01-02,0.059140796011113175,0.059140796011113175
2013-01-03,0.004159335976152384,0.004159335976152384
2013-01-04,-0.002105360104696635,-0.002105360104696635
2013-01-07,0.015853569502611565,0.015853569502611565
2013-01-08,-0.005335431114847277,-0.005335431114847277
2013-01-09,4.5804403699706135e-05,4.5804403699706135e-05
2013-01-10,0.0018545981351364314,0.0018545981351364314
2013-01-11,0.0002879369039021974,0.0002879369039021974
2013-01-14,-6.611809033085867e-06,-6.611809033085867e-06
2013-01-15,-0.015389358094906287,-0.015389358094906287
2013-01-16,0.005536722970833591,0.005536722970833591
2013-01-17,0.002524065253462663,0.002524065253462663
2013-01-18,0.006053316420578204,0.006053316420578204
2013-01-21,0.0,0.0
2013-01-22,0.0003780627143439741,0.0003780627143439741
2013-01-23,0.014850018616136556,0.014850018616136556
2013-01-24,0.09549993696343034,0.09549993696343034
2013-01-25,0.006540686640501297,0.0032703433202506487
2013-01-28,0.03654687912726345,0.018273439563631724
2013-01-29,-0.028941353356072248,-0.014470676678036124
2013-01-30,0.025126873319185363,0.012563436659592682
2013-01-31,-0.014029996355283214,-0.007014998177641607
2013-02-01,0.01459169537451026,0.00729584768725513
2013-02-04,-0.011695911099977854,-0.005847955549988927
2013-02-05,0.016413918145785956,0.008206959072892978
2013-02-06,0.0023318854107015068,0.0023318854107015068
2013-02-07,0.01632742412836579,0.01632742412836579
