Date,raw,net
2011-01-04,0.0,0.0
2011-01-05,-0.00015543045855222914,-7.771522927611457e-05
2011-01-06,-5.185089283888587e-05,-2.5925446419442936e-05
2011-01-07,-0.00021778576941389183,-0.00010889288470694591
2011-01-10,-3.158278762960265e-07,-1.5791393814801324e-07
2011-01-11,0.00021814910716111413,0.00010907455358055707
2011-01-12,-0.00021778576941389183,-0.00010889288470694591
2011-01-13,0.0,0.0
2011-01-14,0.0,0.0
2011-01-17,0.0,0.0
2011-01-18,0.0,0.0
2011-01-19,0.00021783321038726378,0.00010891660519363189
2011-01-20,0.0,0.0
2011-01-21,-0.00021778576941389183,-0.00010889288470694591
2011-01-24,0.0,0.0
2011-01-25,0.00021783321038726378,0.00010891660519363189
2011-01-26,3.158279762160987e-07,1.5791398810804935e-07
2011-01-27,-0.00021841728750127132,-0.00010920864375063566
2011-01-28,3.158279759940541e-07,1.5791398799702705e-07
2011-01-31,0.0,0.0
2011-02-01,0.0,0.0
2011-02-02,0.0,0.0
2011-02-03,0.00021814910716111413,0.00010907455358055707
2011-02-04,-0.00021841728750127132,-0.00010920864375063566
2011-02-07,0.00021846500403488456,0.00010923250201744228
2011-02-08,0.0,0.0
2011-02-09,-3.158278764070488e-07,-1.579139382035244e-07
2011-02-10,-0.00021778576941389183,-0.00010889288470694591
2011-02-11,0.00021814910716111413,0.00010907455358055707
2011-02-14,0.0,0.0
2011-02-15,-3.158278764070488e-07,-1.579139382035244e-07
2011-02-16,0.0,0.0
2011-02-17,-0.0002181015285074306,-0.0001090507642537153
2011-02-18,3.158279759940541e-07,1.5791398799702705e-07
2011-02-21,0.0,0.0
2011-02-22,0.00021814910716111413,0.00010907455358055707
2011-02-23,-3.158278764070488e-07,-1.579139382035244e-07
2011-02-24,0.0,0.0
2011-02-25,0.0,0.0
2011-02-28,3.158279762160987e-07,1.5791398810804935e-07
2011-03-01,0.0,0.0
2011-03-02,-3.158278764070488e-07,-1.579139382035244e-07
2011-03-03,3.158279762160987e-07,1.5791398810804935e-07
2011-03-04,-0.00021841728750127132,-0.00010920864375063566
2011-03-07,0.00021846500403488456,0.00010923250201744228
2011-03-08,0.0,0.0
2011-03-09,0.0,0.0
2011-03-10,-0.0002181015285075416,-0.0001090507642537708
2011-03-11,-3.158278762960265e-07,-1.5791393814801324e-07
2011-03-14,0.0,0.0
2011-03-15,0.00043649565985992567,0.00021824782992996283
2011-03-16,-0.0002179708255072299,-0.00010898541275361495
2011-03-17,0.0002180183471462982,0.0001090091735731491
2011-03-18,-0.0002179708255072299,-0.00010898541275361495
2011-03-21,0.0,0.0
2011-03-22,-0.00021806623091780164,-0.00010903311545890082
2011-03-23,-3.158278762960265e-07,-1.5791393814801324e-07
2011-03-24,3.158279759940541e-07,1.5791398799702705e-07
2011-03-25,0.0,0.0
2011-03-28,-3.158278762960265e-07,-1.5791393814801324e-07
2011-03-29,0.00021846500403488456,0.00010923250201744228
2011-03-30,-3.158278764070488e-07,-1.579139382035244e-07
2011-03-31,-0.00021778576941389183,-0.00010889288470694591
2011-04-01,0.00021814910716111413,0.00010907455358055707
2011-04-04,-0.0002181015285075416,-0.0001090507642537708
2011-04-05,0.00021814910716111413,0.00010907455358055707
2011-04-06,-0.0002181015285075416,-0.0001090507642537708
2011-04-07,-3.158278762960265e-07,-1.5791393814801324e-07
2011-04-08,0.00021846500403488456,0.00010923250201744228
2011-04-11,-0.0002181015285075416,-0.0001090507642537708
2011-04-12,0.00021783321038726378,0.00010891660519363189
2011-04-13,0.0,0.0
2011-04-14,0.00021833424397876833,0.00010916712198938416
2011-04-15,-0.0004363405044119917,-0.00021817025220599584
2011-04-18,3.158279759940541e-07,1.5791398799702705e-07
2011-04-19,0.0,0.0
2011-04-20,0.00021814910716111413,0.00010907455358055707
2011-04-21,-0.0002181015285075416,-0.0001090507642537708
2011-04-22,0.0,0.0
2011-04-25,0.00021814910716111413,0.00010907455358055707
2011-04-26,0.0,0.0
2011-04-27,-0.0002181015285075416,-0.0001090507642537708
2011-04-28,0.0,0.0
2011-04-29,0.0,0.0
2011-05-02,0.00021814910716111413,0.00010907455358055707
2011-05-03,0.0,0.0
2011-05-04,0.00021798303416065146,0.00010899151708032573
2011-05-05,-0.0002179708255072299,-0.00010898541275361495
2011-05-06,0.0,0.0
2011-05-09,0.0,0.0
2011-05-10,0.0002180183471462982,0.0001090091735731491
2011-05-11,-0.0002179708255072299,-0.00010898541275361495
2011-05-12,0.0002180183471462982,0.0001090091735731491
2011-05-13,-2.805225977065007e-07,-1.4026129885325034e-07
2011-05-16,0.0,0.0
2011-05-17,0.0,0.0
2011-05-18,-0.0004357091239771682,-0.0002178545619885841
2011-05-19,-3.5305288692555337e-08,-1.7652644346277668e-08
2011-05-20,0.0002178685233678035,0.00010893426168390175
2011-05-23,0.0,0.0
2011-05-24,-0.0002181015285074306,-0.0001090507642537153
2011-05-25,0.00021814910716111413,0.00010907455358055707
2011-05-26,0.0,0.0
2011-05-27,-0.0002181015285074306,-0.0001090507642537153
2011-05-30,0.0,0.0
2011-05-31,0.0,0.0
2011-06-01,3.158279759940541e-07,1.5791398799702705e-07
2011-06-02,0.0,0.0
2011-06-03,0.0,0.0
2011-06-06,0.00021814910716111413,0.00010907455358055707
2011-06-07,-3.158278764070488e-07,-1.579139382035244e-07
2011-06-08,-0.0002181015285074306,-0.0001090507642537153
2011-06-09,0.00021846500403488456,0.00010923250201744228
2011-06-10,-0.00021841728750127132,-0.00010920864375063566
2011-06-13,0.00021846500403488456,0.00010923250201744228
2011-06-14,-0.00021841728750127132,-0.00010920864375063566
2011-06-15,0.00021814910716111413,0.00010907455358055707
2011-06-16,0.0,0.0
2011-06-17,0.0,0.0
2011-06-20,0.0,0.0
2011-06-21,3.158279762160987e-07,3.158279762160987e-07
2011-06-22,-0.00021841728750127132,-0.00021841728750127132
2011-06-23,0.00021814910716111413,0.00021814910716111413
2011-06-24,3.158279762160987e-07,3.158279762160987e-07
2011-06-27,0.0,0.0
