un,bh,vxm,cf,tw,rb,eqg,vw,tv,full_sr,full_cagr,full_mdd,full_vol,full_navx,is_sr,is_cagr,is_mdd,oos_sr,oos_cagr,oos_mdd,gap,turn_ann
17,0.5,28,3,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,28,3,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,28,3,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,28,5,200,5,True,63,,0.4253790732841971,0.08552628081826907,-0.7093616055009269,0.2971962011246132,3.7283643426461386,0.6181470286141992,0.1275920802586754,-0.36981762854077516,0.27897563827017885,0.0364562796877268,-0.7093616055009272,0.3391713903440204,27.50284601177554
17,0.5,28,5,200,5,True,63,0.2,0.4253790732841971,0.08552628081826907,-0.7093616055009269,0.2971962011246132,3.7283643426461386,0.6181470286141992,0.1275920802586754,-0.36981762854077516,0.27897563827017885,0.0364562796877268,-0.7093616055009272,0.3391713903440204,27.50284601177554
17,0.5,28,5,200,5,True,63,0.4,0.4253790732841971,0.08552628081826907,-0.7093616055009269,0.2971962011246132,3.7283643426461386,0.6181470286141992,0.1275920802586754,-0.36981762854077516,0.27897563827017885,0.0364562796877268,-0.7093616055009272,0.3391713903440204,27.50284601177554
17,0.5,28,5,200,5,True,126,,0.4335193540584391,0.08847588502109716,-0.705955967239261,0.29941119898331015,3.8941793179325503,0.6171214070526844,0.12792838807927231,-0.37622076887835487,0.295502501035074,0.042331109355507435,-0.7059559672392602,0.3216189060176104,27.02821226991621
17,0.5,28,5,200,5,True,126,0.2,0.4335193540584391,0.08847588502109716,-0.705955967239261,0.29941119898331015,3.8941793179325503,0.6171214070526844,0.12792838807927231,-0.37622076887835487,0.295502501035074,0.042331109355507435,-0.7059559672392602,0.3216189060176104,27.02821226991621
17,0.5,28,5,200,5,True,126,0.4,0.4335193540584391,0.08847588502109716,-0.705955967239261,0.29941119898331015,3.8941793179325503,0.6171214070526844,0.12792838807927231,-0.37622076887835487,0.295502501035074,0.042331109355507435,-0.7059559672392602,0.3216189060176104,27.02821226991621
17,0.5,28,5,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,28,5,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,28,5,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,28,5,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,28,5,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,28,5,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,25,3,200,5,True,63,,0.3387584484221357,0.05778939378249093,-0.749766519951526,0.2934430068979435,2.4618338017449326,0.5219800847309229,0.10095691245649219,-0.42451711465545494,0.1965382111295676,0.007544399778940392,-0.7497665199515258,0.32544187360135535,30.097544304521303
17,0.6,25,3,200,5,True,63,0.2,0.3387584484221357,0.05778939378249093,-0.749766519951526,0.2934430068979435,2.4618338017449326,0.5219800847309229,0.10095691245649219,-0.42451711465545494,0.1965382111295676,0.007544399778940392,-0.7497665199515258,0.32544187360135535,30.097544304521303
17,0.6,25,3,200,5,True,63,0.4,0.3387584484221357,0.05778939378249093,-0.749766519951526,0.2934430068979435,2.4618338017449326,0.5219800847309229,0.10095691245649219,-0.42451711465545494,0.1965382111295676,0.007544399778940392,-0.7497665199515258,0.32544187360135535,30.097544304521303
17,0.6,25,3,200,5,True,126,,0.35016085871520775,0.06145466011784473,-0.7479234661930334,0.29554483790939046,2.6022452284432864,0.5228426070433481,0.10159331562318097,-0.43089308343059507,0.21764451229188844,0.014585903321020055,-0.7479234661930332,0.30519809475145965,29.626831248758016
17,0.6,25,3,200,5,True,126,0.2,0.35016085871520775,0.06145466011784473,-0.7479234661930334,0.29554483790939046,2.6022452284432864,0.5228426070433481,0.10159331562318097,-0.43089308343059507,0.21764451229188844,0.014585903321020055,-0.7479234661930332,0.30519809475145965,29.626831248758016
17,0.6,25,3,200,5,True,126,0.4,0.35016085871520775,0.06145466011784473,-0.7479234661930334,0.29554483790939046,2.6022452284432864,0.5228426070433481,0.10159331562318097,-0.43089308343059507,0.21764451229188844,0.014585903321020055,-0.7479234661930332,0.30519809475145965,29.626831248758016
17,0.6,25,3,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,25,3,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,25,3,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,25,3,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,25,3,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,25,3,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,25,5,200,5,True,63,,0.41860363660785666,0.08341766320668009,-0.7157572685921372,0.2978232123920248,3.613909714812822,0.6002189560048156,0.12264053133029051,-0.4066127927070783,0.2822196426644724,0.03753938097030329,-0.7157572685921374,0.31799931334034315,27.42637780023333
17,0.6,25,5,200,5,True,63,0.2,0.41860363660785666,0.08341766320668009,-0.7157572685921372,0.2978232123920248,3.613909714812822,0.6002189560048156,0.12264053133029051,-0.4066127927070783,0.2822196426644724,0.03753938097030329,-0.7157572685921374,0.31799931334034315,27.42637780023333
17,0.6,25,5,200,5,True,63,0.4,0.41860363660785666,0.08341766320668009,-0.7157572685921372,0.2978232123920248,3.613909714812822,0.6002189560048156,0.12264053133029051,-0.4066127927070783,0.2822196426644724,0.03753938097030329,-0.7157572685921374,0.31799931334034315,27.42637780023333
17,0.6,25,5,200,5,True,126,,0.4242274963538593,0.0855285710880811,-0.7142405469816603,0.3000360389708976,3.728490484686199,0.5984493676632742,0.12274220127013913,-0.41137973861345645,0.2946227695337542,0.041910941408136004,-0.71424054698166,0.30382659812951995,26.954909943532588
17,0.6,25,5,200,5,True,126,0.2,0.4242274963538593,0.0855285710880811,-0.7142405469816603,0.3000360389708976,3.728490484686199,0.5984493676632742,0.12274220127013913,-0.41137973861345645,0.2946227695337542,0.041910941408136004,-0.71424054698166,0.30382659812951995,26.954909943532588
17,0.6,25,5,200,5,True,126,0.4,0.4242274963538593,0.0855285710880811,-0.7142405469816603,0.3000360389708976,3.728490484686199,0.5984493676632742,0.12274220127013913,-0.41137973861345645,0.2946227695337542,0.041910941408136004,-0.71424054698166,0.30382659812951995,26.954909943532588
17,0.6,25,5,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,25,5,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,25,5,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,25,5,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,25,5,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,25,5,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,28,3,200,5,True,63,,0.3299959702698087,0.05507506814080809,-0.7497665199515261,0.2939378224159865,2.362464646699871,0.49321417751144137,0.09320658624868483,-0.46361374642032505,0.20548630202021942,0.010470370878517654,-0.7497665199515255,0.2877278754912219,30.1747831177843
17,0.6,28,3,200,5,True,63,0.2,0.3299959702698087,0.05507506814080809,-0.7497665199515261,0.2939378224159865,2.362464646699871,0.49321417751144137,0.09320658624868483,-0.46361374642032505,0.20548630202021942,0.010470370878517654,-0.7497665199515255,0.2877278754912219,30.1747831177843
17,0.6,28,3,200,5,True,63,0.4,0.3299959702698087,0.05507506814080809,-0.7497665199515261,0.2939378224159865,2.362464646699871,0.49321417751144137,0.09320658624868483,-0.46361374642032505,0.20548630202021942,0.010470370878517654,-0.7497665199515255,0.2877278754912219,30.1747831177843
17,0.6,28,3,200,5,True,126,,0.341445331440335,0.05873073393943318,-0.7479234661930335,0.29607883999581286,2.49720113590265,0.49131270280280925,0.09305326569096306,-0.4723285670277598,0.22897768732071883,0.018421353739297652,-0.7479234661930332,0.26233501548209043,29.720133219668206
17,0.6,28,3,200,5,True,126,0.2,0.341445331440335,0.05873073393943318,-0.7479234661930335,0.29607883999581286,2.49720113590265,0.49131270280280925,0.09305326569096306,-0.4723285670277598,0.22897768732071883,0.018421353739297652,-0.7479234661930332,0.26233501548209043,29.720133219668206
17,0.6,28,3,200,5,True,126,0.4,0.341445331440335,0.05873073393943318,-0.7479234661930335,0.29607883999581286,2.49720113590265,0.49131270280280925,0.09305326569096306,-0.4723285670277598,0.22897768732071883,0.018421353739297652,-0.7479234661930332,0.26233501548209043,29.720133219668206
17,0.6,28,3,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,28,3,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,28,3,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,28,3,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,28,3,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,28,3,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,28,5,200,5,True,63,,0.41307998029847365,0.08170901481593495,-0.7157572685921374,0.29839108889932364,3.5235903790968126,0.609922705383125,0.12524906877365405,-0.39436677806754483,0.2646801244082655,0.0310003192237025,-0.7157572685921376,0.3452425809748595,27.218263962058238
17,0.6,28,5,200,5,True,63,0.2,0.41307998029847365,0.08170901481593495,-0.7157572685921374,0.29839108889932364,3.5235903790968126,0.609922705383125,0.12524906877365405,-0.39436677806754483,0.2646801244082655,0.0310003192237025,-0.7157572685921376,0.3452425809748595,27.218263962058238
17,0.6,28,5,200,5,True,63,0.4,0.41307998029847365,0.08170901481593495,-0.7157572685921374,0.29839108889932364,3.5235903790968126,0.609922705383125,0.12524906877365405,-0.39436677806754483,0.2646801244082655,0.0310003192237025,-0.7157572685921376,0.3452425809748595,27.218263962058238
17,0.6,28,5,200,5,True,126,,0.41987627448021336,0.08419538304144103,-0.7142405469816597,0.3006719569591078,3.655734925483887,0.6089009504534882,0.1255638906200065,-0.3982309315608328,0.27875158587457766,0.03590813456305075,-0.71424054698166,0.3301493645789106,26.74217159668359
17,0.6,28,5,200,5,True,126,0.2,0.41987627448021336,0.08419538304144103,-0.7142405469816597,0.3006719569591078,3.655734925483887,0.6089009504534882,0.1255638906200065,-0.3982309315608328,0.27875158587457766,0.03590813456305075,-0.71424054698166,0.3301493645789106,26.74217159668359
17,0.6,28,5,200,5,True,126,0.4,0.41987627448021336,0.08419538304144103,-0.7142405469816597,0.3006719569591078,3.655734925483887,0.6089009504534882,0.1255638906200065,-0.3982309315608328,0.27875158587457766,0.03590813456305075,-0.71424054698166,0.3301493645789106,26.74217159668359
17,0.6,28,5,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,28,5,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,28,5,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.6,28,5,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,28,5,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.6,28,5,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,25,3,200,21,True,63,,0.23095581163088827,0.025771637177140372,-0.7355939056644893,0.27696000646747954,1.503853920081736,0.4901035256726973,0.0875615675093524,-0.2827375198357498,0.02948930000065151,-0.0446923188849494,-0.7355939056644896,0.4606142256720458,17.482948530368123
17,0.5,25,3,200,21,True,63,0.2,0.23095581163088827,0.025771637177140372,-0.7355939056644893,0.27696000646747954,1.503853920081736,0.4901035256726973,0.0875615675093524,-0.2827375198357498,0.02948930000065151,-0.0446923188849494,-0.7355939056644896,0.4606142256720458,17.482948530368123
17,0.5,25,3,200,21,True,63,0.4,0.23095581163088827,0.025771637177140372,-0.7355939056644893,0.27696000646747954,1.503853920081736,0.4901035256726973,0.0875615675093524,-0.2827375198357498,0.02948930000065151,-0.0446923188849494,-0.7355939056644896,0.4606142256720458,17.482948530368123
