un,bh,vxm,cf,tw,rb,eqg,vw,tv,full_sr,full_cagr,full_mdd,full_vol,full_navx,is_sr,is_cagr,is_mdd,oos_sr,oos_cagr,oos_mdd,gap,turn_ann
17,0.5,25,3,200,5,True,63,,0.33698225979394913,0.05718218190017965,-0.7425861623034806,0.2924352704406077,2.4392698652670535,0.5218605777063724,0.10087818482268407,-0.41889369626551076,0.19238624548768826,0.006350344509314931,-0.7425861623034804,0.32947433221868416,30.29783581249193
17,0.5,25,3,200,5,True,63,0.2,0.33698225979394913,0.05718218190017965,-0.7425861623034806,0.2924352704406077,2.4392698652670535,0.5218605777063724,0.10087818482268407,-0.41889369626551076,0.19238624548768826,0.006350344509314931,-0.7425861623034804,0.32947433221868416,30.29783581249193
17,0.5,25,3,200,5,True,63,0.4,0.33698225979394913,0.05718218190017965,-0.7425861623034806,0.2924352704406077,2.4392698652670535,0.5218605777063724,0.10087818482268407,-0.41889369626551076,0.19238624548768826,0.006350344509314931,-0.7425861623034804,0.32947433221868416,30.29783581249193
17,0.5,25,3,200,5,True,126,,0.34507631774823305,0.05979011307751492,-0.7407506711609704,0.2943955443402212,2.537572897084019,0.5220901167757335,0.10133966097450609,-0.4246733141794389,0.20775751109270513,0.01134575372402069,-0.7407506711609699,0.31433260568302834,29.86146202685129
17,0.5,25,3,200,5,True,126,0.2,0.34507631774823305,0.05979011307751492,-0.7407506711609704,0.2943955443402212,2.537572897084019,0.5220901167757335,0.10133966097450609,-0.4246733141794389,0.20775751109270513,0.01134575372402069,-0.7407506711609699,0.31433260568302834,29.86146202685129
17,0.5,25,3,200,5,True,126,0.4,0.34507631774823305,0.05979011307751492,-0.7407506711609704,0.2943955443402212,2.537572897084019,0.5220901167757335,0.10133966097450609,-0.4246733141794389,0.20775751109270513,0.01134575372402069,-0.7407506711609699,0.31433260568302834,29.86146202685129
17,0.5,25,3,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,25,3,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,25,3,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,25,3,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,25,3,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,25,3,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,25,5,200,5,True,63,,0.4266667453536996,0.0858571294156758,-0.7093616055009273,0.2966022312941471,3.7466281362767204,0.6084508477064263,0.12497811127721214,-0.36981762854077516,0.28865939037955024,0.04008945787576068,-0.7093616055009269,0.3197914573268761,27.712649877867975
17,0.5,25,5,200,5,True,63,0.2,0.4266667453536996,0.0858571294156758,-0.7093616055009273,0.2966022312941471,3.7466281362767204,0.6084508477064263,0.12497811127721214,-0.36981762854077516,0.28865939037955024,0.04008945787576068,-0.7093616055009269,0.3197914573268761,27.712649877867975
17,0.5,25,5,200,5,True,63,0.4,0.4266667453536996,0.0858571294156758,-0.7093616055009273,0.2966022312941471,3.7466281362767204,0.6084508477064263,0.12497811127721214,-0.36981762854077516,0.28865939037955024,0.04008945787576068,-0.7093616055009269,0.3197914573268761,27.712649877867975
17,0.5,25,5,200,5,True,126,,0.43454273438182744,0.08871524905791306,-0.7059559672392611,0.29877175224154734,3.907934377630281,0.6066784882921906,0.12510077114292617,-0.37622076887835487,0.3052494724031344,0.046028900399082584,-0.7059559672392615,0.30142901588905624,27.24120308462748
17,0.5,25,5,200,5,True,126,0.2,0.43454273438182744,0.08871524905791306,-0.7059559672392611,0.29877175224154734,3.907934377630281,0.6066784882921906,0.12510077114292617,-0.37622076887835487,0.3052494724031344,0.046028900399082584,-0.7059559672392615,0.30142901588905624,27.24120308462748
17,0.5,25,5,200,5,True,126,0.4,0.43454273438182744,0.08871524905791306,-0.7059559672392611,0.29877175224154734,3.907934377630281,0.6066784882921906,0.12510077114292617,-0.37622076887835487,0.3052494724031344,0.046028900399082584,-0.7059559672392615,0.30142901588905624,27.24120308462748
17,0.5,25,5,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,25,5,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,25,5,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,25,5,200,5,False,126,,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,25,5,200,5,False,126,0.2,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,25,5,200,5,False,126,0.4,0.6223789573506633,0.14958629964849468,-0.49979567344704434,0.29347131375357766,9.350341430552358,0.5089644609457334,0.0985269172126424,-0.4136858889941929,0.7373657097627653,0.21491993855237168,-0.49979567344704434,0.22840124881703183,20.463150862494825
17,0.5,28,3,200,5,True,63,,0.3366999369016662,0.05711050365258874,-0.7425861623034805,0.29312270825847725,2.4366191422469456,0.4930785819514091,0.09312841282806716,-0.45837236670372894,0.21746051121491639,0.014884893797198595,-0.7425861623034802,0.2756180707364927,30.375074625754927
17,0.5,28,3,200,5,True,63,0.2,0.3366999369016662,0.05711050365258874,-0.7425861623034805,0.29312270825847725,2.4366191422469456,0.4930785819514091,0.09312841282806716,-0.45837236670372894,0.21746051121491639,0.014884893797198595,-0.7425861623034802,0.2756180707364927,30.375074625754927
17,0.5,28,3,200,5,True,63,0.4,0.3366999369016662,0.05711050365258874,-0.7425861623034805,0.29312270825847725,2.4366191422469456,0.4930785819514091,0.09312841282806716,-0.45837236670372894,0.21746051121491639,0.014884893797198595,-0.7425861623034802,0.2756180707364927,30.375074625754927
17,0.5,28,3,200,5,True,126,,0.344913773432784,0.059760001513206484,-0.7407506711609706,0.295130569801154,2.5364169777526926,0.4905382540017316,0.09280157748792184,-0.4665616461593607,0.23537686615364445,0.020903340811176285,-0.74075067116097,0.2551613878480872,29.954763997761482
17,0.5,28,3,200,5,True,126,0.2,0.344913773432784,0.059760001513206484,-0.7407506711609706,0.295130569801154,2.5364169777526926,0.4905382540017316,0.09280157748792184,-0.4665616461593607,0.23537686615364445,0.020903340811176285,-0.74075067116097,0.2551613878480872,29.954763997761482
17,0.5,28,3,200,5,True,126,0.4,0.344913773432784,0.059760001513206484,-0.7407506711609706,0.295130569801154,2.5364169777526926,0.4905382540017316,0.09280157748792184,-0.4665616461593607,0.23537686615364445,0.020903340811176285,-0.74075067116097,0.2551613878480872,29.954763997761482
17,0.5,28,3,200,5,False,63,,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,28,3,200,5,False,63,0.2,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
17,0.5,28,3,200,5,False,63,0.4,0.6262997185557388,0.1502617469589087,-0.5115184126395143,0.2918096432025433,9.438829570111395,0.5247922309571036,0.10211089611084745,-0.4121916584672529,0.7312279926565662,0.21169140486892601,-0.5115184126395147,0.20643576169946265,20.765004471755034
