Date,CoveredCall,Momo,MF
2014-04-15,0.0,0.0,0.0
2014-04-16,0.0,0.0,0.0
2014-04-17,0.00021902719022048878,0.00021902719022048878,0.00021902719022048878
2014-04-21,-0.00021897922781555224,-0.00021897922781555224,-0.00021897922781555224
2014-04-22,-0.0002178960638860028,-0.0022178960638860033,-0.0002178960638860028
2014-04-23,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-04-24,0.0,0.0,0.0
2014-04-25,0.0,0.0,0.0
2014-04-28,0.0,0.0,0.0
2014-04-29,0.0,-0.001,0.0
2014-04-30,0.0,0.0,0.0
2014-05-01,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-05-02,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-05-05,0.0,0.0,0.0
2014-05-06,-0.0002178960638860028,-0.0012178960638860028,-0.0002178960638860028
2014-05-07,0.0,0.0,0.0
2014-05-08,0.0,0.0,0.0
2014-05-09,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-05-12,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-05-13,0.00021794355292836798,-0.000782056447071632,0.00021794355292836798
2014-05-14,0.0,0.0,0.0
2014-05-15,0.0,0.0,0.0
2014-05-16,0.0,0.0,0.0
2014-05-19,0.0,0.0,0.0
2014-05-20,0.0,-0.002,0.0
2014-05-21,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-05-22,0.0,0.0,0.0
2014-05-23,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-05-27,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-05-28,0.00021794355292836798,-0.001782056447071632,0.00021794355292836798
2014-05-29,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-05-30,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-06-02,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-06-03,0.0,0.0,0.0
2014-06-04,0.0,-0.001,0.0
2014-06-05,0.0,0.0,0.0
2014-06-06,0.0,0.0,0.0
2014-06-09,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-06-10,0.0,0.0,0.0
2014-06-11,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-06-12,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-06-13,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-06-16,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-06-17,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-06-18,0.00021794355292836798,-0.000782056447071632,0.00021794355292836798
2014-06-19,0.0,0.0,0.0
2014-06-20,0.0,0.0,0.0
2014-06-23,0.0,0.0,0.0
2014-06-24,0.0,0.0,0.0
2014-06-25,-0.0002178960638860028,-0.0012178960638860028,-0.0002178960638860028
2014-06-26,0.0,0.0,0.0
2014-06-27,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-06-30,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-07-01,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-07-02,0.0,0.0,0.0
2014-07-03,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-07-07,0.00021794355292836798,0.00021794355292836798,0.00021794355292836798
2014-07-08,0.0,0.0,0.0
2014-07-09,-0.0002178960638860028,-0.0002178960638860028,-0.0002178960638860028
2014-07-10,0.0,0.0,0.0
2014-07-11,0.0,0.0,0.0
2014-07-14,0.0,0.0,0.0
2014-07-15,0.0,0.0,0.0
2014-07-16,0.0,0.0,0.0
2014-07-17,0.0,-0.001,0.0
2014-07-18,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-07-21,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-07-22,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-07-23,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-07-24,0.0,-0.002,0.0
2014-07-25,0.0,0.0,0.0
2014-07-28,0.0,0.0,0.0
2014-07-29,0.0,0.0,0.0
2014-07-30,0.0,0.0,0.0
2014-07-31,-0.00021866351747312773,-0.0022186635174731278,-0.00021866351747312773
2014-08-01,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-08-04,0.0,0.0,0.0
2014-08-05,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-08-06,0.0,0.0,0.0
2014-08-07,0.00021871134166451256,-0.0012812886583354875,0.00021871134166451256
2014-08-08,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-08-11,0.0,0.0,0.0
2014-08-12,0.0,0.0,0.0
2014-08-13,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-08-14,-0.00021866351747312773,-0.002218663517473128,-0.00021866351747312773
2014-08-15,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-08-18,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-08-19,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-08-20,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-08-21,0.00021871134166451256,-0.0007812886583354875,0.00021871134166451256
2014-08-22,0.0,0.0,0.0
2014-08-25,0.0,0.0,0.0
2014-08-26,0.0,0.0,0.0
2014-08-27,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-08-28,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-08-29,0.0,0.0,0.0
2014-09-02,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-09-03,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-09-04,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-09-05,0.00021871134166451256,-0.0007812886583354875,0.00021871134166451256
2014-09-08,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-09-09,0.0,0.0,0.0
2014-09-10,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-09-11,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-09-12,0.0,0.0,0.0
2014-09-15,0.0,0.0,0.0
2014-09-16,0.0,0.0,0.0
2014-09-17,0.0,0.0,0.0
2014-09-18,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-09-19,0.0,0.0,0.0
2014-09-22,0.0,0.0,0.0
2014-09-23,0.0,0.0,0.0
2014-09-24,0.0,0.0,0.0
2014-09-25,0.0,0.0,0.0
2014-09-26,0.0,-0.0015,0.0
2014-09-29,-0.00021866351747312773,-0.00021866351747312773,-0.00021866351747312773
2014-09-30,0.00021871134166451256,0.00021871134166451256,0.00021871134166451256
2014-10-01,0.0,0.0,0.0
2014-10-02,0.0,0.0,0.0
2014-10-03,-0.0004370184787129139,-0.001937018478712914,-0.0004370184787129139
2014-10-06,0.0,0.0,0.0
2014-10-07,0.00021845042811352577,0.00021845042811352577,0.00021845042811352577
2014-10-08,0.0,0.0,0.0
2014-10-09,0.0,0.0,0.0
2014-10-10,0.0,0.0,0.0
2014-10-13,0.0,0.0,0.0
2014-10-14,-0.00021840271794626442,-0.00021840271794626442,-0.00021840271794626442
2014-10-15,0.0,0.0,0.0
2014-10-16,0.00021845042811352577,0.00021845042811352577,0.00021845042811352577
2014-10-17,0.0,-0.0015,0.0
2014-10-20,0.0,0.0,0.0
2014-10-21,-0.00021840271794626442,-0.009708253704289016,-0.00021840271794626442
2014-10-22,0.00021845042811352577,-0.004679883181486932,0.00021845042811352577
2014-10-23,-0.00021840271794626442,-0.020827341961983548,-0.00021840271794626442
2014-10-24,0.0,0.0001655538099115117,0.0
2014-10-27,0.0,0.0009698976043903684,0.0
2014-10-28,0.0,-0.008208732746366243,0.0
2014-10-29,0.00021845042811352577,-0.011591835768678671,0.00021845042811352577
2014-10-30,-0.00021840271794626442,-0.009449916818586923,-0.00021840271794626442
2014-10-31,0.00021845042811352577,0.03311842329119885,0.00021845042811352577
2014-11-03,-0.00021840271794626442,0.007633015699714344,-0.00021840271794626442
2014-11-04,0.00021845042811352577,-0.006085196191104776,0.00021845042811352577
2014-11-05,-0.00021840271794626442,0.01341751145083166,-0.00021840271794626442
2014-11-06,0.00021845042811352577,0.007840410717813015,0.00021845042811352577
2014-11-07,-0.00021840271794626442,-0.011139501433324317,-0.00021840271794626442
2014-11-10,0.00021845042811352577,0.01569667796701409,0.00021845042811352577
2014-11-11,0.0,-0.002187661687041061,0.0
2014-11-12,0.0,-5.982695715260134e-05,0.0
2014-11-13,-0.00021840271794626442,0.00378532189581852,-0.00021840271794626442
2014-11-14,0.0,0.017485139281163943,0.0
2014-11-17,0.00021845042811352577,-0.009579339726105694,0.00021845042811352577
2014-11-18,-0.00021840271794626442,0.030758743852776695,-0.00021840271794626442
2014-11-19,0.0,-0.017643329630178707,0.0
2014-11-20,0.0,0.018718278681549922,0.0
2014-11-21,0.0,0.013765779665044551,0.0
2014-11-24,0.00021845042811352577,0.023184584933704233,0.00021845042811352577
2014-11-25,0.0,0.0020168065299244935,0.0
2014-11-26,-0.00021840271794626442,0.03628440779535791,-0.00021840271794626442
2014-11-28,0.00021845042811352577,0.01182044919227058,0.00021845042811352577
2014-12-01,-0.00021840271794626442,-0.03465398618301511,-0.00021840271794626442
2014-12-02,0.0,0.009282627617637096,0.0
2014-12-03,0.0,0.02722678002841339,0.0
2014-12-04,0.0,0.0008984836717756959,0.0
2014-12-05,0.00021845042811352577,0.00926059091328361,0.00021845042811352577
2014-12-08,0.0,-0.019333589060913682,0.0
2014-12-09,-0.00021840271794626442,0.0008569512068182794,-0.00021840271794626442
2014-12-10,0.0,-0.048343504617606906,0.0
2014-12-11,0.0,0.01379063277330476,0.0
2014-12-12,0.00021845042811352577,-0.047389746813822534,0.00021845042811352577
2014-12-15,-0.00043659968674691907,-0.018915012921456864,-0.00043659968674691907
2014-12-16,0.0,0.009727476703435711,0.0
2014-12-17,0.0,0.018960783175976048,0.0
2014-12-18,0.00021829227513969762,0.0048255608252852356,0.00021829227513969762
2014-12-19,-0.00021824463402198013,0.011675217254727643,-0.00021824463402198013
2014-12-22,0.0,0.02191321054030263,0.0
2014-12-23,0.0,-0.017128538876850025,0.0
2014-12-24,0.00021829227513969762,0.006809677362638932,0.00021829227513969762
2014-12-26,-0.00021824463402198013,0.003912493602399425,-0.00021824463402198013
2014-12-29,0.0,0.007523515615542023,0.0
2014-12-30,0.0,-0.004095239332168524,0.0
2014-12-31,0.00021829227513969762,-0.01592157520558161,0.00021829227513969762
2015-01-02,-0.00021824463402198013,0.011313690117430218,-0.00021824463402198013
2015-01-05,0.00021829227513969762,-0.02176331068925234,0.00021829227513969762
2015-01-06,-0.00021824463402198013,-0.018051408422907346,-0.00021824463402198013
2015-01-07,0.0,-0.010852975058381174,0.0
2015-01-08,0.0,-0.023259297099674336,0.0
2015-01-09,0.0,0.02741945008654123,0.0
2015-01-12,0.0,0.019458442044571367,0.0
2015-01-13,0.0,-0.003042728596218014,0.0
2015-01-14,0.0,-0.0007791607322658776,0.0
2015-01-15,0.0,0.023198578757135786,0.0
2015-01-16,0.0,0.008527955970849838,0.0
2015-01-20,0.0,0.025537635112332792,0.0
2015-01-21,0.00021829227513969762,-0.005810245450503904,0.00021829227513969762
2015-01-22,-0.00021824463402198013,0.0001269161225332389,-0.00021824463402198013
2015-01-23,0.00021829227513969762,0.013993560269484673,0.00021829227513969762
2015-01-26,0.0,-0.01498991816372719,0.0
2015-01-27,0.0,0.012685711403999322,0.0
2015-01-28,-0.00021824463402198013,0.017410532895649034,-0.00021824463402198013
2015-01-29,0.0,-0.03171861133990861,0.0
2015-01-30,0.0,0.047342323981461654,0.0
2015-02-02,0.0,-0.012126597593072164,0.0
2015-02-03,0.00021829227513969762,-0.042095837475596753,0.00021829227513969762
2015-02-04,-0.00021824463402198013,0.005224012069945383,-0.00021824463402198013
2015-02-05,0.0,0.018673297785746598,0.0
2015-02-06,0.0,-0.026120966348354625,0.0
2015-02-09,-0.00021911563119869637,-0.004790712420088697,-0.00021911563119869637
2015-02-10,0.00021916365338081611,0.022587431607530222,0.00021916365338081611
2015-02-11,-0.00021911563119869637,-0.003301839670679281,-0.00021911563119869637
2015-02-12,0.0,0.04033890107744931,0.0
2015-02-13,0.00021916365338081611,0.02181217200524014,0.00021916365338081611
2015-02-17,0.0,0.004304597528354807,0.0
2015-02-18,0.0,-0.0007411554102505489,0.0
2015-02-19,0.0,0.011048160778460492,0.0
2015-02-20,-0.00021911563119869637,0.01798398095221302,-0.00021911563119869637
2015-02-23,0.00021916365338081611,-0.0044276811973484875,0.00021916365338081611
2015-02-24,-0.00021911563119869637,0.01666756814197819,-0.00021911563119869637
2015-02-25,0.00021916365338081611,-0.013861199279702491,0.00021916365338081611
2015-02-26,-0.00021911563119869637,0.01869057341370861,-0.00021911563119869637
2015-02-27,0.00021916365338081611,-0.011127317221019967,0.00021916365338081611
2015-03-02,-0.00021911563119869637,0.045305361165955585,-0.00021911563119869637
2015-03-03,0.00021916365338081611,-0.031175301864074793,0.00021916365338081611
2015-03-04,0.0,-0.008903389485836983,0.0
2015-03-05,0.0,0.0009034011647139904,0.0
2015-03-06,-0.00021911563119869637,-0.03367470964549413,-0.00021911563119869637
2015-03-09,0.00021916365338081611,0.010660583671885233,0.00021916365338081611
2015-03-10,0.0,-0.05717340052473577,0.0
2015-03-11,0.0,-0.010176267546022633,0.0
2015-03-12,-0.00021911563119869637,0.01264394518937828,-0.00021911563119869637
2015-03-13,0.00021916365338081611,0.01864183199818381,0.00021916365338081611
2015-03-16,0.0,0.04402588834523802,0.0
2015-03-17,0.0,-0.021281986135030295,0.0
2015-03-18,0.0,0.02194678502564229,0.0
2015-03-19,0.0,0.007312200981711925,0.0
2015-03-20,0.0,0.02946844511666128,0.0
2015-03-23,-0.00021911563119869637,-0.014006958739232708,-0.00021911563119869637
2015-03-24,0.00021916365338081611,-0.006678671641986211,0.00021916365338081611
2015-03-25,-0.00021911563119869637,-0.06867406678780885,-0.00021911563119869637
2015-03-26,0.0,-0.03062796270490168,0.0
2015-03-27,0.0,0.03227406507237163,0.0
2015-03-30,-0.00021844305893581328,-0.01379916937533443,-0.00021844305893581328
2015-03-31,0.00043770232535145226,0.006572113061920959,0.00043770232535145226
2015-04-01,-0.00043751082584564394,0.04012223539257498,-0.00043751082584564394
2015-04-02,0.00021849078673152889,-0.03179117832638845,0.00021849078673152889
2015-04-06,0.0,0.0020624300213083124,0.0
2015-04-07,0.00021916365338081611,0.00052893605529695,0.00021916365338081611
2015-04-08,0.0,-1.5989488547382344e-05,0.0
2015-04-09,-0.00021911563119869637,-0.01700329319573283,-0.00021911563119869637
2015-04-10,0.0,0.008023819096515986,0.0
2015-04-13,-0.00021844305893581328,-0.006266992399727018,-0.00021844305893581328
2015-04-14,0.00021849078673152889,0.00017701427036320716,0.00021849078673152889
2015-04-15,-0.00021844305893581328,0.010318262498673403,-0.00021844305893581328
2015-04-16,0.00021849078673152889,-0.008562570490975602,0.00021849078673152889
2015-04-17,-0.00021844305893581328,-0.0006791766315406384,-0.00021844305893581328
2015-04-20,0.0,-0.01671702660753771,0.0
2015-04-21,0.00021849078673152889,0.010301253987109904,0.00021849078673152889
2015-04-22,-0.00021844305893581328,-0.025235734777505292,-0.00021844305893581328
2015-04-23,0.0,0.01464428697734843,0.0
2015-04-24,0.0,-0.026546360813147984,0.0
2015-04-27,0.00021849078673152889,-0.005826134921580126,0.00021849078673152889
2015-04-28,0.0,0.003840878929611343,0.0
2015-04-29,0.0,-0.014881998743786817,0.0
2015-04-30,0.0,-0.03944281059072111,0.0
2015-05-01,-0.00021844305893581328,0.03565464774762635,-0.00021844305893581328
2015-05-04,0.00021849078673152889,0.005146843470014521,0.00021849078673152889
2015-05-05,0.0,-0.042700415857115065,0.0
2015-05-06,0.0,-0.018557978086777394,0.0
2015-05-07,-0.00021844305893581328,0.015910232481516202,-0.00021844305893581328
2015-05-08,0.00021849078673152889,0.0385936082027168,0.00021849078673152889
2015-05-11,-0.00021844305893581328,-0.014320519137707821,-0.00021844305893581328
2015-05-12,0.00021849078673152889,-0.011078048468308843,0.00021849078673152889
2015-05-13,0.0,0.005637418065408406,0.0
2015-05-14,-0.00021844305893581328,0.035773228986098804,-0.00021844305893581328
2015-05-15,0.0,-0.006148765204100459,0.0
2015-05-18,0.0,0.0125989810778477,0.0
2015-05-19,0.0,0.0019568101620388574,0.0
2015-05-20,0.0,-0.0008331080079978515,0.0
2015-05-21,0.00021849078673152889,0.0059051012543562455,0.00021849078673152889
2015-05-22,0.0,-0.0013642720916755555,0.0
2015-05-26,0.0,-0.026145976921538694,0.0
2015-05-27,0.0,0.071142834043324,0.0
2015-05-28,-0.00021844305893581328,0.0002807454426898004,-0.00021844305893581328
2015-05-29,0.0,-0.008701148951520465,0.0
2015-06-01,0.0,0.004481621174668882,0.0
2015-06-02,0.00021849078673152889,-0.014367871782069145,0.00021849078673152889
2015-06-03,0.0,0.00195865779385281,0.0
2015-06-04,-0.00021844305893581328,-0.02380906928784369,-0.00021844305893581328
2015-06-05,0.0,0.0021578210111332275,0.0
2015-06-08,-0.00021879968039806297,-0.0343879733307747,-0.00021879968039806297
2015-06-09,0.0,-0.007241205491356649,0.0
2015-06-10,0.00021884756417511753,0.037437233521054214,0.00021884756417511753
2015-06-11,0.00021849078673152889,-0.0005337639021805174,0.00021849078673152889
2015-06-12,-0.00021844305893581328,-0.027280957155315533,-0.00021844305893581328
2015-06-15,0.00021849078673152889,-0.007423155408336712,0.00021849078673152889
2015-06-16,-0.0004371949440623579,0.013656252665787853,-0.0004371949440623579
2015-06-17,0.0004373861670832202,-0.004468350471329541,0.0004373861670832202
2015-06-18,-0.0004371949440623579,0.028127354826173345,-0.0004371949440623579
2015-06-19,0.0,-0.025029440392020152,0.0
2015-06-22,0.00021884756417511753,0.02089562528747213,0.00021884756417511753
2015-06-23,-0.00021879968039806297,-0.004263921291237536,-0.00021879968039806297
2015-06-24,0.0,-0.02359573181948334,0.0
2015-06-25,0.00021884756417511753,-0.00965935999929172,0.00021884756417511753
2015-06-26,-0.00021879968039806297,-0.02653862720830809,-0.00021879968039806297
2015-06-29,0.00021884756417511753,-0.07526659803499403,0.00021884756417511753
2015-06-30,0.0,-0.0015,0.0
2015-07-01,0.0,0.0,0.0
2015-07-02,0.0,0.0,0.0
2015-07-06,0.0,0.0,0.0
2015-07-07,-0.00021879968039806297,0.0,-0.00021879968039806297
2015-07-08,0.0,0.025568363246850245,0.0
2015-07-09,0.0,-0.05919743004484568,0.0
2015-07-10,0.0,-0.047693960763226406,0.0
2015-07-13,0.0,-0.009504006128770337,0.0
2015-07-14,0.00021884756417511753,0.00898553003682423,0.00021884756417511753
2015-07-15,-0.00021879968039806297,0.003721500727560836,-0.00021879968039806297
2015-07-16,0.0,0.028975106206257834,0.0
2015-07-17,0.00021884756417511753,0.014309030323570709,0.00021884756417511753
2015-07-20,-0.00021879968039806297,0.0071894328197975215,-0.00021879968039806297
2015-07-21,0.00021884756417511753,-0.007402807399408276,0.00021884756417511753
2015-07-22,-0.00021879968039806297,-0.0002666631575050831,-0.00021879968039806297
2015-07-23,0.0,0.00032254913308538136,0.0
2015-07-24,0.00021884756417511753,-0.01253913045625954,0.00021884756417511753
2015-07-27,-0.00021879968039806297,-0.011433112967058621,-0.00021879968039806297
2015-07-28,0.0,0.00680995660662161,0.0
2015-07-29,0.00021884756417511753,0.009103891380551715,0.00021884756417511753
2015-07-30,0.0,0.014176058683000942,0.0
2015-07-31,0.0,0.0031177913076516255,0.0
2015-08-03,0.0,0.00817320922723652,0.0
2015-08-04,-0.00021879968039806297,-0.011713757011607854,-0.00021879968039806297
2015-08-05,0.0,0.018440664030201837,0.0
2015-08-06,0.0,-0.0297655049413826,0.0
2015-08-07,0.0,3.7264522581015314e-05,0.0
2015-08-10,0.00021884756417511753,0.0369442834131967,0.00021884756417511753
2015-08-11,-0.00021879968039806297,-0.036098337732707875,-0.00021879968039806297
2015-08-12,0.0,-0.01818636345445423,0.0
2015-08-13,0.0,-0.010239301229512443,0.0
2015-08-14,-0.00021905353835316443,0.0068552401617081316,-0.00021905353835316443
2015-08-17,0.0,0.013246106060279095,0.0
2015-08-18,0.00021910153331927695,-0.023580038057672725,0.00021910153331927695
2015-08-19,0.00021884756417511753,0.026136557971109975,0.00021884756417511753
2015-08-20,-0.00021879968039806297,0.03191425043467444,-0.00021879968039806297
2015-08-21,0.0,0.0,0.0
2015-08-24,0.0,0.0,0.0
2015-08-25,0.0,0.0,0.0
2015-08-26,0.00021884756417511753,0.00021884756417511753,0.00021884756417511753
2015-08-27,-0.00021879968039806297,-0.00021879968039806297,-0.00021879968039806297
2015-08-28,0.00021884756417511753,0.00021884756417511753,0.00021884756417511753
2015-08-31,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0
2015-09-02,-0.00021879968039806297,-0.001718799680398063,-0.00021879968039806297
2015-09-03,0.00021884756417511753,0.00021884756417511753,0.00021884756417511753
2015-09-04,-0.00021879968039806297,-0.00021879968039806297,-0.00021879968039806297
2015-09-08,0.0,0.0,0.0
2015-09-09,0.0,0.0,0.0
2015-09-10,-0.00021905353835316443,-0.0017190535383531645,-0.00021905353835316443
2015-09-11,0.00021910153331927695,0.00021910153331927695,0.00021910153331927695
2015-09-14,0.0,0.0,0.0
2015-09-15,-0.00021905353835316443,-0.00021905353835316443,-0.00021905353835316443
2015-09-16,0.0,0.0,0.0
2015-09-17,0.0,0.0,0.0
2015-09-18,0.0,0.0,0.0
2015-09-21,0.00021910153331927695,0.00021910153331927695,0.00021910153331927695
2015-09-22,0.0,0.0,0.0
2015-09-23,-0.00021905353835316443,-0.00021905353835316443,-0.00021905353835316443
2015-09-24,0.0,-0.0015,0.0
2015-09-25,0.0,0.0,0.0
2015-09-28,0.00021910153331927695,0.00021910153331927695,0.00021910153331927695
2015-09-29,0.0,0.0,0.0
2015-09-30,-0.00021905353835316443,-0.00021905353835316443,-0.00021905353835316443
2015-10-01,0.00021910153331927695,-0.0027808984666807227,0.00021910153331927695
2015-10-02,0.0,0.0,0.0
2015-10-05,-0.00021905353835316443,-0.00021905353835316443,-0.00021905353835316443
2015-10-06,0.0,0.0,0.0
2015-10-07,0.0,0.0,0.0
2015-10-08,0.0,-0.003,0.0
2015-10-09,0.0,0.0,0.0
2015-10-12,0.0,0.0,0.0
2015-10-13,0.0,0.0,0.0
2015-10-14,0.0,0.0,0.0
2015-10-15,0.0,-0.001,0.0
2015-10-16,0.0,0.0,0.0
2015-10-19,0.0,0.0,0.0
2015-10-20,-0.00021910153331927695,-0.00021910153331927695,-0.00021910153331927695
2015-10-21,0.00021914954932156228,0.00021914954932156228,0.00021914954932156228
2015-10-22,0.0,-0.001,0.0
2015-10-23,0.0,0.05122379411476574,0.0
2015-10-26,-0.00021910153331927695,-0.024548244621559946,-0.00021910153331927695
2015-10-27,0.0,-0.015302865475756062,0.0
2015-10-28,0.0,0.04303090855318621,0.0
2015-10-29,0.0,-0.03386176662705268,0.0
2015-10-30,0.0,-0.0020835923332316693,0.0
2015-11-02,0.0,0.02832628209590663,0.0
2015-11-03,0.00021914954932156228,0.013092954799683199,0.00021914954932156228
2015-11-04,-0.00021910153331927695,0.004197324117574119,-0.00021910153331927695
2015-11-05,0.0,-0.0008195361950661386,0.0
2015-11-06,0.0,0.010060476618225806,0.0
2015-11-09,0.00021914954932156228,-0.03023087989478305,0.00021914954932156228
2015-11-10,-0.00021910153331927695,-0.003741469983802167,-0.00021910153331927695
2015-11-11,0.00021914954932156228,-0.003940768172201348,0.00021914954932156228
2015-11-12,0.0,-0.03407531774996978,0.0
2015-11-13,-0.00021910153331927695,-0.00021910153331927695,-0.00021910153331927695
2015-11-16,0.00021914954932156228,0.00021914954932156228,0.00021914954932156228
