Date,ret,blend_ret,vt_scale,dd_mult
2010-03-11,0.0,0.0,1.0,1.0
2010-03-12,0.0,0.0,1.0,1.0
2010-03-15,0.0,0.0,1.0,1.0
2010-03-16,0.0,0.0,1.0,1.0
2010-03-17,0.0,0.0,1.0,1.0
2010-03-18,0.0,0.0,1.0,1.0
2010-03-19,0.0,0.0,1.0,1.0
2010-03-22,0.0,0.0,1.0,1.0
2010-03-23,0.0,0.0,1.0,1.0
2010-03-24,0.0,0.0,1.0,1.0
2010-03-25,0.0,0.0,1.0,1.0
2010-03-26,0.0,0.0,1.0,1.0
2010-03-29,0.0,0.0,1.0,1.0
2010-03-30,0.0,0.0,1.0,1.0
2010-03-31,0.0,0.0,1.0,1.0
2010-04-01,0.0,0.0,1.0,1.0
2010-04-02,0.0,0.0,1.0,1.0
2010-04-05,0.0,0.0,1.0,1.0
2010-04-06,0.0,0.0,1.0,1.0
2010-04-07,0.0,0.0,1.0,1.0
2010-04-08,0.0,0.0,2.5,1.0
2010-04-09,0.0,0.0,2.5,1.0
2010-04-12,-0.0015607261245973421,-0.0006242904498389368,2.5,1.0
2010-04-13,0.028360900980103222,0.01134436039204129,2.5,1.0
2010-04-14,0.011888882895731458,0.004755553158292583,2.5,1.0
2010-04-15,0.005771427079014139,0.0023085708316056557,2.5,1.0
2010-04-16,-0.03121874923606037,-0.012487499694424148,2.5,1.0
2010-04-19,0.018656831334963656,0.007462732533985462,2.5,1.0
2010-04-20,0.017310587061875826,0.00692423482475033,2.5,1.0
2010-04-21,-0.02210450047453611,-0.008841800189814444,2.5,1.0
2010-04-22,0.02918678171226357,0.011674712684905428,2.5,1.0
2010-04-23,0.017582942796783026,0.007033177118713211,2.5,1.0
2010-04-26,-0.013427189292025183,-0.0054359405316731025,2.4700765605860098,1.0
2010-04-27,-0.022637516522935008,-0.009287174408185725,2.437503112139498,1.0
2010-04-28,-0.0006558135718862375,-0.0002829646409427503,2.3176520207658116,1.0
2010-04-29,0.02940485776072332,0.01250335017051113,2.3517583175486854,1.0
2010-04-30,-0.009256407143429271,-0.004213536042580777,2.1968263828496295,1.0
2010-05-03,0.0009034139790878447,0.00041066576639935647,2.1998765249142043,1.0
2010-05-04,-0.021923387582131283,-0.009830354222466298,2.230172696323349,1.0
2010-05-05,0.00481523110299453,0.0022457407062365215,2.1441616521544185,1.0
2010-05-06,-0.03847196674408924,-0.017740494979788336,2.1685960165102593,1.0
2010-05-07,0.023484332995051527,0.012195832281212038,1.9256031448734898,1.0
2010-05-10,0.0028567476783800754,0.001540756676111088,1.8541199416319158,1.0
2010-05-11,0.0058407058684544775,0.0031140702224304183,1.8755857932760487,1.0
2010-05-12,0.0037402263944069434,0.001975904286333228,1.892918812048252,1.0
2010-05-13,-0.001545937486007327,-0.0008080490623091612,1.9131727986782172,1.0
2010-05-14,-0.005156961137575514,-0.0026665583355961644,1.9339389912212697,1.0
2010-05-17,0.00043389274884903824,0.00022254130594209914,1.9497178153611114,1.0
2010-05-18,-0.005774800839266191,-0.0029301896284237156,1.9707942391335007,1.0
2010-05-19,-0.006709843830861207,-0.003379907601443533,1.9852151662357524,1.0
2010-05-20,-0.0073127633933550325,-0.003660549288472962,1.9977229691682779,1.0
2010-05-21,0.007349745746429731,0.003658415935907651,2.0089967557519572,1.0
2010-05-24,0.004690011591802846,0.00232065422957089,2.020986811408812,1.0
2010-05-25,0.0068803662580216194,0.0033764687182068717,2.037740264235455,1.0
2010-05-26,-0.005741000179621551,-0.0027993122739290955,2.0508609321972937,1.0
2010-05-27,0.004484554228914938,0.0021723766424502407,2.0643539160211066,1.0
2010-05-28,-0.00024139409774079267,-0.00011600463766024955,2.0809004071697506,1.0
2010-05-31,0.014498546101648916,0.006905182018094922,2.0996616835958415,1.0
2010-06-01,-0.0065729782426131094,-0.003144445970690229,2.090345422971377,1.0
2010-06-02,-0.001360536279323215,-0.0006475078466187409,2.1011888681007944,1.0
2010-06-03,0.012092139182525247,0.005707321013080892,2.118706684766929,1.0
2010-06-04,0.016720630365951117,0.007959632962475862,2.100678567061731,1.0
2010-06-07,0.02666824160497588,0.012902874524009228,2.066844992978311,1.0
2010-06-08,-0.01920063195280137,-0.009677433375668301,1.9840624272420184,1.0
2010-06-09,-0.0071105512471388846,-0.003680704744922323,1.9318450513989665,1.0
2010-06-10,0.0032397138962560377,0.0016841123434959701,1.9236922695613448,1.0
2010-06-11,-0.0034532696289191057,-0.0017956473454628875,1.9231335360167345,1.0
2010-06-14,0.009206903042891977,0.0047932511903978755,1.9208054569173822,1.0
2010-06-15,0.0043790031808764365,0.002289766813565505,1.9124232017572491,1.0
2010-06-16,0.01979999706416245,0.010359907623543201,1.9112136694314108,1.0
2010-06-17,0.005055139598195288,0.002703753680148545,1.8696746065705059,1.0
2010-06-18,-0.012731071588231177,-0.006814046055128212,1.8683571383627273,1.0
2010-06-21,0.00460848016015915,0.002498551335287077,1.8444608662121595,1.0
2010-06-22,0.009466635419885433,0.00513553632995776,1.8433586701865072,1.0
2010-06-23,0.008637695587435584,0.004705087446556674,1.8358204147208597,1.0
2010-06-24,-0.0045226894808655955,-0.0024712481240561786,1.8301235868789603,1.0
2010-06-25,0.009360301088062689,0.005126364940295728,1.8259139169913867,1.0
2010-06-28,0.002326757078994617,0.0012790580853040915,1.8191176035929897,1.0
2010-06-29,-0.022764222438259818,-0.012511676935528694,1.8194381580951435,1.0
2010-06-30,-0.000989123585853411,-0.000564373828604844,1.7526035682741818,1.0
2010-07-01,-0.011409755322710598,-0.006511714098265281,1.7521892316725258,1.0
2010-07-02,-0.00020980117881027387,-0.00012097652263628359,1.7342305286873054,1.0
2010-07-05,0.00805724978058767,0.004646164251095331,1.7341723936445375,1.0
2010-07-06,-0.001377622773599634,-0.0007966016979846511,1.7293746386493116,1.0
2010-07-07,0.024504395143129694,0.013850551189742908,1.7691999984286937,1.0
2010-07-08,-0.0023501789407964946,-0.001371091608517451,1.71409330069325,1.0
2010-07-09,0.003852594511842522,0.0022481599233016105,1.7136656836158992,1.0
2010-07-12,-0.0008865000738236922,-0.0004997330949996367,1.7739470983492434,1.0
2010-07-13,0.0026518402969302134,0.001481543475612543,1.789917299479728,1.0
2010-07-14,0.013420788078191793,0.007437038556039669,1.8045876698182075,1.0
2010-07-15,0.0006525169851896422,0.0003578452897630296,1.8234611544607686,1.0
2010-07-16,-0.01926118005436441,-0.010286693523513826,1.872436464675094,1.0
2010-07-19,-4.8059110159841174e-06,-2.611481902693117e-06,1.8403003333195507,1.0
2010-07-20,0.012787056489241371,0.006894308931847552,1.854726357006266,1.0
2010-07-21,-0.0011913893671762056,-0.0006335670939602515,1.880447041100513,1.0
2010-07-22,-0.0009064556505760255,-0.0004821407091990116,1.880064539835135,1.0
2010-07-23,-0.009959343110633498,-0.005123486057061129,1.9438606838614592,1.0
2010-07-26,-0.003661510014326561,-0.0018880863405016206,1.9392704325977927,1.0
2010-07-27,-0.008681105133962872,-0.004482963263197173,1.9364658205500564,1.0
2010-07-28,0.006650715366305536,0.003363688115096195,1.9772092830061145,1.0
2010-07-29,0.014005983287528884,0.007092655067592966,1.974716541838273,1.0
2010-07-30,0.007827916648911543,0.0036394353832939624,2.150860181456688,1.0
2010-08-02,0.006953412502024618,0.0031133418698340116,2.2334240159739798,1.0
2010-08-03,0.005904694082712169,0.002647667624405343,2.230149293772606,1.0
2010-08-04,0.0010055369464538504,0.00045061214529578016,2.2314909994132974,1.0
2010-08-05,0.013094650931825309,0.005866268540931143,2.232194254398524,1.0
2010-08-06,0.010320073204193599,0.004655352615037783,2.2168188014066987,1.0
2010-08-09,-0.004355072699044967,-0.0019639649990585567,2.2174899762127165,1.0
2010-08-10,0.018290454643386467,0.00827128784232126,2.2113188407977615,1.0
2010-08-11,-0.003412480516713851,-0.001559751418545746,2.18783613602706,1.0
2010-08-12,0.009007790068162597,0.004099421927812939,2.1973317767191376,1.0
2010-08-13,0.018492734198533353,0.008368263391513194,2.2098652173505977,1.0
2010-08-16,0.01577816566869916,0.007237600805107984,2.1800270688545873,1.0
2010-08-17,0.0066485511428381345,0.0030799568558178263,2.1586507389801515,1.0
2010-08-18,-0.006323196878342344,-0.002928360010488914,2.159296280407351,1.0
2010-08-19,-0.0037202327734357863,-0.0017234989658382414,2.1585349612475184,1.0
2010-08-20,0.004526875999432342,0.00210384016111304,2.1517204981187312,1.0
2010-08-23,-0.024188092846660295,-0.011233020104968608,2.153302728975031,1.0
2010-08-24,0.002574133529218804,0.00124181513901242,2.072879809845078,1.0
2010-08-25,0.011715444301558514,0.005620228244231501,2.0845139721119033,1.0
2010-08-26,-0.012607049509274576,-0.006071984189146179,2.0762652069829146,1.0
2010-08-27,-0.01303882426759039,-0.00634326759149057,2.055537478047094,1.0
2010-08-30,0.012738453709931714,0.006212235045067238,2.0505427784878414,1.0
2010-08-31,0.013206801468170526,0.006231386151141445,2.1194002663037255,1.0
2010-09-01,0.009319071429100967,0.004282067355465937,2.176301925098268,1.0
2010-09-02,-0.023436460076382896,-0.010719867754239623,2.186263917958686,1.0
2010-09-03,-2.6905766070596015e-06,-1.2842925739327194e-06,2.094987280679047,1.0
2010-09-06,0.028119718228664218,0.013394647942653319,2.0993249205991478,1.0
2010-09-07,0.0002466912827423775,0.00012207075262616292,2.0208877018876117,1.0
2010-09-08,-0.009420784257213417,-0.004661836572780262,2.0208310845171855,1.0
2010-09-09,-0.021559661342776513,-0.010515560047329385,2.0502627768505755,1.0
2010-09-10,0.003213522658457084,0.0016210720317603635,1.9823441497337029,1.0
2010-09-13,0.03130482714300624,0.015554876476575694,2.0125410311132086,1.0
2010-09-14,0.006938149782607989,0.0036354659380903893,1.9084623266343705,1.0
2010-09-15,0.003561701709235418,0.001861828533495558,1.9130127426656047,1.0
2010-09-16,0.020115105673280703,0.01048263000846876,1.9188987550862722,1.0
2010-09-17,0.005630731985099824,0.002986854803760851,1.885170975840532,1.0
2010-09-20,0.03942130549083351,0.020851827549920928,1.8905443849684533,1.0
2010-09-21,0.017735208995111156,0.010185278726611718,1.7412590731339792,1.0
2010-09-22,-0.00534098021096721,-0.0029859294121033267,1.788716166335947,1.0
2010-09-23,0.02599179528369161,0.014585295349533536,1.7820547792008117,1.0
2010-09-24,0.025738039912309052,0.014694509502527308,1.7515412751873323,1.0
2010-09-27,0.0009815767994965727,0.0005767579415822972,1.7018869247013433,1.0
2010-09-28,0.0006333143325951318,0.0003720233249275592,1.7023511434893268,1.0
