,FINAL_ENSEMBLE,NOVA11,NOVA18_LO,NOVA20_A,NOVA24
2017-08-31,0.00415291937110623,0.0061413902734549,0.0055360780551155,0.006016115484817,0.0019176418893536
2017-09-01,0.00017716995467963463,0.0019770971137668,0.0013959099269785,0.0014139130515997,-0.0015473793275791
2017-09-05,-0.001448172810748625,-0.0083323265377882,-0.0029765692851151,-0.0071820302843879,0.003245284525411
2017-09-06,0.002161880448051226,0.0038920795326364,0.0021106278734713,0.0034137394901438,0.0014455351619671
2017-09-07,0.00011805958013004111,-0.0002600153520844,0.0020959789149001,-0.0001214943507255,-0.0013214515207866
2017-09-08,0.0020045378335434008,-0.001636328427363,-0.0025902405215936,-0.0007187050855183,0.0073328858347642
2017-09-11,0.0022488757954260354,0.0111978003608614,0.0037621141554044,0.0,0.0023972890065379
2017-09-12,0.00012867660560818641,0.0112157861405187,0.0017242538279953,0.0004376083641934,-0.001336398554631
2017-09-13,-0.0011396317428145123,0.011917095931168,-0.0007037267989018,0.0,-0.0021783230105276
2017-09-14,-0.0002528510758117079,-0.0049374376175317,0.0003090487306929,-0.0002187597052205,-0.0007235966478395
2017-09-15,0.0010572762747736689,0.0075944035736864,0.001350471515343,0.0,0.0014620823862621
2017-09-18,0.0006148159455925698,0.0158362252038238,0.0001152713250604,0.0,0.0013869618626533
2017-09-19,0.0005868911071251634,0.00087019112625,0.0008958930670015,0.0004379226009465,0.0004294889461224
2017-09-20,-0.00021571682900074803,0.0002331278420963,-0.0004936610500729,0.0,-0.0001235781986057
2017-09-21,-0.0013511036268443483,-0.0027375177874773,-0.0020527734951298,0.0,-0.0016064660418377
2017-09-22,-0.0004035507647413653,-0.0020046326345241,0.0008625313229081,0.0,-0.0016619247182938
2017-09-25,0.0008507126972394091,-0.0023539967312695,-0.0004972765798227,0.0,0.0024452425500631
2017-09-26,0.0016982479641376204,-0.0003406695111274,-0.0014471145725417,0.0,0.0052453720588772
2017-09-27,0.0006352393220436065,0.0038446067227549,0.0013987376725031,0.0033945745640228,-0.0016458322767143
2017-09-28,0.0008201147966027279,0.0048682529327656,0.0006131389278686,0.0011995675034417,0.0007563392219672
2017-09-29,0.0020107719575376427,0.0095128500534555,0.0018014253085321,0.0035153228290798,0.0012681865886978
2017-10-02,0.0014922182544610848,0.0106150634188037,0.0001039926293214,0.0043385676630121,0.0008821768542867
2017-10-03,0.0006720781360639504,0.0039780937896663,0.0022616126710888,0.0021401966583209,-0.0014894897202347
2017-10-04,0.0013085364563755015,0.0008310420764418,-0.0002390588581181,0.0011863057522356,0.0026222166669329
2017-10-05,0.001329706675432773,0.0162355619391969,0.0031412064672823,0.0059251887873141,-0.0029017935219928
2017-10-06,-0.0003767943317071247,-0.0011747774266975,-0.0019922890465783,-0.0007187569769752,0.0011242204874799
2017-10-09,0.001120847964316424,-0.007831293298944,-0.000544178921127,0.0,0.0031327840043916
2017-10-10,0.001021292996082584,0.0014252717538822,0.0031857482987051,0.0,-9.467676635099372e-05
2017-10-11,-0.00028645213721196827,0.0016722863477649,0.0009805359708763,0.0,-0.001474704648364
2017-10-12,0.0010292101345062627,-0.0012361133943946,-0.0006477018934702,0.0004380194310171,0.0027302127690075
2017-10-13,0.0014828207998779405,0.0009384122668734,0.0023107599134602,0.0,0.0017167248190677
2017-10-16,3.0492980831540524e-05,0.0059230092690676,0.0004728469173366,-0.000219118610747,-0.0001728418216007
2017-10-17,0.0008884363805026881,-6.859620282436655e-05,-0.0007038513325094,0.0002191666342354,0.0025688887705583
2017-10-18,-0.0016775849316746872,0.001017105744501,0.0008478187101314,0.0,-0.0047155786561741
2017-10-19,0.001435882512075081,0.0003186419326169,-0.0016447232710564,0.0,0.0047723952649922
2017-10-20,0.001293860894027484,0.0052364500319777,0.0017441007243829,0.0002192210026212,0.00158336909049
2017-10-23,0.00013232877799945004,-0.0147802490360913,-0.0024307067881224,-0.0002191729553062,0.0023981589244397
2017-10-24,-0.0001084927866698369,0.0009887517290176,0.0014481749235542,0.0004374180865005,-0.0016857763470931
2017-10-25,0.00023789595623229692,-0.0049400063201433,-0.0017657397303581,0.0,0.0019868751887495
2017-10-26,0.002586072588909141,0.0007281613238329,-0.0002942850758015,0.0,0.0064580632298812
2017-10-27,0.0028722994346662947,0.0090394553217258,0.005735106277525,0.0076761013148893,-0.0023274064478723
2017-10-30,-0.00011616559231199144,-0.0076144167586548,-0.0011426457687015,-0.0037248719892196,0.002889460231099
2017-10-31,0.003394745643233708,0.0071365584783841,0.0023911639189098,0.0015581607472983,0.0053098560753609
2017-11-01,6.076907042416402e-05,-5.877659112869652e-05,1.8586858371888465e-05,0.0013219594272497,-0.0006684878353838
2017-11-02,0.0009783616383154071,0.0036908693793842,0.0015750344834998,0.0003883022623853,0.0008573853486734
2017-11-03,0.0010557526266518674,0.0039257002686205,0.0007795090059936,0.0033386579589398,-0.000104165206141
2017-11-06,0.0016081377364032404,0.0042184654329905,0.0037253416463612,0.0015476420589441,-5.128383191966974e-05
2017-11-07,-0.001307442199755341,-0.0018751240786693,-0.0019131136184182,-0.0005,-0.0013107788008754
2017-11-08,-0.0023428869759905286,0.0013531098084185,0.0011523051106661,0.0,-0.0065602687497808
2017-11-09,-0.0012615097834969451,-0.0081316013101505,-0.0021965848743882,-0.0002186919275457,-0.0011433792913158
2017-11-10,-0.001632579364923543,-0.0013061636004837,-0.0005617735011608,0.0002187397641664,-0.0036104553881483
2017-11-13,-0.0016435602982953817,0.0009331501961985,-0.000215097085515,0.0,-0.0037822452929863
2017-11-14,-0.0030403376300823966,-0.002227907284096,-0.0029951543300483,0.0,-0.0049160031250769
2017-11-15,0.0009003415973194862,-0.0055059550684031,-0.0029185092222905,0.0,0.004504224348898
2017-11-16,0.0015623050401656759,0.0086453340143735,0.0066508818520597,0.0002189989353991,-0.0017012578212767
2017-11-17,0.0008097988095327625,-0.0027876483055834,0.0008598991019604,-0.0002189509853663,0.0013920811864813
2017-11-20,0.00190877506303313,0.0016445138177967,0.000401268503371,0.0002189989353991,0.0041387406820426
2017-11-21,0.0021944141731515764,0.0179731448030095,0.005421988784212,0.000219257926,0.0008039224079999
2017-11-22,0.0009861956600878306,0.0018699159501806,0.0007620556523784,0.0,0.0017624167874129
2017-11-24,0.0008553624064683595,0.0036565266703348,0.0014563953080559,-0.0002192098625002,0.001024034294725
2017-11-27,0.00012986978310243285,0.0002314078750856,-0.0028536215881743,0.0,0.0025984211492769
2017-11-28,0.0038316244902266913,0.0150441794658229,0.0030543384447527,0.009644771879565,0.0009372018450393
2017-11-29,0.00040171986732146105,-0.0076776064449378,-0.0035126437965521,-0.0006083827426117,0.0041485226416299
2017-11-30,0.0015404620584437115,0.0078780784104075,0.000540053332321,0.008754755676301,-0.0020229483612259
2017-12-01,0.0028556064028224873,-0.0018993760892468,-0.000779331182983,-0.0020755865404261,0.0087509153319572
2017-12-04,-0.0009199964013903176,-0.0013010789207005,-0.0035017756634437,-0.0012096477163755,0.001323427853357
2017-12-05,-0.002352845144104149,-0.003662944801578,-0.0021645911571043,-0.0035966598118963,-0.0017511142286347
2017-12-06,-0.0007669751320440288,-7.040503817364494e-05,-0.0025593470937558,0.0001898139240925,8.995713287711303e-05
2017-12-07,0.001977727804006674,0.003415210132681,0.0001962950603856,-0.0003907721041772,0.004837769428315
2017-12-08,0.0014200683848233702,0.0146433261223898,0.0031868514439974,0.0001097272770966,0.0007975412610891
2017-12-11,0.000760226253376931,0.0147606821590224,0.0011578947140707,-0.0001097152383422,0.0009680006538066
2017-12-12,0.00023414165913294307,0.0009517432446346,-0.0010419890637332,0.0001097272770966,0.0013316816409202
2017-12-13,0.0016623492248183775,0.0008132604538061,0.0034713196276642,-0.0001097152383422,0.0012853799092166
2017-12-14,0.0013709830591477846,-0.0026055529868338,-0.0021672054975924,0.0001097272770966,0.0049683974156249
2017-12-15,0.00437640981387688,0.0192166205880063,0.0039895699616319,0.0001097152383422,0.0072677379146275
2017-12-18,0.0019940248008290394,0.0115832433967262,0.004721053835795,0.0001089875243023,0.0009499797735948
2017-12-19,-4.508134831261728e-05,-0.0059810188261257,-0.0049291988196502,2.167245518869265e-05,0.0038270378329925
2017-12-20,0.00047207136906217087,-0.0015981428959986,-0.0013790516347694,0.0,0.0022405589183285
2017-12-21,0.00035598072072071514,0.0031022534270557,0.0018703571682668,0.0,-0.0006417605918873
2017-12-22,-0.0003084979436784295,-0.0020920862181105,0.0022447553612128,0.0002190710610092,-0.0026730163831868
2017-12-26,0.0006688055475362218,-0.0024226239086518,0.002031011850159,-0.0001096648456306,4.857823284746803e-05
2017-12-27,0.0016610859203382306,0.0008996763560068,0.0026111850231799,-1.3502258827513112e-05,0.0019131550198559
2017-12-28,0.0021459992952258073,0.0016395565679532,0.002277506593285,0.0020573037200404,0.0020943158609629
2017-12-29,0.0009422507793372697,-0.0035812737561444,0.0001466184606124,-0.003770333082655,0.004430821899934
2018-01-02,0.0035919757849178706,0.0073477739280215,0.0050355084884519,0.0071573983852442,0.000278450470435
2018-01-03,0.004387631450629609,0.0127117016747996,0.003256885987386,0.0063252184787558,0.0041211521949127
2018-01-04,0.002953692908133166,0.0054289610255122,0.0013360423810609,0.004214814055149,0.0034865339908957
2018-01-05,0.002278685523226045,0.0070349232697631,0.002068115883416,0.0066640680245944,-0.0002058861676004
2018-01-08,0.0007790655310973753,0.0056492926705367,0.0004327499581093,-0.0003903710984294,0.0017640222923343
2018-01-09,-0.002495381055412363,-0.0009516349669576,-0.0032593592308944,0.0,-0.0033931431463397
2018-01-10,0.00022483968357321171,-0.0026249671385908,-0.0017914967823292,0.0,0.00197609376485
2018-01-11,0.0015247739537347915,0.0081707784284927,0.0042637407976514,-0.0001096168843919,0.0003195193719408
2018-01-12,0.004085107194334788,0.0062556682819846,0.0053158498423863,0.0003281715115046,0.0053722276268926
2018-01-16,0.0011265961664811265,-0.0038377925791502,-0.0018445589819652,-0.000218470914004,0.0043204862789006
2018-01-17,0.0003556722111094863,0.0103460810732605,0.0027572624543253,0.000218518653974,-0.0014851822526548
2018-01-18,-0.0002925058224808695,-0.0016165004403165,-0.0035444931935111,0.0,0.0021355824422958
2018-01-19,0.0008017872099874786,0.0044309344730703,0.0034026405537191,0.0001100014840498,-0.0008631258345269
2018-01-22,0.001683557229946437,0.0087939300695502,0.0041070360092729,0.0001083553737626,0.0006952191873082
2018-01-23,0.002662016412469819,0.0024880724584269,0.0050092128600546,0.0,0.0023923321796431
2018-01-24,0.002971638873193295,-0.0005897083657956,0.0029723793420245,0.0001094668951993,0.0047027222310755
2018-01-25,0.0009995035517066974,0.0004694521591125,-0.0019665811887016,0.0,0.0039802584481601
2018-01-26,0.0005986320867802676,0.012267108973717,0.004856122447841,0.0002190119304834,-0.0025822256479971
2018-01-29,-0.007387661204828679,-0.032072754512416,-0.0073828602978479,-0.0071299204157898,-0.0075474458577467
2018-01-30,-0.0031494247709367637,-0.0119415866767621,-0.006991034053013,-0.0102571884936358,0.0042283149239849
2018-01-31,-0.00036081471669814716,0.0044566760966132,0.0044069361435469,0.0004973347398744,-0.0046993030750477
2018-02-01,-0.003695246874291619,-0.0050044439429169,-0.0044270465820414,-0.0011356817085198,-0.0046576188705863
2018-02-02,-0.013035211881567206,-0.0229009736589597,-0.0129000663623373,-0.021769827347207,-0.0078588395157034
2018-02-05,-0.022511268681076974,-0.0437693375103486,-0.0166365600869181,-0.0418225954863406,-0.0155335312533122
2018-02-06,0.006700102311431715,0.0205947985688131,0.0078188068230547,0.0197023086010357,-0.0020626738890622
2018-02-07,-0.0018247271697644475,-0.0066480174590782,-0.0073940480149531,-0.0003904741052407,0.0017689191101003
2018-02-08,-0.00042943159709133143,-0.0396515276475066,-0.0156991219469279,-0.0001095139001512,0.0116090605016561
2018-02-09,0.002404995206173079,0.0166182764254368,0.0030150824693318,0.0002193580128961,0.0032386324735915
2018-02-12,0.0019196101409197682,0.0139330450250054,0.0079316333462863,0.0,-0.0017350188879264
2018-02-13,-0.00016391677380083185,0.0031204019706804,0.0019380983789177,0.0,-0.0019469455572717
2018-02-14,0.0031920274762415823,0.0146013202613412,0.0096715876718991,0.0,-6.728987424558837e-05
2018-02-15,0.002388370401272423,0.0130628656191367,0.006955547969579,0.0001088895622058,0.0001088895622058
2018-02-16,0.0003138730955018158,0.0003380610895694,0.0007225582373485,0.0001098981161808,0.0001098981161808
2018-02-20,-0.0014943377284194386,-0.0062625286875638,-0.0044883991987962,0.0,0.0
2018-02-21,-0.0010438840460933743,-0.0057539067019874,-0.0029152464500083,-0.0001098860399122,-0.0001098860399122
2018-02-22,0.00071961860844845,0.001527321104695,0.0019412571971553,0.0001098981161808,0.0001098981161808
2018-02-23,0.0028077571075515832,0.0170707338294487,0.0079967346794217,0.0002179355443383,0.0002179355443383
2018-02-26,0.00436683376222209,0.012200504600081,0.0049954636655294,0.0111122878664504,-0.0002178880587857
2018-02-27,-0.006039397412619281,-0.0135856903407949,-0.0089814054957844,-0.0124864152989326,0.0002179355443383
2018-02-28,-0.004251097636530559,-0.0115194777850266,-0.0052543105637582,-0.0101302452888926,0.0001095560745016
2018-03-01,-0.005070051572624379,-0.0143979514773761,-0.0043692258473724,-0.0145407654020583,9.852846814850658e-05
2018-03-02,0.0027092704521263005,0.0008362883344598,0.0041076591003534,0.0051550297384639,0.0001093293085461
2018-03-05,0.004090762848058555,0.0041072159193469,0.0035576871710809,0.011557918771849,0.0
2018-03-06,0.001984354844041641,0.0009008803088571,0.004045514448349,0.0025351239470714,0.0
2018-03-07,-0.0003493267021679734,-0.0001302197755174,-0.000671604337303,-0.0005,0.0
2018-03-08,2.1572057687394445e-05,0.0016490923704673,0.0002838226492424,-0.000109317356955,-0.000109317356955
2018-03-09,0.002776981590104512,0.0063253799203451,0.0079020310910813,0.0002190665622734,0.0002190665622734
2018-03-12,0.0008818820384519393,-0.0003757587363036,0.0004946109001259,0.0001091014354792,0.001659661408525
2018-03-13,-0.0006715275876457077,-0.0022965579780689,-0.0037179701128152,0.0,0.0013625889855416
2018-03-14,0.00043107525321141977,-0.0018235590405217,-0.0006508387806352,0.0,0.0015585711214975
2018-03-15,-0.0001765332087382581,-0.0004575936287641,-0.0014534576235558,-0.0001090895336545,0.0008055642611941
2018-03-16,-0.0020316646420902866,0.0005262657033699,0.0003415746509899,0.0002186107267918,-0.0052942547013139
2018-03-19,-0.0014594081718816477,-0.0048081021245485,-0.0059899934809972,0.0,0.0012869216702048
2018-03-20,0.0002474524959221037,0.0005337236456978,0.001653724307694,-0.0001094853566393,-0.0006631106446809
2018-03-21,-0.0027945274569332345,-0.000541434289092,0.0035710088831036,0.0002179751616386,-0.0097163801698764
2018-03-22,-0.003492895446939237,-0.0088122163196174,-0.0117571909424798,0.0001097792743458,0.0009476644056593
2018-03-23,0.004651612801637162,-0.0075039485715981,-0.0067698853496215,0.0001092576270385,0.0165492252723517
2018-03-26,0.005883490438786723,0.0096518990165562,0.0124222809129499,-0.0001092456911134,0.0042712155206718
2018-03-27,-0.006851458108440664,-0.0059041949428829,-0.00879276853008,-0.0175116636855808,0.0011533192163875
2018-03-28,-0.0002249494475256075,-0.0009796076181074,-0.002702442620671,-0.0029548223270203,0.0034113219464039
2018-03-29,0.004777266265714239,0.0046814050778437,0.0070042785289774,0.0127774488603993,-0.0018470054874328
2018-04-02,-0.00703483930060881,-0.0077056085708945,-0.0093618811101991,-0.0215843827350136,0.0036320691188597
2018-04-03,0.0006703013027288514,0.0123177683579687,0.0038866431644325,0.0128168388872949,-0.0092551252962061
2018-04-04,0.004747058455037752,0.0124859811224852,0.0033552513693597,0.0106992256253275,0.0022607985049199
2018-04-05,0.0015053646054310568,0.0072993958050702,0.0019996436978442,0.0078917290182944,-0.0027544760755412
2018-04-06,-0.0016936936250937181,-0.0233852202209009,-0.0072610886495473,-0.0005,0.0020439536546718
2018-04-09,0.003097531544090955,0.0043188391003091,0.0036485435070253,0.0001095874450267,0.0044639052925263
2018-04-10,0.002905374206963625,0.0168901320602178,0.0090301404996136,-0.0001095754369345,-0.0001768653111801
2018-04-11,0.00033942470760364236,-0.0051295179999932,0.0005809699405371,0.0002188693488498,0.0002188693488498
2018-04-12,0.000308966628010998,0.0084343555499846,0.0009280134866742,0.0,0.0
2018-04-13,-0.0003415844076875985,-0.003092822925114,-0.0010259843893575,0.0,0.0
2018-04-16,0.0009134021402459984,0.0086939257516661,0.0023054750069704,0.0002186178059773,0.0002186178059773
2018-04-17,0.0015100093402435665,0.0115302212250421,0.0045354705191661,0.0,0.0
2018-04-18,0.0007467763457452153,0.0006673514256139,0.0024616785878949,-0.0001091323075507,-0.0001091323075507
2018-04-19,-0.0011991220601083724,-0.006079073242012,-0.0040384398186111,0.0002179829965116,0.0002179829965116
2018-04-20,-0.0018023736365626103,-0.0089403045936426,-0.0054136171712907,0.0,0.0
2018-04-23,-0.0006779252217315107,-0.0001589634401333,-0.0020362190983974,0.0,0.0
2018-04-24,-0.0015841328856605228,-0.0141693860389903,-0.0046670540704942,0.0001092222237604,-0.0001390224073634
2018-04-25,0.00018815942792036326,0.002473808434562,-0.0015484819875233,0.0001095156365631,0.00162690725037
2018-04-26,0.004704329268877231,0.0109089222342614,0.005618888407548,0.0096658030165008,0.000969905950645
2018-04-27,0.0013859929789293653,0.0006561094880719,0.0015178115437607,0.0009384706507469,0.0015511582172066
2018-04-30,-0.003512222438491185,-0.0083906977597051,-0.0029737866032158,-0.0076906538707617,-0.0014155035427138
2018-05-01,-6.623008575808669e-05,0.0020092068161194,-0.000496249997354,0.0017772378427303,-0.0008370935422053
2018-05-02,-0.0032112736172785466,-0.0076531054963433,-0.0015864122084951,-0.0067176725570411,-0.0023914490260627
2018-05-03,-0.0015503312125147697,-0.0060247087273727,0.0003735694798157,-0.0022035903913251,-0.0026962690410325
2018-05-04,0.005974937987139207,0.0191647936677403,0.0051757413836778,0.0129463875367523,0.0023972690821907
2018-05-07,-3.1364714591010964e-05,0.0045126601382705,0.0012588711693141,-0.0005,-0.0007813958852298
2018-05-08,0.0009117423084485478,0.0003977070876737,0.0009321549924705,0.0001091421669796,0.0013809809802578
2018-05-09,0.0017261385160208473,0.0178296862543086,0.0032385221448675,0.0,0.0015589689597315
2018-05-10,0.001744806759631137,0.0175067854510378,0.0055989178745713,0.0,-0.0002869493655283
2018-05-11,0.000797502493867378,0.0042078530797504,-0.000240419854888,0.0,0.0021114545418166
2018-05-14,-0.0020620641940605772,0.0066224804592305,0.0004063486740547,0.0,-0.0052870228208914
2018-05-15,-0.001404845591480753,-0.0192469393069833,-0.0054657066196984,0.0002181588067964,0.000866224211358
2018-05-16,0.000709985586387676,0.0036214569578617,0.0035824438915056,0.000109106453733,-0.0012275017785899
2018-05-17,-0.0007249983407762585,0.0030608089055376,-0.0009627144294746,0.0,-0.0009732115823012
2018-05-18,0.0018141316091155049,-0.0046512820550945,-0.0015407250928119,0.0001093995681971,0.0055329976326145
2018-05-21,0.0023000454946048797,0.01230330017901,0.0034849230488764,0.0,0.0027424565875915
2018-05-22,-0.002273471363779206,-0.0042145406879174,-0.0006589430427125,0.0,-0.0049423169728965
2018-05-23,-5.255341618946658e-05,0.0049382025099192,0.0006987666110842,0.0001094892625801,-0.0007524506633357
2018-05-24,-0.0007589661943274419,-0.0009610580045534,-0.0006515685429762,0.0002185479511485,-0.0014364163341415
2018-05-25,-0.0030467387894835656,-0.0050906049955774,-0.0020866755561138,0.0001094533551875,-0.0057253791728669
2018-05-29,-0.003096899607134672,-0.0307898935243812,-0.0062257322370554,-0.0120009184593839,0.0047966315977236
2018-05-30,0.005301085859681229,0.0125312097124729,0.0064129118596851,0.0133448798285586,-0.0004562325021362
2018-05-31,0.00029818467707157584,-0.0072203084509015,-0.0022819831021815,-0.0061257349019687,0.0062516842265048
2018-06-01,0.0048852720047421515,0.0112406496460174,0.0037845688344203,0.0098173436828041,0.0027829982732731
2018-06-04,0.0020950870161346984,0.0051268177386935,0.0018037486456765,0.0047516739030541,0.0007211755960693
2018-06-05,0.000860001843863168,0.0010264057978814,0.0006289650818022,0.000727178211864,0.0011254390307121
2018-06-06,0.003946844297823468,0.0088481990716008,0.0043257162742476,0.0083609606088266,0.0009727056337358
2018-06-07,-0.0018718538062065403,-0.0004286295079385,-0.0025687326014378,-0.0003905776817688,-0.0022098113955488
2018-06-08,0.0003429376332338416,0.0029264541226514,0.0004418208808526,0.0002191254567907,0.0003386345685627
2018-06-11,0.000990863332844522,0.0015584904017989,0.0012511174324899,0.0001093863769576,0.0013156950890973
2018-06-12,0.0005050622868930313,0.001552431138725,-7.535514295085391e-05,0.0,0.0012755894059391
2018-06-13,0.0015269232091570726,-0.004145368123938,-0.0004322769123623,-0.0001093744128868,0.0040863700971482
2018-06-14,-0.0018634964861457871,0.0031960791723146,0.0001977762672226,0.0003274481702055,-0.0048402839823151
2018-06-15,-0.0039971795102777445,-0.001480092221336,-0.0049076125310124,0.0,-0.005686242263933
