mom_lb,w_eq,w_rt,w_ra,gross,hy_z,vix,corr_w,corr_t,is_sh,is_cagr,is_vol,is_mdd,full_sh,full_cagr,oos_sh,oos_cagr,turnover
189,0.6,0.25,0.15,2.0,1.2,30.0,30,0.4,0.9583257353174514,0.2627733774883625,0.28664792558237534,-0.3145323817846968,0.827166602855281,0.2348304734469071,0.7041256382221719,0.2017388868519452,23.717014405768847
189,0.6,0.25,0.15,2.0,1.5,30.0,30,0.4,0.9582240962182597,0.2634879474444958,0.2875375694907752,-0.3105371238416553,0.8158522623340285,0.23089071648671533,0.6812390762331699,0.19244747034745324,23.799767788390408
189,0.6,0.25,0.15,1.75,1.2,30.0,30,0.4,0.9564945936095128,0.23150671378243426,0.25082310540972896,-0.27912670447025234,0.827264746065203,0.20945534583539316,0.7061402287825829,0.1832160976492485,21.89457217502728
189,0.6,0.25,0.15,1.75,1.5,30.0,30,0.4,0.9564133728335141,0.23215628758058848,0.25160196544661373,-0.27539674595932584,0.8159650382384059,0.20611542834760233,0.6832635817747895,0.1752416824389731,21.955306585128007
189,0.6,0.25,0.15,2.0,1.2,30.0,60,0.2,0.9560458385989224,0.2613993259703249,0.2859951829125462,-0.3084104831260447,0.8673685313440628,0.24605561796968312,0.7813497028353177,0.2276797749309396,23.512342812583245
189,0.6,0.25,0.15,2.0,1.5,30.0,60,0.2,0.9559442449539591,0.2621131183871541,0.28688686555064424,-0.30437954360798347,0.8565319415929811,0.2423927004091011,0.7591224012197118,0.21886677955748524,23.59509619520481
189,0.6,0.25,0.15,2.0,0.8,30.0,30,0.4,0.9555815209847414,0.2589977023728651,0.2833433072037369,-0.3194353917377145,0.8121405969336957,0.22742927216596343,0.6780845852418278,0.19016868327934056,24.08771396245037
189,0.6,0.25,0.15,1.5,1.2,30.0,30,0.4,0.9543651192616949,0.1995178650725633,0.21498538959370084,-0.24254551638859778,0.8281776310499191,0.1829160059251771,0.710101036669757,0.16307071362172199,20.332088817453123
189,0.6,0.25,0.15,1.5,1.5,30.0,30,0.4,0.9542896444186288,0.20008872697886892,0.21565261671818395,-0.2391478409449036,0.8168259377052494,0.18012867344100747,0.6871186705064422,0.1563438277336342,20.401937054214727
189,0.6,0.25,0.15,1.75,1.2,30.0,60,0.2,0.9542341606930018,0.2303159594722557,0.25025205595230005,-0.27350213963786596,0.8679137606226726,0.2189320672977253,0.7843267649018608,0.20525408924230182,21.750508930069326
189,0.6,0.25,0.15,1.75,1.5,30.0,60,0.2,0.9541529857308444,0.23096490519198265,0.2510327004819439,-0.2697430783794842,0.8571030785529429,0.21583631401591608,0.7621326758513097,0.19772065481551082,21.811243340170048
189,0.6,0.25,0.15,1.75,0.8,30.0,30,0.4,0.9536882565356324,0.22814211103139348,0.2479299137361902,-0.28369450504835547,0.8122347296954662,0.20300117152434938,0.6801421265999793,0.1731720053004422,22.242283886509913
