Date,Close,SPY,AGG,source,tier
2005-01-03,0.0,0.0,0.0,proxy,4
2005-01-04,0.0,-0.01221950275650574,-0.0009771146194843539,proxy,4
2005-01-05,0.0,-0.006900399657162826,-0.00039074436471642215,proxy,4
2005-01-06,0.0,0.005084635781879676,0.000684564880413685,proxy,4
2005-01-07,0.0,-0.0014335456918086464,-0.0002934668777381244,proxy,4
2005-01-10,0.0,0.004727960860017699,-0.000489108449775455,proxy,4
2005-01-11,0.0,-0.006890825651904242,0.0013691911674227342,proxy,4
2005-01-12,0.0,0.003299887538534829,0.001465669936900893,proxy,4
2005-01-13,0.0,-0.00801190824374809,0.002438062528212548,proxy,4
2005-01-14,0.0,0.005271111051451172,-0.003600674148910299,proxy,4
2005-01-18,-0.0018498131952096866,0.010402438274151438,0.0026372732075357064,proxy,4
2005-01-19,0.00012208931261050714,-0.010462802339050614,0.0014609490751031906,proxy,4
2005-01-20,0.0008509763877338172,-0.006090230075464387,0.001361189015265385,proxy,4
2005-01-21,0.0009733950822364256,-0.006127932173697892,0.00048500482456392824,proxy,4
2005-01-24,-0.0006067514195928314,-0.0019697724858216414,0.000195261541663605,proxy,4
2005-01-25,-0.0013559117941640444,0.002831554487902066,-0.0017474788310286593,proxy,4
2005-01-26,-0.00036465870539068913,0.002995309956156378,-0.0004850132791883732,proxy,4
2005-01-27,-0.00024305649327347245,0.0017061231494792661,-0.0013624008007842026,proxy,4
2005-01-28,0.00048692697989712876,0.0,0.003408019760073877,proxy,4
2005-01-31,-0.00012198432548790161,0.006215998679298451,-0.001261667568499103,proxy,4
2005-02-01,0.0002563583546235737,0.006347202332798618,0.001062069374590191,proxy,4
2005-02-02,-0.0003656256507955746,0.0030275399724997154,0.0007802568449175595,proxy,4
2005-02-03,-0.0006095086300812458,-0.002599142419161593,-0.0012658105395183528,proxy,4
2005-02-04,0.0009758701725921948,0.010676119809925888,0.004189103567813213,proxy,4
2005-02-07,-0.0002442826400512532,-0.001331029217639057,0.0001942181165179857,proxy,4
2005-02-08,-0.0023450215379280143,0.001166273259599837,0.0005821786620681113,proxy,4
2005-02-09,0.0018290455350857136,-0.007487463822162144,0.0027139002710858673,proxy,4
2005-02-10,-0.0007304908919748454,0.0036044781621538124,-0.005123519362672524,proxy,4
2005-02-11,-0.00048707599515295354,0.008601575911707071,0.0013600287958239754,proxy,4
2005-02-14,-0.0004880793527139193,-0.0007451815329448941,0.00019456485048863215,proxy,4
2005-02-15,-0.0008674858974717916,0.003729060015961405,-0.0019408456586352818,proxy,4
2005-02-16,-0.00048756523775782214,0.0006605699950952282,-0.0011665975075088042,proxy,4
2005-02-17,0.00048780547714515564,-0.008084989149891753,-0.00048695923460728707,proxy,4
2005-02-18,-0.0013406828771046785,0.0013308416166217807,0.0002926236138229843,proxy,4
2005-02-22,0.00036597857512670417,-0.0148685105007339,-0.0028227734873821353,proxy,4
2005-02-23,-0.003091716069562848,0.007166814309247593,0.0004876299476890278,proxy,4
2005-02-24,-0.00024415728035486975,0.006613822428139127,-0.000975659854164479,proxy,4
2005-02-25,-0.00048690518393279536,0.009896725780775162,0.0008792142706945949,proxy,4
2005-02-28,-0.0006119573585460747,-0.006587986655182565,-0.0026344504179272032,proxy,4
2005-03-01,-0.00020814964103484711,0.004974201111384247,-0.000716195317697621,proxy,4
2005-03-02,-0.00037725684129633194,-0.0004954604344702407,-0.001275978491714791,proxy,4
2005-03-03,0.0003668617933060569,0.0004127781214751103,0.0007860741605196786,proxy,4
2005-03-04,0.0,0.012456848294110978,0.00284876355006225,proxy,4
2005-03-07,-0.0003667258966192233,0.000488761831845208,0.00029412943783668766,proxy,4
2005-03-08,0.0,-0.00374617006737743,-0.002154952313285108,proxy,4
2005-03-09,-0.002347905595828972,-0.011117224350178478,-0.006084061206691693,proxy,4
2005-03-10,-0.0007344140318959402,0.0022315672655734975,-0.0011858535204819498,proxy,4
2005-03-11,-0.00024542762391254635,-0.007010664362025132,0.0007920480381409245,proxy,4
2005-03-14,-0.00036694361254636986,0.0062294434221807915,-0.0003957105972680619,proxy,4
2005-03-15,-0.00036763733063107653,-0.008255000111249577,0.00019837560361657403,proxy,4
2005-03-16,-0.0016571667911418945,-0.008489769818451065,0.0006903839909275789,proxy,4
2005-03-17,0.0002449720254379129,0.00201420156481924,-0.00019746344479132372,proxy,4
2005-03-18,-0.00032670930534387747,-0.0029684121154147647,-0.0006907800735564962,proxy,4
2005-03-21,0.0004079039409522789,-0.0037121567922840937,0.0,proxy,4
2005-03-22,-0.0011422516630052227,-0.010160955995823895,-0.005434592845307229,proxy,4
2005-03-23,-0.00099,0.0008557266902162741,0.0012923025783391218,proxy,4
2005-03-24,0.0,0.001196320976950549,0.0005954613271907938,proxy,4
2005-03-28,0.0,0.0014512273770166395,-0.0019840348695717713,proxy,4
2005-03-29,0.0,-0.006649233380363828,-0.0005959196577338677,proxy,4
2005-03-30,0.0,0.014159359771477531,0.0029824125930904,proxy,4
2005-03-31,-0.00013583806611281585,-0.0018610682469001327,0.0004952581727204475,proxy,4
2005-04-01,0.000613838215413618,-0.004492928725003065,0.005896430750840453,proxy,4
2005-04-04,0.0,0.001703058790396783,-0.0011868091846091167,proxy,4
2005-04-05,0.000244993597935308,0.004760514573721952,-0.0019786502789481686,proxy,4
2005-04-06,0.000735772566463142,0.003468902204654345,0.0025775291784082555,proxy,4
2005-04-07,-0.002348446976389284,0.0053967282435660735,-0.0011872203687898208,proxy,4
2005-04-08,-0.00012276869335821615,-0.010399569652188911,0.0,proxy,4
2005-04-11,0.0,0.0007626413685390965,0.0018821409196647654,proxy,4
2005-04-12,0.0006142672310537711,0.005165856773588828,0.0027664033423269174,proxy,4
2005-04-13,0.0014698530235409746,-0.011794903146689184,0.0013801545201963528,proxy,4
2005-04-14,-0.0011244003321850696,-0.01304332919681983,0.0008858835595408898,proxy,4
2005-04-15,0.0015888267057998485,-0.013993425817464544,0.00354032480578903,proxy,4
2005-04-18,-0.0004883419803218802,0.0030663613984276417,-0.0011758479819935497,proxy,4
2005-04-19,0.0012209727595598018,0.007947736000441186,0.001274745799683119,proxy,4
2005-04-20,-0.0003665391335885926,-0.013950444254726357,0.0006858748503675294,proxy,4
