lb,tn,cap,rb,ov,dd_f,nw,IS_SR,IS_Ret,IS_MDD,OOS_SR,OOS_Ret,OOS_MDD,FULL_SR,FULL_Ret,FULL_Vol,FULL_MDD,NAVx,SR_gap,min_sr,calmar
180,2,0.5,5,4.0,0.3,10,-0.018,-0.61,-40.9,-0.049,-1.87,-71.8,-0.036,-1.29,36.3,-75.9,0.4,0.031000000000000003,-0.049,-0.01699604743083004
180,2,0.5,5,4.0,0.3,20,0.477,20.64,-42.2,0.125,4.69,-66.8,0.299,11.99,40.2,-70.0,1.5,0.352,0.125,0.1712857142857143
180,2,0.5,5,4.0,0.3,40,0.194,7.15,-43.1,-0.458,-14.23,-76.6,-0.131,-4.44,33.9,-86.0,0.3,0.652,-0.458,-0.051627906976744194
180,2,0.5,5,5.0,0.15,10,-0.24,-10.13,-70.1,0.596,17.5,-28.9,0.135,4.85,35.9,-70.1,0.7,0.836,-0.24,0.06918687589158345
180,2,0.5,5,5.0,0.15,20,-0.215,-9.0,-70.0,0.486,13.87,-28.9,0.096,3.4,35.2,-70.0,0.6,0.701,-0.215,0.04857142857142857
180,2,0.5,5,5.0,0.15,40,-0.22,-9.22,-70.3,0.463,13.16,-28.9,0.083,2.91,35.2,-70.3,0.6,0.683,-0.22,0.04139402560455192
180,2,0.5,5,5.0,0.2,10,-0.185,-7.99,-65.6,0.145,4.89,-63.3,-0.026,-1.01,38.3,-74.8,0.3,0.32999999999999996,-0.185,-0.013502673796791445
180,2,0.5,5,5.0,0.2,20,-0.195,-8.69,-71.3,0.327,8.72,-41.5,0.021,0.75,36.0,-71.3,0.5,0.522,-0.195,0.010518934081346423
180,2,0.5,5,5.0,0.2,40,-0.191,-8.43,-70.0,0.335,8.98,-44.8,0.028,1.0,35.8,-70.0,0.5,0.526,-0.191,0.014285714285714285
180,2,0.5,5,5.0,0.25,10,-0.11,-4.56,-55.8,0.028,0.97,-65.9,-0.041,-1.56,38.1,-70.0,0.3,0.138,-0.11,-0.022285714285714287
180,2,0.5,5,5.0,0.25,20,-0.145,-6.27,-64.8,0.071,1.98,-55.8,-0.05,-1.8,35.8,-69.0,0.4,0.21599999999999997,-0.145,-0.026086956521739132
180,2,0.5,5,5.0,0.25,40,-0.151,-6.57,-65.9,0.182,5.42,-55.1,-0.002,-0.07,36.7,-69.5,0.4,0.33299999999999996,-0.151,-0.0010071942446043167
180,2,0.5,5,5.0,0.3,10,-0.118,-4.81,-56.2,-0.057,-2.24,-70.3,-0.085,-3.42,40.0,-79.9,0.2,0.06099999999999999,-0.118,-0.04280350438047559
180,2,0.5,5,5.0,0.3,20,-0.278,-10.84,-62.5,-0.348,-9.8,-72.5,-0.306,-10.28,33.6,-84.3,0.2,0.06999999999999995,-0.348,-0.12194543297746144
180,2,0.5,5,5.0,0.3,40,0.312,15.44,-41.2,-0.435,-13.19,-69.0,-0.002,-0.07,40.2,-77.7,0.4,0.747,-0.435,-0.0009009009009009009
180,2,0.5,10,2.0,0.15,10,0.535,11.88,-22.3,0.272,5.79,-34.5,0.395,8.58,21.7,-34.5,2.0,0.263,0.272,0.24869565217391304
180,2,0.5,10,2.0,0.15,20,0.464,9.69,-24.6,0.279,5.58,-36.2,0.366,7.46,20.4,-36.2,1.9,0.185,0.279,0.20607734806629832
180,2,0.5,10,2.0,0.15,40,0.384,7.84,-23.8,0.098,1.71,-33.7,0.239,4.52,18.9,-33.7,1.4,0.28600000000000003,0.098,0.13412462908011866
180,2,0.5,10,2.0,0.2,10,0.59,17.06,-27.3,0.122,2.96,-46.0,0.356,9.42,26.4,-46.0,2.0,0.46799999999999997,0.122,0.20478260869565218
180,2,0.5,10,2.0,0.2,20,0.688,19.78,-24.3,0.391,10.09,-35.1,0.534,14.53,27.2,-35.1,3.5,0.29699999999999993,0.391,0.41396011396011395
180,2,0.5,10,2.0,0.2,40,1.115,35.15,-21.0,0.281,6.87,-35.1,0.71,19.82,27.9,-35.1,6.2,0.834,0.281,0.5646723646723647
180,2,0.5,10,2.0,0.25,10,0.767,27.18,-29.3,0.14,4.3,-50.4,0.448,14.78,33.0,-53.1,2.9,0.627,0.14,0.2783427495291902
180,2,0.5,10,2.0,0.25,20,0.853,30.15,-25.0,0.236,7.12,-42.0,0.541,17.67,32.6,-45.8,4.1,0.617,0.236,0.3858078602620088
180,2,0.5,10,2.0,0.25,40,0.862,29.61,-25.0,0.219,6.18,-41.9,0.542,16.91,31.2,-45.1,4.0,0.643,0.219,0.37494456762749445
180,2,0.5,10,2.0,0.3,10,0.836,33.55,-29.8,0.168,5.68,-52.2,0.501,18.44,36.8,-60.0,3.8,0.6679999999999999,0.168,0.30733333333333335
180,2,0.5,10,2.0,0.3,20,0.881,35.12,-29.7,0.171,5.7,-53.4,0.526,19.18,36.5,-60.8,4.2,0.71,0.171,0.31546052631578947
180,2,0.5,10,2.0,0.3,40,0.997,41.23,-29.8,0.144,4.71,-51.7,0.581,21.44,36.9,-59.3,5.4,0.853,0.144,0.3615514333895447
180,2,0.5,10,2.5,0.15,10,-0.063,-1.44,-25.5,0.129,2.64,-36.1,0.036,0.77,21.7,-36.1,0.8,0.192,-0.063,0.021329639889196676
180,2,0.5,10,2.5,0.15,20,-0.09,-2.16,-30.2,0.124,2.26,-41.3,0.011,0.23,21.1,-45.2,0.8,0.214,-0.09,0.005088495575221239
180,2,0.5,10,2.5,0.15,40,-0.04,-0.98,-27.1,0.112,1.87,-38.6,0.027,0.56,20.7,-39.5,0.8,0.152,-0.04,0.014177215189873419
180,2,0.5,10,2.5,0.2,10,0.588,17.25,-23.8,0.267,7.3,-40.9,0.42,11.86,28.3,-40.9,2.4,0.32099999999999995,0.267,0.2899755501222494
180,2,0.5,10,2.5,0.2,20,0.447,12.01,-27.3,0.316,8.6,-44.0,0.376,10.16,27.0,-44.0,2.1,0.131,0.316,0.23090909090909092
180,2,0.5,10,2.5,0.2,40,0.363,9.37,-29.2,0.115,2.86,-42.8,0.231,5.84,25.3,-42.8,1.3,0.248,0.115,0.13644859813084112
180,2,0.5,10,2.5,0.25,10,0.6,21.71,-32.9,0.103,3.09,-54.7,0.352,11.62,33.0,-55.0,2.0,0.497,0.103,0.21127272727272725
180,2,0.5,10,2.5,0.25,20,0.647,23.27,-29.5,0.348,11.21,-42.8,0.493,16.74,34.0,-42.8,3.5,0.29900000000000004,0.348,0.3911214953271028
180,2,0.5,10,2.5,0.25,40,1.075,42.56,-25.9,0.228,6.87,-43.7,0.667,23.22,34.8,-43.7,7.2,0.847,0.228,0.531350114416476
180,2,0.5,10,2.5,0.3,10,0.585,24.32,-35.0,0.082,3.08,-62.1,0.325,12.81,39.4,-65.1,1.7,0.503,0.082,0.19677419354838713
180,2,0.5,10,2.5,0.3,20,0.831,35.6,-30.0,0.239,8.79,-50.0,0.531,21.07,39.7,-54.0,4.5,0.592,0.239,0.3901851851851852
180,2,0.5,10,2.5,0.3,40,0.833,34.74,-30.0,0.186,6.35,-49.1,0.512,19.35,37.8,-53.0,4.1,0.647,0.186,0.36509433962264154
180,2,0.5,10,3.0,0.15,10,-0.039,-1.04,-27.1,0.224,4.62,-31.6,0.087,2.03,23.3,-31.6,0.9,0.263,-0.039,0.06424050632911392
180,2,0.5,10,3.0,0.15,20,-0.025,-0.66,-25.6,0.143,2.53,-38.9,0.049,1.07,21.9,-38.9,0.9,0.16799999999999998,-0.025,0.02750642673521851
180,2,0.5,10,3.0,0.15,40,-0.022,-0.56,-25.6,0.07,1.31,-40.8,0.021,0.46,22.0,-40.8,0.8,0.092,-0.022,0.01127450980392157
180,2,0.5,10,3.0,0.2,10,0.113,3.48,-28.9,0.205,5.67,-47.6,0.16,4.67,29.1,-47.6,1.0,0.09199999999999998,0.113,0.09810924369747899
180,2,0.5,10,3.0,0.2,20,-0.0,-0.0,-36.0,0.196,4.89,-46.6,0.096,2.65,27.5,-50.9,0.9,0.196,-0.0,0.05206286836935167
180,2,0.5,10,3.0,0.2,40,0.043,1.34,-33.2,-0.01,-0.23,-50.8,0.019,0.49,26.5,-51.9,0.7,0.053,-0.01,0.009441233140655106
180,2,0.5,10,3.0,0.25,10,0.595,21.89,-29.8,0.211,6.94,-52.1,0.397,13.79,34.7,-52.1,2.4,0.384,0.211,0.26468330134357004
180,2,0.5,10,3.0,0.25,20,0.475,16.08,-30.1,0.355,12.06,-50.3,0.41,13.9,33.9,-50.3,2.5,0.12,0.355,0.2763419483101392
180,2,0.5,10,3.0,0.25,40,0.37,11.79,-31.0,0.122,3.85,-49.1,0.236,7.49,31.7,-49.1,1.3,0.248,0.122,0.15254582484725052
180,2,0.5,10,3.0,0.3,10,0.553,23.72,-37.6,0.108,3.92,-63.4,0.329,12.99,39.5,-64.3,1.8,0.44500000000000006,0.108,0.2020217729393468
180,2,0.5,10,3.0,0.3,20,0.596,25.37,-34.6,0.308,11.86,-50.5,0.446,18.05,40.5,-51.7,3.1,0.288,0.308,0.3491295938104449
180,2,0.5,10,3.0,0.3,40,1.043,49.41,-30.7,0.182,6.53,-51.9,0.63,26.17,41.5,-53.1,7.4,0.861,0.182,0.4928436911487759
180,2,0.5,10,4.0,0.15,10,-0.026,-0.79,-37.0,0.314,7.21,-31.7,0.132,3.54,26.8,-37.0,1.0,0.34,-0.026,0.09567567567567567
180,2,0.5,10,4.0,0.15,20,-0.003,-0.08,-34.4,0.138,2.83,-42.7,0.059,1.5,25.4,-42.7,0.8,0.14100000000000001,-0.003,0.0351288056206089
180,2,0.5,10,4.0,0.15,40,0.014,0.43,-34.4,0.103,2.1,-45.7,0.053,1.34,25.3,-45.7,0.8,0.089,0.014,0.029321663019693654
180,2,0.5,10,4.0,0.2,10,-0.035,-1.17,-37.3,0.198,5.56,-41.4,0.081,2.48,30.7,-41.4,0.8,0.233,-0.035,0.05990338164251208
180,2,0.5,10,4.0,0.2,20,-0.047,-1.55,-35.4,0.094,2.16,-49.6,0.016,0.46,28.1,-49.6,0.7,0.14100000000000001,-0.047,0.009274193548387096
180,2,0.5,10,4.0,0.2,40,-0.072,-2.33,-35.4,0.096,2.24,-51.5,0.005,0.15,27.8,-52.0,0.6,0.16799999999999998,-0.072,0.0028846153846153843
180,2,0.5,10,4.0,0.25,10,-0.125,-4.35,-43.7,0.132,4.54,-53.7,0.013,0.47,34.7,-61.5,0.5,0.257,-0.125,0.007642276422764227
180,2,0.5,10,4.0,0.25,20,-0.074,-2.9,-50.0,0.115,3.55,-62.2,0.017,0.59,34.8,-70.4,0.5,0.189,-0.074,0.008380681818181817
180,2,0.5,10,4.0,0.25,40,-0.0,-0.01,-42.9,-0.002,-0.05,-61.0,-0.001,-0.03,34.0,-65.1,0.5,0.002,-0.002,-0.0004608294930875576
180,2,0.5,10,4.0,0.3,10,0.482,21.23,-37.8,0.188,7.59,-67.1,0.329,13.84,42.1,-67.1,1.7,0.294,0.188,0.2062593144560358
180,2,0.5,10,4.0,0.3,20,0.34,13.87,-41.5,0.297,11.92,-63.4,0.317,12.81,40.4,-63.4,1.6,0.04300000000000004,0.297,0.20205047318611988
180,2,0.5,10,4.0,0.3,40,0.261,10.27,-42.5,0.058,2.03,-62.5,0.157,5.81,36.9,-63.2,0.8,0.203,0.058,0.09193037974683543
180,2,0.5,10,5.0,0.15,10,-0.216,-8.96,-64.6,0.416,11.63,-32.0,0.063,2.2,34.8,-64.6,0.6,0.632,-0.216,0.03405572755417957
180,2,0.5,10,5.0,0.15,20,-0.195,-7.92,-61.2,0.331,9.04,-31.4,0.037,1.27,34.1,-61.2,0.5,0.526,-0.195,0.020751633986928104
180,2,0.5,10,5.0,0.15,40,-0.103,-3.74,-43.9,0.293,7.92,-32.2,0.082,2.58,31.6,-43.9,0.7,0.39599999999999996,-0.103,0.058769931662870166
180,2,0.5,10,5.0,0.2,10,-0.017,-0.65,-47.2,0.266,7.92,-43.6,0.116,4.0,34.3,-47.2,0.8,0.28300000000000003,-0.017,0.0847457627118644
180,2,0.5,10,5.0,0.2,20,0.006,0.21,-44.4,0.153,4.01,-52.8,0.07,2.27,32.4,-52.8,0.7,0.147,0.006,0.04299242424242424
180,2,0.5,10,5.0,0.2,40,0.003,0.12,-44.4,0.133,3.49,-55.3,0.06,1.94,32.3,-55.3,0.7,0.13,0.003,0.03508137432188065
180,2,0.5,10,5.0,0.25,10,-0.073,-3.04,-47.5,0.186,6.53,-51.5,0.056,2.15,38.1,-57.8,0.5,0.259,-0.073,0.037197231833910036
180,2,0.5,10,5.0,0.25,20,-0.102,-4.14,-49.1,0.033,0.94,-59.0,-0.04,-1.39,34.5,-64.5,0.4,0.135,-0.102,-0.02155038759689922
180,2,0.5,10,5.0,0.25,40,-0.072,-2.93,-46.3,0.072,2.06,-61.0,-0.006,-0.23,34.8,-63.7,0.5,0.144,-0.072,-0.003610675039246468
180,2,0.5,10,5.0,0.3,10,-0.141,-6.04,-56.1,0.159,6.63,-62.6,0.02,0.83,42.2,-74.9,0.4,0.3,-0.141,0.011081441922563417
180,2,0.5,10,5.0,0.3,20,-0.093,-4.41,-59.4,0.069,2.56,-73.8,-0.015,-0.64,42.0,-81.5,0.3,0.162,-0.093,-0.00785276073619632
180,2,0.5,10,5.0,0.3,40,-0.015,-0.75,-53.3,0.004,0.14,-70.2,-0.006,-0.27,41.8,-75.8,0.3,0.019,-0.015,-0.0035620052770448554
180,2,1.0,5,2.0,0.15,10,0.031,0.5,-25.4,-0.116,-2.1,-37.0,-0.052,-0.91,17.4,-46.2,0.8,0.14700000000000002,-0.116,-0.019696969696969695
180,2,1.0,5,2.0,0.15,20,0.038,0.74,-26.5,-0.162,-2.45,-42.4,-0.058,-0.99,17.1,-45.7,0.7,0.2,-0.162,-0.021663019693654265
180,2,1.0,5,2.0,0.15,40,0.379,7.5,-28.2,0.172,3.49,-28.6,0.265,5.33,20.1,-39.2,1.5,0.20700000000000002,0.172,0.13596938775510203
180,2,1.0,5,2.0,0.2,10,0.778,24.01,-25.5,-0.08,-2.01,-52.3,0.354,9.91,28.0,-55.2,2.0,0.858,-0.08,0.17952898550724636
180,2,1.0,5,2.0,0.2,20,0.938,29.06,-21.1,0.06,1.48,-44.6,0.507,14.11,27.8,-44.6,3.2,0.8779999999999999,0.06,0.3163677130044843
180,2,1.0,5,2.0,0.2,40,0.998,28.25,-22.8,-0.132,-2.96,-50.3,0.448,11.33,25.3,-58.8,2.5,1.13,-0.132,0.19268707482993197
180,2,1.0,5,2.0,0.25,10,0.869,31.54,-30.7,0.151,4.75,-49.3,0.504,17.02,33.7,-53.0,3.7,0.718,0.151,0.3211320754716981
180,2,1.0,5,2.0,0.25,20,0.76,26.39,-26.6,0.242,7.41,-49.6,0.494,16.1,32.6,-53.0,3.4,0.518,0.242,0.3037735849056604
180,2,1.0,5,2.0,0.25,40,1.03,34.76,-31.5,-0.139,-3.55,-56.4,0.473,14.0,29.6,-66.2,3.0,1.169,-0.139,0.21148036253776434
180,2,1.0,5,2.0,0.3,10,0.796,31.49,-37.6,0.153,5.2,-54.4,0.471,17.24,36.6,-63.4,3.3,0.643,0.153,0.27192429022082015
180,2,1.0,5,2.0,0.3,20,0.647,24.26,-34.0,0.297,10.8,-48.6,0.46,16.97,36.9,-58.9,3.2,0.35000000000000003,0.297,0.28811544991511034
180,2,1.0,5,2.0,0.3,40,0.906,34.16,-39.6,0.049,1.59,-50.7,0.471,16.51,35.0,-66.0,3.3,0.857,0.049,0.2501515151515152
180,2,1.0,5,2.5,0.15,10,-0.123,-2.56,-33.1,0.03,0.58,-37.9,-0.043,-0.86,19.9,-42.6,0.7,0.153,-0.123,-0.020187793427230045
180,2,1.0,5,2.5,0.15,20,-0.256,-5.06,-34.9,-0.041,-0.63,-37.1,-0.151,-2.66,17.6,-46.4,0.6,0.215,-0.256,-0.057327586206896555
180,2,1.0,5,2.5,0.15,40,0.296,7.05,-19.9,-0.236,-3.73,-36.2,0.061,1.21,19.9,-45.5,0.9,0.532,-0.236,0.02659340659340659
180,2,1.0,5,2.5,0.2,10,0.449,12.54,-28.1,-0.271,-5.88,-55.6,0.103,2.56,24.8,-58.7,0.9,0.72,-0.271,0.04361158432708688
180,2,1.0,5,2.5,0.2,20,0.568,16.55,-26.1,-0.247,-4.85,-55.0,0.202,4.95,24.5,-55.1,1.2,0.815,-0.247,0.08983666061705989
180,2,1.0,5,2.5,0.2,40,0.663,17.82,-32.1,-0.393,-8.45,-56.6,0.149,3.58,24.1,-69.7,1.1,1.056,-0.393,0.05136298421807747
180,2,1.0,5,2.5,0.25,10,0.759,29.12,-31.9,-0.061,-1.96,-60.8,0.35,12.28,35.0,-64.5,2.0,0.8200000000000001,-0.061,0.1903875968992248
180,2,1.0,5,2.5,0.25,20,0.925,35.79,-26.3,0.103,3.27,-54.4,0.518,18.16,35.1,-54.8,3.9,0.8220000000000001,0.103,0.33138686131386863
180,2,1.0,5,2.5,0.25,40,0.987,35.3,-29.1,-0.164,-4.58,-61.0,0.431,13.69,31.7,-70.4,2.7,1.151,-0.164,0.19446022727272724
180,2,1.0,5,2.5,0.3,10,0.829,36.48,-37.4,0.105,4.02,-61.1,0.461,18.89,41.0,-65.5,3.3,0.724,0.105,0.2883969465648855
180,2,1.0,5,2.5,0.3,20,0.804,34.43,-32.1,0.241,9.03,-57.8,0.516,20.67,40.0,-61.8,4.2,0.5630000000000001,0.241,0.3344660194174758
180,2,1.0,5,2.5,0.3,40,1.015,41.89,-37.6,-0.201,-6.16,-68.3,0.441,15.85,35.9,-77.4,2.9,1.216,-0.201,0.20478036175710593
180,2,1.0,5,3.0,0.15,10,-0.106,-2.65,-36.6,0.166,3.58,-42.0,0.031,0.72,23.2,-43.5,0.8,0.272,-0.106,0.016551724137931035
180,2,1.0,5,3.0,0.15,20,-0.141,-3.69,-43.1,0.218,3.8,-37.4,0.017,0.37,21.9,-45.3,0.8,0.359,-0.141,0.008167770419426049
180,2,1.0,5,3.0,0.15,40,-0.139,-3.61,-42.8,0.279,5.17,-37.0,0.052,1.15,22.3,-44.6,0.9,0.41800000000000004,-0.139,0.025784753363228698
180,2,1.0,5,3.0,0.2,10,-0.017,-0.47,-28.8,-0.096,-2.48,-48.8,-0.059,-1.56,26.3,-53.5,0.6,0.079,-0.096,-0.0291588785046729
180,2,1.0,5,3.0,0.2,20,0.056,1.42,-42.0,-0.176,-3.39,-51.6,-0.053,-1.19,22.3,-60.4,0.6,0.23199999999999998,-0.176,-0.019701986754966885
180,2,1.0,5,3.0,0.2,40,0.04,0.96,-31.3,-0.245,-5.44,-58.3,-0.109,-2.51,23.0,-69.0,0.5,0.285,-0.245,-0.0363768115942029
180,2,1.0,5,3.0,0.25,10,0.578,22.04,-36.0,-0.149,-4.29,-66.5,0.233,7.77,33.4,-69.6,1.3,0.727,-0.149,0.11163793103448276
180,2,1.0,5,3.0,0.25,20,0.705,26.98,-26.9,-0.15,-3.96,-64.9,0.316,10.21,32.4,-64.9,1.7,0.855,-0.15,0.15731895223420647
180,2,1.0,5,3.0,0.25,40,0.746,25.73,-31.6,-0.337,-9.01,-66.5,0.226,6.9,30.6,-76.6,1.3,1.083,-0.337,0.09007832898172324
180,2,1.0,5,3.0,0.3,10,0.736,33.69,-38.1,-0.05,-1.91,-68.4,0.342,14.39,42.0,-72.7,1.8,0.786,-0.05,0.19793672627235212
180,2,1.0,5,3.0,0.3,20,0.895,41.56,-32.2,0.14,5.53,-62.7,0.515,22.04,42.8,-63.6,4.3,0.755,0.14,0.34654088050314463
180,2,1.0,5,3.0,0.3,40,0.969,41.93,-35.5,-0.215,-7.06,-71.4,0.405,15.38,38.0,-80.3,2.5,1.184,-0.215,0.19153175591531757
180,2,1.0,5,4.0,0.15,10,-0.208,-7.39,-58.2,0.09,2.19,-46.4,-0.073,-2.2,30.0,-60.8,0.4,0.298,-0.208,-0.03618421052631579
180,2,1.0,5,4.0,0.15,20,-0.195,-6.89,-59.0,0.308,6.44,-29.1,0.012,0.33,28.5,-59.0,0.6,0.503,-0.195,0.005593220338983051
180,2,1.0,5,4.0,0.15,40,-0.177,-6.0,-54.9,0.371,7.63,-31.5,0.051,1.39,27.5,-54.9,0.7,0.548,-0.177,0.025318761384335153
180,2,1.0,5,4.0,0.2,10,-0.111,-3.68,-47.0,0.109,3.07,-54.1,-0.001,-0.02,30.7,-57.3,0.6,0.22,-0.111,-0.00034904013961605586
180,2,1.0,5,4.0,0.2,20,-0.145,-5.06,-55.0,0.155,3.52,-47.4,-0.014,-0.41,28.9,-58.5,0.6,0.3,-0.145,-0.007008547008547008
180,2,1.0,5,4.0,0.2,40,-0.147,-5.14,-55.4,0.227,5.49,-47.0,0.021,0.62,29.6,-58.6,0.6,0.374,-0.147,0.010580204778156996
180,2,1.0,5,4.0,0.25,10,-0.106,-3.53,-45.3,-0.309,-9.31,-62.3,-0.211,-6.66,31.6,-78.0,0.3,0.203,-0.309,-0.08538461538461539
180,2,1.0,5,4.0,0.25,20,-0.072,-2.2,-51.4,-0.198,-4.82,-61.2,-0.133,-3.62,27.3,-70.5,0.4,0.126,-0.198,-0.05134751773049646
180,2,1.0,5,4.0,0.25,40,-0.153,-4.3,-49.7,-0.481,-12.14,-65.4,-0.322,-8.55,26.6,-81.4,0.2,0.32799999999999996,-0.481,-0.10503685503685503
180,2,1.0,5,4.0,0.3,10,-0.026,-0.89,-41.4,-0.1,-3.67,-74.0,-0.068,-2.39,35.3,-77.7,0.3,0.07400000000000001,-0.1,-0.03075933075933076
180,2,1.0,5,4.0,0.3,20,0.402,17.24,-42.2,-0.305,-8.8,-74.1,0.087,3.13,35.9,-76.6,0.7,0.7070000000000001,-0.305,0.04086161879895561
180,2,1.0,5,4.0,0.3,40,0.224,8.23,-43.2,-0.409,-12.87,-74.7,-0.094,-3.2,34.0,-84.9,0.3,0.633,-0.409,-0.03769140164899882
180,2,1.0,5,5.0,0.15,10,-0.24,-10.12,-70.1,0.213,5.55,-43.0,-0.047,-1.63,34.4,-70.1,0.4,0.45299999999999996,-0.24,-0.02325249643366619
180,2,1.0,5,5.0,0.15,20,-0.215,-9.0,-70.0,0.312,8.13,-35.9,0.008,0.29,34.2,-70.0,0.5,0.527,-0.215,0.004142857142857143
180,2,1.0,5,5.0,0.15,40,-0.22,-9.22,-70.3,0.507,14.58,-28.9,0.104,3.68,35.4,-70.3,0.6,0.727,-0.22,0.052347083926031296
180,2,1.0,5,5.0,0.2,10,-0.185,-7.99,-65.6,0.078,2.62,-63.4,-0.059,-2.24,38.2,-74.9,0.3,0.263,-0.185,-0.029906542056074768
180,2,1.0,5,5.0,0.2,20,-0.195,-8.69,-71.3,0.279,7.35,-41.4,0.0,0.01,35.9,-71.3,0.4,0.47400000000000003,-0.195,0.00014025245441795232
180,2,1.0,5,5.0,0.2,40,-0.191,-8.43,-70.0,0.3,8.01,-45.6,0.014,0.48,35.7,-70.0,0.5,0.491,-0.191,0.006857142857142857
180,2,1.0,5,5.0,0.25,10,-0.11,-4.56,-55.8,0.038,1.34,-65.3,-0.036,-1.36,38.2,-69.5,0.3,0.148,-0.11,-0.019568345323741007
180,2,1.0,5,5.0,0.25,20,-0.145,-6.27,-64.8,0.075,2.11,-56.1,-0.048,-1.73,35.8,-69.2,0.4,0.21999999999999997,-0.145,-0.024999999999999998
180,2,1.0,5,5.0,0.25,40,-0.151,-6.57,-65.9,0.18,5.37,-55.9,-0.003,-0.1,36.7,-70.1,0.4,0.33099999999999996,-0.151,-0.0014265335235378034
180,2,1.0,5,5.0,0.3,10,-0.118,-4.82,-56.2,-0.167,-6.15,-73.1,-0.143,-5.54,38.7,-81.8,0.2,0.049000000000000016,-0.167,-0.06772616136919316
180,2,1.0,5,5.0,0.3,20,-0.28,-11.01,-63.3,-0.3,-8.52,-70.3,-0.285,-9.66,33.9,-83.4,0.2,0.019999999999999962,-0.3,-0.1158273381294964
180,2,1.0,5,5.0,0.3,40,0.305,15.03,-41.2,-0.407,-12.43,-67.6,0.004,0.15,40.3,-76.7,0.4,0.712,-0.407,0.0019556714471968707
180,2,1.0,10,2.0,0.15,10,0.535,11.88,-22.3,0.3,6.42,-32.0,0.41,8.92,21.8,-32.0,2.1,0.23500000000000004,0.3,0.27875
180,2,1.0,10,2.0,0.15,20,0.464,9.69,-24.6,0.308,6.2,-36.3,0.381,7.8,20.5,-36.3,1.9,0.15600000000000003,0.308,0.21487603305785125
180,2,1.0,10,2.0,0.15,40,0.385,7.84,-23.8,0.118,2.08,-34.3,0.249,4.72,18.9,-34.3,1.4,0.267,0.118,0.13760932944606413
180,2,1.0,10,2.0,0.2,10,0.578,16.6,-28.9,0.193,4.83,-46.0,0.381,10.22,26.8,-46.0,2.1,0.38499999999999995,0.193,0.22217391304347828
180,2,1.0,10,2.0,0.2,20,1.105,35.58,-25.7,0.389,10.09,-35.3,0.751,21.76,29.0,-35.3,7.6,0.716,0.389,0.61643059490085
180,2,1.0,10,2.0,0.2,40,1.175,37.16,-21.1,0.323,7.96,-35.4,0.76,21.33,28.1,-35.4,7.4,0.8520000000000001,0.323,0.6025423728813559
180,2,1.0,10,2.0,0.25,10,1.184,45.22,-30.2,0.169,5.26,-50.0,0.681,23.56,34.6,-52.8,7.5,1.015,0.169,0.4462121212121212
180,2,1.0,10,2.0,0.25,20,1.062,40.37,-25.4,0.208,6.34,-42.1,0.643,21.93,34.1,-45.8,6.4,0.8540000000000001,0.208,0.47882096069868996
180,2,1.0,10,2.0,0.25,40,1.259,47.51,-25.7,0.262,7.62,-41.9,0.776,25.89,33.3,-45.2,10.4,0.9969999999999999,0.262,0.572787610619469
180,2,1.0,10,2.0,0.3,10,1.102,45.72,-31.6,0.182,6.16,-52.2,0.646,24.28,37.6,-60.0,7.2,0.9200000000000002,0.182,0.4046666666666667
180,2,1.0,10,2.0,0.3,20,0.802,31.31,-29.6,0.147,4.93,-53.5,0.47,17.01,36.2,-60.8,3.3,0.655,0.147,0.2797697368421053
180,2,1.0,10,2.0,0.3,40,1.142,47.56,-29.8,0.187,6.21,-51.8,0.673,25.15,37.3,-59.5,8.1,0.9549999999999998,0.187,0.4226890756302521
180,2,1.0,10,2.5,0.15,10,-0.062,-1.44,-25.5,0.146,2.99,-34.7,0.044,0.96,21.7,-34.7,0.8,0.208,-0.062,0.027665706051873195
180,2,1.0,10,2.5,0.15,20,-0.09,-2.16,-30.2,0.147,2.72,-39.7,0.023,0.48,21.2,-43.7,0.8,0.237,-0.09,0.010983981693363844
180,2,1.0,10,2.5,0.15,40,-0.04,-0.97,-27.1,0.118,1.99,-39.3,0.03,0.63,20.7,-40.1,0.8,0.158,-0.04,0.01571072319201995
180,2,1.0,10,2.5,0.2,10,0.589,17.25,-23.8,0.288,7.98,-38.8,0.43,12.23,28.5,-38.8,2.5,0.301,0.288,0.31520618556701036
180,2,1.0,10,2.5,0.2,20,0.447,12.01,-27.3,0.323,8.82,-43.4,0.379,10.28,27.1,-43.4,2.1,0.124,0.323,0.2368663594470046
180,2,1.0,10,2.5,0.2,40,0.363,9.37,-29.2,0.146,3.66,-43.6,0.247,6.28,25.4,-43.6,1.4,0.217,0.146,0.14403669724770643
180,2,1.0,10,2.5,0.25,10,0.577,20.66,-36.0,0.172,5.36,-54.7,0.371,12.37,33.4,-55.1,2.2,0.40499999999999997,0.172,0.2245009074410163
180,2,1.0,10,2.5,0.25,20,1.084,43.62,-32.0,0.368,11.97,-43.7,0.73,26.47,36.3,-43.7,9.8,0.7160000000000001,0.368,0.6057208237986269
180,2,1.0,10,2.5,0.25,40,1.168,46.47,-26.2,0.292,8.96,-43.3,0.743,26.14,35.2,-43.3,9.9,0.8759999999999999,0.292,0.6036951501154735
180,2,1.0,10,2.5,0.3,10,1.1,51.04,-37.2,0.11,4.15,-61.0,0.61,25.63,42.0,-64.1,6.8,0.9900000000000001,0.11,0.3998439937597504
