Date,ret,raw_ret,thr_ret,vt_scale,dd_mult
2010-03-11,0.0,0.0,0.0,1.0,1.0
2010-03-12,0.0,0.0,0.0,1.0,1.0
2010-03-15,0.0,0.0,0.0,1.0,1.0
2010-03-16,0.0,0.0,0.0,1.0,1.0
2010-03-17,0.0,0.0,0.0,1.0,1.0
2010-03-18,0.0,0.0,0.0,1.0,1.0
2010-03-19,0.0,0.0,0.0,1.0,1.0
2010-03-22,0.0,0.0,0.0,1.0,1.0
2010-03-23,0.0,0.0,0.0,1.0,1.0
2010-03-24,0.0,0.0,0.0,1.0,1.0
2010-03-25,0.0,0.0,0.0,1.0,1.0
2010-03-26,0.0,0.0,0.0,1.0,1.0
2010-03-29,0.0,0.0,0.0,1.0,1.0
2010-03-30,0.0,0.0,0.0,1.0,1.0
2010-03-31,0.0,0.0,0.0,1.0,1.0
2010-04-01,0.0,0.0,0.0,1.0,1.0
2010-04-02,0.0,0.0,0.0,1.0,1.0
2010-04-05,0.0,0.0,0.0,1.0,1.0
2010-04-06,0.0,0.0,0.0,1.0,1.0
2010-04-07,0.0,0.0,0.0,1.0,1.0
2010-04-08,0.0,0.0,0.0,2.5,1.0
2010-04-09,0.08567003559018493,0.03426801423607397,0.03426801423607397,2.5,1.0
2010-04-12,-0.0016041705200451717,-0.0006890720515537372,-0.0006890720515537372,2.328015650073236,1.0
2010-04-13,0.10151942035565366,0.042696755023261465,0.042696755023261465,2.377684681197558,1.0
2010-04-14,0.021560503338788718,0.013874627607893042,0.013874627607893042,1.5539518571672013,1.0
2010-04-15,0.014357325065816023,0.00922321615890888,0.00922321615890888,1.5566506106384603,1.0
2010-04-16,-0.08440788546331114,-0.0534090377482221,-0.0534090377482221,1.5804045349257567,1.0
2010-04-19,0.035759978448511684,0.03207093401620519,0.03207093401620519,1.1150276580795073,1.0
2010-04-20,0.034847149885790435,0.032844949063558095,0.032844949063558095,1.0609591696536929,1.0
2010-04-21,-0.03721813049592905,-0.0365487820501315,-0.0365487820501315,1.0183138372403067,1.0
2010-04-22,0.040401876562959856,0.04273652334350274,0.04273652334350274,0.9453711580191555,1.0
2010-04-23,0.030459857039941973,0.03422290028235377,0.03422290028235377,0.8900431228398219,1.0
2010-04-26,-0.009888911521279868,-0.011369072767257736,-0.011369072767257736,0.8698080946195854,1.0
2010-04-27,-0.02731982133697549,-0.031240292217987967,-0.031240292217987967,0.874505947202533,1.0
2010-04-28,-0.0013823068140248348,-0.00163320743498006,-0.00163320743498006,0.8463755334555598,1.0
2010-04-29,0.06199380663643675,0.07222235248910401,0.07222235248910401,0.8583742359512533,1.0
2010-04-30,-0.03563237298446777,-0.04750966371194297,-0.04750966371194297,0.7500026352640864,1.0
2010-05-03,0.014214148178658017,0.020030284552356264,0.020030284552356264,0.7096328632528555,1.0
2010-05-04,-0.07421231416853648,-0.1038121325267563,-0.1038121325267563,0.7148713003213681,1.0
2010-05-05,0.009902392433080292,0.016965903295229668,0.016965903295229668,0.5836643213606295,1.0
2010-05-06,-0.038708886204321925,-0.06570910784789233,-0.06570910784789233,0.5890946852288383,1.0
2010-05-07,0.009218314643062562,0.01646902837528879,0.01646902837528879,0.5597363993187555,1.0
2010-05-10,0.0073299601711349464,0.012981078562366532,0.012981078562366532,0.5646649572236044,1.0
2010-05-11,0.014640983640716356,0.0256714883695702,0.0256714883695702,0.5703207944137397,1.0
2010-05-12,0.007054758805692645,0.01232470607206151,0.01232470607206151,0.5724078744307628,1.0
2010-05-13,-0.007583803137959245,-0.013118252486943018,-0.013118252486943018,0.5781107769885987,1.0
2010-05-14,-0.0110566170027816,-0.018963434017659854,-0.018963434017659854,0.5830493038594716,1.0
2010-05-17,0.0003424049240929073,0.0005838468472065127,0.0005838468472065127,0.5864636003965525,1.0
2010-05-18,-0.016103963573233977,-0.027165758257282933,-0.027165758257282933,0.592803757609697,1.0
2010-05-19,-0.018471196429565087,-0.031135081742957513,-0.031135081742957513,0.5932599304558791,1.0
2010-05-20,-0.021012769470277807,-0.03547982814952972,-0.03547982814952972,0.5922455255904707,1.0
