family,label,sr,dsr_raw_N323,dsr_eff_N,dsr_family_only,N_eff_global,N_eff_family,skew,kurt
static,HFEA-Tech 50/50 TQQQ/TMF,0.8184567176451436,0.7718277727740886,0.9969470379539624,0.9970035570321553,1.9222916380978026,1.9131326518273466,-0.12566077096638548,8.057350208459683
invvol-scaled,invvol-s core6 lb=126 tv=60%,0.8995219765513265,0.8544345444390735,0.998839911694918,0.999465227095825,1.9222916380978026,1.218153819063816,-0.19028633673556383,10.287875084798408
invvol,invvol clean4 lb=21,0.9468366523964498,0.892896722276021,0.9993981260400271,0.9997385773481329,1.9222916380978026,1.1763856794107803,-0.08790946721029837,9.086099816119361
mom,mom core6 lb=126 top5,0.8674958680715814,0.8244708843477613,0.9982734338819674,0.9976715229098635,1.9222916380978026,1.8106500372496672,-0.20008799778960448,8.764623108743287
