,VOLT_RP,DONCHIAN_BO,VRP,BOND_DIP,STK_SHARPE
2010-08-05,0.005007145792377684,0.0,0.0,0.01618079065714184,0.0
2010-08-06,0.01746076215943895,0.0,0.0,0.003814586354609073,0.0
2010-08-09,-0.013968123887437747,0.0,0.0,0.002808990513254672,0.0
2010-08-10,0.0015101887964130076,0.0,0.0,0.026528616878553013,0.0
2010-08-11,-0.02215026497866036,0.0,0.0,0.009630634729031806,0.0
2010-08-12,0.007873734503658221,0.0,0.014501417204686617,-0.002225801066625732,0.0
2010-08-13,0.012521915687339681,0.0,-0.01802470262185729,0.03266415686764135,0.0
2010-08-16,0.0121236901979835,0.0,0.028817831165966812,-0.005091589566475485,0.0
2010-08-17,0.002145777673004463,0.0,0.008029415918724192,0.0029464785707178365,0.0
2010-08-18,0.004458057471955901,0.0,-0.0007081523773267984,-0.012215599819659029,0.0
2010-08-19,-0.009641852897179937,0.0,-0.022140405387389483,0.016906423127957426,0.0
2010-08-20,0.005550012820782569,0.0,0.0202862536759969,-0.011545642731960903,0.0
2010-08-23,-0.03228180545129047,0.0,-0.05396767470779673,0.02367245721300759,0.0
2010-08-24,0.010799770064516238,0.0,-0.030024326922736266,0.01886491600343998,0.0
2010-08-25,0.014401009072334842,0.0,0.04140128389754949,-0.021203464344860756,0.0
2010-08-26,-0.009454824784019456,0.0,-0.016905376384876658,-0.0015256209570975177,0.0
2010-08-27,-0.010532164239717038,0.0,0.00018852020463744346,-0.014209272074534596,0.0
2010-08-30,0.009180756150789409,0.0,-0.02229290902999359,0.03084318582522183,0.0
2010-08-31,0.016657697022529346,0.0,0.03265652724417878,-0.014283506327714024,0.0
2010-09-01,0.015878491505020843,0.0,0.03312117909797885,-0.02059211538053818,0.0
2010-09-02,-0.002986050384879474,0.0,-0.0005,-0.03332780231173893,0.0
2010-09-03,-6.389428412152232e-06,0.0,0.0,0.0,0.0
2010-09-06,0.027158792553065088,0.0,0.0,0.026421808500681987,0.0
2010-09-07,-9.618691689886679e-05,0.0,0.0,0.00047080728976833797,0.0
2010-09-08,0.005876245760709631,0.0,0.0,-0.019454225159754146,0.0
2010-09-09,-0.021713707070254773,0.0,0.0,-0.02047993763495215,0.0
2010-09-10,0.01221418943690982,0.0,0.0,-0.002776851962593696,0.008508649966421566
2010-09-13,0.029903271067574046,0.0,0.0,0.03177758665112962,-0.012930837596076628
2010-09-14,0.013934488269046646,0.0055553949956465565,0.0,-0.002381770401390093,0.012074478745056627
2010-09-15,0.008212253660112863,0.014804165568452543,0.0,-0.013048999522781712,-0.011103763175570314
2010-09-16,0.016810298286609942,0.023725621887515924,0.0,0.001612461641397056,0.007807234446129319
2010-09-17,0.0032820086847554905,0.0014091421894759648,0.0,0.00643930663096115,0.016009528030524977
2010-09-20,0.01769745338557231,0.027677516793209067,0.027177516793209067,0.01199607235211575,0.013002863977727765
2010-09-21,0.019034906240705418,-0.009129428813500207,-0.0005,0.030019273371377775,0.004785275698239233
2010-09-22,-0.005471262863945377,-0.009675419683500497,-0.010175419683500497,0.010149352781050336,-0.004497314997558967
2010-09-23,0.020950674724603605,0.03519996806803549,0.03519996806803549,-0.023900498166187,0.014360521272863514
2010-09-24,0.013913344250307873,0.016626952154380037,0.016626952154380037,0.012008928424455556,-0.001801645805977237
2010-09-27,-0.004650157839215715,-0.005304221066506853,-0.0005,0.010325295839362258,0.010804616905243303
2010-09-28,0.010314077676930477,-0.008887091295165295,-0.009387091295165295,0.009456663753251826,-0.013476046055803948
2010-09-29,0.005172949411668527,0.010760440127426163,0.010760440127426163,-0.011785945000503784,0.02129950247875614
2010-09-30,-0.0007848040159557018,-0.0036964445672689195,-0.0036964445672689195,-0.007798174886185616,-0.018714145551733275
2010-10-01,-0.01439874353109758,-0.024191557344047987,-0.024191557344047987,0.016027390922036533,-0.013100187250945418
2010-10-04,0.02034633808143658,0.006540409978463613,0.006540409978463613,0.006522073459508393,0.019029572529371434
2010-10-05,0.036994360106396874,0.022514225078526406,0.022514225078526406,0.018384393055692172,0.0008264093340750291
2010-10-06,0.006476405173954958,-0.002955721839656311,-0.002955721839656311,0.001775673325870697,-0.012492714996756794
2010-10-07,-0.011057626622004827,-0.003409266894043861,-0.003409266894043861,0.008862804627283838,-0.002104167660580791
2010-10-08,0.008707487572651607,0.01323599977509593,0.01323599977509593,-0.008052784324011797,-0.003634542543829622
2010-10-11,0.0053785901563620135,-0.003082017518957092,-0.003082017518957092,0.004428005584628858,0.006357267235081499
2010-10-12,0.014018874686075506,0.028415531013520123,0.028415531013520123,-0.018221908107256324,0.009447248932796515
2010-10-13,0.016403577481004256,0.005726523205037859,0.005726523205037859,0.006585880884427464,-0.007355313832464906
2010-10-14,0.004347502047079344,0.019928827298811624,0.019928827298811624,-0.018884739285453866,0.009033449563134833
2010-10-15,0.009786041102862339,0.018283543613672126,0.018283543613672126,0.004092074471902851,0.00685363030514754
2010-10-18,-0.04039513198297436,-0.02782368545315206,-0.02782368545315206,-0.0040756261016248185,-0.00917615600575299
2010-10-19,0.008127046395893435,0.00648560971330614,0.00648560971330614,0.008184365324377607,-0.005495328430274671
2010-10-20,0.016186211043262014,0.02115164425170235,0.02115164425170235,-0.0007512971752728914,0.03223856164065064
2010-10-21,-0.0197851226084096,-0.007819465845030793,-0.007819465845030793,-0.011885533853926988,0.008006634182421514
2010-10-22,0.029481078121932132,0.020600814753501284,0.020600814753501284,0.014768970532051728,0.02065025725736418
2010-10-25,-0.02457099665479303,-0.008805982224401432,-0.008805982224401432,-0.02340616832061604,-0.0012410579159872984
2010-10-26,-0.005589727883731051,0.0060132947921018864,0.0060132947921018864,-0.015670603532575877,0.025152537958168342
2010-10-27,0.020785171822980095,0.024860848222459486,0.024860848222459486,-0.0005,-0.0004905761507830507
2010-10-28,0.007303363293544035,-0.005302056287341372,-0.005302056287341372,0.0,-0.011011829795287276
2010-10-29,0.016970731079326343,0.004264404656550536,0.004264404656550536,0.0,0.04606535470665822
2010-11-01,0.0035710388646340648,0.010615774043140291,0.010615774043140291,0.0,-0.03433640230866677
2010-11-02,0.010739229282230837,0.006565267967287847,0.006565267967287847,0.0,0.0026382604670406535
2010-11-03,0.0427474821302323,0.02974173074360187,0.02974173074360187,0.0,0.009282578023857969
2010-11-04,0.006322822745183527,0.002533349970930354,0.002533349970930354,0.0,0.0009245194478644247
2010-11-05,-0.005345288174335031,-0.0042959766995877,-0.0042959766995877,-0.0075869714828566415,0.0023376907047699684
2010-11-08,0.020178503017408946,0.013705128532074173,0.013705128532074173,-0.006096888064259676,0.014969561653228292
2010-11-09,-0.03145409969790296,-0.015523274492040273,-0.015523274492040273,-0.0005,-0.0055674005337412735
2010-11-10,-0.01375078839389495,-0.02339747314483609,-0.02339747314483609,0.0,-0.014626761751223596
2010-11-11,-0.003905171652468532,0.008073386195769805,0.008073386195769805,0.0,-0.0010869476876404827
2010-11-12,-0.03650575799147033,-0.01304634383603731,-0.01304634383603731,0.0,0.0024878050766783625
2010-11-15,-0.03484948162536786,-0.03232537148115544,-0.03232537148115544,0.0,-0.0071394303535355485
2010-11-16,-0.016076860480389147,-0.017176120700805764,-0.017176120700805764,0.0,-0.006547499812074809
2010-11-17,0.01770248845381231,0.026420778245788368,0.026420778245788368,0.0,0.012788799849082013
2010-11-18,0.0048729592718965535,0.007239331235100455,0.007239331235100455,0.0,0.010706353752410757
2010-11-19,0.005231158246139101,-0.00359323220887775,-0.00359323220887775,0.0,-0.0022713908121077433
2010-11-22,0.016394243454454647,0.004408185475099247,0.004408185475099247,0.0,-0.0029978898976914746
2010-11-23,0.001875123879100431,0.00758052501433637,0.00758052501433637,0.0,0.004867070311998579
2010-11-24,-3.7061723378140235e-05,0.0,0.0,0.0,0.0
2010-11-25,-0.005834875441507835,0.007919695285263595,0.007919695285263595,0.0,-0.007296733097644314
2010-11-26,0.004681097737318705,-0.00432170794796094,-0.00432170794796094,0.0,-0.004399378279582055
2010-11-29,-0.001196807423123094,-0.019334699580947023,-0.019334699580947023,0.0,-0.013631587433833282
2010-11-30,0.004638531418153386,0.026421739173209113,0.026421739173209113,0.0,0.014971608896475775
2010-12-01,0.005045060642482033,0.014766307905376364,0.014766307905376364,0.0,-0.0016763507140467484
2010-12-02,0.013388928787046579,0.008755878317342702,-0.0005,0.0,0.004782205181463195
2010-12-03,0.011637916753752673,0.013530340491934245,0.0,0.0,0.017836474985801123
2010-12-06,0.01058716340653801,0.0227961539552215,0.0,0.0,0.007972666663086292
2010-12-07,-0.03915210279306876,-0.016500415858431094,0.0,0.0,-0.0088547889674788
2010-12-08,0.008214735763728663,0.013772169399555834,0.0,0.0,0.007693151023087764
2010-12-09,-0.008636716815348259,-0.004322223991156671,0.0,0.0,0.004082820704066403
2010-12-10,0.007729669920906371,0.015628619031629265,0.0,0.0,0.002565347222908532
2010-12-13,-0.005314295525456405,-0.01038081211956321,0.0,0.0,-0.014882508808069362
2010-12-14,-0.009174461579014779,-0.0018513812188337697,0.0,0.0,-0.015438427836042302
2010-12-15,-0.015443705804267422,-0.006429382148568363,0.0,0.0,0.008784468749004182
2010-12-16,0.018024559743901266,0.01617755528990905,0.0,0.0,0.004746038910079653
2010-12-17,0.016810438172291282,0.0025716427528377217,0.0,0.0,0.004181331370917697
2010-12-20,0.002085793258696398,0.006351386037221074,0.0,0.0,0.0028704986259799666
2010-12-21,0.004226500412110116,0.0029130436125950343,0.0,0.0,0.0037612775694313874
2010-12-22,-0.013758390091023235,-0.0031471057187504314,0.0,0.0,0.0033683872456665045
2010-12-23,-4.8323876332686035e-05,0.0,0.0,0.0,0.0
2010-12-24,-0.0055520295360693955,-0.005098524892764633,-0.005598524892764634,0.0,-0.004861238775967624
2010-12-27,0.02324571608411706,0.008664080075874603,0.008664080075874603,0.0,-0.0002989558077979961
2010-12-28,-0.0063879588927202,-0.0019355737555378782,-0.0019355737555378782,0.0,-0.00099734284059001
2010-12-29,0.0068062753789172115,-0.000969856814947323,-0.000969856814947323,0.0,-0.0022767679098183004
2010-12-30,-0.006691435318122032,-0.0075227377372631965,-0.0075227377372631965,0.0,-0.0007805798977775556
2010-12-31,0.02270807674195064,0.013691861949510997,0.013691861949510997,0.0,0.008571464157753273
2011-01-03,0.023025473945638298,0.02014016815459385,0.02014016815459385,0.0,0.005530441607341174
2011-01-04,-0.04210373131325089,-0.014777013810112094,-0.014777013810112094,0.0,-0.0019135122339670298
2011-01-05,0.03639481473012433,0.024837327249028984,0.024837327249028984,0.0,0.010742675294666128
2011-01-06,0.010307288352768658,0.007611136803892915,0.007611136803892915,0.0,-0.010510699603908002
2011-01-07,-0.0032582374702307673,-0.010225439003110126,-0.010225439003110126,0.0,-0.01065874333540655
2011-01-10,0.03226822353457622,0.0210137693326522,0.0210137693326522,0.0,0.007649447976190271
2011-01-11,-0.0008776186756808034,0.00390994356449359,0.00390994356449359,0.0,-4.7895069710412845e-05
2011-01-12,0.01437489969099101,0.005841057432764751,0.005841057432764751,0.0,0.002925329224581885
2011-01-13,-0.0031515842329734177,0.00022735504034332443,0.00022735504034332443,0.0,-0.0011290634985625658
2011-01-14,-3.043932407825603e-05,0.0,0.0,0.0,-0.0006
2011-01-17,-0.00913199298761152,-0.0026185088235081144,-0.0026185088235081144,0.0,0.009172701037457244
2011-01-18,0.039366787079692406,0.025567957060464552,0.025567957060464552,0.0,-0.013596143624745661
2011-01-19,-0.06350134449835354,-0.03361115666390613,-0.03361115666390613,0.0,-0.0183474671627349
2011-01-20,-0.006868250654220695,0.004030981385066523,0.004030981385066523,0.0,0.013159455574489875
2011-01-21,-0.019244408256928674,-0.02259733302625111,-0.02259733302625111,0.0,6.509195572796991e-05
2011-01-24,0.010325696269688305,0.015021378817199338,0.015021378817199338,0.0,0.001463640186515879
2011-01-25,0.017397955010860253,0.016303142043102792,0.016303142043102792,0.0,0.009357422740572142
2011-01-26,0.011440882859376788,0.01319689263330126,0.01319689263330126,0.0,0.03283794371898925
2011-01-27,-0.006026189385378316,0.004940408427735354,0.004940408427735354,0.0,-0.016997969860527106
2011-01-28,-0.03018741885557839,-0.04715117628213972,-0.04715117628213972,0.0,-0.013966207881860069
2011-01-31,0.012172335495296378,0.021458874442015663,0.021458874442015663,0.0,0.011033521321176588
2011-02-01,0.013230813754556148,0.01790857489244191,0.01790857489244191,0.0,0.00978522961644448
2011-02-02,-0.014413968646350262,-0.0022554987256588888,-0.0022554987256588888,0.0,0.0034369184350121944
2011-02-03,0.00986808863873565,0.007799002630737295,0.007799002630737295,0.0,0.011863777771532491
2011-02-04,-0.0006827632628995028,0.014467963605697465,0.014467963605697465,0.0,0.00010394895617920106
2011-02-07,0.012948879606458984,0.005638793118883267,0.005638793118883267,0.0,-0.0016733167940155007
2011-02-08,0.001937950492986142,0.00923502763131867,0.00923502763131867,0.0,-0.008447455761543777
2011-02-09,-0.008798081714256417,-0.011437846092638648,-0.011437846092638648,0.0,-0.012939828007583445
2011-02-10,0.012657715440440106,0.009146186087277242,0.009146186087277242,0.0,0.0024813082655492646
2011-02-11,0.013364210668553244,0.020091497694707305,0.020091497694707305,0.0,0.020941489791306327
2011-02-14,0.005668453901670491,0.0010700914144379237,0.0010700914144379237,0.0,-0.000512961242977018
2011-02-15,0.0067884953428184016,0.005774657262310523,0.005774657262310523,0.0,-0.001382121721094664
2011-02-16,0.007126796545996086,-0.0015949069583388598,-0.0015949069583388598,0.0,-0.0026503982184538093
2011-02-17,0.006132176182038649,0.009583249432075336,0.009583249432075336,0.0,0.029684150011129253
2011-02-18,-2.2188483359427247e-05,0.0,0.0,0.0,-0.0004
2011-02-21,-0.006007769968317079,-0.030586902355506207,-0.030586902355506207,0.0,0.003198925443225931
2011-02-22,-0.015495925291995503,-0.03427295314754819,-0.03427295314754819,0.0,-0.009625577025165644
2011-02-23,-0.00017099561997538132,-0.010928186484083557,-0.010928186484083557,0.0,-0.006504597720430862
2011-02-24,0.006254504048945359,0.01697202522033492,0.01697202522033492,0.0,0.008913985260598634
2011-02-25,0.020319301342203035,0.024977982079883443,0.024977982079883443,0.0,0.009026527007885176
2011-02-28,0.0007346063351276124,0.0036056475100889607,0.0036056475100889607,-0.015153823525536014,0.00350526765010446
2011-03-01,-0.007840441628654882,-0.04017808975839543,-0.04017808975839543,0.011859395849190157,-0.021484407531984908
2011-03-02,-0.0023985889831592564,0.030289305568491853,0.030289305568491853,-0.020837052011688173,0.01933551469592607
2011-03-03,0.01320693296216602,0.020039210915549832,0.020039210915549832,-0.0005,0.010722180680164374
2011-03-04,0.007150635815039418,-0.002158815359055266,-0.002158815359055266,0.0,-0.0009312785283615453
2011-03-07,-0.02549005890778424,-0.03775397805798608,-0.03775397805798608,0.0,-0.025327158131807817
2011-03-08,0.005259050027611217,0.0037096223862549405,0.0037096223862549405,0.0,-0.005739483950044444
2011-03-09,-0.016974628545392164,-0.028673833804674365,-0.028673833804674365,0.0,-0.029287202975032803
2011-03-10,-0.012264006365522946,-0.019833747563476667,-0.019833747563476667,0.0,-0.022805991186449635
2011-03-11,0.02245833310800075,-0.0005,0.012823116345016539,0.0027906450025171896,0.008275343963565131
2011-03-14,-0.0446570415527262,0.0,-0.0005,0.024234717215905643,-0.020814912946113727
2011-03-15,0.01609997571695277,0.0,0.014624000232590306,-0.0017791286795494354,0.011438739258818886
2011-03-16,0.00015663549384498158,0.0,-0.0019381463834172719,0.002316928072657598,-0.006868962118476762
2011-03-17,0.009846327131651468,0.0,0.010315506448696166,-0.009424051074225281,0.013569281714986215
2011-03-18,0.007348807871331879,0.0,0.0024020803462636575,-0.0028716219794089337,0.0011286547773217586
2011-03-21,-0.003546138762818263,0.0,0.010186534046252138,-0.011773511107716517,0.00609102233301575
2011-03-22,0.004673893426153101,0.0,-0.0005,0.015805324203788107,-0.008707939532423926
2011-03-23,0.010364645032247663,0.0,0.0,-0.02068474821835231,0.010325512944979787
2011-03-24,0.01202104358445461,0.0,0.0,-0.00261674892824737,0.007823466574457427
2011-03-25,-0.01645760367582167,0.0,0.0,-0.017428623338485938,0.007412386009802653
2011-03-28,-0.006134691896735686,0.0,0.0,-0.0005,-0.008407996368581873
2011-03-29,0.016866836341462375,0.0,0.0,0.0,0.013972259937357514
2011-03-30,0.011252690212203206,0.0,0.0,0.0,0.0040002193157151035
2011-03-31,-0.009519256839017455,0.0,0.0,0.0,0.0031061551789395955
2011-04-01,0.017918295213249776,0.0,0.0,0.0,0.00842794736652832
2011-04-04,-0.017242606676985545,0.0,0.0,-0.009331440126197188,-0.0008648688183186429
2011-04-05,0.018920860147966123,0.0,0.0,-0.013080645594838902,0.004694790344062083
2011-04-06,-0.010451308227370332,0.0,0.0,-0.0005,-0.010715112926723936
2011-04-07,0.0066160723993480925,0.0,0.0,0.0,0.005908179495153321
2011-04-08,-0.006952397062022674,0.0,0.0,0.0,-0.005647166707777339
2011-04-11,-0.00610217570533558,0.0,-0.023165852317926172,0.0,-0.01631025181439141
2011-04-12,-0.0014457572976804608,0.0,-0.0005,0.0,-0.008097944480397468
2011-04-13,0.004637165599238668,0.0,0.0,0.0,-0.009236283580995309
2011-04-14,0.014373480742059658,0.0,0.0020325419441242225,0.0,0.011066091334706886
2011-04-15,-0.004696481012775883,0.0,-0.015270172445099983,0.0,-0.011304935544994144
2011-04-18,0.01911663691516194,0.0,0.010726239210312905,0.010198280994148046,-0.0009144654077075875
2011-04-19,0.04061330070850459,0.0,0.042450187465807865,1.1118674048127275e-07,0.019905596886040922
2011-04-20,0.03239784382312181,0.0,0.03043058427713774,0.000928540424203872,0.007726495311461478
2011-04-21,-0.00010514247543033498,0.0,0.0,0.0,0.0
2011-04-22,0.002629435976895311,0.0,-0.0026845511061411864,-0.0022265159719189187,0.0011388887592622022
2011-04-25,0.006900090068586285,0.0,0.008398532734977149,0.010784699100695683,0.004525984881361689
2011-04-26,0.014370940416962765,0.00911058555221017,0.009610585552210171,-0.0012877035137652815,0.015498997271932293
2011-04-27,0.023517548275208328,0.004124784082395472,0.004124784082395472,0.009578196625749325,-0.0038222561808162196
2011-04-28,0.002023704576834952,-0.0006319449495663099,-0.0006319449495663099,-0.0012769455478115477,0.004779298346602645
2011-04-29,0.019770949572036383,0.005375212051984102,0.005375212051984102,0.008037981632594837,0.007283067696337109
2011-05-02,-0.007385523608513276,-0.007967530769182551,-0.007967530769182551,0.009242253860054506,-0.014516176003577665
2011-05-03,-0.006676245282729973,-0.00771376303881488,-0.00771376303881488,0.005386940722941436,-0.008784990393309223
2011-05-04,-0.022402734079127108,-0.013738294585667443,-0.013738294585667443,0.010359094905453947,-0.01526096847429086
2011-05-05,0.005645722257176942,0.019004213115456636,0.019004213115456636,-0.005833298055116565,0.0027254003761493007
2011-05-06,0.009245092158467713,-0.010596621834471742,-0.010596621834471742,0.016891571773193448,-0.006273820824902665
2011-05-09,0.008192449891659612,0.010495961368167217,0.010495961368167217,-0.004371594682255453,0.013231136335071714
2011-05-10,0.0006411045389615528,0.007949541975535546,0.007949541975535546,-0.008254110776326096,0.0014851983426944937
2011-05-11,-0.014648970492271937,-0.019243025636103472,-0.019243025636103472,0.0113336566586002,-0.010351225344415415
2011-05-12,0.020484334668546662,0.014581234658510356,0.014581234658510356,0.005077886547012245,0.011683647181980696
2011-05-13,-0.02845632719891421,-0.02758089626001181,-0.02758089626001181,0.0008710086645693504,-0.011135638452221876
2011-05-16,-0.02701895619827371,-0.03607901343746445,-0.03607901343746445,0.01305487469104838,0.003557325868846673
2011-05-17,0.013994940643821965,0.013302507572126698,0.013302507572126698,-0.0015461787457808907,0.0004279185645466258
2011-05-18,-0.0036496141177732562,0.02603548832544278,0.02603548832544278,-0.02478081984502123,0.011133096445478862
2011-05-19,0.014901938405623618,-0.00336182617921843,-0.00336182617921843,0.01941057739231966,-0.0017072867782987442
2011-05-20,-0.02031401599723622,-0.03884226774650612,-0.03884226774650612,0.013674794859277695,-0.020323276032055033
2011-05-23,-0.0006551845616907066,0.0019242390988809532,0.0019242390988809532,-0.009733333416028223,9.888384976823898e-05
2011-05-24,-0.008476531364431314,-0.0005,-0.020111110798442966,0.009311928675505454,-0.008900684811691196
2011-05-25,0.006023231957119376,0.0,0.004611974677407815,0.0041001254792720765,0.006298799330682292
