,N26_OVN,N18_LO,N27_OVN,N28_WOVN,BTC_OVN,REV_5D,REV_21D,MEGA_ERC
2017-06-26,-0.0004877764089169,9.037765296770097e-05,0.0032959158920986,-0.0005126946510829,-5.1961145829226407e-05,0.004925114491495996,0.0141395178016677,0.0011494007906467925
2017-06-27,0.0039153760253005,-0.0040127434823719,-0.0013456054500811,0.0038969412507701,-0.0005,0.01006242750010864,0.021120406123571932,0.002330075179983594
2017-06-28,-0.0015211755845735,0.0058830547000215,0.0029208362914036,-0.0015920386216984,-0.0002727367289870326,-0.0024687859067091256,-0.004507454460328508,4.618264031362772e-05
2017-06-29,0.0016533654215375,-0.0071118862908239,-0.0034367344606102,0.0016454230224329,-0.003307988363735636,0.009780564209774557,0.02098020538114268,3.382155608342612e-05
2017-06-30,0.0016450666527437,0.0003724583726176,0.0038583785632149,0.0016264850358814,-0.0005315352625286369,-0.007264675145384656,0.0001888642657948635,0.0005828018048978139
2017-07-01,0.0,0.0,0.0,0.0,0.004240333656742867,0.0,0.0,0.0011776652271879835
2017-07-02,0.0,0.0,0.0,0.0,0.0002598338413767891,0.0,0.0,7.216349103791254e-05
2017-07-03,0.0014431342052648,-0.0021748370238305,0.0003139473218227,0.0014534794229619,-0.003655797676345662,-0.007049687245785686,0.02556370158414685,0.0003526708010035246
2017-07-04,0.0,0.0,0.0,0.0,-0.001693442635438191,0.0,0.0,-0.0004703187690954078
2017-07-05,-0.004692045536915,0.0002370656336643,0.001680231788269,-0.0047217002034561,-2.7134937896466493e-05,0.002994271083403344,-0.017827298467733833,-0.002456648852608402
2017-07-06,0.0009641904674798,-0.0041840917044003,-0.0065978130872215,0.000959409265442,0.0018482440150834893,0.0025373115041115286,0.0009387141348723019,-0.00016965467872920816
2017-07-07,-0.00176862116072,0.0023470055487975,0.0042643396291865,-0.0017480304997063,-0.0004884881711746942,0.006764701800401807,0.013811659267803724,0.001015060849165493
2017-07-08,0.0,0.0,0.0,0.0,0.0001392714689800183,0.0,0.0,3.867977839346317e-05
2017-07-09,0.0,0.0,0.0,0.0,-6.0865199314470535e-06,0.0,0.0,-1.690405392144933e-06
2017-07-10,-0.0011904934300824,0.001363023684247,0.0017576468083371,-0.001199408362555,0.0022040782199265756,0.007986080550000099,0.007020066740066822,0.0012796863694825886
2017-07-11,0.0054200014816148,0.0012344191207134,0.0002815802032767,0.0054609054225511,0.005118333637579464,0.01465364026852525,0.01251468918321408,0.005095128276451094
2017-07-12,-0.0001662169073538,0.0050762775768002,0.0010703030656178,-0.0001573529440015,-0.0026473354952197266,0.020953799414523223,0.01223626674081816,0.001666171306331124
2017-07-13,0.0014753261336624,0.0011117533699119,-0.0003199949514275,0.0015389711701336,0.001109054017704059,-0.007786977528351735,-0.007341549846632978,0.00022978333808377973
2017-07-14,0.0006059410890883,0.0030534426664982,-0.0001429920797159,0.0006288780503189,0.0006409244065878621,0.011230170067477199,0.018029172391640334,0.0023408523441798895
2017-07-15,0.0,0.0,0.0,0.0,-0.001941773566231097,0.0,0.0,-0.0005392875639365835
2017-07-16,0.0,0.0,0.0,0.0,-0.003941964386316166,0.0,0.0,-0.0010947993154255399
2017-07-17,-0.0011821549624177,-0.0002939943511642,0.0027911060693705,-0.0011550534892162,0.0009509378626277325,-0.0026624355479762905,-0.0014822342595187002,-0.00015377839719768097
2017-07-18,0.0012414215758313,0.0007475683387111,0.0064353844203375,0.0012552849221703,0.0017931631178384482,-0.021172538619876734,0.018691423983698573,0.0017454902776061346
2017-07-19,0.0005020483504835,0.0029675139772058,0.0019829639789326,0.0005145043212796,0.001311303527893715,0.0008338169942978314,0.0022666300243482703,0.0013230253570988475
2017-07-20,-0.0014441891039038,0.0004949679967196,0.0022396951114027,-0.001452382124316,-0.0020571357679562414,-0.00014622917507487463,-0.00032274148202479083,-0.0008617402095883989
2017-07-21,-0.0003117477950502,-0.0009342775133797,-0.0047721637284776,-0.000303645669897,0.00688565223305998,0.0075552594296340436,-0.006001159800924262,0.0012188666281854228
2017-07-22,0.0,0.0,0.0,0.0,-0.00017393129678439046,0.0,0.0,-4.8305830796350185e-05
2017-07-23,0.0,0.0,0.0,0.0,-0.0012188374329250014,0.0,0.0,-0.0003385069616086302
2017-07-24,0.0020519423738138,0.0005668704378694,0.0013641079583851,0.0019679287878302,0.0003423853319621255,-0.007008545150475851,-0.0006352076406899944,0.0007127853629590327
2017-07-25,0.0011275868502429,0.0006896327802022,-0.001501630051061,0.0011375199588718,0.0004582673802610575,0.018351485165235517,-0.005269447479828616,0.0010885964361319939
2017-07-26,0.0026101022107476,0.0011350437016137,0.0018023619557107,0.0026636984143195,6.982675119786459e-07,-0.01355582152236542,0.015905848645016277,0.0015785419975515645
2017-07-27,-0.002133927435368,-0.0018371818467883,0.007841973817481,-0.0021672441787219,0.0031608788251908386,0.006523851376757506,-0.00959563844593937,0.0003710001044732481
2017-07-28,0.0013922072822337,-0.0003310122009507,-0.0063227880589324,0.001395076549922,0.002475526085494007,0.008055920613827662,-0.0062662413740209415,0.0005834538186717966
2017-07-29,0.0,0.0,0.0,0.0,-0.0012084311652350017,0.0,0.0,-0.0003356168353602312
2017-07-30,0.0,0.0,0.0,0.0,-0.001255582765370244,0.0,0.0,-0.0003487122199173513
2017-07-31,0.0027793212485167,-0.0003949371531846,0.0009850579246477,0.0027772302128322,0.001697919157979733,-0.009303908013817159,-0.00611952007279596,0.0008051119522688094
2017-08-01,0.0010960160651904,0.0013275922431267,0.0006982992274762,0.0011646895223864,-0.0019050647711254527,-0.0017382449887585751,-0.002289935679369958,-5.4750749635002404e-05
2017-08-02,0.0001148027568964,-0.0004275095972753,0.0041053850018802,0.0001340052155989,0.002763070131263701,0.007609056804607927,-0.012139540792753836,0.0008621829481139845
2017-08-03,0.0008983294040754,-0.0019684750726893,0.0040165428837337,0.0008812039203801,-0.0009094424305569611,0.002237410421990116,-0.0005728967059775989,0.00030158626020810003
2017-08-04,0.0004843695360294,0.0013126922730323,0.0008773783864361,0.000494169585968,0.00028437182445179053,0.004224203651430947,-0.0009159722229335329,0.0006826332903366076
2017-08-05,0.0,0.0,0.0,0.0,0.00010084820173389452,0.0,0.0,2.800850829688575e-05
2017-08-06,0.0,0.0,0.0,0.0,0.0009449202220456758,0.0,0.0,0.00026243210512465117
2017-08-07,-0.0003008596419613,0.0015564878266248,0.002094815356431,-0.0002957789994903,-0.0008609003685574042,0.007450313316281447,-0.013046847264438811,-0.00029823373415550393
2017-08-08,-0.0028205132757306,-0.0013378072688254,0.002925126981336,-0.0028467996220688,-0.00308068236024811,-0.014043394827875366,0.003817662888389195,-0.0022905793529470753
2017-08-09,-0.0025559036465272,-0.0014839293513527,-0.0092613692479236,-0.0025592070144036,-0.0003655061359613683,0.0006710663202319058,0.010245361671454945,-0.0016164918987210753
2017-08-10,0.0002166490981331,-0.0094462762841175,-0.0023599811267047,0.0002257370995078,-0.0006884483085924371,-0.009664004089228842,0.01287228571371616,-0.001367332874040022
2017-08-11,0.0040403393207917,0.001347173629765,-0.0034020855355096,0.0040434983921362,-0.002706253511351841,0.012108931720593331,0.0010887965497428879,0.0012798056231216736
2017-08-12,0.0,0.0,0.0,0.0,-0.0004973249407809739,0.0,0.0,-0.0001381217462545051
2017-08-13,0.0,0.0,0.0,0.0,-0.0017021288389502116,0.0,0.0,-0.00047273118299027153
2017-08-14,-0.0001356768081508,0.0043299336607439,0.0072643935290802,-0.0001498713270909,-0.0022577842053316806,-0.0033671644881193745,-0.008079373143074664,2.4407079277064024e-05
2017-08-15,0.0012757730697365,-0.0009742122419475,0.0020986252800583,0.0012701814166884,-6.987382739814764e-05,-0.00036224135191550446,-0.0027562373197615006,0.0003798727654392371
2017-08-16,-0.0022125640229235,0.0014360498009043,0.0019616548355601,-0.0022138391423384,0.003902194009686111,0.004503813963480874,0.0024333104287318718,0.0009714966340067878
2017-08-17,-0.0001889772870036,-0.0067608718041954,-0.0018850148608022,-0.0001553821508865,0.0012844914472711082,-0.0017681132182741914,0.008017285897184721,-0.00045263639070476793
2017-08-18,-0.0002530337980082,0.002353998269531,0.0081450298379375,-0.0002415634931469,-0.002196819891467971,-0.0006962270091272926,-0.005312427446235513,0.00010243110326737886
2017-08-19,0.0,0.0,0.0,0.0,-0.005996804933722177,0.0,0.0,-0.0016654889016678625
2017-08-20,0.0,0.0,0.0,0.0,-0.0015468408599301204,0.0,0.0,-0.0004296031492324912
2017-08-21,0.0023843485923386,-0.0007413875868122,0.0009364412328324,0.0024050420992705,0.0001898979905398672,-0.00512081863489194,0.002855089949884093,0.0008807807458849381
2017-08-22,-0.0035339504875656,0.0049486177055243,0.0036603640478755,-0.0035255341705716,-0.0013471046560739604,-0.012238259207891768,-0.004895261473377534,-0.001549686860621049
2017-08-23,0.0018985003141464,0.0004237585751133,0.0014360791867895,0.0018940604902118,-0.0033069634365400775,0.0003734328465060054,-0.005862309438092818,-0.00029349891053722803
2017-08-24,0.0031404618275765,-4.121724266438942e-05,0.0016041526953255,0.003142471749094,-0.0038529699506475996,0.0035711477237962757,0.0005402793242333396,0.000492789667058965
2017-08-25,0.0029120047539653,0.0012271724236343,-0.0004684475938164,0.0029196530377288,-0.0009291785061546483,0.010710277056417706,0.009291288041710411,0.0020034981033260554
2017-08-26,0.0,0.0,0.0,0.0,-0.00039478430615230665,0.0,0.0,-0.00010964319962317049
2017-08-27,0.0,0.0,0.0,0.0,-0.0021771907111681195,0.0,0.0,-0.0006046698210698968
2017-08-28,-0.0044269086548837,0.0003838037224444,-0.0008831284337273,-0.0044284776189843,-0.00014171673831225818,-0.007495811501323177,-0.005534362333265286,-0.0024403916155518665
2017-08-29,-0.0003051592032983,-0.0001485583180792,-0.0078261351955503,-0.0002920236054841,0.00099448153723708,-0.0004953165639827728,-0.0038332168402986813,-0.0008776931947487585
2017-08-30,0.0026803515676482,0.0015326726452468,0.0017873114377465,0.0026733680915005,-0.0023912684838811034,-0.016472058953571136,-0.005929608518269847,-0.0003600324049631713
2017-08-31,0.0017513546015905,0.0055360780551155,-0.0021681250336841,0.0017533382494017,-0.0026269054285394384,-0.00903717993214246,-0.007381721588349276,-0.0003635025564332375
2017-09-01,-0.0007461404946141,0.0013959099269785,-0.0083046901778366,-0.0007501050841184,-0.0008466374352026902,0.0014846760831669914,0.002182112882306852,-0.0009757343898451089
2017-09-02,0.0,0.0,0.0,0.0,0.001423576750832101,0.0,0.0,0.0003953690849356386
2017-09-03,0.0,0.0,0.0,0.0,0.0009195952127478151,0.0,0.0,0.00025539860605533216
2017-09-04,0.0,0.0,0.0,0.0,0.00139177342784963,0.0,0.0,0.0003865363678389718
2017-09-05,0.0025371002120082,-0.0029765692851151,-0.0047965740406877,0.0025263970955971,-0.0023931616006200303,-0.00885110340698948,-0.008027039382765175,-0.001436858970793202
2017-09-06,0.0018640345190143,0.0021106278734713,0.0019636537914454,0.0018758245129272,-0.0004862771198420042,-0.003326349866432932,0.008068419838129249,0.0013514882962767907
2017-09-07,-0.0014191789412936,0.0020959789149001,0.0001537264243258,-0.0014158201603396,-0.002235865121060165,-0.04231096892253442,-0.031241647249354756,-0.004603912829267777
2017-09-08,0.0041952361088261,-0.0025902405215936,-0.0024733830371072,0.0041834821819095,0.0006479155047569023,0.0035357975391602137,0.01569220249785448,0.0022267235938314414
2017-09-09,0.0,0.0,0.0,0.0,-0.0002493210537984343,0.0,0.0,-6.924378108722151e-05
2017-09-10,0.0,0.0,0.0,0.0,0.0002760857893110984,0.0,0.0,7.667713442205301e-05
2017-09-11,0.0016577447678509,0.0037621141554044,0.0076781036606774,0.0016640703716396,-0.0006139300036322455,0.0038823167361446316,-0.001954518573849308,0.0018219052764834544
2017-09-12,-0.0012813153160307,0.0017242538279953,0.0043161638656997,-0.0012856632423638,0.0013287357574808816,0.0018867181092845275,0.0089646409763246,0.001124345007655378
2017-09-13,-0.0016068346646908,-0.0007037267989018,-0.0014961121400568,-0.0016278008597563,-0.00021678148876241822,0.008385682114830897,0.0013260840277218079,-0.00045446062734929996
2017-09-14,-0.0007082878875395,0.0003090487306929,-0.0016744793870528,-0.0006977430735711,-0.0023595758346067193,-0.0016379083815803775,-0.00507182070914034,-0.0014092484117159475
2017-09-15,6.728397722957765e-05,0.001350471515343,0.0003048724148878,5.515164743674422e-05,0.003097552364351886,0.013319506745422462,0.0007043224580099983,0.0017695021372839178
2017-09-16,0.0,0.0,0.0,0.0,-0.0004367754768317962,0.0,0.0,-0.00012130538131953627
2017-09-17,0.0,0.0,0.0,0.0,-0.0056751179472424584,0.0,0.0,-0.001576146975139596
2017-09-18,0.0010439040179002,0.0001152713250604,0.0096731015903625,0.0010487061755416,0.0017915099994031962,0.011273364916903617,-0.005710371326804376,0.002106703903681363
2017-09-19,0.000217850408098,0.0008958930670015,-0.0025563475159135,0.0002074639604821,0.0016130788137859735,-0.00460678758508721,0.00982627767268418,0.0007166087570317601
2017-09-20,-0.0016157366647728,-0.0004936610500729,0.0005568745377456,-0.0016297460436702,-0.0026936125232845383,-0.0006001731271538012,0.010788971335804877,-0.0008168238261761327
2017-09-21,-0.0009304759850353,-0.0020527734951298,-0.0011557867149297,-0.0009456050840536,-0.0016469631011031822,0.0009495216839458752,0.006894979972438253,-0.0007855081650699355
2017-09-22,-0.0019499755315263,0.0008625313229081,-0.0026639649327181,-0.0019867635102944,-0.0013317230046379631,0.008712662496775748,-0.0019626263212965123,-0.0009704687720024826
2017-09-23,0.0,0.0,0.0,0.0,-0.0007148426769948975,0.0,0.0,-0.00019853281174423193
2017-09-24,0.0,0.0,0.0,0.0,0.0004888197702152546,0.0,0.0,0.0001357596105271378
2017-09-25,0.0003166684927708,-0.0004972765798227,-0.0031811177204089,0.0003386287806249,-0.0008421299148360646,0.006884997789011505,0.01902771938527527,0.0008824582434112795
2017-09-26,0.0023838319783058,-0.0014471145725417,0.0086645950013046,0.0023790986755859,9.597605474670522e-05,0.00195476166309482,-0.0026534355055247262,0.0015622652827397506
2017-09-27,-0.0014044695443798,0.0013987376725031,0.0138084237209441,-0.0014158492900768,-0.0003484607665802937,-0.00683545016924092,-0.005904762700584588,0.000282484470648321
2017-09-28,0.0001706988156324,0.0006131389278686,0.0023135902289374,0.0001912990447449,-0.0013427320233054259,0.0030911179761172526,-0.0006059638132367652,0.00012486052374984956
2017-09-29,0.00036996839196,0.0018014253085321,0.0027590223063023,0.0003690601939277,-0.0012449256109495206,-0.0009053457718652732,-0.0066905894847651085,-9.606051323710817e-05
2017-09-30,0.0,0.0,0.0,0.0,0.00023023974875807695,0.0,0.0,6.394434211508727e-05
2017-10-01,0.0,0.0,0.0,0.0,3.929480676662144e-05,0.0,0.0,1.0913322225135294e-05
2017-10-02,0.0006421909425422,0.0001039926293214,0.0016370587262078,0.0006462155958958,-0.0023007819170050565,-0.011475406465183037,0.004594619623118379,-0.0005064333025682332
2017-10-03,-0.000523007658108,0.0022616126710888,-0.0015825556733763,-0.0005317706307942,-0.0006950104132902864,0.002261276557513884,-0.0002117297571280763,-0.0001533590323450997
2017-10-04,0.0016269876388455,-0.0002390588581181,0.0021742415305945,0.0016454429389075,-6.221297439706853e-05,0.005080909902144848,0.0030549498045018423,0.001207624432319336
2017-10-05,-0.002674457557318,0.0031412064672823,0.001407055885231,-0.0026856996763544,-0.0003770453335585895,0.008071908759480185,0.007945960532742113,0.0002515737469289896
2017-10-06,0.0014561925097504,-0.0019922890465783,-0.0012535790562315,0.0014685722883853,-0.001412620377899298,-0.0004274466191419579,0.0013046894186946702,-0.00017282736377604183
2017-10-07,0.0,0.0,0.0,0.0,-0.0008340252534262955,0.0,0.0,-0.00023163331451404095
2017-10-08,0.0,0.0,0.0,0.0,0.00012793181452436285,0.0,0.0,3.5530423219603914e-05
2017-10-09,0.0031312322039354,-0.000544178921127,0.002299780860049,0.0031411427452254,0.0003762729866769181,-0.010731747656378278,-0.007257524266296067,0.0005565331776415792
2017-10-10,3.11084753320275e-05,0.0031857482987051,0.0061445271344666,2.977676864216014e-05,0.000378022596112471,0.0008700332862959944,0.008152979301257336,0.0016526607594565723
2017-10-11,-0.0012209695800556,0.0009805359708763,-0.0014009543065795,-0.0012170850031437,0.0010181473129772804,0.0032948758193333096,0.0006788124302068877,1.552786296407096e-07
2017-10-12,0.0028673664825913,-0.0006477018934702,0.0018540627311914,0.0028961834703075,0.00014231026934646883,0.00012740562210764592,-0.004698992114164723,0.0009930085072912193
2017-10-13,0.0011568608262935,0.0023107599134602,0.0049573790705291,0.0011680426002995,0.002666933087781265,-0.007728744637438368,0.001370930939828385,0.0017035112229449127
2017-10-14,0.0,0.0,0.0,0.0,-0.0011516803530781656,0.0,0.0,-0.000319855467623165
2017-10-15,0.0,0.0,0.0,0.0,0.00021503292249364135,0.0,0.0,5.9720959721808614e-05
2017-10-16,-0.001339911947603,0.0004728469173366,0.0057940323898634,-0.0013513757202443,0.0011519142383915053,0.002371963819146616,-0.007448216653683847,0.00014941114990925668
2017-10-17,0.0018871866252316,-0.0007038513325094,0.0014217824050528,0.0018709254776807,0.0022927663020526072,0.0011397423199748158,-5.397640716394694e-05,0.0014581921890995414
2017-10-18,-0.0030923007288989,0.0008478187101314,0.0026162765194748,-0.0031010994515695,-0.0008014786302957262,0.0034164367125218646,-0.00576065797223918,-0.0011915348577288352
2017-10-19,0.0028264485757504,-0.0016447232710564,-0.0097919478010282,0.0028111144736023,-0.0017430857557989006,0.004126164833778834,0.005995354807514775,-7.633254131407953e-05
2017-10-20,0.0003614145146095,0.0017441007243829,0.0056705137864817,0.0003601675511498,-0.0005718498399929768,0.004098013443245384,-0.006223571385632132,0.0006354675030618769
2017-10-21,0.0,0.0,0.0,0.0,-0.002938705432747601,0.0,0.0,-0.000816164830706653
2017-10-22,0.0,0.0,0.0,0.0,0.00033892474829627693,0.0,0.0,9.412935938832627e-05
2017-10-23,0.0018607897765415,-0.0024307067881224,0.003618383631283,0.0018543131449567,-0.0009027551180618705,-0.008944311249733005,-0.00861067357748796,-0.00040199092011786825
2017-10-24,-0.0011881939755768,0.0014481749235542,0.0094139040001747,-0.0011920687570491,0.00037688277641673195,-0.0012922143487526369,-0.0027129287683579804,0.0005746292482063321
2017-10-25,0.001492230333141,-0.0017657397303581,-0.0022401075809656,0.0014515693598238,-0.0008691282609384894,-0.0027872781672274695,0.0010638590845629453,-0.0002118819263543899
2017-10-26,0.0039824033241216,-0.0002942850758015,0.0045208269129667,0.0041192508555055,-0.0009955153147006009,-0.002014017740747298,-0.011481137628428572,0.0009651680857734133
2017-10-27,-0.0022187453169943,0.005735106277525,0.0106728792992684,-0.0021973528552101,-0.001361979715361505,0.0041918637925971395,-0.005717472995093286,0.0004999695243588769
2017-10-28,0.0,0.0,0.0,0.0,0.0006970319486407366,0.0,0.0,0.0001935862492443135
2017-10-29,0.0,0.0,0.0,0.0,-0.00026532651272309594,0.0,0.0,-7.368896723213403e-05
2017-10-30,0.0015156764675567,-0.0011426457687015,-0.0027903069087958,0.0015212055909783,-0.00683749593849442,0.0060298465024213425,0.01162711451754871,-0.0008210609120335452
2017-10-31,0.0045112178399411,0.0023911639189098,0.0017940749623451,0.0045051303705925,-0.0002569158902697151,0.0041807524541352115,0.002091244152367344,0.002478594447981725
2017-11-01,-0.0002683488667416,1.8586858371888465e-05,0.0053170879863339,-0.0002720828862102,-0.004740567669611895,-0.006091553492217717,-0.0064146138515987945,-0.001528681698058108
2017-11-02,0.0008249491681784,0.0015750344834998,-0.0078781663205881,0.0008687589214337,0.0010456600697965062,-0.01775987379095714,-0.012912913204168028,-0.001518276300366253
2017-11-03,-0.0001029325751833,0.0007795090059936,0.0025665459945093,-0.0001063407439014,0.0007756636513737707,-0.010730185296019112,-0.006805025544957599,-0.0003483502617677001
2017-11-04,0.0,0.0,0.0,0.0,-0.006504609832122699,0.0,0.0,-0.0018065212400290333
2017-11-05,0.0,0.0,0.0,0.0,0.0028292669419850984,0.0,0.0,0.0007857705467846819
2017-11-06,-0.0001535899243495,0.0037253416463612,0.0023018990143792,-0.0001674869239212,-0.0010656418799375729,-0.008790872493699321,-0.00764938759623498,-0.00046463671348416144
2017-11-07,-0.0001122602766403,-0.0019131136184182,-0.0014172940242704,-9.208118833710084e-05,-0.0004515387052086979,-0.009182053105286612,0.005632801303504376,-0.0006915726651688985
2017-11-08,-0.0049167238884984,0.0011523051106661,-0.0053100827991498,-0.0049319390499807,-0.0009199104819744282,-0.007479832821210131,-0.0011707585212390357,-0.0029461500443941193
2017-11-09,-0.0013171732029233,-0.0021965848743882,-0.0062049722694809,-0.0013229542485108,-0.0022239139136158155,0.013442724166195163,0.009372107111612338,-0.0008866977332699849
2017-11-10,-0.0027993218670916,-0.0005617735011608,0.0052793965856517,-0.0027954076117509,0.0037205591613755367,-0.005820008396984011,-0.0030508795278572976,-3.4278426422212915e-05
2017-11-11,0.0,0.0,0.0,0.0,-0.00042902438558317614,0.0,0.0,-0.00011915267557154742
2017-11-12,0.0,0.0,0.0,0.0,-0.010275686011874507,0.0,0.0,-0.0028538598802109304
2017-11-13,-0.0037438507784593,-0.000215097085515,-0.0044741493667247,-0.0037415936359485,-0.002486501766859883,-0.00032999485205481593,-0.0076321844590321215,-0.003043262049876644
2017-11-14,-0.0035759110888922,-0.0029951543300483,0.0009064090685393,-0.0035591632547405,-0.00019666147480129582,-0.0030996238166979577,-0.010179741661001584,-0.0024480255941353554
2017-11-15,0.0037873852267785,-0.0029185092222905,-0.0027153729629457,0.0037961373905261,-0.0006492271973778658,0.006296277250612314,0.01075425378549836,0.0015043068808044627
2017-11-16,-0.0008338864477072,0.0066508818520597,0.0033077052057765,-0.0007996649417896,0.0005525805711381064,-0.0006050320804101177,-0.014290179036685282,0.0002513295800304757
2017-11-17,0.0002279350473668,0.0008598991019604,0.0130288461918198,0.0002168159494343,-0.0028019348224306846,0.008025574339396201,0.004721625110128236,0.0013711056256464522
2017-11-18,0.0,0.0,0.0,0.0,-0.002028121463297616,0.0,0.0,-0.0005632689116435838
2017-11-19,0.0,0.0,0.0,0.0,-0.003596232741329308,0.0,0.0,-0.0009987794808561366
2017-11-20,0.0038336507486945,0.000401268503371,0.0026240746457965,0.0038431806321329,-0.0001790153700783055,0.003410987988927095,-0.00780687804844339,0.0014753881978122382
2017-11-21,0.0015774792414877,0.005421988784212,0.0037384300356698,0.0015916979974381,0.00012197415764653207,-0.0033455137333147063,-0.004567683875906325,0.001337872814417113
2017-11-22,0.0021123318215077,0.0007620556523784,0.0011402023208182,0.0021066225010421,0.0003289201291715731,0.00444525505886345,0.002936781110743047,0.0014929626080179266
2017-11-23,0.0,0.0,0.0,0.0,-0.0030649474924083204,0.0,0.0,-0.0008512259593597267
2017-11-24,0.0006953338410926,0.0014563953080559,-0.0007923548441055,0.0006849513105728,0.0038849991869844285,-0.006506754707426033,-0.0071982735422176265,0.0007549639621924332
2017-11-25,0.0,0.0,0.0,0.0,-0.0019515287254908138,0.0,0.0,-0.0005419968582459077
2017-11-26,0.0,0.0,0.0,0.0,-0.0007138436965877233,0.0,0.0,-0.0001982553655375401
2017-11-27,0.0022532980114216,-0.0028536215881743,-0.0063600393053269,0.0022515817795847,0.0018760573963029774,-0.0072933565632328345,0.004161790694396717,0.0002471107897206741
2017-11-28,0.0003877278824899,0.0030543384447527,-0.0004758577513893,0.0003601757676293,1.7406522186680807e-05,0.0061116405290961625,0.005341713556119666,0.0010982835208442187
2017-11-29,0.0026925849245191,-0.0035126437965521,0.0014739756342726,0.0026787583265809,0.0013491854195996637,0.017318906787795876,0.04137342734734243,0.004185783599026423
2017-11-30,-0.001341578888369,0.000540053332321,0.0079703129323109,-0.0014077676128392,0.0013384471481502906,-0.0009732189902825639,-0.0037294098909850045,0.00046310436333078645
2017-12-01,0.0069552011230353,-0.000779331182983,-0.0068942834719585,0.0069225743533273,-0.003920106446996086,0.013474593815652261,0.01418166362058624,0.0022065499642083767
