Date,NOVA11,sleeveA,sleeveB,posA,posB
2011-11-22,0.0014297440759941688,0.004418534786883255,-0.00021783321038726378,SH,False
2011-11-23,0.007627836099674552,0.021069879840685868,0.00021788067203343253,SH,False
2011-11-25,0.0008862835932707784,0.002494048031805196,0.0,SH,False
2011-11-28,-0.010449394111121198,-0.029405137378455737,0.0,SH,False
2011-11-29,-0.0013578344996953069,-0.0030295779322938587,-0.0004362823487963352,SH,False
2011-11-30,-0.014727995720859744,-0.04184179541813693,0.00021854448551050787,SH,False
2011-12-01,3.255703475752263e-05,0.0004879816020648686,-0.00021849673425411442,SH,False
2011-12-02,-0.0008475339323489327,-0.002781455514489492,0.00021854448551050787,BIL,False
2011-12-05,0.0,0.0,0.0,BIL,False
2011-12-06,0.00021788067203343253,0.00021788067203343253,0.00021788067203343253,BIL,False
2011-12-07,-0.00021783321038726378,-0.00021783321038726378,-0.00021783321038726378,BIL,False
2011-12-08,0.0,0.0,0.0,BIL,False
2011-12-09,-0.00021849673425411445,-0.00021849673425411442,-0.00021849673425411442,BIL,False
2011-12-12,0.0,0.0,0.0,BIL,False
2011-12-13,0.0,0.0,0.0,BIL,False
2011-12-14,0.00021854448551050787,0.00021854448551050787,0.00021854448551050787,BIL,False
2011-12-15,-0.00021849673425411445,-0.00021849673425411442,-0.00021849673425411442,BIL,False
2011-12-16,0.00021854448551050787,0.00021854448551050787,0.00021854448551050787,BIL,False
2011-12-19,0.0,0.0,0.0,BIL,False
2011-12-20,0.0,0.0,0.0,BIL,False
2011-12-21,0.0,0.0,0.0,BIL,False
2011-12-22,0.0,0.0,0.0,BIL,False
2011-12-23,0.0,0.0,0.0,BIL,False
2011-12-27,-0.00021849673425411445,-0.00021849673425411442,-0.00021849673425411442,BIL,False
2011-12-28,4.364727741634766e-05,4.364727741634766e-05,4.364727741634766e-05,BIL,False
2011-12-29,0.0,0.0,0.0,BIL,False
2011-12-30,0.0,0.0,0.0,BIL,False
2012-01-03,-0.00021853494705503798,-0.00021853494705503795,-0.00021853494705503795,BIL,False
2012-01-04,-0.000508703631158296,-0.0014315184210736938,0.0,SPY,False
2012-01-05,0.0009461650231123797,0.002662557483375849,0.0,SPY,False
2012-01-06,-0.0009158972094403287,-0.0025773822847272587,0.0,SPY,False
2012-01-09,0.0010037079749198447,0.0024279659463533054,0.0002185827150171793,SPY,False
2012-01-10,0.0030810172036584973,0.008670142323614849,0.0,SPY,False
2012-01-11,5.177048266834293e-05,0.0005421185617162649,-0.00021853494705503795,SPY,False
2012-01-12,0.0008526077709424789,0.0023992825199137258,0.0,SPY,False
2012-01-13,-0.0018384159018138713,-0.005173397766100152,0.0,SPY,False
2012-01-17,0.0013791472124626502,0.0038809918370690255,0.0,SPY,False
2012-01-18,0.003928923797144049,0.01105619548616188,0.0,SPY,False
2012-01-19,0.0018750802393582612,0.005276573114921135,0.0,SPY,False
2012-01-20,0.0013244416927293454,0.003727047665185834,0.0,SPY,False
2012-01-23,-0.0009156632866027429,-0.00257672401372111,0.0,SPY,False
2012-01-24,-0.00040490380351375724,-0.0011394203186105845,0.0,SPY,False
2012-01-25,0.0029733877512595564,0.008367267458325722,0.0,SPY,False
2012-01-26,-0.001822873070923489,-0.005129659433262712,0.0,SPY,False
2012-01-27,-0.00016165631007001755,-0.0004549092469049443,0.0,SPY,False
2012-01-30,-0.0010723176883315228,-0.003414078020974487,0.0002185827150171793,SPY,False
2012-01-31,-0.00027605568737286987,-0.0003804012957800973,-0.00021853494705503795,SPY,False
2012-02-01,0.003111921683134931,0.008757109132881524,0.0,SPY,False
2012-02-02,0.0005633691949659708,0.0015853501549083493,0.0,SPY,False
2012-02-03,0.004981680979187349,0.014018708837169713,0.0,SPY,False
2012-02-06,-9.687358351504626e-05,-0.0006691276820255387,0.0002185827150171793,SPY,False
2012-02-07,0.0007578385220782341,0.0025290306713177113,-0.00021853494705503795,SPY,False
2012-02-08,0.0011954697933600493,0.002967593656363343,0.0002185827150171793,SPY,False
2012-02-09,0.0003060598563677366,0.001257702057562593,-0.00021853494705503795,SPY,False
2012-02-10,-0.0024844993888175878,-0.007388030621914177,0.0002185827150171793,SPY,False
2012-02-13,0.0025040711359881414,0.007443019880712276,-0.00021853494705503795,SPY,False
2012-02-14,-0.0003054676565314898,-0.001256122230049339,0.0002185827150171793,SPY,False
2012-02-15,-0.0017969019101934935,-0.004660141502530468,-0.00021853494705503795,SPY,False
2012-02-16,0.004075852950399295,0.011073141359381422,0.0002185827150171793,SPY,False
2012-02-17,0.0007994091269529016,0.0026460125110536747,-0.00021853494705503795,SPY,False
2012-02-21,-0.0005688896952675096,0.000440017778786439,-0.001125052103112144,SPY,True
2012-02-22,-0.0021127042662350683,-0.0032241816060735173,-0.0015,SPY,False
2012-02-23,0.0015674241703558848,0.004410812968626887,0.0,SPY,False
2012-02-24,-0.012435119982715279,0.002195542345055257,-0.020500303954322507,SPY,True
2012-02-27,-0.002044375976240941,0.001679709414992514,-0.004097286031396974,SPY,True
2012-02-28,6.943067045881899e-05,0.002916459364058932,-0.0015,SPY,False
2012-02-29,0.002747619139939193,-0.003925557177982153,0.006426221890332208,SPY,True
2012-03-01,0.0007334082545309799,0.005181360484209474,-0.001718534947055038,SPY,False
2012-03-02,-0.004218532276509762,-0.0030493251346658257,-0.004863060219854441,SPY,True
2012-03-05,-0.0008255979867656913,-0.004078155056063348,0.0009673810701185115,SPY,True
2012-03-06,-0.0061640720539956504,-0.014624940836980516,-0.0015,SPY,False
2012-03-07,0.00247887146173973,0.006975672952981293,0.0,SPY,False
2012-03-08,0.003676313602865773,0.009948816898327939,0.0002185827150171793,SPY,False
2012-03-09,0.0013744213178528608,0.003867692924351296,0.0,SPY,False
2012-03-12,2.5857866504669127e-05,7.276537843226016e-05,0.0,SPY,False
2012-03-13,0.0064056811579058,0.018025919249264,0.0,SPY,False
2012-03-14,-0.0005215755163766595,-0.0010713068376916324,-0.00021853494705503795,SPY,False
2012-03-15,0.0020574670164792952,0.00578981897207087,0.0,SPY,False
2012-03-16,0.0004920260363399776,0.0013845868036459485,0.0,SPY,False
2012-03-19,0.0015338768546898113,0.003919888691120477,0.0002185827150171793,SPY,False
2012-03-20,-0.0010343615800854794,-0.002910747172320649,0.0,SPY,False
2012-03-21,-0.0005818119025752128,-0.0016372488913435346,0.0,SPY,False
2012-03-22,-0.0025600379551050673,-0.007204079678055919,0.0,SPY,False
2012-03-23,0.0011488198624743202,0.0032328387196347563,0.0,SPY,False
2012-03-26,0.00498754734434789,0.014035217093210539,0.0,SPY,False
2012-03-27,-0.001245036390084147,-0.0031071632857382347,-0.00021853494705503795,SPY,False
2012-03-28,-0.001621155739968282,-0.004958536784351653,0.0002185827150171793,SPY,False
2012-03-29,-0.000748073684263257,-0.001708684437947472,-0.00021853494705503795,SPY,False
2012-03-30,0.0014699048386513228,0.004136388507712363,0.0,SPY,False
2012-04-02,0.0024588515236100236,0.007314738189412973,-0.00021796641036953002,SPY,False
2012-04-03,-0.0013126792495096978,-0.004089436124106394,0.00021801393008336056,SPY,False
2012-04-04,-0.003662268723301594,-0.00991041188688846,-0.00021796641036953002,SPY,False
2012-04-05,-3.7368123193643165e-05,-0.0005006444228071727,0.00021801393008336056,SPY,False
2012-04-09,-0.0038501367547646138,-0.011231005049693321,0.0002185827150171793,SPY,False
2012-04-10,-0.005964692967495975,-0.016784955593057704,0.0,SPY,False
2012-04-11,0.002876291910721376,0.00809403472353365,0.0,SPY,False
2012-04-12,0.004502115560600911,0.0130656205950892,-0.00021853494705503795,SPY,False
2012-04-13,-0.004365085031530201,-0.011888173456172768,-0.00021796641036953002,SPY,False
2012-04-16,-9.267460419766063e-05,-0.0006562797308975465,0.00021801393008336056,SPY,False
2012-04-17,0.005263570700440724,0.014811961143560204,0.0,SPY,False
2012-04-18,-0.0012008665566343852,-0.0033793008183551354,0.0,SPY,False
2012-04-19,-0.002140785130414859,-0.006420800859136877,0.0002185827150171793,SPY,False
2012-04-20,0.00045252689971599916,0.001669867919551482,-0.00021853494705503795,SPY,False
2012-04-23,-0.014353947040904863,-0.008408587879657925,-0.017631339023475745,SPY,True
2012-04-24,0.000383975088840706,0.0038016036830297306,-0.0015,SPY,False
2012-04-25,0.004724532458134859,0.013691513288744517,-0.00021853494705503795,SPY,False
2012-04-26,0.012465409336265155,0.006968843492869858,0.015495403040302115,SPY,True
2012-04-27,0.0012410962976009863,0.001640728073865727,0.001020798424253344,SPY,True
2012-04-30,-0.008481081531303364,-0.0037038428898199527,-0.01111454457328076,SPY,True
2012-05-01,0.011774875498727546,0.006220167851731073,0.014836919996636944,SPY,True
2012-05-02,-0.006210576975278111,-0.010826652833316516,-0.003665955263155829,UPRO,True
2012-05-03,-0.014729557997125702,-0.021990717746853017,-0.010726828119502707,UPRO,True
2012-05-04,-0.018467905355284933,-0.04924856634661401,-0.0015,UPRO,False
2012-05-07,0.000643258385887848,0.0014136420945796146,0.0002185827150171793,UPRO,False
2012-05-08,-0.004241750989552761,-0.011936507442115829,0.0,UPRO,False
2012-05-09,-0.0066012482475213225,-0.0185762551898645,0.0,UPRO,False
2012-05-10,0.0023047187113982817,0.006485598074555954,0.0,UPRO,False
2012-05-11,-0.0032713001108276925,-0.009205608300549062,0.0,UPRO,False
2012-05-14,-0.011650400812386573,-0.03278483257107634,0.0,UPRO,False
2012-05-15,-0.005998289200275425,-0.016879497135827815,0.0,UPRO,False
2012-05-16,-0.004116948985615865,-0.011585308125500404,0.0,UPRO,False
2012-05-17,-0.016510965493839607,-0.04646271386018208,0.0,UPRO,False
2012-05-18,-0.008789195396149523,-0.02473325202604848,0.0,UPRO,False
2012-05-21,0.018617963793941792,0.05239191643516561,0.0,UPRO,False
2012-05-22,0.00012884165815114918,0.001154316821887491,-0.00043645372414669037,UPRO,False
2012-05-23,0.0014853987816889993,0.004179989267594886,0.0,UPRO,False
2012-05-24,0.0027298398603764606,0.006889815630992668,0.0004366442991772246,UPRO,False
2012-05-25,-0.003191508442171602,-0.008981070403563107,0.0,UPRO,False
2012-05-29,0.012523496613408536,0.03524176947101387,0.0,UPRO,False
2012-05-30,-0.01565222681015662,-0.044046178633606825,0.0,UPRO,False
2012-05-31,-0.0020144411284104082,-0.005668741889893525,0.0,UPRO,False
2012-06-01,-0.026959703356951914,-0.07586600452267989,0.0,UPRO,False
2012-06-04,-0.0012323772059232557,-0.003467973420935741,0.0,SPY,False
2012-06-05,0.002690810879352041,0.007572081474329639,0.0,SPY,False
2012-06-06,0.007843503602252984,0.022468459970717447,-0.00021853494705503795,SPY,False
2012-06-07,0.0002154090375820577,0.0006061722120251911,0.0,SPY,False
2012-06-08,0.0028257572134324257,0.007951827462485017,0.0,SPY,False
2012-06-11,-0.004512053984585226,-0.01269715409954053,0.0,SPY,False
2012-06-12,0.004224114251012927,0.011490356354441511,0.0002185827150171793,SPY,False
2012-06-13,-0.0022724708634839453,-0.006394850956780829,0.0,SPY,False
2012-06-14,0.0037668960410813983,0.010600240970954689,0.0,SPY,False
2012-06-15,0.0034936327378653274,0.010227697589123563,-0.00021853494705503795,SPY,False
2012-06-18,0.0008296642355343797,0.001938197830416044,0.0002185827150171793,SPY,False
2012-06-19,0.0031558954714823355,0.009672603364285992,-0.00043645372414669037,SPY,False
2012-06-20,-0.0005762666106788911,-0.0016216441521327285,0.0,SPY,False
2012-06-21,-0.04759200637905938,-0.022438412309281452,-0.06145797903122169,SPY,True
2012-06-22,0.0016289553000102962,0.007701476351325898,-0.001718534947055038,SPY,False
2012-06-25,-0.005557103689911816,-0.01603449860106243,0.0002185827150171793,SPY,False
2012-06-26,0.0017859364187106568,0.005025717776830918,0.0,SPY,False
2012-06-27,0.003063224696506934,0.009016507021484266,-0.00021853494705503795,SPY,False
2012-06-28,-0.0008730879730123543,-0.002853435261544468,0.0002185827150171793,SPY,False
2012-06-29,0.008576606290089557,0.024926764956332947,-0.00043645372414669037,SPY,False
2012-07-02,0.001070389614368007,0.0030121319307370165,0.0,SPY,False
2012-07-03,0.002342961493969922,0.006593215249608875,0.0,SPY,False
2012-07-05,-0.0016033621934935772,-0.004511944431009884,0.0,SPY,False
2012-07-06,-0.0033771445741697568,-0.009503460113986728,0.0,SPY,False
2012-07-09,-0.00044598696554200095,-0.0012550304688772052,0.0,SPY,False
2012-07-10,-0.0030987235153941894,-0.008719968803841072,0.0,SPY,False
2012-07-11,5.2945717412812874e-05,0.00014899199681517317,0.0,SPY,False
2012-07-12,-0.0017216872831068,-0.004844917374550395,0.0,SPY,False
2012-07-13,0.006102755586912549,0.01677798238525119,0.00021801393008336056,SPY,False
2012-07-16,-0.0009782038537224154,-0.00235731403419448,-0.00021796641036953002,SPY,False
2012-07-17,0.002440153992109197,0.006866719983907199,0.0,SPY,False
2012-07-18,0.002632125519516321,0.00740693782583457,0.0,SPY,False
2012-07-19,0.001071832704670607,0.0026207042771075884,0.00021801393008336056,SPY,False
2012-07-20,-0.003391499864222456,-0.009148454263856909,-0.00021796641036953002,SPY,False
2012-07-23,-0.003593408193411942,-0.01011203716315845,0.0,SPY,False
2012-07-24,-0.002910936375978456,-0.008587014631542655,0.00021801393008336056,SPY,False
2012-07-25,0.00022065633753581149,0.0002244179964108195,0.0002185827150171793,SPY,False
2012-07-26,0.005721423252370102,0.01649681572485484,-0.00021853494705503795,SPY,False
2012-07-27,0.00669135057161207,0.01843328741636019,0.0002185827150171793,SPY,False
2012-07-30,-0.007685997450708045,0.0,-0.011922920021711745,SPY,True
2012-07-31,-0.003733884151045757,-0.0069945162365876445,-0.0019364537241466904,SPY,False
2012-08-01,-0.00016912361788779765,-0.0008714112233171312,0.00021801393008336056,SPY,False
2012-08-02,-0.0024535902654901146,-0.006904530354577387,0.0,SPY,False
2012-08-03,0.028627037433663804,0.019832817958681748,0.03347486977121933,SPY,True
2012-08-06,0.00811632880768023,0.00193820995842664,0.011522030067226519,SPY,True
2012-08-07,-0.007731539624363452,0.005013170647508947,-0.014757088482283576,SPY,True
2012-08-08,0.013503060627159036,0.0012112779455941691,0.020278932179991382,SPY,True
2012-08-09,0.001592758982483073,0.0008543752826162265,0.001999794579891301,SPY,True
2012-08-10,0.006330175146466234,0.001635602749109788,0.008918068244158861,SPY,True
2012-08-13,0.008625501324313953,-0.0004967336884016404,0.013654152930204666,SPY,True
2012-08-14,-0.016611135477771117,0.00014211259259555575,-0.025846399390124064,SPY,True
2012-08-15,0.000462603756797474,0.001136119005898939,9.132703193071023e-05,SPY,True
2012-08-16,0.009066173437416544,0.007378767774691042,0.00999635942624777,SPY,True
2012-08-17,0.009043322338728592,0.0013379230359105154,0.013290940222299263,SPY,True
2012-08-20,0.0002780429287383303,7.069282792615539e-05,0.0003923451163028169,SPY,True
2012-08-21,-0.009807417294934617,-0.003024565795223033,-0.013546478724397737,SPY,True
2012-08-22,-0.0008165642598971303,0.00042322364467839435,-0.0015,SPY,False
2012-08-23,-0.0029064767134573607,-0.008178976325099674,0.0,SPY,False
2012-08-24,0.0021473359115750813,0.006042714707291452,0.0,SPY,False
2012-08-27,7.533110341673698e-05,0.00021198563488789013,0.0,SPY,False
2012-08-28,-0.00035155995545690206,-0.0009893079614990974,0.0,SPY,False
2012-08-29,0.000276518379601885,0.0007781370721970937,0.0,SPY,False
2012-08-30,-0.0025615011484591017,-0.007208197180097575,0.0,SPY,False
2012-08-31,0.0016947896848802896,0.004769226137088189,0.0,SPY,False
2012-09-04,-0.00032725231158439434,-0.0009209049900141819,0.0,SPY,False
2012-09-05,-0.00016180936261980214,-0.0008508285293647999,0.00021801393008336056,SPY,False
2012-09-06,0.007212543721801601,0.020296472382257402,0.0,SPY,False
2012-09-07,0.01852807059231947,0.003895109724527668,0.026594521639040747,SPY,True
2012-09-10,-0.020362014662392805,-0.005680950816650432,-0.028454982578826615,SPY,True
2012-09-11,0.0024470991926191935,0.002786632761958785,0.0022599305846702222,SPY,True
2012-09-12,0.009632562737447607,0.003335408398932538,0.013103882565623004,SPY,True
2012-09-13,0.02881987723999358,0.015236575036816191,0.036307701697716355,SPY,True
2012-09-14,-0.009473265268447282,0.00443456015727306,-0.017139983848270035,SPY,True
2012-09-17,0.0004446953528395891,-0.0033962360377127743,0.0025620170156003264,SPY,True
2012-09-18,0.008163320764566053,-0.0008176548387156535,0.013114102818191697,SPY,True
2012-09-19,0.0007507645533435497,0.0005454390135593012,0.0008639506973013855,SPY,True
2012-09-20,0.003221153012984726,6.851471214575078e-05,0.00495905163456245,SPY,True
2012-09-21,0.0018009520767123485,-0.00041853272702407907,0.0030244478326320046,SPY,True
2012-09-24,0.003796170384540795,-0.0015077853285759835,0.006719987341367695,SPY,True
2012-09-25,-0.027876463757189034,-0.010641992754669816,-0.03737700284247791,SPY,True
2012-09-26,-0.0029643756220233933,-0.005620829005141159,-0.0015,SPY,False
2012-09-27,0.0034884787138810174,0.009421271577014334,0.00021801393008336056,SPY,False
2012-09-28,-0.001786585671365685,-0.004632142426086339,-0.00021796641036953002,SPY,False
2012-10-01,0.0009379039307394457,0.0026393103406670004,0.0,SPY,False
2012-10-02,0.0005098206673320879,0.0010391732342027726,0.00021801393008336056,SPY,False
2012-10-03,0.0013104663203760123,0.0040831226234403495,-0.00021796641036953002,SPY,False
2012-10-04,0.0025472183470671705,0.007168004635667469,0.0,SPY,False
2012-10-05,0.003296568913041098,6.828464288299863e-05,0.005076167537366562,SPY,True
2012-10-08,-0.004808788174441043,-0.003421394917737519,-0.005573591681322765,SPY,True
2012-10-09,-0.017541379313352624,-0.009887011545868352,-0.02176086595367538,SPY,True
2012-10-10,-0.003093823018212713,-0.0063805892813033616,-0.0012819860699166395,SPY,False
2012-10-11,0.00019863241657726812,0.0005589619297690085,0.0,SPY,False
2012-10-12,-0.001305636418233011,-0.0032787262652985705,-0.00021796641036953002,SPY,False
2012-10-15,0.003100006167497313,0.008328089668791172,0.00021801393008336056,SPY,False
2012-10-16,0.009759940675863046,0.010133040912269076,0.009554268370737586,SPY,True
2012-10-17,0.005986096235141808,0.0045352685792974246,0.006785868090532832,SPY,True
2012-10-18,-0.0005514861481277729,-0.002599250126437691,0.0005773481346614262,SPY,True
2012-10-19,-0.026202275558638556,-0.016664707747841345,-0.03145988025981139,SPY,True
2012-10-22,-0.0009173108944949153,0.00013971738591722627,-0.0015,SPY,False
2012-10-23,-0.004790540573175272,-0.013876318398626242,0.00021801393008336056,SPY,False
2012-10-24,-0.0010052056076765826,-0.0028287007526939245,0.0,SPY,False
2012-10-25,0.0008928622323033051,0.0029079630449042604,-0.00021796641036953002,SPY,False
2012-10-26,-0.0002011820256847893,-0.0005661366621286801,0.0,SPY,False
2012-10-31,0.00014054061486516468,0.0,0.00021801393008336056,SPY,False
2012-11-01,0.0037208339163242866,0.010470619761148381,0.0,SPY,False
2012-11-02,-0.012574401545091991,-0.00889210799065443,-0.014604273760626061,SPY,True
2012-11-05,-0.0003792820820726885,0.002049160770531744,-0.00171796641036953,SPY,False
2012-11-06,0.002780649081408817,0.007824890837745402,0.0,SPY,False
2012-11-07,-0.034599231217850426,-0.022663547727019617,-0.04117880232842874,SPY,True
2012-11-08,-0.005239883337442277,-0.012024225820887136,-0.0015,SPY,False
2012-11-09,0.00030909721838218623,0.0008698156154482994,0.0,SPY,False
2012-11-12,0.0002827660623657363,0.0007957183757649755,0.0,SPY,False
2012-11-13,-0.002884541708552202,-0.003471311273752553,-0.0025610837278907104,SPY,True
2012-11-14,-0.01571561872523665,-0.013498896715696596,-0.016937591484933012,SPY,True
2012-11-15,-0.0015682610943828267,-0.0016920902625152667,-0.0015,SPY,False
2012-11-16,0.001754570753238123,0.004937453166234507,0.0,SPY,False
2012-11-19,0.007192221444620067,0.020239284439491412,0.0,SPY,False
2012-11-20,0.004348194240381965,0.0004311535938901212,0.006507471293633051,SPY,True
2012-11-21,-0.0014668521926844897,0.0018674577171795548,-0.00330489767818265,SPY,True
2012-11-23,0.01891599472589749,0.013625196509937876,0.02183255858421107,SPY,True
2012-11-26,0.0019001246250533238,-0.0021221839706291323,0.004117430860956284,SPY,True
2012-11-27,-0.008947480642136116,-0.005104853274380816,-0.011065737215965599,SPY,True
2012-11-28,0.011632745662814076,0.008052551466914082,0.0136063353880862,SPY,True
2012-11-29,0.0060119972129483385,0.004665801734875519,0.006754090356045128,SPY,True
2012-11-30,-0.006222913724491679,0.00021110930640966252,-0.009769682712747363,SPY,True
2012-12-03,-0.002716898015799214,-0.0049244141765178995,-0.0015,SPY,False
2012-12-04,-0.0005025325633403265,-0.0014141527159400313,0.0,SPY,False
2012-12-05,0.0006289824489897151,0.0017699892572236031,0.0,SPY,False
2012-12-06,0.0012054534229727393,0.0033922084983011302,0.0,SPY,False
2012-12-07,0.0010761656075807067,0.0030283858754260873,0.0,SPY,False
2012-12-10,-0.004727569268627205,0.0004218333344290226,-0.00756618849222118,SPY,True
2012-12-11,0.0130040621869411,0.006807923844348807,0.016419696730818334,SPY,True
2012-12-12,-0.007825023179266725,0.0004886386304394641,-0.012407947073678205,SPY,True
2012-12-13,-0.008330752784687073,-0.006132200318902492,-0.009542709544438588,SPY,True
2012-12-14,-0.0022875055336230533,-0.0037160814451274726,-0.0015,SPY,False
2012-12-17,0.004176258308760446,0.011752207639131873,0.0,SPY,False
2012-12-18,0.015102779342003913,0.011129254555477974,0.01729319339853258,SPY,True
2012-12-19,-0.02184358027603608,-0.007429626070434292,-0.02978930343074543,SPY,True
2012-12-20,0.001077092690764433,0.005752072589384927,-0.0015,SPY,False
2012-12-21,-0.0032255648243833452,-0.0090769068307186,0.0,SPY,False
2012-12-24,-0.0010950768493361233,-0.0030816030912667047,0.0,SPY,False
2012-12-26,-0.0014977785985207481,-0.004214826714702968,0.0,SPY,False
2012-12-27,-0.0004763893751517365,-0.001340584427480307,0.0,SPY,False
2012-12-28,-0.003700178056776133,-0.010807981684929913,0.00021801393008336056,SPY,False
2012-12-31,0.005899259089950214,0.016996223646875253,-0.00021796641036953002,SPY,False
2013-01-02,0.009107988676082885,0.0256303528619517,0.0,SPY,False
2013-01-03,-0.00080285026166871,-0.0022592623062778205,0.0,SPY,False
2013-01-04,0.0017012749694647169,0.004391987479870352,0.00021801393008336056,SPY,False
2013-01-07,-0.0012524295610208483,-0.0027330380218113515,-0.00043624097306282916,SPY,False
2013-01-08,-0.0010225580451283316,-0.0028775314123181683,0.0,SPY,False
2013-01-09,0.0009033621896870624,0.002542108088542605,0.0,SPY,False
2013-01-10,0.002825145115699561,0.007950104987695328,0.0,SPY,False
2013-01-11,-2.4355802678951307e-05,-6.85384928658106e-05,0.0,SPY,False
2013-01-14,-0.00024162982782440214,-0.0006799588766919218,0.0,SPY,False
2013-01-15,0.00024179423796286622,0.0006804215353548582,0.0,SPY,False
2013-01-16,-4.829818137617421e-05,-0.00013591358918929597,0.0,SPY,False
2013-01-17,0.002436588589628352,0.006460552560582755,0.00021836982455814002,SPY,False
2013-01-18,0.000651586967982847,0.0022296472577223447,-0.0002183221495886123,SPY,False
2013-01-22,0.0019166638964851763,0.0053935916843723675,0.0,SPY,False
2013-01-23,0.0005717546601095435,0.0016089472890490342,0.0,SPY,False
2013-01-24,0.00023601579386467626,0.0002680264980567948,0.00021836982455814002,SPY,False
2013-01-25,0.00185710790937925,0.0056220457563720405,-0.0002183221495886123,SPY,False
2013-01-28,-0.0004255289357639388,-0.0011974605112586856,0.0,SPY,False
2013-01-29,0.0013969480847090439,0.00393108441548029,0.0,SPY,False
2013-01-30,-0.0013914780669654872,-0.003915691501642282,0.0,SPY,False
2013-01-31,-0.0007356551990422828,-0.0024663061081448,0.00021836982455814002,SPY,False
2013-02-01,0.003515068268202584,0.010287632258401569,-0.0002183221495886123,SPY,False
2013-02-04,-0.02595884857398551,-0.011240520438041357,-0.03407235851027568,SPY,True
2013-02-05,0.0027622311608499527,0.010098005511428365,-0.00128163017544186,SPY,False
2013-02-06,0.000258595449519631,0.0007277010167006104,0.0,SPY,False
2013-02-07,-0.00029939829524956106,-0.0013231218652164367,0.00026493151722800775,SPY,True
2013-02-08,0.008175207345909659,0.005564702825788137,0.00961425355870682,SPY,True
2013-02-11,0.004453414947965016,-0.0001973284654769314,0.007017147224319564,SPY,True
2013-02-12,0.0047901879808244854,0.001646811963849304,0.006522980748566942,SPY,True
2013-02-13,-0.0009215517157023607,0.0008549872533527569,-0.0019008726307208623,SPY,True
2013-02-14,0.004925417722329115,0.0009203225972229667,0.007133234995676752,SPY,True
2013-02-15,0.0020101568342690873,-0.0011819232440772875,0.003769797820248222,SPY,True
2013-02-19,0.016168493433733944,0.007494287656190535,0.020950167963305732,SPY,True
2013-02-20,-0.03576050710523315,-0.012463451798455205,-0.048603058784471076,SPY,True
2013-02-21,-0.0032678570266964765,-0.006078793718516384,-0.0017183221495886123,SPY,False
2013-02-22,0.0036135956714203354,0.00977271157836479,0.00021836982455814002,SPY,False
2013-02-25,-0.0069020765380750585,-0.019026753902404603,-0.0002183221495886123,SPY,False
2013-02-26,0.0024325346938176852,0.0068452788830541955,0.0,SPY,False
2013-02-27,0.004617763221510256,0.012598491183132055,0.00021836982455814002,SPY,False
