,N26_OVN,N18_LO,N20_TOM,N11,N27_OVN,N28_WOVN,N28_SEC,FULL_ERC
2017-08-03,0.0008983294040754598,-0.0019684750726893,-0.0019397381137699,-0.0016684193841959,0.0040165428837337,0.0008812039203801,-0.0013924410639038,4.665491672393631e-05
2017-08-04,0.00048436953602946925,0.0013126922730323,0.001822114099073,0.0015152026130824,0.0008773783864361,0.000494169585968,0.0022474528619433,0.001041008006015547
2017-08-07,-0.0003008596419613296,0.0015564878266248,-0.0005,0.0018937521898889,0.002094815356431,-0.0002957789994903,0.0022132130695056,0.0006427625926840462
2017-08-08,-0.0028205132757306035,-0.0013378072688254,0.0,-0.0122470386442455,0.002925126981336,-0.0028467996220688,-0.0029292501230141,-0.0026894083130969675
2017-08-09,-0.0025559036465272744,-0.0014839293513527,0.0,-0.0015133422471204,-0.0092613692479236,-0.0025592070144036,0.0002058482459009,-0.002573325052182587
2017-08-10,0.00021664909813314873,-0.0094462762841175,0.0,-0.0147703328425758,-0.0023599811267047,0.0002257370995078,-0.0166602415616461,-0.004338107660113026
2017-08-11,0.004040339320791703,0.001347173629765,0.0002182475236649,0.0014837281081292,-0.0034020855355096,0.0040434983921362,0.0018856303317884,0.0019043572463824433
2017-08-14,-0.00013567680815082983,0.0043299336607439,-0.0002181999020766,0.0102952952090679,0.0072643935290802,-0.0001498713270909,0.012142906206149,0.0033329731692742772
2017-08-15,0.0012757730697365945,-0.0009742122419475,0.0002182475236649,7.561088339953387e-05,0.0020986252800583,0.0012701814166884,0.0014493594447662,0.0007734362734743394
2017-08-16,-0.0022125640229235357,0.0014360498009043,-0.0002181999020766,0.0014519295483716,0.0019616548355601,-0.0022138391423384,0.0016118194990996,-0.0002870730876587163
2017-08-17,-0.00018897728700366725,-0.0067608718041954,0.0002182475236649,-0.0162958132848332,-0.0018850148608022,-0.0001553821508865,-0.0122653517236316,-0.00391925837363135
2017-08-18,-0.00025303379800822927,0.002353998269531,-0.0002181999020766,-0.0021421453147186,0.0081450298379375,-0.0002415634931469,0.0005728555791904,0.000954005323130949
2017-08-21,0.002384348592338631,-0.0007413875868122,0.0002182475236649,0.0012322776683921,0.0009364412328324,0.0024050420992705,0.0017713846343196,0.0013202702367480176
2017-08-22,-0.0035339504875656976,0.0049486177055243,0.0002194303526523,0.0106172560990615,0.0036603640478755,-0.0035255341705716,0.0084388078172234,0.0013853249202748388
2017-08-23,0.0018985003141464211,0.0004237585751133,0.0,-0.0035351165658387,0.0014360791867895,0.0018940604902118,-0.0025019329269427,0.0005065691738471883
2017-08-24,0.003140461827576534,-4.121724266438942e-05,0.0,-0.0024359796006103,0.0016041526953255,0.003142471749094,0.000731834317821,0.001326196137362836
2017-08-25,0.0029120047539653595,0.0012271724236343,-0.0002193822135357,0.0022106496583589,-0.0004684475938164,0.0029196530377288,0.0021191564729907,0.0017734314733960802
2017-08-28,-0.0044269086548837915,0.0003838037224444,0.0002194303526523,0.0002081462039013,-0.0008831284337273,-0.0044284776189843,0.0002283360999305,-0.0019243681622231994
2017-08-29,-0.0003051592032983114,-0.0001485583180792,0.0006448932997393,0.0010011633386472,-0.0078261351955503,-0.0002920236054841,-0.0011762537408624,-0.0009350405177239475
2017-08-30,0.0026803515676482566,0.0015326726452468,0.0047376132650596,0.0052915507282599,0.0017873114377465,0.0026733680915005,0.0021078660897815,0.0029005657143772435
2017-08-31,0.0017513546015905156,0.0055360780551155,0.006016115484817,0.0061413902734549,-0.0021681250336841,0.0017533382494017,0.0061375563513137,0.0031522452593657742
2017-09-01,-0.0007461404946141558,0.0013959099269785,0.0014139130515997,0.0019770971137668,-0.0083046901778366,-0.0007501050841184,-0.0003320663255454,-0.0006967213696316115
2017-09-05,0.002537100212008287,-0.0029765692851151,-0.0071820302843879,-0.0083323265377882,-0.0047965740406877,0.0025263970955971,-0.0077169170556888,-0.0021560423805339936
2017-09-06,0.0018640345190143604,0.0021106278734713,0.0034137394901438,0.0038920795326364,0.0019636537914454,0.0018758245129272,0.0026172146954962,0.002373453896124876
2017-09-07,-0.0014191789412936113,0.0020959789149001,-0.0001214943507255,-0.0002600153520844,0.0001537264243258,-0.0014158201603396,-0.001524054416375,-0.0004202538105561473
2017-09-08,0.004195236108826137,-0.0025902405215936,-0.0007187050855183,-0.001636328427363,-0.0024733830371072,0.0041834821819095,0.0044510293873722,0.0011638378152520942
2017-09-11,0.0016577447678509346,0.0037621141554044,0.0,0.0111978003608614,0.0076781036606774,0.0016640703716396,0.0127565000021946,0.004251294347723188
2017-09-12,-0.00128131531603076,0.0017242538279953,0.0004376083641934,0.0112157861405187,0.0043161638656997,-0.0012856632423638,-0.0053715050373635,0.0011904866349346426
2017-09-13,-0.001606834664690851,-0.0007037267989018,0.0,0.011917095931168,-0.0014961121400568,-0.0016278008597563,-0.0033310083367283,0.00015855805315605797
2017-09-14,-0.0007082878875395628,0.0003090487306929,-0.0002187597052205,-0.0049374376175317,-0.0016744793870528,-0.0006977430735711,0.0021164273408973,-0.0009092837398571164
2017-09-15,6.728397722957765e-05,0.001350471515343,0.0,0.0075944035736864,0.0003048724148878,5.515164743674422e-05,0.0007653209450993,0.0011807713339740834
2017-09-18,0.0010439040179002481,0.0001152713250604,0.0,0.0158362252038238,0.0096731015903625,0.0010487061755416,-0.0032063291766563,0.003188556164286097
2017-09-19,0.0002178504080980991,0.0008958930670015,0.0004379226009465,0.00087019112625,-0.0025563475159135,0.0002074639604821,-0.0001021544555322,8.211666795835932e-05
2017-09-20,-0.0016157366647728407,-0.0004936610500729,0.0,0.0002331278420963,0.0005568745377456,-0.0016297460436702,0.0001470559885126,-0.0006896152215239044
2017-09-21,-0.000930475985035316,-0.0020527734951298,0.0,-0.0027375177874773,-0.0011557867149297,-0.0009456050840536,-0.0042244422736116,-0.0014332721945980419
2017-09-22,-0.0019499755315263575,0.0008625313229081,0.0,-0.0020046326345241,-0.0026639649327181,-0.0019867635102944,-0.0010037258657461,-0.001327146705904273
2017-09-25,0.0003166684927708458,-0.0004972765798227,0.0,-0.0023539967312695,-0.0031811177204089,0.0003386287806249,-0.004321461170418,-0.0008321899138750075
2017-09-26,0.0023838319783058845,-0.0014471145725417,0.0,-0.0003406695111274,0.0086645950013046,0.0023790986755859,-0.0030821448454115,0.0015873769158933483
2017-09-27,-0.0014044695443798626,0.0013987376725031,0.0033945745640228,0.0038446067227549,0.0138084237209441,-0.0014158492900768,0.005488384127461,0.002350087643156132
2017-09-28,0.00017069881563247898,0.0006131389278686,0.0011995675034417,0.0048682529327656,0.0023135902289374,0.0001912990447449,0.0031752016646945,0.0013284658762339123
2017-09-29,0.00036996839196006535,0.0018014253085321,0.0035153228290798,0.0095128500534555,0.0027590223063023,0.0003690601939277,0.0015053119996489,0.0023398962451512857
2017-10-02,0.0006421909425422313,0.0001039926293214,0.0043385676630121,0.0106150634188037,0.0016370587262078,0.0006462155958958,0.0063769624063395,0.002592728758639774
2017-10-03,-0.0005230076581080028,0.0022616126710888,0.0021401966583209,0.0039780937896663,-0.0015825556733763,-0.0005317706307942,0.0011742392147069,0.0007093197119038771
2017-10-04,0.0016269876388455558,-0.0002390588581181,0.0011863057522356,0.0008310420764418,0.0021742415305945,0.0016454429389075,-0.0003528201650131,0.0011419779963039256
2017-10-05,-0.0026744575573180987,0.0031412064672823,0.0059251887873141,0.0162355619391969,0.001407055885231,-0.0026856996763544,0.0067394176001186,0.0024197474559824947
2017-10-06,0.0014561925097504149,-0.0019922890465783,-0.0007187569769752,-0.0011747774266975,-0.0012535790562315,0.0014685722883853,-0.0030620104921962,-0.00021462970633276613
2017-10-09,0.0031312322039354096,-0.000544178921127,0.0,-0.007831293298944,0.002299780860049,0.0031411427452254,0.0014621441227825,0.0007577806891819973
2017-10-10,3.11084753320275e-05,0.0031857482987051,0.0,0.0014252717538822,0.0061445271344666,2.977676864216014e-05,0.0008561955331311,0.0014234952391912739
2017-10-11,-0.0012209695800556454,0.0009805359708763,0.0,0.0016722863477649,-0.0014009543065795,-0.0012170850031437,0.0020620748134384,-0.00022756878179934622
2017-10-12,0.002867366482591322,-0.0006477018934702,0.0004380194310171,-0.0012361133943946,0.0018540627311914,0.0028961834703075,-0.0014136057350404,0.0012018907933208488
2017-10-13,0.0011568608262935176,0.0023107599134602,0.0,0.0009384122668734,0.0049573790705291,0.0011680426002995,0.0030173229993427,0.001728211044691836
2017-10-16,-0.0013399119476030599,0.0004728469173366,-0.000219118610747,0.0059230092690676,0.0057940323898634,-0.0013513757202443,0.0017173258704415,0.0008998339600478722
2017-10-17,0.0018871866252316417,-0.0007038513325094,0.0002191666342354,-6.859620282436655e-05,0.0014217824050528,0.0018709254776807,-0.0006621285029825,0.0008570721036057719
2017-10-18,-0.0030923007288989,0.0008478187101314,0.0,0.001017105744501,0.0026162765194748,-0.0031010994515695,-0.002320651503255,-0.0009580101168217387
2017-10-19,0.002826448575750471,-0.0016447232710564,0.0,0.0003186419326169,-0.0097919478010282,0.0028111144736023,-0.0007534412687224,-0.00014740107420440105
2017-10-20,0.0003614145146095592,0.0017441007243829,0.0002192210026212,0.0052364500319777,0.0056705137864817,0.0003601675511498,0.0057543598661144,0.0020538453802442166
2017-10-23,0.0018607897765415722,-0.0024307067881224,-0.0002191729553062,-0.0147802490360913,0.003618383631283,0.0018543131449567,-0.0039278697773909,-0.0010923143261005264
2017-10-24,-0.0011881939755768363,0.0014481749235542,0.0004374180865005,0.0009887517290176,0.0094139040001747,-0.0011920687570491,0.0048070412073011,0.0012397009511953025
2017-10-25,0.0014922303331410887,-0.0017657397303581,0.0,-0.0049400063201433,-0.0022401075809656,0.0014515693598238,-0.0070335492755196,-0.0008782967080368466
2017-10-26,0.0039824033241216625,-0.0002942850758015,0.0,0.0007281613238329,0.0045208269129667,0.0041192508555055,0.0067708863754916,0.002753425547352041
2017-10-27,-0.0022187453169943898,0.005735106277525,0.0076761013148893,0.0090394553217258,0.0106728792992684,-0.0021973528552101,-0.0018491310506389,0.0029432944265982254
2017-10-30,0.001515676467556779,-0.0011426457687015,-0.0037248719892196,-0.0076144167586548,-0.0027903069087958,0.0015212055909783,-0.005252439608863,-0.0014525941638272053
2017-10-31,0.004511217839941118,0.0023911639189098,0.0015581607472983,0.0071365584783841,0.0017940749623451,0.0045051303705925,0.0008005559197279,0.0035972859263495513
2017-11-01,-0.0002683488667416194,1.8586858371888465e-05,0.0013219594272497,-5.877659112869652e-05,0.0053170879863339,-0.0002720828862102,0.0021926742338741,0.0007762950577754957
2017-11-02,0.000824949168178424,0.0015750344834998,0.0003883022623853,0.0036908693793842,-0.0078781663205881,0.0008687589214337,0.0008696662869034,0.00023014807901892336
2017-11-03,-0.00010293257518334202,0.0007795090059936,0.0033386579589398,0.0039257002686205,0.0025665459945093,-0.0001063407439014,0.0011122696668207,0.0012719414064072587
2017-11-06,-0.00015358992434954296,0.0037253416463612,0.0015476420589441,0.0042184654329905,0.0023018990143792,-0.0001674869239212,-0.0010548833365854,0.0013618776912247346
2017-11-07,-0.000112260276640343,-0.0019131136184182,-0.0005,-0.0018751240786693,-0.0014172940242704,-9.208118833710084e-05,-0.0005950278760985,-0.0008103924620910818
2017-11-08,-0.004916723888498464,0.0011523051106661,0.0,0.0013531098084185,-0.0053100827991498,-0.0049319390499807,0.0005583400320483,-0.0024064832673799962
2017-11-09,-0.0013171732029233472,-0.0021965848743882,-0.0002186919275457,-0.0081316013101505,-0.0062049722694809,-0.0013229542485108,-0.0044926100791808,-0.0028574114945193367
2017-11-10,-0.002799321867091635,-0.0005617735011608,0.0002187397641664,-0.0013061636004837,0.0052793965856517,-0.0027954076117509,-0.0022764851229404,-0.0009744543764120177
2017-11-13,-0.003743850778459315,-0.000215097085515,0.0,0.0009331501961985,-0.0044741493667247,-0.0037415936359485,-0.0002982191386824,-0.00210293467029997
2017-11-14,-0.00357591108889226,-0.0029951543300483,0.0,-0.002227907284096,0.0009064090685393,-0.0035591632547405,-0.0090975121644318,-0.002741046735527885
2017-11-15,0.003787385226778549,-0.0029185092222905,0.0,-0.0055059550684031,-0.0027153729629457,0.0037961373905261,-0.0082554729551345,-0.00023116882462419306
2017-11-16,-0.0008338864477072691,0.0066508818520597,0.0002189989353991,0.0086453340143735,0.0033077052057765,-0.0007996649417896,0.0073847103269902,0.002509737455329287
2017-11-17,0.00022793504736682017,0.0008598991019604,-0.0002189509853663,-0.0027876483055834,0.0130288461918198,0.0002168159494343,-4.591937002562657e-05,0.00137836150651012
2017-11-20,0.0038336507486945825,0.000401268503371,0.0002189989353991,0.0016445138177967,0.0026240746457965,0.0038431806321329,0.0009290674156399,0.0023191060611442026
2017-11-21,0.001577479241487725,0.005421988784212,0.000219257926,0.0179731448030095,0.0037384300356698,0.0015916979974381,0.0060252842975431,0.004401624385173879
2017-11-22,0.002112331821507703,0.0007620556523784,0.0,0.0018699159501806,0.0011402023208182,0.0021066225010421,-0.0001961334744451,0.001375557847833753
2017-11-24,0.000695333841092601,0.0014563953080559,-0.0002192098625002,0.0036565266703348,-0.0007923548441055,0.0006849513105728,0.0045145771520375,0.0011062221953332214
2017-11-27,0.0022532980114216778,-0.0028536215881743,0.0,0.0002314078750856,-0.0063600393053269,0.0022515817795847,-0.0053710586520329,-0.00048462084129342935
2017-11-28,0.0003877278824899901,0.0030543384447527,0.009644771879565,0.0150441794658229,-0.0004758577513893,0.0003601757676293,0.0073693667196566,0.0038689599985062073
2017-11-29,0.002692584924519132,-0.0035126437965521,-0.0006083827426117,-0.0076776064449378,0.0014739756342726,0.0026787583265809,-0.0050374421885751,-0.0004472021556867201
2017-11-30,-0.001341578888369029,0.000540053332321,0.008754755676301,0.0078780784104075,0.0079703129323109,-0.0014077676128392,0.009801224024735,0.0029135095468345983
2017-12-01,0.006955201123035352,-0.000779331182983,-0.0020755865404261,-0.0018993760892468,-0.0068942834719585,0.0069225743533273,-0.0016676461420895,0.0015783739007259223
2017-12-04,0.0002575232345411796,-0.0035017756634437,-0.0012096477163755,-0.0013010789207005,0.0071336635622832,0.0002251925338937,-0.0020546608016786,-3.135442008691996e-05
2017-12-05,-0.001898006922231005,-0.0021645911571043,-0.0035966598118963,-0.003662944801578,-0.0063812792097614,-0.0019243980654274,-0.0037816082274703,-0.002973385038750785
2017-12-06,-0.0019074428366041625,-0.0025593470937558,0.0001898139240925,-7.040503817364494e-05,-0.0064967632811778,-0.001916530750661,-0.003389743570492,-0.002174570644409725
2017-12-07,0.0037314843324879427,0.0001962950603856,-0.0003907721041772,0.003415210132681,0.0077884978206839,0.0037622288764515,0.0041216502481002,0.0031668498556522186
2017-12-08,0.0002908514864615112,0.0031868514439974,0.0001097272770966,0.0146433261223898,0.0093941233406496,0.0002866831892872,0.0066740969062733,0.0037849669118033605
2017-12-11,0.0006610273469819191,0.0011578947140707,-0.0001097152383422,0.0147606821590224,0.0002055255339138,0.0006383738815479,0.0044552276415053,0.0024285015993781678
2017-12-12,0.0008878021484431862,-0.0010419890637332,0.0001097272770966,0.0009517432446346,-0.0033698332651514,0.0009212760088621,0.0025016093364833,0.00012611647260639004
2017-12-13,0.0010036107897777636,0.0034713196276642,-0.0001097152383422,0.0008132604538061,0.0027951356718248,0.0010079126685155,-0.0025650447663811,0.0012182723314113726
2017-12-14,0.0046294738300574345,-0.0021672054975924,0.0001097272770966,-0.0026055529868338,0.0014357747026462,0.0046212218844305,-0.0033976160278433,0.0013696378330874243
2017-12-15,0.00650221547197731,0.0039895699616319,0.0001097152383422,0.0192166205880063,-0.0004964035466877,0.0064992003848799,0.0067927990812965,0.006031937219179031
2017-12-18,0.0007663973844081403,0.004721053835795,0.0001089875243023,0.0115832433967262,0.0060427276451239,0.0007320112796907,0.0083613015578149,0.0035960040418752622
2017-12-19,0.003227133901390225,-0.0049291988196502,2.167245518869265e-05,-0.0059810188261257,-0.0033360420310847,0.0032162156097378,-0.0045776932814337,-0.0006866288677190383
2017-12-20,0.0016618709334145993,-0.0013790516347694,0.0,-0.0015981428959986,0.010676904477204,0.0016406270422406,-0.0013412291837225,0.001472391433661496
2017-12-21,-0.00018736770128089178,0.0018703571682668,0.0,0.0031022534270557,-0.0028347736643147,-0.0002018029313358,0.0043639630815188,0.0005003390589065362
2017-12-22,-0.0014787028482201952,0.0022447553612128,0.0002190710610092,-0.0020920862181105,-0.0019500824698983,-0.0015140383692897,-0.0017930274963188,-0.0008582045075048324
2017-12-26,5.612982521163316e-05,0.002031011850159,-0.0001096648456306,-0.0024226239086518,-0.0075183111878994,4.951274480380032e-05,-0.0024307096678559,-0.000964046398535366
2017-12-27,0.0020955015024203285,0.0026111850231799,-1.3502258827513112e-05,0.0008996763560068,-0.0002273027876711,0.0021146214654793,4.947813762708664e-05,0.0014049361096828954
2017-12-28,0.002646606213690057,0.002277506593285,0.0020573037200404,0.0016395565679532,0.0032855274026988,0.0026334805351986,0.0027900432200604,0.002485952707797008
2017-12-29,0.004760316987294984,0.0001466184606124,-0.003770333082655,-0.0035812737561444,0.0006708240997552,0.0047777612144778,-0.0060822023464549,0.0009730378991032605
2018-01-02,8.300119015150807e-05,0.0050355084884519,0.0071573983852442,0.0073477739280215,0.007838863482863,8.89933114143217e-05,0.0093036973654965,0.003955578144997107
2018-01-03,0.003300762757822315,0.003256885987386,0.0063252184787558,0.0127117016747996,0.0030634456888841,0.0033009271681119,0.006101488999623,0.004861938119090091
2018-01-04,0.0019676228167778507,0.0013360423810609,0.004214814055149,0.0054289610255122,0.0049130135105326,0.0019739995429574,0.005865356007871,0.0031052875260629675
2018-01-05,-0.00047287474094713077,0.002068115883416,0.0066640680245944,0.0070349232697631,0.0023298838590401,-0.00046830840692,0.0070878224918193,0.0023924059120797145
2018-01-08,0.0003197972685098033,0.0004327499581093,-0.0003903710984294,0.0056492926705367,0.0039681127853033,0.000313333143374,0.0011806894116982,0.0013305196205727666
2018-01-09,-0.00222772999374607,-0.0032593592308944,0.0,-0.0009516349669576,0.0017821282182688,-0.002238442837629,-0.0017036644753209,-0.0014926371425939679
2018-01-10,0.0018258798528140662,-0.0017914967823292,0.0,-0.0026249671385908,-0.0045372254490007,0.0018215368547123,-0.0017821216797819,-0.00040331338223096306
2018-01-11,0.001575100698628336,0.0042637407976514,-0.0001096168843919,0.0081707784284927,0.0017754883170942,0.0015520008601066,0.0136154001876398,0.0033055908592714207
2018-01-12,0.004452392359205028,0.0053158498423863,0.0003281715115046,0.0062556682819846,-0.0012743700610507,0.0044626102653103,0.0094817062731017,0.0039672337460087085
2018-01-16,0.0031451733589140697,-0.0018445589819652,-0.000218470914004,-0.0038377925791502,0.0176020547122227,0.0031462903584098,-0.0078969199125544,0.002165653248611214
2018-01-17,-0.0010488400614077798,0.0027572624543253,0.000218518653974,0.0103460810732605,0.0053564882617728,-0.0010529048681903,0.0063691203548086,0.0021725412701358465
2018-01-18,0.0021003155081441775,-0.0035444931935111,0.0,-0.0016165004403165,0.0021791238704395,0.0021141037458599,-0.0034637654118084,0.00023158956364568515
2018-01-19,-0.0013054891326187764,0.0034026405537191,0.0001100014840498,0.0044309344730703,0.0035497571453931,-0.001303988568751,0.0048482195503853,0.0011741133499862688
2018-01-22,-5.048209817461435e-05,0.0041070360092729,0.0001083553737626,0.0087939300695502,0.003620765801323,-1.730673632556286e-05,0.0136021425298897,0.002886080767089485
2018-01-23,0.003585739466237756,0.0050092128600546,0.0,0.0024880724584269,0.0177604425429048,0.003588736000732,0.0026331001860649,0.004829438695677792
2018-01-24,0.003370034938630088,0.0029723793420245,0.0001094668951993,-0.0005897083657956,-0.0037381698713426,0.0033957014436656,0.0027619177284916,0.001632280895010759
2018-01-25,0.0031692786190398413,-0.0019665811887016,0.0,0.0004694521591125,0.0112267043700721,0.0031879865750955,-0.0038690074887841,0.0021946272681279693
2018-01-26,-0.0027504932259022953,0.004856122447841,0.0002190119304834,0.012267108973717,0.0065944252180689,-0.0027479323301635,0.0075380716552858,0.002182238484272577
2018-01-29,-0.006309326129532812,-0.0073828602978479,-0.0071299204157898,-0.032072754512416,-0.0007074922665214,-0.0063147738783861,-0.007274943133576,-0.008918258845807974
2018-01-30,0.005139883914770586,-0.006991034053013,-0.0102571884936358,-0.0119415866767621,-0.0093690842490558,0.0051685900365739,-0.0120612848906262,-0.0031833225034083217
2018-01-31,-0.004898813828672962,0.0044069361435469,0.0004973347398744,0.0044566760966132,0.0093451289539804,-0.0049447255287165,0.0016463729729776,0.000254058875942264
