,N26_OVN,N18_LO,N20_TOM,N11,N27_OVN,N28_WOVN,N28_SEC,FULL_ERC
2017-06-01,0.002256800128356616,0.0039525589485691,0.0079522829497062,0.0085403903557665,-0.0114586725904903,0.0022877584540816,0.0063264886752278,0.0025814372938120643
2017-06-02,0.00010751442218755116,0.0054421743800864,0.0033284586030555,0.0032868518841331,0.0121158846137938,0.0001146015625362,0.0046243961634064,0.0033229052395018625
2017-06-05,-0.0011277406103717903,-0.0013072878420079,-0.0007371796927572,-0.0003297932217114,0.0038011546112881,-0.0010792431420579,-0.001656022702707,-0.0004765637586826631
2017-06-06,0.00048815627230890384,0.0001840115347041,-0.0031968259930239,-0.0033384953302818,-0.0014137452550728,0.0004985574747047,-0.0042423976107867,-0.0009308212166314221
2017-06-07,-0.00029222545700168103,-8.842429772986285e-05,-6.246089089706431e-05,0.0018784780128899,0.0010987426717081,-0.0002770488862578,0.0027462943634135,0.00036324155148975234
2017-06-08,-4.357242749436713e-05,0.0001382261017036,-0.0002188279080236,0.0002983504651234,0.0057406228258052,-6.932665877488792e-05,-0.0041657529745658,0.0004055542353228114
2017-06-09,-0.0024484426220599703,-0.0039011556222946,0.0002188758041579,-0.0013448735736454,0.0066027062430286,-0.002530100890815,-0.0100196392124165,-0.0016844969360284342
2017-06-12,0.002009361758887776,-0.0018183159990796,-0.0002188279080236,-0.0006157202399721,-0.0148513378275295,0.0020312257278607,-0.0027689546903362,-0.0013614360650522352
2017-06-13,0.002477047968192413,0.0025080268774266,0.0002188758041579,0.0052687193869131,0.0099254082022494,0.0025193034179492,0.0067015515947459,0.0036603814319594624
2017-06-14,-0.00782767613639497,-0.0013719267459498,-0.0002188279080236,-0.001379631580356,-0.0010073627449456,-0.0078514514504146,-0.0033130700505084,-0.004158690407573836
2017-06-15,-0.0009186447507685111,-0.0032912557399443,0.0,-0.0022506317049183,-0.0116715286072716,-0.0009187143841439,-0.0025137714402642,-0.0026598674658441
2017-06-16,0.0029948576286652714,-0.0005153315092644,0.0004379570290613,0.0002823248501839,0.0041771189576579,0.0030407463905806,0.0023819458299549,0.0019555093917268005
2017-06-19,-0.0013584421860752115,0.0025527532834451,-0.0002189853187437,0.0173197433039032,0.0130147172170754,-0.0013450905400486,0.0064918123881122,0.0036360627253241387
2017-06-20,0.001182644601011298,-0.0044212330457014,0.0,-0.0150473274794711,0.0054876467270777,0.001184560333661,-0.0067263253592466,-0.0016588090147000999
2017-06-21,0.0009637921439563045,-4.705868918986056e-07,0.0002190332838172,-0.0015655261988788,0.0008392241812027,0.0009885156720786,-0.0023618985544111,0.00022639251258365403
2017-06-22,0.0006589666493659396,0.0020076951237121,0.0002185746571052,-0.0002632184599401,0.0035313078794677,0.0006466354827334,-0.0021217466158665,0.000865355774529205
2017-06-23,0.0008754283666121403,0.0031950070787574,-0.0002185268926645,0.0035674066813878,-0.0016817505177276,0.0008896990905026,0.0021913750377233,0.001202893532183833
2017-06-26,-0.0004877764089169077,9.037765296770097e-05,-0.0002189853187437,0.0073471785127937,0.0032959158920986,-0.0005126946510829,0.0005770253184256,0.001017582286024375
2017-06-27,0.003915376025300516,-0.0040127434823719,0.0,-0.0196838298396518,-0.0013456054500811,0.0038969412507701,-0.011668655852012,-0.0020153421276908868
2017-06-28,-0.0015211755845735728,0.0058830547000215,0.0084503594206257,0.0082455228853671,0.0029208362914036,-0.0015920386216984,0.0089448162473062,0.003031459726192545
2017-06-29,0.0016533654215375169,-0.0071118862908239,-0.0087889744283476,-0.0268755777535052,-0.0034367344606102,0.0016454230224329,-0.0118535274454885,-0.005576127536673271
2017-06-30,0.0016450666527437303,0.0003724583726176,0.0018646128136825,0.0008582634350778,0.0038583785632149,0.0016264850358814,0.0019970955062786,0.001656554690680577
2017-07-03,0.0014431342052648333,-0.0021748370238305,0.0016953712598724,0.0018150345103436,0.0003139473218227,0.0014534794229619,0.0003296225241735,0.0007612787125913865
2017-07-05,-0.004692045536915065,0.0002370656336643,0.0023120254750084,0.0021742754946631,0.001680231788269,-0.0047217002034561,0.0028123919696592,-0.0011488746771355781
2017-07-06,0.0009641904674798908,-0.0041840917044003,-0.0091443952331482,-0.0093300721987862,-0.0065978130872215,0.000959409265442,-0.0097358666767658,-0.003705058577813711
2017-07-07,-0.0017686211607200507,0.0023470055487975,0.0064852804146524,0.0065331419250812,0.0042643396291865,-0.0017480304997063,0.0065624689730696,0.0019808233411770706
2017-07-10,-0.0011904934300824717,0.001363023684247,-0.0005,0.0009895904519802,0.0017576468083371,-0.001199408362555,-5.9666756679491954e-05,-6.29199106209266e-05
2017-07-11,0.005420001481614822,0.0012344191207134,0.0,-0.0008167267448078,0.0002815802032767,0.0054609054225511,-0.0036006289555839,0.0022974083233331453
2017-07-12,-0.00016621690735382468,0.0050762775768002,-0.0002184004873779,0.0158141487219018,0.0010703030656178,-0.0001573529440015,0.00519521147658,0.002927463684178994
2017-07-13,0.001475326133662481,0.0011117533699119,0.0,0.0052172527809935,-0.0003199949514275,0.0015389711701336,0.0020622031752236,0.0015171981536018274
2017-07-14,0.0006059410890883253,0.0030534426664982,0.0004374096642796,0.0104687098828188,-0.0001429920797159,0.0006288780503189,0.0022433687333585,0.002105101136430197
2017-07-17,-0.0011821549624177184,-0.0002939943511642,-0.0002188657337219,0.0083804577101423,0.0027911060693705,-0.0011550534892162,-0.0024685899119826,0.0005357211427025249
2017-07-18,0.0012414215758313717,0.0007475683387111,0.0,0.0049545506272207,0.0064353844203375,0.0012552849221703,-0.0004480207868963,0.0019368979510665566
2017-07-19,0.0005020483504835985,0.0029675139772058,0.0,0.0092932666161811,0.0019829639789326,0.0005145043212796,0.0021634921423268,0.0020981583592344305
2017-07-20,-0.0014441891039038914,0.0004949679967196,0.0,0.0033227558897726,0.0022396951114027,-0.001452382124316,-0.0013136544776296,-6.799381842893446e-06
2017-07-21,-0.0003117477950502192,-0.0009342775133797,0.0,0.0019000757038821,-0.0047721637284776,-0.000303645669897,-0.0010343105439375,-0.0006740933374436953
2017-07-24,0.0020519423738138177,0.0005668704378694,0.0,0.0051734535766388,0.0013641079583851,0.0019679287878302,0.0015632705681981,0.0018122312118936817
2017-07-25,0.0011275868502429948,0.0006896327802022,0.0,0.00063115055278,-0.001501630051061,0.0011375199588718,0.0004571526883682,0.0005317681238719623
2017-07-26,0.002610102210747638,0.0011350437016137,0.0002189136464179,7.927734416891054e-05,0.0018023619557107,0.0026636984143195,-0.0020910460800188,0.0014450786510790449
2017-07-27,-0.0021339274353680505,-0.0018371818467883,-0.0014293907218185,-0.0037402572785313,0.007841973817481,-0.0021672441787219,-0.0054221237837002,-0.0012558317627216233
2017-07-28,0.0013922072822337424,-0.0003310122009507,-0.0011733032598959,-0.0027781090106082,-0.0063227880589324,0.001395076549922,0.0013280790708029,-0.0005336408945202049
2017-07-31,0.002779321248516707,-0.0003949371531846,-0.0005668797542581,-0.0004840931629306,0.0009850579246477,0.0027772302128322,0.000492021074599,0.0011823007439021444
2017-08-01,0.0010960160651904648,0.0013275922431267,0.0022288534082355,0.0022697772507538,0.0006982992274762,0.0011646895223864,0.0033316829890928,0.0015042969730233923
2017-08-02,0.00011480275689649473,-0.0004275095972753,0.0004850104167493,0.0005588944160938,0.0041053850018802,0.0001340052155989,0.0007029241860552,0.0006226847258406707
