label,n,cagr,vol,mdd,sharpe,cagr_mdd,navx
[static] 100% TQQQ @ 21d,3834,36.42663584267083,61.31,-81.65984789330724,0.817,0.4460776842281666,112.82
[static] 100% TQQQ @ 10d,3834,36.42663584267083,61.31,-81.65984789330724,0.817,0.4460776842281666,112.82
[static] 100% TQQQ @ 5d,3834,36.42663584267083,61.31,-81.65984789330724,0.817,0.4460776842281666,112.82
[static] 100% TQQQ @ 3d,3834,36.42663584267083,61.31,-81.65984789330724,0.817,0.4460776842281666,112.82
[static] 100% TECL @ 21d,3834,34.2621796792687,65.38,-77.95580204011023,0.78,0.439507756736823,88.46
[static] 100% TECL @ 10d,3834,34.2621796792687,65.38,-77.95580204011023,0.78,0.439507756736823,88.46
[static] 100% TECL @ 5d,3834,34.2621796792687,65.38,-77.95580204011023,0.78,0.439507756736823,88.46
[static] 100% TECL @ 3d,3834,34.2621796792687,65.38,-77.95580204011023,0.78,0.439507756736823,88.46
[static] 100% SOXL @ 3d,3834,31.954931002348808,89.03,-90.46051529665431,0.761,0.3532472802919205,67.95
[static] 100% SOXL @ 5d,3834,31.954931002348808,89.03,-90.46051529665431,0.761,0.3532472802919205,67.95
[static] 100% SOXL @ 10d,3834,31.954931002348808,89.03,-90.46051529665431,0.761,0.3532472802919205,67.95
[static] 100% SOXL @ 21d,3834,31.954931002348808,89.03,-90.46051529665431,0.761,0.3532472802919205,67.95
[static] 5-sleeve 20/20/20/20/20 UPRO/TQQQ/SOXL/TMF/UGL @ 21d,3834,31.328339637844806,38.83,-68.732455391239,0.897,0.4558012580740434,63.2
[static] 5-sleeve 20/20/20/20/20 UPRO/TQQQ/SOXL/TMF/UGL @ 10d,3834,31.328339637844806,38.83,-68.732455391239,0.897,0.4558012580740434,63.2
[static] 5-sleeve 20/20/20/20/20 UPRO/TQQQ/SOXL/TMF/UGL @ 5d,3834,31.328339637844806,38.83,-68.732455391239,0.897,0.4558012580740434,63.2
[static] 5-sleeve 20/20/20/20/20 UPRO/TQQQ/SOXL/TMF/UGL @ 3d,3834,31.328339637844806,38.83,-68.732455391239,0.897,0.4558012580740434,63.2
[static] HFEA-Tech 65/35 TQQQ/TMF @ 21d,3834,30.433226919605328,39.75,-75.88554412636603,0.868,0.401041163636217,56.96
[static] HFEA-Tech 65/35 TQQQ/TMF @ 10d,3834,30.433226919605328,39.75,-75.88554412636603,0.868,0.401041163636217,56.96
[static] HFEA-Tech 65/35 TQQQ/TMF @ 5d,3834,30.433226919605328,39.75,-75.88554412636603,0.868,0.401041163636217,56.96
[static] HFEA-Tech 65/35 TQQQ/TMF @ 3d,3834,30.433226919605328,39.75,-75.88554412636603,0.868,0.401041163636217,56.96
[static] UPRO/TQQQ/SOXL/TECL/TMF 15/15/15/15/40 @ 21d,3834,29.211362154986208,38.58,-74.13978745074365,0.858,0.3940038562208369,49.36
[static] UPRO/TQQQ/SOXL/TECL/TMF 15/15/15/15/40 @ 10d,3834,29.211362154986208,38.58,-74.13978745074365,0.858,0.3940038562208369,49.36
[static] UPRO/TQQQ/SOXL/TECL/TMF 15/15/15/15/40 @ 5d,3834,29.211362154986208,38.58,-74.13978745074365,0.858,0.3940038562208369,49.36
[static] UPRO/TQQQ/SOXL/TECL/TMF 15/15/15/15/40 @ 3d,3834,29.211362154986208,38.58,-74.13978745074365,0.858,0.3940038562208369,49.36
[invvol63d core6] @ 3d,3834,29.160824658777408,32.77,-60.23851700614449,0.945,0.48408935193080743,49.07
[invvol63d core6] @ 5d,3834,29.158689388006074,32.83,-60.59100803210084,0.944,0.48123789874164064,49.05
[invvol63d core6] @ 10d,3834,28.77456718087852,33.01,-61.06022188167839,0.932,0.47124897837150764,46.88
[static] HFEA-Tech 60/40 TQQQ/TMF @ 21d,3834,28.695580827222233,37.48,-75.46039802387637,0.861,0.38027338284304685,46.44
[static] HFEA-Tech 60/40 TQQQ/TMF @ 5d,3834,28.695580827222233,37.48,-75.46039802387637,0.861,0.38027338284304685,46.44
[static] HFEA-Tech 60/40 TQQQ/TMF @ 10d,3834,28.695580827222233,37.48,-75.46039802387637,0.861,0.38027338284304685,46.44
[static] HFEA-Tech 60/40 TQQQ/TMF @ 3d,3834,28.695580827222233,37.48,-75.46039802387637,0.861,0.38027338284304685,46.44
[invvol126d core6] @ 5d,3834,28.64366774476852,33.04,-60.9058770467261,0.928,0.47029398694634206,46.16
[invvol126d core6] @ 21d,3834,28.441195461868674,33.31,-61.385603842564485,0.919,0.46332028491259514,45.07
[invvol126d core6] @ 3d,3834,28.3501205388065,33.0,-61.05382406713642,0.922,0.4643463529431334,44.58
[invvol63d core6] @ 21d,3834,28.292408844589232,33.27,-60.593563913809675,0.916,0.46692102291314813,44.28
[invvol126d core6] @ 10d,3834,28.068050360312746,33.16,-61.042208710461175,0.912,0.45981380676191935,43.12
[static] HFEA-Tech 55/45 TQQQ/TMF @ 21d,3834,26.762434368011533,35.55,-75.17431574326854,0.846,0.3560050278263819,36.89
[static] HFEA-Tech 55/45 TQQQ/TMF @ 10d,3834,26.762434368011533,35.55,-75.17431574326854,0.846,0.3560050278263819,36.89
[static] HFEA-Tech 55/45 TQQQ/TMF @ 5d,3834,26.762434368011533,35.55,-75.17431574326854,0.846,0.3560050278263819,36.89
[static] HFEA-Tech 55/45 TQQQ/TMF @ 3d,3834,26.762434368011533,35.55,-75.17431574326854,0.846,0.3560050278263819,36.89
[static] 100% UPRO @ 3d,3834,26.54573700388374,51.31,-76.81682722045664,0.72,0.3455719009026514,35.94
[static] 100% UPRO @ 5d,3834,26.54573700388374,51.31,-76.81682722045664,0.72,0.3455719009026514,35.94
[static] 100% UPRO @ 10d,3834,26.54573700388374,51.31,-76.81682722045664,0.72,0.3455719009026514,35.94
[static] 100% UPRO @ 21d,3834,26.54573700388374,51.31,-76.81682722045664,0.72,0.3455719009026514,35.94
[static] UPRO/TQQQ/TMF 25/35/40 @ 21d,3834,25.983090545146624,34.25,-71.177854185,0.846,0.3650445892568407,33.59
[static] UPRO/TQQQ/TMF 25/35/40 @ 10d,3834,25.983090545146624,34.25,-71.177854185,0.846,0.3650445892568407,33.59
[static] UPRO/TQQQ/TMF 25/35/40 @ 5d,3834,25.983090545146624,34.25,-71.177854185,0.846,0.3650445892568407,33.59
[static] UPRO/TQQQ/TMF 25/35/40 @ 3d,3834,25.983090545146624,34.25,-71.177854185,0.846,0.3650445892568407,33.59
[static] UPRO/TQQQ/TMF 30/30/40 @ 3d,3834,25.396485468107844,33.69,-70.2568767405202,0.841,0.3614804222212256,31.29
[static] UPRO/TQQQ/TMF 30/30/40 @ 5d,3834,25.396485468107844,33.69,-70.2568767405202,0.841,0.3614804222212256,31.29
[static] UPRO/TQQQ/TMF 30/30/40 @ 10d,3834,25.396485468107844,33.69,-70.2568767405202,0.841,0.3614804222212256,31.29
[static] UPRO/TQQQ/TMF 30/30/40 @ 21d,3834,25.396485468107844,33.69,-70.2568767405202,0.841,0.3614804222212256,31.29
[static] HFEA 70/30 UPRO/TMF @ 21d,3834,23.92463234646589,34.71,-64.3637416079905,0.793,0.3717097817615958,26.14
[static] HFEA 70/30 UPRO/TMF @ 10d,3834,23.92463234646589,34.71,-64.3637416079905,0.793,0.3717097817615958,26.14
[static] HFEA 70/30 UPRO/TMF @ 5d,3834,23.92463234646589,34.71,-64.3637416079905,0.793,0.3717097817615958,26.14
[static] HFEA 70/30 UPRO/TMF @ 3d,3834,23.92463234646589,34.71,-64.3637416079905,0.793,0.3717097817615958,26.14
[static] HFEA 65/35 UPRO/TMF @ 3d,3834,22.841872294956534,32.69,-64.72598421946603,0.794,0.3529011195489392,22.87
[static] HFEA 65/35 UPRO/TMF @ 5d,3834,22.841872294956534,32.69,-64.72598421946603,0.794,0.3529011195489392,22.87
[static] HFEA 65/35 UPRO/TMF @ 10d,3834,22.841872294956534,32.69,-64.72598421946603,0.794,0.3529011195489392,22.87
[static] HFEA 65/35 UPRO/TMF @ 21d,3834,22.841872294956534,32.69,-64.72598421946603,0.794,0.3529011195489392,22.87
[mom126d-top3] @ 5d,3834,21.991982630657002,47.76,-68.72283099758592,0.658,0.3200098469667167,20.58
[static] HFEA 60/40 UPRO/TMF @ 10d,3834,21.587707323752102,31.01,-66.10616759882474,0.786,0.32656116831277177,19.57
[static] HFEA 60/40 UPRO/TMF @ 5d,3834,21.587707323752102,31.01,-66.10616759882474,0.786,0.32656116831277177,19.57
[static] HFEA 60/40 UPRO/TMF @ 3d,3834,21.587707323752102,31.01,-66.10616759882474,0.786,0.32656116831277177,19.57
[static] HFEA 60/40 UPRO/TMF @ 21d,3834,21.587707323752102,31.01,-66.10616759882474,0.786,0.32656116831277177,19.57
[static] UPRO/TMF/UGL 50/30/20 @ 21d,3834,21.100442704505152,27.31,-58.40311594590231,0.838,0.3612896737230611,18.41
[static] UPRO/TMF/UGL 50/30/20 @ 5d,3834,21.100442704505152,27.31,-58.40311594590231,0.838,0.3612896737230611,18.41
[static] UPRO/TMF/UGL 50/30/20 @ 10d,3834,21.100442704505152,27.31,-58.40311594590231,0.838,0.3612896737230611,18.41
[static] UPRO/TMF/UGL 50/30/20 @ 3d,3834,21.100442704505152,27.31,-58.40311594590231,0.838,0.3612896737230611,18.41
[static] HFEA 55/45 UPRO/TMF @ 10d,3834,20.168434493669672,29.73,-67.88155853289815,0.768,0.2971121307401219,16.37
[static] HFEA 55/45 UPRO/TMF @ 5d,3834,20.168434493669672,29.73,-67.88155853289815,0.768,0.2971121307401219,16.37
[static] HFEA 55/45 UPRO/TMF @ 3d,3834,20.168434493669672,29.73,-67.88155853289815,0.768,0.2971121307401219,16.37
[static] HFEA 55/45 UPRO/TMF @ 21d,3834,20.168434493669672,29.73,-67.88155853289815,0.768,0.2971121307401219,16.37
[mom126d-top3] @ 3d,3834,18.629123898997513,47.52,-64.30916042424724,0.6,0.2896807200731788,13.45
[static] TMF/UPRO 50/50 @ 3d,3834,18.59088606215529,28.9,-69.65141764472503,0.735,0.26691324729358534,13.39
[static] TMF/UPRO 50/50 @ 5d,3834,18.59088606215529,28.9,-69.65141764472503,0.735,0.26691324729358534,13.39
[static] TMF/UPRO 50/50 @ 21d,3834,18.59088606215529,28.9,-69.65141764472503,0.735,0.26691324729358534,13.39
[static] TMF/UPRO 50/50 @ 10d,3834,18.59088606215529,28.9,-69.65141764472503,0.735,0.26691324729358534,13.39
[mom126d-top3] @ 21d,3834,18.477044675797273,49.03,-56.703363021325146,0.594,0.32585447654750876,13.19
[static] Risk-parity-ish UPRO/TMF/UGL 40/40/20 @ 3d,3834,17.978842323627987,25.34,-60.287491958466745,0.78,0.29821844862967545,12.37
[static] Risk-parity-ish UPRO/TMF/UGL 40/40/20 @ 21d,3834,17.978842323627987,25.34,-60.287491958466745,0.78,0.29821844862967545,12.37
[static] Risk-parity-ish UPRO/TMF/UGL 40/40/20 @ 10d,3834,17.978842323627987,25.34,-60.287491958466745,0.78,0.29821844862967545,12.37
[static] Risk-parity-ish UPRO/TMF/UGL 40/40/20 @ 5d,3834,17.978842323627987,25.34,-60.287491958466745,0.78,0.29821844862967545,12.37
[mom126d-top3] @ 10d,3834,17.945633607673315,48.59,-57.391542436969814,0.586,0.3126877732443258,12.32
[static] Equal-weight all LETFs @ 21d,3834,17.845952993664625,38.87,-65.4450819164071,0.619,0.27268592950130666,12.16
[static] Equal-weight all LETFs @ 10d,3834,17.845952993664625,38.87,-65.4450819164071,0.619,0.27268592950130666,12.16
[static] Equal-weight all LETFs @ 5d,3834,17.845952993664625,38.87,-65.4450819164071,0.619,0.27268592950130666,12.16
[static] Equal-weight all LETFs @ 3d,3834,17.845952993664625,38.87,-65.4450819164071,0.619,0.27268592950130666,12.16
[mom126d-top2] @ 5d,3834,13.8298224265744,54.43,-76.90943251319658,0.513,0.1798195874634935,7.18
[mom126d-top2] @ 10d,3834,12.260504741142753,55.36,-71.48795314824032,0.489,0.17150448713671898,5.81
[mom63d-top3] @ 10d,3834,9.771924672530762,48.17,-72.44935721786716,0.437,0.13487938399708604,4.13
[mom126d-top2] @ 21d,3834,8.966639803682042,56.14,-78.2485608291326,0.437,0.11459175362038973,3.69
[mom63d-top3] @ 21d,3834,8.719022627638463,49.16,-79.24044127784786,0.418,0.11003248451212143,3.57
[mom63d-top3] @ 5d,3834,7.944387924224783,47.28,-69.16515104059657,0.4,0.11486113750495267,3.2
[mom63d-top3] @ 3d,3834,6.133647362794936,46.56,-76.57385932958425,0.363,0.08010106081234443,2.47
[mom126d-top2] @ 3d,3834,5.853753834565212,55.09,-85.15867420850861,0.382,0.06873937257680246,2.38
[mom63d-top2] @ 5d,3834,0.8813197645649362,53.64,-76.65174405798794,0.288,0.011497713136157835,1.14
[mom63d-top2] @ 10d,3834,0.6436264651164647,54.88,-80.09183868172126,0.29,0.008036105497267784,1.1
[mom126d-top1] @ 10d,3834,0.3812810944318956,72.92,-92.9937460659377,0.377,0.0041000724302637116,1.06
[mom126d-top1] @ 5d,3834,-0.010836188250840095,70.98,-93.95439383814971,0.36,-0.00011533455550260934,1.0
[mom126d-top1] @ 3d,3834,-1.8009109689188119,70.23,-96.16227106370644,0.331,-0.01872783316157049,0.76
[mom63d-top2] @ 3d,3834,-2.9670698929172845,53.54,-83.53508641393752,0.215,-0.035518846275141215,0.63
[mom63d-top2] @ 21d,3834,-5.11282859868234,56.85,-88.73635264575623,0.196,-0.05761819644642401,0.45
[mom126d-top1] @ 21d,3834,-6.595875711088006,74.0,-96.77374138750079,0.284,-0.06815770080312224,0.35
[mom63d-top1] @ 10d,3834,-11.158389418835524,72.29,-93.71906080738268,0.204,-0.11906211311452372,0.17
[mom63d-top1] @ 21d,3834,-14.20295952601779,74.25,-97.22131753697893,0.17,-0.14608894310258216,0.1
[mom63d-top1] @ 5d,3834,-18.273511144262077,72.63,-97.89733722254277,0.092,-0.18665994053262405,0.05
[mom63d-top1] @ 3d,3834,-25.06331705191551,72.36,-99.26742618490356,-0.03,-0.25248279335086765,0.01
