lb,tn,cap,rb,ov,dd_f,nw,IS_SR,IS_Ret,IS_MDD,OOS_SR,OOS_Ret,OOS_MDD,FULL_SR,FULL_Ret,FULL_MDD,NAVx,SR_gap,min_sr,calmar
120,3,1.0,21,4.5,0.3,20,0.791,36.61,-48.1,1.082,63.28,-52.3,0.959,51.06,-52.3,75.9,0.29100000000000004,0.791,0.9762906309751435
120,3,1.0,21,4.5,0.35,20,0.66,30.43,-53.2,0.806,51.8,-63.7,0.741,42.01,-63.7,20.6,0.14600000000000002,0.66,0.6594976452119309
120,3,1.0,21,4.5,0.4,20,0.55,28.81,-56.3,0.778,53.38,-68.1,0.683,42.12,-68.1,14.2,0.22799999999999998,0.55,0.6185022026431718
120,3,1.0,21,5.0,0.3,20,0.76,37.88,-47.8,1.083,60.84,-53.2,0.943,50.32,-53.2,64.3,0.32299999999999995,0.76,0.9458646616541353
120,3,1.0,21,5.0,0.35,20,0.618,31.74,-59.6,1.032,69.54,-61.7,0.862,52.22,-61.7,53.5,0.41400000000000003,0.618,0.846353322528363
120,3,1.0,21,5.0,0.4,20,0.636,34.19,-58.8,0.744,53.55,-69.9,0.695,44.68,-69.9,15.8,0.10799999999999998,0.636,0.6391988555078684
120,3,1.0,42,3.5,0.3,20,-0.188,-6.18,-47.3,0.774,38.28,-55.0,0.42,17.92,-55.0,2.7,0.962,-0.188,0.32581818181818184
120,3,1.0,42,3.5,0.35,20,0.09,3.54,-51.1,0.935,51.29,-63.1,0.607,29.42,-63.1,7.5,0.8450000000000001,0.09,0.46624405705229793
120,3,1.0,42,3.5,0.4,20,0.312,14.25,-54.8,1.005,59.51,-61.4,0.726,38.78,-61.4,16.2,0.6929999999999998,0.312,0.6315960912052118
120,3,1.0,42,4.0,0.3,20,-0.328,-10.19,-60.3,0.205,8.45,-62.4,-0.002,-0.09,-81.1,0.4,0.533,-0.328,-0.0011097410604192356
120,3,1.0,42,4.0,0.35,20,-0.182,-6.97,-54.8,0.775,44.48,-62.5,0.422,20.91,-62.5,2.6,0.9570000000000001,-0.182,0.33456
120,3,1.0,42,4.0,0.4,20,0.149,6.83,-56.6,0.954,59.85,-68.0,0.638,35.57,-68.0,9.7,0.8049999999999999,0.149,0.5230882352941176
120,3,1.0,42,4.5,0.3,20,-0.27,-8.37,-55.7,0.918,43.91,-59.2,0.487,19.96,-59.2,3.7,1.1880000000000002,-0.27,0.33716216216216216
120,3,1.0,42,4.5,0.35,20,-0.283,-11.27,-65.4,0.732,42.79,-62.7,0.355,18.03,-67.9,1.7,1.015,-0.283,0.2655375552282769
120,3,1.0,42,4.5,0.4,20,-0.114,-4.98,-60.8,0.768,49.91,-70.5,0.44,24.77,-70.5,2.6,0.882,-0.114,0.35134751773049644
120,3,1.0,42,5.0,0.3,20,0.04,1.42,-50.9,0.964,46.53,-55.3,0.604,25.87,-55.3,6.7,0.9239999999999999,0.04,0.4678119349005425
120,3,1.0,42,5.0,0.35,20,0.167,7.06,-68.2,0.279,14.58,-67.8,0.232,11.14,-68.2,0.8,0.11200000000000002,0.167,0.16334310850439882
120,3,1.0,42,5.0,0.4,20,-0.235,-10.61,-68.7,0.743,50.04,-69.4,0.382,22.26,-71.1,1.7,0.978,-0.235,0.31308016877637135
120,3,1.0,63,3.5,0.3,20,0.44,18.6,-40.2,0.702,31.35,-58.2,0.585,25.51,-58.2,6.2,0.26199999999999996,0.44,0.43831615120274914
120,3,1.0,63,3.5,0.35,20,0.449,20.81,-45.4,0.738,38.5,-63.0,0.613,30.4,-63.0,8.1,0.289,0.449,0.4825396825396825
120,3,1.0,63,3.5,0.4,20,0.446,22.15,-48.3,0.766,44.65,-65.6,0.63,34.34,-65.6,9.6,0.32,0.446,0.5234756097560976
120,3,1.0,63,4.0,0.3,20,0.424,19.51,-40.4,0.611,26.72,-60.0,0.523,23.42,-60.0,4.5,0.187,0.424,0.39033333333333337
120,3,1.0,63,4.0,0.35,20,0.458,22.63,-46.5,0.719,37.86,-64.9,0.603,30.88,-64.9,7.6,0.26099999999999995,0.458,0.47580893682588593
120,3,1.0,63,4.0,0.4,20,0.456,24.38,-50.2,0.751,45.08,-68.4,0.623,35.6,-68.4,9.3,0.295,0.456,0.52046783625731
120,3,1.0,63,4.5,0.3,20,0.389,18.67,-39.0,0.612,25.26,-59.8,0.5,22.24,-59.8,4.1,0.22299999999999998,0.389,0.37190635451505016
120,3,1.0,63,4.5,0.35,20,0.461,24.67,-46.8,0.654,34.52,-67.4,0.565,30.01,-67.4,5.9,0.193,0.461,0.44525222551928784
120,3,1.0,63,4.5,0.4,20,0.472,26.77,-52.1,0.72,43.75,-71.9,0.611,35.97,-71.9,8.2,0.248,0.472,0.5002781641168289
120,3,1.0,63,5.0,0.3,20,-0.149,-5.56,-63.8,0.227,10.3,-71.1,0.072,3.04,-83.9,0.5,0.376,-0.149,0.03623361144219309
120,3,1.0,63,5.0,0.35,20,0.436,24.49,-45.8,0.65,33.69,-66.5,0.547,29.48,-66.5,5.4,0.21400000000000002,0.436,0.44330827067669176
120,3,1.0,63,5.0,0.4,20,0.482,29.4,-52.6,0.654,39.87,-77.5,0.575,35.07,-77.5,6.2,0.17200000000000004,0.482,0.4525161290322581
