Date,orion
2010-03-11,-0.0005
2010-03-12,0.018000706074552147
2010-03-15,-0.015215264812918156
2010-03-16,0.004980395595498968
2010-03-17,0.016209666771893394
2010-03-18,0.004090116295211152
2010-03-19,-0.015569718314217024
2010-03-22,-0.010062236518284237
2010-03-23,0.021966607958027184
2010-03-24,0.0013349271594832318
2010-03-25,0.010250421197479542
2010-03-26,-0.0037216479245059386
2010-03-29,0.0025317496508270587
2010-03-30,0.0025548909746435644
2010-03-31,-0.006379483813546694
2010-04-01,0.014749448325236808
2010-04-05,0.007830299641177041
2010-04-06,0.004880259885487986
2010-04-07,0.008211618655934005
2010-04-08,-0.010892947845174292
2010-04-09,0.014513694854478149
2010-04-12,0.003552645065335272
2010-04-13,-0.0004013262058391309
2010-04-14,0.01773628437658803
2010-04-15,0.008949203676247408
2010-04-16,-0.006887699175480086
2010-04-19,-0.03336492248405418
2010-04-20,0.021749635115088484
2010-04-21,0.006888005353763382
2010-04-22,-0.017365049121042045
2010-04-23,0.0163286248069012
2010-04-26,0.02254939405363146
2010-04-27,-0.024390424060103402
2010-04-28,-0.0005594854840531016
2010-04-29,0.0023154509842219645
2010-04-30,0.02301854416337787
2010-05-03,-0.011210678621651843
2010-05-04,-0.007519238972397271
2010-05-05,-0.07048731099090108
2010-05-06,0.012557005931184126
2010-05-07,-0.02742554398395529
2010-05-10,-0.01033433788995422
2010-05-11,0.010540293257982392
2010-05-12,0.023896508739726513
2010-05-13,0.012409761335964803
2010-05-14,-0.01877975631338645
2010-05-17,-0.02004223082718061
2010-05-18,-0.004947596127648057
2010-05-19,0.0009969497326881294
2010-05-20,-0.0019550605390774023
2010-05-21,0.0018784709217783135
2010-05-24,0.0022031722204260695
2010-05-25,0.008950866662557233
2010-05-26,0.0002744894389079544
2010-05-27,-0.007456828116571029
2010-05-28,0.001036912478448393
2010-06-01,0.011446787531957436
2010-06-02,-0.004774585304457957
2010-06-03,-0.008674563680551584
2010-06-04,0.0034758765152470288
2010-06-07,-0.0022359327388833945
2010-06-08,0.013414334958279928
2010-06-09,-0.007886596909231047
2010-06-10,-0.006265607932825046
2010-06-11,0.0021790568400219534
2010-06-14,-0.004732156956659045
2010-06-15,0.0040982644603724805
2010-06-16,0.003043525486055937
2010-06-17,0.0064623873040563495
2010-06-18,0.0071607562106611455
2010-06-21,0.0056584316968811
2010-06-22,-0.01885271105126654
2010-06-23,-0.009847392065377825
2010-06-24,-0.006108316470705422
2010-06-25,-0.0016042864544488777
2010-06-28,-0.0008089499863999094
2010-06-29,-0.021515157484374964
2010-06-30,-0.024785793282850743
2010-07-01,6.214060773704344e-05
2010-07-02,-0.013173913711433088
2010-07-06,-0.0032060827788947255
2010-07-07,-0.0011354920713659011
2010-07-08,-0.003052958985338583
2010-07-09,0.0023677682996575133
2010-07-12,-0.0007133688401741167
2010-07-13,0.002948299974424945
2010-07-14,-0.0028687632255034734
2010-07-15,0.005732702671024048
2010-07-16,-0.006239880140844728
2010-07-19,-0.0026139145037169798
2010-07-20,0.0019305542011553989
2010-07-21,0.003199104905546813
2010-07-22,-0.023799229383741405
2010-07-23,0.03730584203375173
