Date,BIL,DRN,EDC,ERX,FAS,NUGT,QLD,SOXL,SSO,TECL,TMF,TQQQ,TYD,UBT,UCO,UGL,UPRO,YINN
2025-12-15,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.12133333333333332,0.0,0.17373333333333332,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2025-12-16,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.12133333333333332,0.0,0.17373333333333332,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2025-12-17,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.12133333333333332,0.0,0.17373333333333332,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2025-12-18,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.12133333333333332,0.0,0.17373333333333332,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2025-12-19,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.12133333333333332,0.0,0.0,0.0524,0.0,0.0,0.0,0.21123333333333333,0.12133333333333332,0.0
2025-12-22,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.12133333333333332,0.0,0.0,0.0524,0.0,0.0,0.0,0.21123333333333333,0.12133333333333332,0.0
2025-12-23,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.12133333333333332,0.0,0.0,0.0524,0.0,0.0,0.0,0.21123333333333333,0.12133333333333332,0.0
2025-12-24,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.12133333333333332,0.0,0.0,0.0524,0.0,0.0,0.0,0.21123333333333333,0.12133333333333332,0.0
2025-12-26,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.17373333333333332,0.0,0.0,0.0,0.10873333333333333,0.12133333333333332,0.0
2025-12-29,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.17373333333333332,0.0,0.0,0.0,0.10873333333333333,0.12133333333333332,0.0
2025-12-30,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.17373333333333332,0.0,0.0,0.0,0.10873333333333333,0.12133333333333332,0.0
2025-12-31,0.0,0.0,0.0524,0.0,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.12133333333333332,0.0,0.0,0.0,0.10873333333333333,0.17373333333333332,0.0
2026-01-02,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-05,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-06,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-07,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-08,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-09,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-12,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-13,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-14,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-15,0.0,0.0,0.17373333333333332,0.0,0.12133333333333332,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-16,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-20,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-21,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-22,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-23,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-26,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-27,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-28,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-29,0.0,0.0,0.17373333333333332,0.12133333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0524,0.0
2026-01-30,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-02,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-03,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-04,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-05,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-06,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-09,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-10,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-11,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-12,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.1025,0.0,0.0,0.0,0.0,0.0,0.10873333333333333,0.0,0.0
2026-02-13,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2026-02-17,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2026-02-18,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2026-02-19,0.0,0.0,0.17373333333333332,0.17373333333333332,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21123333333333333,0.0,0.0
2026-02-20,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-02-23,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-02-24,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-02-25,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-02-26,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.3325666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-02-27,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.23006666666666664,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-03-02,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.23006666666666664,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-03-03,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.23006666666666664,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-03-04,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.23006666666666664,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-03-05,0.0,0.0,0.17373333333333332,0.23006666666666664,0.0,0.10873333333333333,0.0,0.23006666666666664,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.15489999999999998,0.0,0.0
2026-03-06,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.182,0.0,0.3369,0.0,0.0
2026-03-09,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.182,0.0,0.3369,0.0,0.0
2026-03-10,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.182,0.0,0.3369,0.0,0.0
2026-03-11,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.182,0.0,0.3369,0.0,0.0
2026-03-12,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.182,0.0,0.3369,0.0,0.0
2026-03-13,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.5189,0.0,0.0
2026-03-16,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.5189,0.0,0.0
2026-03-17,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.5189,0.0,0.0
2026-03-18,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.5189,0.0,0.0
2026-03-19,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.5189,0.0,0.0
2026-03-20,0.0,0.0,0.0524,0.10873333333333333,0.0,0.10873333333333333,0.0,0.10873333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.0,0.5189,0.0,0.0
2026-03-23,0.262,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.05633333333333333,0.46649999999999997,0.0,0.0
2026-03-24,0.262,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.05633333333333333,0.46649999999999997,0.0,0.0
2026-03-25,0.262,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.05633333333333333,0.46649999999999997,0.0,0.0
2026-03-26,0.262,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.1025,0.0,0.05633333333333333,0.46649999999999997,0.0,0.0
2026-03-27,0.626,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05633333333333333,0.205,0.0,0.0
2026-03-30,0.626,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05633333333333333,0.205,0.0,0.0
2026-03-31,0.626,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05633333333333333,0.205,0.0,0.0
2026-04-01,0.626,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05633333333333333,0.205,0.0,0.0
2026-04-02,0.626,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.05633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.05633333333333333,0.205,0.0,0.0
