date,NOVA19,NOVA19_LS
2016-01-04,0.0,0.0
2016-01-05,0.0,0.0
2016-01-06,0.0,0.0
2016-01-07,0.0,0.0
2016-01-08,0.0,0.0
2016-01-11,0.0,0.0
2016-01-12,0.0,0.0
2016-01-13,0.0,0.0
2016-01-14,0.0,0.0
2016-01-15,0.0,0.0
2016-01-19,0.0,0.0
2016-01-20,0.0,0.0
2016-01-21,0.0,0.0
2016-01-22,0.0,0.0
2016-01-25,0.0,0.0
2016-01-26,0.0,0.0
2016-01-27,0.0,0.0
2016-01-28,0.0,0.0
2016-01-29,0.0,0.0
2016-02-01,0.0,0.0
2016-02-02,0.0,0.0
2016-02-03,0.0,0.0
2016-02-04,0.0,0.0
2016-02-05,0.0,0.0
2016-02-08,0.0,0.0
2016-02-09,0.0,0.0
2016-02-10,0.0,0.0
2016-02-11,0.0,0.0
2016-02-12,0.0,0.0
2016-02-16,0.0,0.0
2016-02-17,0.0,0.0
2016-02-18,0.0,0.0
2016-02-19,0.0,0.0
2016-02-22,0.0,0.0
2016-02-23,0.0,0.0
2016-02-24,0.0,0.0
2016-02-25,0.0,0.0
2016-02-26,0.0,0.0
2016-02-29,0.0,0.0
2016-03-01,0.0,0.0
2016-03-02,0.0,0.0
2016-03-03,0.0,0.0
2016-03-04,0.0,0.0
2016-03-07,0.0,0.0
2016-03-08,0.0,0.0
2016-03-09,0.0,0.0
2016-03-10,0.0,0.0
2016-03-11,0.0,0.0
2016-03-14,0.0,0.0
2016-03-15,0.0,0.0
2016-03-16,0.0,0.0
2016-03-17,0.0,0.0
2016-03-18,0.0,0.0
2016-03-21,0.0,0.0
2016-03-22,0.0,0.0
2016-03-23,0.0,0.0
2016-03-24,0.0,0.0
2016-03-28,0.0,0.0
2016-03-29,0.0,0.0
2016-03-30,0.0,0.0
2016-03-31,0.0,0.0
2016-04-01,0.0,0.0
2016-04-04,0.0,0.0
2016-04-05,0.0,0.0
2016-04-06,0.0,0.0
2016-04-07,0.0,0.0
2016-04-08,0.0,0.0
2016-04-11,0.0,0.0
2016-04-12,0.0,0.0
2016-04-13,0.0,0.0
2016-04-14,0.0,0.0
2016-04-15,0.0,0.0
2016-04-18,0.0,0.0
2016-04-19,0.0,0.0
2016-04-20,0.0,0.0
2016-04-21,0.0,0.0
2016-04-22,0.0,0.0
2016-04-25,0.0,0.0
2016-04-26,0.0,0.0
2016-04-27,0.0,0.0
2016-04-28,0.0,0.0
2016-04-29,0.0,0.0
2016-05-02,0.0,0.0
2016-05-03,-0.0038973589101620625,0.016626597416869955
2016-05-04,1.7088497992928805e-05,0.01716637027924774
2016-05-05,-0.0023069205899851784,0.0022501813606578603
2016-05-06,0.003968625359668305,0.001493248721806001
2016-05-09,0.0024518443692585937,0.004521626708088461
2016-05-10,0.008991522977787991,-0.009126248327257409
2016-05-11,-0.005410901412071506,0.0011044690969709838
2016-05-12,0.004130106745771883,0.012205649306231732
2016-05-13,-0.009069794554826795,-0.011577647694291676
2016-05-16,0.005851911122527809,-0.006652146737837044
2016-05-17,-0.011627295154854828,-0.005794824161263612
2016-05-18,-0.00530414093758223,-0.02177774504452206
2016-05-19,-0.0009571012229093901,0.00011425751378833532
2016-05-20,0.001329974474256285,-0.009718328704191315
2016-05-23,-0.001505326958831821,-0.0014450757441649585
2016-05-24,0.011394373281550907,-0.0053128709459152445
2016-05-25,0.0009335328049765504,-0.0075998247546705255
2016-05-26,0.0026292840607618443,0.0011729032199999107
2016-05-27,0.002411782905784399,0.006892906928341424
2016-05-31,-0.0021446591821739024,-0.003385681214288522
2016-06-01,0.0039645651170346075,8.132775165434745e-05
2016-06-02,0.00368297569649393,-0.0039899984460747984
2016-06-03,0.0022934161014685037,0.005910831625961584
2016-06-06,0.0036674106009202574,-0.004542596140420064
2016-06-07,0.0011327812275143568,0.0006029237507865327
2016-06-08,0.0062537831559477345,0.0031354286727129036
2016-06-09,0.0033389662307596493,0.010294553283914983
2016-06-10,-0.0038968259365903873,0.01651591561515671
2016-06-13,-0.0051742316361475076,-0.0009827215615070659
2016-06-14,0.00308406989676322,0.007634249835518015
2016-06-15,-0.003075071271546998,-0.006455845335417521
2016-06-16,0.005945896399182782,0.005696412644243282
2016-06-17,-0.003740739210500238,0.0011231633746479786
2016-06-20,0.005896261712843631,-0.001827831029374255
2016-06-21,0.0017066764278198753,0.004653540049223193
2016-06-22,-0.0005660111477158558,0.007274682999517551
2016-06-23,0.008681588640811111,-0.013103404257953498
2016-06-24,-0.02373952018102133,0.030920993070706122
2016-06-27,-0.008603039857402812,0.026347699493852163
2016-06-28,0.01270911285871602,-0.011913128589283097
2016-06-29,0.011807065213498842,-0.012790582144272316
2016-06-30,0.016308158094434366,0.00700290621055903
2016-07-01,0.0014079390065803168,-0.0011785786283788242
2016-07-05,0.0040138382230506375,0.017870272187114716
2016-07-06,0.0033523108081976176,-0.002721732728293325
2016-07-07,-0.001552866334124742,-0.009883410978675561
2016-07-08,0.009927864192064997,-0.016346061267648315
2016-07-11,0.0012399386067724672,-0.007270010458902338
2016-07-12,-0.0019545209366661986,-0.017446515792156336
2016-07-13,0.002960728903614002,0.004190755335932822
2016-07-14,0.0010679122082883573,-0.0070858862247932305
2016-07-15,-0.00017379645327045837,0.00020403460499978114
2016-07-18,0.00013710333786334257,-0.004347506824331122
2016-07-19,0.003979055725024428,0.011518982301677123
2016-07-20,0.0005573624022496505,-0.013732267989543051
2016-07-21,-0.005232781735017511,0.005271819049969073
2016-07-22,0.0009697824358507745,-0.006574816860130445
2016-07-25,-0.0022703555190982383,-0.009380661026489729
2016-07-26,-0.004282575689845503,-0.010516333694679164
2016-07-27,-0.007542837458661123,-0.008359275165319702
2016-07-28,0.003135970478852274,-0.0003551218905412936
2016-07-29,0.0008859445141395807,0.007921989108294232
2016-08-01,0.0006536774474150686,0.0016389252393781972
2016-08-02,-0.002943203233134839,0.009504241502095142
2016-08-03,-0.0029952149889905075,-0.012389685180178666
2016-08-04,0.0007199587608660962,-0.003976803792146589
2016-08-05,0.0010640713956815205,-0.016774172095557177
2016-08-08,-0.0021319233873120344,0.0018078779622748235
2016-08-09,0.0020519478034910555,0.00043426731569202765
2016-08-10,-0.003250501535562878,0.004467927440666737
2016-08-11,0.001356677392348321,-0.00597373608121946
2016-08-12,-0.0002786605932996955,-0.006013040751017867
2016-08-15,-0.0019468107281178316,-0.009670202740188932
2016-08-16,-0.006696901247519399,-0.007161725924826767
2016-08-17,0.005541974580160891,0.00539304445711567
2016-08-18,0.0006303054585142796,-0.004109759647941497
2016-08-19,-0.0029359381880939895,-0.008479521977245769
2016-08-22,-0.0012082740256413428,0.003686369568119314
2016-08-23,-0.002069630216875118,-0.011195251846583792
2016-08-24,-0.0028843239240698816,0.004285588765201987
2016-08-25,-0.0008083616032447394,-0.005867162951479987
2016-08-26,-0.004343745608435873,-0.006027125903657171
2016-08-29,0.00575942868258561,0.004599141306837068
2016-08-30,-0.004439445826333088,-0.008901865910688157
2016-08-31,-0.0005376119731053729,0.005360473988998566
2016-09-01,0.001946168276342991,-0.0017422905173521033
2016-09-02,0.0032367323196864483,0.0014355129581191347
2016-09-06,0.0017964756749488612,-0.0021124217419335126
2016-09-07,-0.00413201228200667,0.00019132049504399498
2016-09-08,-0.0018527926618160829,-0.0011538621495112867
2016-09-09,-0.021688289689249053,-0.0014221921339735316
2016-09-12,0.014336031724662558,-0.000534996219309836
2016-09-13,-0.012426443695005274,0.0017108624722666829
2016-09-14,-0.0005151827956246636,-0.0018617441008349058
2016-09-15,0.006631532590865853,-0.01266696172566211
2016-09-16,-0.00039692366660695755,-0.0014012749253527134
2016-09-19,-0.0007923292841649608,-0.0004965965903428794
2016-09-20,0.0030747730219967016,0.0034654228753243374
2016-09-21,0.008065166883116693,0.0002827633105650319
2016-09-22,0.005083607773732014,0.0013568217502534455
2016-09-23,-0.0031853758626538054,0.003030409759276143
2016-09-26,-0.009127282351776827,-9.505417728017905e-05
2016-09-27,0.00609272846559612,-0.004051208242370047
2016-09-28,0.0002231556926175269,-0.00517178336152962
2016-09-29,-0.008710996336825705,-0.0008053511905218417
2016-09-30,0.009243119700512998,-0.005383935815177371
2016-10-03,-0.0038869166953041157,-0.0066662735575756926
2016-10-04,-0.0058074345741155045,-0.004241136351634149
2016-10-05,0.002579537573973689,-0.0047195472005880385
2016-10-06,-0.0001118124802661102,0.003206254623246113
2016-10-07,-0.0050772532803166235,-0.0033184887271082986
2016-10-10,0.0013461375403987842,0.0016430491164529611
2016-10-11,-0.010385708727729754,0.008192928658358002
2016-10-12,0.0017952221506774171,0.012887123094733683
2016-10-13,-0.003642540232723862,0.0011042822458899708
2016-10-14,0.0021220739336963836,0.000266065935817017
2016-10-17,-0.0018854237813085485,0.006617823303671751
2016-10-18,0.0035876395479582106,-0.017668951655023087
2016-10-19,0.0015540563785992447,-0.005284753388854618
2016-10-20,-0.002623285067419024,-0.003978769909968444
2016-10-21,-0.001393155758917686,-0.007573307674963232
2016-10-24,0.0036731524918924407,-0.0021019729870476282
2016-10-25,-0.0017444480520001247,0.0002861559738307429
2016-10-26,0.001953590380359799,0.003262598846276171
2016-10-27,-0.0036795360197218463,-0.008638901053603376
2016-10-28,0.0048009646018981,0.008892701463482759
2016-10-31,0.0012635951208688104,-0.0011237489483181319
2016-11-01,-0.008777692545826395,0.0018092452349787235
2016-11-02,-0.0016320801492810896,0.005046509900449821
2016-11-03,-0.0011902666743710266,0.00491736711140347
2016-11-04,-0.0042029386371342636,-0.008127758620921377
2016-11-07,0.020519570160592773,-0.006994022972654923
2016-11-08,0.006737965527785335,0.00168608439061283
2016-11-09,0.009701555818676506,0.00011025780063689782
