date,NOVA19,NOVA19_LS
2016-11-10,0.0005642909157559056,0.01690560115697065
2016-11-11,0.0014555687771397098,-0.018256559917965945
2016-11-14,-0.0028571227272515655,0.004334350266868072
2016-11-15,0.003952404886971567,-0.010866391560798855
2016-11-16,0.0015307346681688709,-0.001890741091491809
2016-11-17,0.0012650133676528228,-0.00871169127231365
2016-11-18,-0.002012365676259309,0.0003870488874670174
2016-11-21,0.004496555458001861,-0.0010196157096841961
2016-11-22,-0.0004977437047583248,-0.000752179801921788
2016-11-23,-9.888192803880758e-05,-0.0061472697755782044
2016-11-25,0.004887678669219103,0.0008800388805321308
2016-11-28,-0.003749693648786806,0.005783840144895724
2016-11-29,0.003089994114159423,0.004982359713256213
2016-11-30,-0.00666918364785728,0.0008954562129025179
2016-12-01,-0.00017462177104254884,0.03444810337807715
2016-12-02,-0.0006713133092476893,-0.002226955108529165
2016-12-05,0.003640932141352665,-0.009204226529014061
2016-12-06,0.002945944857324939,-0.004858929256355527
2016-12-07,0.01302841451061057,0.007473733087870339
2016-12-08,0.0028428575219984877,0.0020328354994910425
2016-12-09,0.00650287094036125,0.004408662020641163
2016-12-12,0.004011400094170947,0.011845607070937337
2016-12-13,0.00281233050178421,-0.0055577543303223466
2016-12-14,-0.007272398409083681,-0.004818835109555619
2016-12-15,0.0035831146964588893,-0.004285339060494897
2016-12-16,-0.0018745483099131767,-0.002758028916028604
2016-12-19,0.004784576065368124,0.004058917599739204
2016-12-20,0.002399234521368071,-0.002257626369195037
2016-12-21,-0.0030976016070580594,-0.0008972749280129865
2016-12-22,-0.0006220125997176364,0.003471022490771381
2016-12-23,0.0003690821457993043,-0.008379958988242814
2016-12-27,0.0011575578954366394,-0.008725549141399242
2016-12-28,-0.00595029910873785,0.0056121646922674415
2016-12-29,0.0010587723255949424,0.002998218709559775
2016-12-30,-0.004784913416087483,0.0032458917200701145
2017-01-03,0.002940120583871114,-0.00916047087593479
2017-01-04,0.0014494071774329158,-0.014617732198473714
2017-01-05,-0.0010444243083159663,-0.004064004596549615
2017-01-06,0.004064883770993982,-0.0054721991784015935
2017-01-09,-0.005700890333675452,-0.01030829253916406
2017-01-10,-0.003919731863963383,-0.005401456687460593
2017-01-11,0.003575306600420647,-0.0028649169814068233
2017-01-12,-0.0015164831410196587,0.0023973743884401657
2017-01-13,0.00029620872997934136,-0.01009411629937882
2017-01-17,0.0006487908387572236,0.011813223954226971
2017-01-18,0.0026693782662373716,-0.006409446189591411
2017-01-19,-0.0037587609160583623,-0.007460165156544891
2017-01-20,0.0028736065610685756,0.004291016897750343
2017-01-23,-0.0036604631106465614,-0.00395714053140015
2017-01-24,0.007279564921407007,-0.0015947132283484153
2017-01-25,0.005209090927495481,-0.007775829360391795
2017-01-26,-0.0018798499929150894,-0.001233117791093053
2017-01-27,-0.004571289204327795,-0.013316932259047055
2017-01-30,-0.0012081550375382612,0.006083518390610387
2017-01-31,-0.005940989046208794,-0.009403114227056131
2017-02-01,-0.008270070496962984,-0.014530017491038905
2017-02-02,0.005829651294044169,0.005448796949142838
2017-02-03,0.004111967337905581,-0.008220784117189867
2017-02-06,-0.0011056373628906767,-0.003282859426855295
2017-02-07,0.001481070341706775,-0.00290565980842461
2017-02-08,0.0007104648116428025,-0.0008833026521537224
2017-02-09,0.005867725404062286,0.0027802610061660577
2017-02-10,0.003223788761951846,0.0037684951055494357
2017-02-13,0.006083691784437234,0.0019953766734158375
2017-02-14,0.0031165034418672577,-0.002831557887548514
2017-02-15,0.005724247159618557,-0.002297713856829031
2017-02-16,0.0034128565521588327,0.011022834676823225
2017-02-17,0.002330515123225152,-0.00359093766437788
2017-02-21,0.004222214695884169,-0.006693607734561508
2017-02-22,0.0002415300103639996,-0.00037761228931969585
2017-02-23,0.0015894843625939349,0.01156503371399752
2017-02-24,0.00482828989472851,0.004072219462377041
2017-02-27,-0.0014065750326374025,-0.0034760334624085185
2017-02-28,0.0007972695150074762,0.009497892107932188
2017-03-01,0.011250071182821076,0.007994359809671456
2017-03-02,-0.004003975455907759,0.005629298530288154
2017-03-03,-0.0006872710211154487,-0.0027251468020726153
2017-03-06,-0.003113912465461466,-0.0006659343855693496
2017-03-07,-0.0009538091965335228,0.0003065359227361845
2017-03-08,-0.0006241733961147189,-0.004243890738539818
2017-03-09,0.0008735200400603217,0.0003346634021732964
2017-03-10,0.004941119582735193,-0.0022237828623495933
2017-03-13,0.0008473631323384355,-0.0038468564476395965
2017-03-14,-0.002399597203942655,-3.648166508807304e-05
2017-03-15,0.007233698007776497,0.003264815498174883
2017-03-16,-0.0020622939481466265,-0.007424379826148215
2017-03-17,0.0020136194836791743,0.005551721633929608
2017-03-20,-0.001626613126173032,-0.0015198184442476775
2017-03-21,-0.0060404470313852165,0.023605205598963286
2017-03-22,0.0003573107447036372,-0.004878401076979889
2017-03-23,-0.0018290500578082348,1.8785594519399318e-06
2017-03-24,-0.0011555499834856988,-0.0047165566359732135
2017-03-27,-0.0010555843952885558,-0.0008847108575666782
2017-03-28,0.004401341654560148,-0.0045863971563481825
2017-03-29,-0.0035122172208054917,-0.008343310457695919
2017-03-30,0.0020111339529266027,-0.0008766819595251551
2017-03-31,-0.0021497800577127135,0.0006379072980200406
2017-04-03,-0.0009559823855997463,0.0010064491573258622
2017-04-04,0.0013235450163838762,0.004802642654063651
2017-04-05,-0.0016151387415671236,0.006777443516779353
2017-04-06,0.0015753937193584036,-0.005760525497782516
2017-04-07,2.25961547634823e-05,-0.0008030706534970845
2017-04-10,0.0002567056680036595,0.0014372261770691677
2017-04-11,-5.100458976757816e-05,0.0033439795137941712
2017-04-12,-0.00255226638952043,0.0074295430495710255
2017-04-13,-0.003966703145025391,0.0018584970499521847
2017-04-17,0.006918573910824843,-0.003659240411960775
2017-04-18,0.0003064993373184945,0.002589464210885151
2017-04-19,-0.0018009701112834619,-0.0054025016130109516
2017-04-20,0.005255035026645627,-0.004573898867502946
2017-04-21,0.0018814557342117233,0.0044752129182562324
2017-04-24,0.009700436451617734,-0.007608267313617789
2017-04-25,0.0061162455470398225,-0.003732396715846003
2017-04-26,0.0005258932953001172,0.0004332279936814621
2017-04-27,0.0027130170536527106,-5.80439393372211e-05
2017-04-28,3.2362179482025785e-05,0.004094906431272516
2017-05-01,-0.0015524647791837986,-0.008027357333916692
2017-05-02,-0.0014417172100960767,-0.002464634274075577
2017-05-03,-0.0009651201958386315,-0.001632686775538872
2017-05-04,0.001375035484594722,0.0006209059165794395
2017-05-05,0.0030971490946841707,-0.0022992199652504377
2017-05-08,-0.0016880228920037935,0.001337116568129204
2017-05-09,-0.0008597810061002573,-0.004105033118256951
2017-05-10,-0.0007787037313294719,-0.009821689085120721
2017-05-11,-0.0005431333927690464,8.805946268891987e-06
2017-05-12,-0.001032200981183873,-0.0024545080162314274
2017-05-15,0.004666176834841174,-0.008811399233238267
2017-05-16,-0.00012440799161662073,-0.003972517733923287
2017-05-17,-0.010700121720410627,0.023583996888804526
2017-05-18,0.002003943021723181,-0.006553340094839555
2017-05-19,0.005055340949134608,-0.0037231531444919647
2017-05-22,0.005211502996730378,0.00013855778998612695
2017-05-23,0.002371486136874912,0.00012518181699976453
2017-05-24,0.003379537947630867,0.0004883845256544728
2017-05-25,0.005804537351930489,-0.0015246179254607803
2017-05-26,1.3294869766642889e-06,-0.004098057824950402
2017-05-30,0.0013370150436786187,0.0034253888815439226
2017-05-31,0.0022280241659888623,0.003682863468863512
2017-06-01,0.005603055290244647,-0.010924581391501442
2017-06-02,0.0013414212608980351,-0.005873550622191169
2017-06-05,-0.0024541517769946677,-0.0061010616464102115
2017-06-06,-0.0031854239005361827,-0.0019398830160308462
2017-06-07,0.0004616141009503584,-0.005839217324293428
2017-06-08,-0.005580383275281037,-0.018381240643686007
2017-06-09,0.003189830530351262,0.02436718762298286
2017-06-12,-0.0012663586870182765,0.0024711541023401283
2017-06-13,0.0035156621899631317,-0.004417598733477202
2017-06-14,0.004131584988075188,0.008421717166104547
2017-06-15,0.00220690691318613,0.009345434903651983
2017-06-16,0.0011202117670232326,0.0019477132300448566
2017-06-19,0.0032235613346903945,-0.01247900645989199
2017-06-20,-0.0002849274191435657,0.008711230977213234
2017-06-21,-0.002561796323638288,-0.006713922176013565
2017-06-22,-0.002292592651817821,-0.0017783512323243107
2017-06-23,-0.0004741506700999712,-0.0027054918789009954
2017-06-26,0.0008823214363405109,0.0048087844537304195
2017-06-27,-0.005311193567311269,0.009917659823279067
2017-06-28,0.00343263958906595,-0.0140422209960189
2017-06-29,-0.009596197490075188,0.0035147190774051096
2017-06-30,0.0012502040920246982,0.0024346889275972615
2017-07-03,0.0006134103130286507,0.00366931378778203
2017-07-05,0.0007754129364387466,-0.007983462797505182
2017-07-06,-0.0050499347075647965,0.002309832280535068
2017-07-07,0.00516767160049395,-0.00914010065130668
2017-07-10,-0.001621858171873125,-0.012425979266927383
2017-07-11,-0.0012179720302447849,-0.00786922481561014
2017-07-12,0.005940223732628314,-0.002902764188194945
2017-07-13,-0.0017411126450111057,-0.002153001333401022
2017-07-14,0.004759099141989815,-0.0016746053770834604
2017-07-17,-0.0021988034651217844,0.00025364868062305855
2017-07-18,0.0018117073494804794,-0.0076228706906272484
2017-07-19,0.0036931585233776765,-0.0017608332964386636
2017-07-20,0.0011948072489741612,0.0018548367895193654
2017-07-21,0.001815765419339005,0.00684443560628779
2017-07-24,-0.003167700502711923,-0.006073571752939055
2017-07-25,-0.0009428667867913685,-0.008527378708019574
2017-07-26,0.0003677454697301354,-0.004707229161827254
2017-07-27,-0.0012283989168764334,0.01557167678045926
2017-07-28,0.0015427913386791168,0.005733377059858895
2017-07-31,0.001434831692605504,0.010878019941407763
2017-08-01,0.0030944733482914156,0.0001977988059403467
2017-08-02,0.0030011269094115394,0.010913023750686451
2017-08-03,0.001875212395805188,0.0021038006408955973
2017-08-04,-0.00040486549974513283,-0.007492180031574692
2017-08-07,-0.001241963042107186,-0.00944552332336312
2017-08-08,-0.0033781103226061043,0.0028568105429954633
2017-08-09,0.0003842253849878574,0.0019456831665313533
2017-08-10,-0.005268748690732684,0.020225186473940795
2017-08-11,-0.002165171872873961,-0.007381668034615958
2017-08-14,0.007841396534172741,-0.010961362977382733
2017-08-15,0.0014828269303569675,0.003922053149275595
2017-08-16,0.005346053290003167,-0.0016793461870088845
2017-08-17,-0.011326317844141343,0.01275666167678216
2017-08-18,-0.0009483099027839117,-0.0014201007268122177
2017-08-21,0.0030302091208419812,0.0074772765120759924
2017-08-22,0.005978195482891757,-0.011694301862409558
2017-08-23,-0.0030966282515061836,-0.0006364541085803923
2017-08-24,-0.0031117232831112895,0.00032499008104491784
2017-08-25,0.0031963929963243157,0.007942580055796523
2017-08-28,0.0007026837130646891,-0.002038203905027775
2017-08-29,0.001993215727186421,-0.0001653103798268939
2017-08-30,0.001176933010019987,-0.014310576421398758
2017-08-31,0.005417250299277632,-0.0015859444438927615
2017-09-01,-0.0025417550451352026,-0.011929830847803635
2017-09-05,-0.002268006180152843,0.006998320975464813
2017-09-06,0.001408786291629549,-0.0031589561370161503
2017-09-07,0.0016900272756237514,-0.005702502607054411
2017-09-08,0.004191167059045431,0.013211424433529045
2017-09-11,0.008836944704754702,-0.0065246959969499415
2017-09-12,-0.0002474637875599594,-0.002804532020524969
2017-09-13,-0.0028065873446901255,-0.0014509339800835243
2017-09-14,0.00310824571983514,0.0022226294633634455
2017-09-15,0.0016917779867021367,-0.0008295901996381201
2017-09-18,-4.2819498387824863e-05,-0.0076375093438067095
2017-09-19,-0.0010262605894287066,-7.172241381661615e-05
2017-09-20,-0.0001872989016210914,0.009467681867087224
2017-09-21,-0.003580854299251729,0.0010559300001198482
2017-09-22,-0.0015173991925563073,-0.003564255740227934
2017-09-25,0.0016162682562598895,0.0169913874755786
2017-09-26,-0.0015679183276552547,-0.003559746648772744
2017-09-27,-0.003312545816868068,-0.01802762342321495
2017-09-28,0.0032372181422602514,0.004218283614678619
2017-09-29,0.0003307964477664349,-0.008444239481275696
2017-10-02,0.0038682074555728588,0.002394373618373741
2017-10-03,0.00042850011325730247,-0.003601169974459983
2017-10-04,0.001465569375595305,-0.003972322808912233
2017-10-05,0.0019798633517504995,-0.005983844691267127
2017-10-06,-0.0007635419360559117,-0.00606123075577868
2017-10-09,0.0007884761074072322,0.0012909883513751723
2017-10-10,0.0029750806515571717,-0.0019167147391906554
2017-10-11,0.003846842606439393,0.0024880619392903145
2017-10-12,0.002500687779700806,0.004624225057166931
2017-10-13,0.0011011658909754918,-0.0036453000166666474
2017-10-16,0.0018433311750463476,-0.00030258108699757745
2017-10-17,0.003153728994989036,0.0017988482265789587
2017-10-18,-0.0017510993134117192,-0.005759196495181951
2017-10-19,0.0013981070120159588,-0.0004006296738811695
2017-10-20,0.0016204065630659407,-0.002438701002430998
2017-10-23,-0.00020977091055960902,0.005521284704775243
2017-10-24,-0.0007150510196788586,-0.0022779795953737974
2017-10-25,-0.00110331612004283,0.0076181453982368755
2017-10-26,0.0031189961140049294,-0.0017481208413533452
2017-10-27,-0.0025888810502472824,-0.0053543398558595695
2017-10-30,-0.008163805415797178,-0.0047304240222649065
2017-10-31,-0.002202750789869351,-0.007093657922802599
2017-11-01,0.0006613528156344363,0.009019148237612707
2017-11-02,0.001825440772463044,0.002799639225951362
2017-11-03,-0.0003790255770046992,-0.016916353326203854
2017-11-06,-0.0029471268131001263,-0.0022467609451032435
2017-11-07,0.001025881700144144,-0.0037975585614278607
2017-11-08,0.002722384162772762,-0.004592099335120886
2017-11-09,-0.0010555893954593888,0.014374480053969869
2017-11-10,0.0008607567004494721,-0.005665955876750272
2017-11-13,0.006065873191102666,0.005934807239984952
2017-11-14,0.004682295843036782,0.010728802776431123
2017-11-15,-0.007492267330603109,-0.004038614302244648
2017-11-16,0.004004781156689713,-0.00899315273899455
2017-11-17,-0.006412265545721463,-0.004123511955503878
2017-11-20,0.003799229005492683,0.0007974506118860083
2017-11-21,0.005039837093086275,-0.007720735364610598
2017-11-22,-0.0020408442108717116,-0.001787868987505031
2017-11-24,0.0022622799948121162,-0.00264658653056567
2017-11-27,0.0023417848679687884,0.006580114515723307
2017-11-28,0.008986517707344066,0.004484465727126713
2017-11-29,0.003261983263179863,0.03368209625148308
2017-11-30,0.009931926913838162,0.0013128077700449042
2017-12-01,-0.0032726349092349954,0.003785658807182646
2017-12-04,0.0037256904712026696,0.024392160906025317
2017-12-05,-0.001762195120271226,-0.0027006875577504086
2017-12-06,0.0008020469107596182,-0.0059476166743878895
2017-12-07,-0.00020529961638701157,-0.00656912130844799
2017-12-08,0.00169591481754805,0.0009702255701924565
2017-12-11,0.0013433032721168634,-0.00427706498226223
2017-12-12,-0.0023226581532392434,0.0011114574893014983
2017-12-13,0.003217280419480334,8.73673952244463e-05
2017-12-14,-0.004541899169880631,-0.007417329185848344
2017-12-15,0.006307879801420946,-0.0075809560466156625
2017-12-18,0.001069423441613415,-0.009513173679683068
2017-12-19,-0.0025111834696437242,0.001698309433939915
2017-12-20,-0.0011187645805325885,-0.0010788126716740004
2017-12-21,-0.0008776601547656247,0.0035657589458506565
2017-12-22,-0.0017172541466711714,-0.0016571554873708763
2017-12-26,0.0003613605259785823,0.00503174420259882
2017-12-27,0.0012874928549844677,0.0008822387472700643
2017-12-28,0.0015275475800032247,-0.0013160883622070295
2017-12-29,-0.0019542495025819564,0.0069193039981958245
2018-01-02,-0.0032055358717603347,-0.02598267296184257
2018-01-03,0.0020243179215115262,-0.009531056074360932
2018-01-04,0.004294218584082455,0.0011517630602696288
2018-01-05,0.003893582027608445,-0.006717779507106071
2018-01-08,0.0002892506382585868,-0.009091107821376027
2018-01-09,0.001420380974600466,0.004599196276069163
2018-01-10,-0.00428030988279623,-0.00627059578567889
2018-01-11,0.0010757490614696217,-0.006725083740076056
2018-01-12,0.003266663574299422,-0.0023413366417079032
2018-01-16,-0.003102196670320412,-0.002695995094800307
2018-01-17,0.008989633953538106,-0.006936107382949142
2018-01-18,-0.0031812400793405915,-0.005211109641842915
2018-01-19,0.003314826027490936,-0.0005200214533405797
2018-01-22,0.0036191416532754487,-0.0036875360936146576
2018-01-23,-0.001478641280176962,-0.019032714444009086
2018-01-24,-0.0009094479139839071,0.005760006962379455
2018-01-25,0.00616298563349898,0.012549959829984842
2018-01-26,0.008742275436894605,-0.00989772101689946
2018-01-29,-0.010056571309019364,-0.003581565966144574
2018-01-30,-0.006081279471971412,0.005167727828969782
2018-01-31,-0.00021191072056909175,-0.006153114132877875
2018-02-01,-0.0022110762128964073,0.008076811247280519
2018-02-02,-0.01627156398528319,0.005936455966432103
2018-02-05,-0.03976658431015257,0.0018293658629645057
2018-02-06,0.0038219717722786876,-0.024233182419322874
2018-02-07,-0.0018697486600742943,0.00408001652200714
2018-02-08,-0.030561920664523446,0.01815744545646516
2018-02-09,0.014434048164660991,-0.006382290129997626
2018-02-12,0.011875802871696062,-0.004804008164417767
2018-02-13,0.00023993565578896993,-0.0014305003624359993
2018-02-14,0.003231173363427098,-0.017803129929984996
2018-02-15,0.014788226109615894,-0.0018372443188445944
2018-02-16,0.0018487652269409184,0.0006172557356637848
2018-02-20,-0.006157146226937377,-0.013514183714662982
2018-02-21,-0.003016491221435819,0.00493798620017753
2018-02-22,0.005009425189686546,0.005964444679543907
2018-02-23,0.012690920738562261,-0.005953669458348574
2018-02-26,0.010160623418210718,-0.0073568264338365556
2018-02-27,-0.011206591997553318,-0.0018966244032825085
2018-02-28,-0.011478032255089398,-0.0017019002218119862
2018-03-01,-0.013667091701300302,0.00034073746375842167
2018-03-02,-0.0009250984967580418,-0.01957150121731306
2018-03-05,0.01276112071961285,0.002940382169840334
2018-03-06,-0.0004355455871740911,-0.015039902457826288
2018-03-07,0.002372578260510555,0.00208750270908904
2018-03-08,0.00819842918420013,0.007224677155722143
2018-03-09,0.014056627863847395,-0.008266707386241318
2018-03-12,-0.001876531404482107,-0.007684809484198292
2018-03-13,-0.0015253341303950343,0.008765462184714173
2018-03-14,-0.004745511836333061,-0.001205350061963944
2018-03-15,0.0011550570544658799,0.0031409100813842407
2018-03-16,0.001967252835544864,0.008179712920174248
