un,bh,vxm,cf,tw,rb,dex,ns,tk,full_sr,full_cagr,full_mdd,full_vol,full_navx,is_sr,is_cagr,is_mdd,oos_sr,oos_cagr,oos_mdd,gap,tim,turn_ann,uname
10,0.5,25,3,150,21,True,0.15,3.0,0.7035064313022171,0.16766105818218469,-0.4589095471734641,0.274509444637138,12.008061874584747,0.7949071956105894,0.18046472675944458,-0.2875181599765978,0.6203637902229379,0.15227026504937768,-0.4589095471734649,0.17454340538765156,0.5634743875278396,16.858203414996286,UNIV_10
10,0.5,25,3,150,21,True,0.15,5.0,0.5974347711297691,0.12488377592959266,-0.37047703013908584,0.24979962359298752,6.600057543452694,0.6856123184274906,0.13667371337277578,-0.22518984597767866,0.518274414430525,0.11070402562173598,-0.3704770301390863,0.16733790399696558,0.5634743875278396,17.224053452115818,UNIV_10
10,0.5,25,3,150,21,False,,,0.5052350052264273,0.10462175159611276,-0.5309997656786005,0.2697066823482529,4.931292871682187,0.6718763731591398,0.14554378579465,-0.3330562762394852,0.33692096019246637,0.056799067098313394,-0.5309997656786012,0.33495541296667347,0.5634743875278396,15.86909180895818,UNIV_10
10,0.5,25,3,150,21,False,,2.0,0.47476810144915943,0.1115710585341323,-0.658780116133619,0.36312554892628646,5.453010161788617,0.5987830559193431,0.14884155740108418,-0.39693528492470675,0.3680344750453127,0.0678515861638711,-0.6587801161336193,0.23074858087403038,0.5634743875278396,19.518930957683743,UNIV_10
10,0.5,25,3,150,21,False,,3.0,0.6173087871215174,0.16140292026033265,-0.5040371140898576,0.3334551120803347,11.016596361159062,0.6823256658105334,0.17002237286703714,-0.35887633815093256,0.5644882523102621,0.15100142246275006,-0.5040371140898587,0.11783741350027133,0.5634743875278396,18.812175204157384,UNIV_10
10,0.5,25,3,150,21,False,,5.0,0.5866424491620306,0.13908358308543178,-0.45723006875960404,0.29911747984425296,8.070665087426285,0.6848978813567701,0.16220557377416123,-0.37498890210666114,0.48972857648529505,0.11157103975005067,-0.4572300687596037,0.19516930487147505,0.5634743875278396,18.047216035634744,UNIV_10
10,0.5,25,3,150,21,False,0.1,,0.5503703454040473,0.09607313971149778,-0.4577439086367655,0.20536239861830846,4.353668944897987,0.8696733355096045,0.16151999063194156,-0.28250106584346435,0.20755235286466947,0.021397838719960927,-0.4577439086367653,0.662120982644935,0.5634743875278396,15.74887404107894,UNIV_10
10,0.5,25,3,150,21,False,0.1,2.0,0.17661067905861258,0.014310301732312292,-0.6437597014947536,0.2246869233484524,1.2558962653262102,0.3763329510380874,0.06069522327305599,-0.409890601688487,-0.06223749034322295,-0.03939849248425509,-0.6023640624963911,0.43857044138131035,0.5634743875278396,15.590200445434299,UNIV_10
10,0.5,25,3,150,21,False,0.1,3.0,0.3579601015962849,0.05465766068663336,-0.48145860135521035,0.2121015521409943,2.3475215964417155,0.6517111898761532,0.12052910075881207,-0.23145699951472698,0.015511782878043875,-0.02028718252714934,-0.4814586013552129,0.6361994069981093,0.5634743875278396,13.78173719376392,UNIV_10
10,0.5,25,3,150,21,False,0.1,5.0,0.5050179483456413,0.08518572388680101,-0.4689147225908369,0.20322063955647696,3.709651833247091,0.7853298218348671,0.1469910898573572,-0.2691099781874362,0.17418501417637744,0.01446192604304719,-0.46891472259083633,0.6111448076584897,0.5634743875278396,14.268151447661468,UNIV_10
10,0.5,25,3,150,21,False,0.15,,0.44971651261921264,0.08108138514696428,-0.48614020545126646,0.23605086361264824,3.4909486351260584,0.5596934821709642,0.10408792227339658,-0.32574039545919975,0.33495569372163275,0.05373537737093481,-0.48614020545126746,0.2247377884493314,0.5634743875278396,15.473100717644146,UNIV_10
10,0.5,25,3,150,21,False,0.15,2.0,0.5648656825096439,0.12842769134759924,-0.49338268064775326,0.2881597537458284,6.941507920306987,0.632100555931155,0.13736003764656912,-0.3761652611001983,0.5077842064850842,0.1176544655634797,-0.3973513349299209,0.12431634944607084,0.5634743875278396,16.089086859688194,UNIV_10
10,0.5,25,3,150,21,False,0.15,3.0,0.7206192944567067,0.17392213327243122,-0.4647973845499822,0.27597299056410396,13.083253989020177,0.8111054143905528,0.18590163559945716,-0.2794223815138053,0.6388922943907788,0.15951002667981395,-0.4647973845499803,0.17221311999977407,0.5634743875278396,16.65033407572383,UNIV_10
10,0.5,25,3,150,21,False,0.15,5.0,0.6693412157163336,0.14718639664016786,-0.37307415570915314,0.2538330112866371,9.04218942849713,0.7973791570298076,0.169876394168319,-0.21639101164139807,0.547397474277205,0.12017262991172517,-0.3730741557091529,0.24998168275260257,0.5634743875278396,16.89977728285078,UNIV_10
10,0.5,25,5,150,21,True,,,0.4644385820714681,0.09163155415990354,-0.5633426642062416,0.26570168841737835,4.079220212639512,0.706832390274737,0.14928836149119218,-0.3311662070150292,0.23514930598260023,0.025368127760998282,-0.5055009837460007,0.4716830842921368,0.5632269240287058,14.067953476862163,UNIV_10
10,0.5,25,5,150,21,True,,2.0,0.4741177162230601,0.11235413537669414,-0.6434552959076274,0.37282336627013285,5.514939059449618,0.691834844881492,0.18527247254664325,-0.4006426073946846,0.28489892926267885,0.02965821025900639,-0.6434552959076271,0.4069359156188132,0.5632269240287058,16.587973273942094,UNIV_10
10,0.5,25,5,150,21,True,,3.0,0.512992089614654,0.12307422160413495,-0.5747955663627526,0.3405969686191796,6.431846085143526,0.6818450112201079,0.17040031784627163,-0.37155509324418845,0.36618659170318624,0.0680666683073794,-0.513844527828136,0.31565841951692164,0.5632269240287058,15.610987379361543,UNIV_10
10,0.5,25,5,150,21,True,,5.0,0.4899407755670431,0.10706129972408784,-0.5480396891199752,0.30158166891660837,5.108863102065559,0.6516041150937146,0.1492000224077894,-0.40455498229234066,0.33786980121300336,0.05787017609428746,-0.4782419817193564,0.31373431388071127,0.5632269240287058,14.70467706013363,UNIV_10
10,0.5,25,5,150,21,True,0.1,,0.5343417884669779,0.09048156565816945,-0.3456656660903604,0.1997351779240867,4.010853183150536,0.8048342451493934,0.1426560164889823,-0.2007598692811754,0.24716723438691005,0.030204013667480156,-0.3456656660903602,0.5576670107624834,0.5632269240287058,13.906211333828262,UNIV_10
10,0.5,25,5,150,21,True,0.1,2.0,0.30558303215703947,0.04455990879682292,-0.6743782112002863,0.22997486336213976,2.011915989461283,0.5959697505965708,0.11479082679778596,-0.31399643879233896,-0.03155828325057506,-0.03494946817217348,-0.674378211200287,0.6275280338471458,0.5632269240287058,13.78173719376392,UNIV_10
10,0.5,25,5,150,21,True,0.1,3.0,0.3735681730680737,0.058937700080426536,-0.5245316638052189,0.216650308356429,2.5050407373027324,0.662215075721199,0.1270584720019079,-0.35955768479172234,0.024486264297250006,-0.018415594273120006,-0.5245316638052189,0.637728811423949,0.5632269240287058,13.282850779510023,UNIV_10
10,0.5,25,5,150,21,True,0.1,5.0,0.34653144217430787,0.049763220477119896,-0.47627928695776856,0.196419373021203,2.1787876584717285,0.6284278350691025,0.10858018170138584,-0.3630810353362468,0.011467508659960119,-0.017606158654274506,-0.4762792869577712,0.6169603264091423,0.5632269240287058,13.282850779510023,UNIV_10
10,0.5,25,5,150,21,True,0.15,,0.46099375522371727,0.08263055678852327,-0.5055178450312431,0.23057680705011493,3.5720368447400914,0.731517673920645,0.14374155078530615,-0.2730260820745243,0.17619368085329395,0.012664208666111731,-0.5055178450312428,0.555323993067351,0.5632269240287058,13.216975996040585,UNIV_10
10,0.5,25,5,150,21,True,0.15,2.0,0.47952919315066445,0.09914959211716212,-0.5138993024067844,0.2792147499609715,4.553812696834502,0.7044664599204143,0.1581712813682814,-0.2911962904234252,0.2558068739580953,0.03138024619674096,-0.5138993024067856,0.44865958596231903,0.5632269240287058,13.78173719376392,UNIV_10
10,0.5,25,5,150,21,True,0.15,3.0,0.5352260252927513,0.11217530604577419,-0.5740635908704173,0.2648007742229482,5.500738682069158,0.7144932876670279,0.1575840893998972,-0.3356669383294494,0.3468543552103732,0.059322686294101645,-0.5740635908704166,0.3676389324566547,0.5632269240287058,14.862657757980696,UNIV_10
10,0.5,25,5,150,21,True,0.15,5.0,0.4980058038419466,0.09760344285793132,-0.4449838092552688,0.2509517148375345,4.452171145220664,0.7942160987332236,0.17105906440421248,-0.3463473632327888,0.19013860168966423,0.014416505883913189,-0.44498380925526826,0.6040774970435594,0.5632269240287058,14.979064587973276,UNIV_10
10,0.5,25,5,150,21,False,,,0.46706485854390484,0.09490975198040852,-0.5118426447401945,0.27768356236153735,4.2801555357192,0.703788313828816,0.15662721930533352,-0.35601103971565173,0.23357305129881425,0.024243193505862903,-0.4832135860197414,0.4702152625300018,0.5632269240287058,10.987973273942094,UNIV_10
10,0.5,25,5,150,21,False,,2.0,0.4473913520444902,0.10126105657227447,-0.7122040727924002,0.3725314949979506,4.696135172645005,0.7087977384407939,0.19212015110751035,-0.3784945126694381,0.21615937357183926,1.0151811760117369e-06,-0.7122040727924007,0.4926383648689546,0.5632269240287058,15.153674832962139,UNIV_10
10,0.5,25,5,150,21,False,,3.0,0.5314912604429082,0.13100359175348575,-0.5344209513096138,0.34455151879481183,7.200011233598384,0.7249050206436973,0.18826336490727158,-0.3585547947042136,0.3591874836510445,0.0650447134952914,-0.5138445278281358,0.3657175369926528,0.5632269240287058,14.737936154417222,UNIV_10
10,0.5,25,5,150,21,False,,5.0,0.5110238900006291,0.1158852291819561,-0.5064086691615061,0.3093225297916002,5.802473427099534,0.7401507599242632,0.18312546125493023,-0.3940721720613338,0.285641751522269,0.039207444901180555,-0.47824198171935617,0.45450900840199415,0.5632269240287058,13.370155902004456,UNIV_10
10,0.5,25,5,150,21,False,0.1,,0.5107536783850125,0.0868294090557622,-0.39923870906531955,0.20415784135487555,3.800787464302296,0.772529950058658,0.13995134422324895,-0.26807691430385905,0.2257614222769201,0.025524066549646784,-0.3992387090653199,0.5467685277817379,0.5632269240287058,13.734966592427618,UNIV_10
10,0.5,25,5,150,21,False,0.1,2.0,0.34459213436343333,0.05398422635241351,-0.599905206455108,0.2300726493642215,2.323599563445563,0.563191996865704,0.106235909233241,-0.35896834531159694,0.0934871152298807,-0.006272465971880026,-0.5999052064551076,0.4697048816358233,0.5632269240287058,13.407572383073497,UNIV_10
10,0.5,25,5,150,21,False,0.1,3.0,0.3714725404771653,0.05853846039021349,-0.5241774611208501,0.21715450812604659,2.489938688284729,0.6569639575677538,0.12586658977789744,-0.36549427382383626,0.027358280328593467,-0.017972359729257814,-0.5241774611208496,0.6296056772391604,0.5632269240287058,13.199703043801037,UNIV_10
10,0.5,25,5,150,21,False,0.1,5.0,0.49314348052519374,0.08265672180015127,-0.5016573760849994,0.20345981581582223,3.573421443060059,0.8997355846412531,0.17849796107218796,-0.3446740413020044,-0.018012988712080378,-0.023503251534533143,-0.5016573760849985,0.9177485733533335,0.5632269240287058,12.958574610244987,UNIV_10
10,0.5,25,5,150,21,False,0.15,,0.5558441945447673,0.1093890373639399,-0.4440661702096599,0.23860920207520198,5.283869199322114,0.7783531504655515,0.16239199069670462,-0.2802379913971652,0.3142583920795404,0.048149872304173114,-0.4440661702096599,0.4640947583860111,0.5632269240287058,11.197574857708489,UNIV_10
10,0.5,25,5,150,21,False,0.15,2.0,0.46325261250739924,0.09398538711260174,-0.5046325525105559,0.2783289103004531,4.22257725376666,0.6626947037160573,0.14534047923184423,-0.33766289201287736,0.26591895883081673,0.03459787105954426,-0.504632552510557,0.3967757448852406,0.5632269240287058,13.594654788418708,UNIV_10
10,0.5,25,5,150,21,False,0.15,3.0,0.5450284069522879,0.11544328621890232,-0.5786983876896772,0.26602596442682636,5.765732039320611,0.7206179854124167,0.15978611116037889,-0.3437189095130171,0.36120479128480176,0.06377229134998963,-0.5786983876896777,0.35941319412761497,0.5632269240287058,14.65478841870824,UNIV_10
10,0.5,25,5,150,21,False,0.15,5.0,0.5850266727018708,0.12492443588319069,-0.4693735006942148,0.25940972334670587,6.603884145295659,0.9567343271459705,0.22920657823058677,-0.2916407359593234,0.1742461924878368,0.009902568174909643,-0.469373500694214,0.7824881346581337,0.5632269240287058,14.40534521158129,UNIV_10
10,0.5,28,3,150,21,True,,,0.5237914108316667,0.11025159640100446,-0.4231663735910196,0.2697229853583328,5.35013442434583,0.6588569942192181,0.1363257619999627,-0.3280678130958474,0.4042351075270011,0.07933324515432005,-0.36767781452686665,0.25462188669221697,0.574857708487998,18.808017817371937,UNIV_10
10,0.5,28,3,150,21,True,,2.0,0.5022649226552739,0.12450901458593866,-0.5574005486344396,0.37556261472565505,6.564885649230398,0.5933686060738311,0.1471390804673156,-0.44782390758814583,0.4341573598814444,0.09757670827677867,-0.5483103767664705,0.15921124619238675,0.574857708487998,21.265033407572382,UNIV_10
10,0.5,28,3,150,21,True,,3.0,0.5842707253955015,0.15181681608631625,-0.483020069850834,0.3450465470695976,9.645547880231733,0.6603714421385033,0.16151974705854788,-0.4029938242836463,0.5305078859017773,0.14012073019641202,-0.4461620473014605,0.12986355623672596,0.574857708487998,19.685226429101704,UNIV_10
10,0.5,28,3,150,21,True,,5.0,0.5655365728513364,0.13441426534151013,-0.4793341537248055,0.30753772865203083,7.5561922309676515,0.632518820171763,0.1427860945467263,-0.3761378690942724,0.5121756255258023,0.12431112274616307,-0.4207574483344352,0.12034319464596066,0.574857708487998,19.21959910913141,UNIV_10
10,0.5,28,3,150,21,True,0.1,,0.37425400015466115,0.05612122392727126,-0.5867796581932134,0.19979227040189884,2.4003095099480345,0.8118569904671405,0.14371280092753103,-0.2556900164352245,-0.08909322710389343,-0.041454175171575125,-0.5309110934840794,0.900950217571034,0.574857708487998,16.687651571393218,UNIV_10
10,0.5,28,3,150,21,True,0.1,2.0,0.10470293432381904,-0.0021063391501477957,-0.7253035768832408,0.22592942240631442,0.9667529709434506,0.3321868937332962,0.05007604842810931,-0.40989060168848657,-0.15954035244263962,-0.062111235372364626,-0.6700467820059051,0.4917272461759358,0.574857708487998,16.27616926503341,UNIV_10
10,0.5,28,3,150,21,True,0.1,3.0,0.25613609371539225,0.032113521071424955,-0.5757700254944134,0.21197925109487753,1.660082788232152,0.5662386010506841,0.10018544152561537,-0.30793340320989415,-0.10045000856989882,-0.04505404089767229,-0.5337379881820334,0.666688609620583,0.574857708487998,14.571640682999258,UNIV_10
10,0.5,28,3,150,21,True,0.1,5.0,0.05200153803286497,-0.00906796166948065,-0.55352393657993,0.19484417948636445,0.8640932850502049,0.2443125725155901,0.02857173174444183,-0.3945782266741982,-0.1691811061385014,-0.053010814365882286,-0.46256360625444937,0.4134936786540915,0.574857708487998,16.700222717149224,UNIV_10
10,0.5,28,3,150,21,True,0.15,,0.2997236818467391,0.04319276891110291,-0.6103092222484348,0.2321936482160647,1.9701031503804942,0.6441841139010361,0.12054926938707777,-0.31767975326216147,-0.04650492240278104,-0.043760136906600966,-0.5793264902918194,0.6906890363038172,0.574857708487998,15.783964365256123,UNIV_10
10,0.5,28,3,150,21,True,0.15,2.0,0.5261574781909202,0.11728383568333234,-0.49130765702155366,0.29341519084155304,5.9201999644261765,0.6272021582994027,0.13592387467009148,-0.37361013364479234,0.44094362267277126,0.09501692987733001,-0.3973513349299225,0.18625853562663147,0.574857708487998,16.400890868596882,UNIV_10
10,0.5,28,3,150,21,True,0.15,3.0,0.6583502375472837,0.15601617377618804,-0.45890954717346366,0.28077652257497776,10.225187401633887,0.7949071956105894,0.18046472675944458,-0.2875181599765978,0.5380841426273082,0.12695199600810403,-0.45890954717346477,0.25682305298328123,0.574857708487998,16.858203414996286,UNIV_10
10,0.5,28,3,150,21,True,0.15,5.0,0.4165616950828647,0.07531702437466836,-0.5696906656052665,0.2507478940290122,3.2041338478332055,0.6856123184274906,0.13667371337277578,-0.22518984597767866,0.1604875149918157,0.005114393571369558,-0.5696906656052665,0.5251248034356749,0.574857708487998,17.623162583518933,UNIV_10
10,0.5,28,3,150,21,False,,,0.4675715830777884,0.09598847614981842,-0.5032831135114835,0.2818798348458885,4.348279444171394,0.6694413463498711,0.1457976780816701,-0.35297048809544507,0.27878442630022554,0.0382974132005236,-0.5032831135114852,0.39065692004964553,0.574857708487998,16.176045533283844,UNIV_10
10,0.5,28,3,150,21,False,,2.0,0.4726263949569599,0.11206178183628523,-0.6310019718253554,0.3758934124537277,5.491741814556004,0.6073195864192947,0.1528026641683391,-0.43063344174356344,0.364014858513404,0.0644299148130465,-0.6310019718253541,0.24330472790589075,0.574857708487998,19.893095768374163,UNIV_10
10,0.5,28,3,150,21,False,,3.0,0.5902285467436428,0.15503005244763335,-0.46579468242946864,0.3481029141715662,10.08621035159484,0.6833456899693767,0.17124454795463095,-0.395948287159977,0.5200594525539911,0.13560466029982976,-0.46579468242946853,0.16328623741538562,0.574857708487998,19.14476614699332,UNIV_10
10,0.5,28,3,150,21,False,,5.0,0.5675733481708534,0.1366390102883297,-0.45023837320323756,0.31288358809478173,7.797357314240616,0.6893634994621124,0.16470723774426288,-0.37498890210666114,0.45799304422122855,0.1033996191486708,-0.4207574483344354,0.23137045524088384,0.574857708487998,18.396436525612472,UNIV_10
10,0.5,28,3,150,21,False,0.1,,0.3881503625201847,0.05995321519821628,-0.6414446015384714,0.20440077879180396,2.543842631309123,0.8696733355096045,0.16151999063194156,-0.28250106584346435,-0.13572517405016202,-0.05172126994009352,-0.5706766142061788,1.0053985095597664,0.574857708487998,15.721158129175945,UNIV_10
10,0.5,28,3,150,21,False,0.1,2.0,0.10520391281571836,-0.0020141473009794852,-0.7253698826560516,0.22609275197362289,0.9681861938853172,0.3399481526484919,0.051892060321881095,-0.409890601688487,-0.16731353826337367,-0.06388922232625704,-0.6701264255733854,0.5072616909118656,0.574857708487998,15.96436525612472,UNIV_10
10,0.5,28,3,150,21,False,0.1,3.0,0.26218589636369927,0.03347522856456342,-0.5803862538663729,0.21267032085775706,1.6955549150430842,0.5813493707039481,0.10388692400643795,-0.30793340320989515,-0.10465259801195108,-0.04616487029493399,-0.5388115851861792,0.6860019687158991,0.574857708487998,14.405345211581292,UNIV_10
10,0.5,28,3,150,21,False,0.1,5.0,0.2934330916687769,0.03927847929731487,-0.6103827603565508,0.20099885827542333,1.854848818531564,0.7011717686147044,0.1275331087483882,-0.37129094075878577,-0.1973064324809941,-0.05883707301148444,-0.4946113461182463,0.8984782010956985,0.574857708487998,14.941648106904232,UNIV_10
10,0.5,28,3,150,21,False,0.15,,0.31526592721605895,0.04766147334438742,-0.5733526095020558,0.2413295438998489,2.1098799898096074,0.5842274365978917,0.1102627748330196,-0.32574039545919986,0.042538344295084136,-0.023763825527561733,-0.515487040044057,0.5416890923028075,0.574857708487998,15.225389755011136,UNIV_10
10,0.5,28,3,150,21,False,0.15,2.0,0.5242563720733738,0.11669089091118412,-0.49338268064775326,0.29353746135329783,5.870018476123092,0.632100555931155,0.13736003764656912,-0.3761652611001983,0.43275215989231086,0.09204909006889084,-0.3973513349299225,0.19934839603884413,0.574857708487998,16.02672605790646,UNIV_10
10,0.5,28,3,150,21,False,0.15,3.0,0.6753934392281346,0.16221480823336498,-0.464797384549982,0.28220823783356436,11.140742382752824,0.8111054143905528,0.18590163559945716,-0.2794223815138053,0.5565081498790972,0.13403268190924789,-0.46479738454998265,0.2545972645114556,0.574857708487998,16.65033407572383,UNIV_10
10,0.5,28,3,150,21,False,0.15,5.0,0.5082837980291054,0.10155517018961535,-0.5714659262850195,0.25512952286245216,4.716287533775511,0.8309760572198546,0.17945309384302077,-0.21639101164139807,0.19125197452413456,0.013682860272993702,-0.571465926285019,0.63972408269572,0.574857708487998,16.999554565701562,UNIV_10
10,0.5,28,5,150,21,True,,,0.4958145957725214,0.10238746478455996,-0.521693559681379,0.27221404083803186,4.7737557880234345,0.7503994856636858,0.16249961310458017,-0.3266120524019962,0.2630950095473607,0.03342624161155072,-0.5101743673644319,0.48730447611632505,0.5746102449888641,14.37144271219995,UNIV_10
10,0.5,28,5,150,21,True,,2.0,0.5163684531489388,0.13110866670647514,-0.564359153539467,0.37976603546775767,7.210745195725332,0.7171123556580425,0.19535353823681345,-0.4006426073946846,0.3499532674135527,0.05758137451564194,-0.5643591535394661,0.36715908824448984,0.5746102449888641,17.024498886414253,UNIV_10
10,0.5,28,5,150,21,True,,3.0,0.5538058950433887,0.14060970583627896,-0.5407494121754497,0.3482564464234628,8.24581552535814,0.7099636486305644,0.18068787129531083,-0.3644695806015392,0.4261554971384021,0.09367758535002602,-0.513844527828136,0.28380815149216226,0.5746102449888641,16.02672605790646,UNIV_10
10,0.5,28,5,150,21,True,,5.0,0.5341590596044012,0.12383329054226966,-0.5078963413510486,0.3090926991426028,6.501911681761353,0.6853870044529239,0.16036453693758035,-0.40455498229234066,0.39988261103292844,0.08093395044107732,-0.4782419817193564,0.28550439341999545,0.5746102449888641,15.078841870824055,UNIV_10
10,0.5,28,5,150,21,True,0.1,,0.6053779282105173,0.10661736965662771,-0.3456656660903614,0.20097033036463416,5.076110432493038,0.8048342451493934,0.1426560164889823,-0.2007598692811754,0.39752390299332546,0.06429924659476272,-0.34566566609036053,0.40731034215606793,0.5746102449888641,13.670626082652811,UNIV_10
10,0.5,28,5,150,21,True,0.1,2.0,0.36206221627584323,0.058454048463141506,-0.6743782112002885,0.23159633372242544,2.486756588499792,0.5959697505965708,0.11479082679778596,-0.31399643879233896,0.09470991293766573,-0.006264527902030581,-0.6743782112002876,0.501259837658905,0.5746102449888641,13.78173719376392,UNIV_10
10,0.5,28,5,150,21,True,0.1,3.0,0.435632938907535,0.07370727819620537,-0.5245316638052206,0.21845044955355433,3.128076891673379,0.662215075721199,0.1270584720019079,-0.35955768479172234,0.16660975937108694,0.012189981031522468,-0.5245316638052206,0.49560531635011207,0.5746102449888641,13.282850779510023,UNIV_10
10,0.5,28,5,150,21,True,0.1,5.0,0.4041547720594004,0.061939161647149854,-0.4762792869577702,0.1974362131937402,2.6213578893358482,0.6284278350691025,0.10858018170138584,-0.3630810353362468,0.14064189627265233,0.007830212209092746,-0.47627928695777033,0.48778593879645016,0.5746102449888641,13.282850779510023,UNIV_10
10,0.5,28,5,150,21,True,0.15,,0.5217622629223316,0.09825030924444222,-0.508396050532212,0.23165246685175858,4.494433580049997,0.731517673920645,0.14374155078530615,-0.2730260820745243,0.3040370750898554,0.04533506686848421,-0.5083960505322118,0.42748059883078965,0.5746102449888641,12.981390744865132,UNIV_10
10,0.5,28,5,150,21,True,0.15,2.0,0.5256566596349238,0.11376985259091943,-0.5138993024067833,0.2805395629720836,5.628576832216309,0.7044664599204143,0.1581712813682814,-0.2911962904234252,0.3510102371263341,0.06203675565632838,-0.5138993024067835,0.35345622279408023,0.5746102449888641,13.78173719376392,UNIV_10
10,0.5,28,5,150,21,True,0.15,3.0,0.583910490279045,0.12714336867008158,-0.5740635908704174,0.2662701950495953,6.815896126552145,0.7144932876670279,0.1575840893998972,-0.3356669383294494,0.44947926095866164,0.09118427386616035,-0.5740635908704166,0.26501402670836627,0.5746102449888641,14.862657757980696,UNIV_10
10,0.5,28,5,150,21,True,0.15,5.0,0.5550191008218066,0.11377703106947101,-0.45684899906517784,0.2520053808319136,5.629158593614164,0.7942160987332236,0.17105906440421248,-0.3463473632327888,0.3095924532282457,0.04784826357048577,-0.4568489990651775,0.48462364550497794,0.5746102449888641,14.75456570155902,UNIV_10
10,0.5,28,5,150,21,False,,,0.4958268289924404,0.10535630602246626,-0.5154720039271783,0.2847612902610201,4.984141286662094,0.745209733944948,0.1699524331873037,-0.35601103971565173,0.2590989412531775,0.031553780630524386,-0.5154720039271793,0.48611079269177054,0.5746102449888641,11.277604553328382,UNIV_10
10,0.5,28,5,150,21,False,,2.0,0.4786553639820212,0.11501054639463115,-0.6721793386114496,0.3801708024850467,5.7299672283606204,0.7343262783818164,0.20239629688723215,-0.3784945126694381,0.26187542285027837,0.017208886427640735,-0.6721793386114499,0.47245085553153804,0.5746102449888641,15.52783964365256,UNIV_10
10,0.5,28,5,150,21,False,,3.0,0.5659877121067772,0.14647079326434742,-0.5138445278281358,0.3524368894684414,8.952164078118466,0.7526510654796073,0.19879890027422165,-0.3557294182112406,0.40846054581875724,0.0858747985802768,-0.5138445278281358,0.34419051966085,0.5746102449888641,15.112100965107645,UNIV_10
10,0.5,28,5,150,21,False,,5.0,0.5471538583516298,0.13041729511476663,-0.4782419817193563,0.31694964040086016,7.140392437888533,0.7724998325900597,0.1946739646466904,-0.3940721720613338,0.33581534226534815,0.05687997740867212,-0.47824198171935617,0.43668449032471157,0.5746102449888641,13.719376391982184,UNIV_10
