mom_lb,mode,w_eq,w_rt,w_ra,gross,trend_ma,is_sh,is_cagr,is_vol,is_mdd,full_sh,full_cagr,oos_sh,oos_cagr,turnover
252,best,0.6,0.25,0.15,1.25,200,0.787829167491929,0.1822074964129743,0.2535654416929063,-0.39485416712382515,0.7253734264919441,0.17432041029065326,0.6649844396445056,0.16481658822885015,19.341251491646776
126,best,0.6,0.25,0.15,1.75,150,0.7866712648020244,0.24562106547915485,0.364298110845263,-0.4170811270842796,0.6523026429440095,0.19185667842027865,0.5072918920794113,0.1296983857875078,27.183214445533583
252,best,0.6,0.25,0.15,1.0,200,0.7864362220971808,0.1489262593357048,0.2028509115462925,-0.32682209555409936,0.7322996892826015,0.14587067485341243,0.6805903270976323,0.14217227812082878,16.71831316058643
189,invvol,0.35,0.35,0.3,1.25,200,0.7863100796419509,0.10510467783652522,0.13953566148258362,-0.1854155024039973,0.8323138498721935,0.12590838624569556,0.8878831289423372,0.15168994844066774,19.753585535359992
126,invvol,0.4,0.4,0.2,1.75,150,0.7855092823187922,0.14522663717315942,0.19762131450604506,-0.28098827379329105,0.7521907717786959,0.14898206166239847,0.7242845512715688,0.15355749717709588,25.19029886001078
126,invvol,0.6,0.25,0.15,1.75,150,0.7852780328115871,0.17934368776418652,0.2502075168894937,-0.34638689218835306,0.7509004634048265,0.18349665221587874,0.7233361307954845,0.1885577844791131,24.066113189642735
126,invvol,0.45,0.35,0.2,1.5,150,0.7852440990922727,0.13299772043617097,0.17968479841648322,-0.2528836720890715,0.7600679848271297,0.13931522798350615,0.7415469187991164,0.1470316973517487,22.996586128005116
252,invvol,0.35,0.35,0.3,1.75,200,0.7851202590188889,0.1443437148596569,0.19644830874535518,-0.30334582008477395,0.8218082761757398,0.16809749132762186,0.8669255843184602,0.19759686357499406,23.582448593521722
126,best,0.6,0.25,0.15,1.5,150,0.7850214413470329,0.21652045039594725,0.3122527290009212,-0.3675274774733309,0.6526967011478636,0.17324037454187757,0.5099190714614537,0.12276456273546144,24.883668065973403
189,best,0.6,0.25,0.15,1.75,200,0.7831946808792416,0.24427644311108732,0.3647626455288527,-0.47640826657315394,0.6731211142254614,0.2035252446902529,0.5596429015449904,0.1558447650983794,22.946818796880326
189,invvol,0.35,0.35,0.3,1.0,200,0.7831744861321652,0.0845585388151242,0.11163393556951651,-0.14975445011872235,0.8431058231571378,0.10321643645294776,0.9121779804520498,0.12629797546261545,17.172711592283896
126,best,0.6,0.25,0.15,1.25,150,0.7830522596461469,0.18491519776656395,0.2602006688524999,-0.3148662770743269,0.6541851901435617,0.15163321387113227,0.5151924493706852,0.11248437385344578,22.545984007415615
126,invvol,0.4,0.4,0.2,1.5,150,0.7830457547645006,0.12549372959666316,0.1693858846921539,-0.24498633610428688,0.7545513430954826,0.13015132575911204,0.7315683190036372,0.13583130520455367,23.11541287996053
126,invvol,0.6,0.25,0.15,1.5,150,0.7828753264710215,0.15575510376547275,0.2144609452870292,-0.30335747273087366,0.7514504448358311,0.16096302041258248,0.7268505364145436,0.16731669615565048,22.211866989495533
252,invvol,0.35,0.35,0.3,1.5,200,0.7826288722498888,0.12471383914412315,0.16837575137003916,-0.263313077122725,0.8232340764220376,0.14614213751183303,0.8722297113137595,0.17270429743011917,21.748596742671822
126,invvol,0.45,0.35,0.2,1.25,150,0.7824153128909385,0.11169739480829333,0.14973023025347695,-0.21498453141106977,0.7646265820699834,0.11870155643114821,0.7535741418814662,0.12726355887385687,20.837209729355326
126,invvol,0.5,0.3,0.2,1.75,150,0.7822781072341197,0.1617175622848097,0.22385411444768774,-0.3047998233679169,0.7590242533842356,0.16954965974197655,0.7430256756938033,0.17912839459227237,24.688880284673065
189,best,0.6,0.25,0.15,1.5,200,0.7817305253077231,0.2154906310565714,0.3126465136086169,-0.4191901239522269,0.6736101217040213,0.1835232847341568,0.5622070428367796,0.1458443094639923,21.22867744203886
126,best,0.6,0.25,0.15,1.0,150,0.7812435342608636,0.15122383879754775,0.20814420495034777,-0.258873003585123,0.6590068981644909,0.12758430426426393,0.5272768739886062,0.09953853471119456,19.88607547732697
189,invvol,0.45,0.35,0.2,1.75,150,0.7811605147713294,0.14902718103263557,0.20486494094386232,-0.31055536004524453,0.81434695382507,0.1721719619145079,0.85567323486698,0.20089586256424452,25.13684221934463
252,invvol,0.35,0.35,0.3,1.25,200,0.7811578803458004,0.1048590972206942,0.14031299730981428,-0.22236949219792745,0.8310991654531008,0.12451660379787577,0.8893822641283498,0.14885033947401816,19.182345791071842
189,best,0.6,0.25,0.15,1.25,200,0.7801040716105857,0.18420586480789725,0.260528075758001,-0.3579978048587249,0.675549976039938,0.16051809517248716,0.5679398945632196,0.132398240630476,19.315956092311627
126,invvol,0.4,0.4,0.2,1.25,150,0.780036162731034,0.10527762802950025,0.14114937499940125,-0.20781970878854794,0.7594098509537521,0.1108228883532465,0.744465674491636,0.11759193495230003,20.936232022651502
126,invvol,0.6,0.25,0.15,1.25,150,0.7800076010457606,0.13126442561918195,0.17870761878412394,-0.258089765369911,0.753526094690655,0.13734696914866018,0.7339035574029704,0.1447748144545309,20.31948311035072
126,invvol,0.5,0.3,0.2,1.5,150,0.7796960803261919,0.14006642356825427,0.19186919955980006,-0.2667951740020984,0.7596101023803252,0.14814467939937703,0.746783250491359,0.15802820591178257,22.821720337522603
189,invvol,0.5,0.3,0.2,1.75,150,0.7795771922055157,0.1580873301840482,0.21933391899939542,-0.32496322363537977,0.8061525671402388,0.18147128468948215,0.841305839743508,0.21049355472284526,24.89886571490507
126,invvol,0.45,0.35,0.2,1.0,150,0.7794937303033757,0.0899774171037786,0.11976992396526291,-0.1754734224149519,0.7726951461065193,0.0974304011530498,0.7727694526446858,0.10654643801035646,18.51282949504239
252,invvol,0.35,0.35,0.3,1.0,200,0.7790203018529157,0.08450302658877784,0.11225378769818124,-0.18068371170736597,0.8434290420050543,0.10228309785891287,0.9161068774706369,0.12425932010999907,16.54137612143572
189,invvol,0.45,0.35,0.2,1.5,150,0.7785218178843001,0.1288499715270437,0.17559307816962821,-0.2719558468678781,0.8155697375102839,0.1498075289532126,0.8607350939786605,0.1757724195296435,23.217918452633906
189,best,0.6,0.25,0.15,1.0,200,0.7783586007123661,0.15071323374641454,0.20842062839408698,-0.2933503777180233,0.6816350722797141,0.13513203189995981,0.5823426921246915,0.11650052979203629,16.84128771735424
126,invvol,0.6,0.25,0.15,1.0,150,0.7773725948487781,0.10611988663598315,0.14294995539552974,-0.2102082449301098,0.7602465620594423,0.11308394953436873,0.7500688209834644,0.12159689265084617,18.104874759675056
189,invvol,0.5,0.3,0.2,1.5,150,0.7769458793964661,0.1368730158528222,0.18799257965681027,-0.28501451226855534,0.806703336387548,0.15806876420948113,0.8449891673372275,0.18433099773489148,23.099553789435458
126,invvol,0.4,0.4,0.2,1.0,150,0.7769280826860291,0.08471934478087362,0.1129064842414919,-0.1693835409082568,0.7680130284080308,0.0909492422793936,0.7650501732378712,0.09856010364808898,18.592047329679335
126,invvol,0.5,0.3,0.2,1.25,150,0.7768245190619112,0.11779053252358773,0.15988274058288013,-0.22715847169949532,0.7630888913186545,0.12622933719508955,0.756640500591252,0.13655925002885705,20.745970635854583
189,invvol,0.45,0.35,0.2,1.25,150,0.7763124369944736,0.10831092384426544,0.14632945958897664,-0.23163178194467704,0.8218407379874162,0.1274967358472272,0.8754726406871713,0.15123413551408205,20.736269340713505
189,invvol,0.45,0.35,0.2,1.0,150,0.7749383403953949,0.08744830925294034,0.11706276491302417,-0.18940478218398638,0.8327704489754552,0.10465493015528526,0.8987089737644344,0.12590911580710662,17.933952397221336
189,invvol,0.5,0.3,0.2,1.25,150,0.7745482094240186,0.11516469308127508,0.15665838207886165,-0.24300944858559936,0.8113590899895808,0.134489759056045,0.8566241383505547,0.15839993002731778,20.780324117631036
189,invvol,0.4,0.4,0.2,1.75,150,0.7744504828155995,0.1393534272909971,0.19252145478433352,-0.3040266786892156,0.81704736996511,0.16217318181362406,0.8672136411900979,0.19049019409146073,25.37404040380465
126,invvol,0.5,0.3,0.2,1.0,150,0.774093654778155,0.09503309277319016,0.12789097376528452,-0.18557693797110708,0.7706237667110682,0.10369483966808235,0.774507078856697,0.11430185597212605,18.439838220241796
189,invvol,0.5,0.3,0.2,1.0,150,0.7732701666449802,0.09310206410551425,0.12532501692977213,-0.19877479701048906,0.8215213483406809,0.11050649941735946,0.8781370997776713,0.13200735556569865,17.969196218755357
189,invvol,0.4,0.4,0.2,1.5,150,0.7721142291616115,0.12044643307346847,0.1650177262235615,-0.26577853989071576,0.8203038301426762,0.14131429071221513,0.8761246666394064,0.16716971387739954,23.169722640210136
189,invvol,0.4,0.4,0.2,1.25,150,0.769754015108094,0.10115102240937124,0.13751833358075383,-0.22591154926730916,0.8270271134723678,0.12015729254704066,0.892046042608984,0.1436712636137112,20.69610616369369
189,invvol,0.4,0.4,0.2,1.0,150,0.768284718175983,0.08160515493208398,0.11001488224598507,-0.18447246516869997,0.838749242418531,0.09858996064751913,0.9171485631371389,0.11956741698499496,17.901821855605487
252,invvol,0.6,0.25,0.15,1.75,150,0.7635756353670405,0.17093029777391422,0.24685699025612143,-0.3990884173180572,0.7914484000961317,0.1940277848750036,0.8264796836209299,0.22268000622598372,23.646278539257775
252,invvol,0.6,0.25,0.15,1.5,150,0.7610627619587718,0.1485508257692445,0.21159058271984646,-0.3514754943201476,0.79195186843385,0.1696319757272884,0.8300273712669863,0.19574399991389613,21.96353085194868
252,invvol,0.6,0.25,0.15,1.25,150,0.7585633025275087,0.12537411795666875,0.17631975245127265,-0.30079316587918314,0.7947429014436544,0.1444365925256077,0.8381760310050047,0.16801184037530503,20.03210993117555
252,invvol,0.6,0.25,0.15,1.0,150,0.7575994928620632,0.10170491683093297,0.1410449459949696,-0.24722367458516548,0.8045274048517979,0.11904054568813671,0.8588831844002627,0.14045203958752328,17.320812390900205
252,invvol,0.45,0.35,0.2,1.75,150,0.7525566000625625,0.14262555497880292,0.20537300816715426,-0.33627947443288264,0.8122376491742008,0.17001372397756898,0.879448429507016,0.20414516902732815,24.40210755454922
252,invvol,0.5,0.3,0.2,1.75,150,0.7509804159341066,0.15108145969826148,0.2197238858172213,-0.3593993954424549,0.8042698842893714,0.17929738938214834,0.8651222585741931,0.21448105990608446,24.200486089860192
126,invvol,0.5,0.25,0.25,1.75,150,0.7506713572081791,0.15804286355741493,0.23135857274814223,-0.3046495263121646,0.7511855357452889,0.17311611184522246,0.7597591166581426,0.19167811582637895,24.918415281522165
252,invvol,0.45,0.35,0.2,1.5,150,0.750019876086624,0.12349413068308257,0.17603165686230315,-0.2938052964260036,0.8135869542219104,0.14794897523521633,0.8847506864467006,0.1783522564250697,22.575692763136583
63,best,0.5,0.25,0.25,1.75,200,0.7498635252512192,0.2151050253854112,0.33532582353578705,-0.4680141223609312,0.5843758327776978,0.15706042726686165,0.4193658861148915,0.09031062739941609,26.863714093931126
63,best,0.5,0.25,0.25,1.5,200,0.7487032303061067,0.189615101600628,0.2874129812525204,-0.4149451626266438,0.5852628659513688,0.14299123658924406,0.4223633246168592,0.08884099711177185,24.431464157858844
252,invvol,0.5,0.3,0.2,1.5,150,0.7484001917337728,0.13100147085130232,0.18833136190558825,-0.31504749826908396,0.8048624237115392,0.15617098806149454,0.8689048457377725,0.18747931714336352,22.500942682254134
252,invvol,0.45,0.35,0.2,1.25,150,0.7481361519384683,0.10398947972629302,0.14669125965582167,-0.2496914133549052,0.8205145853806287,0.1260277162332497,0.9006745827957255,0.15337297367172242,20.133626867905328
126,invvol,0.5,0.25,0.25,1.5,150,0.7481220412464787,0.1372059715534606,0.19830095991980617,-0.26662324212883104,0.7517025467597745,0.1515014196504001,0.7633089871203285,0.1690970258290032,23.0398128256893
252,invvol,0.45,0.35,0.2,1.0,150,0.7474301073513789,0.08414400247234943,0.11734437506438741,-0.20385074195317987,0.8325185333767384,0.10359532366366375,0.9256736018647417,0.12767775030448703,17.35221346159327
63,best,0.5,0.25,0.25,1.25,200,0.7472354055071128,0.16198711277995947,0.2395028398678224,-0.3577757701960512,0.5876774752985686,0.12627594284647126,0.42877436150152937,0.08439608915524399,21.835767026082507
252,invvol,0.4,0.4,0.2,1.75,150,0.746787048495709,0.13358337433181866,0.19298119546193773,-0.31933723099805145,0.8150737385154759,0.1600711679695288,0.8910600376461858,0.19305901691172056,24.609177259095052
252,invvol,0.5,0.3,0.2,1.25,150,0.7462210951727916,0.11041016745633492,0.156939272549629,-0.2685360010534307,0.809976789392176,0.13295503586558088,0.881387665341505,0.16093928227888687,20.23478232954068
252,invvol,0.5,0.3,0.2,1.0,150,0.7455691347856083,0.08945997684822382,0.1255414200199213,-0.21976438052223013,0.8211377890867548,0.10939029527835076,0.9045114116568644,0.13407521701116254,17.433137830901554
63,best,0.5,0.25,0.25,1.0,200,0.7454253624532667,0.13245009924836704,0.19159809241690212,-0.29630746756777093,0.5942315460350807,0.10739310440931904,0.44392855746005455,0.07771911477141336,18.913175502898056
126,invvol,0.5,0.25,0.25,1.25,150,0.7452286623258246,0.11562929804481659,0.1652416532238042,-0.22689952093460486,0.7539639501638549,0.12904840748126722,0.7706830806910949,0.14555557109161965,21.0016547740501
252,invvol,0.4,0.4,0.2,1.5,150,0.7447331181369331,0.11564601938533081,0.16541174937476955,-0.2780981140490453,0.8187239152248363,0.13955503829260318,0.9006177480335864,0.16926889383451393,22.45897612905142
252,best,0.5,0.3,0.2,1.75,200,0.7441469335093568,0.20593391991153887,0.3218070549132668,-0.5156104008577107,0.7244329894693009,0.2096292618293436,0.7081701511695981,0.21413042788638625,23.842275933344695
126,best,0.5,0.3,0.2,1.75,150,0.7429205410037463,0.21523870645117182,0.3413242882095343,-0.3804454794462354,0.6266290256730074,0.17228897568513246,0.49847191832572246,0.12218497764242064,27.59844815461984
252,invvol,0.4,0.4,0.2,1.25,150,0.7427197220567717,0.09727834571999394,0.13784294420337917,-0.23552048826192185,0.8261555964005165,0.1187724520884037,0.9178423693569361,0.1454317205660305,20.03636300616769
126,invvol,0.5,0.25,0.25,1.0,150,0.7425783879853997,0.09349343993244319,0.13217887752928492,-0.18533724268438512,0.7612010184578849,0.10613762266728455,0.7877568196967094,0.12168361337044775,18.644385530798207
252,best,0.5,0.3,0.2,1.5,200,0.7425556114481394,0.18115906152564154,0.27582560984551663,-0.4568767281875522,0.7250262427289023,0.18628568003081036,0.7110465308370447,0.192539029207911,22.074711259802246
252,invvol,0.4,0.4,0.2,1.0,150,0.7419568781054446,0.0786481035383022,0.11026736487410076,-0.19216690089904664,0.83903612189841,0.09759833143948682,0.9448847693693706,0.12105083489185486,17.274402372203163
126,best,0.5,0.3,0.2,1.5,150,0.7412260094338295,0.18982850752512115,0.29255806922795696,-0.33420458145993404,0.6270340362064081,0.15519159496433366,0.5012139682751626,0.114496392559291,25.315635654619843
252,best,0.5,0.3,0.2,1.25,200,0.7409567168267569,0.15456901049947191,0.2298516351578568,-0.3933115388982047,0.7287956294550463,0.1612950710140546,0.7204356203071681,0.16951282272776402,19.74986948090692
63,invvol,0.4,0.4,0.2,1.75,150,0.7406323278248692,0.13202488848159621,0.1925934205582712,-0.35787817353521445,0.6742492661025217,0.12739350470728095,0.6130176328755756,0.12179670947938437,25.313587781995214
252,best,0.5,0.3,0.2,1.0,200,0.7396611658425621,0.1263854247194991,0.1838825578007723,-0.325074518734051,0.7365753608763209,0.13444951432622343,0.7377214809464326,0.14431650599830514,16.995395073303783
126,best,0.5,0.3,0.2,1.25,150,0.7393390310295624,0.16227380191981555,0.24379093796761775,-0.2854800117929701,0.6294416963352425,0.13585652351758726,0.5084038352733523,0.10459292830283684,22.824233400102283
63,invvol,0.4,0.4,0.2,1.5,150,0.7385033305025367,0.11430389704973853,0.1650826799652746,-0.31503993628018234,0.6776458559224271,0.11199386052009741,0.6220189279383243,0.10919603501771435,22.969358179706383
189,invvol,0.5,0.25,0.25,1.75,150,0.7384181428922707,0.15151484899158674,0.22584111219156075,-0.32910402272982664,0.7881592529168847,0.18275842749833537,0.8465802356315065,0.2218278107268008,25.121128373909503
126,best,0.5,0.3,0.2,1.0,150,0.7375452083531895,0.1328498983677271,0.19501753641542807,-0.2339668892841561,0.6346594725678426,0.11426197244321412,0.5214346028197111,0.09210660175714569,20.10244843163996
63,invvol,0.4,0.4,0.2,1.25,150,0.7363300066575582,0.09614353082641358,0.13757079796036625,-0.26973723449873566,0.6844700928526498,0.09613337771601049,0.6379835211435241,0.09612105251343506,20.399415783350047
189,invvol,0.5,0.25,0.25,1.5,150,0.7359265373419615,0.1315603148649147,0.19356850964370262,-0.28857864118416976,0.7887090159974209,0.1595293153666273,0.8500638245137542,0.1944127980367869,23.284727588722394
126,best,0.45,0.35,0.2,1.75,150,0.7358220198383233,0.20438316893832287,0.32483503291672805,-0.3842475268583364,0.6166426622321974,0.162314962055784,0.48346999350148895,0.11321607570774228,27.71013707168428
63,invvol,0.4,0.4,0.2,1.0,150,0.7342501270039161,0.07759755004295776,0.11006022651397898,-0.22167511161336229,0.6958051301181006,0.07964692244633809,0.6629550948670997,0.08213998829937963,17.689375790675946
126,best,0.45,0.35,0.2,1.5,150,0.7341175640572082,0.17992002604659452,0.27842527477595735,-0.335549394561635,0.6173542489963134,0.14588853950151548,0.4869005796665664,0.10589242279775157,25.378679572962834
189,invvol,0.5,0.25,0.25,1.25,150,0.7334343744588029,0.1109558794558747,0.16129987236302393,-0.24602767045506713,0.7916273999430654,0.1356647059035585,0.8582262094796959,0.1663995448481097,21.101974412638587
126,best,0.45,0.35,0.2,1.25,150,0.732287069258993,0.1535809271266797,0.23201502905510601,-0.28471544578806884,0.620465485906381,0.1275954995204709,0.4955743904264712,0.09683591079665055,22.822287600153427
189,invvol,0.5,0.25,0.25,1.0,150,0.73218820252543,0.08993134987742679,0.12903897894738187,-0.20129147887167387,0.8013783839053247,0.11166306909095214,0.8786869715977051,0.138627301417668,18.2265164547614
126,best,0.45,0.35,0.2,1.0,150,0.7303976471618469,0.12555123640476107,0.18559781770221642,-0.2318334580119401,0.6259750961867918,0.10715996729341515,0.5094183856701386,0.08523731176571525,20.10089179168087
63,invvol,0.45,0.35,0.2,1.75,150,0.7283232779058568,0.135807962590204,0.2034004580654698,-0.36669834684684033,0.6742307662226253,0.13446839613309414,0.627270282981216,0.1328443575043552,25.158682561856494
252,best,0.45,0.35,0.2,1.75,200,0.7272487631796465,0.19028797357803873,0.30324321802789167,-0.5023242510855537,0.722983326893133,0.19913302657241783,0.7222793287904188,0.2099588163867674,24.158273845039204
63,invvol,0.45,0.35,0.2,1.5,150,0.7260206711595774,0.1177372998627384,0.1743447842198775,-0.32298026719015205,0.6758858648840351,0.11806477817447236,0.6328717363370866,0.1184624481345089,23.011370706422024
252,best,0.45,0.35,0.2,1.5,200,0.7256784288782179,0.16719882447866263,0.2599158913675879,-0.4442631964890811,0.7241190874124394,0.17653270115100095,0.7262709131238179,0.18796388502846373,22.238158455506305
252,best,0.45,0.35,0.2,1.25,200,0.7242201686003777,0.14255694521823714,0.2165968877713269,-0.38171294739778805,0.7291461234458778,0.1527206651542019,0.7381510757545059,0.16518044701089152,19.707061882032047
63,invvol,0.45,0.35,0.2,1.25,150,0.7239732095560195,0.09920175766091877,0.14528716269867634,-0.2767136180230312,0.6822972230386285,0.10146428401837948,0.6477512235880432,0.10421712817890127,20.434426222279747
252,best,0.45,0.35,0.2,1.0,200,0.7228391790675531,0.11646301270923365,0.173280264846184,-0.3148774774203439,0.7374390020607976,0.12705700900194938,0.7566699293019794,0.14005272735099816,16.961148994203885
63,invvol,0.45,0.35,0.2,1.0,150,0.7220157020109412,0.08019353836067089,0.11623146226432363,-0.22755026047407778,0.6929439130857165,0.08411694596904029,0.6710252546361446,0.0888989060483909,17.717384141819707
189,invvol,0.6,0.25,0.15,1.75,100,0.7214749495326471,0.15456566617027945,0.2390983282319211,-0.38549503942588326,0.7324729265102768,0.17334439059332274,0.7521161190893323,0.1965516650657939,29.159471469483506
126,best,0.4,0.4,0.2,1.75,150,0.7205066577659833,0.19210833114351478,0.31154991915097796,-0.38909213458388625,0.5999258230552058,0.15090407587045895,0.4628005226848337,0.102793416887077,27.83894902829867
252,invvol,0.5,0.25,0.25,1.75,150,0.7189961488699437,0.1465391740910147,0.22595304320889098,-0.36591927339130503,0.7880500587414541,0.18093324807181643,0.8647324895133761,0.224075233304329,24.463139628148987
126,best,0.4,0.4,0.2,1.5,150,0.7189424743501391,0.1690473476875407,0.2670392014661082,-0.3400857770616854,0.6015119500280384,0.1357322099525553,0.46798353886991173,0.09656263497155027,25.385684452778726
189,invvol,0.6,0.25,0.15,1.5,100,0.7177862079772049,0.13425322728980493,0.20493673211732366,-0.339716276284036,0.732536467450084,0.15199378067854696,0.7558285559436237,0.1739031440746892,26.971988510421838
126,best,0.4,0.4,0.2,1.25,150,0.7170292992531704,0.144208489127716,0.22252794358198638,-0.28883457726571604,0.6047759118798176,0.11863415132801158,0.47716031118058305,0.08835519292146499,22.828125
252,invvol,0.5,0.25,0.25,1.5,150,0.7165449298972266,0.12738330469298664,0.19366942001155646,-0.3207532229972123,0.7886377694017009,0.15790601951323957,0.868311637011083,0.19607156458688713,22.72073723521338
126,best,0.4,0.4,0.2,1.0,150,0.7150530761310635,0.11783493009324641,0.1780094002207625,-0.2354151060571703,0.6105574879739252,0.0996258699528636,0.49180768566385674,0.07791918439129963,20.10556171155813
252,invvol,0.5,0.25,0.25,1.25,150,0.7142396182778711,0.10757434724517934,0.16138498504933668,-0.27340769429435086,0.7918315692319061,0.1343098756416523,0.876943114715643,0.16763409606936142,20.600849652199354
252,invvol,0.5,0.25,0.25,1.0,150,0.7135989754851262,0.08735853768963864,0.12909874382208916,-0.22382086071660034,0.8025513338065925,0.1106768064142547,0.8989443086450808,0.1396569315124434,17.725991689028493
189,invvol,0.6,0.25,0.15,1.25,100,0.7133705996641169,0.11311860173335919,0.17077255513822656,-0.29135408154996356,0.7344966686880919,0.1297424004704828,0.7640140046259881,0.15025677337012344,24.610551035932282
126,invvol,0.35,0.35,0.3,1.75,150,0.7129623675626193,0.13015172454430735,0.19974032719739532,-0.28809576226937195,0.722867095404657,0.1457469511650784,0.7409316952968333,0.16496818967148275,25.91914698087665
189,invvol,0.6,0.25,0.15,1.0,100,0.7109055050126764,0.09170994404414423,0.1366134799633633,-0.2396648898941377,0.7435433111899106,0.10730422404992734,0.7843674698260571,0.12653448041432713,21.32602606570457
63,invvol,0.5,0.3,0.2,1.75,150,0.710577794845563,0.13899223036789188,0.21625764497004918,-0.37604955147457964,0.6692795050106758,0.14089592390161387,0.6360929511652782,0.143211181509878,24.984319342229195
126,invvol,0.35,0.35,0.3,1.5,150,0.7099959252809799,0.11274248577654955,0.17120318537673007,-0.2515580934854802,0.7236548815358739,0.12732246129102842,0.7454026785211912,0.1452787226699781,23.850216523523805
63,invvol,0.5,0.3,0.2,1.5,150,0.7082853554089187,0.12077314104662773,0.18536395205974215,-0.3313479341597265,0.6703108441011221,0.12388599448454096,0.6404020539726748,0.12767645125542093,22.927295396451676
126,invvol,0.35,0.35,0.3,1.25,150,0.7074257987200954,0.09494328906003857,0.1426612764425508,-0.2136506717402208,0.7284112719483065,0.10869300576732832,0.7573843260459928,0.12561665194747973,21.54856839228757
189,best,0.5,0.3,0.2,1.75,200,0.7066386337863638,0.19741767718265035,0.3349232802117375,-0.48756061680596985,0.6645087733098055,0.188213284600252,0.6221885049531066,0.17713467398759453,23.848502493181044
252,best,0.5,0.25,0.25,1.75,200,0.7066239000643947,0.19690820665090758,0.3339635435855327,-0.5433001597577893,0.711566714661087,0.2107414019449123,0.7215355641211857,0.22774917505506176,24.184347564353903
63,invvol,0.5,0.3,0.2,1.25,150,0.7061045337587686,0.1019529192589872,0.15446795082003692,-0.28397672810131624,0.6752724369847077,0.10646368611422274,0.6524413851315709,0.1119643339707308,20.47332826110716
189,best,0.5,0.3,0.2,1.5,200,0.7052065237495174,0.17465150075026248,0.2870638272372261,-0.42836782442628396,0.6650481893270747,0.16871987255025633,0.6248434172225331,0.16155943188763922,22.06225814012956
252,best,0.5,0.25,0.25,1.5,200,0.7051228422808522,0.17417470003421376,0.2862437462600966,-0.48241607674833453,0.7121517038552249,0.18805142529188412,0.7242757857782934,0.2051175901668909,22.357241412376403
126,best,0.6,0.25,0.15,1.75,100,0.7048921296357346,0.20420876826037948,0.35253772749019535,-0.46066660687907934,0.5715962650580169,0.1533046448863844,0.4293695424609242,0.09439260716267217,32.42247538782816
126,invvol,0.35,0.35,0.3,1.0,150,0.7043246182491671,0.07663523471272415,0.11411888312845322,-0.17436995873204986,0.736728473373972,0.08941504622991614,0.7769732503698461,0.105133073807955,19.081916425388187
63,invvol,0.5,0.3,0.2,1.0,150,0.7042731337335311,0.08259760916136827,0.1235744233032572,-0.23358531079254152,0.6852343755668168,0.08838068240165597,0.6741075244168031,0.09544255076036423,17.74850577288164
189,best,0.5,0.3,0.2,1.25,200,0.7036452689937425,0.1497587426212843,0.23921380491820327,-0.36533347807119376,0.6684041043525885,0.14724055055279717,0.6334732015637563,0.14419101143329227,19.781002280088646
252,best,0.5,0.25,0.25,1.25,200,0.7034964871690037,0.1493272931637939,0.2385292974825176,-0.41617979866036203,0.7145259317604704,0.16303050294183108,0.7307895630189254,0.17988519946905446,20.191566069297647
126,best,0.6,0.25,0.15,1.5,100,0.7022666387228257,0.18081924527133952,0.3021686401075427,-0.4067436554370887,0.5715904373405731,0.13992871386341266,0.43219593529293354,0.0921879041614706,29.724818338731673
252,best,0.5,0.25,0.25,1.0,200,0.7022453977166194,0.12266222113702008,0.19082547988832704,-0.3446014775368811,0.7219758692126008,0.13632370648928305,0.7472556873235778,0.15313160701268247,17.348752344016365
189,best,0.5,0.3,0.2,1.0,200,0.7018441317072404,0.12290030434660126,0.19136947374653138,-0.29883117322343755,0.6751024168353452,0.12355151365363826,0.6492860392485053,0.12434255418491857,17.194644988066823
252,best,0.4,0.4,0.2,1.75,200,0.7006404768717526,0.17340187546481478,0.28774224160856904,-0.49345830184110095,0.7150529717229939,0.187185241882996,0.733491600785778,0.20413525850938918,24.473493436754172
126,invvol,0.6,0.25,0.15,1.75,100,0.7002224928528149,0.1512128627029321,0.24383760581530065,-0.3794370392759656,0.6686406487479842,0.15442808002702968,0.643985967529837,0.15834325007659245,29.569835507858887
252,best,0.4,0.4,0.2,1.5,200,0.6993346803850172,0.15243136313157435,0.24663416028022914,-0.4352544492704068,0.7177893632795194,0.16606048205843305,0.740557922830203,0.1828222795727774,22.19145925673372
126,best,0.6,0.25,0.15,1.25,100,0.6989463865213508,0.15498522398476577,0.25179302579260365,-0.34941238006398934,0.5725875228608334,0.12370380029738559,0.4378722858839431,0.08686612669653848,27.005757490197748
252,best,0.4,0.4,0.2,1.25,200,0.6977948654935167,0.12995917488556952,0.20552968115475517,-0.3729194380114623,0.7231244816672547,0.14344385173864316,0.7532597863726893,0.1600299558013656,19.66814588305489
252,invvol,0.6,0.25,0.15,1.75,100,0.6967592154215289,0.14860950721135358,0.24072167490638066,-0.421124364307052,0.7418524781356568,0.17504782840739908,0.7939946612287144,0.20796163331629325,28.780288192524665
126,best,0.6,0.25,0.15,1.0,100,0.6966494987776803,0.12741267567213832,0.20141967441933667,-0.2878569257550544,0.5776982998713008,0.10533429403588235,0.4510193958087808,0.07911252969381954,23.678050417661094
126,invvol,0.6,0.25,0.15,1.5,100,0.6964190620512969,0.13154471159164105,0.20899931052511395,-0.33389010742814096,0.6686302024667896,0.13611143155752448,0.6477427550261518,0.14167995765723673,27.279698441615153
252,best,0.4,0.4,0.2,1.0,200,0.6963329540953642,0.10618367128260586,0.16442815326435853,-0.306657236574183,0.7319246587042193,0.11923440962406784,0.7730606113994546,0.13528438544856103,16.93001619502216
