date,NOVA14,rev_pm,rev_full,ovn
2016-01-04,0.00507729660856334,0.007550492474440781,0.0011289602925167606,0.003055126059661236
2016-01-05,-0.0031199365424974318,-0.00019738793815314462,0.000735669631790037,-0.01543498599597417
2016-01-06,-0.0039510177580879295,-0.0009086853752042619,0.0019622806435865524,-0.01898350987909331
2016-01-07,0.003386050661711758,-0.000924083518734986,0.011794688332952696,0.0051307055568425635
2016-01-08,0.009475126165861995,0.00633953510411028,0.0201622665073198,0.005421390794679604
2016-01-11,0.0021067936400813573,0.0006874855944364471,5.713708836265035e-05,0.008293901045024381
2016-01-12,-1.5251420224261835e-05,-0.002761045256060638,0.003629468116843667,0.0030903528593239234
2016-01-13,-0.00980082668172053,-0.0053926645957744984,-0.03171494214235824,0.003923022608913433
2016-01-14,-0.00258619642571863,-0.004707805937107756,0.024955280708818528,-0.02898614608265132
2016-01-15,0.0015792564925152972,-0.00020275196797254002,-0.0027229446961481844,0.011361092042042659
2016-01-19,-0.005896983088255961,-0.0009211248030893161,-0.009178928114430647,-0.015395363111691597
2016-01-20,-7.912471073167574e-05,-0.009290203348421774,0.018888245465752313,0.0024874821044566105
2016-01-21,0.004118899730307087,-0.001699453552846308,0.006025478591928531,0.01747476928102611
2016-01-22,-0.002973863165336434,-0.0028761821752067464,-0.002128558265656003,-0.004219966147320734
2016-01-25,0.002420149321225598,0.00048331527086684653,0.005814115772913849,0.003652117670368231
2016-01-26,0.004134426440741552,0.0035508611723157487,0.013287679389770615,-0.004964826286479821
2016-01-27,0.0017649332549526376,-0.0011240010466190868,0.00019030667841155673,0.011333147712808965
2016-01-28,0.0009833564419937132,-0.00041176866104166685,0.0026931696283595415,0.0027267590746402393
2016-01-29,-0.0071368967623395355,-0.004609339941434442,-0.013537352937364897,-0.006448414364620351
2016-02-01,-0.002504426502721897,-0.004629518979656747,0.0073402542566431755,-0.008282138708819354
2016-02-02,-0.00016632135839783602,0.0006078669513306158,-0.007807300530263409,0.006661134887104677
2016-02-03,0.0013162370646148105,0.0022424169284982255,0.0032287836720011676,-0.0033909878107889328
2016-02-04,-0.0009385332797772556,-0.000864141865529322,0.001366083107682877,-0.003822066529860635
