,NOVA26_FINAL,NOVA26_OVN,NOVA18_LO
2016-06-14,0.0010380352495733694,0.0020438841214395743,-0.0003758307932143
2016-06-15,-0.0009783921688704886,-0.002830775577888135,0.0016254005812015
2016-06-16,0.0004061235685314399,0.00027988790168483773,0.0005835660529197
2016-06-17,0.004265128260628881,0.008121523262613645,-0.0011555925786421
2016-06-20,-0.0007238961373200859,-0.0008342231976982734,-0.0005688154998284
2016-06-21,0.00011473011134609387,0.0011616016353527654,-0.0013567992012118
2016-06-22,0.003983604711731884,0.0069033952287708734,-0.0001205830838319
2016-06-23,-0.012367182442259555,-0.021734470693153797,0.0007998957753367
2016-06-24,-0.0037606587176118988,-0.006657512256843177,0.0003112878387821
2016-06-27,0.004014021167883483,0.006753629119811495,0.0001631060233494
2016-06-28,0.006618317549937669,0.008232073207752912,0.0043499506115643
2016-06-29,0.0025735061882412183,0.0020769359859193963,0.003271507415424
2016-06-30,0.002134091674823805,0.0008958258141055554,0.0038746534047033
2016-07-01,-0.0002672036450854852,-0.0027887012561448486,0.0032771258749473
2016-07-05,-0.00020179084285278787,-0.002072399597937781,0.0024276202666402
2016-07-06,0.0012410205094044117,0.0004502776527821436,0.0023525239418046
2016-07-07,0.002441893588541262,0.00609016603850072,-0.0026862809077578
2016-07-08,0.004722175387600059,0.0020125313156741215,0.0085309719657868
2016-07-11,0.002213543184840205,0.003954576646460331,-0.0002337311121172
2016-07-12,0.0008437446640536962,0.0035063344696754247,-0.0028989103384385
2016-07-13,0.0036842517784681397,0.003973126298711896,0.0032781968668178
2016-07-14,-5.5635033220676486e-05,0.001573852946284751,-0.0023461160247427
2016-07-15,-0.0009451486096760007,0.00014332893114970174,-0.0024751611954188
2016-07-18,-0.0003535961026645746,-0.0015996548627935604,0.0013979196742491
2016-07-19,0.0003784814571044851,0.000779983423998252,-0.0001858876175959
2016-07-20,-0.0011156594041019218,-0.00014706699664746942,-0.0024771560985914
2016-07-21,0.0009954213417511346,-0.0006072663417742949,0.0032482306417471
2016-07-22,-0.00112893103730562,-0.002181338042092583,0.0003503791939615
2016-07-25,-0.0006518309440016774,0.00034813933844367545,-0.0020574337792697
2016-07-26,0.0025840107033359406,0.004081303976016379,0.0004793484886142
2016-07-27,0.002134220286316618,-0.0006179341492794501,0.0060027713279629
2016-07-28,2.6568178709946385e-05,0.00020766185636041632,-0.0002279851727478
2016-07-29,0.0016776220167582403,7.208524042700908e-05,0.0039344361286932
2016-08-01,-7.383044504637997e-05,0.000306443206951947,-0.0006083600533858
2016-08-02,-0.0022807074242953626,-0.0009173178885156885,-0.0041971485733066
2016-08-03,0.00039711714684880487,0.0005902595951797348,0.000125627505856
2016-08-04,0.002373468895766421,0.002713495087479992,0.0018955129129454
2016-08-05,-0.0005484959685615626,0.0002977032036712952,-0.0017379512719565
2016-08-08,0.001060377282776213,0.0010527802198690337,0.0010710560532852
2016-08-09,0.002511997396465376,0.0016850262813899264,0.0036744248850026
2016-08-10,0.002125863418057453,0.0029458530206412023,0.000973249454907
2016-08-11,-0.0002500827670815671,0.00036312751544895975,-0.0011120384940384
2016-08-12,0.0011256645953897388,0.0019657005289959286,-5.512738486434152e-05
2016-08-15,-1.732215881404737e-05,-0.0015972422140372402,0.0022034839472313
2016-08-16,-0.0014227047303226568,-0.00022362664301653172,-0.003108182377822
2016-08-17,0.00017006401855395448,0.00027917011871087487,1.6699617213372612e-05
2016-08-18,-0.0006068307007085019,-0.002958659366626642,0.0026990045815113
2016-08-19,-0.003031668500074583,-0.0018394274587554332,-0.0047075356907505
2016-08-22,0.0013494029747803588,0.0033774737284852567,-0.0015013437439728
2016-08-23,-0.0007092665832160274,-0.0017625983386457844,0.0007713435188055
2016-08-24,-0.003427363394578649,-0.0025885395267058833,-0.0046064516411705
2016-08-25,0.0010696396113656595,0.0017652500424124918,9.185855998239406e-05
2016-08-26,-0.0006062843346115857,0.0006284205539705653,-0.0023418406032102
2016-08-29,0.0017514070284616518,-0.0007722870246036744,0.005298823965356
2016-08-30,-0.0021158988320636725,-0.0016103441740166497,-0.0028265290109887
2016-08-31,-0.0008693865192611956,-0.00015907375463739055,-0.0018678338265559
2016-09-01,0.004170474493703822,0.0053766626938230476,0.0024750025544694
2016-09-02,0.004503248906445867,0.0026722833617252324,0.0070769357510627
2016-09-06,0.003707520495182776,-0.00012462644890829657,0.009094157182631
2016-09-07,-0.0015505686388111405,-0.002035758863081623,-0.0008685636164107
2016-09-08,-0.006128372179056745,-0.006875481313038433,-0.0050782022535953
2016-09-09,-0.010889352169239863,-0.004535238559145475,-0.0198209777012735
2016-09-12,-0.0004866086639313352,-0.0055784547888756844,0.0066707173842669
2016-09-13,-0.004709565308073104,0.0011592535070925364,-0.0129590388285244
2016-09-14,0.0004047291286267162,-0.000575379345528534,0.0017824133201748
2016-09-15,0.00035672289492283296,-0.0031578197239152364,0.0052969207752324
2016-09-16,0.001288910782972462,0.003870599620478125,-0.0023400262099387
2016-09-19,0.0035533850793451156,0.003625108625549074,0.0034525672633864
2016-09-20,0.0028569656616855292,0.0042107285502275904,0.000954056157453
2016-09-21,0.008551608210792065,0.0052539600728287745,0.0131869295336443
2016-09-22,0.0021267622855896833,-0.0012837233817841126,0.0069206930731914
2016-09-23,-0.004032137477835765,-0.003950079371005604,-0.0041474820132105
2016-09-26,-0.0028634266911170343,-0.001443321147955237,-0.0048595903900689
2016-09-27,0.0011122207286650546,0.0007047083558385571,0.0016850382980542
2016-09-28,0.0005803758174522048,-0.0014858467136992985,0.0034847503764431
2016-09-29,-0.0004248040492620432,0.004097384077844482,-0.0067813934046299
2016-09-30,-0.0005334852709768136,-0.0024402937015727613,0.0021468097171946
2016-10-03,-0.002363645745297643,-0.001179223385653383,-0.0040285226482388
2016-10-04,-0.0030015216130096964,0.0032358879011019446,-0.0117691026618417
2016-10-05,-0.0015306861054523485,-0.0026872302172066377,9.500388867325654e-05
2016-10-06,-0.0002950953733920794,0.0022093446240635866,-0.0038154479508445
2016-10-07,0.002684178875277456,0.005191286305044885,-0.0008399231640201
2016-10-10,0.0007326631435213921,-0.0016617854962678005,0.0040984069621886
2016-10-11,-0.003742107428215907,0.0004385368360945947,-0.0096186074945896
2016-10-12,-0.002758369055073496,-0.005589676342271503,0.0012214427656023
2016-10-13,0.0013999430955420064,0.0033825409644825883,-0.0013868849079507
2016-10-14,-0.0005758365213664876,0.0006020780275809146,-0.0022315657552944
2016-10-17,0.005052104098755417,0.008573231983122112,0.000102649675466
2016-10-18,0.003928501028955256,0.0020199533822466914,0.0066112407368768
2016-10-19,0.00046599183662703275,-0.0010938232163266574,0.0026585374546467
2016-10-20,-0.0026346753482571305,-0.003241714326480316,-0.0017813942819217
2016-10-21,0.003555671019441927,0.00598575718804017,0.0001398335005765
2016-10-24,0.0009312884243648665,0.00013388156614854273,0.0020521590746707
2016-10-25,-0.002731274527016962,-0.004887537888895162,0.0002996654401477
2016-10-26,-0.0005809787816848581,0.0034086698844883272,-0.0061890069154637
2016-10-27,-0.002557356108150188,-0.00024809180803823537,-0.0058033610190991
2016-10-28,0.0006206213985213739,0.00152751762540392,-0.0006541523924384
2016-10-31,0.0028340839776452133,0.0025734573825318885,0.0032004323456604
2016-11-01,-0.0011256825649181364,3.613107276133473e-06,-0.002713070936911
2016-11-02,-0.0008307310121573952,0.0006770192830916298,-0.0029500920842641
2016-11-03,-0.0012987344239298972,0.0001743460108999923,-0.0033693619936926
2016-11-04,0.007119510345541616,0.01128924223726237,0.0012583491968547
2016-11-07,0.00263066353995523,-0.001281015314383513,0.0081290938281743
2016-11-08,-0.0016479533861881975,-0.00387058996727541,0.0014762837386459
2016-11-09,0.0012852605592513955,0.006000654691742071,-0.0053429077757384
2016-11-10,-0.0034854192813573315,-0.0009069320626391619,-0.0071098559360843
2016-11-11,-0.0016271539827263852,0.0027378111106723586,-0.0077627436285742
2016-11-14,0.00042192521949673467,0.0019167286748727765,-0.0016792371969572
2016-11-15,0.0011932196027979063,-0.002420517162250874,0.0062728491998329
2016-11-16,0.0001130274277031179,0.0008091136252642893,-0.0008654223823155
2016-11-17,-0.0009838658197280088,0.00027136230625293917,-0.0027482704663065
2016-11-18,0.0008701164451679364,0.0029950169479772584,-0.002116738488268
2016-11-21,0.003139512529808617,0.0027725573685663247,0.0036553210734356
2016-11-22,-0.00037498665468450355,-0.004173000349659334,0.004963670815204
2016-11-23,-0.001130803451884873,0.001677674416492808,-0.0050785252231015
2016-11-25,0.0005483992891498591,-0.000495856583839262,0.0020162519259596
2016-11-28,0.00011843112435802952,-0.0009810995059875238,0.0016639804257816
2016-11-29,0.001626383926431398,0.0018481225162004216,0.0013146982734283
2016-11-30,-0.001910682306441482,0.0010353615588678381,-0.0060517729794326
2016-12-01,-0.002120210137070243,0.0007144334838709746,-0.0061047116572813
2016-12-02,0.003605158803927306,0.003507674972823739,0.0037421864254451
2016-12-05,0.002716128424129139,0.0015809486607925942,0.0043117877371067
2016-12-06,0.0011647911799940332,0.0004362717588958237,0.0021888305757842
2016-12-07,0.004036698776147705,0.0009500104295688658,0.0083754856058224
2016-12-08,0.0014336464353166428,0.0011824426167683366,0.0017867497282647
2016-12-09,-0.0010561820263480582,-0.001155086172943028,-0.0009171579460187
2016-12-12,0.002096102729037342,0.0031991651584265305,0.000545588973333
2016-12-13,0.000547577630548644,-0.0004240483559256812,0.0019133384590291
2016-12-14,-0.004223342627306662,-3.759337311862914e-05,-0.0101070184951735
2016-12-15,-0.0004387694675914522,0.0025318576815473517,-0.0046144155009343
2016-12-16,0.0017506296349141864,0.0016809602420452992,0.0018485600413143
2016-12-19,0.0011525621282853615,0.0009855407600981234,0.0013873348138298
2016-12-20,0.0010053941378692967,0.00036259657945733565,0.0019089390596221
2016-12-21,-0.0014959199661370636,-0.00024271443402785732,-0.0032574815645464
2016-12-22,-0.001102519952749411,0.0003639438444734312,-0.0031638468815394
2016-12-23,0.001911140065200238,0.0021348866939541527,0.0015966318230262
2016-12-27,0.002438855755562833,0.0010749886888640305,0.0043559681433355
2016-12-28,-4.6880467353177925e-05,0.0007788680507992485,-0.0012075894191183
2016-12-29,0.0027612598671884524,0.0014734302982593649,0.0045714905562466
2016-12-30,0.0031480460829478407,0.006981544327018982,-0.0022404900520306
2017-01-03,0.0035133614458616345,0.002562058882006986,0.004850554764929
2017-01-04,0.0034875218462973837,0.0006138198325462301,0.0075269255857428
2017-01-05,0.002262229981979392,-0.00020489261211348113,0.0057301275526257
2017-01-06,-0.0009251394489411999,0.00013259723589748864,-0.0024119413162332
2017-01-09,7.642102381141212e-05,0.0006906577707327886,-0.0007869775472813
2017-01-10,0.0007522561673388227,1.7275705121342472e-05,0.0017853774907377
2017-01-11,0.0008483317780279089,-0.0006169333458767258,0.0029079737981319
2017-01-12,0.0011054510855280847,0.0007879113327326935,0.0015517991267399
2017-01-13,7.219920328354506e-05,-0.0004954996268457731,0.0008701820025891
2017-01-17,0.0017529838381923415,0.0010477169529719476,0.0027443384323131
2017-01-18,-0.0013301267054558867,0.00014790475751820086,-0.0034077136612315
2017-01-19,-0.00015361535913037904,0.0027211424380769156,-0.0041945031548977
2017-01-20,0.001231239894967393,-0.0005410811304371897,0.003722493387243
2017-01-23,0.0023753402755481235,0.0012386911447680837,0.0039730649969492
2017-01-24,0.003001477199777142,0.003879601313353383,0.0017671467747353
2017-01-25,-0.00036446157512656487,-0.001045515909825755,0.0005928587779181
2017-01-26,-0.0008183476756022153,0.00010093189691801183,-0.0021105280495815
2017-01-27,-0.002020995617315147,-0.003702494670203021,0.0003425944590418
2017-01-30,-0.002424576058916862,-0.0009794713414586127,-0.0044558797124127
2017-01-31,0.004337769618105164,0.0033249353730860597,0.0057614546129972
2017-02-01,0.00024728201984407466,0.0003393029932286535,0.000117933234821
2017-02-02,0.0029612594842308264,0.0041735396053209535,0.0012572244691338
2017-02-03,0.001106449872646499,-0.0007650425362822238,0.0037371030853999
2017-02-06,0.0006608584400130933,0.0009951893178874408,0.0001909080443787
2017-02-07,-0.0012397031753104864,-0.0009351419499817212,-0.0016678080193744
2017-02-08,0.001882303444566798,0.0014074824582053517,0.0025497330036156
2017-02-09,0.0021256669489468747,0.0019646795147202013,0.0023519580677571
2017-02-10,0.003338792368731893,0.0019394267838272355,0.005305803057198
2017-02-13,-5.315729190294243e-05,8.552889677358548e-05,-0.0002481007851631
2017-02-14,-0.0005977320439092348,-0.0019208965063688425,0.0012621669476998
2017-02-15,0.0016403343719369275,0.0008236168211210661,0.0027883489931641
2017-02-16,-0.0014901538083145654,-0.002868734391579039,0.0004476405546773
2017-02-17,0.00030248501101746766,0.0010582681767965238,-0.000759877520466
2017-02-21,0.0010233812684920787,-0.0010120450891277382,0.0038844673522238
2017-02-22,0.0016742049351165386,0.0030846496665554324,-0.0003083790959321
2017-02-23,-0.001336689500095398,-0.003414485305404522,0.0015839529693073
2017-02-24,-0.0005658350564847059,-0.0011277528377903886,0.0002240216427157
2017-02-27,-0.0004137765003626052,-0.0008102943227686703,0.0001435866385152
2017-02-28,0.0025426437911331874,0.006097414630049968,-0.0024541006698029
2017-03-01,0.0016089023009121552,-0.0018034932673141285,0.0064055177303482
2017-03-02,-0.004729419625956784,-0.0009488416055940691,-0.0100435687338471
2017-03-03,-0.0012921890327787355,-0.003821585320248702,0.0022632432191577
2017-03-06,-0.0027081083233141167,-0.002312541491146627,-0.0032641347078912
2017-03-07,-0.001542682016886933,0.00056500596688034,-0.0045053422657484
2017-03-08,-0.003186936316906828,-0.0002675052999697742,-0.0072906187830909
2017-03-09,0.0007926814857314478,0.004519160141357132,-0.0044454231418423
2017-03-10,0.0005675553631995026,-0.0006161220390622823,0.0022313851208131
2017-03-13,-0.0007556263937381232,-0.0025320137287792666,0.0017413428847509
2017-03-14,0.00013150420868278346,0.00271884765449485,-0.0035053811539023
2017-03-15,0.007512853424776551,0.0033909417420141556,0.0133067963546074
2017-03-16,0.0011300731499911895,0.0015916714884083596,0.0004812299347233
2017-03-17,0.0007521160654484951,0.0002491256334829179,0.0014591418538095
2017-03-20,0.0022329546198063942,0.0033568398254489396,0.0006531714409465
2017-03-21,-0.0027620107969509393,-0.00038933524438374017,-0.006097149392974
2017-03-22,0.00043875442770878914,-0.0003509742520186356,0.0015488322878256
2017-03-23,0.0015741037492732124,0.001975877171275666,0.0010093531051631
2017-03-24,-0.0028703673860394742,-0.006279579139993638,0.0019217727320334
2017-03-27,1.4137188954008477e-05,-0.000965827510616755,0.0013916192845327
2017-03-28,0.0013363517798112836,-0.00022136623013648777,0.0035259497006378
2017-03-29,0.000722305120426064,-0.0007873906665329337,0.002844400862464
2017-03-30,-0.00022960950265736948,-0.00045892048529354307,9.272024354597948e-05
2017-03-31,0.0008603602709120347,0.0011380370682795874,0.0004700453780399
2017-04-03,-0.0008017599080376828,-0.0010400980997563166,-0.000466741114066
2017-04-04,0.0019185992442174926,0.0021595631328849034,0.0015798896534886
2017-04-05,-0.0006210989329194359,0.0004005137786199488,-0.0020571233319386
2017-04-06,0.0006404904889923465,0.00032143519719325707,0.0010889688394323
2017-04-07,-0.000516469603391389,-0.00018401009492221096,-0.0009837895187126
2017-04-10,5.166917275317061e-05,-0.0006003344509358645,0.0009681545505198
2017-04-11,0.00122376871690608,-0.0005410396294639323,0.0037044620524082
2017-04-12,-0.0005462145430192395,-0.0007260641682578365,-0.0002934098871258
2017-04-13,0.0005112635385070108,0.0022594425337020404,-0.0019460548391883
2017-04-17,-0.00011413194538925013,-0.002934679620496549,0.0038505556845715
2017-04-18,0.0001865311445417852,0.001698264301553347,-0.0019384284157242
2017-04-19,0.00012687588396201538,0.0028759508676395127,-0.0037373465427006
2017-04-20,0.0015053113649540649,-3.103043280965322e-05,0.0036648619283934
2017-04-21,0.003943002374963913,0.007864959371542983,-0.0015698753284713
2017-04-24,0.004199291849316592,0.0038502838242259864,0.0046898730977903
2017-04-25,0.0007703664280818836,4.351317941382236e-05,0.0017920637775803
2017-04-26,9.370653505516168e-06,0.0011323634427603728,-0.0015691581050713
2017-04-27,3.826411378634112e-05,0.0010642190672938779,-0.0014038639342402
2017-04-28,0.00013566984958421704,0.0018905945083575915,-0.0023311305337446
2017-05-01,0.0005137759633999193,0.0004453499956046225,0.0006099585560504
2017-05-02,-0.0017821160547230271,-0.00276530210550091,-0.0004001058841909
2017-05-03,-0.0015264618790411656,-0.0004900952125076732,-0.0029832250953384
2017-05-04,-0.0001827680987771072,0.0018028101954100622,-0.002973785520946
2017-05-05,0.001824554705164116,-0.0003504483659296394,0.0048818360435354
2017-05-08,-0.0005185820288786343,0.00029369629458586154,-0.0016603566741175
2017-05-09,-0.00019079760325585714,-0.0004120686983464296,0.0001202309183734
2017-05-10,0.0004482453644288505,-0.0019016355693802828,0.0037513428275126
2017-05-11,-0.0007144458010564878,-0.0005805188550754678,-0.0009026994904855
2017-05-12,0.0014667562080921286,0.0024748897489048328,4.967873271968791e-05
2017-05-15,0.002784647223936396,0.0022505465770328325,0.0035354029181659
2017-05-16,-0.003641799254125748,-0.00665177802887538,0.0005891611795568
2017-05-17,-0.0038735857785549025,-0.0011694968937928374,-0.0076745737378606
2017-05-18,0.0018656132558389803,0.0028686432815268567,0.0004557095089815
2017-05-19,0.003913866479155517,0.0022325011401785767,0.0062772686012746
2017-05-22,0.0025401462014687922,0.0022112105758368282,0.0030025127898821
2017-05-23,0.0008787477158517306,0.0012035300940609391,0.0004222191172822
2017-05-24,0.002387255054860954,0.0029059662422798315,0.0016581314713698
2017-05-25,0.0003332556493108193,0.000793168285398056,-0.000313218067567
2017-05-26,-0.0009755197877027083,-0.0018370110544724267,0.0002354307659167
2017-05-30,0.00017093291373988806,0.00192561617244955,-0.0022955281468911
2017-05-31,8.279041118209685e-05,0.0012369033461671947,-0.0015394822124278
2017-06-01,0.0030439041803896174,0.002397471388434915,0.0039525589485691
2017-06-02,0.0024234254586083352,0.00027583501847776813,0.0054421743800864
2017-06-05,-0.0010980065550539415,-0.0009491202107929954,-0.0013072878420079
2017-06-06,0.0005090727298872641,0.0007403269127926018,0.0001840115347041
2017-06-07,-7.150689912115844e-05,-5.947156777397813e-05,-8.842429772986285e-05
2017-06-08,0.0001666670036915443,0.0001869003555888904,0.0001382261017036
2017-06-09,-0.002968953732198762,-0.0023057691085298163,-0.0039011556222946
2017-06-12,0.0005600232231757433,0.002252015074754532,-0.0018183159990796
2017-06-13,0.0026068935660136625,0.0026772290463003045,0.0025080268774266
2017-06-14,-0.004993927331528335,-0.007570681488322259,-0.0013719267459498
2017-06-15,-0.001754775721463909,-0.0006616971366028393,-0.0032912557399443
2017-06-16,0.0017125970829940526,0.003297584198678086,-0.0005153315092644
2017-06-19,0.00039397007085385316,-0.0011418258201821292,0.0025527532834451
2017-06-20,-0.0010259293613028536,0.0013895486806351875,-0.0044212330457014
2017-06-21,0.000675021290656327,0.0011555779504987505,-4.705868918986056e-07
2017-06-22,0.001293877714989136,0.0007860556062787447,0.0020076951237121
2017-06-23,0.0020251229998202646,0.001192847136759687,0.0031950070787574
2017-06-26,-0.00016774597082198133,-0.00035137960225071184,9.037765296770097e-05
2017-06-27,0.0007242909176931247,0.004094299506273652,-0.0040127434823719
2017-06-28,0.0016852260329042682,-0.0013011822273736031,0.0058830547000215
2017-06-29,-0.001830854446687154,0.0019261633767560945,-0.0071118862908239
2017-06-30,0.0013278624633548265,0.0020075535357492397,0.0003724583726176
2017-07-03,1.2916002112540689e-05,0.0015693215217811077,-0.0021748370238305
2017-07-05,-0.002515752507219435,-0.004474155168903953,0.0002370656336643
2017-07-06,-0.0010243120400878795,0.0012236101212138796,-0.0041840917044003
2017-07-07,9.302742963154592e-05,-0.0015104917721622136,0.0023470055487975
2017-07-10,-9.807042718656435e-06,-0.0009864626778303635,0.001363023684247
2017-07-11,0.003802025850845788,0.005628665896466849,0.0012344191207134
2017-07-12,0.0021411339004154565,5.302168446899228e-05,0.0050762775768002
2017-07-13,0.0014351563921594934,0.0016652309220240706,0.0011117533699119
2017-07-14,0.0017291788209395187,0.0007870745092169415,0.0030534426664982
2017-07-17,-0.0007083895465398418,-0.001003197489556521,-0.0002939943511642
2017-07-18,0.0011565429783736798,0.001447494643862029,0.0007475683387111
2017-07-19,0.001667074926665654,0.0007419199881273908,0.0029675139772058
2017-07-20,-0.0005745724237847601,-0.0013354620645448622,0.0004949679967196
2017-07-21,-0.00045292503844345715,-0.0001104825232176095,-0.0009342775133797
2017-07-24,0.0015454682017362613,0.0022416596562360963,0.0005668704378694
2017-07-25,0.0011034905020373559,0.0013979160770375505,0.0006896327802022
2017-07-26,0.0021364036461687204,0.0028487885115529824,0.0011350437016137
2017-07-27,-0.0019191591508495413,-0.001977479229494372,-0.0018371818467883
2017-07-28,0.0008121551498307789,0.0016254242682196068,-0.0003310122009507
2017-07-31,0.0015929772363476552,0.003007214077438477,-0.0003949371531846
2017-08-01,0.0013618855379517385,0.0013862823838115695,0.0013275922431267
2017-08-02,3.4919343245744933e-06,0.00031011391350272875,-0.0004275095972753
2017-08-03,-0.00015085502430141177,0.0011422314632611977,-0.0019684750726893
2017-08-04,0.0009479325766268491,0.000688436190103348,0.0013126922730323
2017-08-07,0.0005622392572420771,-0.00014508645226885323,0.0015564878266248
2017-08-08,-0.0021166519889464714,-0.002670735656977799,-0.0013378072688254
2017-08-09,-0.002033113153939888,-0.0024238120543748805,-0.0014839293513527
2017-08-10,-0.0036660466868967804,0.0004461090927475044,-0.0094462762841175
2017-08-11,0.0030892563987422964,0.004328604353106117,0.001347173629765
2017-08-14,0.0018882516049444542,0.00015119656086157022,0.0043299336607439
2017-08-15,0.000479993935252202,0.001514541479737541,-0.0009742122419475
2017-08-16,-0.0005988152714533622,-0.0020464536441773865,0.0014360498009043
2017-08-17,-0.002808745904039956,2.865138196209583e-06,-0.0067608718041954
2017-08-18,0.0009527295471539189,-4.415737206608998e-05,0.002353998269531
2017-08-21,0.0012255701222975881,0.0026248980167675275,-0.0007413875868122
2017-08-22,9.606712877956863e-05,-0.0033561216752381225,0.0049486177055243
2017-08-23,0.0014035339461916365,0.002100563170925226,0.0004237585751133
2017-08-24,0.001936177180664854,0.0033429299349913406,-4.121724266438942e-05
2017-08-25,0.0023096938588756206,0.0030798184190932317,0.0012271724236343
2017-08-28,-0.0023635053888787635,-0.0043179888312024056,0.0003838037224444
